
[00:00:00.000 --> 00:00:03.000]  很感謝宣導邀請
[00:00:03.000 --> 00:00:07.000]  我第一次來見到很漂亮的呂貴堂
[00:00:07.000 --> 00:00:09.000]  為你們很感恩
[00:00:09.000 --> 00:00:13.000]  我已經不是加拿大環球學院的教授
[00:00:13.000 --> 00:00:14.000]  我退休了
[00:00:14.000 --> 00:00:18.000]  我是加拿大宣導會的退休牧師
[00:00:18.000 --> 00:00:21.000]  回來香港退休
[00:00:21.000 --> 00:00:25.000]  現在在我舞會 藝人會大會堂
[00:00:25.000 --> 00:00:26.000]  做顧問牧師
[00:00:26.000 --> 00:00:28.000]  不過我一直都是他顧問牧師
[00:00:29.000 --> 00:00:33.000]  退休後很開心見到大家
[00:00:33.000 --> 00:00:36.000]  剛才讀的那段經文
[00:00:36.000 --> 00:00:38.000]  我不知道你們怎麼看
[00:00:38.000 --> 00:00:41.000]  字比較小 都是剛才那段經文
[00:00:41.000 --> 00:00:45.000]  我不知道你們讀的時候會不會覺得有點奇怪
[00:00:45.000 --> 00:00:48.000]  這個人這麼差勁
[00:00:48.000 --> 00:00:50.000]  在外面做得不好
[00:00:50.000 --> 00:00:54.000]  然後找主人的客人來
[00:00:55.000 --> 00:00:59.000]  私自來一個減50一個減20
[00:00:59.000 --> 00:01:03.000]  等他將來退休後有好地方去
[00:01:03.000 --> 00:01:05.000]  其實是不合理的
[00:01:05.000 --> 00:01:07.000]  如果在今天
[00:01:07.000 --> 00:01:10.000]  你一定會找廉署抓他
[00:01:10.000 --> 00:01:14.000]  不坐十年八年 你的氣都不順
[00:01:14.000 --> 00:01:16.000]  很奇怪
[00:01:16.000 --> 00:01:17.000]  但耶穌當時說
[00:01:17.000 --> 00:01:19.000]  人們有沒有質疑耶穌
[00:01:19.000 --> 00:01:21.000]  有這樣的事
[00:01:21.000 --> 00:01:24.000]  更奇怪的是主人讚你聰明
[00:01:24.000 --> 00:01:25.000]  你做老闆
[00:01:25.000 --> 00:01:27.000]  底下的人幫你倒米
[00:01:27.000 --> 00:01:29.000]  你會說聰明 你倒得好
[00:01:29.000 --> 00:01:33.000]  你讀了是不是不舒服呢
[00:01:33.000 --> 00:01:36.000]  但耶穌說完
[00:01:36.000 --> 00:01:38.000]  那班門徒又收到
[00:01:38.000 --> 00:01:39.000]  很明顯
[00:01:39.000 --> 00:01:41.000]  耶穌當時說
[00:01:41.000 --> 00:01:43.000]  那班人是明白的
[00:01:43.000 --> 00:01:45.000]  而且他們接受
[00:01:45.000 --> 00:01:50.000]  並且和我們今天的了解有差距
[00:01:50.000 --> 00:01:52.000]  究竟發生什麼事
[00:01:53.000 --> 00:01:55.000]  一個這麼不合理的管家
[00:01:55.000 --> 00:01:58.000]  在外面敗壞了主人的名聲
[00:01:58.000 --> 00:02:00.000]  或者財務管理不好
[00:02:00.000 --> 00:02:01.000]  或者得罪了所有人
[00:02:01.000 --> 00:02:02.000]  諸如此類
[00:02:02.000 --> 00:02:03.000]  總之他有問題
[00:02:03.000 --> 00:02:05.000]  然後主人才去解僱他
[00:02:05.000 --> 00:02:11.000]  我們看看這個管家怎麼做
[00:02:11.000 --> 00:02:13.000]  這本經文
[00:02:13.000 --> 00:02:15.000]  這個管家
[00:02:15.000 --> 00:02:18.000]  他幫主人做大生意
[00:02:18.000 --> 00:02:21.000]  不是雞毛蒜皮的事
[00:02:22.000 --> 00:02:23.000]  100劉油
[00:02:23.000 --> 00:02:25.000]  大概4000公斤
[00:02:25.000 --> 00:02:28.000]  減50
[00:02:28.000 --> 00:02:30.000]  大概2000公升
[00:02:30.000 --> 00:02:32.000]  在當時
[00:02:32.000 --> 00:02:33.000]  即是今天
[00:02:33.000 --> 00:02:35.000]  大概6萬加幣
[00:02:35.000 --> 00:02:38.000]  大概40萬港幣
[00:02:38.000 --> 00:02:39.000]  加幣跌了一點
[00:02:39.000 --> 00:02:41.000]  當你38萬
[00:02:41.000 --> 00:02:44.000]  100石墨紙
[00:02:44.000 --> 00:02:46.000]  4萬公升
[00:02:46.000 --> 00:02:51.000]  然後去減那個數目
[00:02:52.000 --> 00:02:56.000]  也是差不多40萬
[00:02:56.000 --> 00:02:59.000]  而這個這麼大筆數減了之後
[00:02:59.000 --> 00:03:01.000]  是當時一個工人
[00:03:01.000 --> 00:03:03.000]  三年的薪酬
[00:03:03.000 --> 00:03:05.000]  即是說
[00:03:05.000 --> 00:03:08.000]  這樣的做法
[00:03:08.000 --> 00:03:10.000]  是會為他得來很大的益處
[00:03:10.000 --> 00:03:12.000]  但我們想不明白
[00:03:12.000 --> 00:03:15.000]  為什麼主人會稱讚他
[00:03:15.000 --> 00:03:17.000]  明明主人損失
[00:03:17.000 --> 00:03:20.000]  我們就明白
[00:03:20.000 --> 00:03:22.000]  當時的管家和今天的管家
[00:03:22.000 --> 00:03:24.000]  是有不同的地方
[00:03:24.000 --> 00:03:26.000]  因為當時的管家
[00:03:26.000 --> 00:03:28.000]  他和主人的關係
[00:03:28.000 --> 00:03:30.000]  不單止是僱傭關係
[00:03:30.000 --> 00:03:32.000]  他是一個代理關係
[00:03:32.000 --> 00:03:34.000]  他代表主人出去接生意
[00:03:34.000 --> 00:03:37.000]  而他接生意是有風險的
[00:03:37.000 --> 00:03:40.000]  而他所賺到的這個管家
[00:03:40.000 --> 00:03:41.000]  他是有很高的利潤
[00:03:41.000 --> 00:03:44.000]  這個利潤是歸管家的
[00:03:44.000 --> 00:03:47.000]  另外利息
[00:03:48.000 --> 00:03:50.000]  是歸那個主人
[00:03:50.000 --> 00:03:55.000]  現在他將這個人
[00:03:55.000 --> 00:03:57.000]  他所賺到的
[00:03:57.000 --> 00:03:59.000]  他減去
[00:03:59.000 --> 00:04:00.000]  學者相信
[00:04:00.000 --> 00:04:01.000]  他減這麼大筆錢
[00:04:01.000 --> 00:04:06.000]  就應該將他的佣金和利息
[00:04:06.000 --> 00:04:08.000]  一次退給那些人
[00:04:08.000 --> 00:04:10.000]  所以才會這麼大筆
[00:04:10.000 --> 00:04:14.000]  退給那些借債做生意的人
[00:04:14.000 --> 00:04:16.000]  換句話說
[00:04:17.000 --> 00:04:22.000]  那個主人損失了利息
[00:04:22.000 --> 00:04:24.000]  管家有沒有損失呢
[00:04:24.000 --> 00:04:26.000]  有 他損失了佣金
[00:04:26.000 --> 00:04:30.000]  但是主人損失利益
[00:04:30.000 --> 00:04:32.000]  損失了利息
[00:04:32.000 --> 00:04:34.000]  為什麼主人都會稱讚他呢
[00:04:34.000 --> 00:04:39.000]  原來主人雖然損失利息
[00:04:39.000 --> 00:04:41.000]  但是他是有賺的
[00:04:41.000 --> 00:04:43.000]  為什麼呢
[00:04:44.000 --> 00:04:46.000]  按照當時的猶太人
[00:04:46.000 --> 00:04:49.000]  他們很遵從聖經的教導
[00:04:49.000 --> 00:04:52.000]  去做生意是不收利息
[00:04:52.000 --> 00:04:54.000]  你還記不記得
[00:04:54.000 --> 00:04:56.000]  在他們做生意的時候
[00:04:56.000 --> 00:04:58.000]  那個利息是不可以收的
[00:04:58.000 --> 00:05:00.000]  但是你不收利息
[00:05:00.000 --> 00:05:01.000]  你怎麼做生意呢
[00:05:01.000 --> 00:05:03.000]  所以潛規則就是
[00:05:03.000 --> 00:05:06.000]  在當時所有的人都收利息
[00:05:06.000 --> 00:05:11.000]  只有那些很高尚的人
[00:05:11.000 --> 00:05:13.000]  很遵從上帝的說話的人
[00:05:13.000 --> 00:05:14.000]  才不收利息
[00:05:14.000 --> 00:05:23.000]  因此這個管家
[00:05:23.000 --> 00:05:28.000]  他將利息歸了給借債的人
[00:05:28.000 --> 00:05:31.000]  這個主人不是完全損失的
[00:05:31.000 --> 00:05:35.000]  他是獲取一個很高的社會地位
[00:05:35.000 --> 00:05:37.000]  一個很高的社會聲譽
[00:05:37.000 --> 00:05:42.000]  所以這個管家稱讚他
[00:05:42.000 --> 00:05:45.000]  其實也不是完全沒有道理
[00:05:45.000 --> 00:05:49.000]  因為這個主人稱讚他
[00:05:49.000 --> 00:05:50.000]  完全不是沒有道理
[00:05:50.000 --> 00:05:52.000]  因為這個管家是有損失的
[00:05:52.000 --> 00:05:54.000]  他犧牲了自己的利潤
[00:05:54.000 --> 00:05:58.000]  而這個主人雖然損失了利息
[00:05:58.000 --> 00:06:01.000]  但是他得到社會給他的稱讚
[00:06:01.000 --> 00:06:04.000]  得到很高的社會地位
[00:06:04.000 --> 00:06:05.000]  恢復回去
[00:06:05.000 --> 00:06:07.000]  因為之前這個管家
[00:06:07.000 --> 00:06:09.000]  可能令到他在社會上失去了聲譽
[00:06:10.000 --> 00:06:12.000]  現在恢復了
[00:06:12.000 --> 00:06:14.000]  相對來說
[00:06:14.000 --> 00:06:17.000]  這個主人他也有賺
[00:06:17.000 --> 00:06:20.000]  所以這個主人就這樣稱讚他
[00:06:20.000 --> 00:06:23.000]  就說他用了一個例子
[00:06:23.000 --> 00:06:25.000]  這個例子是很奇怪的
[00:06:25.000 --> 00:06:31.000]  就是今世之子做事比光明之子厲害
[00:06:31.000 --> 00:06:34.000]  這個說話真是可圈可點的
[00:06:34.000 --> 00:06:37.000]  耶穌是用這句說話
[00:06:37.000 --> 00:06:39.000]  來對教導門徒
[00:06:39.000 --> 00:06:42.000]  就是說這個管家
[00:06:42.000 --> 00:06:45.000]  他上方設法為了自己退休
[00:06:45.000 --> 00:06:47.000]  將來有地方去
[00:06:47.000 --> 00:06:49.000]  他用了這麼極端
[00:06:49.000 --> 00:06:51.000]  這麼前衛的方法
[00:06:51.000 --> 00:06:55.000]  就要保障他將來可以有人接濟他
[00:06:55.000 --> 00:06:56.000]  有人幫助他
[00:06:56.000 --> 00:07:00.000]  所以他不惜犧牲主人的利息
[00:07:00.000 --> 00:07:02.000]  犧牲自己的佣金
[00:07:02.000 --> 00:07:05.000]  以致他退休無憂
[00:07:06.000 --> 00:07:10.000]  所以耶穌就借這個主人說
[00:07:10.000 --> 00:07:19.000]  今世之子做事比光明之子更加聰明
[00:07:19.000 --> 00:07:22.000]  什麼叫今世之子
[00:07:22.000 --> 00:07:24.000]  什麼叫光明之子
[00:07:24.000 --> 00:07:29.000]  如果按照聖經一貫的做法
[00:07:29.000 --> 00:07:32.000]  今世之子
[00:07:32.000 --> 00:07:34.000]  就是世上的人
[00:07:35.000 --> 00:07:36.000]  很簡單的說
[00:07:36.000 --> 00:07:37.000]  不是基督徒 非基督徒
[00:07:37.000 --> 00:07:39.000]  光明之子
[00:07:39.000 --> 00:07:41.000]  就是耶穌所稱讚的追隨的人
