
[00:00:00.000 --> 00:00:04.000]  今晚講到的經文記載是
[00:00:04.000 --> 00:00:09.000]  「列王記夏」三章一至二十節
[00:00:09.000 --> 00:00:15.000]  在聖經舊約第五百一十二至五百一十三頁
[00:00:15.000 --> 00:00:20.000]  是「列王記夏」三章一至二十節
[00:00:20.000 --> 00:00:25.000]  在舊約聖經五百一十二至五百一十三頁
[00:00:25.000 --> 00:00:28.000]  知道的請聽我讀出
[00:00:28.000 --> 00:00:33.000]  猶大王約撒花第十八年
[00:00:33.000 --> 00:00:37.000]  阿哈的兒子約蘭在撒瑪利亞登基
[00:00:37.000 --> 00:00:40.000]  著以色列王十二年
[00:00:40.000 --> 00:00:44.000]  他恨耶和華眼中捍衛我的事
[00:00:44.000 --> 00:00:47.000]  但不知將他父母所行的
[00:00:47.000 --> 00:00:53.000]  因為他取掉他父所做巴黎的處長
[00:00:53.000 --> 00:00:58.000]  然而他依然黎伯的兒子耶羅波安
[00:00:58.000 --> 00:01:01.000]  自以色列行日敘裡的那敘
[00:01:01.000 --> 00:01:03.000]  總不離開
[00:01:03.000 --> 00:01:07.000]  摩訶王迷詐莫讓許多揚
[00:01:07.000 --> 00:01:13.000]  曾向以色列王進貢十萬羔羊和十萬公綿羊的母
[00:01:13.000 --> 00:01:18.000]  阿哈死後摩訶王背叛以色列王
[00:01:18.000 --> 00:01:21.000]  那時約蘭王出撒瑪利亞
[00:01:21.000 --> 00:01:24.000]  掃奠以色列眾人
[00:01:24.000 --> 00:01:26.000]  他向前行
[00:01:26.000 --> 00:01:29.000]  派人到猶大王約撒花那裡
[00:01:29.000 --> 00:01:32.000]  說:摩訶王背叛我
[00:01:32.000 --> 00:01:35.000]  你肯和我去攻打摩訶嗎?
[00:01:35.000 --> 00:01:38.000]  約撒花說:我肯上去
[00:01:38.000 --> 00:01:40.000]  你我不分彼此
[00:01:40.000 --> 00:01:43.000]  我的軍隊就是你的軍隊
[00:01:43.000 --> 00:01:45.000]  我的馬就是你的馬
[00:01:45.000 --> 00:01:50.000]  然後約撒花說:我們從哪條路上去呢?
[00:01:50.000 --> 00:01:54.000]  約蘭說:從以東抗夜的路上去
[00:01:54.000 --> 00:01:58.000]  於是以色列王和猶大王
[00:01:58.000 --> 00:02:01.000]  以及以東王都一同去
[00:02:01.000 --> 00:02:04.000]  他們繞行了七天的路程
[00:02:04.000 --> 00:02:07.000]  軍隊和所帶的出身
[00:02:07.000 --> 00:02:10.000]  生出都沒有水殼
[00:02:10.000 --> 00:02:13.000]  以色列王說:愛在
[00:02:13.000 --> 00:02:16.000]  耶羅說召集我們這三王
[00:02:16.000 --> 00:02:19.000]  要交在摩訶人的手裡
[00:02:19.000 --> 00:02:24.000]  約撒花說:這裡不就有耶羅說的先知嗎?
[00:02:24.000 --> 00:02:27.000]  我們可以託他求問耶羅說
[00:02:27.000 --> 00:02:30.000]  以色列王的一個大臣回答說
[00:02:30.000 --> 00:02:33.000]  這裡有撒花的兒子以尼撒
[00:02:33.000 --> 00:02:36.000]  就是從前伏事以利亞的
[00:02:36.000 --> 00:02:40.000]  約撒花說:他必有耶羅說的話
[00:02:40.000 --> 00:02:43.000]  於是以色列王約撒花
[00:02:43.000 --> 00:02:46.000]  和以東王都下去見他
[00:02:46.000 --> 00:02:49.000]  以尼撒對以色列王說
[00:02:49.000 --> 00:02:51.000]  我跟你有什麼關係呢?
[00:02:51.000 --> 00:02:56.000]  去問你父親的先知和你母親的先知吧
[00:02:56.000 --> 00:02:58.000]  以色列王對他說
[00:02:58.000 --> 00:03:01.000]  因為耶羅說召集我們這三王
[00:03:01.000 --> 00:03:04.000]  要交在摩訶人的手裡
[00:03:04.000 --> 00:03:09.000]  以尼撒說:我自這所侍奉永生的萬君子
[00:03:09.000 --> 00:03:11.000]  耶羅說起誓
[00:03:11.000 --> 00:03:14.000]  我約不看猶大王約撒花的情面
[00:03:14.000 --> 00:03:17.000]  必不理你不採你
[00:03:17.000 --> 00:03:20.000]  現在你們給我找一個貪勤的人來
[00:03:20.000 --> 00:03:23.000]  貪勤的人貪走的時候
[00:03:23.000 --> 00:03:27.000]  耶羅說的手就按在以尼撒身上
[00:03:27.000 --> 00:03:30.000]  他就說:耶羅說如此說
[00:03:30.000 --> 00:03:34.000]  你們要在這個鐘道處挖溝
[00:03:34.000 --> 00:03:36.000]  因為耶羅說如此說
[00:03:36.000 --> 00:03:39.000]  你們雖不見風也不見雨
[00:03:39.000 --> 00:03:42.000]  這谷缺必滿了水
[00:03:42.000 --> 00:03:47.000]  是你們和你們的牛羊生畜都有水河
[00:03:47.000 --> 00:03:49.000]  在耶羅說眼中
[00:03:49.000 --> 00:03:51.000]  這還算是小事
[00:03:51.000 --> 00:03:55.000]  他也必將摩訶人交在你們手中
[00:03:55.000 --> 00:04:00.000]  你們必攻破一切堡壘和美好的城鎮
[00:04:00.000 --> 00:04:02.000]  肯罰各種好處
[00:04:02.000 --> 00:04:04.000]  塞住一切水泉
[00:04:04.000 --> 00:04:07.000]  用石頭毀壞一切良田
[00:04:07.000 --> 00:04:09.000]  到了早晨
[00:04:09.000 --> 00:04:11.000]  要做獻祭的時候
[00:04:11.000 --> 00:04:14.000]  看啊!有水從以東而來
[00:04:14.000 --> 00:04:17.000]  天地就滿了水
[00:04:17.000 --> 00:04:19.000]  經文一段讀白
[00:04:19.000 --> 00:04:21.000]  感謝神
[00:04:21.000 --> 00:04:24.000]  今晚有鄧太康傳道在我們中間
[00:04:24.000 --> 00:04:27.000]  鄧傳道是本堂的傳道人
[00:04:27.000 --> 00:04:31.000]  他今晚的講法是大事與小事
[00:04:31.000 --> 00:04:35.000]  現在恭請神太康傳道成道
[00:04:36.000 --> 00:04:38.000]  
[00:04:39.000 --> 00:04:41.000]  
[00:04:42.000 --> 00:04:44.000]  
[00:04:45.000 --> 00:04:47.000]  又見到大家了
[00:04:47.000 --> 00:04:49.000]  我現在發覺我去了嘉欣樓之後
[00:04:49.000 --> 00:04:52.000]  我就變成了一個公關和宣傳高手
[00:04:52.000 --> 00:04:54.000]  因為每次我都要再提醒大家
[00:04:54.000 --> 00:04:56.000]  我是來自嘉欣樓的
[00:04:56.000 --> 00:04:58.000]  因為當教會有新的弟兄姊妹的時候
[00:04:58.000 --> 00:05:00.000]  有時候大家都忽略了
[00:05:00.000 --> 00:05:02.000]  嘉欣樓有一個聚會點的地方
[00:05:02.000 --> 00:05:05.000]  所以希望大家為這個地方祈禱
[00:05:05.000 --> 00:05:08.000]  每次我見到弟兄姊妹的時候
[00:05:08.000 --> 00:05:11.000]  我都會邀請大家有時間過去喝杯咖啡
[00:05:11.000 --> 00:05:13.000]  和我們聊聊天
[00:05:13.000 --> 00:05:16.000]  今天和大家分享這段經文的時候
[00:05:16.000 --> 00:05:20.000]  其實是一個很普通的故事
[00:05:20.000 --> 00:05:23.000]  但我也覺得這個故事裏面很有趣的地方
[00:05:23.000 --> 00:05:26.000]  是其中一段經文當中很有趣的地方
[00:05:26.000 --> 00:05:27.000]  為甚麼呢
[00:05:27.000 --> 00:05:32.000]  因為其實你發覺裏面有兩個很不同的角色
[00:05:32.000 --> 00:05:34.000]  一個是以色列王
[00:05:34.000 --> 00:05:36.000]  一個是猶太王
[00:05:36.000 --> 00:05:38.000]  但在這段經文裏面的時候
[00:05:38.000 --> 00:05:44.000]  兩個王的身份或是他們的態度
[00:05:44.000 --> 00:05:47.000]  其實是非常之對比的
[00:05:47.000 --> 00:05:51.000]  再加上你會發覺整件事的進程裏面
[00:05:51.000 --> 00:05:52.000]  最有趣的地方
[00:05:52.000 --> 00:05:55.000]  為甚麼我今天定的主題是大事和小事呢
[00:05:55.000 --> 00:05:57.000]  就是有很多轉折位的裏面
[00:05:57.000 --> 00:05:59.000]  你會發覺原來很多時候
[00:05:59.000 --> 00:06:02.000]  我們人以為是大事的事
[00:06:02.000 --> 00:06:05.000]  原來在上帝的眼中是小事
[00:06:05.000 --> 00:06:07.000]  原來你以為很小事的事
[00:06:07.000 --> 00:06:12.000]  原來在上帝的眼中可以變成很大的事
[00:06:12.000 --> 00:06:17.000]  然後我們重新再思想究竟甚麼叫重要
[00:06:17.000 --> 00:06:20.000]  和甚麼叫次要
[00:06:20.000 --> 00:06:22.000]  今天跟大家分享的時候
[00:06:22.000 --> 00:06:26.000]  剛才整個故事已經跟大家讀了
[00:06:26.000 --> 00:06:27.000]  故事裏面很簡單
[00:06:27.000 --> 00:06:29.000]  就是講摩訶王
[00:06:29.000 --> 00:06:31.000]  過去不斷進貢給以色列
[00:06:31.000 --> 00:06:34.000]  但是當阿哈死了之後
[00:06:34.000 --> 00:06:37.000]  即是以色列王的父親死了之後
[00:06:37.000 --> 00:06:40.000]  然後他們就開始不進貢了
[00:06:40.000 --> 00:06:41.000]  即是所謂的背叛
[00:06:41.000 --> 00:06:43.000]  他們當時很慣例
[00:06:43.000 --> 00:06:44.000]  你不進貢我不行的
[00:06:44.000 --> 00:06:46.000]  我不會就這樣算的
[00:06:46.000 --> 00:06:50.000]  所以我就招聚其他人一起去攻打他
[00:06:50.000 --> 00:06:54.000]  希望他能夠再一次去臣服在我們面前
[00:06:54.000 --> 00:06:58.000]  這是當時戰爭的世界裏面經常發生的
[00:06:58.000 --> 00:07:02.000]  是一件不會很陌生的事
[00:07:02.000 --> 00:07:03.000]  不過裏面的時候
[00:07:03.000 --> 00:07:05.000]  我不知道大家有沒有發覺一件事
[00:07:05.000 --> 00:07:07.000]  第一大家看聖經一定會問很多很多問題
[00:07:07.000 --> 00:07:09.000]  第一件事你要問的就是
[00:07:09.000 --> 00:07:15.000]  為甚麼他要招聚三個國家一起
[00:07:15.000 --> 00:07:18.000]  明明他是不進貢給以色列
[00:07:18.000 --> 00:07:21.000]  其實他自己派兵就能解決
[00:07:21.000 --> 00:07:24.000]  為甚麼他要招聚
[00:07:24.000 --> 00:07:26.000]  第一個你要問的問題就是
[00:07:26.000 --> 00:07:27.000]  證明了一件事
[00:07:27.000 --> 00:07:32.000]  你會發覺原來在以色列王的眼中
[00:07:32.000 --> 00:07:36.000]  甚麼是大事或重要的事
[00:07:36.000 --> 00:07:39.000]  就是軍事力量
[00:07:39.000 --> 00:07:43.000]  他只需要人多勢眾
[00:07:43.000 --> 00:07:49.000]  他只需要儲齊足夠他認為足夠的軍事力量
