
[00:00:00.000 --> 00:00:02.000]  大型姊妹平安!
[00:00:02.000 --> 00:00:06.000]  每一次回來孫德嘉講
[00:00:06.000 --> 00:00:10.000]  這樣孫家講到
[00:00:10.000 --> 00:00:13.000]  將兩個地方太熟了
[00:00:13.000 --> 00:00:17.000]  心裏面總是會覺得很溫暖的感覺
[00:00:17.000 --> 00:00:19.000]  因為回來沒有會
[00:00:19.000 --> 00:00:22.000]  在這裏的地方見到大型姊妹
[00:00:22.000 --> 00:00:23.000]  都見面
[00:00:23.000 --> 00:00:26.000]  打一個招呼問安
[00:00:26.000 --> 00:00:27.000]  不期然地
[00:00:27.000 --> 00:00:30.000]  大家都有一個想法
[00:00:30.000 --> 00:00:33.000]  原來大家都老了
[00:00:33.000 --> 00:00:35.000]  十幾年沒有見面了
[00:00:35.000 --> 00:00:37.000]  剛才都問這個兒子怎樣
[00:00:37.000 --> 00:00:39.000]  那時還見到很小的
[00:00:39.000 --> 00:00:40.000]  長大了
[00:00:40.000 --> 00:00:42.000]  已經讀大學了
[00:00:42.000 --> 00:00:44.000]  有很多很多的恩典
[00:00:44.000 --> 00:00:45.000]  每一次回來的時候
[00:00:45.000 --> 00:00:49.000]  總是上帝的恩典救我們使用
[00:00:49.000 --> 00:00:51.000]  我們一起祈禱
[00:00:51.000 --> 00:00:54.000]  用心合二打開我們的心
[00:00:54.000 --> 00:00:57.000]  讓聖靈充滿我們
[00:00:58.000 --> 00:01:02.000]  聽我的天父上帝
[00:01:02.000 --> 00:01:04.000]  我們要獻上感謝
[00:01:04.000 --> 00:01:07.000]  因為你的恩典
[00:01:07.000 --> 00:01:10.000]  無論是昔日
[00:01:10.000 --> 00:01:11.000]  今日
[00:01:11.000 --> 00:01:14.000]  又或者是將來
[00:01:14.000 --> 00:01:17.000]  你的恩典始終救我們使用
[00:01:17.000 --> 00:01:20.000]  所以我們全注一個感恩的心
[00:01:20.000 --> 00:01:22.000]  一齊的去等候你
[00:01:22.000 --> 00:01:24.000]  等候你的說話
[00:01:24.000 --> 00:01:27.000]  等候聖靈的感動
[00:01:27.000 --> 00:01:29.000]  所以我們恭敬的
[00:01:29.000 --> 00:01:31.000]  將這段時間交給我們的主
[00:01:31.000 --> 00:01:34.000]  求你親自與我們同在
[00:01:34.000 --> 00:01:35.000]  賜福給我們
[00:01:35.000 --> 00:01:36.000]  我們多謝你
[00:01:36.000 --> 00:01:39.000]  我們同心合二在你面前的祈禱
[00:01:39.000 --> 00:01:40.000]  是奉靠耶穌
[00:01:40.000 --> 00:01:42.000]  這個名字祈求
[00:01:42.000 --> 00:01:43.000]  Amen
[00:01:43.000 --> 00:01:45.000]  我想這段聖經
[00:01:45.000 --> 00:01:46.000]  大家都很熟
[00:01:46.000 --> 00:01:49.000]  耶穌進前來對他們說
[00:01:49.000 --> 00:01:52.000]  天上地下所有的權柄
[00:01:52.000 --> 00:01:54.000]  都賜給我
[00:01:54.000 --> 00:01:56.000]  所以你們要去
[00:01:56.000 --> 00:01:58.000]  使萬民作我的門徒
[00:01:58.000 --> 00:02:01.000]  奉父子聖靈的名
[00:02:01.000 --> 00:02:03.000]  給他們施洗
[00:02:03.000 --> 00:02:05.000]  凡我所吩咐你們的
[00:02:05.000 --> 00:02:07.000]  都教訓他們遵行
[00:02:07.000 --> 00:02:10.000]  我就常與你們同在
[00:02:10.000 --> 00:02:13.000]  直到世界的末了
[00:02:13.000 --> 00:02:14.000]  我想這段聖經
[00:02:14.000 --> 00:02:16.000]  大家都很熟悉
[00:02:19.000 --> 00:02:23.000]  第一次我預備帶弟兄姊妹去澳門
[00:02:23.000 --> 00:02:29.000]  短暫去一個講座
[00:02:29.000 --> 00:02:30.000]  講完之後
[00:02:30.000 --> 00:02:32.000]  有個弟兄過來
[00:02:32.000 --> 00:02:34.000]  問了我一個問題
[00:02:34.000 --> 00:02:36.000]  我覺得非常之有意思
[00:02:36.000 --> 00:02:37.000]  這個問題
[00:02:37.000 --> 00:02:39.000]  他說如果是這樣
[00:02:39.000 --> 00:02:43.000]  我們好像做不到什麼
[00:02:43.000 --> 00:02:47.000]  在他心目當中
[00:02:47.000 --> 00:02:49.000]  我深感到
[00:02:49.000 --> 00:02:51.000]  那一次他覺得
[00:02:51.000 --> 00:02:53.000]  原來宣教
[00:02:53.000 --> 00:02:56.000]  出去轉宣不是那麼容易
[00:02:56.000 --> 00:02:58.000]  有很多東西我們需要留心
[00:02:58.000 --> 00:03:01.000]  很多東西需要小心去考慮
[00:03:01.000 --> 00:03:04.000]  甚至我們講一言一行
[00:03:04.000 --> 00:03:05.000]  我們都要小心
[00:03:05.000 --> 00:03:09.000]  這些不會令到其他人
[00:03:09.000 --> 00:03:10.000]  因為我們的言行
[00:03:10.000 --> 00:03:12.000]  而不相信耶穌
[00:03:12.000 --> 00:03:13.000]  原來就是這樣
[00:03:13.000 --> 00:03:15.000]  然後我就回答他
[00:03:15.000 --> 00:03:17.000]  是呀
[00:03:17.000 --> 00:03:19.000]  宣教猜拳
[00:03:19.000 --> 00:03:20.000]  是真的很難的
[00:03:20.000 --> 00:03:22.000]  這是事實
[00:03:22.000 --> 00:03:24.000]  宣教猜拳
[00:03:24.000 --> 00:03:26.000]  其實我們需要
[00:03:26.000 --> 00:03:28.000]  首先是什麼呢
[00:03:28.000 --> 00:03:30.000]  是要等
[00:03:30.000 --> 00:03:32.000]  等什麼呢
[00:03:32.000 --> 00:03:34.000]  等聖靈的降臨
[00:03:34.000 --> 00:03:36.000]  等聖靈的充滿
[00:03:36.000 --> 00:03:40.000]  剛才主席和我們讀了一段經文
[00:03:40.000 --> 00:03:41.000]  很簡單
[00:03:41.000 --> 00:03:42.000]  我相信大家都認識
[00:03:43.000 --> 00:03:45.000]  耶穌轉第一章第八節
[00:03:45.000 --> 00:03:48.000]  「但聖靈降臨在你們身上
[00:03:48.000 --> 00:03:51.000]  你們就必得著能力
[00:03:51.000 --> 00:03:53.000]  並要在耶路撒冷
[00:03:53.000 --> 00:03:55.000]  猶大全地和撒瑪利亞
[00:03:55.000 --> 00:03:59.000]  直到地極作我的見證」
[00:03:59.000 --> 00:04:02.000]  其實這句經文裏面
[00:04:02.000 --> 00:04:06.000]  很清楚和當時的十二個門徒
[00:04:06.000 --> 00:04:07.000]  告訴你
[00:04:07.000 --> 00:04:10.000]  你們要等
[00:04:11.000 --> 00:04:13.000]  有四個字
[00:04:13.000 --> 00:04:14.000]  很類似
[00:04:14.000 --> 00:04:15.000]  擺位不同
[00:04:15.000 --> 00:04:16.000]  你就會發現
[00:04:16.000 --> 00:04:18.000]  意思是很不一樣的
[00:04:18.000 --> 00:04:22.000]  這四個字叫做「事倍功半」
[00:04:22.000 --> 00:04:25.000]  這個我想大家認識
[00:04:25.000 --> 00:04:27.000]  但如果調轉了位置
[00:04:27.000 --> 00:04:29.000]  整個意思是一樣的
[00:04:29.000 --> 00:04:30.000]  意思是什麼
[00:04:30.000 --> 00:04:33.000]  事半就功倍
[00:04:33.000 --> 00:04:37.000]  原來宣教猜拳
[00:04:37.000 --> 00:04:39.000]  是需要等
[00:04:39.000 --> 00:04:43.000]  是需要事半功倍
[00:04:43.000 --> 00:04:46.000]  其實這幾個字後面
[00:04:46.000 --> 00:04:48.000]  代表著深層的是什麼呢
[00:04:48.000 --> 00:04:50.000]  當一個人願意出去宣教
[00:04:50.000 --> 00:04:54.000]  願意參與去行動的時候
[00:04:54.000 --> 00:04:57.000]  你會發現
[00:04:57.000 --> 00:04:59.000]  有些事情是你沒有想過
[00:04:59.000 --> 00:05:01.000]  有些事情是超過你的能力
[00:05:01.000 --> 00:05:03.000]  所可以做得到
[00:05:03.000 --> 00:05:04.000]  其實
[00:05:04.000 --> 00:05:05.000]  然後你發現
[00:05:05.000 --> 00:05:06.000]  做得到
[00:05:07.000 --> 00:05:09.000]  說的是什麼
[00:05:09.000 --> 00:05:11.000]  是你和你的生命
[00:05:11.000 --> 00:05:13.000]  因著我們參與宣教
[00:05:13.000 --> 00:05:15.000]  因著我們參與猜拳
[00:05:15.000 --> 00:05:17.000]  我們有突破
[00:05:17.000 --> 00:05:20.000]  生命突破
[00:05:20.000 --> 00:05:22.000]  這是宣教當中
[00:05:22.000 --> 00:05:27.000]  耶穌基督給我們一個非常重要的觀點
[00:05:27.000 --> 00:05:28.000]  有沒有想過
[00:05:28.000 --> 00:05:29.000]  你參與宣教
[00:05:29.000 --> 00:05:30.000]  你參與猜拳的時候
[00:05:30.000 --> 00:05:34.000]  你生命能夠得到突破呢
[00:05:35.000 --> 00:05:40.000]  大家認得到一些人嗎
[00:05:40.000 --> 00:05:42.000]  我以前
[00:05:42.000 --> 00:05:43.000]  我今天主教
[00:05:43.000 --> 00:05:47.000]  我在1999年至2002年的時候
[00:05:47.000 --> 00:05:50.000]  在錦宣這裡侍奉
[00:05:50.000 --> 00:05:52.000]  那時候我第一次
[00:05:52.000 --> 00:05:54.000]  帶了一隊短宣隊
[00:05:54.000 --> 00:05:56.000]  一起去了泰國
[00:05:56.000 --> 00:05:58.000]  有些人你可能認識的
[00:05:58.000 --> 00:06:01.000]  那一次
[00:06:01.000 --> 00:06:06.000]  是我第一次帶短宣
[00:06:06.000 --> 00:06:08.000]  去了泰國這個地方
[00:06:08.000 --> 00:06:13.000]  旁邊那張就是我三個兒子
[00:06:13.000 --> 00:06:16.000]  那時候我來了錦宣這裡侍奉
[00:06:16.000 --> 00:06:18.000]  我那隊孖仔就出生了
[00:06:18.000 --> 00:06:20.000]  然後我們就出發
[00:06:20.000 --> 00:06:23.000]  去了泰國宣教
[00:06:23.000 --> 00:06:25.000]  基本上就是當年
[00:06:25.000 --> 00:06:30.000]  我被北宣、錦宣和蘇澳差會
[00:06:30.000 --> 00:06:35.000]  一同差派我們去泰國宣教
[00:06:35.000 --> 00:06:37.000]  我今天回來
[00:06:37.000 --> 00:06:38.000]  站在這裡的時候
[00:06:38.000 --> 00:06:40.000]  仍然很深印象
[00:06:40.000 --> 00:06:42.000]  那年我準備去猜拳的時候
[00:06:42.000 --> 00:06:43.000]  出去泰國的時候
[00:06:43.000 --> 00:06:46.000]  我和大家請大家紀念
[00:06:46.000 --> 00:06:48.000]  我們五個菠蘿包
[00:06:48.000 --> 00:06:50.000]  不知道大家還記不記得
[00:06:50.000 --> 00:06:54.000]  順帝五餅二魚
[00:06:54.000 --> 00:06:56.000]  賜福了五千人
[00:06:56.000 --> 00:06:59.000]  我和大家分享
[00:06:59.000 --> 00:07:01.000]  我們五個一家五口
[00:07:01.000 --> 00:07:03.000]  我和我太太和三個小朋友
[00:07:03.000 --> 00:07:04.000]  是什麼呢?
[00:07:04.000 --> 00:07:05.000]  就是五個菠蘿包
[00:07:05.000 --> 00:07:07.000]  很小
[00:07:07.000 --> 00:07:08.000]  微不足道
[00:07:08.000 --> 00:07:10.000]  但我很深信
[00:07:10.000 --> 00:07:12.000]  當上帝賜福了之後
[00:07:12.000 --> 00:07:15.000]  他可以令更多更多的人可以跪拜
[00:07:15.000 --> 00:07:17.000]  這個就是當日
[00:07:17.000 --> 00:07:19.000]  當日我是站在這裡的時候和大家說的
[00:07:19.000 --> 00:07:22.000]  究竟十幾年之後發生什麼事呢?
[00:07:22.000 --> 00:07:25.000]  發生了很多很多的事
[00:07:27.000 --> 00:07:29.000]  我去到泰國
[00:07:29.000 --> 00:07:32.000]  第一件事對於我來說是非常困難的
[00:07:32.000 --> 00:07:34.000]  就是學泰文
[00:07:34.000 --> 00:07:36.000]  我去到第一年就去學泰文
[00:07:36.000 --> 00:07:39.000]  大家有沒有看到上面那些泰文呢?
[00:07:39.000 --> 00:07:41.000]  是一條蛇仔的
[00:07:41.000 --> 00:07:45.000]  整個泰文如果大家有一點看過
[00:07:45.000 --> 00:07:47.000]  是一串長的
[00:07:47.000 --> 00:07:48.000]  像蛇一樣的
[00:07:48.000 --> 00:07:50.000]  中間是沒有逗號的
[00:07:50.000 --> 00:07:52.000]  你不讀你都不懂得怎麼讀
[00:07:52.000 --> 00:07:54.000]  我就是去學泰文
[00:07:54.000 --> 00:07:56.000]  去向泰國人傳福音
[00:07:57.000 --> 00:07:59.000]  對於我來說我的性格呢
[00:07:59.000 --> 00:08:01.000]  大家如果有看過《大英之母》就知道
[00:08:01.000 --> 00:08:03.000]  其實我是一個內斂的人
[00:08:03.000 --> 00:08:06.000]  我真的沒有想過上帝竟然要我做牧師
[00:08:06.000 --> 00:08:08.000]  做一個宣教士
[00:08:08.000 --> 00:08:10.000]  我覺得他那時候找錯人了
