
[00:00:00.000 --> 00:00:02.000]  然而我栽培你
[00:00:02.000 --> 00:00:03.200]  這個是以色列
[00:00:03.200 --> 00:00:07.920]  是上等的葡萄樹全是真種子
[00:00:07.920 --> 00:00:09.880]  你怎麼向我變為外邦
[00:00:09.880 --> 00:00:12.840]  葡萄樹的壞的子子
[00:00:12.840 --> 00:00:14.960]  就是他一聽就知道
[00:00:14.960 --> 00:00:18.720]  這是針對著他們生命裡面的問題
[00:00:18.720 --> 00:00:21.360]  耶穌說我是真葡萄樹
[00:00:21.360 --> 00:00:22.960]  當時這一幫以色列人
[00:00:22.960 --> 00:00:27.360]  他們的葡萄樹已經成為一個負面的信息
[00:00:27.360 --> 00:00:30.360]  他們是一個派外的葡萄
[00:00:30.360 --> 00:00:33.440]  主耶穌說這番話很重要的
[00:00:33.440 --> 00:00:36.440]  就是告訴我們這是真葡萄樹
[00:00:36.440 --> 00:00:39.240]  我們一幫屬祂的人
[00:00:39.240 --> 00:00:40.840]  是什麼人呢?
[00:00:40.840 --> 00:00:42.920]  是這個子子
[00:00:42.920 --> 00:00:46.600]  所以第十五章的第一到第三節
[00:00:46.600 --> 00:00:48.360]  就很清楚地告訴我們
[00:00:48.360 --> 00:00:50.600]  耶穌說我是真葡萄樹
[00:00:50.600 --> 00:00:53.400]  我服侍栽培的人
[00:00:53.400 --> 00:00:55.720]  凡屬我不結果子的子子
[00:00:55.720 --> 00:00:57.320]  祂就要剪去
[00:00:57.320 --> 00:00:58.680]  凡結果子的
[00:00:58.680 --> 00:00:59.760]  祂就要做什麼?
[00:00:59.760 --> 00:01:01.600]  修理乾淨
[00:01:01.600 --> 00:01:03.640]  只知結果子更多
[00:01:03.640 --> 00:01:06.440]  現在你們因我講的道
[00:01:06.440 --> 00:01:08.040]  已經乾淨了
[00:01:08.040 --> 00:01:11.080]  所以一個能夠結果子的子子
[00:01:11.080 --> 00:01:13.400]  是一個很重要的條件
[00:01:13.400 --> 00:01:16.400]  就是願意被修理乾淨
[00:01:16.400 --> 00:01:18.640]  這裡經文就很清楚地告訴我們
[00:01:18.640 --> 00:01:22.680]  信徒是被栽培成為這個子子
[00:01:22.680 --> 00:01:25.520]  我們的天父上帝是栽培的人
[00:01:25.520 --> 00:01:28.440]  耶穌基督就是這個葡萄樹
[00:01:28.440 --> 00:01:30.160]  我們各位弟兄姊妹
[00:01:30.160 --> 00:01:32.760]  我們來到神面前的這一群
[00:01:32.760 --> 00:01:34.320]  都是子子
[00:01:34.320 --> 00:01:35.800]  是願意信耶穌
[00:01:35.800 --> 00:01:39.120]  跟隨耶穌基督的人
[00:01:39.120 --> 00:01:42.000]  子子一個重要的使命
[00:01:42.000 --> 00:01:42.680]  做什麼?
[00:01:42.680 --> 00:01:44.440]  結果子
[00:01:44.440 --> 00:01:46.520]  重要的使命是結果子
[00:01:46.520 --> 00:01:50.880]  結果子的子子就要經過一個修剪的過程
[00:01:50.880 --> 00:01:54.320]  他才能夠結出好的果子
[00:01:54.320 --> 00:01:56.360]  所以在第十五章的第二句話
[00:01:56.360 --> 00:01:57.400]  「凡結果子」
[00:01:57.400 --> 00:01:59.640]  他就修理乾淨了
[00:01:59.640 --> 00:02:02.520]  使之只結果子更多
[00:02:02.520 --> 00:02:06.600]  這個修理也都代表了不同的意思
[00:02:06.600 --> 00:02:09.800]  我們知道葡萄樹是要經過修剪
[00:02:09.800 --> 00:02:11.520]  它才能夠結果子
[00:02:11.520 --> 00:02:14.480]  通常在春天的時候
[00:02:14.480 --> 00:02:16.600]  就有很多修剪栽種
[00:02:16.600 --> 00:02:18.960]  夏天也都還要修剪
[00:02:18.960 --> 00:02:21.120]  秋天是收成的時候
[00:02:21.120 --> 00:02:24.400]  冬天是整理泥土的時候
[00:02:24.400 --> 00:02:27.160]  當時的農夫
[00:02:27.160 --> 00:02:31.360]  當去到種葡萄的田地裡面
[00:02:31.360 --> 00:02:33.760]  葡萄樹我們認識的
[00:02:33.760 --> 00:02:35.320]  它的枝是怎樣的?
[00:02:35.320 --> 00:02:36.680]  軟的
[00:02:36.680 --> 00:02:38.520]  它是攀藤的方式
[00:02:38.520 --> 00:02:39.600]  軟的
[00:02:39.600 --> 00:02:41.320]  這個軟的枝
[00:02:41.320 --> 00:02:42.680]  當生長的時候
[00:02:42.680 --> 00:02:45.360]  春天又濕
[00:02:45.360 --> 00:02:47.200]  溫度又開始暖
[00:02:47.200 --> 00:02:49.240]  但是這些枝
[00:02:49.240 --> 00:02:51.920]  一生長的時候往往就生在地上
[00:02:51.920 --> 00:02:54.360]  因為它無法自己爬上去
[00:02:54.360 --> 00:02:56.560]  種植的人
[00:02:56.560 --> 00:02:57.800]  栽培的人
[00:02:57.800 --> 00:03:00.280]  就要去到這個原地裡面
[00:03:00.280 --> 00:03:04.880]  將這些枝再調教到正確的方向綁好
[00:03:04.880 --> 00:03:07.680]  讓它按著正確的方向生長
[00:03:07.680 --> 00:03:10.440]  而且因為這些枝有些在地上
[00:03:10.440 --> 00:03:11.720]  它要結淨
[00:03:11.720 --> 00:03:13.400]  讓它不要敗壞
[00:03:13.400 --> 00:03:15.400]  這些枝只能夠健康
[00:03:15.400 --> 00:03:19.600]  於是這個過程在春天是常做的過程
[00:03:19.600 --> 00:03:23.320]  就是一個結淨的過程
[00:03:23.320 --> 00:03:25.240]  到了夏天
[00:03:25.240 --> 00:03:26.480]  果子來了
[00:03:26.480 --> 00:03:27.960]  是未成熟
[00:03:27.960 --> 00:03:30.080]  當果子來的時候
[00:03:30.080 --> 00:03:32.040]  又要做一個修剪的過程
[00:03:32.040 --> 00:03:32.840]  為什麼呢?
[00:03:32.840 --> 00:03:35.640]  因為現在這個夏天出的枝子
[00:03:35.640 --> 00:03:38.240]  有葉的枝子是沒有果子的
[00:03:38.240 --> 00:03:39.680]  不會有花的
[00:03:39.680 --> 00:03:43.840]  但是卻很容易吸收了這些營養
[00:03:43.840 --> 00:03:46.480]  因此在這個時候
[00:03:46.480 --> 00:03:48.560]  這些多餘的
[00:03:48.560 --> 00:03:50.600]  不應該再生了
[00:03:50.600 --> 00:03:53.680]  農夫就要將這些剪去
[00:03:53.680 --> 00:03:56.280]  讓這一批葡萄的營養
[00:03:56.280 --> 00:03:58.800]  是集中在這些果子上面
[00:03:58.800 --> 00:04:04.040]  能夠讓果子越來越強壯
[00:04:04.040 --> 00:04:05.600]  越來越大粒
[00:04:05.600 --> 00:04:06.400]  會是這樣
[00:04:06.400 --> 00:04:11.000]  到秋天就能夠有美好的收成
[00:04:11.000 --> 00:04:15.800]  當然葡萄樹要經過修理、修剪這個過程
[00:04:15.800 --> 00:04:17.280]  是在講
