
[00:00:00.000 --> 00:00:02.000]  以下是宣導的時間
[00:00:02.000 --> 00:00:05.520]  在宣導之前
[00:00:05.520 --> 00:00:07.520]  請聽我讀出以下經文
[00:00:07.520 --> 00:00:11.000]  經文是記載在舊約聖經
[00:00:11.000 --> 00:00:17.000]  《以司帖記》第九章二十至二十八節
[00:00:17.000 --> 00:00:23.600]  舊約聖經《以司帖記》第九章二十至二十八節
[00:00:23.600 --> 00:00:29.400]  在舊約《雙行本聖經》的第六百九十三頁
[00:00:29.400 --> 00:00:31.400]  第六百九十三頁
[00:00:31.400 --> 00:00:35.400]  請聽我讀出
[00:00:36.400 --> 00:00:39.400]  沒抵改記錄這些事
[00:00:39.400 --> 00:00:44.400]  寫信給阿哈徐老王各省遠近所有的猶太人
[00:00:44.400 --> 00:00:50.400]  吩咐他們每年守阿伯月十四、十五兩日
[00:00:50.400 --> 00:00:54.400]  以這兩日為猶太人擺脫仇敵
[00:00:54.400 --> 00:00:56.400]  得享平安
[00:00:56.400 --> 00:00:57.400]  轉憂為喜
[00:00:57.400 --> 00:00:59.400]  轉悲為樂的一日
[00:00:59.400 --> 00:01:01.400]  並在這兩日
[00:01:01.400 --> 00:01:03.400]  設宴歡樂
[00:01:03.400 --> 00:01:05.400]  彼此攜送禮物
[00:01:05.400 --> 00:01:07.400]  奏祭窮人
[00:01:07.400 --> 00:01:12.400]  於是猶太人照沒抵改所寫給他們的
[00:01:12.400 --> 00:01:17.400]  把開始所做的作為遵守的定例
[00:01:17.400 --> 00:01:20.400]  因為猶太人的仇敵
[00:01:20.400 --> 00:01:26.400]  阿甲人哈米大他的兒子哈曼
[00:01:26.400 --> 00:01:29.400]  設謀要殺害猶太人
[00:01:30.400 --> 00:01:33.400]  抽普爾的籤
[00:01:33.400 --> 00:01:37.400]  為要殺盡滅絕他們
[00:01:37.400 --> 00:01:41.400]  但這陰謀到了王面前
[00:01:41.400 --> 00:01:44.400]  王卻降旨使哈曼
[00:01:44.400 --> 00:01:50.400]  謀害猶太人的惡事歸到他自己的頭上
[00:01:50.400 --> 00:01:54.400]  他和他的眾子都被掛在木架上
[00:01:54.400 --> 00:01:59.400]  所以猶太人照著普爾這名字
[00:01:59.400 --> 00:02:02.400]  稱這兩日為普爾日
[00:02:02.400 --> 00:02:07.400]  他們因這信上一切的話
[00:02:07.400 --> 00:02:10.400]  又因所看見所願意的事
[00:02:10.400 --> 00:02:13.400]  就規定自己於後裔
[00:02:13.400 --> 00:02:16.400]  以及歸化他們的人
[00:02:16.400 --> 00:02:18.400]  每年所按
[00:02:18.400 --> 00:02:20.400]  所寫的
[00:02:20.400 --> 00:02:22.400]  按時守這兩日
[00:02:22.400 --> 00:02:24.400]  永久不廢
[00:02:24.400 --> 00:02:26.400]  第28節
[00:02:28.400 --> 00:02:33.400]  各省各城世世代代家家戶戶
[00:02:33.400 --> 00:02:36.400]  都紀念並守這兩日
[00:02:36.400 --> 00:02:40.400]  使普爾日在猶太人中不可廢掉
[00:02:40.400 --> 00:02:44.400]  在他們後裔中也永不遺忘
[00:02:44.400 --> 00:02:48.400]  很感恩今天我們有本堂的傳道同工
[00:02:48.400 --> 00:02:50.400]  陳慧善牧師在中間靜悟
[00:02:50.400 --> 00:02:52.400]  而今天陳牧師的講題是
[00:02:52.400 --> 00:02:54.400]  反敗為聖的節日
[00:02:54.400 --> 00:02:56.400]  普爾節
[00:02:56.400 --> 00:02:58.400]  暫時時間到
[00:02:58.400 --> 00:03:04.400]  主席
[00:03:05.400 --> 00:03:06.400]  主席
[00:03:06.400 --> 00:03:12.400]  陳慧善議員
[00:03:12.400 --> 00:03:13.400]  主席
[00:03:13.400 --> 00:03:14.400]  主席
[00:03:15.400 --> 00:03:16.400]  主席
[00:03:16.400 --> 00:03:17.400]  主席
[00:03:18.400 --> 00:03:19.400]  主席
[00:03:20.400 --> 00:03:21.400]  主席
[00:03:22.400 --> 00:03:23.400]  主席
[00:03:24.400 --> 00:03:25.400]  主席
[00:03:26.400 --> 00:03:27.400]  主席
[00:03:28.400 --> 00:03:29.400]  主席
[00:03:30.400 --> 00:03:31.400]  主席
[00:03:32.400 --> 00:03:33.400]  主席
[00:03:34.400 --> 00:03:35.400]  看我讀
[00:03:35.400 --> 00:03:37.400]  第24節
[00:03:37.400 --> 00:03:40.400]  因為猶太人的仇敵
[00:03:40.400 --> 00:03:44.400]  阿格仁哈米大他的兒子
[00:03:44.400 --> 00:03:45.400]  哈曼
[00:03:45.400 --> 00:03:47.400]  大聲一點
[00:03:47.400 --> 00:03:48.400]  麻煩你
[00:03:48.400 --> 00:03:50.400]  小芬麻煩你打個箱鼓
[00:03:50.400 --> 00:03:52.400]  你吹個D大還好
[00:03:52.400 --> 00:03:55.400]  來多一次
[00:03:55.400 --> 00:03:56.400]  好
[00:03:56.400 --> 00:04:01.400]  可以了
[00:04:01.400 --> 00:04:02.400]  好
[00:04:02.400 --> 00:04:05.400]  因為猶太人的仇敵
[00:04:05.400 --> 00:04:08.400]  阿格仁哈米大他的兒子
[00:04:08.400 --> 00:04:09.400]  哈曼
[00:04:09.400 --> 00:04:12.400]  設謀要殺害猶太人
[00:04:12.400 --> 00:04:15.400]  抽普爾的籤
[00:04:15.400 --> 00:04:17.400]  為要殺盡滅絕他們
[00:04:17.400 --> 00:04:20.400]  但這陰謀到了王面前
[00:04:20.400 --> 00:04:22.400]  王卻降旨使
[00:04:22.400 --> 00:04:26.400]  哈曼謀害猶太人的惡事
[00:04:26.400 --> 00:04:28.400]  歸到他自己的頭上
[00:04:28.400 --> 00:04:29.400]  好,謝謝
[00:04:29.400 --> 00:04:32.400]  剛才我的效果要做這樣
[00:04:32.400 --> 00:04:35.400]  可能先生有其他事要做
[00:04:35.400 --> 00:04:41.400]  原來他們慶祝普爾節的時候
[00:04:41.400 --> 00:04:43.400]  他們會這樣
[00:04:43.400 --> 00:04:45.400]  到今天
[00:04:45.400 --> 00:04:46.400]  到今天
