
[00:00:00.000 --> 00:00:02.760]  很歡喜第一次見到各位
[00:00:02.760 --> 00:00:05.760]  有些很熟的
[00:00:05.760 --> 00:00:08.560]  最歡喜我見到陳牧師
[00:00:08.560 --> 00:00:09.560]  陳牧師在哪裏?
[00:00:09.560 --> 00:00:12.920]  因為我一看那個布魯頓
[00:00:12.920 --> 00:00:14.920]  他在澳門祖堂
[00:00:14.920 --> 00:00:16.920]  我以為他回家了
[00:00:16.920 --> 00:00:18.520]  誰知他就站在門口
[00:00:18.520 --> 00:00:21.320]  所以見到一些舊朋友是很歡喜的事
[00:00:21.320 --> 00:00:23.600]  我看我們的
[00:00:23.600 --> 00:00:25.720]  他出來了,真是很歡喜
[00:00:25.720 --> 00:00:28.200]  牧師給我二十分鐘講
[00:00:28.200 --> 00:00:29.320]  我剛才跟我說
[00:00:29.320 --> 00:00:33.320]  如果我過時,你就講短一點
[00:00:33.320 --> 00:00:36.720]  平時我會講起碼一個半小時
[00:00:36.720 --> 00:00:39.520]  今天就沒有這樣的機會
[00:00:39.520 --> 00:00:41.320]  所以我們盡量
[00:00:41.320 --> 00:00:44.320]  今天我看你們中間有些人
[00:00:44.320 --> 00:00:46.520]  我可以擔保
[00:00:46.520 --> 00:00:48.720]  那個統計是真的
[00:00:48.720 --> 00:00:50.720]  在教會長大的16個
[00:00:50.720 --> 00:00:56.320]  到大學的時候不見了百分百
[00:00:56.320 --> 00:00:58.120]  你在教會久一點的
[00:00:58.120 --> 00:01:00.320]  是不是同意?
[00:01:00.320 --> 00:01:02.320]  我想想我自己
[00:01:02.320 --> 00:01:04.720]  我也有同樣的危機
[00:01:04.720 --> 00:01:06.320]  我大學的時候就問了
[00:01:06.320 --> 00:01:08.520]  我自小在教會長大
[00:01:08.520 --> 00:01:11.320]  我信耶穌是否因為我的背景?
[00:01:11.320 --> 00:01:13.720]  如果是因為我爸爸媽媽帶我去教會
[00:01:13.720 --> 00:01:16.320]  那不是我的事
[00:01:16.320 --> 00:01:18.120]  所以我開始問基督徒
[00:01:18.120 --> 00:01:19.920]  為什麼你信耶穌?
[00:01:19.920 --> 00:01:22.320]  哦,信耶穌很平安
[00:01:22.320 --> 00:01:24.920]  我問他,你自己騙自己
[00:01:24.920 --> 00:01:26.320]  心理作用
[00:01:26.320 --> 00:01:27.320]  為什麼你信耶穌?
[00:01:27.320 --> 00:01:28.720]  哦,很靈啊
[00:01:28.720 --> 00:01:30.520]  我們祈禱就得著
[00:01:30.520 --> 00:01:33.920]  我說不靈的你不記得嗎?
[00:01:33.920 --> 00:01:36.120]  這些回答對我沒有用
[00:01:36.120 --> 00:01:39.120]  因為這些是主觀
[00:01:39.120 --> 00:01:41.320]  你吃了東西好不好吃?
[00:01:41.320 --> 00:01:43.320]  你說好吃,我沒有吃
[00:01:43.320 --> 00:01:44.520]  所以對我沒有用
[00:01:44.520 --> 00:01:46.520]  我要客觀的證據
[00:01:46.520 --> 00:01:50.120]  所以我在大學的時候開始問
[00:01:50.120 --> 00:01:52.920]  聖經是不是真的?
[00:01:52.920 --> 00:01:54.520]  真理在哪裡?
[00:01:54.520 --> 00:01:56.520]  我的人應該怎樣處理?
[00:01:56.520 --> 00:01:57.920]  我應該讀什麼?
[00:01:57.920 --> 00:01:59.720]  我收什麼課才行?
[00:01:59.720 --> 00:02:02.320]  我將來的生活是怎樣的?
[00:02:02.320 --> 00:02:03.520]  我就問自己
[00:02:03.520 --> 00:02:06.520]  我的生活會被我的思想影響
[00:02:06.520 --> 00:02:10.120]  我的思想會被我認為什麼是真理影響
[00:02:10.120 --> 00:02:12.320]  糟了,真理在哪裡找?
[00:02:12.320 --> 00:02:14.320]  我就想到如果我有一個機器
[00:02:14.320 --> 00:02:15.720]  我買了一輛車
[00:02:15.720 --> 00:02:18.720]  那這輛車應該用柴油還是汽油?
[00:02:18.720 --> 00:02:20.120]  真理在哪裡?
[00:02:20.120 --> 00:02:21.720]  車廠嘛
[00:02:21.720 --> 00:02:23.920]  做車的就有這個車的真理
[00:02:23.920 --> 00:02:24.720]  是不是?
[00:02:24.720 --> 00:02:26.720]  我這樣想的時候,我問自己
[00:02:26.720 --> 00:02:28.720]  宇宙有沒有真理?
[00:02:28.720 --> 00:02:32.920]  如果有,就在創造宇宙的那裡
[00:02:32.920 --> 00:02:35.320]  但是宇宙有沒有創造主?
[00:02:35.320 --> 00:02:37.720]  從小就說,起初常大創造先帝
[00:02:37.720 --> 00:02:39.320]  是不是真的?
[00:02:39.320 --> 00:02:41.720]  還是從小被人騙?
[00:02:41.720 --> 00:02:44.720]  同樣的,如果從小相信進化論
[00:02:44.720 --> 00:02:46.120]  你沒有家思想
[00:02:46.120 --> 00:02:47.720]  也不是你的東西
[00:02:47.720 --> 00:02:49.120]  是你的環境的
[00:02:49.120 --> 00:02:50.120]  所以我在大學的時候
[00:02:50.120 --> 00:02:52.120]  我給自己兩個問題
[00:02:52.120 --> 00:02:53.520]  其中一個問題就是
[00:02:53.520 --> 00:02:55.520]  用科學證明
[00:02:55.520 --> 00:02:59.720]  宇宙有或者沒有創造主
[00:02:59.720 --> 00:03:04.320]  因為科學很客觀的嘛
[00:03:04.320 --> 00:03:05.320]  是不是?
[00:03:05.320 --> 00:03:07.120]  就是不會被它騙的嘛
[00:03:07.120 --> 00:03:10.120]  誰知道我問了三年
[00:03:10.120 --> 00:03:12.120]  答不到答案
[00:03:12.120 --> 00:03:14.720]  我就發現我問錯問題
[00:03:14.720 --> 00:03:17.120]  我到研究院之後呢
[00:03:17.120 --> 00:03:17.920]  我就發現
[00:03:17.920 --> 00:03:21.720]  哎呀,大學讀的東西太簡單了
[00:03:21.720 --> 00:03:23.920]  這樣這樣這樣
[00:03:23.920 --> 00:03:25.120]  但是到研究院
[00:03:25.120 --> 00:03:25.720]  他告訴我
[00:03:25.720 --> 00:03:27.720]  這裡有一組人在做研究
[00:03:27.720 --> 00:03:29.320]  他們認為是什麼?
[00:03:29.320 --> 00:03:30.920]  另外一組人在做研究
[00:03:30.920 --> 00:03:32.320]  他們認為是什麼?
[00:03:32.320 --> 00:03:34.920]  原來不是這麼簡單的答案
[00:03:34.920 --> 00:03:37.720]  我就發現科學很有限
[00:03:37.720 --> 00:03:38.720]  所以呢
[00:03:38.720 --> 00:03:41.720]  為什麼我相信耶穌?
[00:03:41.720 --> 00:03:44.720]  這是我的追求的經過
[00:03:44.720 --> 00:03:46.120]  我要怎麼活?
[00:03:46.120 --> 00:03:47.520]  我要讀什麼?
[00:03:47.520 --> 00:03:49.120]  什麼叫對?什麼叫不對?
[00:03:49.120 --> 00:03:50.720]  人生有什麼意義?
[00:03:50.720 --> 00:03:52.120]  為什麼修哥自殺?
[00:03:52.120 --> 00:03:53.520]  人生沒有意義
[00:03:53.520 --> 00:03:55.320]  為什麼退休的老人家自殺?
[00:03:55.320 --> 00:03:56.520]  人生沒有意義
[00:03:56.520 --> 00:03:57.920]  我的人生也沒有意義
[00:03:57.920 --> 00:03:58.920]  我要知道
[00:03:58.920 --> 00:04:02.320]  年輕人希望將來可以結婚
[00:04:02.320 --> 00:04:03.520]  結婚是什麼?
[00:04:03.520 --> 00:04:04.720]  夫妻生活是什麼?
[00:04:04.720 --> 00:04:05.720]  怎麼教子女?
[00:04:05.720 --> 00:04:08.320]  這些問題全部在我頭腦裡
[00:04:08.320 --> 00:04:10.920]  我要知道這些答案
[00:04:10.920 --> 00:04:12.720]  我怎麼看自己?
[00:04:12.720 --> 00:04:14.520]  什麼叫成功?
[00:04:14.520 --> 00:04:15.720]  是不是賺錢就成功?
[00:04:15.720 --> 00:04:18.920]  為什麼很多有錢人要自殺呢?
[00:04:18.920 --> 00:04:22.320]  是不是讀很多學位就成功呢?
[00:04:22.320 --> 00:04:25.320]  為什麼人們發瘋呢?讀著讀著
[00:04:25.320 --> 00:04:27.320]  很多這些問題
[00:04:27.320 --> 00:04:28.320]  所以我要問
[00:04:28.320 --> 00:04:31.320]  怎樣才是一個有意義的人生?
[00:04:31.320 --> 00:04:32.920]  人的真理是什麼?
[00:04:32.920 --> 00:04:34.320]  我就想到
[00:04:34.320 --> 00:04:36.320]  如果你是推奶車
[00:04:36.320 --> 00:04:38.320]  你就不是跑車
[00:04:38.320 --> 00:04:40.920]  跑車和推奶車不同
[00:04:40.920 --> 00:04:44.520]  那什麼才是它的用途呢?
[00:04:44.520 --> 00:04:46.520]  推奶車要推很重的東西
[00:04:46.520 --> 00:04:48.520]  但是跑車不用
[00:04:48.520 --> 00:04:50.520]  所以我就想
[00:04:50.520 --> 00:04:51.520]  它是什麼?
[00:04:51.520 --> 00:04:53.520]  是問它的設計者
[00:04:53.520 --> 00:04:55.520]  如果它是設計者
[00:04:55.520 --> 00:04:57.120]  我不跑得很快
[00:04:57.120 --> 00:04:59.120]  因為我是推奶車
[00:04:59.120 --> 00:05:01.120]  如果我是跑車
[00:05:01.120 --> 00:05:04.120]  設計我的不是要我推很重的東西
[00:05:04.120 --> 00:05:05.520]  是要我跑得很快
[00:05:05.520 --> 00:05:07.520]  所以成功是什麼呢?
[00:05:07.520 --> 00:05:09.520]  原來成功很簡單
[00:05:09.520 --> 00:05:11.120]  看你的設計者
[00:05:11.120 --> 00:05:12.320]  他做你
[00:05:12.320 --> 00:05:14.120]  要你完成什麼事
[00:05:14.120 --> 00:05:15.120]  你完成
[00:05:15.120 --> 00:05:16.520]  那就變成成功了
[00:05:16.520 --> 00:05:18.520]  對不對?
[00:05:18.520 --> 00:05:20.520]  人生有方向
[00:05:20.520 --> 00:05:21.920]  我要找的
[00:05:21.920 --> 00:05:23.920]  有沒有一位做我的
[00:05:23.920 --> 00:05:25.320]  人有什麼用呢?
[00:05:25.320 --> 00:05:26.520]  人生有什麼意義呢?
[00:05:26.520 --> 00:05:28.520]  為什麼我存在在這裡呢?
[00:05:28.520 --> 00:05:30.520]  要找個設計者
[00:05:30.520 --> 00:05:33.120]  我就在儀教院第一年
[00:05:33.120 --> 00:05:35.120]  我就問自己了
[00:05:35.120 --> 00:05:37.920]  既然科學沒有辦法證明
[00:05:37.920 --> 00:05:40.720]  起初上大創造天地是否真的
[00:05:40.720 --> 00:05:42.520]  證明是需要什麼呢?
[00:05:42.520 --> 00:05:43.920]  重複的
[00:05:43.920 --> 00:05:44.720]  那我問
[00:05:44.720 --> 00:05:45.920]  人在哪裡來呢?
[00:05:45.920 --> 00:05:48.520]  我到處會看到很漂亮的設計
[00:05:48.520 --> 00:05:51.520]  應該不是撞得出來的
[00:05:51.520 --> 00:05:52.520]  但是
[00:05:52.520 --> 00:05:55.120]  我們讀的書就是進化
[00:05:55.120 --> 00:05:58.720]  到底哪個才是對的呢?
[00:05:58.720 --> 00:06:00.320]  進化論是什麼呢?
