
[00:00:00.000 --> 00:00:03.400]  弟兄姊妹,我們可以開始今晚的茶經班
[00:00:03.400 --> 00:00:05.400]  我們一起祈禱
[00:00:05.400 --> 00:00:07.400]  再一次多謝主
[00:00:07.400 --> 00:00:10.400]  我們能夠有系統地去研讀
[00:00:10.400 --> 00:00:13.400]  歸回的歷史和先知書
[00:00:13.400 --> 00:00:16.400]  我們來到尼西米記第四章
[00:00:16.400 --> 00:00:20.900]  很盼望這些第三批回去重建
[00:00:20.900 --> 00:00:24.900]  成長和面對的困難
[00:00:24.900 --> 00:00:26.900]  都讓我們透過歷史
[00:00:26.900 --> 00:00:29.900]  有一個了解
[00:00:29.900 --> 00:00:32.900]  更重要的讓我們摸索
[00:00:32.900 --> 00:00:36.900]  在這個時代上主的工作
[00:00:36.900 --> 00:00:38.900]  是要怎樣開展
[00:00:38.900 --> 00:00:43.900]  讓我們能夠在我們所處的環境
[00:00:43.900 --> 00:00:46.900]  一方面我們要找到
[00:00:46.900 --> 00:00:48.900]  什麼是我們的工程
[00:00:48.900 --> 00:00:50.900]  什麼是我們要去建造
[00:00:50.900 --> 00:00:52.900]  同心的建造
[00:00:52.900 --> 00:00:55.900]  還有什麼是我們的仇敵
[00:00:55.900 --> 00:00:57.900]  在我們的附近
[00:00:57.900 --> 00:00:59.900]  或者是一些
[00:00:59.900 --> 00:01:03.900]  可能和屬靈有對抗的價值觀
[00:01:03.900 --> 00:01:05.900]  都讓我們能夠去明白
[00:01:05.900 --> 00:01:07.900]  一起來去
[00:01:07.900 --> 00:01:09.900]  好像彼此的守護
[00:01:09.900 --> 00:01:14.900]  能夠最終這個工程能夠完成
[00:01:14.900 --> 00:01:17.900]  我們人生都有我們自己的工程
[00:01:17.900 --> 00:01:21.900]  都是不知何時我們要息怒歸主
[00:01:21.900 --> 00:01:23.900]  我們要面對死亡的一刻
[00:01:23.900 --> 00:01:26.900]  盼望神自己都來幫助
[00:01:26.900 --> 00:01:29.900]  我們今天晚上等候在你的面前
[00:01:29.900 --> 00:01:32.900]  我們這樣禱告奉耶穌基督的名
[00:01:32.900 --> 00:01:34.900]  阿門
[00:01:34.900 --> 00:01:36.900]  偶然間都會有新朋友加入
[00:01:36.900 --> 00:01:38.900]  來查經
[00:01:38.900 --> 00:01:40.900]  我們是有足夠的空間
[00:01:40.900 --> 00:01:44.900]  可以將一些過去的背景
[00:01:44.900 --> 00:01:46.900]  每次都深一點
[00:01:46.900 --> 00:01:48.900]  讓新朋友他們會覺得
[00:01:48.900 --> 00:01:50.900]  不會太過陌生
[00:01:50.900 --> 00:01:53.900]  同時也要有些背景了解
[00:01:53.900 --> 00:01:55.900]  經文再讀下去的時候
[00:01:55.900 --> 00:02:00.900]  又會多一點點立體感和印象
[00:02:00.900 --> 00:02:02.900]  剛才在祈禱的時候提過
[00:02:02.900 --> 00:02:05.900]  尼希米其實是在波斯帝國
[00:02:05.900 --> 00:02:09.900]  亞達薩西王年間的一個酒政
[00:02:09.900 --> 00:02:12.900]  在當時古代的帝國裏
[00:02:12.900 --> 00:02:15.900]  酒政是一個很重要的崗位
[00:02:15.900 --> 00:02:18.900]  是在帝王身邊
[00:02:18.900 --> 00:02:20.900]  來試酒
[00:02:20.900 --> 00:02:23.900]  其實是一些重要的宮廷宴會
[00:02:23.900 --> 00:02:25.900]  和日常的飲食
[00:02:25.900 --> 00:02:30.900]  都是要靠酒政來預備的
[00:02:30.900 --> 00:02:34.900]  我們稍後將來看的《耳絲帖記》
[00:02:34.900 --> 00:02:38.900]  原來宮廷是會有暗殺事件的
[00:02:38.900 --> 00:02:41.900]  本來這個阿黑隋老王
[00:02:41.900 --> 00:02:42.900]  有人不喜歡他
[00:02:42.900 --> 00:02:44.900]  真的想暗殺他
[00:02:44.900 --> 00:02:49.900]  剛好被那個叫茉底葵的猶太人
[00:02:49.900 --> 00:02:52.900]  發現了報告果真有其事
[00:02:52.900 --> 00:02:55.900]  就抓了那兩個太監
[00:02:55.900 --> 00:02:59.900]  所以原來在古代暗殺事件都有的
[00:02:59.900 --> 00:03:02.900]  這個大家可以留意
[00:03:02.900 --> 00:03:05.900]  但是我們一開始就說尼希米的時候
[00:03:05.900 --> 00:03:08.900]  就會發現第一到第六章
[00:03:08.900 --> 00:03:11.900]  是尼希米他的一個回憶錄
[00:03:11.900 --> 00:03:14.900]  他講述他自己的夢召
[00:03:14.900 --> 00:03:19.900]  他自己身處的當時的世代
[00:03:19.900 --> 00:03:21.900]  那個處境
[00:03:21.900 --> 00:03:27.900]  猶太人已經可以在自己的故土耶路撒冷
[00:03:27.900 --> 00:03:29.900]  來到去安居了
[00:03:29.900 --> 00:03:32.900]  但是不能夠有一個
[00:03:32.900 --> 00:03:38.900]  回到摩西時代的身份
[00:03:38.900 --> 00:03:40.900]  那個屬靈的遺訓
[00:03:40.900 --> 00:03:43.900]  就是因為耶路撒冷
[00:03:43.900 --> 00:03:47.900]  還不能夠有足夠的自治的能力
[00:03:47.900 --> 00:03:50.900]  一來就是硬件的破損
[00:03:50.900 --> 00:03:53.900]  整個尼希米都是想告訴我們
[00:03:53.900 --> 00:03:59.900]  那個城牆很早已經說是城牆被火焚燒
[00:03:59.900 --> 00:04:01.900]  城門拆毀
[00:04:01.900 --> 00:04:05.900]  外邦人他們就可以隨隨便便
[00:04:05.900 --> 00:04:07.900]  來到去耶路撒冷
[00:04:07.900 --> 00:04:11.900]  一來就是令到猶太人
[00:04:11.900 --> 00:04:15.900]  沒有了分別為性的那種觀念
[00:04:15.900 --> 00:04:17.900]  那種的執行
[00:04:17.900 --> 00:04:21.900]  很多時候就會有這種跟外邦人
[00:04:21.900 --> 00:04:23.900]  當地人
[00:04:23.900 --> 00:04:24.900]  有撒馬利亞人
[00:04:24.900 --> 00:04:26.900]  有阿拉伯人
[00:04:26.900 --> 00:04:29.900]  這樣來到去做生意
[00:04:29.900 --> 00:04:30.900]  來到去通婚
[00:04:30.900 --> 00:04:33.900]  令到其實他們那個國民身份
[00:04:33.900 --> 00:04:37.900]  叫做Sense of Belonging
[00:04:37.900 --> 00:04:40.900]  歸屬感
[00:04:40.900 --> 00:04:44.900]  對自己身份的歸屬不強烈
[00:04:44.900 --> 00:04:48.900]  慢慢慢慢很多東西就不能夠堅持
[00:04:48.900 --> 00:04:51.900]  不可以來到去執行
[00:04:51.900 --> 00:04:55.900]  有時祭司都變了好像形勢
[00:04:55.900 --> 00:05:02.900]  大家都不是有那個心向著神的聖殿
[00:05:02.900 --> 00:05:04.900]  或者是去到節期
[00:05:04.900 --> 00:05:05.900]  要守節
[00:05:05.900 --> 00:05:10.900]  又有很多的可能五花八門的節慶
[00:05:10.900 --> 00:05:14.900]  或者是他們那些的什麼遊藝會
[00:05:14.900 --> 00:05:16.900]  或者是他們一些的
[00:05:16.900 --> 00:05:18.900]  跟外邦人一起的
[00:05:18.900 --> 00:05:20.900]  可能是做生意
[00:05:20.900 --> 00:05:21.900]  那就變了
[00:05:21.900 --> 00:05:24.900]  大家慢慢就淡忘了自己聖徒
[00:05:24.900 --> 00:05:26.900]  就是神選民的身份
[00:05:26.900 --> 00:05:29.900]  所以導致到這個情況
[00:05:29.900 --> 00:05:31.900]  似乎持續了一段長時間
[00:05:31.900 --> 00:05:35.900]  慢慢外邦人根本不會尊重你猶太人
[00:05:35.900 --> 00:05:38.900]  安息日就來跟你做生意
[00:05:38.900 --> 00:05:40.900]  可能讓你看到便宜靚正
[00:05:40.900 --> 00:05:47.900]  你就會慢慢疏於對聖殿的敬拜
[00:05:47.900 --> 00:05:49.900]  等於譬如星期六星期日
[00:05:49.900 --> 00:05:51.900]  那些香港的節目
[00:05:51.900 --> 00:05:53.900]  每個節目都豐富
[00:05:53.900 --> 00:05:56.900]  那就很容易搶了我們信徒的心靈
[00:05:56.900 --> 00:05:58.900]  來去敬拜
[00:05:58.900 --> 00:06:00.900]  暫時好的就是
[00:06:00.900 --> 00:06:03.900]  早上十一點前
[00:06:03.900 --> 00:06:05.900]  都沒有什麼大型活動
[00:06:05.900 --> 00:06:06.900]  個個都還沒醒
[00:06:06.900 --> 00:06:07.900]  還沒轉身
[00:06:07.900 --> 00:06:09.900]  所以回教會就很正常
[00:06:09.900 --> 00:06:12.900]  都不會令到大家很尷尬
[00:06:12.900 --> 00:06:13.900]  但是偶然間都有一些
[00:06:13.900 --> 00:06:16.900]  譬如馬拉松等等
[00:06:16.900 --> 00:06:19.900]  不是經常性每個月
[00:06:19.900 --> 00:06:21.900]  一年一次都尚且
[00:06:21.900 --> 00:06:23.900]  是可以接受
[00:06:23.900 --> 00:06:25.900]  某程度都有一定的運動量
[00:06:25.900 --> 00:06:27.900]  那就無可厚非
[00:06:27.900 --> 00:06:29.900]  但如果好像當時
[00:06:29.900 --> 00:06:31.900]  尼欺米的時代
[00:06:31.900 --> 00:06:35.900]  已經沒有了所謂安息日的界線
[00:06:35.900 --> 00:06:37.900]  很快我們又會見到
[00:06:37.900 --> 00:06:39.900]  去到近尾十章就會出現
[00:06:39.900 --> 00:06:41.900]  你就會發現
[00:06:41.900 --> 00:06:43.900]  那個城牆就變成一個
[00:06:43.900 --> 00:06:47.900]  必需要的界線
[00:06:47.900 --> 00:06:49.900]  即是要有一個borderline
[00:06:49.900 --> 00:06:52.900]  是和外邦人要隔絕
[00:06:52.900 --> 00:06:54.900]  這個就好像哲理行間
[00:06:54.900 --> 00:06:57.900]  我們第二堂課講過
