
[00:00:00.000 --> 00:00:03.180]  在正道之先我們同心祈禱
[00:00:03.180 --> 00:00:06.760]  七位主
[00:00:06.760 --> 00:00:08.080]  我們很感恩
[00:00:08.080 --> 00:00:10.480]  祢讓我們可以奉祢的名聚集
[00:00:10.480 --> 00:00:12.240]  來敬拜祢
[00:00:12.240 --> 00:00:14.000]  聽祢自己的話語
[00:00:14.000 --> 00:00:16.760]  願聖靈在我們當中
[00:00:16.760 --> 00:00:19.320]  親自啟迪我們個人的心靈
[00:00:19.320 --> 00:00:23.000]  賜我們一個聆聽屬靈的耳朵
[00:00:23.000 --> 00:00:27.520]  能夠聽得明白神祢自己的話語的教導
[00:00:27.520 --> 00:00:30.040]  又進入我們心的裏面
[00:00:30.040 --> 00:00:32.200]  成為我們生命的糧
[00:00:32.200 --> 00:00:33.760]  滋潤我們的心靈
[00:00:33.760 --> 00:00:35.360]  滋潤我們的生命
[00:00:35.360 --> 00:00:36.560]  主我們聽
[00:00:36.560 --> 00:00:38.760]  多謝祢聽我們的祈禱
[00:00:38.760 --> 00:00:40.280]  靠耶穌的名
[00:00:40.280 --> 00:00:41.280]  阿們
[00:00:41.280 --> 00:00:45.200]  大家可能已經有一段日子
[00:00:45.200 --> 00:00:46.960]  沒有請人回家吃飯
[00:00:46.960 --> 00:00:50.640]  有沒有很懷念和親人、好朋友
[00:00:50.640 --> 00:00:52.840]  在家裏一起聚餐的時間
[00:00:52.840 --> 00:00:54.000]  很開心的
[00:00:54.000 --> 00:00:56.440]  請人回家吃飯
[00:00:56.440 --> 00:00:58.240]  在香港人來說
[00:00:58.240 --> 00:01:01.080]  其中一個最大的原因就是做節了
[00:01:01.080 --> 00:01:03.680]  中秋節很快到
[00:01:03.680 --> 00:01:07.640]  今年可不可以好像往年一樣
[00:01:07.640 --> 00:01:11.200]  熱熱鬧鬧地和家人在家裏過節呢?
[00:01:11.200 --> 00:01:12.880]  都是未知之數
[00:01:12.880 --> 00:01:16.680]  所以其實請客是有目的的
[00:01:16.680 --> 00:01:18.640]  以中秋為例
[00:01:18.640 --> 00:01:20.800]  就是一家人共聚
[00:01:20.800 --> 00:01:22.280]  吃團圓飯
[00:01:22.280 --> 00:01:24.840]  團團圓圓在中秋
[00:01:25.200 --> 00:01:29.240]  所以應邀飯局也是很有意義的
[00:01:29.240 --> 00:01:31.920]  是很窩心的家族的聚會
[00:01:31.920 --> 00:01:34.840]  今天和大家分享
[00:01:34.840 --> 00:01:36.720]  馬大和瑪利亞
[00:01:36.720 --> 00:01:40.440]  宴請耶穌到他們家裏的事
[00:01:40.440 --> 00:01:43.960]  其實這個記載在福音書裏面很特別
[00:01:43.960 --> 00:01:47.360]  因為只有路加福音記載這件事
[00:01:47.360 --> 00:01:52.880]  我們今天會從路加的視覺去看
[00:01:52.880 --> 00:01:56.400]  耶穌到訪馬大和瑪利亞這個家庭
[00:01:56.400 --> 00:01:58.000]  屬靈的意義
[00:01:58.000 --> 00:02:02.000]  其實根據福音書的記載
[00:02:02.000 --> 00:02:04.640]  耶穌經常去別人家裏
[00:02:04.640 --> 00:02:06.640]  去不同的人家裏
[00:02:06.640 --> 00:02:10.240]  在路加記載過
[00:02:10.240 --> 00:02:13.240]  祂到訪西門彼得的家
[00:02:13.240 --> 00:02:15.280]  並且醫治了他的惡母
[00:02:15.280 --> 00:02:17.480]  當時的情況是這樣的
[00:02:17.480 --> 00:02:19.640]  耶穌出了會堂
[00:02:19.640 --> 00:02:21.480]  進了西門的家
[00:02:22.320 --> 00:02:25.000]  西門的惡母熱病甚重
[00:02:25.000 --> 00:02:28.800]  有人為她求耶穌
[00:02:28.800 --> 00:02:31.320]  耶穌就站在她旁邊
[00:02:31.320 --> 00:02:33.040]  斥責那熱病
[00:02:33.040 --> 00:02:34.920]  熱病就退了
[00:02:34.920 --> 00:02:38.680]  她立刻起來服侍其他人
[00:02:38.680 --> 00:02:42.120]  耶穌也很主動
[00:02:42.120 --> 00:02:46.920]  要去瑞利利美和撒該的家
[00:02:46.920 --> 00:02:48.200]  有一天
[00:02:48.200 --> 00:02:50.200]  耶穌經過
[00:02:50.200 --> 00:02:51.880]  看到一個瑞利
[00:02:51.880 --> 00:02:52.960]  就是利美
[00:02:52.960 --> 00:02:55.560]  她坐在瑞關上做事
[00:02:55.560 --> 00:02:56.720]  很威風
[00:02:56.720 --> 00:02:57.520]  但耶穌說
[00:02:57.520 --> 00:02:59.920]  「利美,你來跟從我」
[00:02:59.920 --> 00:03:03.800]  當時利美的反應很快
[00:03:03.800 --> 00:03:05.560]  撇下所有
[00:03:05.560 --> 00:03:07.720]  起來跟從了耶穌
[00:03:07.720 --> 00:03:10.560]  利美在自己家裏
[00:03:10.560 --> 00:03:12.800]  為耶穌大擺筵席
[00:03:12.800 --> 00:03:15.600]  有許多瑞利和別人
[00:03:15.600 --> 00:03:17.480]  與她一同坐席
[00:03:17.720 --> 00:03:20.440]  當時的法利塞人和民事
[00:03:20.440 --> 00:03:21.960]  看到這件事
[00:03:21.960 --> 00:03:23.280]  就不喜歡了
[00:03:23.280 --> 00:03:25.840]  他們就向耶穌埋怨
[00:03:25.840 --> 00:03:26.520]  他說
[00:03:26.520 --> 00:03:29.040]  「你為什麼和瑞利
[00:03:29.040 --> 00:03:31.480]  和罪人一同吃喝呢?」
[00:03:31.480 --> 00:03:33.320]  耶穌這樣回應
[00:03:33.320 --> 00:03:35.560]  「沒有病的人
[00:03:35.560 --> 00:03:37.280]  用不著醫生
[00:03:37.280 --> 00:03:39.960]  有病的人才用得著」
[00:03:39.960 --> 00:03:41.480]  耶穌說
[00:03:41.480 --> 00:03:44.880]  「我來本不是召義人悔改
[00:03:44.880 --> 00:03:47.360]  乃是召罪人悔改」
[00:03:48.360 --> 00:03:49.000]  好了
[00:03:49.000 --> 00:03:52.880]  耶穌亦到瑞利長薩戈的家
[00:03:52.880 --> 00:03:54.520]  這是很主動的
[00:03:54.520 --> 00:03:56.720]  當他進入耶利哥城
[00:03:56.720 --> 00:03:59.200]  當時薩戈是瑞利長
[00:03:59.200 --> 00:04:00.640]  是一個財主
[00:04:00.640 --> 00:04:04.880]  他看到很多人都想看看耶穌
[00:04:04.880 --> 00:04:06.880]  但他長得比較矮小
[00:04:06.880 --> 00:04:09.440]  於是他就爬上樹上
[00:04:09.440 --> 00:04:11.960]  就要去看見耶穌了
[00:04:11.960 --> 00:04:14.200]  誰知耶穌經過的時候
[00:04:14.200 --> 00:04:14.920]  一看他就說
[00:04:14.920 --> 00:04:16.160]  「喂!薩戈」
[00:04:16.160 --> 00:04:17.600]  「你快點下來」
[00:04:17.600 --> 00:04:20.360]  「我今天就要住在你家裡」
[00:04:20.360 --> 00:04:23.680]  是耶穌很主動要去薩戈的家
[00:04:23.680 --> 00:04:25.600]  他就很開心
[00:04:25.600 --> 00:04:26.960]  很開心很急忙
[00:04:26.960 --> 00:04:27.960]  歡歡喜喜
[00:04:27.960 --> 00:04:29.640]  在家裡接待耶穌
[00:04:29.640 --> 00:04:33.880]  這些都是耶穌的擁躉
[00:04:33.880 --> 00:04:36.320]  但是有些不是他的擁躉
[00:04:36.320 --> 00:04:38.400]  他也會請耶穌回家的
[00:04:38.400 --> 00:04:42.520]  在《路加福音》第七章裏面有記載
[00:04:42.520 --> 00:04:46.160]  有一個法利塞人請耶穌和他吃飯
[00:04:46.160 --> 00:04:49.400]  耶穌就去法利塞人的家裡坐直
[00:04:49.400 --> 00:04:52.120]  耶穌心裡很明白
[00:04:52.120 --> 00:04:55.280]  這個叫做西門的法利塞人
[00:04:55.280 --> 00:04:58.480]  他去請耶穌回家吃飯
[00:04:58.480 --> 00:05:02.240]  其實就是要聽多一點耶穌的話
[00:05:02.240 --> 00:05:04.480]  和觀察他做些什麼
[00:05:04.480 --> 00:05:07.200]  主要就是要找一些把柄
[00:05:07.200 --> 00:05:09.200]  去陷害耶穌
[00:05:09.200 --> 00:05:10.640]  但是耶穌說不要緊
[00:05:10.760 --> 00:05:13.680]  你既然請我我就來了
[00:05:13.680 --> 00:05:17.920]  並且就去到他家裡
[00:05:17.920 --> 00:05:20.200]  講了一個比喻
[00:05:20.200 --> 00:05:24.880]  講了一個債主和債仔的比喻
[00:05:24.880 --> 00:05:27.520]  有兩個人都欠一個債主的錢
[00:05:27.520 --> 00:05:29.760]  一個欠人五十兩
[00:05:29.760 --> 00:05:31.400]  一個欠人五兩
[00:05:31.400 --> 00:05:34.960]  但是這兩個人其實都還不了
[00:05:34.960 --> 00:05:35.960]  沒有能力還
[00:05:35.960 --> 00:05:38.560]  這個債主那天就很好人
[00:05:38.560 --> 00:05:40.440]  你兩個都不用還
[00:05:41.000 --> 00:05:43.560]  於是耶穌就問西門
[00:05:43.560 --> 00:05:46.960]  西門你覺得這兩個人
[00:05:46.960 --> 00:05:49.520]  哪個感恩的心多一點呢?
[00:05:49.520 --> 00:05:50.600]  西門就說
[00:05:50.600 --> 00:05:53.320]  當然欠人多一點錢那個
[00:05:53.320 --> 00:05:54.640]  欠人這麼多錢不用還
[00:05:54.640 --> 00:05:56.320]  當然開心一點
[00:05:56.320 --> 00:05:57.920]  耶穌用這個比喻
[00:05:57.920 --> 00:06:00.320]  就讓西門可以反省
[00:06:00.320 --> 00:06:04.240]  原來他來到這個世界
[00:06:04.240 --> 00:06:08.320]  他們一直盼望等候的那位彌賽亞
[00:06:08.320 --> 00:06:09.720]  這個救主
[00:06:09.720 --> 00:06:13.480]  他的救恩是臨到所有的人
[00:06:13.480 --> 00:06:16.720]  並且要臨到外邦人當中
[00:06:16.720 --> 00:06:20.280]  所以耶穌到訪別人家裡
[00:06:20.280 --> 00:06:23.360]  他不是要去做別人的貴賓
[00:06:23.360 --> 00:06:26.280]  要人很殷勤地去招呼他
[00:06:26.280 --> 00:06:27.600]  而是相反
[00:06:27.600 --> 00:06:29.520]  他剛剛要去到別人家裡
[00:06:29.520 --> 00:06:31.120]  去服侍這些人
[00:06:31.120 --> 00:06:33.600]  他要將天國的救恩
[00:06:33.600 --> 00:06:37.200]  和他來到世上的使命
[00:06:37.200 --> 00:06:38.560]  教導他們
[00:06:39.480 --> 00:06:42.080]  穆加以一個希臘人的眼光
[00:06:42.080 --> 00:06:43.800]  來看耶穌的工作
[00:06:43.800 --> 00:06:47.200]  耶穌基督的救恩
[00:06:47.200 --> 00:06:49.480]  他看到原來是普世性的
[00:06:49.480 --> 00:06:52.880]  他看到無論猶太人
[00:06:52.880 --> 00:06:54.360]  無論希臘人
[00:06:54.360 --> 00:06:55.320]  什麼人都好
[00:06:55.320 --> 00:06:57.040]  他們不分種族
[00:06:57.040 --> 00:06:58.720]  不分他們的國籍
[00:06:58.720 --> 00:07:00.880]  甚至不分男女
[00:07:00.880 --> 00:07:04.520]  耶穌都很願意接受他們的邀請
[00:07:04.520 --> 00:07:07.520]  和他們講解天國的福音
[00:07:08.400 --> 00:07:12.320]  耶穌託付了猶太人的救恩官
[00:07:12.320 --> 00:07:18.200]  原來耶穌基督不單單是亞伯拉罕後裔的救主
[00:07:18.200 --> 00:07:21.600]  耶穌基督是全世界的救主
[00:07:21.600 --> 00:07:24.400]  他設下了自己的獨身愛子
[00:07:24.400 --> 00:07:25.960]  就是耶穌他自己
[00:07:25.960 --> 00:07:28.360]  來給這個世界
[00:07:28.360 --> 00:07:32.800]  並且將世人所有階級的觀念來拆毀
[00:07:32.800 --> 00:07:35.480]  耶穌基督要將他自己
[00:07:35.480 --> 00:07:39.120]  獻給每一個願意信他
[00:07:39.120 --> 00:07:40.640]  願意聽他的話的人
[00:07:40.640 --> 00:07:42.680]  所以路加在說
[00:07:42.680 --> 00:07:44.240]  耶穌來是什麼呢?
[00:07:44.240 --> 00:07:45.720]  他說:人子來
[00:07:45.720 --> 00:07:48.920]  為要尋找拯救失喪的人
[00:07:48.920 --> 00:07:52.560]  馬大邀請耶穌
[00:07:52.560 --> 00:07:58.320]  這件事發生在當時耶穌工作的後期
[00:07:58.320 --> 00:08:02.960]  當時耶穌的名聲是傳遍整個巴勒斯坦地
[00:08:02.960 --> 00:08:05.120]  有很多人擁護他
[00:08:05.280 --> 00:08:06.960]  用現在的說話來說
[00:08:06.960 --> 00:08:08.240]  有很多朋友
[00:08:08.240 --> 00:08:10.440]  很多追隨者
[00:08:10.440 --> 00:08:12.080]  所以
[00:08:12.080 --> 00:08:14.240]  耶穌接受馬大的邀請
[00:08:14.240 --> 00:08:16.360]  在路上看到他就接他回家
[00:08:16.360 --> 00:08:18.280]  對於這兩姐妹來說
[00:08:18.280 --> 00:08:21.680]  是多麼興奮的事呢?
[00:08:21.680 --> 00:08:25.720]  當耶穌來到這個家庭裡面
[00:08:25.720 --> 00:08:30.280]  妹妹瑪利亞就坐在耶穌的腳前
[00:08:30.280 --> 00:08:34.440]  聽耶穌講解有關天國的事
[00:08:34.800 --> 00:08:39.640]  而姐姐瑪大就很殷勤地去接待耶穌
[00:08:39.640 --> 00:08:43.640]  根據剛才主席給我們讀的經文
[00:08:43.640 --> 00:08:46.000]  就說她心裡忘亂
[00:08:46.000 --> 00:08:47.840]  意思就是說她可能在家裡
[00:08:47.840 --> 00:08:50.840]  她要盡一個很盡責的主人
[00:08:50.840 --> 00:08:53.600]  她就在這裡走來走去
[00:08:53.600 --> 00:08:55.160]  突然間她發覺
[00:08:55.160 --> 00:08:57.720]  為什麼瑪利亞不來幫忙呢?
[00:08:57.720 --> 00:08:59.960]  工作的只有她自己
[00:08:59.960 --> 00:09:03.360]  她就和耶穌抱怨了
[00:09:03.520 --> 00:09:06.240]  她說很希望耶穌
[00:09:06.240 --> 00:09:09.960]  來吩咐她的妹妹也來幫忙
[00:09:09.960 --> 00:09:12.600]  由希臘文的語法來說
[00:09:12.600 --> 00:09:14.080]  瑪大期望
[00:09:14.080 --> 00:09:16.400]  耶穌給她的回應
[00:09:16.400 --> 00:09:18.600]  是一個認同的回應
[00:09:18.600 --> 00:09:21.000]  是一個是的的回應
[00:09:21.000 --> 00:09:23.880]  也反映了瑪大
[00:09:23.880 --> 00:09:26.320]  她對自己服侍耶穌
[00:09:26.320 --> 00:09:28.320]  是非常有信心的
[00:09:28.320 --> 00:09:30.280]  她認為耶穌
[00:09:30.280 --> 00:09:34.800]  是會很認同她這種殷勤盡力的服侍
[00:09:34.800 --> 00:09:37.520]  但是聖經告訴她
[00:09:37.520 --> 00:09:39.200]  耶穌的回應
[00:09:39.200 --> 00:09:41.440]  和她所預料的
[00:09:41.440 --> 00:09:42.720]  是相反的
[00:09:42.720 --> 00:09:45.240]  是出乎她意料之外的回應
[00:09:45.240 --> 00:09:46.960]  耶穌怎麼回答她呢?
[00:09:46.960 --> 00:09:48.280]  祂說「瑪大
[00:09:48.280 --> 00:09:49.320]  瑪大
[00:09:49.320 --> 00:09:51.880]  你為許多的事
[00:09:51.880 --> 00:09:53.800]  思慮煩擾
[00:09:53.800 --> 00:09:55.960]  但是不可少的
[00:09:55.960 --> 00:09:57.160]  只有一件
[00:09:57.880 --> 00:10:00.680]  瑪利亞已經選擇了
[00:10:00.680 --> 00:10:02.280]  上好的福分
[00:10:02.280 --> 00:10:04.600]  是不能奪去的」
[00:10:04.600 --> 00:10:07.320]  我們留意到
[00:10:07.320 --> 00:10:10.400]  耶穌是重複地叫瑪大的名字
[00:10:10.400 --> 00:10:11.640]  「瑪大 瑪大」
[00:10:11.640 --> 00:10:13.040]  意思就是說
[00:10:13.040 --> 00:10:14.600]  祂要提醒瑪大
[00:10:14.600 --> 00:10:16.440]  你要很留心
[00:10:16.440 --> 00:10:19.680]  聽一下我以下所說的事
[00:10:19.680 --> 00:10:22.560]  「瑪利亞已經選擇了
[00:10:22.560 --> 00:10:24.280]  上好的福分
[00:10:24.280 --> 00:10:26.680]  是不能奪去的」
[00:10:26.920 --> 00:10:28.600]  瑪利亞選擇了
[00:10:28.600 --> 00:10:30.680]  什麼上好的福分呢?
[00:10:30.680 --> 00:10:31.480]  首先
[00:10:31.480 --> 00:10:32.600]  她選擇
[00:10:32.600 --> 00:10:34.040]  很安靜
[00:10:34.040 --> 00:10:36.440]  坐在耶穌的腳前
[00:10:36.440 --> 00:10:39.080]  以一顆很渴慕的心靈
[00:10:39.080 --> 00:10:40.800]  來接待耶穌
[00:10:40.800 --> 00:10:43.000]  聆聽耶穌的教導
[00:10:43.000 --> 00:10:45.160]  就如昔日詩人所說
[00:10:45.160 --> 00:10:46.440]  「神啊
[00:10:46.440 --> 00:10:48.920]  我的心切無理
[00:10:48.920 --> 00:10:51.840]  如濃切無稽水
[00:10:51.840 --> 00:10:54.520]  我的心渴想神
[00:10:54.520 --> 00:10:57.120]  就是永生神」
[00:10:57.120 --> 00:11:00.000]  我們看到一幅很淺靜
[00:11:00.000 --> 00:11:01.880]  很悠閒的圖畫
[00:11:01.880 --> 00:11:06.600]  一隻小鹿在青草地溪水旁喝水
[00:11:06.600 --> 00:11:07.760]  我告訴你
[00:11:07.760 --> 00:11:10.720]  其實是相反的
[00:11:10.720 --> 00:11:13.280]  原來當時的情況
[00:11:13.280 --> 00:11:14.920]  不是這樣的
[00:11:14.920 --> 00:11:17.600]  詩人寫這首詩的時候
[00:11:17.600 --> 00:11:21.000]  以色列人在一個最艱難的時候
[00:11:21.000 --> 00:11:24.360]  就是他們被擄去外邦的時候
[00:11:24.360 --> 00:11:26.040]  詩人在形容
[00:11:26.040 --> 00:11:28.760]  形容他們的情況
[00:11:28.760 --> 00:11:33.680]  因為他們的信仰到了一個剛學的地步
[00:11:33.680 --> 00:11:34.800]  詩人形容
[00:11:34.800 --> 00:11:37.040]  他們猶太人的處境
[00:11:37.040 --> 00:11:38.840]  是一個
[00:11:38.840 --> 00:11:40.760]  曠季的時候
[00:11:40.760 --> 00:11:42.960]  草長的草枯乾
[00:11:42.960 --> 00:11:46.280]  溪水的水稀少
[00:11:46.280 --> 00:11:48.920]  一隻小鹿和駱駝很不同
[00:11:48.920 --> 00:11:51.440]  駱駝是一個沙漠之舟
[00:11:51.440 --> 00:11:54.400]  所以它能夠儲存大量的水
[00:11:54.400 --> 00:11:56.200]  在它的駝峰裏面
[00:11:56.200 --> 00:11:58.440]  所以很多時候它走很遠的路
[00:11:58.440 --> 00:12:00.440]  都能夠自給自足
[00:12:00.440 --> 00:12:02.480]  但是小鹿不同
[00:12:02.480 --> 00:12:05.480]  小鹿經常會口乾
[00:12:05.480 --> 00:12:08.640]  它口乾就要去找溪水
[00:12:08.640 --> 00:12:10.520]  這個圖畫形容
[00:12:10.520 --> 00:12:12.120]  因為它一心一意
[00:12:12.120 --> 00:12:12.840]  它口乾
[00:12:12.840 --> 00:12:16.920]  它要一心一意去尋找溪水
[00:12:16.920 --> 00:12:21.960]  它定義要尋找這個溪水去養活它自己
[00:12:21.960 --> 00:12:23.520]  因為它沒有這個溪水
[00:12:23.520 --> 00:12:25.040]  喝不到水的話
[00:12:25.040 --> 00:12:28.040]  它很快就會失去生命了
[00:12:28.040 --> 00:12:29.520]  所以它怎麼都不會罷休
[00:12:29.520 --> 00:12:32.800]  所以詩人的形容就是
[00:12:32.800 --> 00:12:37.040]  「我的心渴想神就是永生神」
[00:12:37.040 --> 00:12:39.640]  耶穌基督是一個
[00:12:39.640 --> 00:12:41.280]  這樣形容它自己
[00:12:41.280 --> 00:12:44.640]  「人若渴了我所賜的水
[00:12:44.640 --> 00:12:46.880]  就永遠不渴
[00:12:46.880 --> 00:12:49.720]  我所賜的水要在他裏頭
[00:12:49.720 --> 00:12:51.240]  聖位全圓
[00:12:51.240 --> 00:12:53.720]  直湧到永生」
[00:12:53.720 --> 00:12:55.000]  各位靈異姐妹
[00:12:55.000 --> 00:12:55.720]  告訴我們
[00:12:55.720 --> 00:12:57.000]  馬尼亞選上了什麼
[00:12:57.000 --> 00:12:59.680]  她選上了專注學習耶穌
[00:12:59.680 --> 00:13:01.280]  這個生命之源
[00:13:01.280 --> 00:13:02.480]  生命的活水
[00:13:02.480 --> 00:13:04.560]  耶穌
[00:13:04.560 --> 00:13:07.280]  我們在這個被肺炎
[00:13:07.280 --> 00:13:09.680]  疫情困擾的一段日子
[00:13:09.680 --> 00:13:11.000]  已經很久了
[00:13:11.000 --> 00:13:11.760]  對我們來說
[00:13:11.760 --> 00:13:13.640]  我們經常都會開始聽到
[00:13:13.640 --> 00:13:15.200]  我們這個世界
[00:13:15.200 --> 00:13:16.320]  這個群眾
[00:13:16.320 --> 00:13:18.200]  有抗疫的疲勞
[00:13:18.200 --> 00:13:20.080]  疲勞來自什麼呢
[00:13:20.080 --> 00:13:21.320]  我們可能
[00:13:21.320 --> 00:13:22.960]  是要很惆悵
[00:13:22.960 --> 00:13:23.800]  為什麼呢
[00:13:23.800 --> 00:13:25.880]  適應這個新常態
[00:13:25.880 --> 00:13:28.720]  這個大環境裏面的生活
[00:13:28.720 --> 00:13:31.080]  以致我們經常都心緒不寧
[00:13:31.080 --> 00:13:32.480]  我自己來說
[00:13:32.480 --> 00:13:33.960]  我剛剛都跟同工分享
[00:13:33.960 --> 00:13:35.280]  我都要適應
[00:13:35.280 --> 00:13:37.040]  就是在網上
[00:13:37.040 --> 00:13:39.720]  跟大家來到宣講神的說話
[00:13:39.720 --> 00:13:41.400]  往日在教會裏面
[00:13:41.400 --> 00:13:43.000]  見到弟兄姊妹
[00:13:43.000 --> 00:13:46.000]  一起跟弟兄姊妹分享神的話語
[00:13:46.000 --> 00:13:47.520]  是很開心
[00:13:47.520 --> 00:13:49.120]  很有親切感的
[00:13:49.120 --> 00:13:50.480]  現在不知道為什麼
[00:13:50.480 --> 00:13:52.400]  總是覺得很掛念
[00:13:52.400 --> 00:13:53.000]  很掛念
[00:13:53.000 --> 00:13:54.560]  很想見到你們
[00:13:54.560 --> 00:13:56.360]  很不自然
[00:13:56.360 --> 00:13:58.560]  這個就是在新常態裏面
[00:13:58.560 --> 00:14:01.960]  令我們心緒不寧的其中一樣事
[00:14:01.960 --> 00:14:05.120]  但願我們都能夠將生活的焦點
[00:14:05.120 --> 00:14:06.720]  對準神
[00:14:06.720 --> 00:14:08.920]  叫我們能夠在一個多變
[00:14:08.920 --> 00:14:12.000]  和不安的世情裏面
[00:14:12.000 --> 00:14:14.160]  願我們回歸
[00:14:14.160 --> 00:14:18.360]  專心學務耶穌
[00:14:18.360 --> 00:14:20.160]  馬大一心一意
[00:14:20.160 --> 00:14:22.240]  要做一個盡責的主人
[00:14:22.240 --> 00:14:24.240]  令到耶穌這個貴賓
[00:14:24.240 --> 00:14:26.080]  能夠賓至如歸
[00:14:26.080 --> 00:14:28.880]  從主人家的角度來講
[00:14:28.880 --> 00:14:31.400]  他是很恰如其分的
