
[00:00:00.000 --> 00:00:01.860]  我们一起同心祈祷
[00:00:01.860 --> 00:00:06.220]  亲爱的天父上帝 我们满心感谢赞美祢
[00:00:06.220 --> 00:00:09.520]  因为祢是创天造地的神
[00:00:09.520 --> 00:00:11.640]  祢是掌管一切的神
[00:00:11.640 --> 00:00:13.640]  也是我们生命的主
[00:00:13.640 --> 00:00:17.800]  我们实在是很需要祢时刻的
[00:00:17.800 --> 00:00:19.900]  和我们在一起
[00:00:19.900 --> 00:00:21.760]  指引我们的思想
[00:00:21.760 --> 00:00:23.760]  带领我们的行动
[00:00:23.760 --> 00:00:25.600]  我们面对的工作
[00:00:25.600 --> 00:00:26.600]  我们的家庭
[00:00:26.600 --> 00:00:28.100]  我们的侍奉
[00:00:28.100 --> 00:00:31.100]  我们实在是很需要祢
[00:00:31.100 --> 00:00:33.500]  给我们有智慧
[00:00:33.500 --> 00:00:35.900]  带领我们走对的路
[00:00:35.900 --> 00:00:38.400]  恳求主祢借着圣灵帮助我们
[00:00:38.400 --> 00:00:40.400]  今天明白圣经的说话
[00:00:40.400 --> 00:00:43.400]  因为祢的道理是真是可贵
[00:00:43.400 --> 00:00:46.900]  我们求祢让我们在当中得到满足
[00:00:46.900 --> 00:00:48.900]  我们能够说的很有限
[00:00:48.900 --> 00:00:50.900]  但是圣灵的工作
[00:00:50.900 --> 00:00:53.400]  是我们没办法想象的
[00:00:53.400 --> 00:00:54.900]  就求祢
[00:00:54.900 --> 00:00:56.900]  格外的施恩典给我们
[00:00:56.900 --> 00:00:58.900]  让我们重新得力
[00:00:58.900 --> 00:01:01.900]  好好把握我们在世上的日子
[00:01:01.900 --> 00:01:03.400]  去侍奉祢
[00:01:03.400 --> 00:01:05.900]  我们的祈祷奉耶稣基督的名
[00:01:05.900 --> 00:01:07.900]  阿们
[00:01:07.900 --> 00:01:09.400]  感谢圣灵的恩典
[00:01:09.400 --> 00:01:11.900]  让我和大家分享圣经的信息
[00:01:11.900 --> 00:01:13.900]  我也要很感谢
[00:01:13.900 --> 00:01:16.900]  我们的同工帮我做一些powerpoint
[00:01:16.900 --> 00:01:19.900]  因为我这方面比较差
[00:01:19.900 --> 00:01:23.900]  最近我自己读到一篇灵修的文章
[00:01:23.900 --> 00:01:28.900]  它是讲到哥林多前书第四章第十七节
[00:01:28.900 --> 00:01:32.900]  我用了和合本
[00:01:32.900 --> 00:01:34.900]  但其实分别不大
[00:01:34.900 --> 00:01:38.900]  其中一个小句很吸引我
[00:01:38.900 --> 00:01:42.400]  就是我在基督里怎样行事
[00:01:42.400 --> 00:01:45.400]  这一两年也是
[00:01:45.400 --> 00:01:46.900]  我很多时候看圣经
[00:01:46.900 --> 00:01:49.400]  我都看英文
[00:01:49.400 --> 00:01:50.900]  如果是新约圣经
[00:01:50.900 --> 00:01:52.400]  我会看希列文
[00:01:52.400 --> 00:01:54.900]  如果旧约圣经我会看希伯文
[00:01:54.900 --> 00:01:56.900]  行事这个字
[00:01:56.900 --> 00:01:59.900]  原来在希列文原文的意思
[00:01:59.900 --> 00:02:01.900]  是道路的意思
[00:02:01.900 --> 00:02:03.400]  我就觉得很有趣
[00:02:03.400 --> 00:02:06.400]  为什么圣经会这样翻译呢
[00:02:06.400 --> 00:02:09.900]  就引发我去探讨这个问题
[00:02:09.900 --> 00:02:12.900]  我自己
[00:02:12.900 --> 00:02:15.900]  哥林多前书第四章第十七节
[00:02:15.900 --> 00:02:19.900]  刚才朱太太也读了出来
[00:02:19.900 --> 00:02:23.400]  主要就是说我在基督里怎样行事
[00:02:23.400 --> 00:02:25.400]  我就说这个字是道路
[00:02:25.400 --> 00:02:29.400]  我们试试看英文的NASB的翻译
[00:02:29.400 --> 00:02:32.400]  你试一下去体会一下
[00:02:32.400 --> 00:02:35.400]  For this reason I have sent to you Timothy
[00:02:35.400 --> 00:02:38.400]  who is my beloved and faithful child in the Lord
[00:02:38.400 --> 00:02:42.400]  and he will remind you of my ways
[00:02:42.400 --> 00:02:44.400]  which are in Christ
[00:02:44.400 --> 00:02:47.400]  just as I teach everywhere in every church
[00:02:47.400 --> 00:02:50.400]  保罗他在英文里面说
[00:02:50.400 --> 00:02:53.400]  你们要记得我在基督里面
[00:02:53.400 --> 00:02:56.400]  我如何行走我的道路
[00:02:56.400 --> 00:02:58.400]  我们看我在基督里面
[00:02:58.400 --> 00:03:01.400]  怎样行事这句子的时候
[00:03:01.400 --> 00:03:03.900]  我会用希列文
[00:03:03.900 --> 00:03:06.400]  但英文是my ways which are in Christ
[00:03:06.400 --> 00:03:08.400]  是一个比较正确的翻译
[00:03:08.400 --> 00:03:10.400]  所以我就提出另一个中文的翻译
[00:03:10.400 --> 00:03:14.400]  在基督里面行走我的道路
[00:03:14.400 --> 00:03:17.400]  我首先查一下道路
[00:03:17.400 --> 00:03:19.400]  Hodos这个字
[00:03:19.400 --> 00:03:23.400]  在整本旧约圣经和新约圣经里面出现的情况
[00:03:23.400 --> 00:03:25.900]  其实每次讲道路我都花很多工程
[00:03:25.900 --> 00:03:29.900]  我发现这个字是以八种形式
[00:03:29.900 --> 00:03:32.400]  出现在897节的经文里面
[00:03:32.400 --> 00:03:38.400]  我没理由看完897节的经文来讲一次道路
[00:03:38.400 --> 00:03:40.400]  这样是不可能的
[00:03:40.400 --> 00:03:42.400]  由于这个数目太多
[00:03:42.400 --> 00:03:46.900]  由于我首先在哥林多前书找到这一节经文的兴趣
[00:03:46.900 --> 00:03:49.400]  我就专看哥林多前书
[00:03:49.400 --> 00:03:52.400]  再扩阔一点就是保罗的书信
[00:03:52.400 --> 00:03:54.400]  因为作者是保罗
[00:03:54.400 --> 00:03:58.400]  我就看看他在其他书里面会不会类似这件事
[00:03:58.400 --> 00:04:02.900]  我发现原来还有其他地方都有类似的情况
[00:04:02.900 --> 00:04:05.400]  哥林多前书十二章三十一节
[00:04:05.400 --> 00:04:09.400]  他说你们要切切的求纳更大的恩赐
[00:04:09.400 --> 00:04:13.400]  我现今把最妙的道指示你们
[00:04:13.400 --> 00:04:16.400]  在这里经文所讲的道
[00:04:16.400 --> 00:04:19.400]  严格来讲不是讲道理
[00:04:19.400 --> 00:04:21.400]  而是讲道路
[00:04:21.400 --> 00:04:23.400]  最妙的道
[00:04:23.400 --> 00:04:25.400]  我这里有希列文后面有德文
[00:04:25.400 --> 00:04:27.400]  英文就是More Excellent Way
[00:04:27.400 --> 00:04:31.400]  最妙的道应该是最妙的道路
[00:04:31.400 --> 00:04:32.400]  准确一点的翻译
[00:04:32.400 --> 00:04:34.400]  最美妙的道路
[00:04:34.400 --> 00:04:38.400]  意思是属灵的道路是最美妙的
[00:04:38.400 --> 00:04:41.400]  你可以说保罗的意思真是好
[00:04:41.400 --> 00:04:43.400]  但保罗还要讲
[00:04:43.400 --> 00:04:46.400]  虽然属灵的道路是最美妙
[00:04:46.400 --> 00:04:50.400]  但是人却不懂得去
[00:04:50.400 --> 00:04:54.400]  知道这种道路很美妙
[00:04:54.400 --> 00:04:57.400]  相反人是可以很无知的
[00:04:57.400 --> 00:04:59.400]  如果我们看看另一本书
[00:04:59.400 --> 00:05:01.400]  希伯来书三章十节
[00:05:01.400 --> 00:05:03.400]  他就这样讲
[00:05:03.400 --> 00:05:08.400]  所以我厌烦那世代的人
[00:05:08.400 --> 00:05:11.400]  说他们心里常常迷糊
[00:05:11.400 --> 00:05:14.400]  竟不晓得我的作为
[00:05:14.400 --> 00:05:16.400]  我细心看这节经文
[00:05:16.400 --> 00:05:18.400]  先看英文的译本
[00:05:18.400 --> 00:05:21.400]  这里其实就是说
[00:05:21.400 --> 00:05:24.400]  Therefore I was angry with this generation
[00:05:24.400 --> 00:05:28.400]  and said they always go astray in their hearts
[00:05:28.400 --> 00:05:30.400]  and they did not know my way
[00:05:30.400 --> 00:05:31.400]  你留心一下
[00:05:31.400 --> 00:05:33.400]  我一会儿会再讲
[00:05:33.400 --> 00:05:36.400]  内心迷糊其实译得不够好
[00:05:36.400 --> 00:05:38.400]  我一会儿会再讲
[00:05:38.400 --> 00:05:39.400]  是讲迷失
[00:05:39.400 --> 00:05:44.400]  但是他们不懂得上帝的道路
[00:05:44.400 --> 00:05:45.400]  这个是肯定的
[00:05:45.400 --> 00:05:48.400]  所以我就会这样翻译
[00:05:48.400 --> 00:05:50.400]  所以我厌烦这个世代的人
[00:05:50.400 --> 00:05:53.400]  就说他们心里常常迷失
[00:05:53.400 --> 00:05:55.400]  竟不晓得我的道路
[00:05:55.400 --> 00:05:57.400]  上帝的道路其实很清楚
[00:05:57.400 --> 00:05:58.400]  但是人是迷失
[00:05:58.400 --> 00:06:00.400]  所以你不就看不到
[00:06:00.400 --> 00:06:01.400]  我一会儿会再讲
[00:06:01.400 --> 00:06:02.400]  心里迷失
[00:06:02.400 --> 00:06:04.400]  为什么要我这样翻译呢
[00:06:04.400 --> 00:06:06.400]  彼得后书二章二字就说
[00:06:06.400 --> 00:06:11.400]  将来有很多人随从他们邪淫的行为
[00:06:11.400 --> 00:06:15.400]  便叫真道因为他们的缘故被毁谤
[00:06:15.400 --> 00:06:17.400]  这里我发觉另一个问题
[00:06:17.400 --> 00:06:20.400]  就是这个真道这个字
[00:06:20.400 --> 00:06:24.400]  其实应该是真理的道路
[00:06:24.400 --> 00:06:27.400]  所以我又将它重新翻译
[00:06:27.400 --> 00:06:31.400]  将来有很多人随从他们的淫邪行为
[00:06:31.400 --> 00:06:33.400]  便叫真理的道路
[00:06:33.400 --> 00:06:36.400]  因为他们的缘故被毁谤
[00:06:36.400 --> 00:06:38.400]  你想想其实我们很可能
[00:06:38.400 --> 00:06:40.400]  我们走的那些道路
[00:06:40.400 --> 00:06:41.400]  就是我们的人生
[00:06:41.400 --> 00:06:42.400]  我们的言语行为
[00:06:42.400 --> 00:06:44.400]  我们所做的事
[00:06:44.400 --> 00:06:45.400]  是不合真理
[00:06:45.400 --> 00:06:48.400]  因为我们表达出来的方式不对的时候
[00:06:48.400 --> 00:06:51.400]  令到真理的道路被毁谤
[00:06:51.400 --> 00:06:53.400]  所以我发觉很多经文里面
[00:06:53.400 --> 00:06:55.400]  为什么道路这个概念
[00:06:55.400 --> 00:06:57.400]  是没有翻译出来的呢
[00:06:57.400 --> 00:06:59.400]  我真的很希望在讲道里面
[00:06:59.400 --> 00:07:01.400]  讲一次
[00:07:01.400 --> 00:07:03.400]  题目就是在基督里面
[00:07:03.400 --> 00:07:05.400]  行走我的道路
[00:07:05.400 --> 00:07:06.400]  我就用经文是
[00:07:06.400 --> 00:07:08.400]  《哥伦多前书》四章十七节
[00:07:08.400 --> 00:07:10.400]  讲道的内容有三部分
[00:07:10.400 --> 00:07:12.400]  第一就是上帝的道路
[00:07:12.400 --> 00:07:15.400]  第二就是上帝引领我们的道路
[00:07:15.400 --> 00:07:16.400]  第三部分
[00:07:16.400 --> 00:07:19.400]  全福音就是帮助迷路的人
[00:07:19.400 --> 00:07:20.400]  回头
[00:07:20.400 --> 00:07:22.400]  全部和道路有关系
[00:07:22.400 --> 00:07:25.400]  首先我们看看上帝的道路
[00:07:25.400 --> 00:07:27.400]  约翰福音第一章第一节
[00:07:27.400 --> 00:07:28.400]  大家都很熟悉的
[00:07:28.400 --> 00:07:29.400]  太初有道
[00:07:29.400 --> 00:07:31.400]  道与神同在
[00:07:31.400 --> 00:07:32.400]  道就是神
[00:07:32.400 --> 00:07:35.400]  道的希列文就是Logos
[00:07:35.400 --> 00:07:37.400]  很多信徒都知道
[00:07:37.400 --> 00:07:40.400]  道这个Logos是很高深莫测
[00:07:40.400 --> 00:07:42.400]  但上帝的独一而止
[00:07:42.400 --> 00:07:44.400]  就道成人生
[00:07:44.400 --> 00:07:46.400]  让人可以透过耶稣基督
[00:07:46.400 --> 00:07:48.400]  来去认识上帝
[00:07:48.400 --> 00:07:49.400]  大家明不明白
[00:07:49.400 --> 00:07:51.400]  你和我根本都不明白
[00:07:51.400 --> 00:07:53.400]  那么高深的东西
[00:07:53.400 --> 00:07:55.400]  但上帝让我们可以
[00:07:55.400 --> 00:07:56.400]  透过耶稣
[00:07:56.400 --> 00:07:59.400]  和我们有同一的性情
[00:07:59.400 --> 00:08:00.400]  我们的人性
[00:08:00.400 --> 00:08:01.400]  来可以认识
[00:08:01.400 --> 00:08:03.400]  另一节经文很有意思
[00:08:03.400 --> 00:08:05.400]  罗马书十一章第三十三节
[00:08:05.400 --> 00:08:09.400]  心在神丰富的智慧和知识
[00:08:09.400 --> 00:08:12.400]  他的判断何其难测
[00:08:12.400 --> 00:08:14.400]  他的终绩何其难寻
[00:08:14.400 --> 00:08:16.400]  这个终绩这个字
[00:08:16.400 --> 00:08:18.400]  其实应该是His ways
[00:08:18.400 --> 00:08:20.400]  我简单不读英文那里
[00:08:20.400 --> 00:08:22.400]  中文和合本将这个
[00:08:22.400 --> 00:08:24.400]  何代就终绩
[00:08:24.400 --> 00:08:25.400]  就译作为终绩
[00:08:25.400 --> 00:08:26.400]  其实呢
[00:08:26.400 --> 00:08:27.400]  他是道路
[00:08:27.400 --> 00:08:30.400]  应该说心在神丰富的智慧和知识
[00:08:30.400 --> 00:08:32.400]  他的判断他的
[00:08:32.400 --> 00:08:33.400]  何其难测
[00:08:33.400 --> 00:08:36.400]  他的道路何其难寻
[00:08:36.400 --> 00:08:38.400]  所以原来我们不单止对
[00:08:38.400 --> 00:08:40.400]  神的道都不是那么容易明白
[00:08:40.400 --> 00:08:42.400]  神的道路我们自己都不一定
[00:08:42.400 --> 00:08:43.400]  是那么掌握的
[00:08:43.400 --> 00:08:45.400]  同时很多弟兄姊妹
[00:08:45.400 --> 00:08:48.400]  是听过道这个Logos的观念
[00:08:48.400 --> 00:08:50.400]  但很少注意道路
[00:08:50.400 --> 00:08:52.400]  Hodus这个概念
[00:08:52.400 --> 00:08:54.400]  圣经其实讲了很多
[00:08:54.400 --> 00:08:56.400]  譬如在哪里呢
[00:08:56.400 --> 00:08:59.400]  一行方案第十四章第六节
[00:08:59.400 --> 00:09:00.400]  耶稣就说了
[00:09:00.400 --> 00:09:02.400]  我就是道路
[00:09:02.400 --> 00:09:04.400]  真理生命
[00:09:04.400 --> 00:09:05.400]  如果不是借着我
[00:09:05.400 --> 00:09:07.400]  就没有人可以去附那里
[00:09:07.400 --> 00:09:08.400]  所以其实
[00:09:08.400 --> 00:09:09.400]  圣经没有这个概念
[00:09:09.400 --> 00:09:10.400]  是有的
[00:09:10.400 --> 00:09:11.400]  不过有时译得出来
[00:09:11.400 --> 00:09:12.400]  有时译不出来
[00:09:12.400 --> 00:09:14.400]  耶稣基督是道路
[00:09:14.400 --> 00:09:16.400]  真理生命
[00:09:16.400 --> 00:09:18.400]  耶稣基督是道路
[00:09:18.400 --> 00:09:19.400]  又是道路
[00:09:19.400 --> 00:09:20.400]  Hodus
[00:09:20.400 --> 00:09:22.400]  这是什么意思呢
[00:09:22.400 --> 00:09:24.400]  上帝的道这个Logos
[00:09:24.400 --> 00:09:26.400]  不单是道理
[00:09:26.400 --> 00:09:28.400]  也不单是宇宙的法则
[00:09:28.400 --> 00:09:30.400]  也不单是人生的法则
[00:09:30.400 --> 00:09:32.400]  因为讲法则
[00:09:32.400 --> 00:09:34.400]  可以非人格化
[00:09:34.400 --> 00:09:35.400]  即是impersonal的
[00:09:35.400 --> 00:09:37.400]  纯粹是一种规律
[00:09:37.400 --> 00:09:40.400]  不会有人神沟通
[00:09:40.400 --> 00:09:42.400]  但上帝的道一方面是
[00:09:42.400 --> 00:09:43.400]  宇宙的法则
[00:09:43.400 --> 00:09:44.400]  人生的法则
[00:09:44.400 --> 00:09:46.400]  另一方面他成为人生
[00:09:46.400 --> 00:09:49.400]  就在耶稣基督身上出现
[00:09:49.400 --> 00:09:52.400]  这个是其他宗教都不会讲这些的
[00:09:52.400 --> 00:09:54.400]  耶稣基督的生活
[00:09:54.400 --> 00:09:56.400]  就将这个道生活化
[00:09:56.400 --> 00:09:57.400]  你想想
[00:09:57.400 --> 00:10:00.400]  耶稣基督如何在世上生活
[00:10:00.400 --> 00:10:02.400]  就将这个道呈现成为
[00:10:02.400 --> 00:10:04.400]  可被人跟从的道路
[00:10:04.400 --> 00:10:06.400]  所以我们叫做基督徒
[00:10:06.400 --> 00:10:08.400]  是跟随主
[00:10:08.400 --> 00:10:10.400]  走他的脚踪
[00:10:10.400 --> 00:10:11.400]  跟他的道路
[00:10:11.400 --> 00:10:12.400]  你想想
[00:10:12.400 --> 00:10:14.400]  就是这么简单
[00:10:14.400 --> 00:10:15.400]  耶稣有很多门徒
[00:10:15.400 --> 00:10:17.400]  跟着他的路走
[00:10:17.400 --> 00:10:20.400]  但我们是否做到这一点
[00:10:20.400 --> 00:10:23.400]  是很值得我们去思考的
[00:10:23.400 --> 00:10:24.400]  我们上帝的道
[00:10:24.400 --> 00:10:26.400]  一定落实在生活里面
[00:10:26.400 --> 00:10:28.400]  就成为道路
[00:10:28.400 --> 00:10:30.400]  如果我们这样说
[00:10:30.400 --> 00:10:32.400]  我是很喜欢教会听道的
[00:10:32.400 --> 00:10:34.400]  那我们都为你感恩
[00:10:34.400 --> 00:10:35.400]  但是
[00:10:35.400 --> 00:10:38.400]  如果我只是听道的话
[00:10:38.400 --> 00:10:39.400]  那就有问题了
[00:10:39.400 --> 00:10:40.400]  为什么呢
[00:10:40.400 --> 00:10:43.400]  你要将你听到的道
[00:10:43.400 --> 00:10:45.400]  落实在你的生活里面
[00:10:45.400 --> 00:10:48.400]  而且不只是爱人如己的道理这么简单
[00:10:48.400 --> 00:10:49.400]  而是说
[00:10:49.400 --> 00:10:51.400]  成为你人生的道路
[00:10:51.400 --> 00:10:53.400]  有个宗旨指引你
[00:10:53.400 --> 00:10:55.400]  那你才是真的将这个道
[00:10:55.400 --> 00:10:58.400]  成为你生命的一个价值
[00:10:58.400 --> 00:10:59.400]  很可惜有时
[00:10:59.400 --> 00:11:01.400]  我们只是将上帝的道
[00:11:01.400 --> 00:11:03.400]  看成道理
[00:11:03.400 --> 00:11:05.400]  没有想到上帝的道
[00:11:05.400 --> 00:11:07.400]  是要活出来
[00:11:07.400 --> 00:11:08.400]  成为道路
[00:11:08.400 --> 00:11:11.400]  这个很多教徒都有这个毛病
[00:11:11.400 --> 00:11:14.400]  所以我们不仅要去听道
[00:11:14.400 --> 00:11:16.400]  还要走上帝的道路
[00:11:16.400 --> 00:11:20.400]  这个说法很容易明白
[00:11:20.400 --> 00:11:21.400]  但是你说做呢
[00:11:21.400 --> 00:11:22.400]  是很不容易的
[00:11:22.400 --> 00:11:25.400]  耶稣基督呼召的是门徒
[00:11:25.400 --> 00:11:27.400]  是跟随耶稣的脚踪的
[00:11:27.400 --> 00:11:28.400]  就是你要想想
[00:11:28.400 --> 00:11:31.400]  跟着耶稣这样走的
[00:11:31.400 --> 00:11:33.400]  走耶稣的道路的
[00:11:33.400 --> 00:11:35.400]  一个信道的人
[00:11:35.400 --> 00:11:37.400]  一定是会走道的
[00:11:37.400 --> 00:11:39.400]  我们对上帝的道的认识
[00:11:39.400 --> 00:11:41.400]  当你越全面的时候
[00:11:41.400 --> 00:11:43.400]  你会发觉
[00:11:43.400 --> 00:11:45.400]  你要走出来的道
[00:11:45.400 --> 00:11:46.400]  也会越全面
[00:11:46.400 --> 00:11:48.400]  这个道对你的要求
[00:11:48.400 --> 00:11:49.400]  是越来越多的
[00:11:49.400 --> 00:11:51.400]  你会发觉是这样的
[00:11:51.400 --> 00:11:52.400]  如果你不觉得越来越多
[00:11:52.400 --> 00:11:54.400]  那你就要小心了
[00:11:54.400 --> 00:11:56.400]  原来信仰对你没有挑战
[00:11:56.400 --> 00:11:57.400]  没有要求
[00:11:57.400 --> 00:12:00.400]  有些人很自我中心
[00:12:00.400 --> 00:12:01.400]  他就会想
[00:12:01.400 --> 00:12:03.400]  其实这个世界哪里有一个基督徒
[00:12:03.400 --> 00:12:06.400]  可以完全明白上帝的道
[00:12:06.400 --> 00:12:08.400]  没有人可以完全明白
[00:12:08.400 --> 00:12:10.400]  所以就会有个看法
[00:12:10.400 --> 00:12:12.400]  你对道的理解
[00:12:12.400 --> 00:12:14.400]  我有我对道的理解
[00:12:14.400 --> 00:12:16.400]  甚至你就没有什么能力
[00:12:16.400 --> 00:12:18.400]  说我对道的理解有什么错
[00:12:18.400 --> 00:12:20.400]  其实这个是很普遍的
[00:12:20.400 --> 00:12:21.400]  只要你想一想
[00:12:21.400 --> 00:12:24.400]  每个人都有自己对信仰的理解
[00:12:24.400 --> 00:12:25.400]  他可以去到一个地步
[00:12:25.400 --> 00:12:27.400]  你不能说我错
[00:12:27.400 --> 00:12:28.400]  我就尝试用一个例子
[00:12:28.400 --> 00:12:31.400]  去描述这种人的自高自大
[00:12:31.400 --> 00:12:32.400]  譬如一个病人
[00:12:32.400 --> 00:12:34.400]  他就跟医生说
[00:12:34.400 --> 00:12:35.400]  医生在在
[00:12:35.400 --> 00:12:36.400]  有没有医生啊
[00:12:36.400 --> 00:12:37.400]  看医生在不在
[00:12:37.400 --> 00:12:38.400]  你想想
[00:12:38.400 --> 00:12:39.400]  他说
[00:12:39.400 --> 00:12:40.400]  医生
[00:12:40.400 --> 00:12:42.400]  你对人体结构的奥秘
[00:12:42.400 --> 00:12:43.400]  奥秘
[00:12:43.400 --> 00:12:46.400]  理解未达到百分之百的认识
[00:12:46.400 --> 00:12:48.400]  你不可以说你什么都懂
[00:12:48.400 --> 00:12:49.400]  你的医术
[00:12:49.400 --> 00:12:52.400]  也不一定百分之百可以医好我
[00:12:52.400 --> 00:12:55.400]  你不能否定我对我自己疾病
[00:12:55.400 --> 00:12:58.400]  和理解和医治的方法
[00:12:58.400 --> 00:12:59.400]  是不是很夸张
[00:12:59.400 --> 00:13:00.400]  这个例子
[00:13:00.400 --> 00:13:01.400]  当然很夸张
[00:13:01.400 --> 00:13:02.400]  事实上
[00:13:02.400 --> 00:13:04.400]  没什么人会这么大胆和医生说
[00:13:04.400 --> 00:13:06.400]  医生可能会回答你
[00:13:06.400 --> 00:13:07.400]  喂
[00:13:07.400 --> 00:13:09.400]  究竟你是医生还是我是医生
[00:13:09.400 --> 00:13:10.400]  如果你是医生
[00:13:10.400 --> 00:13:12.400]  不如你去治治自己
[00:13:12.400 --> 00:13:13.400]  但是你想想
[00:13:13.400 --> 00:13:15.400]  在宗教信仰领域
[00:13:15.400 --> 00:13:17.400]  其实可以说这些话
[00:13:17.400 --> 00:13:18.400]  人可以说这些话
[00:13:18.400 --> 00:13:19.400]  为什么呢
[00:13:19.400 --> 00:13:20.400]  牧师
[00:13:20.400 --> 00:13:22.400]  你对上帝的奥秘
[00:13:22.400 --> 00:13:24.400]  你都未够到百分之百的认识
[00:13:24.400 --> 00:13:25.400]  是不是
[00:13:25.400 --> 00:13:27.400]  你牧养经验
[00:13:27.400 --> 00:13:28.400]  都不能够百分之百
[00:13:28.400 --> 00:13:31.400]  可以改变我对宗教的看法
[00:13:31.400 --> 00:13:35.400]  你又不能够否定我对宗教的理解和人生观
[00:13:35.400 --> 00:13:38.400]  不知道曾牧师有没有遇过这些人
[00:13:38.400 --> 00:13:39.400]  其实可以这么说
[00:13:39.400 --> 00:13:40.400]  挑战你
[00:13:40.400 --> 00:13:42.400]  你是不是什么都知道
[00:13:42.400 --> 00:13:43.400]  你不
[00:13:43.400 --> 00:13:44.400]  你这么说
[00:13:44.400 --> 00:13:45.400]  如果你是牧师
[00:13:45.400 --> 00:13:47.400]  有个非基督徒问你
[00:13:47.400 --> 00:13:48.400]  你对上帝的奥秘
[00:13:48.400 --> 00:13:50.400]  是不是百分之百理解
[00:13:50.400 --> 00:13:52.400]  多数九成九的牧师都说
[00:13:52.400 --> 00:13:54.400]  我不是百分之百理解
[00:13:54.400 --> 00:13:56.400]  总要留一点点空间
[00:13:56.400 --> 00:13:57.400]  有些人说
[00:13:57.400 --> 00:13:58.400]  我什么都知道
[00:13:58.400 --> 00:13:59.400]  如果你说
[00:13:59.400 --> 00:14:01.400]  我真的不是百分之百理解
[00:14:01.400 --> 00:14:03.400]  接着他就追问我
[00:14:03.400 --> 00:14:06.400]  既然你对上帝的奥秘
[00:14:06.400 --> 00:14:08.400]  都未达到百分之百的理解
[00:14:08.400 --> 00:14:10.400]  你凭什么来传道
[00:14:10.400 --> 00:14:12.400]  你凭什么要我听你讲
[00:14:12.400 --> 00:14:13.400]  你明不明白
[00:14:13.400 --> 00:14:14.400]  可以这么大他
[00:14:14.400 --> 00:14:15.400]  是不是
[00:14:15.400 --> 00:14:17.400]  这个是很厉害的问题
[00:14:17.400 --> 00:14:18.400]  很难回答
[00:14:18.400 --> 00:14:19.400]  你自己想深一层
[00:14:19.400 --> 00:14:20.400]  是不是
[00:14:20.400 --> 00:14:21.400]  我自己说回
[00:14:21.400 --> 00:14:23.400]  我没有写下去
[00:14:23.400 --> 00:14:25.400]  其实我是一个
[00:14:25.400 --> 00:14:27.400]  都是挺理性的人
[00:14:27.400 --> 00:14:28.400]  我中三的时候
[00:14:28.400 --> 00:14:30.400]  有人给我传福音
[00:14:30.400 --> 00:14:31.400]  我当时
[00:14:31.400 --> 00:14:32.400]  就因为
[00:14:32.400 --> 00:14:35.400]  就自己看看一些唐诗
[00:14:35.400 --> 00:14:36.400]  又看看
[00:14:36.400 --> 00:14:37.400]  先秦儒家
[00:14:37.400 --> 00:14:39.400]  四书五经那些什么的
[00:14:39.400 --> 00:14:41.400]  我就很简单地回答
[00:14:41.400 --> 00:14:42.400]  我说
[00:14:42.400 --> 00:14:43.400]  就是
[00:14:43.400 --> 00:14:44.400]  没错
[00:14:44.400 --> 00:14:45.400]  耶稣基督的福音
[00:14:45.400 --> 00:14:48.400]  在我幼稚园都是基督教学校
[00:14:48.400 --> 00:14:49.400]  我说
[00:14:49.400 --> 00:14:50.400]  其实我们中国文化
[00:14:50.400 --> 00:14:52.400]  有很多很丰富的资源
[00:14:52.400 --> 00:14:53.400]  其实
[00:14:53.400 --> 00:14:54.400]  不用一定信耶稣
[00:14:54.400 --> 00:14:56.400]  都可以做到好人的
[00:14:56.400 --> 00:14:59.400]  那个同学就立刻不说话了
