
[00:00:00.000 --> 00:00:02.000]  各位頂智媒晚安
[00:00:02.000 --> 00:00:06.000]  很久沒有見過這麼多人
[00:00:06.000 --> 00:00:08.000]  可以在這麼多人面前去講道
[00:00:08.000 --> 00:00:10.000]  因為疫情的關係
[00:00:10.000 --> 00:00:12.000]  其實大部分的時間
[00:00:12.000 --> 00:00:14.000]  大家都是在電腦前面
[00:00:14.000 --> 00:00:16.000]  去看直播的崇拜
[00:00:16.000 --> 00:00:18.000]  今天講的題目是
[00:00:18.000 --> 00:00:20.000]  合神心意的敬拜
[00:00:20.000 --> 00:00:22.000]  首先我們就要去到
[00:00:22.000 --> 00:00:24.000]  想一想到底
[00:00:24.000 --> 00:00:26.000]  什麼才叫敬拜
[00:00:26.000 --> 00:00:28.000]  我想問大家什麼叫敬拜
[00:00:28.000 --> 00:00:30.000]  敬拜是什麼一回事呢
[00:00:30.000 --> 00:00:32.000]  我們要定義了才可以講
[00:00:32.000 --> 00:00:34.000]  是不是回來崇拜
[00:00:34.000 --> 00:00:36.000]  就叫做敬拜呢
[00:00:36.000 --> 00:00:38.000]  還是唱詩的部分就是敬拜呢
[00:00:38.000 --> 00:00:40.000]  講道的時候算不算呢
[00:00:40.000 --> 00:00:44.000]  我們要定義什麼是敬拜
[00:00:44.000 --> 00:00:46.000]  我會這樣去定義的
[00:00:46.000 --> 00:00:48.000]  敬拜是一種態度
[00:00:48.000 --> 00:00:50.000]  和生活方式
[00:00:50.000 --> 00:00:52.000]  敬拜是一種態度和生活方式
[00:00:52.000 --> 00:00:54.000]  換一個說法就是
[00:00:54.000 --> 00:00:56.000]  我們以一種敬畏神的態度
[00:00:56.000 --> 00:00:58.000]  去生活
[00:00:58.000 --> 00:01:00.000]  去過我們的每一天
[00:01:00.000 --> 00:01:02.000]  在任何的事上
[00:01:02.000 --> 00:01:04.000]  我們按著神的心意去做
[00:01:04.000 --> 00:01:06.000]  這樣
[00:01:06.000 --> 00:01:08.000]  是一種敬拜
[00:01:08.000 --> 00:01:10.000]  過著一種敬拜的生活
[00:01:10.000 --> 00:01:12.000]  因此敬拜就不限制於
[00:01:12.000 --> 00:01:14.000]  在這個禮堂
[00:01:14.000 --> 00:01:18.000]  敬拜是可以發生在任何地方的
[00:01:18.000 --> 00:01:20.000]  敬拜是可以發生在任何的場景的
[00:01:20.000 --> 00:01:24.000]  只要你是懷著敬畏神的心去生活的時候
[00:01:24.000 --> 00:01:28.000]  你就已經是敬拜神
[00:01:28.000 --> 00:01:32.000]  崇拜自然就是一種敬拜
[00:01:32.000 --> 00:01:34.000]  唱詩也是一種敬拜
[00:01:34.000 --> 00:01:36.000]  不過我們有時候會有一個誤會
[00:01:36.000 --> 00:01:40.000]  以為唱詩的時候就是敬拜
[00:01:40.000 --> 00:01:42.000]  所以偶爾都會聽到
[00:01:42.000 --> 00:01:44.000]  敬拜時間就完了
[00:01:44.000 --> 00:01:46.000]  接下來就是講道
[00:01:46.000 --> 00:01:50.000]  其實這是一個有一點錯誤的觀念
[00:01:50.000 --> 00:01:52.000]  講道甚至最後的報告
[00:01:52.000 --> 00:01:56.000]  其實由進電到退電
[00:01:56.000 --> 00:01:58.000]  都是一整個崇拜的禮序
[00:01:58.000 --> 00:02:02.000]  全部都是屬於敬拜的一部分
[00:02:02.000 --> 00:02:04.000]  就是安安靜靜的坐在這裡
[00:02:04.000 --> 00:02:06.000]  聽完講道聽完報告
[00:02:06.000 --> 00:02:13.000]  然後唱退電的時候的那個叫什麼詩
[00:02:13.000 --> 00:02:15.000]  使命詩也是使命詩
[00:02:15.000 --> 00:02:17.000]  然後我們就可以
[00:02:17.000 --> 00:02:20.000]  完成崇拜的禮序
[00:02:20.000 --> 00:02:25.000]  除了主日崇拜之外
[00:02:25.000 --> 00:02:29.000]  我們其實結束了主日崇拜之後
[00:02:29.000 --> 00:02:32.000]  我們依然是過著一個敬拜的生活
[00:02:32.000 --> 00:02:33.000]  作為一個基督徒
[00:02:33.000 --> 00:02:36.000]  我們依然是要保持著一種敬拜的生活
[00:02:36.000 --> 00:02:37.000]  在日常生活裡面
[00:02:37.000 --> 00:02:40.000]  你是可以在無時無刻去敬拜的
[00:02:40.000 --> 00:02:43.000]  今天跟大家講這個題目
[00:02:43.000 --> 00:02:45.000]  合神心意的敬拜
[00:02:45.000 --> 00:02:47.000]  我知道這個題目是很大很大
[00:02:47.000 --> 00:02:50.000]  我沒辦法去講得太多
[00:02:50.000 --> 00:02:52.000]  我只講三個重點
[00:02:52.000 --> 00:02:55.000]  而這三個重點其實比較偏向
[00:02:55.000 --> 00:02:58.000]  在一個崇拜的場景裡面
[00:02:58.000 --> 00:03:00.000]  因為這個也是我們最常接觸的
[00:03:00.000 --> 00:03:03.000]  以及我一定要選取一些場景去講
[00:03:03.000 --> 00:03:05.000]  但是並不代表
[00:03:05.000 --> 00:03:06.000]  我接下來講的東西
[00:03:06.000 --> 00:03:09.000]  在你日常生活裡面是實踐不了
[00:03:09.000 --> 00:03:10.000]  一樣是有關係的
[00:03:10.000 --> 00:03:11.000]  那個背後的真理
[00:03:11.000 --> 00:03:14.000]  一樣可以在你日常生活裡面去使用
[00:03:14.000 --> 00:03:16.000]  只不過我用了崇拜的場景
[00:03:16.000 --> 00:03:19.000]  來做最重點去講解的地方
[00:03:19.000 --> 00:03:21.000]  所以一開始要講明
[00:03:21.000 --> 00:03:25.000]  第一點我想跟大家講的就是敬拜的對象
[00:03:25.000 --> 00:03:27.000]  敬拜的對象是誰呢?
[00:03:27.000 --> 00:03:30.000]  首先想跟大家讀一段
[00:03:30.000 --> 00:03:32.000]  在福音書裡面的經文給大家聽
[00:03:32.000 --> 00:03:36.000]  「這切權柄和榮華,我都要給你,
[00:03:36.000 --> 00:03:38.000]  因為這原是交給我的,
[00:03:38.000 --> 00:03:40.000]  我願意給誰就給誰,
[00:03:40.000 --> 00:03:42.000]  你若在我面前下拜,
[00:03:42.000 --> 00:03:44.000]  這一切都歸你。」
[00:03:44.000 --> 00:03:48.000]  不知道大家對這個經文有沒有印象
[00:03:48.000 --> 00:03:52.000]  我之前看過一段外國的影片
[00:03:52.000 --> 00:03:56.000]  主持人拿著這段經文
[00:03:56.000 --> 00:03:59.000]  去訪問一些基督徒
[00:03:59.000 --> 00:04:01.000]  讀了給他們聽之後
[00:04:01.000 --> 00:04:05.000]  就問他們怎樣想怎樣看這段經文
[00:04:05.000 --> 00:04:07.000]  接著他們的反應就是
[00:04:07.000 --> 00:04:09.000]  有些人覺得很悶
[00:04:09.000 --> 00:04:13.000]  當然向神下拜就可以得到一些權柄和榮耀
[00:04:13.000 --> 00:04:16.000]  不知道有沒有人這樣想
[00:04:16.000 --> 00:04:19.000]  但是我再讀一次給大家聽
[00:04:19.000 --> 00:04:23.000]  這次我會把前文後理都展示給大家看
[00:04:23.000 --> 00:04:26.000]  是路加福音的四章
[00:04:26.000 --> 00:04:28.000]  「魔鬼又領他上了高山,
[00:04:28.000 --> 00:04:32.000]  霎時間把天下萬國都指給他看,對他說:
[00:04:32.000 --> 00:04:36.000]  這一切權柄和榮華,我都要給你,
[00:04:36.000 --> 00:04:38.000]  因為這原是交給我的,
[00:04:38.000 --> 00:04:40.000]  我願意給誰就給誰,
[00:04:40.000 --> 00:04:44.000]  你若在我面前下拜,這一切都歸你。
[00:04:44.000 --> 00:04:46.000]  耶穌回答他說:經上記著,
[00:04:46.000 --> 00:04:51.000]  要敬拜你的神,唯獨侍奉他。」
[00:04:51.000 --> 00:04:55.000]  原來這段經文是魔鬼
[00:04:55.000 --> 00:05:00.000]  用權柄和榮華去試探耶穌
[00:05:00.000 --> 00:05:03.000]  是試探耶穌的經文
[00:05:03.000 --> 00:05:05.000]  不是叫人向神下拜
[00:05:05.000 --> 00:05:08.000]  是叫耶穌向魔鬼下拜
[00:05:08.000 --> 00:05:12.000]  只要拜他,所有的榮華、權柄、富貴
[00:05:12.000 --> 00:05:14.000]  全部都給了
[00:05:14.000 --> 00:05:16.000]  這很值得我們反省
[00:05:16.000 --> 00:05:18.000]  剛才我看了那段影片
[00:05:18.000 --> 00:05:20.000]  裡面很多人都點頭
[00:05:20.000 --> 00:05:24.000]  以為這個信仰就是給我們這些東西
[00:05:24.000 --> 00:05:27.000]  以為我們的信仰就是要你向神下拜
[00:05:27.000 --> 00:05:30.000]  就會得到權柄和榮華
[00:05:30.000 --> 00:05:33.000]  問題出在哪裡呢?
[00:05:33.000 --> 00:05:36.000]  第一,可能是他們不熟悉聖經
[00:05:36.000 --> 00:05:39.000]  不熟悉聖經,自然看了就會感覺到
[00:05:39.000 --> 00:05:41.000]  好像金句一樣
[00:05:41.000 --> 00:05:45.000]  另一方面,可能是反映信徒心裡
[00:05:45.000 --> 00:05:47.000]  他們對信仰的看法都是
[00:05:47.000 --> 00:05:49.000]  我去拜這個神
[00:05:49.000 --> 00:05:53.000]  目的是要得到權柄和榮華
[00:05:53.000 --> 00:05:55.000]  其實這是很常出現的
[00:05:55.000 --> 00:05:57.000]  有時候傳福音都會有人問
[00:05:57.000 --> 00:06:00.000]  信你的耶穌有什麼好處?
[00:06:00.000 --> 00:06:03.000]  為什麼我要信他能幫我什麼?
[00:06:03.000 --> 00:06:06.000]  很多時候會有這些情況
[00:06:06.000 --> 00:06:08.000]  我們所謂的成功神學
[00:06:08.000 --> 00:06:11.000]  大家可能間中會聽到這個字眼
[00:06:11.000 --> 00:06:14.000]  以為敬拜上帝是換取一些東西
[00:06:14.000 --> 00:06:16.000]  是得到一些東西
[00:06:16.000 --> 00:06:19.000]  事實上,我不反對的是
[00:06:19.000 --> 00:06:21.000]  你作為上帝的子民
[00:06:21.000 --> 00:06:23.000]  上帝真的會賜福給你
[00:06:23.000 --> 00:06:24.000]  這件事是真的
[00:06:24.000 --> 00:06:26.000]  上帝是會賜福給你的
[00:06:26.000 --> 00:06:29.000]  如果榮華、富貴、權柄
[00:06:29.000 --> 00:06:31.000]  是不合神心意的
[00:06:31.000 --> 00:06:33.000]  那所羅門豈不是很大件事?
[00:06:33.000 --> 00:06:35.000]  阿伯拉罕也很有錢
[00:06:35.000 --> 00:06:39.000]  所羅門也很有權、有勢、有榮華、富貴
[00:06:39.000 --> 00:06:41.000]  那他們是否不合神心意?
[00:06:41.000 --> 00:06:43.000]  不是,那些東西是上帝賜給他的
[00:06:43.000 --> 00:06:45.000]  所以大家要小心聽
[00:06:45.000 --> 00:06:49.000]  榮華、富貴、金錢這些東西
[00:06:49.000 --> 00:06:51.000]  其實本身並沒有問題
[00:06:51.000 --> 00:06:53.000]  那問題在哪裡?
[00:06:53.000 --> 00:06:56.000]  問題是你怎樣得到這些東西?
