
[00:00:00.000 --> 00:00:02.000]  (主持人:今日講題係)
[00:00:02.000 --> 00:00:05.000]  (主持人:有雙倍靈感動的神僕人)
[00:00:05.000 --> 00:00:11.000]  (主持人:經文戲記載喺舊約五百一十八頁)
[00:00:11.000 --> 00:00:14.000]  (主持人:五百一十八頁舊約)
[00:00:14.000 --> 00:00:19.000]  (主持人:列王記下六章十五至二十三節)
[00:00:19.000 --> 00:00:23.000]  (主持人:列王記下六章十五至二十三節)
[00:00:23.000 --> 00:00:26.000]  (主持人:舊約聖經五百一十八頁)
[00:00:28.000 --> 00:00:31.000]  (主持人:神人的僕人清早起來出去)
[00:00:31.000 --> 00:00:35.000]  (主持人:看那車馬軍兵圍困了城)
[00:00:35.000 --> 00:00:37.000]  (主持人:僕人對神人說)
[00:00:37.000 --> 00:00:41.000]  (主持人:不好了 我主呀 我們該怎麼辦呢?)
[00:00:41.000 --> 00:00:42.000]  (主持人:神人說)
[00:00:42.000 --> 00:00:45.000]  (主持人:不要懼怕 因與我們同在的)
[00:00:45.000 --> 00:00:47.000]  (主持人:比與他們同在的更多)
[00:00:47.000 --> 00:00:50.000]  (主持人:以利沙土告說)
[00:00:50.000 --> 00:00:54.000]  (主持人:耶和華求你開他的眼目 使他能看見)
[00:00:54.000 --> 00:00:57.000]  (主持人:耶和華開了這年輕人的眼目)
[00:00:57.000 --> 00:00:59.000]  (主持人:他就看見了)
[00:00:59.000 --> 00:01:04.000]  (主持人:看那滿山有火馬和火焰車圍繞以利沙)
[00:01:04.000 --> 00:01:07.000]  (主持人:雅南人嚇到以利沙那裡)
[00:01:07.000 --> 00:01:10.000]  (主持人:以利沙向耶和華土告說)
[00:01:10.000 --> 00:01:14.000]  (主持人:求你擊打這國 使他們眼目失明)
[00:01:14.000 --> 00:01:18.000]  (主持人:耶和華就照以利沙的話擊打他們)
[00:01:18.000 --> 00:01:20.000]  (主持人:使他們眼目失明)
[00:01:20.000 --> 00:01:22.000]  (主持人:六章十九節)
[00:01:22.000 --> 00:01:24.000]  (主持人:以利沙對他們說)
[00:01:24.000 --> 00:01:27.000]  (主持人:這不是那條路 也不是那座城)
[00:01:27.000 --> 00:01:29.000]  (主持人:你們跟我走)
[00:01:29.000 --> 00:01:32.000]  (主持人:我必領你們到你們要尋找的人那裡)
[00:01:32.000 --> 00:01:35.000]  (主持人:於是他領他們到來撒馬利亞)
[00:01:35.000 --> 00:01:39.000]  (主持人:他們進了撒馬利亞以利沙說)
[00:01:39.000 --> 00:01:44.000]  (主持人:耶和華求你開這些人的眼目 使他們能看見)
[00:01:44.000 --> 00:01:48.000]  (主持人:耶和華開了他們的眼目 他們就看見了)
[00:01:48.000 --> 00:01:51.000]  (主持人:看那是在撒馬利亞城中)
[00:01:51.000 --> 00:01:55.000]  (主持人:以色列王看見他們 就對以利沙說)
[00:01:55.000 --> 00:01:58.000]  (主持人:我父啊 我真的可以擊殺他們嗎?)
[00:01:58.000 --> 00:02:01.000]  (主持人:他說 不可擊殺)
[00:02:01.000 --> 00:02:05.000]  (主持人:這些人豈是你用刀 用弓 用腦來給你擊殺的呢?)
[00:02:05.000 --> 00:02:09.000]  (主持人:當在他們面前擺設飲食 給他們吃喝)
[00:02:09.000 --> 00:02:12.000]  (主持人:讓他們回到他們主人那裡)
[00:02:12.000 --> 00:02:15.000]  (主持人:王為他們預備了盛大的宴席)
[00:02:15.000 --> 00:02:20.000]  (主持人:他們吃喝完了 王就送他們回到他們主人那裡)
[00:02:20.000 --> 00:02:24.000]  (主持人:此後 亞蘭德軍隊不再侵犯以色列地)
[00:02:24.000 --> 00:02:27.000]  (主持人:現在恭請陳牧師正導)
[00:02:27.000 --> 00:02:37.000]  (主持人:請姐妹平安)
[00:02:37.000 --> 00:02:43.000]  (主持人:剛才主席為我們讀出的經文的主角就是以利沙)
[00:02:43.000 --> 00:02:48.000]  (主持人:以利沙的名字的意思就是拯救)
[00:02:48.000 --> 00:02:57.000]  (主持人:他接觸以利亞成為以色列的重要先知)
[00:02:57.000 --> 00:03:01.000]  (主持人:當以利亞將要離開這個世界的時候)
[00:03:01.000 --> 00:03:07.000]  (主持人:以利沙知道自己將要接觸這個位置)
[00:03:07.000 --> 00:03:11.000]  (主持人:他藉著以利亞向神祖告諧)
[00:03:11.000 --> 00:03:19.000]  (主持人:求上帝的靈感動他 加倍地臨到他的生命當中)
[00:03:19.000 --> 00:03:23.000]  (主持人:真的 有些人數過)
[00:03:23.000 --> 00:03:26.000]  (主持人:以利亞行了七個大神蹟)
[00:03:26.000 --> 00:03:30.000]  (主持人:以利沙行了十四個大神蹟)
[00:03:30.000 --> 00:03:37.000]  (主持人:但我相信當中以利亞和以利沙都有很多不同的地方)
[00:03:37.000 --> 00:03:40.000]  (主持人:剛才那段事件)
[00:03:40.000 --> 00:03:44.000]  (主持人:說到以色列北部有一個阿蘭國)
[00:03:44.000 --> 00:03:47.000]  (主持人:久而久之就被搞砸了)
[00:03:47.000 --> 00:03:51.000]  (主持人:快要有入侵)
[00:03:51.000 --> 00:03:54.000]  (主持人:但在這段時間裡)
[00:03:54.000 --> 00:03:59.000]  (主持人:每一次有什麼計謀定了之後)
[00:03:59.000 --> 00:04:02.000]  (主持人:以色列都可以避開)
[00:04:02.000 --> 00:04:06.000]  (主持人:都可以拆解這些陰謀)
[00:04:06.000 --> 00:04:08.000]  (主持人:所以阿蘭王就在想)
[00:04:08.000 --> 00:04:10.000]  (主持人:為什麼呢)
[00:04:10.000 --> 00:04:13.000]  (主持人:究竟在他那裡有沒有一些奸細)
[00:04:13.000 --> 00:04:19.000]  (主持人:因為就算阿蘭王去到自己的睡房開會)
[00:04:19.000 --> 00:04:25.000]  (主持人:所有計謀都被以色列王識破了)
[00:04:25.000 --> 00:04:29.000]  (主持人:後來有一個大神告訴阿蘭王)
[00:04:29.000 --> 00:04:35.000]  (主持人:他說因為以色列國有一個先知叫做以利沙)
[00:04:35.000 --> 00:04:37.000]  (主持人:他得到上帝的幫助)
[00:04:37.000 --> 00:04:40.000]  (主持人:好像有一隻信封耳那樣)
[00:04:40.000 --> 00:04:42.000]  (主持人:我們無論在哪裡開會都好)
[00:04:42.000 --> 00:04:46.000]  (主持人:全部的事他都聽到的)
[00:04:46.000 --> 00:04:48.000]  (主持人:阿蘭王就去打聽一下)
[00:04:48.000 --> 00:04:51.000]  (主持人:究竟以利沙住在哪裡)
[00:04:51.000 --> 00:04:55.000]  (主持人:當他知道他住在多丹這個地方的時候)
[00:04:55.000 --> 00:04:58.000]  (主持人:他就派遣很多的軍隊)
[00:04:58.000 --> 00:05:01.000]  (主持人:就連夜去到這個地方)
[00:05:01.000 --> 00:05:06.000]  (主持人:就想要來抓這個以利沙)
[00:05:06.000 --> 00:05:14.000]  (主持人:這個就是剛才讀經的背景)
[00:05:14.000 --> 00:05:16.000]  (主持人:我們就看一下)
[00:05:16.000 --> 00:05:24.000]  (主持人:在當中以利沙和他的僕人有什麼經歷)
[00:05:24.000 --> 00:05:26.000]  (主持人:到第二天早上)
[00:05:26.000 --> 00:05:30.000]  (主持人:當以利沙的僕人一早起來打開窗)
[00:05:30.000 --> 00:05:33.000]  (主持人:他就看到屋的周圍)
[00:05:33.000 --> 00:05:37.000]  (主持人:就遍滿了阿蘭的軍隊)
[00:05:37.000 --> 00:05:40.000]  (主持人:他就說這次死定了)
[00:05:40.000 --> 00:05:42.000]  (主持人:他就告訴以利沙)
[00:05:42.000 --> 00:05:47.000]  (主持人:怎麼辦?所有阿蘭軍隊都圍繞著我們)
[00:05:47.000 --> 00:05:51.000]  (主持人:但是以利沙就很鎮靜地說)
[00:05:51.000 --> 00:05:54.000]  (主持人:他不用怕,有什麼好怕的呢?)
[00:05:54.000 --> 00:05:58.000]  (主持人:因為在我們這邊的軍隊)
[00:05:58.000 --> 00:06:04.000]  (主持人:比在他們那邊的軍隊更加多)
[00:06:04.000 --> 00:06:07.000]  (主持人:這個僕人就覺得很奇怪)
[00:06:07.000 --> 00:06:09.000]  (主持人:明明有這麼多軍隊在)
[00:06:09.000 --> 00:06:12.000]  (主持人:我們在這間屋裡只有幾個人)
[00:06:12.000 --> 00:06:15.000]  (主持人:為什麼會這麼鎮靜呢?)
[00:06:15.000 --> 00:06:20.000]  (主持人:因為這個僕人所看到的)
[00:06:20.000 --> 00:06:24.000]  (主持人:只是肉眼所看到的東西)
[00:06:24.000 --> 00:06:32.000]  (主持人:他只看到對方的敵人有很多兵馬)
[00:06:32.000 --> 00:06:36.000]  (主持人:他也看到自己可能快要死了)
[00:06:36.000 --> 00:06:39.000]  (主持人:因為一定輸定了)
[00:06:39.000 --> 00:06:43.000]  (主持人:但是以利沙就向上帝祈禱)
[00:06:43.000 --> 00:06:49.000]  (主持人:求上帝開這個僕人的眼睛)
[00:06:49.000 --> 00:06:54.000]  (主持人:祈禱之後這個僕人就真的看到)
[00:06:54.000 --> 00:07:01.000]  (主持人:在山上滿佈火車火馬)
[00:07:01.000 --> 00:07:04.000]  (主持人:他就知道這些火車火馬)
[00:07:04.000 --> 00:07:08.000]  (主持人:來支持以利沙保護他們)
[00:07:08.000 --> 00:07:14.000]  (主持人:因為耶和華被稱為萬軍之主)
[00:07:14.000 --> 00:07:18.000]  (主持人:即是說他是天軍的統帥)
[00:07:18.000 --> 00:07:24.000]  (主持人:還有萬軍之主,即是全能的耶和華)
[00:07:24.000 --> 00:07:29.000]  (主持人:所以有這個全能的上帝保護著的時候)
[00:07:29.000 --> 00:07:32.000]  (主持人:以利亞一點都不怕)
[00:07:32.000 --> 00:07:40.000]  (主持人:因為以利沙所看到的是一個屬靈的體見)
[00:07:40.000 --> 00:07:43.000]  (主持人:是一個信心的體見)
[00:07:43.000 --> 00:07:44.000]  (主持人:所以不用怕)
[00:07:44.000 --> 00:07:47.000]  (主持人:因為與我們同在的兵)
[00:07:47.000 --> 00:07:49.000]  (主持人:與我們同在的軍)
[00:07:49.000 --> 00:07:55.000]  (主持人:比對方亞蘭的軍兵更加多)
[00:07:55.000 --> 00:08:00.000]  (主持人:相信以利沙不單止是一個安慰)
[00:08:00.000 --> 00:08:06.000]  (主持人:而是宣告與我們同在的上帝)
[00:08:06.000 --> 00:08:12.000]  (主持人:比任何敵方的力量更加大)
[00:08:12.000 --> 00:08:17.000]  (主持人:在新年的時候)
[00:08:17.000 --> 00:08:21.000]  (主持人:在WhatsApp收到一幅祝賀)
[00:08:21.000 --> 00:08:23.000]  (主持人:驟眼看下去的時候)
[00:08:23.000 --> 00:08:26.000]  (主持人:都不知道是什麼東西來的)
[00:08:26.000 --> 00:08:29.000]  (主持人:有些又粗有些又幼的線條)
[00:08:29.000 --> 00:08:32.000]  (主持人:我覺得新年嘍嘍,老友鬼鬼)
[00:08:32.000 --> 00:08:35.000]  (主持人:竟然送一張這樣的東西來祝賀我)
[00:08:35.000 --> 00:08:38.000]  (主持人:什麼東西來的)
[00:08:38.000 --> 00:08:41.000]  (主持人:但當看真一點的時候)
[00:08:41.000 --> 00:08:44.000]  (主持人:就看到裡面有很寶貴的祝福)
[00:08:44.000 --> 00:08:49.000]  (主持人:你們看不看到)
[00:08:49.000 --> 00:08:51.000]  (主持人:看不看到)
[00:08:51.000 --> 00:08:53.000]  (主持人:要慢慢看)
[00:08:53.000 --> 00:08:58.000]  (主持人:這幅應該是心懷感恩)
[00:08:58.000 --> 00:09:00.000]  (主持人:看不看到)
[00:09:00.000 --> 00:09:06.000]  (主持人:上上喜樂)
[00:09:06.000 --> 00:09:08.000]  (主持人:對了)
[00:09:08.000 --> 00:09:11.000]  (主持人:Iris有信心的眼睛看到)
[00:09:11.000 --> 00:09:16.000]  (主持人:你最好留心慢慢看)
[00:09:16.000 --> 00:09:20.000]  (主持人:你就看到裡面的祝賀在)
[00:09:20.000 --> 00:09:23.000]  (主持人:不單止是你這樣直看)
[00:09:23.000 --> 00:09:25.000]  (主持人:原來當你的頭側了來看)
[00:09:25.000 --> 00:09:28.000]  (主持人:又看到另外一個祝賀)
[00:09:28.000 --> 00:09:31.000]  (主持人:看到什麼)
[00:09:31.000 --> 00:09:38.000]  (主持人:我側看很難自己也看不到)
[00:09:38.000 --> 00:09:40.000]  (主持人:我給頭四個字)
[00:09:40.000 --> 00:09:43.000]  (主持人:主持平安)
[00:09:43.000 --> 00:09:45.000]  (主持人:後面呢)
[00:09:45.000 --> 00:09:49.000]  (主持人:主持平安)
[00:09:49.000 --> 00:09:52.000]  (主持人:以馬來利)
[00:09:52.000 --> 00:09:55.000]  (主持人:對了,要有信心的眼睛才可以來看)
[00:09:55.000 --> 00:09:57.000]  (主持人:再看一次)
[00:09:57.000 --> 00:10:01.000]  (主持人:這個就是)
[00:10:01.000 --> 00:10:05.000]  (主持人:心懷感恩,常常喜樂)
