
[00:00:00.000 --> 00:00:03.400]  可能他心中是想著那個主人帶我回家
[00:00:03.400 --> 00:00:05.400]  但如是者他每天
[00:00:05.400 --> 00:00:07.400]  看到門開大
[00:00:07.400 --> 00:00:10.400]  都見不到很熟悉的身影
[00:00:10.400 --> 00:00:16.400]  第四天這個主人去世了
[00:00:16.400 --> 00:00:17.400]  怎麼辦呢?
[00:00:17.400 --> 00:00:22.400]  其實醫院的醫護人員都不忍心
[00:00:22.400 --> 00:00:24.400]  要幫他找個主人
[00:00:24.400 --> 00:00:29.400]  讓他可以再帶著他
[00:00:29.400 --> 00:00:32.400]  其實可以看到這個狗仔和主人的感情
[00:00:32.400 --> 00:00:36.400]  是有一份愛在裡面
[00:00:36.400 --> 00:00:39.400]  你也看到他對這個主人是很忠心的
[00:00:39.400 --> 00:00:42.400]  今天我們去講忠心的暴人
[00:00:42.400 --> 00:00:46.400]  不過我們不是用狗仔代替我們自己
[00:00:46.400 --> 00:00:48.400]  我們學習那個忠心
[00:00:48.400 --> 00:00:52.400]  到底在聖經裡面我們看那個忠心是怎樣的呢?
[00:00:52.400 --> 00:00:58.400]  首先我們看看這個服侍的對象
[00:00:59.400 --> 00:01:02.400]  在聖經裡面
[00:01:02.400 --> 00:01:05.400]  剛才所讀的經文
[00:01:05.400 --> 00:01:10.400]  就是我們做僕人不可能服侍兩個主人
[00:01:10.400 --> 00:01:13.400]  如果你們家裡有工人姐姐
[00:01:13.400 --> 00:01:15.400]  其實她很聰明的
[00:01:15.400 --> 00:01:17.400]  經常聽到婆婆投訴
[00:01:17.400 --> 00:01:19.400]  她說工人姐姐不聽我的話
[00:01:19.400 --> 00:01:21.400]  她只聽我兒子說話
[00:01:21.400 --> 00:01:24.400]  因為工人姐姐很聰明
[00:01:24.400 --> 00:01:28.400]  誰是給她工資的
[00:01:28.400 --> 00:01:30.400]  她就會聽她的
[00:01:30.400 --> 00:01:32.400]  當她看到她先生回來的時候
[00:01:32.400 --> 00:01:34.400]  她很賣力的做很多事
[00:01:34.400 --> 00:01:36.400]  其實那些事平時是可以做的
[00:01:36.400 --> 00:01:38.400]  不過她專門要做給她先生看
[00:01:38.400 --> 00:01:41.400]  讓他自己從良心過得去
[00:01:41.400 --> 00:01:43.400]  表示她自己在盡力
[00:01:43.400 --> 00:01:44.400]  我們可以很清楚的知道
[00:01:44.400 --> 00:01:46.400]  是只有一個主人
[00:01:46.400 --> 00:01:50.400]  不可能有兩個她要服侍的對象
[00:01:50.400 --> 00:01:52.400]  她看得很準
[00:01:52.400 --> 00:01:54.400]  今天我們一樣的
[00:01:54.400 --> 00:01:57.400]  今天我們要服侍誰呢
[00:01:57.400 --> 00:01:58.400]  下面那句就說
[00:01:58.400 --> 00:02:00.400]  你不可以服侍上帝
[00:02:00.400 --> 00:02:02.400]  又服侍馬門
[00:02:02.400 --> 00:02:04.400]  這個馬門這個字
[00:02:04.400 --> 00:02:07.400]  其實就是雅蘭文所叫的馬門
[00:02:07.400 --> 00:02:09.400]  其實就是財產
[00:02:09.400 --> 00:02:11.400]  財富
[00:02:11.400 --> 00:02:15.400]  讓你知道原來是和金錢有關係的
[00:02:15.400 --> 00:02:17.400]  其實很簡單來說
[00:02:17.400 --> 00:02:19.400]  這個馬門就是指錢
[00:02:19.400 --> 00:02:21.400]  指金錢
[00:02:21.400 --> 00:02:23.400]  耶穌基督並不是說
[00:02:23.400 --> 00:02:28.400]  錢是不對的
[00:02:28.400 --> 00:02:31.400]  祂沒有說金錢是罪惡的
[00:02:31.400 --> 00:02:34.400]  祂只是說貪財是萬惡之根
[00:02:34.400 --> 00:02:36.400]  祂沒有說金錢是不對的
[00:02:36.400 --> 00:02:38.400]  祂給我們有金錢
[00:02:38.400 --> 00:02:39.400]  你富裕一點
[00:02:39.400 --> 00:02:42.400]  你可以多些使用
[00:02:42.400 --> 00:02:44.400]  或者在環境裏面
[00:02:44.400 --> 00:02:46.400]  你可以給人舒適一點
[00:02:46.400 --> 00:02:47.400]  只是這個意思
[00:02:47.400 --> 00:02:50.400]  但並不是叫你不可以用錢
[00:02:50.400 --> 00:02:53.400]  不是說教會就要武武毒毒
[00:02:53.400 --> 00:02:56.400]  或者是錢都不敢用
[00:02:56.400 --> 00:02:57.400]  不是這個意思
[00:02:57.400 --> 00:03:02.400]  而是照樣讓你可以和別人一樣
[00:03:02.400 --> 00:03:03.400]  你可以過舒適的生活
[00:03:03.400 --> 00:03:05.400]  不過你怎樣去看那些錢
[00:03:05.400 --> 00:03:07.400]  是更加重要
[00:03:07.400 --> 00:03:10.400]  到底那些錢是不是成為你的主人呢
[00:03:10.400 --> 00:03:11.400]  你是不是為了錢
[00:03:11.400 --> 00:03:13.400]  你很努力地做
[00:03:13.400 --> 00:03:15.400]  都忘記要吃飯
[00:03:15.400 --> 00:03:17.400]  或者忘記要休息
[00:03:17.400 --> 00:03:20.400]  你將那些錢成為你的奴隸
[00:03:20.400 --> 00:03:22.400]  這反而是你的重點
[00:03:22.400 --> 00:03:25.400]  你將錢是怎樣看呢
[00:03:25.400 --> 00:03:28.400]  當你將錢發到很大的時候
[00:03:28.400 --> 00:03:31.400]  表示你所忠心的對象
[00:03:31.400 --> 00:03:33.400]  就不是主了
[00:03:33.400 --> 00:03:34.400]  就不是我們的神了
[00:03:34.400 --> 00:03:36.400]  而是錢
[00:03:36.400 --> 00:03:40.400]  這正正是透過不義的管家裏面
[00:03:40.400 --> 00:03:42.400]  所教導我們
[00:03:42.400 --> 00:03:44.400]  如果你用得恰當的時候
[00:03:44.400 --> 00:03:47.400]  可能你會成為一個好的僕人
[00:03:47.400 --> 00:03:54.400]  所以一個人如果過份地積蓄財產
[00:03:54.400 --> 00:03:58.400]  積蓄很多錢
[00:03:58.400 --> 00:04:00.400]  太看重這件事的時候
[00:04:00.400 --> 00:04:03.400]  這是神不起穴的
[00:04:03.400 --> 00:04:04.400]  他教導我們
[00:04:04.400 --> 00:04:05.400]  我們的目標
[00:04:05.400 --> 00:04:06.400]  我們服事的目標
[00:04:06.400 --> 00:04:09.400]  今天我們來敬拜誰呢
[00:04:09.400 --> 00:04:12.400]  我們敬拜的是這位創造萬有
[00:04:12.400 --> 00:04:14.400]  給我們生命的這位主
[00:04:14.400 --> 00:04:15.400]  我們去敬拜他
[00:04:15.400 --> 00:04:18.400]  而不是我們去敬拜金錢
[00:04:18.400 --> 00:04:19.400]  我們要分清楚
[00:04:19.400 --> 00:04:23.400]  我們今天所服事的對象是誰
[00:04:23.400 --> 00:04:25.400]  在台灣很久很久以前
[00:04:25.400 --> 00:04:28.400]  差不多已經有三分之一的人
[00:04:28.400 --> 00:04:32.400]  是玩股票的
[00:04:32.400 --> 00:04:33.400]  他們每天投資
[00:04:33.400 --> 00:04:37.400]  超過四百萬到一千萬的生產小時
[00:04:37.400 --> 00:04:40.400]  他們很著重這件事
[00:04:40.400 --> 00:04:43.400]  這件事影響了整個社會
[00:04:43.400 --> 00:04:47.400]  改善了整個社會人的生活
[00:04:47.400 --> 00:04:52.400]  很多新加入的玩股票的人
[00:04:52.400 --> 00:04:55.400]  都按不住心中的那種誘惑
[00:04:55.400 --> 00:04:57.400]  因為太吸引他了
[00:04:57.400 --> 00:04:59.400]  太喜愛了
[00:04:59.400 --> 00:05:03.400]  也是投機的心理形成一個氣氛
[00:05:03.400 --> 00:05:06.400]  所以一些剛入股的年青人
[00:05:06.400 --> 00:05:09.400]  所謂的白領階級的人
[00:05:09.400 --> 00:05:10.400]  他們說閉上眼睛
[00:05:10.400 --> 00:05:13.400]  他們想著怎樣賺錢
[00:05:13.400 --> 00:05:17.400]  所以這個很盲目的投機
[00:05:17.400 --> 00:05:22.400]  都是成為他們心中所嚮往的
[00:05:22.400 --> 00:05:24.400]  一夥人一個一個去追求一件事
[00:05:24.400 --> 00:05:27.400]  大家就跟著買哪隻股票
[00:05:27.400 --> 00:05:28.400]  整個社會裏面
[00:05:28.400 --> 00:05:30.400]  每個階層裏面
[00:05:30.400 --> 00:05:32.400]  都不多不少受到影響
[00:05:32.400 --> 00:05:38.400]  甚至是房地產都是飆升的
[00:05:38.400 --> 00:05:42.400]  那些低階層又怎樣呢
[00:05:42.400 --> 00:05:45.400]  剛入社會的年輕人怎樣辦呢
[00:05:45.400 --> 00:05:47.400]  他們無能為力
[00:05:47.400 --> 00:05:51.400]  但是他們很想過一些
[00:05:51.400 --> 00:05:54.400]  追求一些享受的生活
[00:05:54.400 --> 00:05:56.400]  雖然他們沒什麼錢
[00:05:56.400 --> 00:05:59.400]  但是他們賺到多少
[00:05:59.400 --> 00:06:01.400]  他們就花多少
[00:06:01.400 --> 00:06:03.400]  他們希望過一些好的生活
[00:06:03.400 --> 00:06:05.400]  所以他們吃好的 買好的
[00:06:05.400 --> 00:06:06.400]  或者穿著名牌的
[00:06:06.400 --> 00:06:10.400]  這些是他們所追求的
[00:06:10.400 --> 00:06:13.400]  有什麼辦法可以讓他們一日自負呢
[00:06:13.400 --> 00:06:15.400]  當然是樂合財
[00:06:15.400 --> 00:06:17.400]  在台灣一樣 在香港一樣
[00:06:17.400 --> 00:06:20.400]  很多人都去賭一賭
[00:06:20.400 --> 00:06:22.400]  看有沒有人拿
[00:06:22.400 --> 00:06:24.400]  可能下一次會累積獎金
[00:06:24.400 --> 00:06:26.400]  會很嚮往的
[00:06:26.400 --> 00:06:27.400]  可能有些人就是因為這樣
[00:06:27.400 --> 00:06:28.400]  走火入魔
[00:06:28.400 --> 00:06:31.400]  可能是令到他一敗塗地
[00:06:31.400 --> 00:06:35.400]  可能是令到他自殺
[00:06:35.400 --> 00:06:36.400]  或者是倒閉
[00:06:36.400 --> 00:06:40.400]  因為太過沉迷這些東西
[00:06:40.400 --> 00:06:44.400]  今天我們來看看
[00:06:44.400 --> 00:06:46.400]  我們在服事裏面
[00:06:46.400 --> 00:06:49.400]  主耶穌對我們有什麼要求呢
[00:06:49.400 --> 00:06:52.400]  祂對要求的資格是怎樣呢
[00:06:52.400 --> 00:06:55.400]  祂說人應該把我們看為基督的執事
[00:06:55.400 --> 00:07:00.400]  為上帝的奧秘的管家
[00:07:00.400 --> 00:07:02.400]  所求於管家的是什麼呢
[00:07:02.400 --> 00:07:04.400]  就是要他忠心
[00:07:04.400 --> 00:07:07.400]  今天你那樣東西很厲害也說不定
[00:07:07.400 --> 00:07:10.400]  但是沒有了這個忠心是不行的
[00:07:10.400 --> 00:07:11.400]  今天我們要服事我們的主
[00:07:11.400 --> 00:07:14.400]  祂對我們的要求就是要忠心
[00:07:14.400 --> 00:07:16.400]  因為忠心是很重要的
[00:07:16.400 --> 00:07:18.400]  是比你擁有很多東西多
[00:07:18.400 --> 00:07:20.400]  或者你有很多學識
[00:07:20.400 --> 00:07:22.400]  你有很多資格
[00:07:22.400 --> 00:07:24.400]  你有很多學歷
[00:07:24.400 --> 00:07:25.400]  或者很多經驗
[00:07:25.400 --> 00:07:26.400]  無論怎樣
[00:07:26.400 --> 00:07:29.400]  但是耶穌說你要服事他的時候
[00:07:29.400 --> 00:07:31.400]  祂要求我們的
[00:07:31.400 --> 00:07:38.400]  很重要的資格就是要忠心
[00:07:38.400 --> 00:07:45.400]  對於我們服事的態度又怎樣呢
[00:07:45.400 --> 00:07:47.400]  記不記得西比大的兒子
[00:07:47.400 --> 00:07:49.400]  雅各和約翰
[00:07:49.400 --> 00:07:50.400]  他們和耶穌說
[00:07:50.400 --> 00:07:51.400]  我要在你的榮耀裏面
[00:07:51.400 --> 00:07:53.400]  讓我們一個坐右邊一個坐左邊
[00:07:53.400 --> 00:07:55.400]  好不好呢
[00:07:55.400 --> 00:07:57.400]  其實他們想坐在耶穌左邊右邊
[00:07:57.400 --> 00:08:00.400]  有什麼意思呢
[00:08:00.400 --> 00:08:03.400]  為什麼他們這樣提出之後
[00:08:03.400 --> 00:08:06.400]  其他的門徒就有很大的反應
[00:08:06.400 --> 00:08:10.400]  為什麼只有你們兩個坐在左右呢
[00:08:10.400 --> 00:08:12.400]  我們為什麼不可以坐呢
[00:08:12.400 --> 00:08:14.400]  我聽到權力
[00:08:14.400 --> 00:08:15.400]  人們很想要權力
[00:08:15.400 --> 00:08:17.400]  但是耶穌說
[00:08:17.400 --> 00:08:20.400]  坐在左坐在右
[00:08:20.400 --> 00:08:23.400]  你們知道在說什麼嗎
[00:08:23.400 --> 00:08:25.400]  我所要喝的杯子
[00:08:25.400 --> 00:08:27.400]  你們可以接受嗎
[00:08:27.400 --> 00:08:29.400]  但是他們什麼都說應承的
[00:08:29.400 --> 00:08:30.400]  但是你們知不知道
[00:08:30.400 --> 00:08:33.400]  耶穌走這個虎杯
[00:08:33.400 --> 00:08:34.400]  是不容易的
[00:08:34.400 --> 00:08:36.400]  他自己也不想喝虎杯
[00:08:36.400 --> 00:08:39.400]  不過他順服主的旨意
[00:08:39.400 --> 00:08:42.400]  他說我們走上這個十字架
[00:08:42.400 --> 00:08:44.400]  但是他們竟然這麼輕易說
[00:08:44.400 --> 00:08:46.400]  我都可以的
[00:08:46.400 --> 00:08:47.400]  沒錯
[00:08:47.400 --> 00:08:50.400]  他們可能也要喝這個虎杯
[00:08:50.400 --> 00:08:52.400]  但是這個位置
[00:08:52.400 --> 00:08:54.400]  可不可以坐在耶穌左右
[00:08:54.400 --> 00:08:57.400]  不是耶穌可以作主的
[00:08:57.400 --> 00:08:59.400]  是神去定位的
[00:08:59.400 --> 00:09:01.400]  神今天安排你在哪個崗位
[00:09:01.400 --> 00:09:03.400]  你不要輕忽了
[00:09:03.400 --> 00:09:05.400]  是神給你的位置
[00:09:05.400 --> 00:09:07.400]  你要好好守住
[00:09:07.400 --> 00:09:09.400]  你要忠心的去侍奉他
