
[00:00:00.000 --> 00:00:02.000]  大英姐妹早晨
[00:00:02.000 --> 00:00:08.000]  在家裡看直播的大英姐妹
[00:00:08.000 --> 00:00:11.000]  早晨了,跟你打個招呼
[00:00:11.000 --> 00:00:13.000]  雖然我看不到你們
[00:00:13.000 --> 00:00:15.000]  不過我相信你們已經有反應了
[00:00:15.000 --> 00:00:19.000]  今天很開心能夠跟大家一起敬拜
[00:00:19.000 --> 00:00:24.000]  特別剛才我們可以唱詩歌讚美神
[00:00:24.000 --> 00:00:25.000]  可以敬拜
[00:00:25.000 --> 00:00:29.000]  真的可以非常難得
[00:00:29.000 --> 00:00:35.000]  今時今日我們能夠敬拜
[00:00:35.000 --> 00:00:37.000]  感不感恩?
[00:00:37.000 --> 00:00:39.000]  很感恩吧
[00:00:39.000 --> 00:00:45.000]  所以我今天的講題叫做逆境自強
[00:00:45.000 --> 00:00:50.000]  是配合這個時代跟大家分享的訊息
[00:00:50.000 --> 00:00:56.000]  我講的自強當然不是在生理上
[00:00:56.000 --> 00:00:59.000]  身體上的自強
[00:00:59.000 --> 00:01:02.000]  有其他資訊大家知道如何自強
[00:01:02.000 --> 00:01:06.000]  我今天跟大家談的逆境自強
[00:01:06.000 --> 00:01:10.000]  是針對我們在心靈上
[00:01:10.000 --> 00:01:14.000]  在靈性上如何自強
[00:01:14.000 --> 00:01:16.000]  所以這個題目
[00:01:16.000 --> 00:01:20.000]  希望透過剛才所讀的經文
[00:01:20.000 --> 00:01:24.000]  大家可以一起思考
[00:01:24.000 --> 00:01:26.000]  在開始之前
[00:01:26.000 --> 00:01:29.000]  我想先跟大家祈禱
[00:01:29.000 --> 00:01:33.000]  天父,願祢瀑人口裡的說話
[00:01:33.000 --> 00:01:36.000]  心裡的意念在祢的面前
[00:01:36.000 --> 00:01:38.000]  蒙祢的月亮
[00:01:38.000 --> 00:01:41.000]  也願祢的靈感動我們
[00:01:41.000 --> 00:01:44.000]  無論說的聽的都同感一靈
[00:01:44.000 --> 00:01:46.000]  都能夠同蒙恩惠
[00:01:46.000 --> 00:01:49.000]  奉耶穌的名祈禱
[00:01:49.000 --> 00:01:51.000]  阿門
[00:01:51.000 --> 00:01:55.000]  逆境這兩個字應該沒什麼人喜歡
[00:01:55.000 --> 00:01:57.000]  一提起逆境
[00:01:57.000 --> 00:01:59.000]  人們都會耍手,就見及靈頭
[00:01:59.000 --> 00:02:00.000]  為什麼呢?
[00:02:00.000 --> 00:02:03.000]  因為沒人喜歡逆境
[00:02:03.000 --> 00:02:05.000]  不過話說回來
[00:02:05.000 --> 00:02:09.000]  有時候逆境是自己拿回來的
[00:02:09.000 --> 00:02:13.000]  好像最近如果大家有留意新聞
[00:02:13.000 --> 00:02:19.000]  都知道中國體壇也有一宗挺震撼的新聞
[00:02:19.000 --> 00:02:21.000]  如果你留意到的話
[00:02:21.000 --> 00:02:25.000]  就是原來我們的一個游泳代表
[00:02:25.000 --> 00:02:28.000]  大家知道是兩個字的人
[00:02:28.000 --> 00:02:29.000]  叫孫楊
[00:02:29.000 --> 00:02:35.000]  因為被國際組織裁定他吃了禁藥
[00:02:35.000 --> 00:02:41.000]  所以不能夠參與將來的國際賽事
[00:02:41.000 --> 00:02:46.000]  我想這個消息對孫楊來說是一個很大的打擊
[00:02:46.000 --> 00:02:49.000]  有時候也會明白到
[00:02:49.000 --> 00:02:53.000]  有時候逆境如果他真的吃了禁藥
[00:02:53.000 --> 00:02:57.000]  換句話說就是自食其果
[00:02:57.000 --> 00:03:02.000]  他將逆境發生在他身上
[00:03:02.000 --> 00:03:05.000]  但是有時候你知道
[00:03:05.000 --> 00:03:07.000]  逆境是我們不想要的時候
[00:03:07.000 --> 00:03:10.000]  偏偏就淋在身上
[00:03:10.000 --> 00:03:12.000]  你有沒有留意到?
[00:03:12.000 --> 00:03:16.000]  有時候真的好像天有不測的風雲
[00:03:16.000 --> 00:03:19.000]  突然間招架不利
[00:03:19.000 --> 00:03:23.000]  突然間逆境就發生在你的身上
[00:03:23.000 --> 00:03:25.000]  也可能發生在我們的身上
[00:03:25.000 --> 00:03:28.000]  就像最近的疫情
[00:03:28.000 --> 00:03:30.000]  我想沒有什麼人要的
[00:03:30.000 --> 00:03:32.000]  但是也沒有選擇都發生
