
[00:00:00.000 --> 00:00:03.400]  路加福音2章8至14節
[00:00:03.400 --> 00:00:06.400]  在伯利恆的野外有牧羊人
[00:00:06.400 --> 00:00:09.600]  夜間值班看守羊群
[00:00:09.600 --> 00:00:13.200]  有主的一個使者站在他們旁邊
[00:00:13.200 --> 00:00:16.400]  主的榮光四面照著他們
[00:00:16.400 --> 00:00:18.800]  牧羊人就很懼怕
[00:00:18.800 --> 00:00:20.800]  那天使對他們說
[00:00:20.800 --> 00:00:22.200]  不要懼怕
[00:00:22.200 --> 00:00:23.000]  看啊
[00:00:23.000 --> 00:00:25.800]  因為我報給你們大喜的訊息
[00:00:25.800 --> 00:00:28.200]  是關乎萬民的
[00:00:28.200 --> 00:00:30.600]  因今天在大衛的成侶
[00:00:30.600 --> 00:00:32.400]  為你們生了救主
[00:00:32.400 --> 00:00:34.400]  就是主基督
[00:00:34.400 --> 00:00:36.400]  你們要看見一個英雄
[00:00:36.400 --> 00:00:37.600]  包著布
[00:00:37.600 --> 00:00:39.200]  臥在馬槽裡
[00:00:39.200 --> 00:00:42.200]  那就是給你們的記號
[00:00:42.200 --> 00:00:44.400]  忽然有一大隊天兵
[00:00:44.400 --> 00:00:46.800]  和那天使讚美神說
[00:00:46.800 --> 00:00:49.600]  在至高之處榮耀歸於神
[00:00:49.600 --> 00:00:53.000]  在地上平安歸於他所喜悅的人
[00:00:53.000 --> 00:00:55.000]  恭敬聖事人 交給你
[00:00:56.000 --> 00:00:58.000]  (聖誕快樂)
[00:00:59.000 --> 00:01:01.000]  (聖誕快樂)
[00:01:02.000 --> 00:01:04.000]  請支持聖誕快樂
[00:01:04.000 --> 00:01:09.000]  在這兩天裡
[00:01:09.000 --> 00:01:12.000]  我們說聖誕快樂這句話
[00:01:12.000 --> 00:01:14.000]  說了很多很多次
[00:01:14.000 --> 00:01:17.000]  現在再給大家一次機會
[00:01:17.000 --> 00:01:19.000]  想一句
[00:01:19.000 --> 00:01:21.000]  一句聖誕的祝賀
[00:01:21.000 --> 00:01:23.000]  不准再說聖誕快樂
[00:01:23.000 --> 00:01:27.000]  和你周圍的人說一句聖誕的祝賀
[00:01:27.000 --> 00:01:30.000]  現在可以開始
[00:01:31.000 --> 00:01:33.000]  (聖誕快樂)
[00:01:33.000 --> 00:01:48.000]  今天是12月25日
[00:01:48.000 --> 00:01:54.000]  是紀念祖耶穌基督降生來拯救世人的日子
[00:01:54.000 --> 00:01:57.000]  是普天同慶的
[00:01:57.000 --> 00:02:01.000]  不過很抱歉我要告訴大家一件事
[00:02:01.000 --> 00:02:04.000]  在聖經裡
[00:02:04.000 --> 00:02:10.000]  從來沒有明確記載到耶穌究竟何時出生
[00:02:10.000 --> 00:02:14.000]  也因為這個年代太過久
[00:02:14.000 --> 00:02:21.000]  所以沒有人知道耶穌究竟實質是幾多月幾多日出生
[00:02:21.000 --> 00:02:27.000]  因為12月25日只是後來的人定立
[00:02:27.000 --> 00:02:30.000]  就好像上一輩的人
[00:02:30.000 --> 00:02:33.000]  很多都不知道自己何時生日
[00:02:33.000 --> 00:02:34.000]  就像我媽媽也是這樣
[00:02:34.000 --> 00:02:36.000]  她不知道自己何時出生
[00:02:36.000 --> 00:02:38.000]  所以就定何時
[00:02:38.000 --> 00:02:42.000]  因為農曆初七是人日
[00:02:42.000 --> 00:02:46.000]  所以她就定農曆初七為她的生日
[00:02:46.000 --> 00:02:51.000]  她來到香港的時候去登記身份證的時候
[00:02:51.000 --> 00:02:55.000]  於是就登記了1月7日
[00:02:55.000 --> 00:02:58.000]  這個就成為了她的生日
[00:02:58.000 --> 00:03:03.000]  同樣耶穌基督降生這個12月25日
[00:03:03.000 --> 00:03:05.000]  其實都是差不多的
[00:03:06.000 --> 00:03:10.000]  原本在這個12月25日
[00:03:10.000 --> 00:03:23.000]  是羅馬人義邦慶祝太陽神降生的日子
[00:03:23.000 --> 00:03:29.000]  為何又定這一天12月25日是太陽神降生呢?
[00:03:29.000 --> 00:03:37.000]  因為12月25日是北歐的地方冬至的時間
[00:03:37.000 --> 00:03:40.000]  就像我們前幾天也有冬至
[00:03:40.000 --> 00:03:49.000]  這個冬至就代表太陽和地球尺度距離最遠的日子
[00:03:49.000 --> 00:03:52.000]  在北歐的地方12月25日
[00:03:52.000 --> 00:03:58.000]  因為尺度距離太陽很遠
[00:03:58.000 --> 00:04:03.000]  所以在那天的日子只是很短的時間
[00:04:03.000 --> 00:04:07.000]  相反夜晚是很長的
[00:04:07.000 --> 00:04:10.000]  過了12月25日之後
[00:04:10.000 --> 00:04:15.000]  黑夜就會慢慢縮短
[00:04:15.000 --> 00:04:19.000]  日子就會慢慢長
[00:04:19.000 --> 00:04:22.000]  所以在北歐的人
[00:04:22.000 --> 00:04:29.000]  他們就當這天是春天的新開始
[00:04:29.000 --> 00:04:31.000]  他們覺得在這一天之後
[00:04:31.000 --> 00:04:35.000]  這會帶給人很大的希望
[00:04:35.000 --> 00:04:39.000]  因為萬物將會復蘇
[00:04:39.000 --> 00:04:46.000]  古時的人就拆了馬車的輪子
[00:04:46.000 --> 00:04:47.000]  未必拆的
[00:04:47.000 --> 00:04:51.000]  將舊的馬車輪子收起來
[00:04:51.000 --> 00:04:58.000]  然後就將一些常青樹的樹葉圍著車輪
[00:04:58.000 --> 00:05:00.000]  平放在地上
[00:05:00.000 --> 00:05:06.000]  然後在車輪上放上一些蠟燭
[00:05:06.000 --> 00:05:11.000]  象徵著太陽早日的回來
[00:05:11.000 --> 00:05:16.000]  希望白晝越來越長
[00:05:16.000 --> 00:05:18.000]  其實這個就是我們聖誕
[00:05:18.000 --> 00:05:25.000]  很多時候我們稱它為「張臨橫」的東西
[00:05:25.000 --> 00:05:28.000]  那個來源
[00:05:28.000 --> 00:05:33.000]  所以12月25日其實最初期
[00:05:33.000 --> 00:05:38.000]  是慶祝太陽神降生
[00:05:38.000 --> 00:05:43.000]  為什麼無端端又變成紀念耶穌基督誕生呢?
[00:05:43.000 --> 00:05:48.000]  因為這個公元大約是三世紀
[00:05:48.000 --> 00:05:54.000]  羅馬帝國很想將這些不同的宗教
[00:05:54.000 --> 00:05:57.000]  基督化
[00:05:57.000 --> 00:06:03.000]  所以他們就將原本慶祝太陽神的日子
[00:06:03.000 --> 00:06:10.000]  定為慶祝耶穌基督降生的日子
[00:06:10.000 --> 00:06:13.000]  寓意真光進入世界
[00:06:13.000 --> 00:06:16.000]  在公元440年的時候
[00:06:16.000 --> 00:06:22.000]  羅馬教廷就公佈了這個消息
[00:06:22.000 --> 00:06:24.000]  今年我們很感謝神
[00:06:24.000 --> 00:06:29.000]  待會你可以上來看一看這個佈置
[00:06:29.000 --> 00:06:33.000]  剛才他幫我們做了一個張臨橫
[00:06:33.000 --> 00:06:36.000]  在當中又有蠟燭
[00:06:36.000 --> 00:06:39.000]  剛才主席幫我們點的那支白蠟燭
[00:06:39.000 --> 00:06:42.000]  就代表了基督的真光
[00:06:42.000 --> 00:06:44.000]  在我們看到張臨橫之外
[00:06:44.000 --> 00:06:47.000]  又增展了很多的支出來
[00:06:47.000 --> 00:06:49.000]  原來方太告訴我們
[00:06:49.000 --> 00:06:51.000]  它就是代表太陽
[00:06:51.000 --> 00:06:54.000]  代表了耶穌基督就是這個真光
[00:06:54.000 --> 00:06:57.000]  我們沒有串聯過
[00:06:57.000 --> 00:07:01.000]  但上帝就將我們合在一起
[00:07:01.000 --> 00:07:05.000]  然後在公元440年的時候
[00:07:05.000 --> 00:07:09.000]  就只是在羅馬統治範圍內
[00:07:09.000 --> 00:07:13.000]  定了12月25日為聖誕
[00:07:13.000 --> 00:07:19.000]  到公元1607年的時候
[00:07:19.000 --> 00:07:22.000]  世界所有的宗教領袖
[00:07:22.000 --> 00:07:24.000]  才集合在白利恆那裡
[00:07:24.000 --> 00:07:30.000]  來定了全世界都定12月25日
[00:07:30.000 --> 00:07:34.000]  是慶祝耶穌基督誕生的日子
[00:07:34.000 --> 00:07:37.000]  所以其實今天不是聖誕
[00:07:37.000 --> 00:07:39.000]  不知道的 可能是有不定的
[00:07:39.000 --> 00:07:40.000]  我們不知道的
[00:07:40.000 --> 00:07:44.000]  我們說到聖誕
[00:07:44.000 --> 00:07:46.000]  說到耶穌基督的時候
[00:07:46.000 --> 00:07:50.000]  都是和光有關的
[00:07:50.000 --> 00:07:53.000]  看不看到?
[00:07:53.000 --> 00:07:55.000]  少少吧
[00:07:55.000 --> 00:07:56.000]  如果你看不到
[00:07:56.000 --> 00:07:59.000]  在後面禮堂走的時候
[00:07:59.000 --> 00:08:00.000]  你可以看到
[00:08:00.000 --> 00:08:04.000]  漆黑漆黑的地方
[00:08:04.000 --> 00:08:06.000]  突然間有光
[00:08:06.000 --> 00:08:09.000]  有一位姊妹很好
[00:08:09.000 --> 00:08:12.000]  我給了她一句聖經
[00:08:12.000 --> 00:08:15.000]  在黑暗中行走的百姓
[00:08:15.000 --> 00:08:17.000]  看見了大光
[00:08:17.000 --> 00:08:19.000]  住在死淫之地的人
[00:08:19.000 --> 00:08:21.000]  有光照耀她
[00:08:21.000 --> 00:08:23.000]  在舊日聖經裏面
[00:08:23.000 --> 00:08:25.000]  已經在預言
[00:08:25.000 --> 00:08:28.000]  這個尼塞亞族像光一樣
[00:08:28.000 --> 00:08:31.000]  將這個在罪惡當中
[00:08:31.000 --> 00:08:33.000]  在死淫之地的人
[00:08:33.000 --> 00:08:36.000]  光照出來
[00:08:36.000 --> 00:08:38.000]  到新約的時候
[00:08:38.000 --> 00:08:40.000]  耶穌的親戚
[00:08:40.000 --> 00:08:44.000]  預言到耶穌的誕生是怎樣呢?
[00:08:44.000 --> 00:08:46.000]  在我們神殿的心牆
[00:08:46.000 --> 00:08:49.000]  叫清神的日光
[00:08:49.000 --> 00:08:52.000]  從高天臨到我們
[00:08:52.000 --> 00:08:55.000]  要照亮坐在黑暗中
[00:08:55.000 --> 00:08:57.000]  死淫裏面的人
[00:08:57.000 --> 00:09:01.000]  將我們的腳引到和平的路上
[00:09:01.000 --> 00:09:06.000]  又是講到耶穌基督那份新光
[00:09:06.000 --> 00:09:08.000]  要照亮我們這班罪惡的人
[00:09:08.000 --> 00:09:14.000]  要將我們引到和平的路上
[00:09:14.000 --> 00:09:17.000]  為甚麼耶穌基督或聖經裏面
[00:09:17.000 --> 00:09:22.000]  不斷提到光要驅走黑暗呢?
[00:09:22.000 --> 00:09:24.000]  因為人在黑暗當中的時候
[00:09:24.000 --> 00:09:27.000]  就會胡作妄為
[00:09:27.000 --> 00:09:29.000]  你看看有時粵語殘片
[00:09:29.000 --> 00:09:31.000]  或不看粵語殘片都真實
[00:09:31.000 --> 00:09:34.000]  有時人們偷情專在甚麼時候?
[00:09:34.000 --> 00:09:36.000]  晚上嘛
[00:09:36.000 --> 00:09:38.000]  還要去到哪裏?
[00:09:38.000 --> 00:09:41.000]  去到荒山野嶺那裏去偷情
[00:09:41.000 --> 00:09:42.000]  為甚麼要這樣做?
[00:09:42.000 --> 00:09:45.000]  因為他們都知道這是罪惡的事
[00:09:45.000 --> 00:09:47.000]  是不見得光的
[00:09:47.000 --> 00:09:51.000]  所以當主的榮光臨到的時候
[00:09:51.000 --> 00:09:54.000]  他要照亮所有的人
[00:09:54.000 --> 00:09:58.000]  將黑暗的事情驅走
[00:09:58.000 --> 00:10:00.000]  因為罪惡的事
[00:10:00.000 --> 00:10:02.000]  只是罪終之樂
[00:10:02.000 --> 00:10:04.000]  只是一段時間
[00:10:04.000 --> 00:10:07.000]  當真光一照耀的時候
[00:10:07.000 --> 00:10:10.000]  這一切都要顯明
[00:10:10.000 --> 00:10:12.000]  都要被驅走
[00:10:12.000 --> 00:10:17.000]  所以當尼釵亞降臨在地上的時候
[00:10:17.000 --> 00:10:20.000]  天使就去到這個曠野那裏
[00:10:20.000 --> 00:10:23.000]  他對牧羊人宣佈
[00:10:23.000 --> 00:10:25.000]  關乎萬民
[00:10:25.000 --> 00:10:29.000]  是所有人都有關的大喜消息
