
[00:00:00.000 --> 00:00:05.600]  多謝主讓今天晚上我們再一次去研讀聖經創世紀
[00:00:05.600 --> 00:00:08.600]  幫助我們能夠從阿伯拉罕
[00:00:08.600 --> 00:00:11.600]  他差不多去到人生的終點
[00:00:11.600 --> 00:00:15.600]  讓我們能夠對這一位在信心的路上
[00:00:15.600 --> 00:00:18.000]  一路這樣來到去成長
[00:00:18.000 --> 00:00:21.600]  經歷了人生很多的不同階段
[00:00:21.600 --> 00:00:23.600]  到晚年的時候
[00:00:23.600 --> 00:00:27.600]  開始記載就是他的太太離世
[00:00:27.600 --> 00:00:34.600]  和他的兒子要娶的是他的故鄉的一些女兒
[00:00:34.600 --> 00:00:39.600]  也都讓我們看到他在聖經的時間
[00:00:39.600 --> 00:00:42.600]  他需要離開落寞的人生
[00:00:42.600 --> 00:00:45.600]  幫助我們對這一位的阿伯拉罕
[00:00:45.600 --> 00:00:47.600]  由他離開吾爾
[00:00:47.600 --> 00:00:49.600]  我們一路這樣來到去探索研讀
[00:00:49.600 --> 00:00:52.600]  讓我們的信心跟隨主
[00:00:52.600 --> 00:00:54.600]  都是能夠不斷的有成長
[00:00:54.600 --> 00:00:56.600]  我們一起在你面前等候禱告
[00:00:56.600 --> 00:00:59.600]  奉耶穌基督的名
[00:00:59.600 --> 00:01:00.600]  阿們
[00:01:00.600 --> 00:01:04.600]  上一個禮拜簡單說了22章
[00:01:04.600 --> 00:01:08.600]  近尾就不夠時間再說23章
[00:01:08.600 --> 00:01:11.600]  夾雜著好像真的一個三文治那樣
[00:01:11.600 --> 00:01:18.600]  就是關乎到阿伯拉罕的故鄉的一些發生的事
[00:01:18.600 --> 00:01:24.600]  就是他的親弟弟家裡有12個兒子
[00:01:24.600 --> 00:01:29.600]  當然有元配就是這個麥加
[00:01:29.600 --> 00:01:32.600]  和他的妾劉瑪
[00:01:32.600 --> 00:01:34.600]  總共有12個兒子
[00:01:34.600 --> 00:01:38.600]  阿伯拉罕你想一想就是由17章
[00:01:38.600 --> 00:01:40.600]  應許生兒子
[00:01:40.600 --> 00:01:43.600]  一路去到18章等等
[00:01:43.600 --> 00:01:47.600]  接著就去到他的兒子以撒出世
[00:01:47.600 --> 00:01:52.600]  自己晚年的時候100歲
[00:01:52.600 --> 00:01:58.600]  太太撒拉90歲生了這個兒子以撒
[00:01:58.600 --> 00:02:03.600]  那你就可以想像那個對比很大的
[00:02:03.600 --> 00:02:07.600]  阿伯拉罕要得到這個應許的兒子
[00:02:07.600 --> 00:02:10.600]  需要很多的信心
[00:02:10.600 --> 00:02:16.600]  神好像一路都要他經驗很多的信心功課考驗
[00:02:16.600 --> 00:02:19.600]  才能夠得到神的應許
[00:02:19.600 --> 00:02:25.600]  相對他的兄弟家族又是完全兩樣東西
[00:02:25.600 --> 00:02:28.600]  接著稍後就去到他的兒子要找太太
[00:02:28.600 --> 00:02:30.600]  又是一個很長篇
[00:02:30.600 --> 00:02:34.600]  創世紀最長的一章記載的經文
[00:02:34.600 --> 00:02:41.600]  很多是那個僕人和這個家族的對話
[00:02:41.600 --> 00:02:45.600]  尤其是和這個李伯嘉
[00:02:45.600 --> 00:02:53.600]  和彼土利的兒子拉班的對話
[00:02:53.600 --> 00:02:57.600]  我們看回第20節
[00:02:57.600 --> 00:03:00.600]  22章的20節
[00:03:00.600 --> 00:03:02.600]  給大家一些輪廓
[00:03:02.600 --> 00:03:04.600]  23章又是夾雜著
[00:03:04.600 --> 00:03:06.600]  值得我們去想一下
[00:03:06.600 --> 00:03:11.600]  因為作者都想我們留意一下那個地方
[00:03:11.600 --> 00:03:15.600]  麥比拉田或麥比拉洞裏面有一個洞
[00:03:15.600 --> 00:03:20.600]  一般他們會葬在山洞裏面的棺木
[00:03:20.600 --> 00:03:23.600]  第20節我們上星期看過
[00:03:23.600 --> 00:03:43.600]  (主持人讀書)
[00:03:43.600 --> 00:03:46.600]  作者已經不止一次
[00:03:46.600 --> 00:03:49.600]  他很想告訴你將來我要說的人物
[00:03:49.600 --> 00:03:51.600]  他現在就會有些伏筆地告訴你
[00:03:51.600 --> 00:03:53.600]  將來我會說這個李伯嘉
[00:03:53.600 --> 00:03:57.600]  所以下一章24章就立即說
[00:03:57.600 --> 00:03:59.600]  第23節
[00:03:59.600 --> 00:04:15.600]  (主持人讀書)
[00:04:15.600 --> 00:04:18.600]  我們上星期都幾乎探討過
[00:04:18.600 --> 00:04:24.600]  就是阿伯拉罕和家鄉是有來往的
[00:04:24.600 --> 00:04:26.600]  雖然未必是他自己親自去
[00:04:26.600 --> 00:04:29.600]  但是聖經又沒有交代太多
[00:04:29.600 --> 00:04:31.600]  但是有接觸的
[00:04:31.600 --> 00:04:33.600]  不是音訊全無的
[00:04:33.600 --> 00:04:35.600]  不是斷絕任何關係的
[00:04:35.600 --> 00:04:38.600]  而是真的大家有來往的時候
[00:04:38.600 --> 00:04:44.600]  所以下一章24章的阿伯拉罕打發他的僕人
[00:04:44.600 --> 00:04:47.600]  幫他的兒子以撒找太太
[00:04:47.600 --> 00:04:50.600]  又是一件很合理的事
[00:04:50.600 --> 00:04:53.600]  當然我們稍後有機會說到原因
[00:04:53.600 --> 00:04:59.600]  為什麼要回去吾爾米索波大米的地方
[00:04:59.600 --> 00:05:03.600]  來找自己的媳婦呢
[00:05:03.600 --> 00:05:07.600]  接著23章一章很短的經文
[00:05:07.600 --> 00:05:09.600]  但是夾雜在這裡的時候
[00:05:09.600 --> 00:05:12.600]  都讓我們看看阿伯拉罕
[00:05:12.600 --> 00:05:14.600]  從另一個角度去看看
[00:05:14.600 --> 00:05:16.600]  阿伯拉罕現在這個時候
[00:05:16.600 --> 00:05:19.600]  他的內心是怎樣呢
[00:05:19.600 --> 00:05:23.600]  即是跟隨主離開了自己的故鄉
[00:05:23.600 --> 00:05:24.600]  自己的家族
[00:05:24.600 --> 00:05:26.600]  自己的父家
[00:05:26.600 --> 00:05:31.600]  現在他去到這個人生的階段
[00:05:31.600 --> 00:05:33.600]  他的內心是怎樣呢
[00:05:33.600 --> 00:05:35.600]  心如止水
[00:05:35.600 --> 00:05:39.600]  還是更加的那種心靈的雀躍呢
[00:05:39.600 --> 00:05:43.600]  22章如果用一個總結
[00:05:43.600 --> 00:05:48.600]  就是阿伯拉罕他的信心
[00:05:48.600 --> 00:05:51.600]  去到一個很高的水平
[00:05:51.600 --> 00:05:53.600]  一個很高的quality
[00:05:53.600 --> 00:05:56.600]  不是那些數量
[00:05:56.600 --> 00:05:57.600]  是那個質量
[00:05:57.600 --> 00:05:59.600]  那個quality of life
[00:05:59.600 --> 00:06:01.600]  或者quality of faith
[00:06:01.600 --> 00:06:04.600]  信心的質量是很高的
[00:06:04.600 --> 00:06:06.600]  所謂含金量
[00:06:06.600 --> 00:06:08.600]  很高的信心
[00:06:08.600 --> 00:06:11.600]  就是神叫他做什麼
[00:06:11.600 --> 00:06:14.600]  他就清早起來就去做
[00:06:14.600 --> 00:06:16.600]  不三心兩意
[00:06:16.600 --> 00:06:18.600]  不婆婆媽媽
[00:06:18.600 --> 00:06:20.600]  不出一句聲
[00:06:20.600 --> 00:06:25.600]  是去到阿以薩問他
[00:06:25.600 --> 00:06:28.600]  他才開始說話
[00:06:28.600 --> 00:06:29.600]  很難的
[00:06:29.600 --> 00:06:31.600]  真的很難的
[00:06:31.600 --> 00:06:34.600]  心思意念裡面總有問號
[00:06:34.600 --> 00:06:36.600]  不明白
[00:06:36.600 --> 00:06:39.600]  但是整章的22章告訴我們
[00:06:39.600 --> 00:06:43.600]  他的信心質量是很高的
[00:06:43.600 --> 00:06:45.600]  也可以告訴我們
[00:06:45.600 --> 00:06:48.600]  信心可以一直成長
[00:06:48.600 --> 00:06:51.600]  可以一直建立
[00:06:51.600 --> 00:06:53.600]  這個就是
[00:06:53.600 --> 00:06:56.600]  值得我們去思想一下
[00:06:56.600 --> 00:06:58.600]  我們自己
[00:06:58.600 --> 00:07:00.600]  上教會這麼多年了
[00:07:00.600 --> 00:07:05.600]  神和我們的接觸
[00:07:05.600 --> 00:07:08.600]  我們那個所謂的
[00:07:08.600 --> 00:07:10.600]  糾纏的那個關係
[00:07:10.600 --> 00:07:13.600]  是不是越來越成長
[00:07:13.600 --> 00:07:14.600]  信服
[00:07:14.600 --> 00:07:18.600]  對主有一份很赤裸的愛
[00:07:18.600 --> 00:07:22.600]  還是還停留在很低的層次水平呢
[00:07:22.600 --> 00:07:25.600]  這個創世紀就不斷想告訴我們
[00:07:25.600 --> 00:07:27.600]  有一個人
[00:07:27.600 --> 00:07:29.600]  和他的兄弟
[00:07:29.600 --> 00:07:33.600]  那個人生有很大的不相同
[00:07:33.600 --> 00:07:35.600]  去到22章近尾
[00:07:35.600 --> 00:07:37.600]  記載拿學
[00:07:37.600 --> 00:07:39.600]  自己親弟弟
[00:07:39.600 --> 00:07:41.600]  那個人生
[00:07:41.600 --> 00:07:45.600]  和自己現在過一個很簡樸的
[00:07:45.600 --> 00:07:47.600]  寄居的生活
[00:07:47.600 --> 00:07:49.600]  那個分別
[00:07:49.600 --> 00:07:51.600]  相信就是那個信心的質量
[00:07:51.600 --> 00:07:53.600]  是很不同的
[00:07:53.600 --> 00:07:55.600]  如果用當時那個世代
[00:07:55.600 --> 00:07:58.600]  神將阿伯拉罕擺出來
[00:07:58.600 --> 00:08:02.600]  真的好像灌絕了當時的人群
[00:08:02.600 --> 00:08:06.600]  一個對神有很深的認識的阿伯拉罕
[00:08:06.600 --> 00:08:08.600]  不再是當年75歲
[00:08:08.600 --> 00:08:10.600]  離開吾爾的時候
[00:08:10.600 --> 00:08:12.600]  那個水平了
[00:08:12.600 --> 00:08:14.600]  接著23章
[00:08:14.600 --> 00:08:16.600]  我們看看
[00:08:16.600 --> 00:08:18.600]  全章很短
[00:08:18.600 --> 00:08:21.600]  撒拉享壽127歲
[00:08:21.600 --> 00:08:23.600]  那就是說
[00:08:23.600 --> 00:08:25.600]  以撒現在多少歲呢
[00:08:25.600 --> 00:08:27.600]  很容易
[00:08:27.600 --> 00:08:28.600]  減回90歲
[00:08:28.600 --> 00:08:30.600]  因為90歲生的是以撒
[00:08:30.600 --> 00:08:33.600]  所以以撒現在都37歲了
[00:08:33.600 --> 00:08:37.600]  這是撒拉一生的歲數
[00:08:37.600 --> 00:08:40.600]  撒拉死在迦南地的基列阿巴
[00:08:40.600 --> 00:08:42.600]  留意一下基列阿巴這個地方
[00:08:42.600 --> 00:08:44.600]  就是希伯倫
[00:08:44.600 --> 00:08:46.600]  死在迦南地
[00:08:46.600 --> 00:08:47.600]  這個我們知道
[00:08:47.600 --> 00:08:49.600]  他們就是去迦南寄居
[00:08:49.600 --> 00:08:51.600]  就是神應許的地方
[00:08:51.600 --> 00:08:53.600]  地圖
[00:08:53.600 --> 00:08:56.600]  希伯倫這個地方
[00:08:57.600 --> 00:08:59.600]  接著就是
[00:08:59.600 --> 00:09:02.600]  阿伯拉罕為他哀悼哭號
[00:09:02.600 --> 00:09:05.600]  後來阿伯拉罕從死人面前起來
[00:09:05.600 --> 00:09:07.600]  對黑人說
[00:09:07.600 --> 00:09:09.600]  我在你們中間是外人
[00:09:09.600 --> 00:09:10.600]  是寄居的
[00:09:10.600 --> 00:09:13.600]  求你們在這裡給我一塊地
[00:09:13.600 --> 00:09:15.600]  我好埋葬我的死人
[00:09:15.600 --> 00:09:17.600]  使他不在我眼前
[00:09:17.600 --> 00:09:19.600]  黑人回答阿伯拉罕說
[00:09:19.600 --> 00:09:21.600]  我主請聽
[00:09:21.600 --> 00:09:24.600]  你在我們中間是一位尊大的王子
[00:09:24.600 --> 00:09:26.600]  只管在我們最好的墳地裡
[00:09:26.600 --> 00:09:28.600]  埋葬你的死人
[00:09:28.600 --> 00:09:32.600]  我們沒有一人不容你在他的墳地裡
[00:09:32.600 --> 00:09:33.600]  埋葬你的死人
[00:09:33.600 --> 00:09:35.600]  阿伯拉罕就起來
[00:09:35.600 --> 00:09:37.600]  向那地的黑人下拜
[00:09:37.600 --> 00:09:38.600]  對他們說
[00:09:38.600 --> 00:09:41.600]  你們若有意叫我埋葬我的死人
[00:09:41.600 --> 00:09:43.600]  使他不在我眼前
[00:09:43.600 --> 00:09:45.600]  就請聽我的話
[00:09:45.600 --> 00:09:48.600]  為我求所下的兒子伊弗倫
[00:09:48.600 --> 00:09:52.600]  把田頭上那麥比拉洞給我
[00:09:52.600 --> 00:09:55.600]  他可以按著竹架埋給我
[00:09:55.600 --> 00:09:58.600]  作我在你們中間的墳地
[00:09:58.600 --> 00:10:01.600]  當時伊弗倫正坐在黑人中間
[00:10:01.600 --> 00:10:05.600]  於是黑人伊弗倫在城門出入的黑人面前
[00:10:05.600 --> 00:10:07.600]  對阿伯拉罕說
[00:10:07.600 --> 00:10:09.600]  不然我主請聽
[00:10:09.600 --> 00:10:11.600]  我送給你這塊田
[00:10:11.600 --> 00:10:13.600]  連田間的洞也送給你
[00:10:13.600 --> 00:10:16.600]  在我同族的人面前都給你
[00:10:16.600 --> 00:10:18.600]  可以埋葬你的死人
[00:10:18.600 --> 00:10:21.600]  阿伯拉罕就在那地的人民面前下拜
[00:10:21.600 --> 00:10:24.600]  在他們面前對伊弗倫說
[00:10:24.600 --> 00:10:26.600]  你若英文請聽我的話
[00:10:26.600 --> 00:10:28.600]  我要把田價給你
[00:10:28.600 --> 00:10:29.600]  求你收下
[00:10:29.600 --> 00:10:32.600]  我就在那裏埋葬我的死人
[00:10:32.600 --> 00:10:33.600]  伊弗倫回答
[00:10:33.600 --> 00:10:34.600]  阿伯拉罕說
[00:10:34.600 --> 00:10:35.600]  我主請聽
[00:10:35.600 --> 00:10:40.600]  值四百赤霞勒銀子的一塊田
[00:10:40.600 --> 00:10:43.600]  在你我中間還算什麽呢
[00:10:43.600 --> 00:10:45.600]  只管埋葬你的死人吧
[00:10:45.600 --> 00:10:48.600]  即是大家在那裏一路這樣推
[00:10:48.600 --> 00:10:50.600]  推搪這樣
[00:10:50.600 --> 00:10:52.600]  覺得不需要錢
[00:10:52.600 --> 00:10:56.600]  但是阿伯拉罕就堅持要收錢
[00:10:56.600 --> 00:10:58.600]  第十六節
[00:10:58.600 --> 00:11:00.600]  阿伯拉罕聽從了伊弗倫
[00:11:00.600 --> 00:11:02.600]  照在他在黑人面前所說的話
[00:11:02.600 --> 00:11:05.600]  把買賣通用的銀子
[00:11:05.600 --> 00:11:08.600]  平了四百赤霞勒給伊弗倫
[00:11:08.600 --> 00:11:12.600]  於是密比拉萬里前
[00:11:12.600 --> 00:11:14.600]  伊弗倫的那塊田
[00:11:14.600 --> 00:11:16.600]  和其中的洞
[00:11:16.600 --> 00:11:18.600]  並田間四處的樹木
[00:11:18.600 --> 00:11:21.600]  都定準了歸於阿伯拉罕
[00:11:21.600 --> 00:11:23.600]  乃是他在黑人面前
[00:11:23.600 --> 00:11:27.600]  並城門出入的人面前買妥的
[00:11:27.600 --> 00:11:31.600]  此後阿伯拉罕把他妻子薩拉埋葬
[00:11:31.600 --> 00:11:37.600]  在迦南地萬里前的密比拉田間的洞裏
[00:11:37.600 --> 00:11:39.600]  留意下十九節
[00:11:39.600 --> 00:11:42.600]  萬里就是希伯倫
[00:11:42.600 --> 00:11:44.600]  原來又叫做基列阿巴
[00:11:44.600 --> 00:11:47.600]  基列阿巴後來我們就知道
[00:11:47.600 --> 00:11:51.600]  原來阿巴特別在文素記
[00:11:51.600 --> 00:11:52.600]  約書亞記
[00:11:52.600 --> 00:11:54.600]  阿巴是一個大族
[00:11:54.600 --> 00:11:58.600]  所以就用阿巴做希伯倫的名字
[00:11:58.600 --> 00:12:00.600]  基列阿巴
[00:12:00.600 --> 00:12:04.600]  但是原來希伯倫真正的名字
[00:12:04.600 --> 00:12:06.600]  或者另一個名字
[00:12:06.600 --> 00:12:09.600]  就是萬里象樹的地方
[00:12:09.600 --> 00:12:11.600]  這個地方大家一路讀
[00:12:11.600 --> 00:12:13.600]  由十三章開始讀
[00:12:13.600 --> 00:12:15.600]  你就會知道
[00:12:15.600 --> 00:12:19.600]  這個就是阿伯拉罕和太太和羅德
[00:12:19.600 --> 00:12:21.600]  初到貴境的時候
[00:12:21.600 --> 00:12:24.600]  就在萬里那裏
[00:12:24.600 --> 00:12:31.600]  和萬里成為了朋友的家族
[00:12:31.600 --> 00:12:33.600]  來結盟
