
[00:00:00.000 --> 00:00:05.000]  婚禮從來不宜
[00:00:05.000 --> 00:00:10.000]  使徒約翰在約翰福音第十三章一開始
[00:00:10.000 --> 00:00:14.000]  記錄耶穌臨別時的講論
[00:00:14.000 --> 00:00:16.000]  他說,如月節以前
[00:00:16.000 --> 00:00:21.000]  耶穌知道自己離世歸附的時候到了
[00:00:21.000 --> 00:00:26.000]  耶穌就開始對門徒講了一連串的教訓
[00:00:26.000 --> 00:00:30.000]  在如月節晚餐後為門徒洗腳
[00:00:30.000 --> 00:00:34.000]  教導他們如何謙卑地服侍
[00:00:34.000 --> 00:00:37.000]  又預言自己將會被出賣
[00:00:37.000 --> 00:00:42.000]  然後在第十四章主耶穌安慰門徒
[00:00:42.000 --> 00:00:45.000]  「你們心裡不要憂愁」
[00:00:45.000 --> 00:00:50.000]  並宣告父神會賜下主耶穌
[00:00:50.000 --> 00:00:53.000]  和聖靈永遠與他們同在
[00:00:53.000 --> 00:00:58.000]  又對他們說:「我不辭下你們為孤兒
[00:00:58.000 --> 00:01:01.000]  我必到你們這裡來」
[00:01:01.000 --> 00:01:03.000]  但是耶穌將要離開
[00:01:03.000 --> 00:01:07.000]  對門徒來說這個消息實在太震撼了
[00:01:07.000 --> 00:01:10.000]  因為在過去三年多的日子
[00:01:10.000 --> 00:01:13.000]  他們與耶穌一起生活
[00:01:13.000 --> 00:01:15.000]  他們一起經歷了很多很多
[00:01:15.000 --> 00:01:18.000]  現在耶穌說在不久的將來
[00:01:18.000 --> 00:01:20.000]  他們就再也見不到祂了
[00:01:20.000 --> 00:01:24.000]  這個消息令到門徒心裡忐忑不安
[00:01:24.000 --> 00:01:26.000]  就在這個氣氛底下
[00:01:26.000 --> 00:01:28.000]  使徒約翰記下了
[00:01:28.000 --> 00:01:31.000]  耶穌曾經說過一個比喻
[00:01:31.000 --> 00:01:35.000]  就是葡萄樹與之子的比喻
[00:01:35.000 --> 00:01:39.000]  耶穌知道當祂完成了祂世上的使命
[00:01:39.000 --> 00:01:42.000]  就是當祂自己在十字架上說
[00:01:42.000 --> 00:01:47.000]  「成了以後世界就即將開始新的一頁
[00:01:47.000 --> 00:01:52.000]  全世界全人類都要進入一個新約的時代
[00:01:52.000 --> 00:01:54.000]  新約的時代開始
[00:01:54.000 --> 00:01:56.000]  在這個新的時代
[00:01:56.000 --> 00:01:59.000]  基督徒成為新的以色列
[00:01:59.000 --> 00:02:01.000]  成為新的選民
[00:02:01.000 --> 00:02:03.000]  伴隨著這個新的身份
[00:02:03.000 --> 00:02:05.000]  領受了新的任務
[00:02:05.000 --> 00:02:08.000]  所以有大使命的頒布
[00:02:08.000 --> 00:02:14.000]  所以你們要去使萬民作我的門徒
[00:02:14.000 --> 00:02:17.000]  奉父子聖靈的名
[00:02:17.000 --> 00:02:19.000]  給他們施浸
[00:02:19.000 --> 00:02:22.000]  凡我所吩咐你們的
[00:02:22.000 --> 00:02:25.000]  都教訓他們遵守
[00:02:25.000 --> 00:02:28.000]  我就常與你們同在
[00:02:28.000 --> 00:02:31.000]  直到世界的末了」
[00:02:31.000 --> 00:02:34.000]  按照大使命的記載
[00:02:34.000 --> 00:02:36.000]  原來我們知道
[00:02:36.000 --> 00:02:40.000]  馬太方的作者和約翰方的作者
[00:02:40.000 --> 00:02:42.000]  他們都是不約而同地
[00:02:42.000 --> 00:02:46.000]  關注如何可以常與耶穌同在
[00:02:46.000 --> 00:02:50.000]  因為他們兩個都是耶穌很愛的門徒
[00:02:50.000 --> 00:02:54.000]  他們和耶穌的關係都是很親密的
[00:02:54.000 --> 00:02:59.000]  約翰引述耶穌說葡萄樹和枝子這個比喻
[00:02:59.000 --> 00:03:03.000]  來說明他和門徒的關係
[00:03:03.000 --> 00:03:07.000]  原來葡萄在以賽亞先知的時代
[00:03:07.000 --> 00:03:10.000]  大約在主前七百多年
[00:03:10.000 --> 00:03:12.000]  距離現在二千多年
[00:03:12.000 --> 00:03:15.000]  二千七百多年前
[00:03:15.000 --> 00:03:18.000]  已經成為以色列的象徵
[00:03:18.000 --> 00:03:22.000]  話說當年亞述的大軍去冰林城下
[00:03:22.000 --> 00:03:26.000]  祭司就在聖殿為國家祈禱
[00:03:26.000 --> 00:03:31.000]  在詩篇第八十篇有這樣的說法
[00:03:31.000 --> 00:03:33.000]  「萬軍之神啊
[00:03:33.000 --> 00:03:36.000]  求祢使我們回轉
[00:03:36.000 --> 00:03:39.000]  使祢的面發光
[00:03:39.000 --> 00:03:41.000]  我們便要得救
[00:03:41.000 --> 00:03:45.000]  祢從埃及挪出一棵葡萄樹
[00:03:45.000 --> 00:03:49.000]  趕出外邦人把這樹栽上」
[00:03:49.000 --> 00:03:55.000]  以此來比喻神曾經拯救以色列民脫離埃及圍爐之地
[00:03:55.000 --> 00:04:00.000]  現在他們要面臨更加強大的亞述國攻擊
[00:04:00.000 --> 00:04:05.000]  他們又來到神的面前祈求神拯救以色列
[00:04:05.000 --> 00:04:07.000]  再次拯救他們
[00:04:07.000 --> 00:04:09.000]  由那時開始
[00:04:09.000 --> 00:04:13.000]  葡萄就成為以色列國的記號
[00:04:13.000 --> 00:04:18.000]  耶穌在葡萄樹和枝子這個比喻中這樣說
[00:04:18.000 --> 00:04:22.000]  祂說「我是真葡萄樹
[00:04:22.000 --> 00:04:25.000]  我父是栽培的人」
[00:04:25.000 --> 00:04:28.000]  在第五節祂繼續說
[00:04:28.000 --> 00:04:30.000]  「我是葡萄樹
[00:04:30.000 --> 00:04:32.000]  你們是枝子
[00:04:32.000 --> 00:04:34.000]  常在我裡面的
[00:04:34.000 --> 00:04:37.000]  我也常在他裡面」
[00:04:37.000 --> 00:04:41.000]  門徒和耶穌和天父的關係
[00:04:41.000 --> 00:04:44.000]  在這兩節經文中已經說得很清楚
[00:04:44.000 --> 00:04:46.000]  因著信
[00:04:46.000 --> 00:04:49.000]  門徒已經和耶穌基督結連在一起
[00:04:49.000 --> 00:04:52.000]  當耶穌完成了祂世上的使命
[00:04:52.000 --> 00:04:55.000]  就是當耶穌死在十字架上
[00:04:55.000 --> 00:04:57.000]  祂以祂無罪之身
[00:04:57.000 --> 00:04:59.000]  代替我們的罪
[00:04:59.000 --> 00:05:01.000]  被釘死在十字架上
[00:05:01.000 --> 00:05:03.000]  祂流出的寶血
[00:05:03.000 --> 00:05:08.000]  成為我們每一個因信而罪得赦免的人的潔淨
[00:05:08.000 --> 00:05:10.000]  祂完全的死去
[00:05:10.000 --> 00:05:11.000]  祂被埋葬
[00:05:11.000 --> 00:05:13.000]  在三日後復活
[00:05:13.000 --> 00:05:15.000]  耶穌基督的代屬
[00:05:15.000 --> 00:05:19.000]  將世界帶進一個新的時代
[00:05:19.000 --> 00:05:20.000]  在那時的開始
[00:05:20.000 --> 00:05:23.000]  耶穌不再以同一屋簷下的形式
[00:05:23.000 --> 00:05:27.000]  和門徒一起生活
[00:05:27.000 --> 00:05:30.000]  他們不會再和耶穌一起吃飯
[00:05:30.000 --> 00:05:33.000]  他們也不會再住在一起
[00:05:33.000 --> 00:05:35.000]  但是他們要知道
[00:05:35.000 --> 00:05:40.000]  他們已經領受了比和耶穌同一屋簷下生活的一個方式
[00:05:40.000 --> 00:05:42.000]  更親密的關係
[00:05:42.000 --> 00:05:44.000]  就是常在基督裡
[00:05:44.000 --> 00:05:47.000]  基督也常在他裡面
[00:05:47.000 --> 00:05:50.000]  常在Remain
[00:05:50.000 --> 00:05:54.000]  在這段經文中一共用了五次
[00:05:54.000 --> 00:05:58.000]  重點是強調主耶穌已經和門徒同在
[00:05:58.000 --> 00:06:01.000]  常在基督裡這個片語
[00:06:01.000 --> 00:06:03.000]  在希臘文的文化中
[00:06:03.000 --> 00:06:05.000]  是用了現在式
[00:06:05.000 --> 00:06:07.000]  而希臘文的現在式是表示
[00:06:07.000 --> 00:06:09.000]  現在是這個狀態
[00:06:09.000 --> 00:06:13.000]  就是說門徒你現在已經是常與基督同在
[00:06:13.000 --> 00:06:15.000]  我們已經常與基督同在
[00:06:15.000 --> 00:06:18.000]  並且表示一種持續的狀態
[00:06:18.000 --> 00:06:19.000]  就是說會繼續下去
[00:06:19.000 --> 00:06:22.000]  就是說常與耶穌同在
