
[00:00:00.000 --> 00:00:03.000]  好,我們開始一起祈禱
[00:00:03.000 --> 00:00:05.000]  再一次感謝天父
[00:00:05.000 --> 00:00:08.000]  讓我們今天晚上再一次來看
[00:00:08.000 --> 00:00:12.000]  《約翰福音》有系統的研讀這本書
[00:00:12.000 --> 00:00:15.000]  特別一直都提到關於耶穌基督
[00:00:15.000 --> 00:00:19.000]  你是世上的光,你是真光
[00:00:19.000 --> 00:00:22.000]  幫助我們能夠透過第八、第九章
[00:00:22.000 --> 00:00:24.000]  我們能夠看到
[00:00:24.000 --> 00:00:28.000]  作者想要帶出的真光的意義
[00:00:28.000 --> 00:00:30.000]  也讓我們在地上
[00:00:30.000 --> 00:00:33.000]  不僅僅得到地上的知識
[00:00:33.000 --> 00:00:37.000]  得到地上我們的身體
[00:00:37.000 --> 00:00:40.000]  無論是衣食住行,我們的生活
[00:00:40.000 --> 00:00:43.000]  更重要的是我們的永恆生命
[00:00:43.000 --> 00:00:46.000]  那個在神眼中到底是豐富
[00:00:46.000 --> 00:00:50.000]  還是朝向一個神期望的
[00:00:50.000 --> 00:00:53.000]  一個光明的世界來進行
[00:00:53.000 --> 00:00:56.000]  來進入,求主帶領我們
[00:00:56.000 --> 00:00:58.000]  我們再一次在你面前等候禱告
[00:00:58.000 --> 00:01:02.000]  奉耶穌基督的名,阿們
[00:01:02.000 --> 00:01:06.000]  第八章我們還有一點點沒說完
[00:01:06.000 --> 00:01:08.000]  我們也完結它
[00:01:08.000 --> 00:01:12.000]  你會發現,待會我們看第九章的時候
[00:01:12.000 --> 00:01:15.000]  作者的語帶相關
[00:01:15.000 --> 00:01:20.000]  作者說的真正的世界的光
[00:01:20.000 --> 00:01:23.000]  帶來人生命的光明
[00:01:23.000 --> 00:01:26.000]  在第九章就完全展現出來
[00:01:26.000 --> 00:01:29.000]  有一個人真是連物質的眼睛
[00:01:29.000 --> 00:01:32.000]  都是生下來就瞎的
[00:01:32.000 --> 00:01:37.000]  但是見到真光,為真光作見證
[00:01:37.000 --> 00:01:40.000]  這個是我們第一章、第三章
[00:01:40.000 --> 00:01:42.000]  都重複這樣說的
[00:01:42.000 --> 00:01:44.000]  譬如第五章也有的
[00:01:44.000 --> 00:01:47.000]  來到第八章就更加是
[00:01:47.000 --> 00:01:49.000]  我們可以今天集中在
[00:01:49.000 --> 00:01:51.000]  第39節這一段
[00:01:51.000 --> 00:01:53.000]  可以看快一點
[00:01:53.000 --> 00:01:56.000]  因為我們也說了差不多兩次第八章
[00:01:56.000 --> 00:01:58.000]  我們可以快一點
[00:01:58.000 --> 00:02:02.000]  我們很快就完結了第八章的最後這一段
[00:02:02.000 --> 00:02:04.000]  當然最後那段是最重要的
[00:02:04.000 --> 00:02:06.000]  耶穌公開的承認
[00:02:06.000 --> 00:02:09.000]  祂自己就是造物主
[00:02:09.000 --> 00:02:11.000]  就是真神
[00:02:11.000 --> 00:02:13.000]  祂是特別引述
[00:02:13.000 --> 00:02:15.000]  以塞亞書的經文
[00:02:15.000 --> 00:02:18.000]  神說我就是那一位自由永有者
[00:02:18.000 --> 00:02:22.000]  耶穌居然用這樣的稱呼
[00:02:22.000 --> 00:02:24.000]  去稱呼祂自己
[00:02:24.000 --> 00:02:28.000]  所以招致的後果當然是猶太人
[00:02:28.000 --> 00:02:30.000]  一聽就聽得明白
[00:02:30.000 --> 00:02:32.000]  就要用石頭打祂
[00:02:32.000 --> 00:02:34.000]  這個是後面第56節
[00:02:34.000 --> 00:02:38.000]  所以第56節是相當重要的金句
[00:02:38.000 --> 00:02:41.000]  39節開始讀起來
[00:02:41.000 --> 00:02:45.000]  他們說:我們的父就是阿伯拉罕
[00:02:45.000 --> 00:02:49.000]  耶穌說:你們若是阿伯拉罕的兒子
[00:02:49.000 --> 00:02:52.000]  就必行阿伯拉罕所行的事
[00:02:52.000 --> 00:02:54.000]  特別強調那個信心
[00:02:54.000 --> 00:02:57.000]  對神的信而信服
[00:02:57.000 --> 00:02:59.000]  好幾次的
[00:02:59.000 --> 00:03:01.000]  例如十五章創世紀
[00:03:01.000 --> 00:03:04.000]  這些如果大家沒有上過創世紀
[00:03:04.000 --> 00:03:08.000]  你有時間你可以上回教會的YouTube頻道
[00:03:08.000 --> 00:03:10.000]  你可以聽回阿伯拉罕
[00:03:10.000 --> 00:03:12.000]  都說了五六堂
[00:03:12.000 --> 00:03:14.000]  你可以聽回有系統的聽回
[00:03:14.000 --> 00:03:17.000]  阿伯拉罕信仰的人生
[00:03:17.000 --> 00:03:19.000]  其中十五章就是
[00:03:19.000 --> 00:03:21.000]  神稱祂為二
[00:03:21.000 --> 00:03:23.000]  因為神說我要將
[00:03:23.000 --> 00:03:26.000]  好像天上的星
[00:03:26.000 --> 00:03:28.000]  海裏面的沙
[00:03:28.000 --> 00:03:30.000]  無數的子孫
[00:03:30.000 --> 00:03:32.000]  來賜給你
[00:03:32.000 --> 00:03:34.000]  因為你相信我
[00:03:34.000 --> 00:03:36.000]  阿伯拉罕就信神
[00:03:36.000 --> 00:03:39.000]  接著輾轉記載一些他的生平
[00:03:39.000 --> 00:03:43.000]  他遭遇的在迦南的事情
[00:03:43.000 --> 00:03:45.000]  有饑荒
[00:03:45.000 --> 00:03:47.000]  例如他的侄羅德
[00:03:47.000 --> 00:03:49.000]  和他分家業
[00:03:49.000 --> 00:03:51.000]  輾轉等等
[00:03:51.000 --> 00:03:53.000]  這些都是製造阿伯拉罕信心的考驗
[00:03:53.000 --> 00:03:55.000]  其中就是那個英許
[00:03:55.000 --> 00:03:57.000]  既然我的子孫
[00:03:57.000 --> 00:03:59.000]  好像天上的星
[00:03:59.000 --> 00:04:01.000]  海邊的沙那麼多
[00:04:01.000 --> 00:04:03.000]  即是說你都給我一個
[00:04:03.000 --> 00:04:06.000]  所以就出現了這個考驗
[00:04:06.000 --> 00:04:08.000]  一路等待
[00:04:08.000 --> 00:04:11.000]  但是這個撒萊都不能夠生育
[00:04:11.000 --> 00:04:15.000]  所以阿伯拉罕就自己想了很多辦法
[00:04:15.000 --> 00:04:19.000]  所以後來就是他的下甲
[00:04:19.000 --> 00:04:21.000]  等等等等
[00:04:21.000 --> 00:04:24.000]  這裡是有阿伯拉罕信心的行徑
[00:04:24.000 --> 00:04:26.000]  特別是十七章
[00:04:26.000 --> 00:04:29.000]  更加明顯就是神要將他改名
[00:04:29.000 --> 00:04:32.000]  由阿伯拉罕改為阿伯拉罕
[00:04:32.000 --> 00:04:34.000]  就是多國之父
[00:04:34.000 --> 00:04:36.000]  這樣奠定了
[00:04:36.000 --> 00:04:38.000]  他在神的眼中
[00:04:38.000 --> 00:04:41.000]  就有這個信心的行徑
[00:04:41.000 --> 00:04:44.000]  就是信服神的帶領
[00:04:44.000 --> 00:04:46.000]  還有其中重要就是
[00:04:46.000 --> 00:04:48.000]  遵行神的道
[00:04:48.000 --> 00:04:50.000]  神的吩咐
[00:04:50.000 --> 00:04:52.000]  所以第四十節就是說
[00:04:52.000 --> 00:04:54.000]  我將在神那裡
[00:04:54.000 --> 00:04:56.000]  所聽見的真理
[00:04:56.000 --> 00:04:58.000]  告訴了你們
[00:04:58.000 --> 00:05:01.000]  現在你們卻想要殺我
[00:05:01.000 --> 00:05:04.000]  這不是阿伯拉罕所行的事
[00:05:04.000 --> 00:05:07.000]  你們是行你們父所行的事
[00:05:07.000 --> 00:05:08.000]  他們說
[00:05:08.000 --> 00:05:10.000]  我們不是從淫亂生的
[00:05:10.000 --> 00:05:12.000]  我們只有一位父
[00:05:12.000 --> 00:05:14.000]  就是神
[00:05:14.000 --> 00:05:16.000]  可能有些語帶相關
[00:05:16.000 --> 00:05:18.000]  因為下文第四十八節
[00:05:18.000 --> 00:05:21.000]  猶太人就說耶穌
[00:05:21.000 --> 00:05:25.000]  說了一些很鄙視的說話
[00:05:25.000 --> 00:05:29.000]  就是說耶穌是撒瑪利亞人
[00:05:29.000 --> 00:05:33.000]  這個是猶太人他們一向在耶穌的年代
[00:05:33.000 --> 00:05:38.000]  看撒瑪利亞人是混雜了外族血統
[00:05:38.000 --> 00:05:41.000]  所以就不是純正的猶太人
[00:05:41.000 --> 00:05:46.000]  甚至撒瑪利亞人只是信摩西五經
[00:05:46.000 --> 00:05:48.000]  不信其他的先知書
[00:05:48.000 --> 00:05:50.000]  不信其他的經卷
[00:05:50.000 --> 00:05:52.000]  所以在猶太人的眼中
[00:05:52.000 --> 00:05:54.000]  已經是一個異類
[00:05:54.000 --> 00:05:56.000]  不是自己的同胞
[00:05:56.000 --> 00:05:59.000]  所以他們很快就要
[00:05:59.000 --> 00:06:01.000]  馬上就要表態
[00:06:01.000 --> 00:06:03.000]  我們不是從淫亂而生的
[00:06:03.000 --> 00:06:05.000]  這樣說是沒有錯的
[00:06:05.000 --> 00:06:06.000]  是對的
[00:06:06.000 --> 00:06:08.000]  不過他們就沒辦法接受
[00:06:08.000 --> 00:06:11.000]  我們不是阿伯拉罕的子孫
[00:06:11.000 --> 00:06:12.000]  所以耶穌說的
[00:06:12.000 --> 00:06:14.000]  不是那個肉身
[00:06:14.000 --> 00:06:15.000]  不是那個身份證
[00:06:15.000 --> 00:06:17.000]  不是那個DNA
[00:06:17.000 --> 00:06:19.000]  是說那個信心的行徑
[00:06:19.000 --> 00:06:23.000]  是心靈裏面對神的信靠
[00:06:23.000 --> 00:06:26.000]  所以這個就超越了猶太人
[00:06:26.000 --> 00:06:27.000]  就是耶穌的時代
[00:06:27.000 --> 00:06:30.000]  猶太人他們的眼光
[00:06:30.000 --> 00:06:32.000]  所以他們真的有一種
[00:06:32.000 --> 00:06:35.000]  只是熟悉討論世界的事
[00:06:35.000 --> 00:06:37.000]  這是三章的十五節
[00:06:37.000 --> 00:06:41.000]  耶穌說我將神那裏
[00:06:41.000 --> 00:06:43.000]  啟示給我知道的事情
[00:06:43.000 --> 00:06:45.000]  我現在傳給你們
[00:06:45.000 --> 00:06:47.000]  但你們就要殺我
[00:06:47.000 --> 00:06:49.000]  你們都不相信我
[00:06:49.000 --> 00:06:52.000]  那個原因我們之前都說過很多次了
[00:06:52.000 --> 00:06:54.000]  就是他們不是屬於神
[00:06:54.000 --> 00:06:56.000]  這是很重的說話
[00:06:56.000 --> 00:06:58.000]  這是第四十二節
