
[00:00:00.000 --> 00:00:06.000]  頂子妹晚安,我們開始今晚的茶經班,一起禱告先
[00:00:06.000 --> 00:00:10.000]  多謝主,我們暫時停頓了一晚
[00:00:10.000 --> 00:00:13.000]  今晚又可以恢復茶經班
[00:00:13.000 --> 00:00:16.000]  尼西米記第五章
[00:00:16.000 --> 00:00:22.000]  盼望神都給我們透過尼西米這六章裏的自述
[00:00:22.000 --> 00:00:30.000]  他的個人的一些回憶,讓我們看到要建立一個很大的工程
[00:00:30.000 --> 00:00:36.000]  其中需要克服的,尤其是作為領袖要面對要克服的
[00:00:36.000 --> 00:00:39.000]  好像裏面都有一些大的原則
[00:00:39.000 --> 00:00:43.000]  必然會發生可能不同的方式
[00:00:43.000 --> 00:00:49.000]  但是必然的是要面對,是要克服,是要去承擔的
[00:00:49.000 --> 00:00:57.000]  求主都讓我們能夠從其中找到一些很重要的線索、方向和出路
[00:00:57.000 --> 00:01:02.000]  使我們在神的家裏面去服事的時候
[00:01:02.000 --> 00:01:07.000]  一方面都是小心翼翼,真的要來到去
[00:01:07.000 --> 00:01:12.000]  在很多重大的事情都是要謹慎,求主帶領我們
[00:01:12.000 --> 00:01:20.000]  今天晚上我們等候,亦都知道近來多了,無論是弟兄姊妹還是香港
[00:01:20.000 --> 00:01:27.000]  多了確診的宗數,盼望主都保守我們大家的身體健康
[00:01:27.000 --> 00:01:34.000]  雖然不是那麼嚴重,但是盼望不影響大家的生活工作
[00:01:34.000 --> 00:01:40.000]  我們一起在你面前等候禱告,奉耶穌基督的名,阿們
[00:01:40.000 --> 00:01:51.000]  回過頭來補充一點,開始這個重建城牆的工程
[00:01:51.000 --> 00:01:59.000]  一方面固然是那個硬件在耶路撒冷的破落、受敵
[00:01:59.000 --> 00:02:04.000]  一直都隨隨便便,任意的去欺凌
[00:02:04.000 --> 00:02:12.000]  那個欺凌可以透過大家很投契,星期六安息日
[00:02:12.000 --> 00:02:18.000]  大家一起去市集買東西,看一些新穎的東西
[00:02:18.000 --> 00:02:24.000]  安息日大家都不再著重,這個不等於是逼迫
[00:02:24.000 --> 00:02:30.000]  但是在屬靈的角度,這個就是一個靈性低落的原因
[00:02:30.000 --> 00:02:38.000]  因為猶太人安息日就不打算回教會去會堂
[00:02:38.000 --> 00:02:45.000]  這個就變成我們都要舉一反三,就是我們是不是一定要長假期
[00:02:45.000 --> 00:02:50.000]  我們就一定要去長的旅行去放電
[00:02:50.000 --> 00:02:56.000]  一定要逼去日本,我們是不是可以有其他的想法
[00:02:56.000 --> 00:03:02.000]  這些都是我們要去認真想的,每個頂姐妹都要明白的
[00:03:02.000 --> 00:03:10.000]  你起碼看到自己有這個托付,有個人擺上自己的承擔
[00:03:10.000 --> 00:03:15.000]  沒有必然它是要做的,因為它只不過是一個領袖
[00:03:15.000 --> 00:03:24.000]  一個你可以說世俗的酒精,但是它就很有自己內心的感動、負擔
[00:03:24.000 --> 00:03:33.000]  將自己放在那個崗位,你就知道那個崗位衍生的壓力就自然是倍增的了
[00:03:33.000 --> 00:03:41.000]  一方面它要從老遠的河東來到去河西耶路撒冷
[00:03:41.000 --> 00:03:51.000]  要對當地的省長來尋求協助
[00:03:51.000 --> 00:03:57.000]  固然是有亞達西西王的御靈,但是山高皇帝遠
[00:03:57.000 --> 00:04:05.000]  再加上那些本地的外邦人,即是已經盤踞在耶路撒冷的外邦人
[00:04:05.000 --> 00:04:11.000]  就一而再出現,首先就是第四章,是冷嘲熱諷
[00:04:11.000 --> 00:04:21.000]  希望動搖百姓的童心,挑剔、嘲笑
[00:04:21.000 --> 00:04:29.000]  令到尼熙米在動員的時候都有一定的難處
[00:04:29.000 --> 00:04:36.000]  就是要梳理百姓的心靈,會不會被潑冷水之後
[00:04:36.000 --> 00:04:41.000]  就會低落那個情緒,那個侍奉
[00:04:41.000 --> 00:04:46.000]  這個是領袖必須要有這個考量
[00:04:46.000 --> 00:04:53.000]  第四章叫做勉強可以避開了那個外邦人
[00:04:53.000 --> 00:05:00.000]  尤其是以幾位領袖,參巴拉、多比亞、阿拉伯人、基善
[00:05:00.000 --> 00:05:05.000]  幾個都是外邦人,外族人,但是和猶太人相當密切的
[00:05:05.000 --> 00:05:13.000]  遲些我們就會知道有其中一個,他娶了祭司的女兒
[00:05:13.000 --> 00:05:16.000]  這些都是我們要留意的
[00:05:16.000 --> 00:05:19.000]  到第五章,今天我們講的第五章
[00:05:19.000 --> 00:05:25.000]  就出現了一個內部,因為由來已久的
[00:05:25.000 --> 00:05:29.000]  就算尼熙米沒有上來,都已經有的問題
[00:05:29.000 --> 00:05:36.000]  不過就透過現在這麼繁重的建造工程,一下子就凸顯出來
[00:05:36.000 --> 00:05:43.000]  也可以這樣說,一下子就因為這個新的領袖,一下子就爆出來了
[00:05:43.000 --> 00:05:51.000]  就是內部原來很多的猶太人,過去因為種種原因
[00:05:51.000 --> 00:05:56.000]  因為農業社會不是每年都是豐收的
[00:05:56.000 --> 00:06:04.000]  有失收,有荒年的時候,他們差不多窮到要賣了自己的田地
[00:06:04.000 --> 00:06:10.000]  甚至連自己都賣了給那些外邦人,或者給官府
[00:06:10.000 --> 00:06:17.000]  所以很多的人就會借這些機會
[00:06:17.000 --> 00:06:25.000]  有錢的,有土地的,有資產的,只會越來越富有
[00:06:25.000 --> 00:06:31.000]  譬如你在Yohamitown有一個單位,你在香港哪個地方又有一個單位
[00:06:31.000 --> 00:06:39.000]  隨著香港的樓價通貨膨脹,富者就越富
[00:06:39.000 --> 00:06:45.000]  貧者就越貧,如果你不小心十年前賣了一層樓
[00:06:45.000 --> 00:06:49.000]  是97的時候賣了,最低價的時候
[00:06:49.000 --> 00:06:57.000]  你以後想買一層樓,隨著樓價不斷狂升,你的工資根本追不上的時候
[00:06:57.000 --> 00:07:03.000]  你就會發現這種壓力就會帶來很嚴重的問題
[00:07:03.000 --> 00:07:11.000]  剛才提到,猶太人賣了田產,而且還要給很高的利息
[00:07:11.000 --> 00:07:18.000]  所以不斷的還利息都已經解決不了他們日常的溫飽
[00:07:18.000 --> 00:07:24.000]  所以藉著現在這個建造工程一下子就爆出來
[00:07:24.000 --> 00:07:33.000]  他們可能是遷怒於利希米,但更加希望利希米秉公的去處理
[00:07:33.000 --> 00:07:42.000]  那怎樣去拆解,如果發現不只是外邦人,而是猶太的領袖,猶太的貴袖,即是有錢人
[00:07:42.000 --> 00:07:48.000]  那怎麼辦呢?這是很棘手的倫理問題
[00:07:48.000 --> 00:07:57.000]  譬如我們的教會有很富有的弟兄姊妹,很多單位的,租給我們自己的弟兄姊妹
[00:07:57.000 --> 00:08:05.000]  很貴租,不交租就沒情講,逼你走,逼遷,加很貴租
[00:08:05.000 --> 00:08:15.000]  這些真的變成了倫理問題,這次租客又向教會的目的投訴,來尋求協助
[00:08:15.000 --> 00:08:23.000]  諸如此類,這些很現實的問題,如果發生在內部就相當困難了
[00:08:23.000 --> 00:08:32.000]  第五章,百姓和他們的妻,大大的呼號,埋怨他們的弟兄猶太人
[00:08:32.000 --> 00:08:45.000]  有的說,例如我們和兒女人口眾多,要去得糧食度命,度命即是說找朝不得晚
[00:08:45.000 --> 00:08:52.000]  差不多連基本的糊口都不夠,不要說要吃好的和牛
[00:08:52.000 --> 00:08:59.000]  有的說,我們點了田地,即是說另外一些人說,即是說另外一個case
[00:08:59.000 --> 00:09:08.000]  我們點了田地,即是說點檔,葡萄園房屋要得糧食充飢
[00:09:08.000 --> 00:09:15.000]  到底這些投訴,到底是單方面還是事實的全部呢?
[00:09:15.000 --> 00:09:23.000]  領袖首先聽了投訴,不要聽一面之詞,都要來秉公的
[00:09:23.000 --> 00:09:29.000]  事實是怎樣呢?這個就是要領袖,首先不要這麼快動怒
[00:09:29.000 --> 00:09:36.000]  有沒有搞錯?這樣搞到百姓,原來去到這樣的田地
[00:09:36.000 --> 00:09:45.000]  哪有心,哪有力去做公職呢?為神的聖殿範圍來重建城牆呢?
[00:09:45.000 --> 00:09:52.000]  所以不要這麼快動怒,先聽完和調查故事的雙方面
[00:09:52.000 --> 00:10:00.000]  是不是真的有這樣的無良領袖,貴袖和有錢人
[00:10:00.000 --> 00:10:07.000]  這樣來對自己的同胞可能加重他們的壓力
[00:10:07.000 --> 00:10:15.000]  例如加很重的稅,你想借錢?沒問題,我們照一般的利息再加一點
[00:10:15.000 --> 00:10:22.000]  即是說更加是在別人的困難上面,百上加斤
[00:10:22.000 --> 00:10:25.000]  這些都是我們必須要去反思的
[00:10:25.000 --> 00:10:30.000]  第四節,有的說,再有另外的case,有的說
[00:10:30.000 --> 00:10:38.000]  我們已經紙著田地葡萄園,借了錢給黃立稅,原來甚至乎要交稅
[00:10:38.000 --> 00:10:42.000]  你有沒有錢是你的事,你有沒有收成也是你的事
[00:10:42.000 --> 00:10:48.000]  黃的田地就要交稅了,即是說你失業,但你有層樓
[00:10:48.000 --> 00:10:57.000]  麻煩你也要給差餉,地租,地稅,諸如此類,可能有其他的稅項
[00:10:57.000 --> 00:11:04.000]  這裡就告訴我們,我們的身體與我們弟兄的身體一樣
[00:11:04.000 --> 00:11:12.000]  我們的兒女與他們的兒女一般,現在我們將要使到兒女作人的瀑皮
[00:11:12.000 --> 00:11:18.000]  我們的女兒已經有圍皮的,我們並無力拯救
[00:11:18.000 --> 00:11:23.000]  因為我們的田地葡萄園已經歸了別人
[00:11:23.000 --> 00:11:27.000]  不單止賣田賣地,現在要賣了子女
[00:11:27.000 --> 00:11:32.000]  他們的訴求就是說,大家都是猶太人同胞
[00:11:32.000 --> 00:11:36.000]  為什麼因為他有資產,他就越來越有錢
[00:11:36.000 --> 00:11:46.000]  我們因為沒有資產,而天災或者失收,導致我們越來越窮
[00:11:46.000 --> 00:11:50.000]  貧者就越貧,富者就越富
[00:11:50.000 --> 00:11:58.000]  大家都是神的兒女,猶太人,可能同支派就更加嚴重
[00:11:58.000 --> 00:12:04.000]  為什麼會變成這樣呢?有沒有天理呢?
[00:12:04.000 --> 00:12:11.000]  猶太人就說,大家都是神的兒女,為什麼我們會變成這樣呢?
[00:12:11.000 --> 00:12:15.000]  已經有我們的女兒,做了別人的妹仔
[00:12:15.000 --> 00:12:20.000]  我們都沒有力去拯救,就是說繼續要賣
[00:12:20.000 --> 00:12:25.000]  那怎麼辦呢?這樣的社會結構性的不公
[00:12:25.000 --> 00:12:30.000]  可能不是一個個人的賭輸錢,賣了房子
[00:12:30.000 --> 00:12:39.000]  可能不是,是一個結構性的一種塵壓式的欺凌
[00:12:39.000 --> 00:12:48.000]  商業上的一個不健全的體制,那怎麼辦呢?
[00:12:48.000 --> 00:12:53.000]  當然我們要記住,聖經不是教我們理財
[00:12:53.000 --> 00:13:01.000]  不是教我們在投資上要怎樣有眼光等等
[00:13:01.000 --> 00:13:05.000]  不是這樣的,但是反而聖經就給我們
[00:13:05.000 --> 00:13:10.000]  透過這些很現實的社會的實際倫理處境
[00:13:10.000 --> 00:13:17.000]  看看神的兒女怎樣用愛超越那個社會的標準
[00:13:17.000 --> 00:13:22.000]  來讓那些貧富懸殊,本來必定會出現的
[00:13:22.000 --> 00:13:26.000]  可以減到傷害最低,低到一個地步
[00:13:26.000 --> 00:13:32.000]  可以甚至給到那個本來是書家,他已經賣了田地
[00:13:32.000 --> 00:13:36.000]  要賣掉自己的兒女,怎樣能夠有一個
[00:13:36.000 --> 00:13:39.000]  在人可以製造的制度底下
[00:13:39.000 --> 00:13:44.000]  可以令到他有一個改變的所謂受人耳語
[00:13:44.000 --> 00:13:54.000]  給他有一個契機,可以扭轉這個可能永遠都改變不了的局面呢?
[00:13:54.000 --> 00:14:01.000]  第六節,我聽見他們呼號說這些話便甚發怒
[00:14:01.000 --> 00:14:07.000]  有黑勒,尼欺米,這個民怨不是說笑
[00:14:07.000 --> 00:14:13.000]  因為幾個向導,涉及的人,涉及的是田產
[00:14:13.000 --> 00:14:19.000]  涉及的是到底幕後是不是單純是失收這麼簡單呢?
[00:14:19.000 --> 00:14:28.000]  是不是有計劃的,有一些背後的,好像集團式的
[00:14:28.000 --> 00:14:36.000]  來做到這些窮人永遠都窮,繼續更加貧窮呢?
[00:14:36.000 --> 00:14:40.000]  那就是說,失收只不過是表面的原因
