
[00:00:00.000 --> 00:00:02.000]  請主平安
[00:00:02.000 --> 00:00:04.000]  我們再一次祈禱
[00:00:04.000 --> 00:00:06.000]  多謝主
[00:00:06.000 --> 00:00:08.000]  讓我們能夠
[00:00:08.000 --> 00:00:10.000]  打開聖經
[00:00:10.000 --> 00:00:12.000]  來聆聽你自己的教導
[00:00:12.000 --> 00:00:16.000]  這是千古不變的
[00:00:16.000 --> 00:00:18.000]  一個很重要的比喻
[00:00:18.000 --> 00:00:20.000]  來開啟我們的人生
[00:00:20.000 --> 00:00:22.000]  尤其是我們的內心
[00:00:22.000 --> 00:00:24.000]  應該怎樣來
[00:00:24.000 --> 00:00:26.000]  去持守真道
[00:00:26.000 --> 00:00:28.000]  讓真道在我們心靈裏面
[00:00:28.000 --> 00:00:32.000]  很重要的主耶穌的教導
[00:00:32.000 --> 00:00:34.000]  是要生命能夠結實
[00:00:34.000 --> 00:00:36.000]  怎樣結實
[00:00:36.000 --> 00:00:40.000]  是一個很重要的人生課題
[00:00:40.000 --> 00:00:42.000]  求主
[00:00:42.000 --> 00:00:44.000]  藉著在年初的時候
[00:00:44.000 --> 00:00:46.000]  當我們去講解這些比喻
[00:00:46.000 --> 00:00:48.000]  主的聖靈在我們大家
[00:00:48.000 --> 00:00:50.000]  每一位弟兄姊妹的心靈裏面
[00:00:50.000 --> 00:00:54.000]  來到正正就好像殺種那樣
[00:00:54.000 --> 00:00:56.000]  能夠我們大家都是一個好的心田
[00:00:56.000 --> 00:01:00.000]  去盛載神的道
[00:01:00.000 --> 00:01:02.000]  我們這樣祈禱
[00:01:02.000 --> 00:01:04.000]  奉耶穌基督的名
[00:01:04.000 --> 00:01:06.000]  阿們
[00:01:06.000 --> 00:01:08.000]  我們在開始的時候
[00:01:08.000 --> 00:01:12.000]  我們都選取了耶穌很重要的幾個比喻
[00:01:12.000 --> 00:01:14.000]  作為我們這一季的課題
[00:01:14.000 --> 00:01:16.000]  今天我們要講的
[00:01:16.000 --> 00:01:18.000]  相當簡單
[00:01:18.000 --> 00:01:20.000]  就是有四種的心田
[00:01:20.000 --> 00:01:24.000]  唯有好的心田
[00:01:24.000 --> 00:01:26.000]  怎樣好的呢
[00:01:26.000 --> 00:01:28.000]  耶穌有解釋的
[00:01:28.000 --> 00:01:34.000]  就是持守在誠實善良的心靈裏面
[00:01:34.000 --> 00:01:40.000]  那個道種就能夠忍耐著結實
[00:01:40.000 --> 00:01:42.000]  有好幾個形容詞
[00:01:42.000 --> 00:01:44.000]  將人的內心去剖析出來
[00:01:44.000 --> 00:01:46.000]  其他三種
[00:01:46.000 --> 00:01:50.000]  就是道都是這樣落在他的心靈裏面
[00:01:50.000 --> 00:01:52.000]  但是不可以結到果
[00:01:52.000 --> 00:01:56.000]  有些是一開始就看到結不到
[00:01:56.000 --> 00:01:58.000]  有些是以為結到
[00:01:58.000 --> 00:02:00.000]  但後來都看到是不行的
[00:02:00.000 --> 00:02:02.000]  唯有第四種的心
[00:02:02.000 --> 00:02:04.000]  來龍去脈
[00:02:04.000 --> 00:02:08.000]  作者路加都給我們很清楚背景
[00:02:08.000 --> 00:02:12.000]  就是耶穌開始公開的去傳道
[00:02:12.000 --> 00:02:15.000]  周遊各城的傳道
[00:02:15.000 --> 00:02:18.000]  就是說在比較早期的時候
[00:02:18.000 --> 00:02:23.000]  公開向猶太人去呼籲神的國
[00:02:23.000 --> 00:02:25.000]  他們要進入
[00:02:25.000 --> 00:02:28.000]  就來去大肆的帶著門徒
[00:02:28.000 --> 00:02:31.000]  因為已經揀選了十二使徒
[00:02:31.000 --> 00:02:33.000]  就來去開始傳道
[00:02:33.000 --> 00:02:35.000]  作者就很有興趣
[00:02:35.000 --> 00:02:38.000]  除了使徒以外
[00:02:38.000 --> 00:02:40.000]  原來有些女徒
[00:02:40.000 --> 00:02:42.000]  女性的門徒
[00:02:42.000 --> 00:02:44.000]  跟隨耶穌
[00:02:44.000 --> 00:02:47.000]  不過用不同的方式去跟隨
[00:02:47.000 --> 00:02:50.000]  還有說他們的背景
[00:02:50.000 --> 00:02:53.000]  為什麼作者要這樣用意呢
[00:02:53.000 --> 00:02:56.000]  有沒有什麼特別的原因呢
[00:02:56.000 --> 00:02:58.000]  當然如果熟路加福音
[00:02:58.000 --> 00:03:00.000]  你就會知道
[00:03:00.000 --> 00:03:03.000]  路加福音很多時候將那些小人物
[00:03:03.000 --> 00:03:07.000]  社會上可能被邊緣化的人物
[00:03:07.000 --> 00:03:09.000]  會來台舉
[00:03:09.000 --> 00:03:11.000]  凸顯出來
[00:03:11.000 --> 00:03:13.000]  告訴我們
[00:03:13.000 --> 00:03:15.000]  原來這位路加醫生
[00:03:15.000 --> 00:03:18.000]  很有興趣那些真心跟隨耶穌的人
[00:03:18.000 --> 00:03:20.000]  他們的背景
[00:03:20.000 --> 00:03:21.000]  他們的情況
[00:03:21.000 --> 00:03:23.000]  這裡也不例外
[00:03:23.000 --> 00:03:25.000]  在這張聖經裡
[00:03:25.000 --> 00:03:28.000]  當然我們今天只能看到第十五節
[00:03:28.000 --> 00:03:33.000]  但是往後還有一個段落
[00:03:33.000 --> 00:03:36.000]  也是凸顯了聽道的重要
[00:03:36.000 --> 00:03:40.000]  就是第十九節和二十節
[00:03:40.000 --> 00:03:44.000]  耶穌的母親和祂的弟兄來找耶穌
[00:03:44.000 --> 00:03:46.000]  因為人很多
[00:03:46.000 --> 00:03:48.000]  不得去到耶穌的庚前
[00:03:48.000 --> 00:03:51.000]  有人就告訴耶穌
[00:03:51.000 --> 00:03:55.000]  指望耶穌的媽媽
[00:03:55.000 --> 00:03:58.000]  耶穌的弟弟來找祂
[00:03:58.000 --> 00:04:00.000]  有人就告訴耶穌
[00:04:00.000 --> 00:04:01.000]  第二十節
[00:04:01.000 --> 00:04:06.000]  你母親和你的弟兄站在外邊要見你
[00:04:06.000 --> 00:04:10.000]  真是骨肉的媽媽
[00:04:10.000 --> 00:04:12.000]  肉身的弟弟
[00:04:12.000 --> 00:04:14.000]  第二十一節
[00:04:14.000 --> 00:04:16.000]  耶穌回答說
[00:04:16.000 --> 00:04:18.000]  聽了神的道
[00:04:18.000 --> 00:04:20.000]  而遵行的人
[00:04:20.000 --> 00:04:23.000]  就是我的家人
[00:04:23.000 --> 00:04:27.000]  似乎說的家是神的家
[00:04:27.000 --> 00:04:33.000]  似乎說的是更加永恆關係的親屬
[00:04:33.000 --> 00:04:35.000]  相信我們不會理解錯
[00:04:35.000 --> 00:04:38.000]  耶穌你這麼大逆不道
[00:04:38.000 --> 00:04:39.000]  亡還亡
[00:04:39.000 --> 00:04:41.000]  沒理由在公開大庭講眾
[00:04:41.000 --> 00:04:43.000]  這樣奚落自己的媽媽
[00:04:43.000 --> 00:04:45.000]  自己的弟弟
[00:04:45.000 --> 00:04:46.000]  相信我們明白
[00:04:46.000 --> 00:04:49.000]  不是因為他現在有公務在身
[00:04:49.000 --> 00:04:51.000]  所以就要這樣來
[00:04:51.000 --> 00:04:54.000]  特意對自己的媽媽不敬
[00:04:54.000 --> 00:04:57.000]  相信主耶穌借這個機會
[00:04:57.000 --> 00:05:00.000]  又或者在兩個場合
[00:05:00.000 --> 00:05:06.000]  路加醫生很巧妙地這樣來引述
[00:05:06.000 --> 00:05:08.000]  要凸顯
[00:05:08.000 --> 00:05:11.000]  神的道在一個人的心裏面
[00:05:11.000 --> 00:05:13.000]  如果是重要
[00:05:13.000 --> 00:05:15.000]  如果是結實
[00:05:15.000 --> 00:05:20.000]  他可以成為主耶穌神家裏面的人
[00:05:20.000 --> 00:05:24.000]  有這樣的屬靈親屬關係
[00:05:24.000 --> 00:05:28.000]  即是意味著如果不聽神的道
[00:05:28.000 --> 00:05:30.000]  不來進行
[00:05:30.000 --> 00:05:32.000]  不來結實
[00:05:32.000 --> 00:05:37.000]  那就可能不是真正在神眼中的
[00:05:37.000 --> 00:05:39.000]  那個親屬
[00:05:39.000 --> 00:05:42.000]  那個生命
[00:05:42.000 --> 00:05:45.000]  所以頭尾都讓我們看到
