
[00:00:00.000 --> 00:00:02.920]  各位早晨 主佬們平安
[00:00:02.920 --> 00:00:08.320]  剛才很有趣 整班小朋友出來一起去受我們祝福
[00:00:08.320 --> 00:00:14.600]  其實說回我來監牢服侍的時候
[00:00:14.600 --> 00:00:17.720]  當時是疫情期間來的
[00:00:17.720 --> 00:00:20.280]  所以當我過來的時候
[00:00:20.280 --> 00:00:22.280]  基本上禮堂是沒有人的
[00:00:22.280 --> 00:00:24.480]  能夠在這裡看到這麼多人去講道
[00:00:24.480 --> 00:00:27.600]  其實是很好的事
[00:00:27.600 --> 00:00:28.840]  但當時沒有人的
[00:00:28.840 --> 00:00:31.440]  只有敬拜隊在做直播
[00:00:31.440 --> 00:00:34.440]  其實我來到也不知道要做什麼
[00:00:34.440 --> 00:00:35.800]  也沒有看到弟兄姊妹
[00:00:35.800 --> 00:00:36.960]  每次見到就是敬拜隊
[00:00:36.960 --> 00:00:39.120]  大家都是如臨大敵
[00:00:39.120 --> 00:00:41.120]  唱完之後就走了
[00:00:41.120 --> 00:00:44.160]  監牢就冷清清
[00:00:44.160 --> 00:00:48.480]  後來終於恢復了實體的崇拜
[00:00:48.480 --> 00:00:51.680]  中間其實也停過一些短時間
[00:00:51.680 --> 00:00:55.880]  當人們回來這個地方聚集的時候
[00:00:55.880 --> 00:00:58.320]  其實問題也是會跟著回來的
[00:00:58.320 --> 00:01:00.320]  人在這裡問題就在這裡
[00:01:00.320 --> 00:01:01.120]  不是負面的
[00:01:01.120 --> 00:01:03.360]  但事實上有些事情是需要處理的
[00:01:03.360 --> 00:01:06.680]  例如兒童事工和青少年的事工
[00:01:06.680 --> 00:01:08.560]  當大家回來的時候
[00:01:08.560 --> 00:01:12.360]  我們就需要去關注這些事工
[00:01:12.360 --> 00:01:15.040]  而事實上每一間教會
[00:01:15.040 --> 00:01:17.120]  在講青少年和兒童事工
[00:01:17.120 --> 00:01:19.480]  都是非常非常頭痛的
[00:01:19.480 --> 00:01:22.120]  但其實來來去去都是那幾個問題
[00:01:22.120 --> 00:01:24.240]  第一就是沒有對象
[00:01:25.120 --> 00:01:27.200]  因為其實不是每一個社區
[00:01:27.200 --> 00:01:29.200]  都有青少年和兒童的
[00:01:29.200 --> 00:01:31.920]  事實上有些區很老化的話
[00:01:31.920 --> 00:01:33.920]  你是不知道哪裡找客人回來的
[00:01:33.920 --> 00:01:36.400]  你沒有客人又怎麼做呢
[00:01:36.400 --> 00:01:41.640]  有些教會可能會進入學校去找對象
[00:01:41.640 --> 00:01:44.280]  黏著學校的教會就比較有好處
[00:01:44.280 --> 00:01:47.440]  就是他能夠有源源不絕的客源
[00:01:47.440 --> 00:01:50.040]  但有些又沒有這些資源的
[00:01:50.040 --> 00:01:52.840]  那些教會有時候就很凋零
[00:01:52.840 --> 00:01:54.840]  青少年事工
[00:01:54.840 --> 00:01:56.840]  另外就是不夠侍奉人手
[00:01:56.840 --> 00:01:59.840]  其實侍奉人手是非常拉扯的
[00:01:59.840 --> 00:02:04.000]  很多時候做青少年和兒童的侍奉人
[00:02:04.000 --> 00:02:06.000]  一是很熱心
[00:02:06.000 --> 00:02:08.640]  於是每次都是他
[00:02:08.640 --> 00:02:10.240]  或者來來去去都是那兩個
[00:02:10.240 --> 00:02:12.360]  其實看到我們兒童來來去去
[00:02:12.360 --> 00:02:14.040]  都是那兩個在那裡
[00:02:14.040 --> 00:02:16.320]  有時候只有一個
[00:02:16.320 --> 00:02:18.320]  一個人看幾十個小朋友
[00:02:18.320 --> 00:02:22.920]  甚至是他自己可能都抽不到時間去崇拜
[00:02:22.920 --> 00:02:24.920]  沒有什麼機會去到守聖餐
[00:02:24.920 --> 00:02:29.240]  或者去聽一堂屬於成人的道
[00:02:29.240 --> 00:02:31.000]  其實這是一個問題的
[00:02:31.000 --> 00:02:34.400]  有見過一些青少年導師說我有崇拜
[00:02:34.400 --> 00:02:39.480]  但是他的崇拜往往只是聽一些青少年水平的道
[00:02:39.480 --> 00:02:41.480]  聽來聽去都是那個水準
[00:02:41.480 --> 00:02:44.600]  這個時候其實對他們的靈命都不是很好
[00:02:44.600 --> 00:02:50.880]  這些都是我們看到青少年兒童事工所出現的問題
[00:02:50.880 --> 00:02:52.880]  來來去去都是那些
[00:02:52.880 --> 00:02:55.880]  但是來來去去都不是很解決到
[00:02:55.880 --> 00:03:01.520]  我們回來說我們在耕耘停了一段時間
[00:03:01.520 --> 00:03:06.280]  當我們再次啟動一些侍奉的時候
[00:03:06.280 --> 00:03:08.960]  我也嘗試去聯絡一些導師
[00:03:08.960 --> 00:03:10.720]  通常都是WhatsApp
[00:03:10.720 --> 00:03:13.760]  但是也有一些可能是不應機
[00:03:13.760 --> 00:03:16.600]  所以我WhatsApp你請你應機
[00:03:16.600 --> 00:03:18.600]  我會心理平衡一點
[00:03:18.600 --> 00:03:21.320]  你WhatsApp別人但不應機
[00:03:21.320 --> 00:03:22.840]  做傳達人很慘的
[00:03:22.840 --> 00:03:24.840]  當然不要不停地應
[00:03:24.840 --> 00:03:28.520]  另外就是有些不同的原因
[00:03:28.520 --> 00:03:32.200]  其實有些導師都已經不再參與侍奉了
[00:03:32.200 --> 00:03:34.200]  譬如有些已經移民了
[00:03:34.200 --> 00:03:36.560]  所以我們要重新再設計
[00:03:36.560 --> 00:03:39.560]  也當作是一件新事去做
[00:03:39.560 --> 00:03:42.480]  現在的設計大家如果有留心
[00:03:42.480 --> 00:03:45.760]  兒童和青少年會在崇拜裡面
[00:03:45.760 --> 00:03:47.760]  一起去唱詩歌
[00:03:47.760 --> 00:03:51.040]  唱完詩歌才分開
[00:03:51.040 --> 00:03:54.400]  兒童有兒童事工青少有青少事工
[00:03:54.400 --> 00:03:58.000]  其實這個設計是有原因的
[00:03:58.000 --> 00:04:03.000]  因為我也希望一來減輕導師的壓力
[00:04:03.000 --> 00:04:06.160]  他不用整場由詩歌到結尾
[00:04:06.160 --> 00:04:08.480]  都要帶著小朋友青少年人
[00:04:08.480 --> 00:04:13.080]  二來就算導師要去侍奉
[00:04:13.080 --> 00:04:16.400]  最基本他能夠坐在禮堂上敬拜一下
[00:04:16.400 --> 00:04:18.040]  有詩歌敬拜的時間
