
[00:00:00.000 --> 00:00:04.000]  今日好感謝神
[00:00:04.000 --> 00:00:06.000]  有我們本堂的義務傳道
[00:00:06.000 --> 00:00:09.000]  陳偉安傳道在我們當中
[00:00:09.000 --> 00:00:11.000]  去分享訊息
[00:00:11.000 --> 00:00:14.000]  今日宣導的經文
[00:00:14.000 --> 00:00:18.000]  是路加福音第九章二十三節
[00:00:18.000 --> 00:00:21.000]  是新約聖經第一百零五頁
[00:00:21.000 --> 00:00:25.000]  路加福音九章二十三節
[00:00:25.000 --> 00:00:28.000]  新約聖經第一百零五頁
[00:00:28.000 --> 00:00:31.000]  請大家聽我讀出
[00:00:31.000 --> 00:00:34.000]  耶穌有對眾人說
[00:00:34.000 --> 00:00:36.000]  若有人要跟從我
[00:00:36.000 --> 00:00:38.000]  就當捨己
[00:00:38.000 --> 00:00:42.000]  天天背起自己的十字架來跟從我
[00:00:42.000 --> 00:00:44.000]  今次的講題是
[00:00:44.000 --> 00:00:46.000]  跟從的邏輯
[00:00:46.000 --> 00:00:48.000]  恭請陳傳道
[00:00:48.000 --> 00:00:59.000]  (傳教士:請節目組神)
[00:00:59.000 --> 00:01:04.000]  (傳教士:我們一起開始前一起祈禱)
[00:01:04.000 --> 00:01:07.000]  (傳教士:主耶穌,祢是我們的主)
[00:01:07.000 --> 00:01:09.000]  (傳教士:我們此刻一齊來到祢)
[00:01:09.000 --> 00:01:11.000]  (傳教士:再一次去聆聽)
[00:01:11.000 --> 00:01:14.000]  (傳教士:祢當日對眾人所講的說話)
[00:01:14.000 --> 00:01:17.000]  (傳教士:求主祢自己的對我們的說話)
[00:01:17.000 --> 00:01:20.000]  (傳教士:祢自己的靈在當中感動我們)
[00:01:20.000 --> 00:01:23.000]  (傳教士:讓我們真正聽見)
[00:01:23.000 --> 00:01:25.000]  (傳教士:祢對我們每一個人)
[00:01:25.000 --> 00:01:27.000]  (傳教士:我們在生命裏面的呼召)
[00:01:27.000 --> 00:01:29.000]  (傳教士:讓我們去跟從祢)
[00:01:29.000 --> 00:01:31.000]  (傳教士:求主祢幫助我們)
[00:01:31.000 --> 00:01:33.000]  (傳教士:同主命求,阿們)
[00:01:33.000 --> 00:01:36.000]  今天講的經文
[00:01:36.000 --> 00:01:38.000]  是一個大家很熟悉的經文
[00:01:38.000 --> 00:01:40.000]  耶穌有對眾人說
[00:01:40.000 --> 00:01:42.000]  若有人要跟從我
[00:01:42.000 --> 00:01:43.000]  就當捨己
[00:01:43.000 --> 00:01:46.000]  天天背起他的十字架來跟從我
[00:01:46.000 --> 00:01:50.000]  一段教會經常講的經文
[00:01:50.000 --> 00:01:53.000]  我稱之為一段熟靈硬的東西
[00:01:53.000 --> 00:01:58.000]  一個很硬的經文
[00:01:58.000 --> 00:02:00.000]  一個很高要求的經文
[00:02:00.000 --> 00:02:02.000]  可能大家聽過很多次
[00:02:02.000 --> 00:02:04.000]  一段很熟靈
[00:02:04.000 --> 00:02:09.000]  也是對我們的生命很高要求的經文
[00:02:09.000 --> 00:02:11.000]  背十字架
[00:02:11.000 --> 00:02:12.000]  捨己
[00:02:12.000 --> 00:02:14.000]  愛上帝
[00:02:14.000 --> 00:02:16.000]  跟隨耶穌
[00:02:16.000 --> 00:02:19.000]  一段也不太容易講
[00:02:19.000 --> 00:02:20.000]  因為大家都知道
[00:02:20.000 --> 00:02:24.000]  但確實是很不容易做的事情
[00:02:24.000 --> 00:02:27.000]  簡單問一個問題
[00:02:27.000 --> 00:02:36.000]  當中有沒有人是非常不願意跟隨耶穌的?
[00:02:36.000 --> 00:02:37.000]  如果是的話
[00:02:37.000 --> 00:02:40.000]  今天的節目就未必和你有關係
[00:02:40.000 --> 00:02:43.000]  不過我想大家都會這樣想
[00:02:43.000 --> 00:02:45.000]  我非常不願意
[00:02:45.000 --> 00:02:47.000]  我讀中學的時候
[00:02:47.000 --> 00:02:49.000]  也曾經被老師這樣問過
[00:02:49.000 --> 00:02:52.000]  因為我中學的時候是PFAT
[00:02:52.000 --> 00:02:55.000]  但我是一個不守校規的PFAT
[00:02:55.000 --> 00:02:57.000]  尤其是未信主義社會
[00:02:57.000 --> 00:03:00.000]  長頭髮、角眼眉
[00:03:00.000 --> 00:03:03.000]  不守校規
[00:03:03.000 --> 00:03:05.000]  其實我也不想做PFAT
[00:03:05.000 --> 00:03:08.000]  後來去找一些讀書不錯
[00:03:08.000 --> 00:03:11.000]  樣子很乖的同學就做PFAT
[00:03:11.000 --> 00:03:13.000]  讀書也不錯
[00:03:13.000 --> 00:03:16.000]  有一次有一個訓導老師
[00:03:16.000 --> 00:03:20.000]  叫了一班同學在禮堂裡坐在一起
[00:03:20.000 --> 00:03:22.000]  開口問了問題
[00:03:22.000 --> 00:03:26.000]  當中有沒有人是極度不願意做PFAT?
[00:03:26.000 --> 00:03:28.000]  我就想我是不願意
[00:03:28.000 --> 00:03:29.000]  但我又不是極度不願意
[00:03:29.000 --> 00:03:31.000]  我是OK不願意
[00:03:31.000 --> 00:03:33.000]  我是一點點不願意
[00:03:33.000 --> 00:03:36.000]  所以我沒有理由就推了他
[00:03:36.000 --> 00:03:38.000]  後來就成為了學校PFAT
[00:03:38.000 --> 00:03:41.000]  所以極度不願意
[00:03:41.000 --> 00:03:45.000]  當中有沒有極度不願意跟隨耶穌?
[00:03:45.000 --> 00:03:47.000]  應該沒有吧?
[00:03:47.000 --> 00:03:49.000]  大家怎麼會這樣想呢?
[00:03:49.000 --> 00:03:51.000]  我想大家做很多基督徒
[00:03:51.000 --> 00:03:56.000]  都是會願意跟隨我們的主耶穌
[00:03:56.000 --> 00:03:59.000]  問題是我們有沒有真的跟隨到
[00:03:59.000 --> 00:04:01.000]  或者我們是否跟隨到
[00:04:01.000 --> 00:04:05.000]  這是我們反而很困擾我們的問題
[00:04:05.000 --> 00:04:07.000]  我們能不能夠跟隨到
[00:04:07.000 --> 00:04:09.000]  我們的主耶穌?
[00:04:09.000 --> 00:04:10.000]  所以今天講道
[00:04:10.000 --> 00:04:14.000]  我們一起去思考這個問題
[00:04:14.000 --> 00:04:16.000]  我們都願意去跟隨耶穌
[00:04:16.000 --> 00:04:18.000]  不過問題是怎樣跟?
[00:04:18.000 --> 00:04:20.000]  跟不跟到?
[00:04:20.000 --> 00:04:22.000]  我們透過這段經文
[00:04:22.000 --> 00:04:24.000]  一段耶穌呼召人
[00:04:24.000 --> 00:04:26.000]  跟隨他的經文
[00:04:26.000 --> 00:04:27.000]  若有人要跟從我
[00:04:27.000 --> 00:04:28.000]  就當捨己
[00:04:28.000 --> 00:04:31.000]  千倍他者十字架來跟從我
[00:04:31.000 --> 00:04:32.000]  我們一起去
[00:04:32.000 --> 00:04:33.000]  透過這段經文
[00:04:33.000 --> 00:04:34.000]  我們去思考
[00:04:34.000 --> 00:04:37.000]  我們怎樣去實踐這段經文
[00:04:37.000 --> 00:04:40.000]  選這段經文是路加福音的版本
[00:04:40.000 --> 00:04:43.000]  如果你看回整個福音
[00:04:43.000 --> 00:04:46.000]  馬可和馬太的版本
[00:04:46.000 --> 00:04:48.000]  你會發現三卷方書都有記載
[00:04:48.000 --> 00:04:50.000]  這段跟隨耶穌的經文
[00:04:50.000 --> 00:04:51.000]  不過很有趣
[00:04:51.000 --> 00:04:55.000]  三卷方書所強調的對象是不同的
[00:04:55.000 --> 00:04:57.000]  譬如說馬可方版本
[00:04:57.000 --> 00:05:01.000]  馬可寫耶穌對眾人和門徒說話
[00:05:01.000 --> 00:05:05.000]  即是在《網上第八章》三十節裏
[00:05:05.000 --> 00:05:08.000]  馬可強調領受耶穌命令的
[00:05:08.000 --> 00:05:10.000]  是兩班不同的人
[00:05:10.000 --> 00:05:11.000]  有門徒
[00:05:11.000 --> 00:05:12.000]  一直跟隨著耶穌
[00:05:12.000 --> 00:05:14.000]  緊貼著耶穌的一班人
[00:05:14.000 --> 00:05:18.000]  另外有一大班屬於門徒以外的人
[00:05:18.000 --> 00:05:20.000]  稱之為非門徒的人
[00:05:20.000 --> 00:05:22.000]  所以馬可用了所有人
[00:05:22.000 --> 00:05:26.000]  去形容這班非門徒的一大班人
[00:05:26.000 --> 00:05:27.000]  所以有兩班人
[00:05:27.000 --> 00:05:28.000]  一班是門徒
[00:05:28.000 --> 00:05:29.000]  一班是非門徒
[00:05:29.000 --> 00:05:30.000]  所有人
[00:05:30.000 --> 00:05:33.000]  而馬太版本剛好就這樣
[00:05:33.000 --> 00:05:35.000]  散卻了一大班人
[00:05:35.000 --> 00:05:38.000]  接著說耶穌對門徒說
[00:05:38.000 --> 00:05:40.000]  直接說這班人的說話
[00:05:40.000 --> 00:05:43.000]  只是跟門徒說而已
[00:05:43.000 --> 00:05:45.000]  當然這是出於馬太福音
[00:05:45.000 --> 00:05:46.000]  一個很獨特的目的
[00:05:46.000 --> 00:05:49.000]  可能是強調耶穌和門徒的關係
[00:05:49.000 --> 00:05:52.000]  所以特別要跟門徒說這句話
[00:05:52.000 --> 00:05:54.000]  今天我們就不詳述這個問題
[00:05:54.000 --> 00:05:57.000]  不過對比起馬可和馬太
[00:05:57.000 --> 00:05:59.000]  路加的版本
[00:05:59.000 --> 00:06:04.000]  所說的對象就更廣、更闊、更大
[00:06:04.000 --> 00:06:05.000]  路加就直接說
[00:06:05.000 --> 00:06:08.000]  耶穌對眾人說
[00:06:08.000 --> 00:06:11.000]  所以路加福音是直接剛好用
[00:06:11.000 --> 00:06:13.000]  所有人的字來形容
[00:06:13.000 --> 00:06:16.000]  領受耶穌命令的對象
[00:06:16.000 --> 00:06:17.000]  所有人
[00:06:17.000 --> 00:06:19.000]  All people
[00:06:19.000 --> 00:06:20.000]  所有人
[00:06:20.000 --> 00:06:24.000]  不單單是跟隨耶穌的那十二個門徒
[00:06:24.000 --> 00:06:26.000]  不單只是這班人的
[00:06:26.000 --> 00:06:27.000]  Circle of Friends
[00:06:27.000 --> 00:06:29.000]  或是再Circle of Friends
[00:06:29.000 --> 00:06:31.000]  不像馬太一樣去嘗試
[00:06:31.000 --> 00:06:33.000]  去區分他們是不是門徒
[00:06:33.000 --> 00:06:34.000]  是不是不是門徒
[00:06:34.000 --> 00:06:36.000]  都不是直接
[00:06:36.000 --> 00:06:37.000]  就是說
[00:06:37.000 --> 00:06:39.000]  跟門徒說
[00:06:39.000 --> 00:06:41.000]  路加是乾脆用了三個字
[00:06:41.000 --> 00:06:43.000]  就是所有人
[00:06:43.000 --> 00:06:46.000]  來領受耶穌的命令
[00:06:46.000 --> 00:06:48.000]  就是所有人
[00:06:48.000 --> 00:06:51.000]  來領受耶穌的呼召
[00:06:51.000 --> 00:06:53.000]  每個人都應當去領受
[00:06:53.000 --> 00:06:56.000]  耶穌跟隨他的命令
[00:06:56.000 --> 00:06:58.000]  耶穌基督呼召的
[00:06:58.000 --> 00:07:00.000]  不單只是門徒
[00:07:00.000 --> 00:07:02.000]  不是一些高級的門徒
[00:07:02.000 --> 00:07:04.000]  而是凡是相信他的人
[00:07:04.000 --> 00:07:08.000]  都要領受耶穌的呼召
[00:07:08.000 --> 00:07:10.000]  不過當然
[00:07:10.000 --> 00:07:13.000]  縱然這個呼召是所有人的
[00:07:13.000 --> 00:07:15.000]  但實際上來說
[00:07:15.000 --> 00:07:17.000]  回應這個呼召的
[00:07:17.000 --> 00:07:19.000]  卻又不是真的所有人
[00:07:19.000 --> 00:07:21.000]  大家都覺得不奇怪
[00:07:21.000 --> 00:07:22.000]  教會這麼大
[00:07:22.000 --> 00:07:24.000]  每個人都跟隨耶穌
[00:07:24.000 --> 00:07:26.000]  難道每個人都跟隨耶穌嗎
[00:07:26.000 --> 00:07:28.000]  不是每個人都是這樣的
[00:07:28.000 --> 00:07:30.000]  至少每個人跟耶穌的距離
[00:07:30.000 --> 00:07:32.000]  都有一些差別
[00:07:32.000 --> 00:07:34.000]  有些人會回教會多一點
[00:07:34.000 --> 00:07:36.000]  或者更加肯侍奉多一點
[00:07:36.000 --> 00:07:37.000]  或者在位置多一點
[00:07:37.000 --> 00:07:39.000]  每個人跟耶穌的距離
[00:07:39.000 --> 00:07:41.000]  是有些不同的
[00:07:41.000 --> 00:07:42.000]  當時我們看到
[00:07:42.000 --> 00:07:44.000]  耶穌就加了一個「如果」
[00:07:44.000 --> 00:07:47.000]  在呼召的前面
[00:07:47.000 --> 00:07:48.000]  耶穌說
[00:07:48.000 --> 00:07:51.000]  如果有人願意跟隨我
[00:07:51.000 --> 00:07:54.000]  如果有人願意跟隨我的時候
[00:07:54.000 --> 00:07:56.000]  這個「如果」是一個很特別的字眼
[00:07:56.000 --> 00:07:59.000]  這是一個「如果」的命令
[00:07:59.000 --> 00:08:02.000]  你知道耶穌一向的命令都是很直接的
[00:08:02.000 --> 00:08:04.000]  我實實在在告訴你們
[00:08:04.000 --> 00:08:07.000]  清楚、簡單、直接
[00:08:07.000 --> 00:08:11.000]  雖然這裡不是耶穌唯一一次說「如果」這字
[00:08:11.000 --> 00:08:13.000]  不過通常耶穌的命令
[00:08:13.000 --> 00:08:15.000]  是很直接、簡單、簡單的那一段
[00:08:15.000 --> 00:08:17.000]  來,跟從我
[00:08:17.000 --> 00:08:19.000]  這樣就說完了
[00:08:19.000 --> 00:08:21.000]  或者說跟從我的
[00:08:21.000 --> 00:08:24.000]  就讓死人埋葬他們的死人不可以
[00:08:24.000 --> 00:08:27.000]  這是一個很簡單、清楚的指令
[00:08:27.000 --> 00:08:29.000]  通常在福音裡面
[00:08:29.000 --> 00:08:30.000]  很大部分人跟隨耶穌
[00:08:30.000 --> 00:08:32.000]  都是自動自覺地跟隨耶穌的
[00:08:32.000 --> 00:08:34.000]  耶穌都不想說話
[00:08:34.000 --> 00:08:37.000]  人們就跟從不了耶穌
[00:08:37.000 --> 00:08:39.000]  或者突然有人跑出來
[00:08:39.000 --> 00:08:41.000]  突然說耶穌、夫子
[00:08:41.000 --> 00:08:43.000]  無論往哪裡去,我都願意跟隨你
[00:08:43.000 --> 00:08:46.000]  是一個很簡單的關係
[00:08:46.000 --> 00:08:48.000]  通常耶穌一到一個地方
[00:08:48.000 --> 00:08:52.000]  一離開,就一群人都跟隨他
[00:08:52.000 --> 00:08:54.000]  大家都記得登山補訓
[00:08:54.000 --> 00:08:56.000]  馬克思誦第五六七章
[00:08:56.000 --> 00:08:57.000]  大家都很熟悉的
[00:08:57.000 --> 00:09:00.000]  更加有趣的是第八章第一節
[00:09:00.000 --> 00:09:03.000]  當耶穌離開了山的時候
[00:09:03.000 --> 00:09:07.000]  耶穌一下山,就有很多人跟隨他
[00:09:07.000 --> 00:09:10.000]  很多人都不用說話
[00:09:10.000 --> 00:09:13.000]  直接跟隨耶穌
[00:09:13.000 --> 00:09:19.000]  但耶穌在這裡發出了一個大樹的如果命令
[00:09:19.000 --> 00:09:21.000]  什麼叫做如果的命令呢?
[00:09:21.000 --> 00:09:26.000]  可能有些人是寫程式的弟兄或姐妹
[00:09:26.000 --> 00:09:28.000]  現在寫程式是基本的技巧
[00:09:28.000 --> 00:09:30.000]  大家都很熟悉怎樣去寫程式
[00:09:30.000 --> 00:09:33.000]  有些小朋友學寫程式的程式
[00:09:33.000 --> 00:09:35.000]  我讀中學的時候
[00:09:35.000 --> 00:09:37.000]  我們會考電腦的話
[00:09:37.000 --> 00:09:38.000]  是考Pascal
[00:09:38.000 --> 00:09:41.000]  不知道大家有沒有寫過
[00:09:41.000 --> 00:09:44.000]  20年前的程式語言
[00:09:44.000 --> 00:09:46.000]  就是Hello World
[00:09:46.000 --> 00:09:50.000]  If是一個最簡單的程式語言
[00:09:50.000 --> 00:09:51.000]  如果
[00:09:51.000 --> 00:09:53.000]  任何的數據輸入
[00:09:53.000 --> 00:09:54.000]  一去到這個程序裡
[00:09:54.000 --> 00:09:55.000]  一到If的話
[00:09:55.000 --> 00:09:58.000]  就會分開去不同的程序
[00:09:58.000 --> 00:09:59.000]  如果是這樣,就這樣
[00:09:59.000 --> 00:10:00.000]  如果不是這樣,就這樣
[00:10:00.000 --> 00:10:01.000]  If,然後Else
[00:10:01.000 --> 00:10:03.000]  這樣就有不同的分流
[00:10:03.000 --> 00:10:08.000]  如果是造成了兩個很不同的結果
[00:10:08.000 --> 00:10:10.000]  如果是這樣,就這樣
[00:10:10.000 --> 00:10:13.000]  如果不是這樣,就這樣
[00:10:13.000 --> 00:10:15.000]  這個正正就是如果的意思
[00:10:15.000 --> 00:10:16.000]  所以,弟妹
