
[00:00:00.000 --> 00:00:05.000]  本堂顧問牧師 查華牧師在我們當中正道
[00:00:05.000 --> 00:00:10.000]  牧師今天早上的講題是愛的真體
[00:00:10.000 --> 00:00:16.000]  經文在《約翰福音》十三章一至五節
[00:00:16.000 --> 00:00:20.000]  《新約聖經》《約翰福音》十三章一至五節
[00:00:20.000 --> 00:00:25.000]  在我們《商行本聖經》新約第一百六十三頁
[00:00:25.000 --> 00:00:34.000]  新約聖經第一百六十三頁《約翰福音》第十三章第一節
[00:00:34.000 --> 00:00:41.000]  如以前耶穌知道自己離世歸附的時候到了
[00:00:41.000 --> 00:00:45.000]  祂一向愛世間屬自己的人
[00:00:45.000 --> 00:00:48.000]  就愛他們到底
[00:00:48.000 --> 00:00:54.000]  晚餐的時候魔鬼以把出賣耶穌的意思
[00:00:54.000 --> 00:00:59.000]  放在加略人西門的兒子猶大心裡
[00:00:59.000 --> 00:01:04.000]  耶穌知道父已把萬有交在他手裡
[00:01:04.000 --> 00:01:08.000]  且知道自己是從神出來的
[00:01:08.000 --> 00:01:11.000]  又要回到神那裡去
[00:01:11.000 --> 00:01:15.000]  就離席站起來脫了衣服
[00:01:15.000 --> 00:01:19.000]  拿一條手巾束腰
[00:01:19.000 --> 00:01:22.000]  隨後把水倒在盆裡
[00:01:22.000 --> 00:01:25.000]  開始洗門徒的腳
[00:01:25.000 --> 00:01:29.000]  並用束腰的手巾擦乾
[00:01:30.000 --> 00:01:32.000]  將時間公正交給陳牧師
[00:01:32.000 --> 00:01:41.000]  陳牧師:各位姐妹早安
[00:01:41.000 --> 00:01:45.000]  我們能夠參加聖餐的崇拜
[00:01:45.000 --> 00:01:49.000]  對我們的靈明是一個很好的鼓勵
[00:01:49.000 --> 00:01:53.000]  當我們大家有機會安靜去默想
[00:01:53.000 --> 00:01:56.000]  去思念著偉大的愛
[00:01:56.000 --> 00:01:58.000]  在我們的心靈裡
[00:01:58.000 --> 00:02:01.000]  真的加添很多心力在當中
[00:02:01.000 --> 00:02:03.000]  希望我們能夠回到神的家
[00:02:03.000 --> 00:02:06.000]  參加聖餐崇拜
[00:02:06.000 --> 00:02:08.000]  今早不單有聖餐崇拜
[00:02:08.000 --> 00:02:10.000]  也有長者為我們獻唱
[00:02:10.000 --> 00:02:13.000]  剛才長者獻唱的歌好聽嗎
[00:02:13.000 --> 00:02:18.000]  他們加起來都二千多歲了
[00:02:18.000 --> 00:02:21.000]  他唱一首難度也高的歌
[00:02:21.000 --> 00:02:27.000]  能夠鼓勵我們要為主發光
[00:02:27.000 --> 00:02:32.000]  為教會有常青的師班感恩
[00:02:32.000 --> 00:02:34.000]  我們為他們感謝天父
[00:02:34.000 --> 00:02:37.000]  感謝神
[00:02:37.000 --> 00:02:44.000]  大家今早看到的題目是關於愛的真諦
[00:02:44.000 --> 00:02:45.000]  我想你們很快就會想起
[00:02:45.000 --> 00:02:47.000]  假日牧師會說
[00:02:47.000 --> 00:02:49.000]  哥林多前書十三章
[00:02:49.000 --> 00:02:54.000]  因為林前十三章是一篇愛篇
[00:02:54.000 --> 00:02:57.000]  裡面整篇都充滿愛
[00:02:57.000 --> 00:03:00.000]  所以年輕人結婚的時候
[00:03:00.000 --> 00:03:03.000]  很喜歡選用這首愛篇
[00:03:03.000 --> 00:03:05.000]  林前十三章
[00:03:05.000 --> 00:03:09.000]  今早我和大家思想的是
[00:03:09.000 --> 00:03:13.000]  林前十三章是愛的實踐
[00:03:13.000 --> 00:03:16.000]  但是愛的動力從何而來呢
[00:03:16.000 --> 00:03:20.000]  愛的動力需要認識了解明白
[00:03:20.000 --> 00:03:22.000]  什麼是愛的真諦
[00:03:22.000 --> 00:03:27.000]  這是今早牧師和大家分享的
[00:03:27.000 --> 00:03:43.000]  (音樂)
[00:03:43.000 --> 00:03:47.000]  原來還未開掣
[00:03:47.000 --> 00:03:51.000]  我以為打了出來已經開了
[00:03:51.000 --> 00:03:53.000]  剛才大家讀了經文
[00:03:53.000 --> 00:03:56.000]  已經有個印象了
[00:03:56.000 --> 00:04:02.000]  講到愛其實有三層的意思
[00:04:02.000 --> 00:04:05.000]  原來在新約的希臘文當中
[00:04:05.000 --> 00:04:10.000]  最低層次的愛是一種肉體的愛
[00:04:10.000 --> 00:04:12.000]  即是一種情慾的愛
[00:04:12.000 --> 00:04:14.000]  這是一個低層次的
[00:04:14.000 --> 00:04:16.000]  較為中層次的愛
[00:04:16.000 --> 00:04:21.000]  就是人和人之間一個有條件的愛
[00:04:21.000 --> 00:04:24.000]  即是你識做我也識做
[00:04:24.000 --> 00:04:27.000]  你孝敬我,我又孝敬你
[00:04:27.000 --> 00:04:29.000]  這叫做有條件的愛
[00:04:29.000 --> 00:04:31.000]  是一個中層的
[00:04:31.000 --> 00:04:36.000]  但最高層的愛是一個無條件的愛
[00:04:36.000 --> 00:04:38.000]  是一個犧牲的愛
[00:04:38.000 --> 00:04:41.000]  這愛就是主耶穌一個偉大的愛
[00:04:41.000 --> 00:04:44.000]  正如我們今早思念主
[00:04:44.000 --> 00:04:49.000]  祂怎樣為我們釘身十家流出補血
[00:04:49.000 --> 00:04:52.000]  怎樣犧牲祂的性命來救贖世人
[00:04:52.000 --> 00:04:59.000]  這是一個愛的高峰
[00:04:59.000 --> 00:05:03.000]  今早我們不單認識主為我們釘身
[00:05:03.000 --> 00:05:07.000]  也知道主曾經為門徒洗腳
[00:05:07.000 --> 00:05:11.000]  其實十三章的禦降福音中
[00:05:11.000 --> 00:05:17.000]  流露出主讓我們認識愛
[00:05:17.000 --> 00:05:21.000]  到底是一件甚麼事情呢
[00:05:21.000 --> 00:05:24.000]  當耶穌為門徒洗腳之前
[00:05:24.000 --> 00:05:28.000]  其實十三章的一到五節
[00:05:28.000 --> 00:05:33.000]  記載當時耶穌的心境
[00:05:33.000 --> 00:05:35.000]  講述祂的心情
[00:05:35.000 --> 00:05:41.000]  講述祂要面對一個這麼重大的時刻
[00:05:41.000 --> 00:05:46.000]  祂是怎樣的心境表述出來呢
[00:05:46.000 --> 00:05:48.000]  在第一節裏面
[00:05:48.000 --> 00:05:51.000]  我們看到兩隻紙都是很驚人的
[00:05:51.000 --> 00:05:53.000]  這也是讓我們見到
[00:05:53.000 --> 00:05:58.000]  原來當我們要去認識真愛的時候
[00:05:58.000 --> 00:06:00.000]  我們要發現到
[00:06:00.000 --> 00:06:03.000]  在一章到五節裏面
[00:06:03.000 --> 00:06:06.000]  祂真的流露出愛的真諦
[00:06:06.000 --> 00:06:09.000]  是不能夠缺少的五個元素
[00:06:09.000 --> 00:06:11.000]  哪五個元素呢
[00:06:11.000 --> 00:06:13.000]  我們今集來看看
[00:06:13.000 --> 00:06:17.000]  第一個元素就是放下自己的元素
[00:06:17.000 --> 00:06:20.000]  即是說在第一節裏面
[00:06:20.000 --> 00:06:23.000]  有兩隻字是很嚇人的
[00:06:23.000 --> 00:06:26.000]  很驚嚇的是甚麼呢
[00:06:26.000 --> 00:06:27.000]  就是離世
[00:06:27.000 --> 00:06:28.000]  大家有沒有留意到
[00:06:28.000 --> 00:06:32.000]  耶穌知道自己離世歸附的日子到了
[00:06:32.000 --> 00:06:36.000]  我想每個人都很怕面對這兩個字
[00:06:36.000 --> 00:06:38.000]  我自己作為遠目
[00:06:38.000 --> 00:06:41.000]  在醫院裏面更加有很深刻的體會
[00:06:41.000 --> 00:06:43.000]  離世對每個人來說
[00:06:43.000 --> 00:06:45.000]  都是一個很大的威脅
[00:06:45.000 --> 00:06:49.000]  是一個很重要的關頭
[00:06:49.000 --> 00:06:51.000]  是一個生死的關頭
[00:06:51.000 --> 00:06:55.000]  到底耶穌都知道自己快要離世的時候
[00:06:55.000 --> 00:06:58.000]  在一個這麼生死關頭的時候
[00:06:58.000 --> 00:07:00.000]  祂的表現是怎樣呢
[00:07:00.000 --> 00:07:01.000]  各位電視節目的觀眾
[00:07:01.000 --> 00:07:03.000]  其實我相信你和我
[00:07:03.000 --> 00:07:08.000]  雖然還沒有去到生死關頭這麼大的一件事
[00:07:08.000 --> 00:07:11.000]  不過你和我在人生當中
[00:07:11.000 --> 00:07:15.000]  都經歷過不同的重要關頭
[00:07:15.000 --> 00:07:20.000]  譬如我們要考DSE
[00:07:20.000 --> 00:07:24.000]  我們要參加比賽
[00:07:24.000 --> 00:07:29.000]  或者我們要明天做全身的檢查
[00:07:29.000 --> 00:07:35.000]  或者我們要面對結婚
[00:07:35.000 --> 00:07:37.000]  我相信每一個人
[00:07:37.000 --> 00:07:40.000]  當你遇到人生重要的關頭
[00:07:40.000 --> 00:07:42.000]  你的心情都會很緊張
[00:07:42.000 --> 00:07:44.000]  都會很擔心
[00:07:44.000 --> 00:07:47.000]  都會很忐忑
[00:07:47.000 --> 00:07:54.000]  尤其是當晚要面對第二天這麼重要的關頭
[00:07:54.000 --> 00:07:56.000]  通常都會睡不著
[00:07:56.000 --> 00:07:58.000]  整晚都睡不著
[00:07:58.000 --> 00:08:01.000]  心想明天會怎樣
[00:08:01.000 --> 00:08:03.000]  報告會怎樣
[00:08:03.000 --> 00:08:04.000]  明天跑
[00:08:04.000 --> 00:08:08.000]  今次好像不太夠準備
[00:08:08.000 --> 00:08:10.000]  不知道能不能跑
[00:08:10.000 --> 00:08:12.000]  明天考試
[00:08:12.000 --> 00:08:15.000]  不知道自己讀的內容
[00:08:15.000 --> 00:08:16.000]  讀得好嗎
[00:08:16.000 --> 00:08:19.000]  很多事情你會不停去想
[00:08:19.000 --> 00:08:22.000]  令到你睡不著
[00:08:22.000 --> 00:08:24.000]  感覺很辛苦
[00:08:24.000 --> 00:08:25.000]  這就是說
[00:08:25.000 --> 00:08:28.000]  人生去到重要關頭
[00:08:28.000 --> 00:08:31.000]  通常想的都是想自己
[00:08:31.000 --> 00:08:34.000]  我相信主耶穌都不例外
[00:08:34.000 --> 00:08:35.000]  如果祂要想
[00:08:35.000 --> 00:08:37.000]  祂真的可以想
[00:08:37.000 --> 00:08:41.000]  我怎樣可以保護自己
[00:08:41.000 --> 00:08:47.000]  我怎樣可以不用面對殘酷的刑具
[00:08:47.000 --> 00:08:50.000]  我怎樣可以不需要面對死亡
[00:08:50.000 --> 00:08:54.000]  祂其實可以想很多跟自己有關的事情
[00:08:54.000 --> 00:08:56.000]  正如你和我都會這樣想
[00:08:56.000 --> 00:08:58.000]  但是奇就奇在
