
[00:00:00.000 --> 00:00:09.000]  他所賜的有仕途、有先知、有傳福音的有牧者和教師
[00:00:09.000 --> 00:00:14.000]  為要裝備聖徒做侍奉的工作
[00:00:14.000 --> 00:00:16.800]  建立基督的身體
[00:00:16.800 --> 00:00:22.000]  直等到我們眾人在信仰上同歸於一
[00:00:22.000 --> 00:00:24.300]  認識神的兒子
[00:00:24.300 --> 00:00:30.600]  得以長大成人 達到基督完全長成的新娘
[00:00:30.600 --> 00:00:34.800]  這樣我們不再作小孩子
[00:00:34.800 --> 00:00:39.800]  還要人的詭計和欺騙的法術
[00:00:39.800 --> 00:00:45.100]  被一切邪說之風搖動 飄來飄去
[00:00:45.100 --> 00:00:48.400]  我們反而要用愛心說誠實話
[00:00:48.400 --> 00:00:52.300]  各方面向著基督長進
[00:00:52.300 --> 00:00:54.800]  達於元首基督
[00:00:54.800 --> 00:00:59.300]  靠著祂全身都連接得緊湊
[00:00:59.300 --> 00:01:02.300]  拔切各按各職
[00:01:02.300 --> 00:01:07.300]  按著各身各體的功用彼此相助
[00:01:07.300 --> 00:01:10.300]  使身體漸漸增長
[00:01:10.300 --> 00:01:14.300]  在愛中建立自己
[00:01:14.300 --> 00:01:15.300]  我們感謝神
[00:01:15.300 --> 00:01:20.300]  今天有郭鴻彪牧師在我們當中靜悟
[00:01:20.300 --> 00:01:23.800]  郭牧師是我們本堂的義務傳道
[00:01:23.800 --> 00:01:28.800]  今天的講題是「回歸基本信仰」
[00:01:28.800 --> 00:01:31.300]  現在恭請郭牧師靜悟
[00:01:31.300 --> 00:01:40.300]  我們一起從心祈禱
[00:01:40.300 --> 00:01:42.300]  我們親愛的天父上帝
[00:01:42.300 --> 00:01:46.300]  我們在祢的面前就求祢的聖靈充滿我們
[00:01:46.300 --> 00:01:49.800]  讓我們能夠明白祢自己的心意
[00:01:49.800 --> 00:01:52.800]  能夠明白聖經的教導
[00:01:52.800 --> 00:01:55.300]  我們很需要祢的聖靈智慧
[00:01:55.300 --> 00:01:58.300]  也可以檢視我們在世上的生活
[00:01:58.300 --> 00:02:01.300]  檢視我們在家庭的生活
[00:02:01.300 --> 00:02:03.300]  檢視在教會的生活
[00:02:03.300 --> 00:02:04.300]  在工作的裏面
[00:02:04.300 --> 00:02:06.800]  我們職場的生涯
[00:02:06.800 --> 00:02:09.300]  我們真的求祢幫助我們
[00:02:09.300 --> 00:02:11.800]  活得更加合乎祢的心意
[00:02:11.800 --> 00:02:13.800]  禱告奉耶穌基督的名
[00:02:13.800 --> 00:02:14.800]  阿門
[00:02:14.800 --> 00:02:16.300]  很感謝神的恩典
[00:02:16.300 --> 00:02:19.300]  也讓我和各位姐妹分享聖經的信息
[00:02:19.300 --> 00:02:24.300]  其實今天是教會年曆的聖靈降臨節
[00:02:24.300 --> 00:02:28.300]  所以你會發覺很多詩歌都和聖靈有關
[00:02:28.300 --> 00:02:31.800]  或者讀的那些讀經都是和聖靈有關
[00:02:31.800 --> 00:02:35.800]  但是我的講道就不是直接和聖靈有關
[00:02:35.800 --> 00:02:39.300]  我祈禱和思考的時候
[00:02:39.300 --> 00:02:42.800]  講道的題目就是「回歸基本信仰」
[00:02:42.800 --> 00:02:46.300]  一個我想是大家都很熟悉的題目
[00:02:46.300 --> 00:02:49.300]  或者講的東西你都以為都是很基本的
[00:02:49.300 --> 00:02:53.300]  我希望如果你是覺得
[00:02:53.300 --> 00:02:56.300]  你都懂得的時候
[00:02:56.300 --> 00:02:57.800]  你當溫故知新
[00:02:57.800 --> 00:03:01.800]  又或者你都很想在靈命上進心的時候
[00:03:01.800 --> 00:03:04.300]  你都多一個參考
[00:03:04.300 --> 00:03:07.300]  去看看會不會真的能夠幫到你
[00:03:07.300 --> 00:03:09.300]  經歷神更加多
[00:03:09.300 --> 00:03:13.300]  我就用《耳筆所書》第四章第十一到十六節
[00:03:13.300 --> 00:03:15.800]  我講道的內容有三個部分
[00:03:15.800 --> 00:03:18.300]  第一個就是抗煽形
[00:03:18.300 --> 00:03:21.300]  瞞途形的安提訛教會
[00:03:21.300 --> 00:03:23.300]  第二個部分就是
[00:03:23.300 --> 00:03:26.300]  怎樣成為有抗煽力的教會呢?
[00:03:26.300 --> 00:03:27.800]  第三個部分就是
[00:03:27.800 --> 00:03:30.800]  信徒要回歸基本的信仰
[00:03:30.800 --> 00:03:33.800]  所以其實我說回歸基本信仰
[00:03:33.800 --> 00:03:40.300]  這個目標其實是指向教會的更新
[00:03:40.300 --> 00:03:42.300]  好像剛才那首歌
[00:03:42.300 --> 00:03:45.800]  主耶穌願你充滿群揚
[00:03:45.800 --> 00:03:47.800]  就是說耶穌的靈
[00:03:47.800 --> 00:03:50.300]  是充滿在每一個信徒的心裡面
[00:03:50.300 --> 00:03:52.300]  也是充滿在教會裡面
[00:03:52.300 --> 00:03:55.300]  使到教會更加有它的抗煽力
[00:03:55.300 --> 00:03:59.800]  有它的能力去吸引更多的人來歸向耶穌
[00:03:59.800 --> 00:04:01.800]  首先第一個部分就是成為
[00:04:01.800 --> 00:04:04.800]  抗煽形、瞞途形的安提訛教會
[00:04:04.800 --> 00:04:09.300]  我是很有興趣看其他人寫的東西的
[00:04:09.300 --> 00:04:11.800]  在台灣有一個牧師叫夏宗堅牧師
[00:04:11.800 --> 00:04:13.300]  可能你們有聽過他
[00:04:13.300 --> 00:04:14.800]  他寫了很多書
[00:04:14.800 --> 00:04:17.800]  他有一次在德國漢諾威參觀
[00:04:17.800 --> 00:04:20.300]  他去看到一些工業展
[00:04:20.300 --> 00:04:23.300]  原來有些叫工業的1.0
[00:04:23.300 --> 00:04:24.300]  是什麼呢?
[00:04:24.300 --> 00:04:26.300]  就是在工業革命
[00:04:26.300 --> 00:04:28.300]  在1712年到1912年之間
[00:04:28.300 --> 00:04:30.300]  那些叫工業1.0
[00:04:30.300 --> 00:04:32.300]  好了,又有叫工業2.0
[00:04:32.300 --> 00:04:33.300]  是什麼呢?
[00:04:33.300 --> 00:04:34.300]  就是能源革命
[00:04:34.300 --> 00:04:36.800]  在1913年到1968年
[00:04:36.800 --> 00:04:39.800]  後面還有一個工業的3.0
[00:04:39.800 --> 00:04:41.800]  就是資訊革命
[00:04:41.800 --> 00:04:43.800]  1969年到2012年
[00:04:43.800 --> 00:04:46.800]  然後工業的4.0是什麼呢?
[00:04:46.800 --> 00:04:48.300]  製造服務業的革命
[00:04:48.300 --> 00:04:50.300]  在2013年到現在
[00:04:50.300 --> 00:04:52.300]  不斷在演進中
[00:04:52.300 --> 00:04:56.800]  你看到工業的形態在變化中
[00:04:56.800 --> 00:04:59.300]  就讓他更加深去反省
[00:04:59.300 --> 00:05:02.800]  教會有沒有一個演進的歷程
[00:05:02.800 --> 00:05:05.800]  所以他就發展了一個這樣的觀念出來
[00:05:05.800 --> 00:05:09.300]  就叫教會1.0、教會2.0、教會3.0
[00:05:09.300 --> 00:05:11.300]  教會4.0、教會5.0
[00:05:11.300 --> 00:05:13.800]  我覺得他很有創意
[00:05:13.800 --> 00:05:15.800]  我就參考他的觀念
[00:05:15.800 --> 00:05:18.800]  加一些我個人的意見
[00:05:18.800 --> 00:05:20.800]  教會1.0是什麼呢?
[00:05:20.800 --> 00:05:23.800]  就是宗教型、聚會型的教會
[00:05:23.800 --> 00:05:25.800]  在體肆錄裏面有一間教會
[00:05:25.800 --> 00:05:27.800]  可以叫做對後入座的
[00:05:27.800 --> 00:05:29.800]  就是老底家教會
[00:05:29.800 --> 00:05:32.800]  宗教型的教會是有固定的形式
[00:05:32.800 --> 00:05:36.300]  我們有些學問叫宗教社會學
[00:05:36.300 --> 00:05:38.300]  從宗教社會學的角度來說
[00:05:38.300 --> 00:05:40.300]  這些宗教型的教會
[00:05:40.300 --> 00:05:43.300]  就提供社會上的宗教功能
[00:05:43.300 --> 00:05:45.300]  就是穩定社會
[00:05:45.300 --> 00:05:48.300]  就好像中世紀那樣
[00:05:48.300 --> 00:05:52.300]  每個市民都是教徒
[00:05:52.300 --> 00:05:54.300]  他們非常清晰
[00:05:54.300 --> 00:05:57.300]  生活是很規律化的
[00:05:57.300 --> 00:05:59.300]  所以就沒有什麼變化
[00:05:59.300 --> 00:06:01.300]  你回到崇拜
[00:06:01.300 --> 00:06:03.300]  就完成了那個星期要做的事
[00:06:03.300 --> 00:06:06.300]  是很形式化的
[00:06:06.300 --> 00:06:08.300]  教會2.0是什麼呢?
[00:06:08.300 --> 00:06:11.300]  就是侍工型、活動型的教會
[00:06:11.300 --> 00:06:13.300]  在新約裏面就可以配對到
[00:06:13.300 --> 00:06:15.300]  是哥林多教會
[00:06:15.300 --> 00:06:18.300]  近年教會的增長理論就說
[00:06:18.300 --> 00:06:21.300]  我們要針對會眾的需要
[00:06:21.300 --> 00:06:23.300]  或者受眾的需要
[00:06:23.300 --> 00:06:27.300]  然後就去做我們的工作
[00:06:27.300 --> 00:06:31.300]  當教會是引進市場拓展的觀念
[00:06:31.300 --> 00:06:33.300]  去營運教會的時候
[00:06:33.300 --> 00:06:35.300]  教會的侍工活動
[00:06:35.300 --> 00:06:38.300]  是要針對受眾的需要
[00:06:38.300 --> 00:06:39.300]  一定要到位的
[00:06:39.300 --> 00:06:41.300]  你不到位那些人就不來的
[00:06:41.300 --> 00:06:43.300]  所以你會發覺
[00:06:43.300 --> 00:06:46.300]  特別在北美洲這些教會增長理論
[00:06:46.300 --> 00:06:48.300]  是行得通的
[00:06:48.300 --> 00:06:50.300]  但如果你有時聽我說
[00:06:50.300 --> 00:06:52.300]  我就會發覺有實際證據
[00:06:52.300 --> 00:06:54.300]  是行不通的
[00:06:54.300 --> 00:06:57.300]  可能你聽過美國柳溪教會
[00:06:57.300 --> 00:06:59.300]  Willow Creek的教會
[00:06:59.300 --> 00:07:01.300]  其實早幾年他們已經承認了
[00:07:01.300 --> 00:07:03.300]  他們教會的聖經教導
[00:07:03.300 --> 00:07:05.300]  是真的很差
[00:07:05.300 --> 00:07:07.300]  所以他們要急謀對策
[00:07:07.300 --> 00:07:10.300]  強化他們的聖經教導
[00:07:10.300 --> 00:07:12.300]  教會3.0是甚麼呢
[00:07:12.300 --> 00:07:14.300]  是牧羊型享受型的教會
[00:07:14.300 --> 00:07:17.300]  就好像耶路撒冷教會
[00:07:17.300 --> 00:07:19.300]  這些教會是很內向的
[00:07:19.300 --> 00:07:23.300]  它是單單強調我們信主之後
[00:07:23.300 --> 00:07:25.300]  我們個人就很幸福
[00:07:25.300 --> 00:07:27.300]  你信了主就幸福了
[00:07:27.300 --> 00:07:29.300]  你的婚姻和家庭都很幸福
[00:07:29.300 --> 00:07:32.300]  工作事業都很幸福又很成功
[00:07:32.300 --> 00:07:35.300]  教會的文化是主要吸納中產
[00:07:35.300 --> 00:07:37.300]  專業高質素的信徒
[00:07:37.300 --> 00:07:39.300]  你可以明白
[00:07:39.300 --> 00:07:42.300]  這類教會都幾好做的
[00:07:42.300 --> 00:07:44.300]  不過要求很高
[00:07:44.300 --> 00:07:49.300]  夏牧師就認為
[00:07:49.300 --> 00:07:53.300]  教會不單止要有小組
[00:07:53.300 --> 00:07:54.300]  就會健康
[00:07:54.300 --> 00:07:56.300]  特別台灣有很多幸福小組
[00:07:56.300 --> 00:07:59.300]  如果教會的體質沒有改變
[00:07:59.300 --> 00:08:00.300]  即是你有個殼
[00:08:00.300 --> 00:08:02.300]  你的體質沒有改變
[00:08:02.300 --> 00:08:04.300]  小組還可以有很多問題
[00:08:04.300 --> 00:08:06.300]  譬如有些小組很自我中心
[00:08:06.300 --> 00:08:07.300]  跟牧者唱反調
[00:08:07.300 --> 00:08:11.300]  最後小組成組離開教會等等都有
[00:08:11.300 --> 00:08:14.300]  所以其實我們要看比較全面一點才行
[00:08:14.300 --> 00:08:16.300]  教會4.0是甚麼呢
[00:08:16.300 --> 00:08:17.300]  就是企業型教會
[00:08:17.300 --> 00:08:18.300]  業務型教會
[00:08:18.300 --> 00:08:20.300]  就好像已不所教會
[00:08:20.300 --> 00:08:24.300]  當教會在人數財力上都豐富的時候
[00:08:24.300 --> 00:08:26.300]  他們就會希望他們的影響力
[00:08:26.300 --> 00:08:29.300]  是擴展到社會甚至世界各地的
[00:08:29.300 --> 00:08:30.300]  一定是這樣的
[00:08:30.300 --> 00:08:32.300]  怎會做小的 做大的
[00:08:32.300 --> 00:08:34.300]  企業型教會沒有說
[00:08:34.300 --> 00:08:37.300]  讓各個小群體獨立成長
[00:08:37.300 --> 00:08:40.300]  相反他們會直接開拓工場
[00:08:40.300 --> 00:08:43.300]  或者用加盟店的方式
[00:08:43.300 --> 00:08:46.300]  讓各個小群體成為他們網絡的一部份
[00:08:46.300 --> 00:08:48.300]  所以我都曾經聽過
[00:08:48.300 --> 00:08:51.300]  在歐洲有些小小的茶經班
[00:08:51.300 --> 00:08:54.300]  被某些巨型的教會跟他們說
[00:08:54.300 --> 00:08:57.300]  其實你可以加盟在我們的名義之下
[00:08:57.300 --> 00:09:00.300]  我們可以用網絡的方法
[00:09:00.300 --> 00:09:02.300]  將我們大量的資源給你
[00:09:02.300 --> 00:09:04.300]  不過你崇拜的是看電視的
[00:09:04.300 --> 00:09:06.300]  不過我們的電視質素好
[00:09:06.300 --> 00:09:08.300]  我們有名講員有名師班
[00:09:08.300 --> 00:09:10.300]  你願不願意
[00:09:10.300 --> 00:09:11.300]  就好像那些franchise
[00:09:11.300 --> 00:09:13.300]  你加起來就加盟店
[00:09:13.300 --> 00:09:16.300]  這是很好的意見
[00:09:16.300 --> 00:09:19.300]  不過在這裡容許我講一點
[00:09:19.300 --> 00:09:22.300]  你真的試想一下甚麼叫宣教學的時候
[00:09:22.300 --> 00:09:24.300]  你就會想
[00:09:24.300 --> 00:09:27.300]  宣教是派遣那些宣教士
[00:09:27.300 --> 00:09:30.300]  報他的生命危險
[00:09:30.300 --> 00:09:34.300]  在一個福音的石頭地裏傳福音
[00:09:34.300 --> 00:09:37.300]  可能一輩子都沒有甚麼果子
[00:09:37.300 --> 00:09:41.300]  這個是傳統我們見到的宣教士的精神
[00:09:41.300 --> 00:09:44.300]  但如果我開加盟店就很簡單
[00:09:44.300 --> 00:09:48.300]  就會問這是宣教還是企業呢
[00:09:48.300 --> 00:09:52.300]  所以你聽我說話都會知道我頗多批判
[00:09:52.300 --> 00:09:55.300]  企業型的教會有國際事工
[00:09:55.300 --> 00:09:58.300]  直接是跨國企業遍佈全球
[00:09:58.300 --> 00:10:00.300]  是有的現在有些教會是這樣的
[00:10:00.300 --> 00:10:01.300]  很厲害的
[00:10:01.300 --> 00:10:04.300]  國際事工部真的全球都有他的工場
