
[00:00:00.000 --> 00:00:03.720]  靈姐妹我們一起同心祈禱
[00:00:03.720 --> 00:00:07.160]  親愛的天父 我們感謝你
[00:00:07.160 --> 00:00:10.820]  讓我們能夠繼續可以在崇拜裏面
[00:00:10.820 --> 00:00:13.400]  親近你 敬拜你
[00:00:13.400 --> 00:00:18.000]  你是那一位配受稱頌敬拜的真神
[00:00:18.000 --> 00:00:21.800]  我們能夠可以來到去敬拜你
[00:00:21.800 --> 00:00:24.500]  是我們很大的一個福氣
[00:00:24.500 --> 00:00:27.000]  因為是你揀選我們
[00:00:27.000 --> 00:00:30.100]  使得我們在地上能夠認識
[00:00:30.100 --> 00:00:33.600]  唯有你是獨一的真神
[00:00:33.600 --> 00:00:36.300]  我們今天看的這段聖經
[00:00:36.300 --> 00:00:38.900]  亦都在在告訴我們
[00:00:38.900 --> 00:00:40.900]  尼泊爾格尼撒旺
[00:00:40.900 --> 00:00:45.400]  他很想問哪一位是真正的神
[00:00:45.400 --> 00:00:47.500]  在他的認知裏面
[00:00:47.500 --> 00:00:51.700]  他只是以為自己是可以來到去
[00:00:51.700 --> 00:00:54.700]  好像成為萬人景仰
[00:00:54.700 --> 00:00:58.900]  因為他的確在當時的近東世界
[00:00:58.900 --> 00:01:02.100]  他是最大最強的王
[00:01:02.100 --> 00:01:07.200]  但是當幾位猶太的年青人
[00:01:07.200 --> 00:01:11.300]  讓他看到那個真正的信靠
[00:01:11.300 --> 00:01:13.000]  心靈的皈依
[00:01:13.000 --> 00:01:15.500]  是這一位看不到
[00:01:15.500 --> 00:01:19.200]  這一位創造宇宙萬物的神的時候
[00:01:19.200 --> 00:01:23.000]  讓尼泊爾格尼撒旺感到驚訝
[00:01:23.000 --> 00:01:25.400]  我們在你面前今天
[00:01:25.400 --> 00:01:27.600]  很想藉著這一段聖經
[00:01:27.600 --> 00:01:30.100]  來將你的榮耀
[00:01:30.100 --> 00:01:33.200]  也使得我們的信心能夠建立
[00:01:33.200 --> 00:01:35.100]  一起去思想
[00:01:35.100 --> 00:01:38.900]  求主的聖靈藉著舊約的經文
[00:01:38.900 --> 00:01:41.300]  使得我們今天在這個時代
[00:01:41.300 --> 00:01:44.000]  我們可以來到去對耶穌基督
[00:01:44.000 --> 00:01:46.700]  有一個很認真的認順
[00:01:46.700 --> 00:01:50.000]  特別是給我們一班的青年人
[00:01:50.000 --> 00:01:51.900]  我們有理想
[00:01:51.900 --> 00:01:54.000]  我們追夢的人生
[00:01:54.000 --> 00:01:55.700]  我們要看看
[00:01:55.700 --> 00:01:57.200]  怎樣來到去效法
[00:01:57.200 --> 00:02:02.300]  先然他們的人生的皈依和跟隨
[00:02:02.300 --> 00:02:03.900]  我們這樣禱告
[00:02:03.900 --> 00:02:06.200]  奉耶穌基督的名
[00:02:06.200 --> 00:02:07.600]  阿們
[00:02:07.600 --> 00:02:09.400]  這一章聖經其實都很長
[00:02:09.400 --> 00:02:11.700]  有三十節的經文
[00:02:11.700 --> 00:02:13.800]  是一個故事
[00:02:13.800 --> 00:02:16.000]  我們一直在那裏延續
[00:02:16.000 --> 00:02:19.400]  每一章由第一到第六章
[00:02:19.400 --> 00:02:21.800]  是六個單元的故事
[00:02:21.800 --> 00:02:24.700]  是講到事連的
[00:02:24.700 --> 00:02:27.700]  第七章一直去到第十二章
[00:02:27.700 --> 00:02:32.100]  是另外但爾利書的一個技術
[00:02:32.100 --> 00:02:34.300]  就是很多的寓言
[00:02:34.300 --> 00:02:37.200]  來到去作者
[00:02:37.200 --> 00:02:39.700]  給我們知道將來
[00:02:39.700 --> 00:02:41.700]  世界的國度
[00:02:41.700 --> 00:02:45.300]  那個的演變和寓言來的
[00:02:45.300 --> 00:02:46.800]  但是頭六章
[00:02:46.800 --> 00:02:48.500]  是用故事的形式
[00:02:48.500 --> 00:02:50.300]  敘述的形式
[00:02:50.300 --> 00:02:53.200]  我們講過第一章
[00:02:53.200 --> 00:02:54.300]  三個
[00:02:54.300 --> 00:02:55.700]  應該是四個
[00:02:55.700 --> 00:02:58.000]  包括但爾利
[00:02:58.000 --> 00:02:59.400]  四個年青人
[00:02:59.400 --> 00:03:02.800]  是猶太猶大國
[00:03:02.800 --> 00:03:04.800]  國中的精英
[00:03:04.800 --> 00:03:07.700]  但是被擄到去巴比倫
[00:03:07.700 --> 00:03:08.900]  是第一批
[00:03:08.900 --> 00:03:12.500]  被擄到去巴比倫的青年人
[00:03:12.500 --> 00:03:15.500]  他們因為要
[00:03:15.500 --> 00:03:19.300]  持守住自己的信仰的純正
[00:03:19.300 --> 00:03:22.800]  所以是主動的去尋求
[00:03:22.800 --> 00:03:25.000]  他們要有十天
[00:03:25.000 --> 00:03:29.100]  來到去吃一些很簡單的食物
[00:03:29.100 --> 00:03:31.800]  但是仍然可以保持
[00:03:31.800 --> 00:03:35.300]  那種在皇室貴就面前
[00:03:35.300 --> 00:03:37.000]  那個的考驗
[00:03:37.000 --> 00:03:38.800]  他們仍然都能夠
[00:03:38.800 --> 00:03:41.600]  讓皇看到他們
[00:03:41.600 --> 00:03:43.800]  不會是
[00:03:43.800 --> 00:03:45.900]  因為不吃皇的膳
[00:03:45.900 --> 00:03:47.800]  御膳
[00:03:47.800 --> 00:03:50.700]  來到去有一些的變化
[00:03:50.700 --> 00:03:52.600]  再加上
[00:03:52.600 --> 00:03:55.200]  三年的時間的考驗
[00:03:55.200 --> 00:03:57.000]  令到他們能夠可以
[00:03:57.000 --> 00:03:59.200]  示辣在皇的面前
[00:03:59.200 --> 00:04:01.100]  就是說沒有被
[00:04:01.100 --> 00:04:03.600]  整個巴比倫的文化
[00:04:03.600 --> 00:04:06.600]  各方面來到去同化
[00:04:06.600 --> 00:04:08.000]  這個是一個
[00:04:08.000 --> 00:04:09.500]  主動尋求
[00:04:09.500 --> 00:04:11.900]  接受那個考驗
[00:04:11.900 --> 00:04:12.900]  第二章
[00:04:12.900 --> 00:04:17.700]  我們上個幾個月之前說過
[00:04:17.700 --> 00:04:19.000]  就是
[00:04:19.000 --> 00:04:20.300]  尼泊爾加尼沙皇
[00:04:20.300 --> 00:04:23.800]  發了一個很惡的夢
[00:04:23.800 --> 00:04:26.700]  但是他刻意忘記
[00:04:26.700 --> 00:04:30.700]  要叫他所有的術士群臣
[00:04:30.700 --> 00:04:34.800]  幫他解這個沒有內容的夢
[00:04:34.800 --> 00:04:36.600]  沒有人可以解
[00:04:36.600 --> 00:04:38.600]  所以尼泊爾加尼沙皇
[00:04:38.600 --> 00:04:42.800]  就要下令滅絕全國的術士
[00:04:42.800 --> 00:04:44.400]  解夢的人
[00:04:44.400 --> 00:04:46.800]  所以這個命令
[00:04:46.800 --> 00:04:48.300]  都帶來
[00:04:48.300 --> 00:04:51.600]  但爾利他們和三個朋友
[00:04:51.600 --> 00:04:53.500]  都有受到牽連
[00:04:53.500 --> 00:04:54.700]  而來到去
[00:04:54.700 --> 00:04:56.700]  也是主動但爾利
[00:04:56.700 --> 00:04:58.500]  進去見皇
[00:04:58.500 --> 00:05:00.500]  寬限十天
[00:05:00.500 --> 00:05:02.600]  讓他們去祈禱
[00:05:02.600 --> 00:05:05.900]  去等候神給他們的指示
[00:05:05.900 --> 00:05:07.700]  又很圓滿地
[00:05:07.700 --> 00:05:10.200]  讓這件事完結了
[00:05:10.200 --> 00:05:12.100]  最後的結論就是
[00:05:12.100 --> 00:05:14.100]  尼泊爾加尼沙皇
[00:05:14.100 --> 00:05:15.900]  稱頌神
[00:05:15.900 --> 00:05:17.200]  因為
[00:05:17.200 --> 00:05:19.200]  一些不可能的事
[00:05:19.200 --> 00:05:21.200]  他刻意將那個內容
[00:05:21.200 --> 00:05:23.400]  夢的內容隱瞞
[00:05:23.400 --> 00:05:26.800]  都難不到但爾利和三個朋友
[00:05:26.800 --> 00:05:29.400]  沙特拉米沙阿伯尼戈
[00:05:29.400 --> 00:05:31.400]  當然這個我們之前說過
[00:05:31.400 --> 00:05:33.800]  是巴比倫比他們的名字
[00:05:33.800 --> 00:05:34.900]  他們真正的名字
[00:05:34.900 --> 00:05:38.000]  哈那尼亞米沙利和阿薩尼亞
[00:05:38.000 --> 00:05:40.500]  但爾利就叫做白提沙薩
[00:05:40.500 --> 00:05:42.500]  這樣來到去
[00:05:42.500 --> 00:05:44.800]  又可以在皇的面前
[00:05:44.800 --> 00:05:47.700]  不僅僅可以拯救
[00:05:47.700 --> 00:05:49.700]  眾多的術士
[00:05:49.700 --> 00:05:51.200]  而且
[00:05:51.200 --> 00:05:53.700]  更加讓尼泊爾加尼沙
[00:05:53.700 --> 00:05:56.300]  再一次稱頌神
[00:05:56.300 --> 00:05:58.100]  來到第三章
[00:05:58.100 --> 00:05:59.300]  這次
[00:05:59.300 --> 00:06:01.700]  就是一個受到牽連
[00:06:01.700 --> 00:06:03.100]  甚至乎
[00:06:03.100 --> 00:06:05.600]  被動的一個迫害
[00:06:05.600 --> 00:06:07.600]  這個嚴重到一個地步
[00:06:07.600 --> 00:06:11.600]  就是生與死的一個考驗
[00:06:11.600 --> 00:06:13.900]  如果我們之前說的就是
[00:06:13.900 --> 00:06:16.600]  有些比較輕的考驗
[00:06:16.600 --> 00:06:19.900]  就是你不吃一些皇的膳食
[00:06:19.900 --> 00:06:21.400]  只不過是十天
[00:06:21.400 --> 00:06:22.900]  一個考驗來的
[00:06:22.900 --> 00:06:24.900]  但是通過了
[00:06:24.900 --> 00:06:27.900]  而且是你們自己主動
[00:06:27.900 --> 00:06:28.900]  來到去
[00:06:28.900 --> 00:06:31.400]  讓人看到這個見證
[00:06:31.400 --> 00:06:33.400]  但第三章
[00:06:33.400 --> 00:06:36.900]  就不是主動了
[00:06:36.900 --> 00:06:40.900]  而且不是吃不吃東西這麼簡單
[00:06:40.900 --> 00:06:43.900]  是關乎到你的生命的安危
[00:06:43.900 --> 00:06:45.400]  去到一個
[00:06:45.400 --> 00:06:49.900]  生與死的信仰的一個信心的考驗
[00:06:49.900 --> 00:06:53.900]  這個值得我們真的來到去想一想
[00:06:53.900 --> 00:06:56.900]  聖經擺在這些位置
[00:06:56.900 --> 00:06:58.900]  希伯來人
[00:06:58.900 --> 00:07:02.900]  當時是第一批被擄到巴比倫的
[00:07:02.900 --> 00:07:04.900]  我們說過了
[00:07:04.900 --> 00:07:07.900]  日本國仍然是
[00:07:07.900 --> 00:07:09.900]  未完全亡國的
[00:07:09.900 --> 00:07:11.900]  因為還有第二批
[00:07:11.900 --> 00:07:15.900]  第三批會繼續來到去被擄的
[00:07:15.900 --> 00:07:17.900]  真正最後的被擄
[00:07:17.900 --> 00:07:21.900]  就是去到西帝加王的末年
[00:07:21.900 --> 00:07:22.900]  那個時候就是
[00:07:22.900 --> 00:07:25.900]  真的整個猶大國
[00:07:25.900 --> 00:07:28.900]  被來到去巴比倫攻陷了
[00:07:28.900 --> 00:07:30.900]  國破家亡的時候
[00:07:30.900 --> 00:07:32.900]  那種的被擄
[00:07:32.900 --> 00:07:35.900]  第一批將國中的精英
[00:07:35.900 --> 00:07:37.900]  帶到去巴比倫
[00:07:37.900 --> 00:07:41.900]  似乎用一種懷柔洗腦的手段
[00:07:41.900 --> 00:07:43.900]  希望這些年青人
[00:07:43.900 --> 00:07:47.900]  放棄你希伯來人的身份
[00:07:47.900 --> 00:07:52.900]  放棄你對神的追夢的理想
[00:07:52.900 --> 00:07:56.900]  慢慢你就成為了巴比倫的
[00:07:56.900 --> 00:08:02.900]  眾多的被侵佔的國家裏面的其中的人
[00:08:02.900 --> 00:08:06.900]  這種懷柔洗腦的政策
[00:08:06.900 --> 00:08:09.900]  和之前的亞述帝國的
[00:08:09.900 --> 00:08:12.900]  全部都是用很強力的武力
[00:08:12.900 --> 00:08:16.900]  就是剛剛一個相反的國策
[00:08:16.900 --> 00:08:19.900]  但是現在擺在我們面前的
[00:08:19.900 --> 00:08:22.900]  就是一個很大的危機
[00:08:22.900 --> 00:08:24.900]  我們一起去梳理一下
[00:08:24.900 --> 00:08:27.900]  三個年青人
[00:08:27.900 --> 00:08:32.900]  怎樣來藉著他們心靈的
[00:08:32.900 --> 00:08:34.900]  對神的認訊
[00:08:34.900 --> 00:08:37.900]  來讓尼泊爾格尼撒旺
[00:08:37.900 --> 00:08:41.900]  剛才鄧全道第十五節再讀多一次
[00:08:41.900 --> 00:08:45.900]  是尼泊爾格尼撒旺問的問題
[00:08:45.900 --> 00:08:48.900]  有哪一位的神明
[00:08:48.900 --> 00:08:53.900]  好像比我這個金像厲害
[00:08:53.900 --> 00:08:56.900]  我所信奉的神明
