
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹,我們一起祈禱吧
[00:00:02.000 --> 00:00:07.480]  多謝主讓今天晚上我們再一次親近祢
[00:00:07.480 --> 00:00:08.700]  敬拜祢
[00:00:08.700 --> 00:00:11.980]  和我們一起去研讀神的話語
[00:00:11.980 --> 00:00:14.780]  願祢的聖靈在我們中間
[00:00:14.780 --> 00:00:17.340]  當我們來中讀聖經
[00:00:17.340 --> 00:00:22.280]  去研究、思考和探索的時候
[00:00:22.280 --> 00:00:25.180]  祢的聖靈引導我們去明白
[00:00:25.180 --> 00:00:27.800]  進入聖經的世界
[00:00:27.800 --> 00:00:32.800]  還有真的有聖靈在我們心靈裏面的感動
[00:00:32.800 --> 00:00:35.600]  以致我們在生活的實踐
[00:00:35.600 --> 00:00:38.500]  都不會因為這些經文是幾千年前
[00:00:38.500 --> 00:00:41.000]  好像只是一種鑒賞
[00:00:41.000 --> 00:00:46.300]  而是在我們的生命裏面成為我們的提醒、力量和遵行
[00:00:46.300 --> 00:00:48.600]  我們一起在祢面前等候、禱告
[00:00:48.600 --> 00:00:50.600]  奉耶穌基督的名
[00:00:50.600 --> 00:00:51.600]  阿們
[00:00:51.600 --> 00:00:54.000]  不好意思,稍為我要開開冷氣先
[00:00:54.000 --> 00:00:56.000]  左邊未開
[00:00:56.000 --> 00:01:16.000]  (音樂)
[00:01:16.000 --> 00:01:17.500]  好,大兄姐妹晚安
[00:01:17.500 --> 00:01:20.000]  我們繼續看創世紀
[00:01:20.000 --> 00:01:23.000]  上一個禮拜我們講過
[00:01:23.000 --> 00:01:28.000]  亞伯拉罕離開了萬里匠樹的地方
[00:01:28.000 --> 00:01:30.500]  去到的就是南地
[00:01:30.500 --> 00:01:33.000]  一直寄居在基拉爾
[00:01:33.000 --> 00:01:36.000]  接著21章
[00:01:36.000 --> 00:01:41.000]  特別是21章的22節和34節
[00:01:41.000 --> 00:01:45.500]  就有提到他和亞比米勒
[00:01:45.500 --> 00:01:51.500]  和他的將軍菲國的一些對話
[00:01:51.500 --> 00:01:54.000]  然後最後34節
[00:01:54.000 --> 00:01:59.000]  亞伯拉罕在菲利士人的地寄居了很多日
[00:01:59.000 --> 00:02:05.500]  即是說兩章聖經都是講亞伯拉罕不在迦南地
[00:02:05.500 --> 00:02:10.000]  即是意味著作者很想我們知道的就是
[00:02:10.000 --> 00:02:15.000]  原來以撒他是在這個菲利士地出生的
[00:02:15.000 --> 00:02:19.500]  亦都是20章我們上一個禮拜講
[00:02:19.500 --> 00:02:24.000]  就是亞伯拉罕面對亞比米勒王
[00:02:24.000 --> 00:02:28.000]  他又是幾乎來到他本來是一個寄居者
[00:02:28.000 --> 00:02:33.000]  但後來因為又是第二次的認妻作妹
[00:02:33.000 --> 00:02:39.000]  亦都幾乎讓亞比米勒陷在一個禍患裏面
[00:02:39.000 --> 00:02:41.000]  神亦都禁止
[00:02:41.000 --> 00:02:49.000]  令到亞伯拉罕成為一個代求者和先知
[00:02:49.000 --> 00:02:52.500]  特別如果你去看看詩篇105篇
[00:02:52.500 --> 00:02:55.000]  就特別講這件事
[00:02:55.000 --> 00:02:57.500]  講他去寄居的時候
[00:02:57.500 --> 00:02:59.500]  遊牧的時候
[00:02:59.500 --> 00:03:03.500]  講他由一個地方遊走去另外一個地方
[00:03:03.500 --> 00:03:06.500]  神怎樣來到他和他同在等等
[00:03:06.500 --> 00:03:08.500]  都一輪半找
[00:03:08.500 --> 00:03:11.500]  讓我們看到一個寄居者
[00:03:11.500 --> 00:03:15.500]  19章就講寄居者羅德
[00:03:15.500 --> 00:03:19.500]  住在索多瑪
[00:03:19.500 --> 00:03:22.500]  但帶來的身敗名裂
[00:03:22.500 --> 00:03:25.500]  道德的沉淪破產
[00:03:25.500 --> 00:03:28.500]  家庭都遭遇很大的不測
[00:03:28.500 --> 00:03:33.000]  但另外一個家庭叔父亞伯拉罕
[00:03:33.000 --> 00:03:37.500]  聖經就用兩章記載他寄居在菲利士地
[00:03:37.500 --> 00:03:41.500]  但就帶來那個地方的人祝福納約
[00:03:41.500 --> 00:03:43.500]  以撒的出世
[00:03:43.500 --> 00:03:46.500]  神的應許
[00:03:46.500 --> 00:03:47.500]  對賢
[00:03:47.500 --> 00:03:52.500]  亞伯拉罕甚至乎是一位祈禱的先知
[00:03:52.500 --> 00:03:55.500]  一個禱告的人
[00:03:55.500 --> 00:03:58.500]  剛才回到伊佐
[00:03:58.500 --> 00:04:01.500]  找到一本很舊很舊的書
[00:04:01.500 --> 00:04:02.500]  慕安德烈
[00:04:02.500 --> 00:04:05.500]  我很早期初信的時候就看這本書
[00:04:05.500 --> 00:04:08.500]  給自己有很大的感動
[00:04:08.500 --> 00:04:11.500]  在禱告的學校
[00:04:11.500 --> 00:04:14.500]  The School of Prayer
[00:04:14.500 --> 00:04:17.500]  慕安德烈是一位
[00:04:17.500 --> 00:04:21.500]  南非裔的一位神的僕人
[00:04:21.500 --> 00:04:25.500]  他是一位非常有信心的傳道者
[00:04:25.500 --> 00:04:28.500]  寫了很多書
[00:04:28.500 --> 00:04:31.500]  他的書特別講與神相交
[00:04:31.500 --> 00:04:34.500]  在他那個年代是相當出名的
[00:04:34.500 --> 00:04:36.500]  當然現在應該沒有什麼人認識
[00:04:36.500 --> 00:04:38.500]  他寫了這些書
[00:04:38.500 --> 00:04:40.500]  這本書是很容易看的
[00:04:40.500 --> 00:04:42.500]  好像一些小品的靈修書
[00:04:42.500 --> 00:04:44.500]  但是講關於禱告
[00:04:44.500 --> 00:04:46.500]  很有深度的
[00:04:46.500 --> 00:04:48.500]  大家有時間可以揭來看看
[00:04:48.500 --> 00:04:51.500]  剛才我準備的時間就在這裡揭下
[00:04:51.500 --> 00:04:53.500]  看看
[00:04:53.500 --> 00:04:59.500]  亞伯拉罕成為一個祈禱的先知
[00:04:59.500 --> 00:05:02.500]  上個星期我們看的20章
[00:05:02.500 --> 00:05:08.500]  亞伯拉罕要為亞比米勒全家的男丁祈禱
[00:05:08.500 --> 00:05:10.500]  因為有一個大災殃
[00:05:10.500 --> 00:05:13.500]  臨到亞比米勒的一家人
[00:05:13.500 --> 00:05:18.500]  因為神要禁止他玷污撒拉
[00:05:18.500 --> 00:05:22.500]  所以要保住撒拉的貞節
[00:05:22.500 --> 00:05:26.500]  讓他們遭遇一些不能夠生育
[00:05:26.500 --> 00:05:29.500]  要亞伯拉罕祈禱
[00:05:29.500 --> 00:05:33.500]  他們才可以解除這個禍患
[00:05:33.500 --> 00:05:37.500]  所以你看羅德的寄居
[00:05:37.500 --> 00:05:41.500]  帶不到那個城的人道德提升
[00:05:41.500 --> 00:05:45.500]  連自己家庭道德都慢慢習以為常
[00:05:45.500 --> 00:05:49.500]  慢慢都自己家庭的兩個女兒
[00:05:49.500 --> 00:05:52.500]  那個道德都降低了
[00:05:52.500 --> 00:05:53.500]  不自覺的
[00:05:53.500 --> 00:05:55.500]  所謂溫水煮蛙
[00:05:55.500 --> 00:05:57.500]  慢慢習以為常
[00:05:57.500 --> 00:05:58.500]  見怪不怪
[00:05:58.500 --> 00:06:02.500]  亞伯拉罕寄居到菲利士地
[00:06:02.500 --> 00:06:04.500]  到別士巴
[00:06:04.500 --> 00:06:06.500]  到亞比米勒王的時候
[00:06:06.500 --> 00:06:12.500]  他可以成為神祝福的器皿
[00:06:12.500 --> 00:06:15.500]  將祝福帶給亞比米勒
[00:06:15.500 --> 00:06:17.500]  所以今天我們看回上個星期
[00:06:17.500 --> 00:06:18.500]  我們不夠時間看
[00:06:18.500 --> 00:06:21.500]  二十一章的廿二節
[00:06:21.500 --> 00:06:24.500]  不知道大家有沒有回去做功課
[00:06:24.500 --> 00:06:27.500]  創世紀說很多清早起來
[00:06:27.500 --> 00:06:29.500]  說很多的
[00:06:29.500 --> 00:06:31.500]  創世紀出埃及記
[00:06:31.500 --> 00:06:32.500]  摩西五經
[00:06:32.500 --> 00:06:33.500]  我數手指
[00:06:33.500 --> 00:06:34.500]  有些我沒有mark的
[00:06:34.500 --> 00:06:36.500]  二四六八十
[00:06:36.500 --> 00:06:38.500]  都已經十次
[00:06:38.500 --> 00:06:41.500]  還有是說每一代的
[00:06:41.500 --> 00:06:42.500]  亞伯拉罕
[00:06:42.500 --> 00:06:43.500]  以撒
[00:06:43.500 --> 00:06:44.500]  瓦國
[00:06:44.500 --> 00:06:45.500]  等等
[00:06:45.500 --> 00:06:47.500]  去到摩西都有的
[00:06:47.500 --> 00:06:49.500]  都有清早起來
[00:06:49.500 --> 00:06:51.500]  神要他們去做事的
[00:06:51.500 --> 00:06:53.500]  不是賣黑人牙膏廣告
[00:06:53.500 --> 00:06:55.500]  也不是賣那些玉米片
[00:06:55.500 --> 00:06:58.500]  而是每一次神向他們顯現
[00:06:58.500 --> 00:07:00.500]  他們都會清早起來
[00:07:00.500 --> 00:07:02.500]  回應這個calling
[00:07:02.500 --> 00:07:06.500]  當然你說那個時代當然
[00:07:06.500 --> 00:07:07.500]  日出而作
[00:07:07.500 --> 00:07:08.500]  天亮就起身
[00:07:08.500 --> 00:07:12.500]  如果夏天五點八就已經差不多天亮
[00:07:12.500 --> 00:07:14.500]  很正常
[00:07:14.500 --> 00:07:15.500]  但不是
[00:07:15.500 --> 00:07:20.500]  好像作者都是想我們留意下他們那種
[00:07:20.500 --> 00:07:22.500]  透過用一個時間
[00:07:22.500 --> 00:07:26.500]  來他們回應神的呼召
[00:07:26.500 --> 00:07:28.500]  要很迅速的
[00:07:28.500 --> 00:07:31.500]  都不等待那個時間
[00:07:31.500 --> 00:07:34.500]  就立即的去有行動
[00:07:34.500 --> 00:07:36.500]  稍後我們22章就說
[00:07:36.500 --> 00:07:38.500]  亞伯拉罕又清早起來了
[00:07:38.500 --> 00:07:39.500]  好
[00:07:39.500 --> 00:07:40.500]  第22節
[00:07:40.500 --> 00:07:42.500]  21章的22節
[00:07:42.500 --> 00:07:44.500]  當那時候
[00:07:44.500 --> 00:07:46.500]  阿比米勒和他軍長
[00:07:46.500 --> 00:07:47.500]  菲國
[00:07:47.500 --> 00:07:49.500]  對亞伯拉罕說
[00:07:49.500 --> 00:07:51.500]  凡你所行的事
[00:07:51.500 --> 00:07:53.500]  都有神的保佑
[00:07:53.500 --> 00:07:56.500]  我願你如今在這裡
[00:07:56.500 --> 00:07:58.500]  指著神對我起誓
[00:07:58.500 --> 00:08:01.500]  不要欺負我與我的兒子
[00:08:01.500 --> 00:08:02.500]  並我的子孫
[00:08:02.500 --> 00:08:04.500]  我怎樣厚待了你
[00:08:04.500 --> 00:08:07.500]  你也要照樣厚待我
[00:08:07.500 --> 00:08:09.500]  與你所寄居這地的民
[00:08:09.500 --> 00:08:11.500]  亞伯拉罕說
[00:08:11.500 --> 00:08:13.500]  我情願起誓
[00:08:13.500 --> 00:08:15.500]  從前亞比米勒的僕人
[00:08:15.500 --> 00:08:17.500]  霸佔了一口水井
[00:08:17.500 --> 00:08:19.500]  亞伯拉罕為此事
[00:08:19.500 --> 00:08:21.500]  指責亞比米勒
