
[00:00:00.000 --> 00:00:02.000]  再一次我們多謝主
[00:00:02.000 --> 00:00:08.000]  讓我們能夠在香港有很多機會去聽神的道
[00:00:08.000 --> 00:00:10.000]  我們透過不同的方式
[00:00:10.000 --> 00:00:11.000]  我們很感謝主
[00:00:11.000 --> 00:00:15.000]  今天晚上我們有一班錦宣弟兄姐妹
[00:00:15.000 --> 00:00:17.000]  可以繼續有系統的
[00:00:17.000 --> 00:00:19.000]  來慢慢去研讀
[00:00:19.000 --> 00:00:22.000]  無論是撒姆爾記和啟示錄
[00:00:22.000 --> 00:00:25.000]  我們很盼望神的道在我們的心裏面
[00:00:25.000 --> 00:00:27.000]  讓我們看到
[00:00:27.000 --> 00:00:30.000]  首先讓我們先有一個清楚的詮釋
[00:00:30.000 --> 00:00:32.000]  慢慢的去理解明白
[00:00:32.000 --> 00:00:37.000]  然後在裏面的經文給我們一些提醒
[00:00:37.000 --> 00:00:39.000]  也在我們的生活裏面
[00:00:39.000 --> 00:00:43.000]  讓我們傳一個對神的認識和敬畏
[00:00:43.000 --> 00:00:44.000]  求主帶領我們
[00:00:44.000 --> 00:00:46.000]  一起在你面前等候禱告
[00:00:46.000 --> 00:00:48.000]  奉耶穌基督的名
[00:00:48.000 --> 00:00:50.000]  阿們
[00:00:50.000 --> 00:00:56.000]  不會太重溫太多太遠
[00:00:56.000 --> 00:00:58.000]  第七章就是在說
[00:00:58.000 --> 00:01:01.000]  那個被提之後
[00:01:01.000 --> 00:01:04.000]  神會拆去我們的眼淚
[00:01:04.000 --> 00:01:07.000]  然後就會有穿白衣
[00:01:07.000 --> 00:01:11.000]  在神的寶座來侍奉
[00:01:11.000 --> 00:01:15.000]  有神來庇護我們
[00:01:15.000 --> 00:01:17.000]  不是庇護工場
[00:01:17.000 --> 00:01:19.000]  是去到永恆的寶座
[00:01:19.000 --> 00:01:21.000]  有神來奉庇我們
[00:01:21.000 --> 00:01:24.000]  以致我們將來不會再飢餓
[00:01:24.000 --> 00:01:26.000]  也不會再有口渴
[00:01:26.000 --> 00:01:28.000]  日頭炎熱
[00:01:28.000 --> 00:01:30.000]  也不會傷害我們
[00:01:30.000 --> 00:01:31.000]  為什麼呢
[00:01:31.000 --> 00:01:33.000]  再一次告訴我們
[00:01:33.000 --> 00:01:36.000]  我們期待的就是寶座的羔羊
[00:01:36.000 --> 00:01:38.000]  牠會牧養我們
[00:01:38.000 --> 00:01:41.000]  牠會帶我們去到生命水的泉源
[00:01:41.000 --> 00:01:43.000]  這個22章會再說
[00:01:43.000 --> 00:01:46.000]  牠會拆去我們一切的眼淚
[00:01:46.000 --> 00:01:50.000]  所以你有沒有一些的饑渴
[00:01:50.000 --> 00:01:52.000]  你有沒有一些的勞苦
[00:01:52.000 --> 00:01:54.000]  你有沒有一些為神
[00:01:54.000 --> 00:01:56.000]  試過睡眠不足
[00:01:56.000 --> 00:01:57.000]  不夠精神
[00:01:57.000 --> 00:01:59.000]  很勞苦的
[00:01:59.000 --> 00:02:01.000]  如果你從來都沒有的
[00:02:01.000 --> 00:02:03.000]  那你將來還說什麼
[00:02:03.000 --> 00:02:06.000]  說他要拆去你的眼淚呢
[00:02:06.000 --> 00:02:08.000]  你都沒有受過冤屈
[00:02:08.000 --> 00:02:11.000]  你都沒有為耶穌受過一些的辱罵
[00:02:11.000 --> 00:02:13.000]  被人來嫌棄你
[00:02:13.000 --> 00:02:14.000]  攻擊你
[00:02:14.000 --> 00:02:16.000]  甚至逼迫你
[00:02:16.000 --> 00:02:20.000]  捏造各樣的壞話
[00:02:20.000 --> 00:02:21.000]  毀謗你
[00:02:21.000 --> 00:02:24.000]  你都沒有受過這些的苦
[00:02:24.000 --> 00:02:26.000]  你何來有眼淚呢
[00:02:26.000 --> 00:02:29.000]  你的信仰都不用十字架
[00:02:29.000 --> 00:02:33.000]  那你將來會感受到羔羊的牧養呢
[00:02:33.000 --> 00:02:36.000]  所以很多事情是相輔相成的
[00:02:36.000 --> 00:02:39.000]  今生就盡快有苦就好受了
[00:02:39.000 --> 00:02:42.000]  將來永恆就沒得給你受了
[00:02:42.000 --> 00:02:44.000]  將來真的去到永恆
[00:02:44.000 --> 00:02:48.000]  就是那個賞賜和審判
[00:02:48.000 --> 00:02:50.000]  開始第八章
[00:02:50.000 --> 00:02:51.000]  至少我們可以
[00:02:51.000 --> 00:02:53.000]  如果我們已經在天上的時候
[00:02:53.000 --> 00:02:57.000]  我們就看看地上的那個大災難
[00:02:57.000 --> 00:02:58.000]  第八章
[00:02:58.000 --> 00:03:01.000]  高揚揭開第七印的時候
[00:03:01.000 --> 00:03:03.000]  第七印就是七之號
[00:03:03.000 --> 00:03:05.000]  天上寂靜若有異黑
[00:03:05.000 --> 00:03:06.000]  我們說過了
[00:03:06.000 --> 00:03:09.000]  突然間有一個半小時
[00:03:09.000 --> 00:03:12.000]  似乎是若寒都能夠感受到的
[00:03:12.000 --> 00:03:17.000]  何來為什麼要有半個小時完全的寂靜呢
[00:03:17.000 --> 00:03:19.000]  接著就是
[00:03:19.000 --> 00:03:23.000]  我看見那站在神面前的七位天使
[00:03:23.000 --> 00:03:25.000]  有七之號刺吸他們
[00:03:25.000 --> 00:03:28.000]  每一位天使一之號去吹響
[00:03:28.000 --> 00:03:31.000]  就是那個災難的揭開
[00:03:31.000 --> 00:03:34.000]  另外一位天使拿著金香爐
[00:03:34.000 --> 00:03:36.000]  就是說還不是這七位天使
[00:03:36.000 --> 00:03:39.000]  現在又有金香爐
[00:03:39.000 --> 00:03:41.000]  來呈現在神面前
[00:03:41.000 --> 00:03:44.000]  很多時候都是說那個禱告
[00:03:44.000 --> 00:03:48.000]  和第五章說的那個祭壇的亡靈
[00:03:48.000 --> 00:03:50.000]  來去敷冤
[00:03:50.000 --> 00:03:51.000]  什麼時候審判
[00:03:51.000 --> 00:03:53.000]  我們要等到什麼時候
[00:03:53.000 --> 00:03:55.000]  我們受的苦已經這麼多了
[00:03:55.000 --> 00:03:58.000]  你什麼時候會伸我們的冤
[00:03:58.000 --> 00:03:59.000]  流血的冤
[00:03:59.000 --> 00:04:01.000]  所以一生
[00:04:01.000 --> 00:04:04.000]  你真的要為主耶穌為福音
[00:04:04.000 --> 00:04:06.000]  至少你被人笑一下也好
[00:04:06.000 --> 00:04:09.000]  或者你不是去到受逼迫
[00:04:09.000 --> 00:04:11.000]  被人說你不要這麼迷信
[00:04:11.000 --> 00:04:13.000]  都叫做有些的難堪
[00:04:13.000 --> 00:04:15.000]  如果完全沒有
[00:04:15.000 --> 00:04:18.000]  就是說你根本就不重視去傳福音
[00:04:18.000 --> 00:04:21.000]  不重視你為耶穌作見證
[00:04:21.000 --> 00:04:22.000]  你留意一下金香爐
[00:04:22.000 --> 00:04:25.000]  就站在祭壇旁邊的這個天使
[00:04:25.000 --> 00:04:27.000]  拿著金的香爐
[00:04:27.000 --> 00:04:29.000]  有許多的香刺給他
[00:04:29.000 --> 00:04:30.000]  很清楚的
[00:04:30.000 --> 00:04:33.000]  眾聖徒的祈禱
[00:04:33.000 --> 00:04:36.000]  在同憲在寶座前的金壇上
[00:04:36.000 --> 00:04:37.000]  這些禱告
[00:04:37.000 --> 00:04:41.000]  絕對不是無關痛癢的祈禱
[00:04:41.000 --> 00:04:43.000]  神啊 使我能夠明天中六合彩
[00:04:43.000 --> 00:04:45.000]  使我什麼什麼
[00:04:45.000 --> 00:04:47.000]  一定不是這些的祈禱
[00:04:47.000 --> 00:04:49.000]  能夠盛在金的香爐
[00:04:49.000 --> 00:04:52.000]  一定是和信仰的持守
[00:04:52.000 --> 00:04:54.000]  很緊張別人
[00:04:54.000 --> 00:04:55.000]  你所愛的人
[00:04:55.000 --> 00:04:56.000]  他的信主
[00:04:56.000 --> 00:04:58.000]  晝夜為他祈禱
[00:04:58.000 --> 00:05:01.000]  很多的你的擔心
[00:05:01.000 --> 00:05:05.000]  甚至你已經對世界局勢的擔心
[00:05:05.000 --> 00:05:06.000]  對現在
[00:05:06.000 --> 00:05:08.000]  我作為目者
[00:05:08.000 --> 00:05:09.000]  我必須要說的
[00:05:09.000 --> 00:05:12.000]  對同運的不斷的衝擊
[00:05:12.000 --> 00:05:14.000]  那個道德底線
[00:05:14.000 --> 00:05:17.000]  是有系統有目的地衝擊
[00:05:17.000 --> 00:05:20.000]  傳統的婚姻價值觀
[00:05:20.000 --> 00:05:24.000]  是有目的地去拆毀的
[00:05:24.000 --> 00:05:27.000]  有文宣去做的
[00:05:27.000 --> 00:05:29.000]  歐美的國家已經失守了
[00:05:29.000 --> 00:05:33.000]  這些我們作為目者應該擔心的
[00:05:33.000 --> 00:05:35.000]  為下一代我們要守望的
[00:05:35.000 --> 00:05:38.000]  所以金香爐裏面裝的禱告
[00:05:38.000 --> 00:05:41.000]  絕對不是無關痛癢的
[00:05:41.000 --> 00:05:42.000]  我生了暗瘡了
[00:05:42.000 --> 00:05:45.000]  不是這些的祈禱
[00:05:45.000 --> 00:05:48.000]  而是要去到神的面前
[00:05:48.000 --> 00:05:52.000]  這些香的煙和眾聖徒的祈禱
[00:05:52.000 --> 00:05:54.000]  你想想那個優美
[00:05:54.000 --> 00:05:56.000]  就好像憲制一樣
[00:05:56.000 --> 00:05:59.000]  什麼情況下會有這些香呢
[00:05:59.000 --> 00:06:02.000]  就是梵制才有的
[00:06:02.000 --> 00:06:06.000]  因為梵制是要全隻洗乾淨
[00:06:06.000 --> 00:06:08.000]  拿出所有內臟
