
[00:00:00.000 --> 00:00:04.520]  路加福音11章29-32
[00:00:04.520 --> 00:00:07.360]  當眾人越來越擁擠的時候
[00:00:07.360 --> 00:00:08.480]  耶穌說
[00:00:08.480 --> 00:00:11.080]  這世代是一個邪惡的世代
[00:00:11.080 --> 00:00:13.040]  他們求看神蹟
[00:00:13.040 --> 00:00:15.200]  除了若拿的神蹟以外
[00:00:15.200 --> 00:00:17.880]  再沒有神蹟給他們看了
[00:00:17.880 --> 00:00:20.840]  若拿怎樣為尼尼微人成了神蹟
[00:00:20.840 --> 00:00:25.040]  人子也要照樣為這世代的人成為神蹟
[00:00:25.040 --> 00:00:26.720]  在審判的時候
[00:00:26.720 --> 00:00:30.360]  南方的女王要起來定這世代的人的罪
[00:00:30.360 --> 00:00:32.600]  因為她從地極而來
[00:00:32.600 --> 00:00:35.040]  要聽所羅門智慧的話
[00:00:35.040 --> 00:00:35.920]  看啊
[00:00:35.920 --> 00:00:38.440]  比所羅門更大的在這裡
[00:00:38.440 --> 00:00:40.040]  在審判的時候
[00:00:40.040 --> 00:00:43.120]  尼尼微人要起來定這世代的罪
[00:00:43.120 --> 00:00:47.320]  因為尼尼微人聽了若拿所傳的就悔改了
[00:00:47.320 --> 00:00:48.200]  看啊
[00:00:48.200 --> 00:00:50.720]  比若拿更大的在這裡
[00:00:50.720 --> 00:00:51.640]  感謝神
[00:00:51.640 --> 00:00:54.840]  今天有本行傳道人曾敏姑娘在我們當中靜悟
[00:00:54.840 --> 00:00:58.880]  曾姑娘今天講的題目是這世代最大的神蹟
[00:00:58.880 --> 00:01:00.360]  現在恭請曾姑娘
[00:01:00.760 --> 00:01:02.360]  弟兄姊妹平安
[00:01:02.360 --> 00:01:05.040]  我們開始的時候再一同禱告
[00:01:05.040 --> 00:01:11.000]  天父上帝我們感謝你
[00:01:11.000 --> 00:01:15.760]  讓我們仍然有生命氣息來到你的面前去親近你
[00:01:15.760 --> 00:01:19.280]  很願意今天你對我們每一個講說話
[00:01:19.280 --> 00:01:22.320]  更加願聖靈在我們心裡面去動功
[00:01:22.320 --> 00:01:25.720]  賜我們智慧和悟性去明白
[00:01:25.720 --> 00:01:28.520]  也給我們力量去回應
[00:01:28.520 --> 00:01:31.800]  奉耶穌基督的名字祈禱
[00:01:31.800 --> 00:01:32.920]  阿們
[00:01:32.920 --> 00:01:36.640]  今天我要講的這段經文其實並不長
[00:01:36.640 --> 00:01:38.760]  但是它是在《路加福音》裡面
[00:01:38.760 --> 00:01:42.520]  其中一段相當困難的經文
[00:01:42.520 --> 00:01:45.760]  我很想大家如果手上有正經的話
[00:01:45.760 --> 00:01:47.320]  請你翻開
[00:01:47.320 --> 00:01:51.720]  因為有些位置我都想跟你再去看
[00:01:51.720 --> 00:01:57.840]  我們稍為看前一點點
[00:01:57.840 --> 00:02:00.960]  因為今天這段經文正正是回應
[00:02:00.960 --> 00:02:05.840]  我們上面的那一兩節的經文
[00:02:05.840 --> 00:02:08.000]  所以想跟大家打開正經
[00:02:08.000 --> 00:02:09.600]  《路加福音》十一章
[00:02:09.600 --> 00:02:14.240]  我們先去看二十七到二十八節
[00:02:14.240 --> 00:02:22.160]  《路加福音》十一章頭的時候
[00:02:22.160 --> 00:02:24.840]  是會耶穌教導禱告
[00:02:24.840 --> 00:02:27.640]  接著很快發生一個事件
[00:02:27.640 --> 00:02:30.960]  就是耶穌去趕鬼的事件
[00:02:30.960 --> 00:02:35.840]  是幫一個人將裡面的啞巴的鬼趕出來
[00:02:35.840 --> 00:02:39.680]  趕鬼之後引來了很大的爭議
[00:02:39.680 --> 00:02:42.880]  當時的猶太人在污衊他
[00:02:42.880 --> 00:02:48.240]  說他是靠著鬼王別西卜去趕鬼的
[00:02:48.240 --> 00:02:50.960]  藉此很想打敗耶穌
[00:02:50.960 --> 00:02:53.200]  很想貶低他的身份
[00:02:53.200 --> 00:02:56.200]  耶穌其實是有回應的
[00:02:56.200 --> 00:02:59.440]  當時去到二十七節的時候
[00:02:59.440 --> 00:03:00.400]  其中有人
[00:03:00.400 --> 00:03:02.360]  就是眾人當中有一個女人
[00:03:02.360 --> 00:03:04.320]  很高聲地跟他說
[00:03:04.320 --> 00:03:07.720]  「懷你、與養你的有福了」
[00:03:07.720 --> 00:03:11.080]  你見到耶穌滿有大能
[00:03:11.080 --> 00:03:13.320]  可以行神蹟其事
[00:03:13.320 --> 00:03:17.000]  那個做你媽媽的就有福了
[00:03:17.000 --> 00:03:18.400]  但耶穌卻說
[00:03:18.400 --> 00:03:20.040]  這就是重點
[00:03:20.040 --> 00:03:21.600]  更有福的
[00:03:21.600 --> 00:03:25.480]  是聽神的道而遵守的人
[00:03:25.480 --> 00:03:26.880]  更有福的
[00:03:26.880 --> 00:03:30.920]  不是那些行更大的神蹟其事的人
[00:03:30.920 --> 00:03:34.760]  而是那些聽神的道而遵守的人
[00:03:34.760 --> 00:03:38.440]  從這裡引發下面很特別的討論
[00:03:38.440 --> 00:03:40.880]  看起來好像沒有什麼關聯
[00:03:40.880 --> 00:03:42.880]  實際上有很緊密的關聯
[00:03:42.880 --> 00:03:45.160]  二十九到三十二節
[00:03:45.160 --> 00:03:47.440]  我們看回的時候
[00:03:47.440 --> 00:03:51.840]  是說似乎是有少許不同的事件
[00:03:51.840 --> 00:03:55.000]  實際是同一個主題
[00:03:55.000 --> 00:03:57.840]  就是那個遵守上帝的道
[00:03:57.840 --> 00:04:00.800]  那個聽上帝的道而遵守的人
[00:04:00.800 --> 00:04:02.960]  是更加有福的
[00:04:02.960 --> 00:04:06.200]  但究竟有多少人看到
[00:04:06.200 --> 00:04:08.640]  這樣是更加有福呢?
[00:04:08.640 --> 00:04:11.200]  更加多的人看到什麼是有福氣呢?
[00:04:11.200 --> 00:04:12.720]  我們來看看
[00:04:12.720 --> 00:04:14.680]  當時二十九節的時候
[00:04:14.680 --> 00:04:17.600]  眾人越來越擁擠的時候
[00:04:17.600 --> 00:04:20.640]  很多人圍著耶穌的身邊
[00:04:20.640 --> 00:04:23.160]  其實在耶穌出來侍奉之後
[00:04:23.160 --> 00:04:25.840]  祂身邊常常都有很多人
[00:04:25.840 --> 00:04:27.800]  因為大家都覺得很稀奇
[00:04:27.800 --> 00:04:30.320]  祂行了很多的神蹟其事
[00:04:30.320 --> 00:04:31.760]  所以來到十一章的時候
[00:04:31.760 --> 00:04:33.480]  我可以這樣說
[00:04:33.480 --> 00:04:37.880]  這些位絕對不是耶穌第一次行神蹟其事
[00:04:37.880 --> 00:04:40.760]  應該之前是有很多的記載
[00:04:40.760 --> 00:04:41.680]  有很多的人
[00:04:41.680 --> 00:04:43.640]  或者親眼看到
[00:04:43.640 --> 00:04:45.480]  親身經歷
[00:04:45.480 --> 00:04:47.280]  甚至乎親耳聽到
[00:04:47.280 --> 00:04:48.640]  這個耶穌
[00:04:48.640 --> 00:04:50.480]  行了什麼奇妙的事
[00:04:50.480 --> 00:04:52.520]  怎樣醫治有患病的人
[00:04:52.520 --> 00:04:54.360]  怎樣幫人去趕鬼
[00:04:54.360 --> 00:04:56.760]  叫死人去復活等等
[00:04:56.760 --> 00:04:57.560]  在這裡
[00:04:57.560 --> 00:05:01.320]  其實大家應該不會覺得很稀奇
[00:05:01.320 --> 00:05:03.920]  但很奇怪在這個位置
[00:05:03.920 --> 00:05:07.760]  在這個位置當大家擁擠著耶穌的時候
[00:05:07.760 --> 00:05:10.920]  他們是做什麼的呢?
[00:05:10.920 --> 00:05:13.080]  他們是想做什麼呢?
[00:05:13.080 --> 00:05:17.160]  原來他們是想看神蹟
[00:05:17.160 --> 00:05:19.160]  看了這麼多神蹟
[00:05:19.160 --> 00:05:20.760]  聽了這麼多神蹟
[00:05:20.760 --> 00:05:22.040]  經歷過這麼多神蹟
[00:05:22.040 --> 00:05:25.640]  這個位置還要繼續去看神蹟
[00:05:25.640 --> 00:05:27.120]  為什麼呢?
[00:05:27.120 --> 00:05:29.800]  我們在這裡心裡會不會有一個疑問呢?
[00:05:29.800 --> 00:05:31.040]  不明白
[00:05:31.040 --> 00:05:32.760]  不是已經看了很多
[00:05:32.760 --> 00:05:33.680]  經歷很多
[00:05:33.680 --> 00:05:35.320]  認識很多的嗎?
[00:05:35.320 --> 00:05:38.880]  為什麼還要不斷去求神蹟呢?
[00:05:38.880 --> 00:05:41.040]  這個也值得去問我們
[00:05:41.040 --> 00:05:45.560]  今天在我們信仰的生涯裡
[00:05:45.560 --> 00:05:48.240]  我很深信我們或多或少
[00:05:48.240 --> 00:05:51.760]  經歷過上帝很豐富的恩典
[00:05:51.760 --> 00:05:53.400]  可能有些弟兄姊妹經歷的
[00:05:53.400 --> 00:05:55.720]  是更加奇妙的
[00:05:55.720 --> 00:05:57.920]  可能有機會是神蹟其事
[00:05:57.920 --> 00:06:00.600]  我很深信現在這個世代
[00:06:00.600 --> 00:06:03.040]  還有神蹟其事
[00:06:03.040 --> 00:06:06.040]  或在香港或在其他地方
[00:06:06.040 --> 00:06:09.560]  所以我們不難找到一些弟兄姊妹出來講見證
[00:06:09.560 --> 00:06:12.000]  我那次生病了
[00:06:12.000 --> 00:06:14.000]  但有很多人為我祈禱
[00:06:14.000 --> 00:06:16.360]  於是上帝怎樣醫治我
[00:06:16.360 --> 00:06:20.200]  或是我家裡經歷了很大的困難
[00:06:20.200 --> 00:06:21.480]  關係破裂
[00:06:21.480 --> 00:06:23.680]  所以人看來沒辦法去處理
[00:06:23.680 --> 00:06:25.600]  但上帝怎樣幫助
[00:06:25.600 --> 00:06:27.520]  扭轉我們整個家庭
[00:06:27.520 --> 00:06:28.920]  很多神蹟其事
[00:06:28.920 --> 00:06:31.720]  你想也沒想過會發生
[00:06:31.720 --> 00:06:35.400]  又說有這樣那樣的困難
[00:06:35.400 --> 00:06:37.320]  上帝是很奇妙的
[00:06:37.320 --> 00:06:40.680]  用一些我想不到的方法去幫助我
[00:06:40.680 --> 00:06:43.520]  我相信這些一點也不稀奇
[00:06:43.520 --> 00:06:46.920]  但當我們自己看到這麼多
[00:06:46.920 --> 00:06:47.840]  我們經歷這麼多
[00:06:47.840 --> 00:06:48.800]  聽到這麼多之後
[00:06:48.800 --> 00:06:50.520]  還在不停地祈求
[00:06:50.520 --> 00:06:51.960]  我希望你經歷更多
[00:06:51.960 --> 00:06:53.760]  我希望你看到更多
[00:06:53.760 --> 00:06:55.760]  我很想看到很偉大的
[00:06:55.760 --> 00:06:57.440]  很奇妙的事情
[00:06:57.440 --> 00:06:59.840]  但看到這些事情的時候
[00:06:59.840 --> 00:07:00.840]  在這裡
[00:07:00.840 --> 00:07:03.720]  耶穌給了一個很大的評語
[00:07:03.720 --> 00:07:04.520]  祂給了評語
[00:07:04.520 --> 00:07:07.080]  祂說這個世代是一個什麼樣的世代
[00:07:07.080 --> 00:07:09.680]  是一個邪惡的世代
[00:07:09.680 --> 00:07:12.040]  為什麼邪惡呢
[00:07:12.040 --> 00:07:14.120]  為什麼邪惡呢
[00:07:14.120 --> 00:07:17.120]  我只是希望有更多的神蹟
[00:07:17.120 --> 00:07:19.720]  這是什麼問題呢
[00:07:19.720 --> 00:07:23.360]  在什麼位置很邪惡呢
[00:07:23.360 --> 00:07:24.520]  究竟是什麼位置
[00:07:24.520 --> 00:07:27.280]  大家有沒有想過呢
[00:07:27.280 --> 00:07:30.240]  原來這裡的邪惡
[00:07:30.240 --> 00:07:32.400]  是在說我們看了
[00:07:32.400 --> 00:07:33.440]  聽了
[00:07:33.440 --> 00:07:34.320]  知道很多
[00:07:34.320 --> 00:07:36.760]  經歷很多之後
[00:07:36.760 --> 00:07:41.080]  其實我們沒有真正歸向上帝
[00:07:41.080 --> 00:07:45.760]  我們沒有將心交給上帝
[00:07:45.760 --> 00:07:47.960]  我們仍然是不信
[00:07:47.960 --> 00:07:51.320]  這是很邪惡的
[00:07:51.320 --> 00:07:54.080]  這群猶太人
[00:07:54.080 --> 00:07:58.960]  其實自小已經有很多的教導
[00:07:58.960 --> 00:08:01.840]  說到他們的上帝是怎樣的上帝
[00:08:01.840 --> 00:08:04.480]  上帝怎樣去拯救他的百姓
[00:08:04.480 --> 00:08:05.760]  聽了很多
[00:08:05.760 --> 00:08:07.760]  而到耶穌出現的時候
[00:08:07.760 --> 00:08:09.560]  又看了很多
[00:08:09.560 --> 00:08:12.440]  甚至當中有人有很多的經歷
[00:08:12.440 --> 00:08:13.960]  聽了很多
[00:08:13.960 --> 00:08:15.600]  但是到了這一刻
[00:08:15.600 --> 00:08:18.400]  還只是想看神蹟
[00:08:18.400 --> 00:08:21.640]  只是想看一些很特別的東西
[00:08:21.640 --> 00:08:24.400]  好像在看什麼
[00:08:24.400 --> 00:08:30.440]  在看一些令我們可以多一點的話題
[00:08:30.440 --> 00:08:31.800]  可以多一點事情談
[00:08:31.800 --> 00:08:34.560]  覺得很稀奇的事情
[00:08:34.560 --> 00:08:36.040]  只是這樣
[00:08:36.040 --> 00:08:39.920]  但是心卻沒有歸向上帝
[00:08:39.920 --> 00:08:41.080]  所以在這裡
[00:08:41.080 --> 00:08:41.760]  耶穌說
[00:08:41.760 --> 00:08:44.400]  除了若拿的神蹟以外
[00:08:44.400 --> 00:08:47.280]  再沒有神蹟給他們看了
[00:08:47.280 --> 00:08:49.640]  在這裡我必須說
[00:08:49.640 --> 00:08:51.920]  其實「神蹟」這個詞語
[00:08:51.920 --> 00:08:55.920]  在原文裡是解「標記」
[00:08:55.920 --> 00:08:58.480]  是一個很重要的標記
