
[00:00:00.000 --> 00:00:06.300]  多謝主讓今天晚上我們再一次可以來到去研讀聖經
[00:00:06.300 --> 00:00:10.480]  我們會來到去看施洗約翰的人生
[00:00:10.480 --> 00:00:14.860]  幫助我們能夠透過這一位的聖經人物
[00:00:14.860 --> 00:00:22.220]  在耶穌的年代曾經為耶穌施洗的這一位施洗約翰
[00:00:22.220 --> 00:00:26.300]  讓我們能夠從他的生命去學習
[00:00:26.300 --> 00:00:27.900]  求主施恩
[00:00:27.900 --> 00:00:33.160]  有很多經文 但都讓我們能夠在其中消化
[00:00:33.160 --> 00:00:34.820]  去揣摩
[00:00:34.820 --> 00:00:38.580]  和在我們自己的生命裏面去應用
[00:00:38.580 --> 00:00:41.020]  我們一起在你面前等候禱告
[00:00:41.020 --> 00:00:43.320]  奉耶穌基督的名
[00:00:43.320 --> 00:00:44.820]  阿們
[00:00:44.820 --> 00:00:47.820]  好
[00:00:47.820 --> 00:00:54.300]  我們上一次用了大概半堂開始看施洗約翰
[00:00:54.300 --> 00:01:02.180]  特別是因為剛好有網上的資料留言
[00:01:02.180 --> 00:01:04.380]  說想研讀施洗約翰
[00:01:04.380 --> 00:01:08.860]  一開始我們會用好幾堂時間
[00:01:08.860 --> 00:01:13.820]  來看約翰的人生
[00:01:13.820 --> 00:01:17.220]  我們可以試一下
[00:01:17.220 --> 00:01:19.380]  上一個星期有些人可能沒有回來
[00:01:19.380 --> 00:01:20.980]  可能你要聽回來
[00:01:20.980 --> 00:01:24.740]  我們一開始就有一個序言
[00:01:24.740 --> 00:01:29.660]  將施洗約翰死後的影響力
[00:01:29.660 --> 00:01:32.780]  遍及當時的小亞細亞
[00:01:32.780 --> 00:01:39.020]  甚至乎應該是去到接近歐洲那邊
[00:01:39.020 --> 00:01:41.060]  哥林多
[00:01:41.060 --> 00:01:43.620]  差不多哥林多都會受影響的
[00:01:43.620 --> 00:01:48.860]  因為阿波羅是他的一個門生
[00:01:48.860 --> 00:01:52.580]  在哥林多有很好的服侍的阿波羅
[00:01:52.580 --> 00:02:02.100]  所以原來早年他都是接受施洗約翰的門徒的教訓、道理
[00:02:02.100 --> 00:02:11.060]  所以阿波羅是頗擁護施洗約翰的
[00:02:11.060 --> 00:02:13.980]  這是我們上一次的序言
[00:02:13.980 --> 00:02:22.940]  現在我們在今天會比較有系統地整理施洗約翰的人生
[00:02:22.940 --> 00:02:26.340]  好像一個時序、時間序
[00:02:26.340 --> 00:02:28.940]  讓大家能夠掌握
[00:02:28.940 --> 00:02:33.660]  相信不同的經文散佈在福音書裏面
[00:02:33.660 --> 00:02:38.500]  大家有時聽到都會聽過
[00:02:38.500 --> 00:02:42.340]  因為福音書都是多講解
[00:02:42.340 --> 00:02:43.580]  都重要
[00:02:43.580 --> 00:02:45.380]  我要抱歉
[00:02:45.380 --> 00:02:47.580]  喉嚨講到某個位置
[00:02:47.580 --> 00:02:49.580]  有時會碰到就會痛
[00:02:49.580 --> 00:02:52.980]  聲音就會有點刷
[00:02:52.980 --> 00:02:55.980]  可能剛剛星期日講到
[00:02:55.980 --> 00:02:58.380]  喉嚨可能有點不舒服
[00:02:58.380 --> 00:03:01.180]  所以就有一點刷聲
[00:03:01.180 --> 00:03:03.980]  我盡量細聲不要碰到那個位置
[00:03:03.980 --> 00:03:09.580]  和大家看看第十六章的路加福音
[00:03:09.580 --> 00:03:17.180]  因為施洗約翰的經文散佈在福音書裏面都相當多
[00:03:17.180 --> 00:03:23.060]  還有不同的福音書作者
[00:03:23.060 --> 00:03:26.580]  從不同的角度去描述他
[00:03:26.580 --> 00:03:31.380]  所以有時我們找到一個聖經人物
[00:03:31.380 --> 00:03:34.780]  就變相等於是在研讀福音書的
[00:03:34.780 --> 00:03:36.380]  譬如是芙蕾福音
[00:03:36.380 --> 00:03:38.580]  或者是約翰福音
[00:03:38.580 --> 00:03:41.580]  都相當有趣
[00:03:41.580 --> 00:03:45.380]  對他的一個全面的剖析
[00:03:45.380 --> 00:03:51.980]  當然更重要的是他帶給我們甚麼學習教訓
[00:03:51.980 --> 00:03:54.980]  十六章的路加福音
[00:03:54.980 --> 00:03:58.980]  十六章十六節
[00:03:58.980 --> 00:04:06.580]  這些是我們有時講其他題目的時候講過的
[00:04:06.580 --> 00:04:11.580]  不過如果我們重點在這裏再將它來到highlight
[00:04:11.580 --> 00:04:16.580]  我們就可以看看這裏想帶出甚麼教訓
[00:04:16.580 --> 00:04:19.580]  路加福音第十六章
[00:04:19.580 --> 00:04:23.580]  由十三節看這個段落
[00:04:23.580 --> 00:04:27.580]  一個僕人不能侍奉兩個主
[00:04:27.580 --> 00:04:30.580]  不是護者個愛那個
[00:04:30.580 --> 00:04:34.580]  就是重者個輕那個
[00:04:34.580 --> 00:04:39.580]  你們不能又侍奉神又侍奉馬門
[00:04:39.580 --> 00:04:42.580]  主耶穌上文講的不義管家
[00:04:42.580 --> 00:04:44.580]  接著就帶出那個教訓
[00:04:44.580 --> 00:04:47.580]  其實是勸勉當時的門徒
[00:04:47.580 --> 00:04:52.580]  但是在旁邊在現場的範利賽人
[00:04:52.580 --> 00:04:59.580]  就很不接受要這麼專一的去服侍一位的主
[00:04:59.580 --> 00:05:01.580]  第十四節
[00:05:01.580 --> 00:05:04.580]  範利賽人是貪愛錢財的
[00:05:04.580 --> 00:05:07.580]  他們聽見這一切的說話
[00:05:07.580 --> 00:05:08.580]  就是耶穌講的
[00:05:08.580 --> 00:05:11.580]  不可以又侍奉神又侍奉馬門
[00:05:11.580 --> 00:05:15.580]  所講的主當然就是天上的主
[00:05:15.580 --> 00:05:17.580]  因為上文所講的
[00:05:17.580 --> 00:05:18.580]  接著就範利賽人
[00:05:18.580 --> 00:05:24.580]  這裏就是作者要凸顯他們對耶穌的教訓比喻
[00:05:24.580 --> 00:05:26.580]  不單止不認同
[00:05:26.580 --> 00:05:28.580]  還有一種的鄙視
[00:05:28.580 --> 00:05:30.580]  就是癡笑耶穌
[00:05:30.580 --> 00:05:33.580]  聽到這一切說話就癡笑耶穌
[00:05:33.580 --> 00:05:34.580]  第十五節
[00:05:34.580 --> 00:05:36.580]  耶穌對他們說
[00:05:36.580 --> 00:05:39.580]  你們是在人面前自稱為而
[00:05:39.580 --> 00:05:43.580]  你們的心神卻知道
[00:05:43.580 --> 00:05:44.580]  在人面前
[00:05:44.580 --> 00:05:47.580]  人看到的只是面前
[00:05:47.580 --> 00:05:49.580]  看不到的人的心
[00:05:49.580 --> 00:05:53.580]  但是神不單止看到人的面
[00:05:53.580 --> 00:05:55.580]  還看到人的心
[00:05:55.580 --> 00:05:58.580]  聖經一直都是這樣講的
[00:05:58.580 --> 00:06:00.580]  所以聖經給我們的
[00:06:00.580 --> 00:06:04.580]  你可以說不是即時有一些賞賜
[00:06:04.580 --> 00:06:07.580]  也不是即時有一些審判
[00:06:07.580 --> 00:06:09.580]  每個人都在講
[00:06:09.580 --> 00:06:14.580]  To be fair 公平的審判或者賞賜
[00:06:14.580 --> 00:06:16.580]  但是表面就不同了
[00:06:16.580 --> 00:06:20.580]  譬如有一個人你對他不開心
[00:06:20.580 --> 00:06:24.580]  可能從你的面容就反映到
[00:06:24.580 --> 00:06:25.580]  或者各方面
[00:06:25.580 --> 00:06:28.580]  但是面對神
[00:06:28.580 --> 00:06:29.580]  我們今天
[00:06:29.580 --> 00:06:31.580]  耶穌給我們的教導
[00:06:31.580 --> 00:06:34.580]  花利卓人就不接受
[00:06:34.580 --> 00:06:37.580]  因為他覺得這樣是不可能的
[00:06:37.580 --> 00:06:39.580]  還有這樣是不實際的
[00:06:39.580 --> 00:06:41.580]  他們要的是實際的
[00:06:41.580 --> 00:06:43.580]  就是他要拜馬門
[00:06:43.580 --> 00:06:45.580]  他要有財利
[00:06:45.580 --> 00:06:48.580]  他自然就會在他的價值觀裡面
[00:06:48.580 --> 00:06:51.580]  就會取向追求那些事情
[00:06:51.580 --> 00:06:53.580]  但是留意第十五十六節
[00:06:53.580 --> 00:06:56.580]  這裡和施洗約翰有關
[00:06:56.580 --> 00:06:58.580]  耶穌對他們說
[00:06:58.580 --> 00:07:01.580]  你們是在人的面前自稱為兒
[00:07:01.580 --> 00:07:03.580]  你們的心神卻知道
[00:07:03.580 --> 00:07:05.580]  因為人所尊貴的
[00:07:05.580 --> 00:07:08.580]  是神看為可憎惡的
[00:07:08.580 --> 00:07:11.580]  記得要跟上下文連著讀
[00:07:11.580 --> 00:07:13.580]  不然就會解錯
[00:07:13.580 --> 00:07:15.580]  就是說所有尊貴的人
[00:07:15.580 --> 00:07:16.580]  神都憎惡了
[00:07:16.580 --> 00:07:19.580]  那你就解錯了聖經
[00:07:19.580 --> 00:07:21.580]  那裡上文說的就是
[00:07:21.580 --> 00:07:23.580]  只是看外表
[00:07:23.580 --> 00:07:25.580]  追求外在
[00:07:25.580 --> 00:07:28.580]  追求人的稱讚
[00:07:28.580 --> 00:07:32.580]  甚至乎都不介意用什麼手段
[00:07:32.580 --> 00:07:35.580]  去追求人的稱讚
[00:07:35.580 --> 00:07:37.580]  追求一種虛榮
[00:07:37.580 --> 00:07:40.580]  而不顧及自己的內心
[00:07:40.580 --> 00:07:44.580]  到底神怎麼看你的心靈呢
[00:07:44.580 --> 00:07:48.580]  這樣的神體為憎惡
[00:07:48.580 --> 00:07:50.580]  所以大家要留意
[00:07:50.580 --> 00:07:53.580]  第十六節值得我們想一下
[00:07:53.580 --> 00:07:58.580]  律法和先知到約翰為止
[00:07:58.580 --> 00:08:03.580]  從此神國的福音傳開了
[00:08:03.580 --> 00:08:05.580]  人人努力要進去
[00:08:05.580 --> 00:08:07.580]  天地廢去
[00:08:07.580 --> 00:08:10.580]  教給律法的一點一或
[00:08:10.580 --> 00:08:12.580]  落空還容易
[00:08:12.580 --> 00:08:14.580]  接著第十八節
[00:08:14.580 --> 00:08:18.580]  一個例子的律法例子
[00:08:18.580 --> 00:08:20.580]  凡是休妻令娶
[00:08:20.580 --> 00:08:22.580]  就是犯奸淫
[00:08:22.580 --> 00:08:24.580]  娶被休之妻的
[00:08:24.580 --> 00:08:26.580]  也是犯奸淫
[00:08:26.580 --> 00:08:30.580]  在福音書偶然會說
[00:08:30.580 --> 00:08:33.580]  范利塞人都是這樣
[00:08:33.580 --> 00:08:36.580]  隨便休妻
[00:08:36.580 --> 00:08:38.580]  教人休妻
[00:08:38.580 --> 00:08:39.580]  等等的
[00:08:39.580 --> 00:08:43.580]  所以這裡是一個段落
[00:08:43.580 --> 00:08:46.580]  要專一的去侍奉神
[00:08:46.580 --> 00:08:50.580]  和上文的不義的管家
[00:08:50.580 --> 00:08:53.580]  曉得為自己打算
[00:08:53.580 --> 00:08:55.580]  這是一個比喻
[00:08:55.580 --> 00:08:57.580]  一個不義的管家
[00:08:57.580 --> 00:08:59.580]  主人說你要交代
[00:08:59.580 --> 00:09:02.580]  你不可以再做我的僕人
[00:09:02.580 --> 00:09:04.580]  做我的管家
[00:09:04.580 --> 00:09:07.580]  按當時他們可以這樣做的時候
[00:09:07.580 --> 00:09:12.580]  這個管家就假托主人的名義
[00:09:12.580 --> 00:09:17.580]  叫欠債的減少欠債
[00:09:17.580 --> 00:09:20.580]  主人反而稱讚他
[00:09:20.580 --> 00:09:23.580]  可能有一些當時的背景
[00:09:23.580 --> 00:09:26.580]  就是令債務人對主人
[00:09:26.580 --> 00:09:30.580]  都會有一份恩典的恩情
[00:09:30.580 --> 00:09:32.580]  將來都會紀念他
[00:09:32.580 --> 00:09:36.580]  主人就會誇耀這個不義管家
[00:09:36.580 --> 00:09:38.580]  重點就是說
[00:09:38.580 --> 00:09:40.580]  要為將來打算
[00:09:40.580 --> 00:09:43.580]  整個比喻最重要的主題
[00:09:43.580 --> 00:09:47.580]  接著主耶穌就勸勉門徒
[00:09:47.580 --> 00:09:50.580]  說要為不義的錢財
[00:09:50.580 --> 00:09:56.580]  預備應該是十一節
[00:09:56.580 --> 00:09:58.580]  或者第十節
[00:09:58.580 --> 00:10:00.580]  再長一點就是第九節
[00:10:00.580 --> 00:10:02.580]  說完比喻之後
[00:10:02.580 --> 00:10:04.580]  我又告訴你們
[00:10:04.580 --> 00:10:06.580]  就是門徒
[00:10:06.580 --> 00:10:09.580]  要藉著那不義的錢財
[00:10:09.580 --> 00:10:10.580]  交朋友
[00:10:10.580 --> 00:10:13.580]  到了錢財無用的時候
[00:10:13.580 --> 00:10:15.580]  他們可以接你們
[00:10:15.580 --> 00:10:18.580]  到永存的帳幕裡去
[00:10:18.580 --> 00:10:20.580]  說的是全福音
[00:10:20.580 --> 00:10:22.580]  你為將來打算
[00:10:22.580 --> 00:10:26.580]  人在最小的事上忠心
[00:10:26.580 --> 00:10:28.580]  在大事上也忠心
[00:10:28.580 --> 00:10:31.580]  在最小的事上不義
