
[00:00:00.000 --> 00:00:02.000]  弟子妹妹平安
[00:00:02.000 --> 00:00:06.800]  很開心大家能夠彼此相見
[00:00:06.800 --> 00:00:09.400]  真是很大的恩典
[00:00:09.400 --> 00:00:11.000]  雖然大家未必能夠接觸到
[00:00:11.000 --> 00:00:13.800]  不過我們都一起向心中弟子妹妹打個眼神
[00:00:13.800 --> 00:00:16.200]  這個真是很難得的機會
[00:00:16.200 --> 00:00:18.600]  還有很久沒見面了
[00:00:18.600 --> 00:00:23.000]  我也很開心能夠今天見到大家的面孔
[00:00:23.000 --> 00:00:28.200]  在這裡願基督耶穌的恩惠伴隨著你們
[00:00:28.200 --> 00:00:30.000]  無論你們遭遇任何事情
[00:00:30.000 --> 00:00:31.200]  在上帝裡面
[00:00:31.200 --> 00:00:34.000]  祂的愛都保守著你們
[00:00:34.000 --> 00:00:37.600]  非常想念大家能夠在疫情當中
[00:00:37.600 --> 00:00:39.200]  再一次實體聚會
[00:00:39.200 --> 00:00:41.000]  實在非常感恩
[00:00:41.000 --> 00:00:44.000]  今天我們會說登山補份
[00:00:44.000 --> 00:00:48.200]  我想登山補份是一段大家很熟悉的經文
[00:00:48.200 --> 00:00:52.200]  特別是馬科文的第五章
[00:00:52.200 --> 00:00:56.000]  我想就算你未必對聖經很有研究
[00:00:56.000 --> 00:01:01.200]  你大概都會對馬科文第五章的內容有印象
[00:01:01.200 --> 00:01:03.800]  首先是八福
[00:01:03.800 --> 00:01:05.000]  虛心的人有福了
[00:01:05.000 --> 00:01:06.800]  因為天國是他們的
[00:01:06.800 --> 00:01:08.200]  清心的人有福了
[00:01:08.200 --> 00:01:10.000]  因為他們必得見上帝
[00:01:10.000 --> 00:01:12.200]  然後是作炎作光的經文
[00:01:12.200 --> 00:01:14.200]  你們是世上的炎
[00:01:14.200 --> 00:01:15.800]  你們是世上的光
[00:01:15.800 --> 00:01:18.400]  你們的光也當者讓照在人前
[00:01:18.400 --> 00:01:20.800]  然後是十七到二十節的經文
[00:01:20.800 --> 00:01:23.200]  有關律法的段落
[00:01:23.200 --> 00:01:25.200]  莫想我來要廢掉律法
[00:01:25.200 --> 00:01:27.800]  我才知我來不是要廢掉
[00:01:27.800 --> 00:01:30.000]  乃是要成全
[00:01:30.000 --> 00:01:33.000]  然後從第21節開始
[00:01:33.000 --> 00:01:38.800]  耶穌就連續說了六個對舊約律法的重新的理解
[00:01:38.800 --> 00:01:40.400]  你們聽見有話說
[00:01:40.400 --> 00:01:41.600]  …………
[00:01:41.600 --> 00:01:43.000]  只是我告訴你們
[00:01:43.000 --> 00:01:45.200]  其實是…………
[00:01:45.200 --> 00:01:47.800]  連續六次這樣的句式
[00:01:47.800 --> 00:01:48.800]  論法路
[00:01:48.800 --> 00:01:50.000]  論奸淫
[00:01:50.000 --> 00:01:50.800]  論丘七
[00:01:50.800 --> 00:01:51.800]  論起誓
[00:01:51.800 --> 00:01:52.800]  論報復
[00:01:52.800 --> 00:01:54.000]  論愛仇敵
[00:01:54.000 --> 00:01:57.200]  最後整個第五章的最後
[00:01:57.200 --> 00:02:00.400]  耶穌是用一句這樣的說話來完結
[00:02:00.400 --> 00:02:02.200]  所以你們要完全
[00:02:02.200 --> 00:02:04.800]  就你們的天賦完全一樣
[00:02:04.800 --> 00:02:08.200]  作為整個第五章的總結
[00:02:08.200 --> 00:02:09.600]  大家很熟悉
[00:02:09.600 --> 00:02:12.800]  我懷疑這個經文這段章
[00:02:12.800 --> 00:02:15.800]  是你們唯一一段能夠背出來的
[00:02:15.800 --> 00:02:18.600]  由頭到尾大概怎樣你都能夠很清楚
[00:02:18.600 --> 00:02:21.800]  每段經文你都聽過
[00:02:21.800 --> 00:02:25.200]  每段經文你都查經查過
[00:02:25.200 --> 00:02:30.200]  今天我們要說的正正就是這個第五章中間的那句
[00:02:30.200 --> 00:02:33.000]  一句我認為是整個第五章裏面
[00:02:33.000 --> 00:02:36.000]  最重要的一句經文
[00:02:36.000 --> 00:02:37.400]  馬科興第五章第十節
[00:02:37.400 --> 00:02:38.200]  耶穌說
[00:02:38.200 --> 00:02:40.000]  「我告訴你們,你們的義
[00:02:40.000 --> 00:02:42.800]  不勝於民事和法理賽人的義
[00:02:42.800 --> 00:02:44.800]  見不能進天國」
[00:02:44.800 --> 00:02:48.800]  你們的義如果不能勝過法理賽人民事的義
[00:02:48.800 --> 00:02:50.400]  就不能夠進天國
[00:02:50.400 --> 00:02:53.400]  我們一起來到疫情實體的崇拜裏面
[00:02:53.400 --> 00:02:54.600]  一起來思考這個經文
[00:02:54.600 --> 00:02:55.600]  我們祈禱一起
[00:02:55.600 --> 00:03:02.200]  祝我們錦書院的弟子妹能夠再一次聚集
[00:03:02.200 --> 00:03:04.000]  這個是你的教會
[00:03:04.000 --> 00:03:07.400]  這個是在錦書花園裏面的一個群體
[00:03:07.400 --> 00:03:09.800]  讓我們能夠重新開始
[00:03:09.800 --> 00:03:12.600]  去從你的說話引領我們
[00:03:12.600 --> 00:03:16.000]  怎樣來到再一次成為一個見證你的群體
[00:03:16.000 --> 00:03:20.400]  成為一個行善去追求美善的群體
[00:03:20.400 --> 00:03:22.600]  讓這個福音
[00:03:22.600 --> 00:03:24.800]  讓我們所作的見證
[00:03:24.800 --> 00:03:26.800]  能夠再一次的起立
[00:03:26.800 --> 00:03:27.600]  奉主命求
[00:03:27.600 --> 00:03:28.600]  阿們
[00:03:28.600 --> 00:03:32.400]  我們首先認識這句經文
[00:03:32.400 --> 00:03:34.000]  馬科興第五章第十節
[00:03:34.000 --> 00:03:34.400]  耶穌說
[00:03:34.400 --> 00:03:36.000]  「我告訴你們,你們的義
[00:03:36.000 --> 00:03:38.400]  若不勝於民事和法理賽人的義
[00:03:38.400 --> 00:03:40.000]  斷不能進天國」
[00:03:40.000 --> 00:03:45.800]  經文裏面其實是一個上下兩段的轉折句
[00:03:45.800 --> 00:03:48.400]  經文的上面十七到十九節
[00:03:48.400 --> 00:03:51.000]  耶穌提及有關舊約律法的事情
[00:03:51.000 --> 00:03:52.000]  耶穌強調
[00:03:52.000 --> 00:03:54.400]  祂不是要去廢掉律法
[00:03:54.400 --> 00:03:57.000]  也不是去另立一套新的律法
[00:03:57.000 --> 00:04:00.800]  不是去成立一個宗教的信仰
[00:04:00.800 --> 00:04:03.000]  一套新的倫理的價值
[00:04:03.000 --> 00:04:07.000]  耶穌要做的其實是在這個律法意義上
[00:04:07.000 --> 00:04:08.800]  去延伸開去
[00:04:08.800 --> 00:04:09.800]  去昇華
[00:04:09.800 --> 00:04:15.600]  從而去成為一個實踐律法本質的教導
[00:04:15.600 --> 00:04:19.200]  可能來說,耶穌不是要去結束舊約的系統
[00:04:19.200 --> 00:04:23.400]  而是去更新一套被猶太人玩壞了的系統
[00:04:23.400 --> 00:04:25.800]  就是這樣,這是其中一點
[00:04:25.800 --> 00:04:28.000]  另外,經文的下面
[00:04:28.000 --> 00:04:31.000]  從第十一節開始到第四十七節
[00:04:31.000 --> 00:04:33.200]  耶穌是說了六個例子
[00:04:33.200 --> 00:04:35.600]  六個我們稱之為反題
[00:04:35.600 --> 00:04:40.400]  來說明祂將會怎樣去更新這套舊約的系統
[00:04:40.400 --> 00:04:42.400]  你們聽見有人說怎樣怎樣怎樣
[00:04:42.400 --> 00:04:45.000]  只是告訴你們其實應該怎樣做
[00:04:45.000 --> 00:04:48.000]  於是我們就記得這些很熟悉的教導
[00:04:48.000 --> 00:04:52.800]  不可發怒,不可動淫亂,不可休妻,不可起誓
[00:04:52.800 --> 00:04:55.800]  被人打完你的右臉,要打完你的左臉
[00:04:55.800 --> 00:04:58.400]  愛仇敵,六個的教導
[00:04:58.400 --> 00:05:02.200]  其實都是源於第二十節這句經文
[00:05:02.200 --> 00:05:06.200]  你們的義,如果不能勝過民事法理上的義
[00:05:06.200 --> 00:05:08.200]  斷不能進天國
[00:05:08.200 --> 00:05:14.600]  所以我們一起仔細思考這句話的意思
[00:05:14.600 --> 00:05:18.200]  首先我們會發現,在這裡耶穌所提到的
[00:05:18.200 --> 00:05:23.600]  世界是出現了兩種不同的義
[00:05:23.600 --> 00:05:28.000]  你們的義和民事法理上的義
[00:05:28.000 --> 00:05:31.400]  如果你單單細心去想這一點
[00:05:31.400 --> 00:05:34.000]  不用多,單單去想這一點的時候
[00:05:34.000 --> 00:05:37.000]  你會覺得是一個很驚訝的
[00:05:37.000 --> 00:05:40.000]  世上竟然出現了兩個不同的義
[00:05:40.000 --> 00:05:45.000]  兩個的righteousness,兩種所謂正確的事情
[00:05:45.000 --> 00:05:50.000]  明明是不同的,卻還是被稱為義
[00:05:50.000 --> 00:05:54.400]  原來耶穌吩咐門徒行出來的義之外
[00:05:54.400 --> 00:05:58.400]  世上有另一套義的存在
[00:05:58.400 --> 00:06:00.800]  我聽到這樣說,不是一種相對主義
[00:06:00.800 --> 00:06:04.200]  不是說兩個都對,兩個都有道理
[00:06:04.200 --> 00:06:07.200]  大家都是義,大家都對,打和
[00:06:07.200 --> 00:06:08.800]  耶穌不是這個意思
[00:06:08.800 --> 00:06:13.200]  很明顯耶穌絕對不認同民事法理上的義
[00:06:13.200 --> 00:06:17.400]  耶穌的義並不是這樣的,這不是耶穌的義
[00:06:17.400 --> 00:06:20.400]  耶穌也沒有要降低要求
[00:06:20.400 --> 00:06:27.000]  承認、容納、包容、認同民事法理上的義
[00:06:27.000 --> 00:06:30.600]  不過,很tricky的地方在哪裡呢?
[00:06:30.600 --> 00:06:39.200]  你要耶穌去稱民事和法律為不義嗎?
[00:06:39.200 --> 00:06:41.000]  世上並不是這樣的
[00:06:41.000 --> 00:06:45.400]  耶穌也沒有稱民事法律為不義
[00:06:45.400 --> 00:06:47.600]  耶穌沒有認同他們
[00:06:47.600 --> 00:06:50.400]  但你要耶穌妖魔化他們
[00:06:50.400 --> 00:06:53.000]  耶穌也沒有這樣做,耶穌很公道
[00:06:53.000 --> 00:06:56.800]  耶穌沒有將他們看為窮凶極惡的人
[00:06:56.800 --> 00:06:59.800]  耶穌沒有將他們看為渣男
[00:06:59.800 --> 00:07:01.200]  或者可以這樣說
[00:07:01.200 --> 00:07:05.600]  民事和法律出人在整個世界都是反派角色
[00:07:05.600 --> 00:07:07.200]  都是比較負面的
[00:07:07.200 --> 00:07:09.600]  耶穌不認同他們的立場
[00:07:09.600 --> 00:07:12.200]  他們的立場不是耶穌的立場
[00:07:12.200 --> 00:07:16.800]  但你要耶穌就這樣把他們當成壞人
[00:07:16.800 --> 00:07:18.600]  耶穌又不是
[00:07:18.600 --> 00:07:22.600]  民事和法律出人都沒有去到罪大惡極
[00:07:22.600 --> 00:07:25.200]  妖魔、殺大人、魔鬼
[00:07:25.200 --> 00:07:30.600]  甚至民事和法律出人都是一群在信仰裏面
[00:07:30.600 --> 00:07:33.600]  教導人、行義的人
[00:07:33.600 --> 00:07:38.000]  但如果你將民事和法律出人看為不義
[00:07:38.000 --> 00:07:40.200]  事情會簡單很多
[00:07:40.200 --> 00:07:42.600]  我們是耶穌的門徒
[00:07:42.600 --> 00:07:44.200]  我們是公義的
[00:07:44.200 --> 00:07:46.800]  他們是民事和法律出人
[00:07:46.800 --> 00:07:48.000]  他們是不義的
[00:07:48.000 --> 00:07:50.000]  這樣看事情就很簡單
[00:07:50.000 --> 00:07:51.400]  舒服很多
[00:07:51.400 --> 00:07:52.800]  特別是這個年頭
[00:07:52.800 --> 00:07:56.000]  如果你很簡單、黑白、義憤地
[00:07:56.000 --> 00:07:58.200]  戴著一個妖魔化的頭盔
[00:07:58.200 --> 00:08:00.200]  你的世界會愉快開朗
[00:08:00.200 --> 00:08:03.200]  做人都會覺得心情好一些
[00:08:03.200 --> 00:08:04.800]  猜度一個人的動機
[00:08:04.800 --> 00:08:08.800]  選擇一些不良的解釋來詮釋一個人的行為
[00:08:08.800 --> 00:08:11.200]  這樣做是很簡單
[00:08:11.200 --> 00:08:13.000]  也很容易圍爐
[00:08:13.000 --> 00:08:15.200]  這個人不義
[00:08:15.200 --> 00:08:18.200]  這個人幫他說話不義
[00:08:18.200 --> 00:08:19.600]  這個人認同他
[00:08:19.600 --> 00:08:21.000]  都是不義的
[00:08:21.000 --> 00:08:23.600]  戴著這樣的觀念去看事情
[00:08:23.600 --> 00:08:25.000]  是會簡單很多的
[00:08:25.000 --> 00:08:26.600]  你不會那麼困擾的
[00:08:26.600 --> 00:08:29.000]  不用煩惱
[00:08:29.000 --> 00:08:33.600]  我今天不是要講一種相對主義的教導
[00:08:33.600 --> 00:08:36.400]  不是要大家隨便、包容
[00:08:36.400 --> 00:08:39.000]  大家就OK
[00:08:39.000 --> 00:08:39.800]  我想說的是
[00:08:39.800 --> 00:08:42.000]  如果你像耶穌一樣
[00:08:42.000 --> 00:08:45.400]  不選擇去妖魔化一群人
[00:08:45.400 --> 00:08:49.200]  但他不認同他們的所謂的義
[00:08:49.200 --> 00:08:52.000]  沒有標籤他們為不義邪惡的話
[00:08:52.000 --> 00:08:54.800]  在這麼窄的位置裏
[00:08:54.800 --> 00:08:56.800]  其實是很不容易
[00:08:56.800 --> 00:08:58.600]  很難受的
[00:08:58.600 --> 00:09:00.600]  這正是我們作為基督徒
[00:09:00.600 --> 00:09:02.800]  那個辛苦的地方
[00:09:02.800 --> 00:09:05.000]  不知道你有沒有這樣的經驗
[00:09:05.000 --> 00:09:08.200]  在工作裏最難受、最令你生氣的事情
[00:09:08.200 --> 00:09:11.800]  不是一些錯的事情
[00:09:11.800 --> 00:09:14.200]  不是一些擺明就是錯的事情
[00:09:14.200 --> 00:09:16.800]  而是一些明明是好的事情
[00:09:16.800 --> 00:09:18.200]  一些對的事情
[00:09:18.200 --> 00:09:19.600]  要做的事情
[00:09:19.600 --> 00:09:21.600]  卻做得很官僚
[00:09:21.600 --> 00:09:23.200]  就著就著
[00:09:23.200 --> 00:09:24.600]  粗粗了事
[00:09:24.600 --> 00:09:25.600]  做了
[00:09:25.600 --> 00:09:28.000]  就當做了
[00:09:28.000 --> 00:09:30.000]  你不能說他們錯
[00:09:30.000 --> 00:09:32.000]  因為都是按規矩
[00:09:32.000 --> 00:09:33.800]  按本子辦事
[00:09:33.800 --> 00:09:37.400]  可以有很多合理的理由
[00:09:37.400 --> 00:09:44.800]  但是那個美善往往是局限在一個規矩裏
[00:09:44.800 --> 00:09:46.800]  就只有這麼多
[00:09:46.800 --> 00:09:48.800]  簡單舉個例子
[00:09:48.800 --> 00:09:51.200]  當然這些例子都不容易舉
[00:09:51.200 --> 00:09:54.800]  因為都很多經驗的事情
[00:09:54.800 --> 00:09:56.800]  我聽人說
[00:09:56.800 --> 00:09:58.800]  疫情裏面有朋友
[00:09:58.800 --> 00:10:00.800]  弟兄姊妹就婚禮
[00:10:00.800 --> 00:10:02.800]  就預約教堂婚禮
[00:10:02.800 --> 00:10:04.800]  某些教會就很嚴
[00:10:04.800 --> 00:10:06.800]  嚴多地步
[00:10:06.800 --> 00:10:08.800]  不知道這樣算怎樣
[00:10:08.800 --> 00:10:13.800]  新郎新娘都不戴口罩
[00:10:13.800 --> 00:10:14.800]  這個都可以的
[00:10:14.800 --> 00:10:15.800]  戴著口罩
[00:10:15.800 --> 00:10:20.800]  但是就去到結婚生就不給親
[00:10:20.800 --> 00:10:23.800]  大家不知道有沒有見過參加過婚禮
[00:10:23.800 --> 00:10:25.800]  就是不給親
[00:10:25.800 --> 00:10:29.800]  總之就非常之要去很嚴的一套
[00:10:29.800 --> 00:10:31.800]  全場戴口罩
[00:10:31.800 --> 00:10:32.800]  包括新郎新娘
[00:10:32.800 --> 00:10:33.800]  不給親
[00:10:33.800 --> 00:10:37.800]  後來那兩對新人就親了
[00:10:37.800 --> 00:10:44.800]  後來他們的按金就被教會收起了
[00:10:44.800 --> 00:10:49.800]  他們就犯規了
[00:10:49.800 --> 00:10:52.800]  因為你們這樣做是傳播
[00:10:52.800 --> 00:10:54.800]  諸如此類的
[00:10:54.800 --> 00:10:56.800]  當然是規矩
[00:10:56.800 --> 00:10:58.800]  但是你發覺有時就是這樣
[00:10:58.800 --> 00:11:00.800]  我聽過有婚禮
[00:11:00.800 --> 00:11:04.800]  以前就預約場地
[00:11:04.800 --> 00:11:05.800]  預約音響
[00:11:05.800 --> 00:11:06.800]  預約很多東西
[00:11:06.800 --> 00:11:08.800]  就預約椅子
[00:11:08.800 --> 00:11:10.800]  就不夠椅子
[00:11:10.800 --> 00:11:12.800]  就爆了
[00:11:12.800 --> 00:11:16.800]  那一排孕婦和小朋友就沒有位坐
[00:11:16.800 --> 00:11:20.800]  後來幹事就沒有因為你預約了那麼多椅子
[00:11:20.800 --> 00:11:23.800]  就放在那裡不給他們用椅子
[00:11:23.800 --> 00:11:25.800]  就是可以這樣
[00:11:25.800 --> 00:11:28.800]  你會覺得這個是按規矩做事
[00:11:28.800 --> 00:11:29.800]  是對的
[00:11:29.800 --> 00:11:33.800]  但是你會覺得有些東西是有點棘手的
[00:11:33.800 --> 00:11:38.800]  所以你發覺耶穌所說的美善
[00:11:38.800 --> 00:11:42.800]  或者我們基督徒所追求上帝的美善
[00:11:42.800 --> 00:11:44.800]  是怎樣呢
[00:11:44.800 --> 00:11:46.800]  面對著兩種的義
