
[00:00:00.000 --> 00:00:02.000]  頂尖的早晨
[00:00:02.000 --> 00:00:07.000]  今天跟大家講一篇耳熟能詳
[00:00:07.000 --> 00:00:11.000]  整個月大家有留意我們的同工
[00:00:11.000 --> 00:00:16.000]  都會一起分享關於創世紀裡面的人物
[00:00:16.000 --> 00:00:18.000]  今天會跟大家分享一個耳熟
[00:00:18.000 --> 00:00:20.000]  耳熟的故事不是很多
[00:00:20.000 --> 00:00:22.000]  裡面的時候其實
[00:00:22.000 --> 00:00:25.000]  但這個絕對是經典
[00:00:25.000 --> 00:00:27.000]  每一個小朋友從教會一直成長
[00:00:27.000 --> 00:00:29.000]  一定會聽過這個故事
[00:00:29.000 --> 00:00:32.000]  當這個故事一出現的時候
[00:00:32.000 --> 00:00:34.000]  奇怪的地方是什麼呢?
[00:00:34.000 --> 00:00:38.000]  先當作大家完全不認識他們兩兄弟
[00:00:38.000 --> 00:00:40.000]  他們兩兄弟大家很清楚
[00:00:40.000 --> 00:00:41.000]  媽生的
[00:00:41.000 --> 00:00:43.000]  即是媽生仔
[00:00:43.000 --> 00:00:46.000]  他出生的時候有一個很特別的圖畫
[00:00:46.000 --> 00:00:48.000]  就是哥出來
[00:00:48.000 --> 00:00:49.000]  耳熟出來
[00:00:49.000 --> 00:00:51.000]  之後就有啞哥
[00:00:51.000 --> 00:00:53.000]  他做了一個動作
[00:00:53.000 --> 00:00:54.000]  很經典的
[00:00:54.000 --> 00:00:57.000]  就是抓緊哥的腳
[00:00:57.000 --> 00:01:00.000]  所以啞哥的意思就是抓緊
[00:01:00.000 --> 00:01:02.000]  所以你會發覺
[00:01:02.000 --> 00:01:04.000]  在他們出來的時候
[00:01:04.000 --> 00:01:06.000]  最特別的地方就是
[00:01:06.000 --> 00:01:08.000]  媽生仔誰做哥
[00:01:08.000 --> 00:01:09.000]  誰做弟弟
[00:01:09.000 --> 00:01:12.000]  就差幾十秒
[00:01:12.000 --> 00:01:14.000]  就決定了
[00:01:14.000 --> 00:01:17.000]  整體上好像沒什麼特別
[00:01:17.000 --> 00:01:22.000]  但對於當時他們這個猶太世界裡面
[00:01:22.000 --> 00:01:24.000]  其實是很大分別的
[00:01:24.000 --> 00:01:26.000]  一會兒我會詳細的講
[00:01:26.000 --> 00:01:31.000]  究竟做長子有什麼福利
[00:01:31.000 --> 00:01:33.000]  有什麼好處
[00:01:33.000 --> 00:01:35.000]  但很特別的地方就是
[00:01:35.000 --> 00:01:38.000]  當他們說長大一講這段經文的時候
[00:01:38.000 --> 00:01:40.000]  介紹了他們一些很基本的性格之後
[00:01:40.000 --> 00:01:43.000]  突然間加插了一句很特別的
[00:01:43.000 --> 00:01:46.000]  就是以殺愛以掃
[00:01:46.000 --> 00:01:48.000]  因為時時食他的野味
[00:01:48.000 --> 00:01:51.000]  李伯家愛啞哥
[00:01:51.000 --> 00:01:53.000]  突然間插了這句下去
[00:01:53.000 --> 00:01:55.000]  如果大家一路去看完
[00:01:55.000 --> 00:01:57.000]  整個他們兩兄弟的故事
[00:01:57.000 --> 00:01:59.000]  和這個家庭的時候
[00:01:59.000 --> 00:02:01.000]  我幾肯定的有一個
[00:02:01.000 --> 00:02:03.000]  大家看完的感覺和印象
[00:02:03.000 --> 00:02:07.000]  這個家庭是一點都不和諧的
[00:02:07.000 --> 00:02:10.000]  你會發覺第一就是
[00:02:10.000 --> 00:02:13.000]  父母各自愛一個
[00:02:13.000 --> 00:02:15.000]  你偏重他我偏重他
[00:02:15.000 --> 00:02:16.000]  這裡加了一句
[00:02:16.000 --> 00:02:20.000]  這裡當然是為了之後交代下一個故事
[00:02:20.000 --> 00:02:23.000]  但為什麼爸爸愛大兒子
[00:02:23.000 --> 00:02:26.000]  因為時時食他的野味
[00:02:26.000 --> 00:02:28.000]  不知道是不是大兒子煮完之後
[00:02:28.000 --> 00:02:30.000]  不給媽媽吃
[00:02:30.000 --> 00:02:32.000]  這個我不清楚
[00:02:32.000 --> 00:02:34.000]  但總之這是一個很大的原因
[00:02:34.000 --> 00:02:39.000]  但你會發覺整個故事的發生
[00:02:39.000 --> 00:02:41.000]  我想大家留意
[00:02:41.000 --> 00:02:43.000]  從一些很小的事
[00:02:43.000 --> 00:02:45.000]  一路發展下去的時間
[00:02:45.000 --> 00:02:47.000]  去到最後的時候
[00:02:47.000 --> 00:02:50.000]  大哥想殺了小孩
[00:02:50.000 --> 00:02:52.000]  而在整個故事當中
[00:02:52.000 --> 00:02:55.000]  整件事的起始點
[00:02:55.000 --> 00:02:59.000]  是爸爸媽媽各自偏愛一個
[00:02:59.000 --> 00:03:03.000]  就是說其實這個不和諧的家庭裡面
[00:03:03.000 --> 00:03:09.000]  其實暗藏了很多非常不開心的事
[00:03:09.000 --> 00:03:11.000]  從下一個故事你就知道
[00:03:11.000 --> 00:03:15.000]  就是當以實想去祝福大兒子的時候
[00:03:15.000 --> 00:03:18.000]  其實祝福大兒子這件事是很理所當然的
[00:03:18.000 --> 00:03:20.000]  按照當時的習俗
[00:03:20.000 --> 00:03:23.000]  但他是暗地裡進行的
[00:03:23.000 --> 00:03:27.000]  他是暗地裡和大兒子說
[00:03:27.000 --> 00:03:29.000]  我的命不長
[00:03:29.000 --> 00:03:32.000]  你去打獵
[00:03:32.000 --> 00:03:34.000]  做一隻美味回來給我吃
[00:03:34.000 --> 00:03:36.000]  然後我就為你祝福
[00:03:36.000 --> 00:03:39.000]  他沒有通知老婆
[00:03:39.000 --> 00:03:42.000]  他沒有通知下一個
[00:03:42.000 --> 00:03:45.000]  聖經特別的地方就是
[00:03:45.000 --> 00:03:48.000]  又被李百嘉偷聽到
[00:03:48.000 --> 00:03:53.000]  然後媽媽就教弟弟騙老爸
[00:03:53.000 --> 00:03:57.000]  我想給大家看到的就是
[00:03:57.000 --> 00:04:00.000]  其實兩兄弟這次出現這件事
[00:04:00.000 --> 00:04:02.000]  不是突然間發生的
[00:04:02.000 --> 00:04:08.000]  是整個家庭的氛圍和教育出來的
[00:04:08.000 --> 00:04:15.000]  爸爸媽媽在家裡的角色究竟是什麼呢?
[00:04:15.000 --> 00:04:20.000]  很多時候我去認識一些爸爸媽媽
[00:04:20.000 --> 00:04:22.000]  特別是一些年輕的
[00:04:22.000 --> 00:04:24.000]  剛生小孩的爸爸媽媽
[00:04:24.000 --> 00:04:26.000]  很多時候我們都會有一個錯覺
[00:04:26.000 --> 00:04:28.000]  很感恩的
[00:04:28.000 --> 00:04:31.000]  在近幾十年其實好了很多
[00:04:31.000 --> 00:04:33.000]  以前的時候是更加的
[00:04:33.000 --> 00:04:35.000]  我爸爸媽媽那個年代是更加的
[00:04:35.000 --> 00:04:38.000]  我很努力賺錢回來
[00:04:38.000 --> 00:04:41.000]  養給你們食物
[00:04:41.000 --> 00:04:42.000]  供應你們
[00:04:42.000 --> 00:04:44.000]  供書教學
[00:04:44.000 --> 00:04:47.000]  然後時間幫你們洗衣服煮飯
[00:04:47.000 --> 00:04:50.000]  我就任務完成了
[00:04:50.000 --> 00:04:54.000]  就會覺得小朋友自動就會長大
[00:04:54.000 --> 00:04:57.000]  然後有一個假設
[00:04:57.000 --> 00:05:00.000]  只需要我做好基本條件
[00:05:00.000 --> 00:05:02.000]  子女就會好了
[00:05:02.000 --> 00:05:07.000]  會覺得小朋友的成長在父母眼中
[00:05:07.000 --> 00:05:12.000]  變得好是理所當然的
[00:05:12.000 --> 00:05:16.000]  但是是不是這樣呢?
[00:05:16.000 --> 00:05:18.000]  剛才我說過
[00:05:18.000 --> 00:05:20.000]  父母在家裡的角色是什麼呢?
[00:05:20.000 --> 00:05:22.000]  其實在聖經裡
[00:05:22.000 --> 00:05:23.000]  上帝所教導的
[00:05:23.000 --> 00:05:28.000]  是否我們帶動著整個家庭
[00:05:28.000 --> 00:05:32.000]  去能夠成為彼此相愛呢?
[00:05:32.000 --> 00:05:37.000]  但是現在出現的情況就是彼此傷害
[00:05:37.000 --> 00:05:40.000]  你會發覺其實今天做父母的時候
[00:05:40.000 --> 00:05:43.000]  是不容易的
[00:05:43.000 --> 00:05:44.000]  有些年輕人
[00:05:44.000 --> 00:05:47.000]  特別我做婚前輔導的時候
[00:05:47.000 --> 00:05:48.000]  他們問我一個問題
[00:05:48.000 --> 00:05:52.000]  就是我什麼時候才適合生小朋友
[00:05:52.000 --> 00:05:53.000]  我就反過來
