
[00:00:00.000 --> 00:00:03.420]  每一次回來錦宣家
[00:00:03.420 --> 00:00:06.540]  去講道是很開心的一件事
[00:00:06.540 --> 00:00:08.300]  剛才我在門口
[00:00:08.300 --> 00:00:09.540]  我跟很多弟兄姊妹說
[00:00:09.540 --> 00:00:10.960]  我不是客人
[00:00:10.960 --> 00:00:13.420]  我在門口代表著教會
[00:00:13.420 --> 00:00:17.340]  歡迎弟兄姊妹進來崇拜
[00:00:17.340 --> 00:00:19.340]  有一個弟兄
[00:00:19.340 --> 00:00:20.840]  他仍然記得我
[00:00:20.840 --> 00:00:24.000]  他叫做「猜全可」
[00:00:24.000 --> 00:00:27.000]  這個名字很久很久沒有人叫
[00:00:27.000 --> 00:00:30.460]  最近我跟孫德嘉的弟兄姊妹說
[00:00:30.460 --> 00:00:31.000]  我告訴你
[00:00:31.000 --> 00:00:32.420]  我有一個秘密
[00:00:32.420 --> 00:00:33.880]  告訴你
[00:00:33.880 --> 00:00:36.160]  很多人很久沒有叫我猜全可
[00:00:36.160 --> 00:00:38.120]  我現在告訴你
[00:00:38.120 --> 00:00:41.660]  宣教猜全
[00:00:41.660 --> 00:00:44.840]  在我信耶穌開始之後
[00:00:44.840 --> 00:00:49.340]  是深深的植根在我心當中
[00:00:49.340 --> 00:00:50.380]  我很感謝上帝
[00:00:50.380 --> 00:00:52.760]  上帝給我很多機會
[00:00:52.760 --> 00:00:56.300]  今天透過這篇道
[00:00:56.300 --> 00:00:57.160]  上帝的道
[00:00:57.160 --> 00:00:59.040]  上帝的猜全
[00:00:59.040 --> 00:01:02.420]  宣教都可以放在你的心當中
[00:01:02.420 --> 00:01:06.080]  我們一起祈禱
[00:01:06.080 --> 00:01:07.080]  愛我們的天父上帝
[00:01:07.080 --> 00:01:10.000]  我們滿心的感謝讚美你
[00:01:10.000 --> 00:01:13.000]  一切都是因典
[00:01:13.000 --> 00:01:15.700]  今天我們能夠可以
[00:01:15.700 --> 00:01:16.740]  很自由地
[00:01:16.740 --> 00:01:19.620]  來到你面前敬拜上帝
[00:01:19.620 --> 00:01:22.880]  因典
[00:01:22.880 --> 00:01:26.540]  求主祢賜福今天我們的崇拜
[00:01:26.540 --> 00:01:28.420]  無論聽的 說的
[00:01:28.420 --> 00:01:31.280]  都在你面前蒙恩
[00:01:31.280 --> 00:01:33.500]  因為我們需要
[00:01:33.500 --> 00:01:34.460]  所以我們恭敬的
[00:01:34.460 --> 00:01:36.580]  將以下事件交上
[00:01:36.580 --> 00:01:38.700]  求祢與我們同在
[00:01:38.700 --> 00:01:41.120]  同心合意在你面前一起禱告
[00:01:41.120 --> 00:01:42.460]  奉靠耶穌
[00:01:42.460 --> 00:01:44.000]  基督的名字祈求
[00:01:44.000 --> 00:01:45.660]  Amen
[00:01:45.660 --> 00:01:46.920]  在上半年的時候
[00:01:46.920 --> 00:01:50.660]  我感謝主有機會放安息年
[00:01:50.660 --> 00:01:53.320]  安息年做甚麼呢
[00:01:53.320 --> 00:01:54.320]  我自己想
[00:01:54.320 --> 00:01:57.280]  當然在香港做不到的
[00:01:57.280 --> 00:01:59.240]  我們希望在安息年做
[00:01:59.240 --> 00:02:02.660]  是不是
[00:02:02.660 --> 00:02:05.480]  我想移民
[00:02:05.480 --> 00:02:06.280]  對大家來說
[00:02:06.280 --> 00:02:09.560]  都不是一個很陌生的事
[00:02:09.560 --> 00:02:13.360]  甚至當中可能有些弟兄姐妹在想
[00:02:13.360 --> 00:02:14.980]  我不知道
[00:02:14.980 --> 00:02:16.480]  我記得安息年
[00:02:16.480 --> 00:02:19.480]  我特別去了英國一段時間
[00:02:19.480 --> 00:02:22.860]  之後我去了荷蘭
[00:02:22.860 --> 00:02:24.320]  我去了盧森堡
[00:02:24.320 --> 00:02:25.440]  我去了德國
[00:02:25.440 --> 00:02:26.940]  我去了西班牙
[00:02:26.940 --> 00:02:29.100]  我去了一個圈
[00:02:29.100 --> 00:02:31.020]  做甚麼呢
[00:02:31.020 --> 00:02:35.520]  就是去探望一些弟兄姐妹
[00:02:35.520 --> 00:02:37.780]  去探望一些宣教士
[00:02:37.780 --> 00:02:39.280]  去看看
[00:02:39.280 --> 00:02:41.600]  上帝在這個世界當中
[00:02:41.600 --> 00:02:45.860]  在這個混亂的世界當中
[00:02:45.860 --> 00:02:52.740]  上帝在做甚麼
[00:02:52.740 --> 00:02:56.980]  其實移民絕對不是今時今刻
[00:02:56.980 --> 00:03:01.400]  是香港這個地方的特權
[00:03:01.400 --> 00:03:02.100]  特別的事
[00:03:02.100 --> 00:03:03.320]  絕對不是
[00:03:03.320 --> 00:03:04.400]  大家很容易
[00:03:04.400 --> 00:03:05.440]  回到聖經裏面
[00:03:05.440 --> 00:03:07.480]  阿伯拉罕
[00:03:07.480 --> 00:03:11.100]  他帶著全家一起做甚麼
[00:03:11.100 --> 00:03:12.640]  移民
[00:03:12.640 --> 00:03:15.740]  由吾爾去到加拿大
[00:03:15.740 --> 00:03:17.280]  不過他有些特別
[00:03:17.280 --> 00:03:19.480]  他是連去哪裏他都不知道
[00:03:19.480 --> 00:03:20.740]  他就出發了
[00:03:20.740 --> 00:03:22.440]  今天
[00:03:22.440 --> 00:03:25.060]  我相信有很多弟兄姐妹在想
[00:03:25.060 --> 00:03:26.780]  我這裏去那裏
[00:03:26.780 --> 00:03:27.780]  為甚麼呢
[00:03:27.780 --> 00:03:31.780]  因為香港不再是他覺得適合他的地方
[00:03:31.780 --> 00:03:33.740]  他就去吧
[00:03:33.740 --> 00:03:36.320]  所以這次我都特別去探訪
[00:03:36.320 --> 00:03:37.620]  我探訪了一段
[00:03:37.620 --> 00:03:40.860]  我安排了很多的行程
[00:03:40.860 --> 00:03:42.440]  但是上帝很特別
[00:03:42.440 --> 00:03:44.280]  上帝很特別
[00:03:44.280 --> 00:03:48.820]  在整個旅程當中
[00:03:48.820 --> 00:03:50.280]  我所遇見的
[00:03:50.280 --> 00:03:51.980]  是我眼未見過
[00:03:51.980 --> 00:03:53.360]  耳未聽過
[00:03:53.360 --> 00:03:56.280]  連心都未曾想過的事
[00:03:56.280 --> 00:03:59.900]  上帝竟然在這個旅程當中
[00:03:59.900 --> 00:04:02.560]  讓我日日都遇上
[00:04:02.560 --> 00:04:06.400]  我覺得簡直豐富
[00:04:06.400 --> 00:04:07.280]  豐富
[00:04:07.280 --> 00:04:08.860]  豐富
[00:04:08.860 --> 00:04:12.060]  我記得有一次我去到一個家庭
[00:04:12.060 --> 00:04:14.480]  他一家人移民
[00:04:14.480 --> 00:04:15.320]  舉家
[00:04:15.320 --> 00:04:17.860]  連根拔起就去到那個地方
[00:04:17.860 --> 00:04:20.320]  為了讓
[00:04:20.320 --> 00:04:21.640]  當然其中一個原因
[00:04:21.640 --> 00:04:24.680]  那些小朋友有一個新的地方
[00:04:24.680 --> 00:04:25.520]  我就問他
[00:04:25.520 --> 00:04:26.640]  你們怎樣
[00:04:26.640 --> 00:04:28.640]  來了這裏怎樣
[00:04:28.640 --> 00:04:29.980]  他就說
[00:04:29.980 --> 00:04:32.060]  他覺得
[00:04:32.060 --> 00:04:33.760]  我都感謝主的
[00:04:33.760 --> 00:04:35.760]  他們都看到上帝有帶領
[00:04:35.760 --> 00:04:38.860]  接著我就問他一個問題
[00:04:38.860 --> 00:04:40.480]  我問他甚麼問題
[00:04:40.480 --> 00:04:41.480]  我問他
[00:04:41.480 --> 00:04:47.020]  為甚麼上帝要安排你來這裏
[00:04:47.020 --> 00:04:50.480]  我不知道大家有沒有想過這個問題
[00:04:50.480 --> 00:04:51.480]  你作為基督徒
[00:04:51.480 --> 00:04:53.720]  你很清楚你是基督徒
[00:04:53.720 --> 00:04:58.360]  你很清楚上帝為甚麼要來這裏
[00:04:58.360 --> 00:05:00.940]  在這裏
[00:05:00.940 --> 00:05:03.480]  他回答不出來
[00:05:03.480 --> 00:05:05.140]  我就跟他說
[00:05:05.140 --> 00:05:06.900]  我說
[00:05:06.900 --> 00:05:09.860]  移民很慘
[00:05:09.860 --> 00:05:12.280]  你只是想著移民
[00:05:12.280 --> 00:05:14.480]  你卻被迫離開香港
[00:05:14.480 --> 00:05:15.980]  慘不慘
[00:05:15.980 --> 00:05:18.060]  很慘的
[00:05:18.060 --> 00:05:21.320]  你還要在舉家一起去
[00:05:21.320 --> 00:05:23.020]  但反過來說
[00:05:23.020 --> 00:05:24.640]  大家坐在這裏
[00:05:24.640 --> 00:05:28.940]  你會不會都是被迫留在香港
[00:05:28.940 --> 00:05:32.020]  沒得選擇
[00:05:32.020 --> 00:05:34.940]  我跟很多弟兄姊妹說
[00:05:34.940 --> 00:05:37.600]  千萬不要被迫
[00:05:37.600 --> 00:05:40.600]  被迫做任何事都不好
[00:05:40.600 --> 00:05:42.600]  你必須要知道
[00:05:42.600 --> 00:05:45.840]  上帝為甚麼要你離開香港
[00:05:45.840 --> 00:05:47.840]  你必須要知道
[00:05:47.840 --> 00:05:52.720]  上帝為甚麼要你留在香港
[00:05:52.720 --> 00:05:55.100]  接著他想著想著
[00:05:55.100 --> 00:05:57.100]  想不到
[00:05:57.100 --> 00:06:00.420]  你知不知道上帝要你做甚麼
[00:06:00.420 --> 00:06:02.960]  我說最低限度有一樣東西你會知道
[00:06:02.960 --> 00:06:04.680]  你既然一早已經來了
[00:06:04.680 --> 00:06:08.140]  在這個地方已經差不多穩定下來
[00:06:08.140 --> 00:06:11.960]  你其中一個上帝要你做的一定是甚麼
[00:06:11.960 --> 00:06:13.460]  你都知道有很多人正在來
[00:06:13.460 --> 00:06:15.460]  甚至有很多弟兄姊妹正在來
[00:06:15.460 --> 00:06:19.880]  你做的事就是在這裏適應之後
[00:06:19.880 --> 00:06:22.880]  去接待其他人來
[00:06:22.880 --> 00:06:25.380]  一定是
[00:06:25.380 --> 00:06:26.880]  其實他一直在想
[00:06:26.880 --> 00:06:30.180]  他如何融入在這個社區當中
[00:06:30.180 --> 00:06:32.540]  他一直在思想
[00:06:32.540 --> 00:06:34.080]  接著我跟他說
[00:06:34.080 --> 00:06:34.940]  我們要知道
[00:06:34.940 --> 00:06:36.940]  我們要祈禱
[00:06:36.940 --> 00:06:39.120]  開始跟他聊天的時候
[00:06:39.120 --> 00:06:40.500]  他是悠悠愁愁的
[00:06:40.500 --> 00:06:42.500]  因為他不知道
[00:06:42.500 --> 00:06:44.780]  但接著第二天
[00:06:44.780 --> 00:06:46.700]  第二天做了甚麼呢
[00:06:46.700 --> 00:06:49.000]  第二天他知道我在酒店
[00:06:49.000 --> 00:06:52.860]  他特意一早就找我吃早餐
[00:06:52.860 --> 00:06:53.400]  接著他說
[00:06:53.400 --> 00:06:54.780]  「是否驚喜呢」
[00:06:54.780 --> 00:06:55.780]  驚喜
[00:06:55.780 --> 00:06:57.780]  我說真的
[00:06:57.780 --> 00:06:59.900]  很奇妙
[00:06:59.900 --> 00:07:03.260]  第二天整個樣子都不同了
[00:07:03.260 --> 00:07:05.020]  他很開心
[00:07:05.020 --> 00:07:06.060]  他特意來找我
[00:07:06.060 --> 00:07:07.180]  跟我說一件事
[00:07:07.180 --> 00:07:08.760]  說甚麼事呢
[00:07:08.760 --> 00:07:09.900]  他說
[00:07:09.900 --> 00:07:11.520]  昨天你知道發生甚麼事嗎
[00:07:11.520 --> 00:07:13.220]  我不知道
[00:07:13.220 --> 00:07:15.520]  昨晚有個YouTuber
[00:07:15.520 --> 00:07:17.300]  大家知道甚麼YouTuber嗎
[00:07:17.300 --> 00:07:19.300]  現在很多人都去了
[00:07:19.300 --> 00:07:20.800]  做甚麼YouTuber
[00:07:20.800 --> 00:07:21.980]  特別是在外國裏面
[00:07:21.980 --> 00:07:23.520]  他就穩定很多
[00:07:23.520 --> 00:07:25.360]  希望人去分享一下
[00:07:25.360 --> 00:07:27.860]  移民了做甚麼
[00:07:27.860 --> 00:07:29.480]  有一個YouTuber
[00:07:29.480 --> 00:07:31.480]  都頗多Like的
[00:07:31.480 --> 00:07:32.060]  他說
[00:07:32.060 --> 00:07:33.300]  他昨天找我
[00:07:33.300 --> 00:07:34.800]  找你做甚麼
[00:07:34.800 --> 00:07:35.760]  他說找我
[00:07:35.760 --> 00:07:38.020]  跟他說要錄一段片
[00:07:38.020 --> 00:07:38.760]  拍甚麼
[00:07:38.760 --> 00:07:41.760]  原來這個家庭裏面
[00:07:41.760 --> 00:07:43.060]  特別是太太
[00:07:43.060 --> 00:07:45.060]  她是特別喜歡養狗的
