
[00:00:00.000 --> 00:00:02.000]  跟大家一起祈禱
[00:00:02.000 --> 00:00:04.900]  感恩天父讓我們在晚上
[00:00:04.900 --> 00:00:07.600]  再一次能夠放下工作
[00:00:07.600 --> 00:00:10.440]  來到你的面前去學習
[00:00:10.440 --> 00:00:12.440]  去聆聽聖經的真理
[00:00:12.440 --> 00:00:16.160]  多謝主讓我們能夠透過《貼撒羅尼加前後書》
[00:00:16.160 --> 00:00:18.660]  我們看到一個很重要的題目
[00:00:18.660 --> 00:00:24.080]  就是仕途保羅在他第二次宣教旅程
[00:00:24.080 --> 00:00:27.080]  向一個初信的教會
[00:00:27.080 --> 00:00:30.120]  來強調主耶穌的再來
[00:00:30.120 --> 00:00:33.360]  相信這是一個在保羅的內心
[00:00:33.360 --> 00:00:35.660]  和仕途們的內心裏面
[00:00:35.660 --> 00:00:37.660]  一個相當重要的題目
[00:00:37.660 --> 00:00:40.460]  或者是他們信心的確據
[00:00:40.460 --> 00:00:43.260]  主耶穌回到天上之後
[00:00:43.260 --> 00:00:44.860]  必定會再回來
[00:00:44.860 --> 00:00:46.360]  所以我們又看到
[00:00:46.360 --> 00:00:48.600]  真的有不同的新約聖經
[00:00:48.600 --> 00:00:50.060]  其他的作者
[00:00:50.060 --> 00:00:53.560]  都不約而同地去講道關於主再來
[00:00:53.560 --> 00:00:56.560]  所以我們都能夠有幾堂的時間
[00:00:56.560 --> 00:01:00.160]  去淺談一下活世論這個課題
[00:01:00.160 --> 00:01:03.160]  一個都是和我們息息相關的題目
[00:01:03.160 --> 00:01:05.160]  讓我們能夠明白
[00:01:05.160 --> 00:01:10.960]  後來我們會提到一些神學的不同的派別
[00:01:10.960 --> 00:01:13.360]  怎樣去看這個千禧年
[00:01:13.360 --> 00:01:17.060]  但願主都讓我們能夠掌握明白
[00:01:17.060 --> 00:01:19.860]  和我們有一個心之確信
[00:01:19.860 --> 00:01:21.860]  等候主的再回來
[00:01:21.860 --> 00:01:25.260]  今天晚上我們在你面前等候禱告
[00:01:25.260 --> 00:01:27.260]  奉耶穌基督的名
[00:01:27.260 --> 00:01:29.260]  阿們
[00:01:30.260 --> 00:01:31.760]  是 阿力斯
[00:01:31.760 --> 00:01:37.060]  這樣又有新的朋友加入我們的茶經班
[00:01:37.060 --> 00:01:41.260]  我們大部份因為很多經文要揭
[00:01:41.260 --> 00:01:45.860]  所以每一次都反正都開了個聚會
[00:01:45.860 --> 00:01:47.260]  不如就長一點
[00:01:47.260 --> 00:01:48.760]  所以一個半小時
[00:01:48.760 --> 00:01:51.160]  我又不怕站這麼久
[00:01:51.160 --> 00:01:56.260]  一個半小時都是能夠比較可以鬆動一點
[00:01:56.260 --> 00:02:01.060]  有系統的將一些經文比較深入的講解
[00:02:01.060 --> 00:02:04.260]  所以大家如果想去茶經班
[00:02:04.260 --> 00:02:06.260]  預了一個半小時
[00:02:06.260 --> 00:02:08.260]  如果你是上聽的
[00:02:08.260 --> 00:02:11.660]  你就可以隨便按照你那個時間
[00:02:11.660 --> 00:02:13.660]  你方便的時間去聽
[00:02:13.660 --> 00:02:15.660]  也是一個不錯的一個溫習
[00:02:15.660 --> 00:02:20.460]  甚至乎可以整個系列你去重複聽都可以
[00:02:20.460 --> 00:02:23.660]  我們已經有系統的講了約翰福音
[00:02:23.660 --> 00:02:27.460]  又曾經講過一些聖經人物
[00:02:27.460 --> 00:02:30.660]  但後來停了一段時間就沒有再講
[00:02:30.660 --> 00:02:33.860]  遲些我們有機會我們會再講都可以的
[00:02:33.860 --> 00:02:37.660]  可以大家去看不同的書卷
[00:02:37.660 --> 00:02:39.460]  你的需要
[00:02:39.460 --> 00:02:44.460]  因為我們大概三堂就會完這個淺談末細論
[00:02:44.460 --> 00:02:49.460]  所以剛才我剛剛在群組裏都給了幾個提議
[00:02:49.460 --> 00:02:51.460]  看大家來選擇
[00:02:51.460 --> 00:02:53.860]  我想也是一個投票
[00:02:53.860 --> 00:02:56.860]  除非有些姐妹你很想某一卷書
[00:02:56.860 --> 00:02:58.460]  你很強烈想
[00:02:58.460 --> 00:03:00.860]  你可以私下告訴我
[00:03:00.860 --> 00:03:02.460]  讓我了解一下
[00:03:02.460 --> 00:03:05.860]  不然大家按那個投票
[00:03:05.860 --> 00:03:09.460]  看誰多一些的我們可以先去查考
[00:03:09.460 --> 00:03:11.460]  舊約我就給了兩卷
[00:03:11.460 --> 00:03:14.460]  新約就有希伯來書
[00:03:14.460 --> 00:03:18.460]  因為我都知道後來有很多人加入了羅馬書
[00:03:18.460 --> 00:03:21.060]  但因為我們最起初就是查羅馬書
[00:03:21.060 --> 00:03:22.660]  那個時候還在嘉欣樓
[00:03:22.660 --> 00:03:24.260]  都查了很久
[00:03:24.260 --> 00:03:27.460]  但是因為很多人沒有聽過
[00:03:27.460 --> 00:03:31.260]  還有就是那個時候我們沒有那麼先進錄音
[00:03:31.260 --> 00:03:33.660]  所以就有些浪費了
[00:03:33.660 --> 00:03:36.460]  所以我就想一下會不會有機會
[00:03:36.460 --> 00:03:39.060]  反正現在很多弟兄姐妹都沒有上過羅馬書
[00:03:39.060 --> 00:03:40.660]  記住是有系統地
[00:03:40.660 --> 00:03:42.860]  由第一章讀到第十六章
[00:03:42.860 --> 00:03:45.860]  你必須要知道整卷羅馬書
[00:03:45.860 --> 00:03:47.860]  到底寫作的動機
[00:03:47.860 --> 00:03:49.060]  寫作的原因
[00:03:49.060 --> 00:03:53.460]  以及保羅怎樣有系統地將那個救恩講解
[00:03:53.460 --> 00:03:55.860]  這些必須要拿捏得很準確
[00:03:55.860 --> 00:03:57.060]  很清楚的
[00:03:57.060 --> 00:04:01.060]  所以我又有感動想再講回羅馬書
[00:04:01.060 --> 00:04:03.460]  當然剛才打了
[00:04:03.460 --> 00:04:06.660]  我反而更加感動就是很想講一下神學
[00:04:06.660 --> 00:04:10.460]  講一下馬丁路德時期的宗教改革
[00:04:10.460 --> 00:04:12.060]  有很多東西講的
[00:04:12.060 --> 00:04:14.060]  包括那個來龍去脈
[00:04:14.060 --> 00:04:16.260]  為什麼會有改革
[00:04:16.260 --> 00:04:19.460]  因為星期二我帶了小朋友去長洲
[00:04:19.460 --> 00:04:21.860]  有一個小朋友有很多問題
[00:04:21.860 --> 00:04:24.460]  他在讀一年級而已
[00:04:24.460 --> 00:04:26.460]  但他已經在問很多神學的問題
[00:04:26.460 --> 00:04:28.460]  他問了一個問題在船上
[00:04:28.460 --> 00:04:33.860]  他說天主教偉大一些還是基督教偉大一些
[00:04:33.860 --> 00:04:35.460]  他已經問這個問題
[00:04:35.460 --> 00:04:36.460]  一年級
[00:04:36.460 --> 00:04:37.660]  小學一年級
[00:04:37.660 --> 00:04:40.460]  我就講解給他聽
[00:04:40.460 --> 00:04:43.660]  有很重要的日子、年份
[00:04:43.660 --> 00:04:44.860]  他聽完
[00:04:44.860 --> 00:04:45.860]  當然也不知道我說什麼
[00:04:45.860 --> 00:04:47.060]  因為一年級
[00:04:47.060 --> 00:04:50.260]  但是他解決了他的疑團
[00:04:50.260 --> 00:04:54.460]  他就知道應該來說基督教偉大一些
[00:04:54.460 --> 00:04:56.860]  給他一個初步的印象
[00:04:56.860 --> 00:04:59.260]  所以突然間剛才打字的時候
[00:04:59.260 --> 00:05:00.060]  又想起
[00:05:00.060 --> 00:05:01.660]  如果跟大家去看看
[00:05:01.660 --> 00:05:04.260]  這個宗教改革時期的神學
[00:05:04.260 --> 00:05:06.060]  和當時的思潮
[00:05:06.060 --> 00:05:07.660]  和為什麼要改革
[00:05:07.660 --> 00:05:10.660]  改革帶來什麼正面的影響
[00:05:10.660 --> 00:05:13.260]  改革帶來什麼負面影響
[00:05:13.260 --> 00:05:15.260]  這些可能都要知道
[00:05:15.260 --> 00:05:20.460]  因為我們今天是500年之後的宗教改革的製成品
[00:05:20.460 --> 00:05:22.060]  我們現在有分浸信會
[00:05:22.060 --> 00:05:23.060]  有分宣導會
[00:05:23.060 --> 00:05:24.060]  播道會
[00:05:24.060 --> 00:05:25.860]  或者其他的獨立堂會
[00:05:25.860 --> 00:05:28.860]  或者是高派的聖公會
[00:05:28.860 --> 00:05:31.260]  這些我們可能也要知道
[00:05:31.260 --> 00:05:34.260]  和宗教改革完全有關係的
[00:05:34.260 --> 00:05:38.260]  導致我們今天宗派的臨立
[00:05:38.260 --> 00:05:41.860]  不會再有一個統一的基督教
[00:05:41.860 --> 00:05:44.660]  到底是好還是不好呢?
[00:05:44.660 --> 00:05:46.660]  這些在宗教改革裡面
[00:05:46.660 --> 00:05:48.260]  其實我們都可以了解的
[00:05:48.260 --> 00:05:49.860]  不過我不是遊說
[00:05:49.860 --> 00:05:53.260]  來到大家一定要上這個神學課程
[00:05:53.260 --> 00:05:56.060]  不過可以給大家幾個選擇
[00:05:56.060 --> 00:06:00.460]  在這個末世論提過了
[00:06:00.460 --> 00:06:02.660]  因為《貼薩羅尼加前後書》
[00:06:02.660 --> 00:06:05.060]  特別第四章全章
[00:06:05.060 --> 00:06:11.060]  是講到關於主再來的次序和原因
[00:06:11.060 --> 00:06:16.260]  是因為當時有貼薩羅尼加教會的弟兄姊妹
[00:06:16.260 --> 00:06:18.460]  他們的親人離世
[00:06:18.460 --> 00:06:22.660]  所以保羅為著要牧養安慰他們
[00:06:22.660 --> 00:06:25.060]  以致他們不會有憂傷
[00:06:25.060 --> 00:06:28.060]  甚至失去那個救恩的盼望
[00:06:28.060 --> 00:06:29.660]  就告訴他們
[00:06:29.660 --> 00:06:32.060]  不是要滿足他們的好奇心
[00:06:32.060 --> 00:06:33.660]  而是告訴他們
[00:06:33.660 --> 00:06:38.060]  那個人死去之後
[00:06:38.060 --> 00:06:40.060]  他要去到哪裡呢?
[00:06:40.060 --> 00:06:43.860]  還有還沒死的人在主裡面的
[00:06:43.860 --> 00:06:46.260]  又是怎樣的復活呢?
[00:06:46.260 --> 00:06:48.660]  就講得相當詳細的
[00:06:48.660 --> 00:06:50.260]  所以勾起我們大家
[00:06:50.260 --> 00:06:52.860]  不如我們在神學院
[00:06:52.860 --> 00:06:57.060]  都有機會涉獵關於末世論的這個課題
[00:06:57.060 --> 00:07:05.660]  也有好幾個不同的主張的派別
[00:07:05.660 --> 00:07:08.660]  有前遷 有後遷
[00:07:08.660 --> 00:07:10.660]  有一個叫做無遷
[00:07:10.660 --> 00:07:12.860]  所以只有這三個
