
[00:00:00.000 --> 00:00:06.160]  大家好,最近疫情放緩了一些
[00:00:06.160 --> 00:00:10.240]  所以有一句潮語叫做報復式
[00:00:10.240 --> 00:00:15.360]  大家都聽過,所以現在人們不那麼厲害了
[00:00:15.360 --> 00:00:23.440]  接著報復式吃飯,報復式消費,報復式去旅行
[00:00:23.440 --> 00:00:28.680]  不過上星期一有人告訴我,竟然有人報復式崇拜
[00:00:28.680 --> 00:00:33.280]  因為很久沒有回崇拜了
[00:00:33.280 --> 00:00:35.960]  今次又可以回,報復式的回
[00:00:35.960 --> 00:00:40.840]  我希望這個報復式崇拜繼續維持下去
[00:00:40.840 --> 00:00:46.040]  更加多人爭取機會去敬拜上帝
[00:00:46.040 --> 00:00:51.240]  由於這個疫情拖了一段很長的時間
[00:00:51.240 --> 00:00:58.280]  我想一想今晚應該和大家分享什麼訊息呢?
[00:00:58.280 --> 00:01:05.360]  我決定和大家分享臨後的十二章,七到十節
[00:01:05.360 --> 00:01:10.640]  這段經文剛才林姑娘已經為我們朗讀了出來
[00:01:10.640 --> 00:01:15.080]  我相信弟兄姊妹查過經、靈修的時候
[00:01:15.080 --> 00:01:17.080]  都看過這段聖經
[00:01:17.080 --> 00:01:22.840]  這段聖經給我們一個很重要的屬靈教導
[00:01:22.840 --> 00:01:30.800]  就是如何經歷軟弱,可以化成剛強呢?
[00:01:30.800 --> 00:01:34.800]  一提起軟弱這兩個字
[00:01:34.800 --> 00:01:38.200]  其實都不是很多人喜歡的,你相不相信?
[00:01:38.200 --> 00:01:42.280]  因為軟弱這兩個字給我們的感覺
[00:01:42.280 --> 00:01:49.960]  就是一個人又不能走路,又不能坐,又不能做,累累累
[00:01:49.960 --> 00:01:56.040]  經常躺在床上,要休息,要被人服侍
[00:01:56.040 --> 00:01:58.840]  所以一提起軟弱的話
[00:01:58.840 --> 00:02:03.880]  我相信人們都是撒手驚鴿領頭的
[00:02:03.880 --> 00:02:05.400]  不要軟弱
[00:02:05.400 --> 00:02:10.400]  不過話說回來,有時候軟弱是自己拿回來的
[00:02:10.400 --> 00:02:12.120]  大家相不相信?
[00:02:12.120 --> 00:02:18.840]  譬如有個人又不戴口罩,又不保持社交距離
[00:02:18.840 --> 00:02:22.640]  最近還要我照顧,你知道我說誰了
[00:02:22.640 --> 00:02:27.440]  有時候軟弱是自己拿回來的
[00:02:27.440 --> 00:02:34.160]  不過有種情況,軟弱是你不想要的
[00:02:34.160 --> 00:02:37.680]  你是不希望面對的
[00:02:37.680 --> 00:02:42.040]  卻偏偏淋到在我們的身上
[00:02:42.040 --> 00:02:46.360]  好像沒有選擇,好像沒有抗拒
[00:02:46.360 --> 00:02:50.080]  你要去面對,當軟弱一來的時候
[00:02:50.080 --> 00:02:51.760]  你就要去接受
[00:02:51.760 --> 00:02:58.320]  這種軟弱是屬於被動式的面對軟弱
[00:02:58.320 --> 00:03:03.080]  我猜這段聖經裡面提及到保羅
[00:03:03.080 --> 00:03:08.760]  他經歷的應該是這種被動式的軟弱
[00:03:08.760 --> 00:03:13.360]  如果你看回保羅一生的生平
[00:03:13.360 --> 00:03:16.480]  你會知道他遇到很多軟弱
[00:03:16.480 --> 00:03:23.240]  保羅的軟弱不單單是在事公上、傳道上
[00:03:23.240 --> 00:03:27.120]  遇到的打擊、反對
[00:03:27.120 --> 00:03:34.640]  遇到被人圍剿他,令他要去坐牢
[00:03:34.640 --> 00:03:38.960]  這些都是保羅所面對的軟弱
[00:03:38.960 --> 00:03:46.960]  不過另一種軟弱是他主觀性自身
[00:03:46.960 --> 00:03:49.960]  第一身遭遇到的
[00:03:49.960 --> 00:03:52.640]  就好像我們今晚看的這段聖經
[00:03:52.640 --> 00:03:56.800]  剛才所讀的經文
[00:03:56.800 --> 00:04:00.680]  保羅說他身上有一根刺
[00:04:00.680 --> 00:04:03.480]  大家有這個印象吧
[00:04:03.480 --> 00:04:07.240]  當他有一根刺的時候
[00:04:07.240 --> 00:04:11.520]  大家記得這個描述是一種寓意式
[00:04:11.520 --> 00:04:13.320]  一種圖像化
[00:04:13.320 --> 00:04:18.280]  幫我們去了解保羅面對的軟弱是怎樣的
[00:04:18.280 --> 00:04:21.040]  你千萬不要去想像
[00:04:21.040 --> 00:04:27.840]  這一根刺有多粗、有多長、有多尖
[00:04:27.840 --> 00:04:29.600]  刺下去痛不痛
[00:04:29.600 --> 00:04:32.640]  你不要用這種想像
[00:04:32.640 --> 00:04:35.560]  原來這裡所描述的一根刺
[00:04:35.560 --> 00:04:43.000]  是保羅身體上所遇到的一種疾病
[00:04:43.000 --> 00:04:45.040]  根據解經家的解釋
[00:04:45.040 --> 00:04:51.360]  這種疾病是保羅患上眼疾
[00:04:51.360 --> 00:04:55.880]  為何保羅會無緣無故患上眼疾呢?
[00:04:55.880 --> 00:04:58.360]  實際上也不是無緣無故的
[00:04:58.360 --> 00:04:59.240]  為甚麼呢?
[00:04:59.240 --> 00:05:02.960]  因為保羅患上眼疾
[00:05:02.960 --> 00:05:08.920]  其實跟他坐牢的日子是有關係的
[00:05:08.920 --> 00:05:10.960]  如果大家讀史幻傳
[00:05:10.960 --> 00:05:14.160]  你會發覺保羅坐過幾次牢
[00:05:14.160 --> 00:05:17.840]  而且有一次還在軍營裏面
[00:05:17.840 --> 00:05:20.160]  要千夫長去救他
[00:05:20.160 --> 00:05:23.920]  其實保羅在坐牢的環境裏面
[00:05:23.920 --> 00:05:26.040]  你就可以想像
[00:05:26.040 --> 00:05:31.680]  那些地方一定不是很衛生
[00:05:31.680 --> 00:05:33.960]  不是很乾淨
[00:05:33.960 --> 00:05:38.480]  再加上那麼骯髒的地方
[00:05:38.480 --> 00:05:40.560]  如果坐牢
[00:05:40.560 --> 00:05:45.200]  坐到一個內監的時候
[00:05:45.200 --> 00:05:49.480]  就把保羅當作是重犯來辦
[00:05:49.480 --> 00:05:51.160]  大家都有印象吧
[00:05:51.160 --> 00:05:53.680]  保羅有時候坐牢
[00:05:53.680 --> 00:05:56.360]  坐到內監
[00:05:56.360 --> 00:06:00.600]  是犯人當中的重犯
[00:06:00.600 --> 00:06:03.800]  所以那些燈光
[00:06:03.800 --> 00:06:07.240]  我相信一定是非常之微弱的
[00:06:07.240 --> 00:06:10.240]  如果你說那時候有些油燈
[00:06:10.240 --> 00:06:13.520]  給保羅也算很難得的了
[00:06:13.520 --> 00:06:16.400]  我相信如果沒有油燈的話
[00:06:16.400 --> 00:06:18.280]  保羅真的看天做人了
[00:06:18.280 --> 00:06:20.400]  甚至有時候內監
[00:06:20.400 --> 00:06:23.040]  連陽光也射不進去
[00:06:23.040 --> 00:06:27.800]  在那麼昏暗的環境當中
[00:06:27.800 --> 00:06:32.400]  保羅就患了這種病
[00:06:32.400 --> 00:06:35.480]  你可以想一想
[00:06:35.480 --> 00:06:36.800]  保羅這個人
[00:06:36.800 --> 00:06:41.520]  他其實有一個相當好的習慣
[00:06:41.520 --> 00:06:45.400]  就是因為他很喜歡閱讀
[00:06:45.400 --> 00:06:48.960]  他寫信的時候
[00:06:48.960 --> 00:06:50.400]  告訴別人
[00:06:50.400 --> 00:06:53.240]  你們來坐牢的時候
[00:06:53.240 --> 00:06:54.800]  不用帶葡萄色
[00:06:54.800 --> 00:06:56.480]  不用帶利賓納
[00:06:56.480 --> 00:07:00.240]  最重要的是帶外套
[00:07:00.240 --> 00:07:03.440]  還有皮卷來帶給我
[00:07:03.440 --> 00:07:05.920]  因為那時候是沒有印刷
[00:07:05.920 --> 00:07:07.120]  沒有書籍的
[00:07:07.120 --> 00:07:09.720]  只能夠把文字刻在皮卷上
[00:07:09.720 --> 00:07:11.720]  你帶這些來就可以了
[00:07:11.720 --> 00:07:15.040]  所以保羅很喜歡看書
[00:07:15.040 --> 00:07:16.640]  很喜歡閱讀
[00:07:16.640 --> 00:07:19.560]  但是燈光又不夠
[00:07:19.560 --> 00:07:20.880]  久而久之
[00:07:20.880 --> 00:07:22.480]  還加多一件事
[00:07:22.480 --> 00:07:24.720]  就是保羅不單喜歡閱讀
[00:07:24.720 --> 00:07:26.840]  他還很喜歡書寫
[00:07:26.840 --> 00:07:29.400]  所以保羅在監獄裡
[00:07:29.400 --> 00:07:33.240]  他也把握時間來寫一些書信
[00:07:33.240 --> 00:07:35.960]  現在就叫監獄書信
[00:07:35.960 --> 00:07:37.440]  大家都讀過了
[00:07:37.440 --> 00:07:39.800]  《加拿大異忽所非立彼》
[00:07:39.800 --> 00:07:41.400]  各位弟子妹妹
[00:07:41.400 --> 00:07:45.920]  原來保羅因為閱讀、寫信
[00:07:45.920 --> 00:07:48.200]  這兩個習慣
[00:07:48.200 --> 00:07:51.160]  使得他用眼神
[00:07:51.160 --> 00:07:54.720]  我可能用得很厲害也不一定
[00:07:54.720 --> 00:07:58.160]  消耗了他很多的眼力
[00:07:58.160 --> 00:08:00.960]  加上環境又不乾淨
[00:08:00.960 --> 00:08:04.200]  所以保羅患了眼疾
[00:08:04.200 --> 00:08:07.760]  這個眼疾令到保羅非常辛苦
[00:08:07.760 --> 00:08:10.720]  非常不聚財
[00:08:10.720 --> 00:08:12.680]  坐也不是、走也不是
[00:08:12.680 --> 00:08:14.120]  做事也做不到
[00:08:14.120 --> 00:08:17.400]  想做的時候又被這個病纏繞著
[00:08:17.400 --> 00:08:20.040]  所以保羅是很辛苦的
[00:08:20.040 --> 00:08:22.600]  甚至是很痛苦的
[00:08:22.600 --> 00:08:23.960]  因為這個病
[00:08:23.960 --> 00:08:29.160]  我們也想一想眼疾
[00:08:29.160 --> 00:08:33.000]  有時候我們可能未必體會到眼疾是怎樣
[00:08:33.000 --> 00:08:35.560]  不過我相信弟兄姊妹
[00:08:35.560 --> 00:08:38.840]  不知道你有沒有試過眼結
[00:08:38.840 --> 00:08:40.160]  你試過沒有?
[00:08:40.160 --> 00:08:40.880]  眼結
[00:08:40.880 --> 00:08:45.520]  就是眼乾、眼淚水
[00:08:45.520 --> 00:08:47.240]  也沒有什麼出來
[00:08:47.240 --> 00:08:48.520]  很辛苦
[00:08:48.520 --> 00:08:52.320]  我試過有一次開車
[00:08:52.320 --> 00:08:55.520]  在市區開回來元朗
[00:08:55.520 --> 00:08:57.480]  走到汀九橋的時候
[00:08:57.480 --> 00:09:00.720]  突然之間眼睛很痛
[00:09:00.720 --> 00:09:03.920]  很乾、很刺痛
[00:09:03.920 --> 00:09:06.080]  我知道是眼睛很結
[00:09:06.080 --> 00:09:09.240]  但是已經在汀九橋的時候
[00:09:09.240 --> 00:09:12.600]  你又放不了手
[00:09:12.600 --> 00:09:15.960]  唯有一隻手拿著軚盤
[00:09:15.960 --> 00:09:18.840]  另一隻手就不斷地搓
[00:09:18.840 --> 00:09:21.120]  希望有些淚水出來
[00:09:21.120 --> 00:09:23.280]  我現在明白女士們
[00:09:23.280 --> 00:09:27.200]  為什麼你們手袋除了有花油、昆隆油之外
[00:09:27.200 --> 00:09:29.960]  還有眼藥水
