
[00:00:00.000 --> 00:00:03.960]  今早一路回來教會的時候
[00:00:03.960 --> 00:00:08.800]  真是內心充滿喜悅
[00:00:08.800 --> 00:00:09.560]  為什麼呢?
[00:00:09.560 --> 00:00:14.200]  因為一下車就看到陽光普照
[00:00:14.200 --> 00:00:15.920]  真的很感謝神
[00:00:15.920 --> 00:00:18.760]  給我們有一個這麼溫暖的陽光
[00:00:18.760 --> 00:00:21.880]  然後呼吸清新的空氣
[00:00:21.880 --> 00:00:23.240]  雖然戴著口罩
[00:00:23.240 --> 00:00:27.000]  都可以聞到花香的味道
[00:00:27.000 --> 00:00:30.960]  一路走進來的時候
[00:00:30.960 --> 00:00:35.800]  發覺上帝給我們很多花草樹木
[00:00:35.800 --> 00:00:42.080]  有很多湖邊的小動物
[00:00:42.080 --> 00:00:45.200]  還有魚類、飛禽
[00:00:45.200 --> 00:00:47.360]  看到這些景色的時候
[00:00:47.360 --> 00:00:53.400]  看到一大片上帝創造的大自然
[00:00:53.400 --> 00:00:59.880]  那種心情的喜悅真是很踴躍的
[00:00:59.880 --> 00:01:04.680]  將喜樂的心滿寫出來
[00:01:04.680 --> 00:01:09.960]  所以今天都很配合這個題目
[00:01:09.960 --> 00:01:13.480]  因為今天的題目叫「逆能突破」
[00:01:13.480 --> 00:01:16.080]  逆就是疫情的逆
[00:01:16.080 --> 00:01:22.560]  通常疫情的逆是帶給很多人都愁眉苦臉的
[00:01:22.560 --> 00:01:25.600]  帶給很多人都鬱鬱寡歡的
[00:01:25.600 --> 00:01:27.840]  個個都不喜歡的 為什麼呢?
[00:01:27.840 --> 00:01:32.760]  因為這個疫情真的纏繞了我們很長的時間
[00:01:32.760 --> 00:01:36.440]  但是在這樣的境況當中
[00:01:36.440 --> 00:01:38.600]  雖然我們受很多的限制
[00:01:38.600 --> 00:01:42.280]  好像我們又回不了教會
[00:01:42.280 --> 00:01:44.480]  又不可以有實體的崇拜
[00:01:44.480 --> 00:01:47.200]  又或者我們人與人之間的交往
[00:01:47.200 --> 00:01:48.880]  又要保持距離
[00:01:48.880 --> 00:01:51.200]  尤其是近來大家都知道
[00:01:51.200 --> 00:01:57.440]  香港的疫情數字有一點反彈
[00:01:57.440 --> 00:02:01.320]  我們大家都開始有點掛心、有點擔心
[00:02:01.320 --> 00:02:05.360]  其實是真的 我們真的要在這幾天
[00:02:05.360 --> 00:02:10.480]  很關鍵的日子更加做好我們的防疫措施
[00:02:10.480 --> 00:02:14.680]  做好我們的基本的衛生的條件
[00:02:14.680 --> 00:02:23.040]  希望我們香港人能夠衝破面前這個疫情的關口
[00:02:23.040 --> 00:02:27.840]  說起這些情況 我就想起一本書
[00:02:27.840 --> 00:02:29.840]  就是《肥勒比書》
[00:02:29.840 --> 00:02:34.000]  《肥勒比書》大家都知道是保羅寫的
[00:02:34.000 --> 00:02:39.280]  他是在羅馬坐牢的時候就寫這封信的
[00:02:39.280 --> 00:02:43.440]  其實保羅在羅馬坐牢不是只寫一封而已
[00:02:43.440 --> 00:02:46.400]  原來他寫了四封信
[00:02:46.400 --> 00:02:51.200]  包括了《爾佛所書》、《肥勒比書》、
[00:02:51.200 --> 00:02:54.440]  《哥羅西書》和《肥利門書》
[00:02:54.440 --> 00:03:00.720]  這四本書解經間就稱之為監獄的書信
[00:03:00.720 --> 00:03:04.960]  所以我們今天看的這段經文
[00:03:04.960 --> 00:03:11.560]  剛才主席所讀的這段大家都很滾瓜爛熟的經文
[00:03:11.560 --> 00:03:17.640]  講到保羅他自己在屬靈的路上的體會
[00:03:17.640 --> 00:03:24.480]  更加知道遇到任何的衝擊、困難、障礙
[00:03:24.480 --> 00:03:26.480]  都不是問題 為什麼?
[00:03:26.480 --> 00:03:32.080]  因為他說「我靠著,加給我力量的,凡事都能作」
[00:03:32.080 --> 00:03:35.600]  這句金句大家很喜歡的
[00:03:35.600 --> 00:03:39.280]  我相信不單止你自己寫給自己
[00:03:39.280 --> 00:03:43.480]  很多時候當你要鼓勵身邊的人
[00:03:43.480 --> 00:03:46.920]  你可能都會選取這節經文
[00:03:46.920 --> 00:03:48.520]  是不是?弟兄姊妹
[00:03:48.520 --> 00:03:51.600]  你都會撰寫這節金句
[00:03:51.600 --> 00:03:55.520]  送給你的弟兄姊妹來互相鼓勵
[00:03:55.520 --> 00:03:56.920]  真是好的
[00:03:56.920 --> 00:04:04.160]  保羅能夠寫出這麼精簡又這麼實在的經文
[00:04:04.160 --> 00:04:06.600]  不是只有「講」字
[00:04:06.600 --> 00:04:11.280]  而是他真的有親身的經歷
[00:04:11.280 --> 00:04:13.680]  有實戰的經驗
[00:04:13.680 --> 00:04:17.200]  就是當保羅在坐牢的時候
[00:04:17.200 --> 00:04:22.960]  時時受限制、時時都受攻擊的時候
[00:04:22.960 --> 00:04:31.320]  他就特別體會到原來上帝的力量的寶貴
[00:04:31.320 --> 00:04:35.480]  能夠幫助他衝破重重的困難
[00:04:35.480 --> 00:04:37.200]  而且他說
[00:04:37.200 --> 00:04:42.640]  「我靠著那家給我力量的,就凡事都能作」
[00:04:42.640 --> 00:04:43.840]  大家都要留意
[00:04:43.840 --> 00:04:46.680]  這本書雖然只有四章
[00:04:46.680 --> 00:04:51.600]  不過有一些字眼是重複又重複出現的
[00:04:51.600 --> 00:04:57.600]  例如「喜樂」、「歡喜」、「平安」
[00:04:57.600 --> 00:05:02.080]  如果你將這幾個字在菲拉比書翻一翻
[00:05:02.080 --> 00:05:04.440]  你會發覺原來這幾個字
[00:05:04.440 --> 00:05:07.560]  竟然出現了二十次這麼多
[00:05:07.560 --> 00:05:08.920]  換句話說
[00:05:08.920 --> 00:05:13.680]  在一個這樣的客觀惡劣的環境當中
[00:05:13.680 --> 00:05:18.080]  保羅能夠在書信裏面描述他的心情
[00:05:18.080 --> 00:05:21.600]  有喜樂、有歡喜、有平安
[00:05:21.600 --> 00:05:23.600]  那你說,弟子妹妹
[00:05:23.600 --> 00:05:25.080]  簡不簡單?
[00:05:25.080 --> 00:05:26.720]  不簡單
[00:05:26.720 --> 00:05:31.200]  保羅不是坐在遊艇上寫這本書
[00:05:31.200 --> 00:05:32.560]  如果坐在遊艇上
[00:05:32.560 --> 00:05:33.840]  他可能會這樣說
[00:05:33.840 --> 00:05:35.840]  「又歡喜又快樂」
[00:05:35.840 --> 00:05:43.960]  保羅亦不是在六星級酒店的花園裏面
[00:05:43.960 --> 00:05:45.200]  來寫這本書
[00:05:45.200 --> 00:05:46.440]  不是的
[00:05:46.440 --> 00:05:48.080]  他寫這本書的時候
[00:05:48.080 --> 00:05:53.680]  他的環境是被人捆綁著的
[00:05:53.680 --> 00:05:55.240]  是束縛著的
[00:05:55.240 --> 00:05:58.360]  是在監獄裏面來寫這本書
[00:05:58.360 --> 00:06:04.480]  由此可見保羅遇到的逆境
[00:06:04.480 --> 00:06:08.000]  對他來說並不是一個很大的威脅
[00:06:08.000 --> 00:06:08.920]  為什麼?
[00:06:08.920 --> 00:06:12.560]  因為他已經掌握了秘訣
[00:06:12.560 --> 00:06:13.800]  各位弟子妹
[00:06:13.800 --> 00:06:16.120]  說起逆境這兩隻字
[00:06:16.120 --> 00:06:19.320]  我相信你們都沒有人喜歡的了
[00:06:19.320 --> 00:06:20.800]  是不是沒有人喜歡?
[00:06:20.800 --> 00:06:21.920]  有誰喜歡的
[00:06:21.920 --> 00:06:23.440]  你們舉手給我看
[00:06:23.440 --> 00:06:25.960]  我相信沒有人喜歡這兩隻字
[00:06:25.960 --> 00:06:28.600]  這兩隻字好聽不好聽
[00:06:28.600 --> 00:06:31.480]  避得過就避了
[00:06:31.480 --> 00:06:35.240]  避得多遠就避得多遠
[00:06:35.240 --> 00:06:36.600]  不過有時候
[00:06:36.600 --> 00:06:39.560]  大家都知道現實不是這樣的
[00:06:39.560 --> 00:06:41.480]  現實有時候告訴你
[00:06:41.480 --> 00:06:47.040]  你不喜歡的逆境偏偏發生了
[00:06:47.040 --> 00:06:48.520]  就好像香港
[00:06:48.520 --> 00:06:50.600]  誰會喜歡疫情
[00:06:50.600 --> 00:06:52.360]  沒有人喜歡疫情
[00:06:52.360 --> 00:06:54.360]  帶給我們很多不方便
[00:06:54.360 --> 00:06:56.080]  帶給我們很多的困難
[00:06:56.080 --> 00:06:57.480]  很多的限制
[00:06:57.480 --> 00:07:00.360]  什麼什麼影響我都不說了
[00:07:00.360 --> 00:07:02.200]  但是避不避得到?
[00:07:02.200 --> 00:07:03.360]  避不得到
[00:07:03.360 --> 00:07:05.600]  你飛去其他國家避不避得到呢?
[00:07:05.600 --> 00:07:06.600]  又是避不得到
[00:07:06.600 --> 00:07:07.280]  為什麼?
[00:07:07.280 --> 00:07:09.120]  因為全球性的
[00:07:09.120 --> 00:07:10.640]  所以各位弟子妹
[00:07:10.640 --> 00:07:14.640]  在這樣的困難當中
[00:07:14.640 --> 00:07:19.120]  其實香港人都很焦慮
[00:07:19.120 --> 00:07:21.200]  心情都很緊張
[00:07:21.200 --> 00:07:22.200]  會不會?
[00:07:22.200 --> 00:07:24.400]  出街都要很多準備的
[00:07:24.400 --> 00:07:25.760]  你看看這個人
[00:07:25.760 --> 00:07:27.120]  出街的時候
[00:07:27.120 --> 00:07:29.120]  手拿著什麼?
[00:07:29.120 --> 00:07:31.200]  拿著紙巾
[00:07:31.200 --> 00:07:33.440]  以前香港人的手
[00:07:33.440 --> 00:07:35.480]  最喜歡拿著的是銀紙
[00:07:35.480 --> 00:07:37.040]  現在拿著的是什麼?
[00:07:37.040 --> 00:07:38.200]  是紙巾
[00:07:38.200 --> 00:07:39.960]  因為都很實用的
[00:07:39.960 --> 00:07:41.400]  無論你搭不搭電梯
[00:07:41.400 --> 00:07:42.640]  推不推門
[00:07:42.640 --> 00:07:46.320]  你都會發覺紙巾都很幫忙的
[00:07:46.320 --> 00:07:47.000]  好了
[00:07:47.000 --> 00:07:51.560]  你發覺這個人的腳頭功厲害嗎?
[00:07:51.560 --> 00:07:52.960]  很厲害
[00:07:52.960 --> 00:07:55.240]  真是所向無敵
[00:07:55.240 --> 00:07:57.160]  怎麼練回來的呢?
[00:07:57.160 --> 00:07:59.320]  原來是靠開門練回來的
[00:07:59.320 --> 00:08:00.520]  你有沒有留意到?
[00:08:00.520 --> 00:08:03.160]  現在香港人開門不是用手的
[00:08:03.160 --> 00:08:04.280]  是用什麼?
[00:08:04.280 --> 00:08:05.520]  是用腳的
[00:08:05.520 --> 00:08:07.040]  練著練著
[00:08:07.040 --> 00:08:09.000]  那些腳頭功很厲害
[00:08:09.000 --> 00:08:09.880]  有門就踢
[00:08:09.880 --> 00:08:11.080]  有門就推
[00:08:11.080 --> 00:08:13.280]  是這樣練回來的
[00:08:13.280 --> 00:08:14.120]  為什麼呢?
[00:08:14.120 --> 00:08:16.680]  因為希望不要碰到門
[00:08:16.680 --> 00:08:17.920]  大家都害怕
[00:08:17.920 --> 00:08:19.520]  大家都緊張
[00:08:19.520 --> 00:08:21.840]  你不知道有沒有坐地鐵
[00:08:21.840 --> 00:08:23.360]  看到這樣的情況
[00:08:23.360 --> 00:08:25.040]  我最近坐地鐵
[00:08:25.040 --> 00:08:28.080]  每次去總站的時候
[00:08:28.080 --> 00:08:33.000]  哇 整班清潔姐姐就進來了
[00:08:33.000 --> 00:08:34.320]  不停的抹
[00:08:34.320 --> 00:08:35.720]  不停的清潔
[00:08:35.720 --> 00:08:37.240]  其實為什麼呢?
[00:08:37.240 --> 00:08:41.440]  因為都很怕公共交通有問題
[00:08:41.440 --> 00:08:42.760]  當然了
[00:08:42.760 --> 00:08:43.760]  現在你坐地鐵
[00:08:43.760 --> 00:08:45.160]  有時候都有位置坐的
[00:08:45.160 --> 00:08:45.880]  為什麼呢?
[00:08:45.880 --> 00:08:48.160]  人們不想坐那麼擠迫的
[00:08:48.160 --> 00:08:50.960]  當然留一個空位在這裡
[00:08:50.960 --> 00:08:52.120]  你坐下來
[00:08:52.120 --> 00:08:53.360]  它就彈起來
[00:08:53.360 --> 00:08:54.720]  它就走了
[00:08:54.720 --> 00:08:55.160]  為什麼呢?
[00:08:55.160 --> 00:08:57.520]  因為不想那麼擠迫
[00:08:57.520 --> 00:08:58.960]  所以發覺到
[00:08:58.960 --> 00:09:00.960]  香港人在這一年當中
[00:09:00.960 --> 00:09:03.200]  那種生活方式
[00:09:03.200 --> 00:09:04.960]  都進入了一個新常態
[00:09:04.960 --> 00:09:08.080]  都很多令你很緊張
[00:09:08.080 --> 00:09:09.760]  很擔心的情況
[00:09:09.760 --> 00:09:13.160]  更加不用說的
[00:09:13.160 --> 00:09:16.680]  就是醫院裡面的員工
[00:09:16.680 --> 00:09:19.440]  醫院裡面的員工更加擔心
[00:09:19.440 --> 00:09:22.800]  因為他們的工作環境很高危
[00:09:22.800 --> 00:09:26.760]  就算他們有很多的防疫的裝備也好
[00:09:26.760 --> 00:09:28.280]  有時候都擔心
[00:09:28.280 --> 00:09:29.320]  不怕一萬
[00:09:29.320 --> 00:09:30.560]  最怕什麼?
[00:09:30.560 --> 00:09:31.280]  萬一
[00:09:31.280 --> 00:09:33.120]  有時候百物一梭
