
[00:00:00.000 --> 00:00:02.000]  同心祈禱
[00:00:02.000 --> 00:00:04.800]  我們親愛的天父上帝
[00:00:04.800 --> 00:00:06.800]  我們心裏面是很開心
[00:00:06.800 --> 00:00:09.800]  因為你是那位慈愛的神
[00:00:09.800 --> 00:00:11.800]  也是公義的神
[00:00:11.800 --> 00:00:13.800]  你愛我們超過我們可以想像
[00:00:13.800 --> 00:00:15.800]  你接納我們
[00:00:15.800 --> 00:00:17.800]  你包容我們
[00:00:17.800 --> 00:00:19.800]  你也是讓我們體會到
[00:00:19.800 --> 00:00:21.800]  很多沒辦法想像的東西
[00:00:21.800 --> 00:00:23.800]  你給我們的福分
[00:00:23.800 --> 00:00:25.800]  給我們的恩典
[00:00:25.800 --> 00:00:27.800]  我們真的不知道怎樣去訴算
[00:00:27.800 --> 00:00:32.800]  就願你讓我們在這個疫情的環境裏面
[00:00:32.800 --> 00:00:34.800]  仍然有方向
[00:00:34.800 --> 00:00:38.800]  仍然心裏面記掛我們關心的人
[00:00:38.800 --> 00:00:41.800]  仍然來做好我們自己
[00:00:41.800 --> 00:00:43.800]  仍然相信
[00:00:43.800 --> 00:00:47.800]  神你一定會給我們有條出路
[00:00:47.800 --> 00:00:49.800]  願意你藉著聖經的話語
[00:00:49.800 --> 00:00:51.800]  來幫助我們
[00:00:51.800 --> 00:00:53.800]  指引我們
[00:00:53.800 --> 00:00:55.800]  祈禱奉耶穌基督的名
[00:00:55.800 --> 00:00:59.800]  說一下我的感受
[00:00:59.800 --> 00:01:02.800]  其實我很久沒有來嘉欣樓
[00:01:02.800 --> 00:01:04.800]  我真的覺得
[00:01:04.800 --> 00:01:07.800]  很特別的感受
[00:01:07.800 --> 00:01:09.800]  見到頂姐妹都很開心
[00:01:09.800 --> 00:01:13.800]  有些是很多年不同了
[00:01:13.800 --> 00:01:15.800]  我希望神保守你們
[00:01:15.800 --> 00:01:18.800]  我講這個題目
[00:01:18.800 --> 00:01:20.800]  我都要多謝我們有同工幫手
[00:01:20.800 --> 00:01:22.800]  把這些powerpoint打出來
[00:01:22.800 --> 00:01:24.800]  回想我初信主的時候
[00:01:24.800 --> 00:01:26.800]  就有人說
[00:01:26.800 --> 00:01:30.800]  舊約時代是律法的時代
[00:01:30.800 --> 00:01:33.800]  新約時代是恩典的時代
[00:01:33.800 --> 00:01:37.800]  我懷疑大家都有聽過這些說法
[00:01:37.800 --> 00:01:40.800]  當時我只是一個初信者
[00:01:40.800 --> 00:01:42.800]  我沒有什麼分辨的能力
[00:01:42.800 --> 00:01:47.800]  我就很簡單的接受了這個說法
[00:01:47.800 --> 00:01:49.800]  直到讀神學的時候
[00:01:49.800 --> 00:01:51.800]  我才知道這個說法
[00:01:51.800 --> 00:01:54.800]  有些粗疏
[00:01:54.800 --> 00:01:56.800]  我講得客氣一點
[00:01:56.800 --> 00:01:57.800]  十分粗疏
[00:01:57.800 --> 00:01:59.800]  甚至並不準確
[00:01:59.800 --> 00:02:01.800]  近年有人將愛與和平
[00:02:01.800 --> 00:02:04.800]  和實踐公義這兩方面的看法
[00:02:04.800 --> 00:02:06.800]  或者價值對立起來
[00:02:06.800 --> 00:02:10.800]  就代表著不同路線的基督徒的思想特徵
[00:02:10.800 --> 00:02:15.800]  我自己就不是要代表哪個方面去說話
[00:02:15.800 --> 00:02:17.800]  而是在神學上
[00:02:17.800 --> 00:02:20.800]  這種二元的思維
[00:02:20.800 --> 00:02:22.800]  並不正確
[00:02:22.800 --> 00:02:24.800]  並且是誤導著基督徒
[00:02:24.800 --> 00:02:29.800]  這種將愛與和平和實踐公義對立起來的思維
[00:02:29.800 --> 00:02:32.800]  背後的理據是什麼呢?
[00:02:32.800 --> 00:02:36.800]  就是舊約時代是律法的時代
[00:02:36.800 --> 00:02:39.800]  新約時代是恩典的時代
[00:02:39.800 --> 00:02:44.800]  這種對人類歷史進行不同時代的分段
[00:02:44.800 --> 00:02:48.800]  這些是很普遍的做法
[00:02:48.800 --> 00:02:51.800]  任何一種分類方法
[00:02:51.800 --> 00:02:53.800]  都有它的理據
[00:02:53.800 --> 00:02:55.800]  但同樣有它的問題
[00:02:55.800 --> 00:02:57.800]  舊約時代是律法的時代
[00:02:57.800 --> 00:03:00.800]  新約時代是恩典的時代
[00:03:00.800 --> 00:03:03.800]  這個歷史分類的方法
[00:03:03.800 --> 00:03:07.800]  表面上是進行一個很簡單的描述
[00:03:07.800 --> 00:03:12.800]  但它卻在背後承載了一些不準確的信息
[00:03:12.800 --> 00:03:15.800]  請大家留心聽
[00:03:15.800 --> 00:03:18.800]  舊約時代是律法的時代
[00:03:18.800 --> 00:03:20.800]  新約時代是恩典的時代
[00:03:20.800 --> 00:03:24.800]  背後的神觀是什麼呢?
[00:03:24.800 --> 00:03:27.800]  舊約時代的神是公義的神
[00:03:27.800 --> 00:03:30.800]  新約時代的神是慈愛的神
[00:03:30.800 --> 00:03:32.800]  我相信你們也聽過這些說法
[00:03:32.800 --> 00:03:35.800]  我還沒說下去的時候
[00:03:35.800 --> 00:03:39.800]  我刻意選了詩篇103篇6到17節
[00:03:39.800 --> 00:03:40.800]  作為講道經文
[00:03:40.800 --> 00:03:43.800]  剛才敬拜隊也帶過大家唱
[00:03:43.800 --> 00:03:46.800]  你會發覺耶和華是有恩典有憐憫
[00:03:46.800 --> 00:03:49.800]  即是你不需要讀很多神學
[00:03:49.800 --> 00:03:53.800]  你也應該知道耶和華有恩典有憐憫
[00:03:53.800 --> 00:03:56.800]  但當我們說舊約的神是公義的神
[00:03:56.800 --> 00:03:59.800]  新約時代的神是慈愛的神
[00:03:59.800 --> 00:04:05.800]  這個說法是指神觀是隨著時代變化
[00:04:05.800 --> 00:04:08.800]  或者神的本性可以隨著時代變化
[00:04:08.800 --> 00:04:12.800]  舊約時代是律法的時代高舉公義的標準
[00:04:12.800 --> 00:04:17.800]  新約時代是以福音高舉恩典的標準
[00:04:17.800 --> 00:04:19.800]  這些我們也聽過
[00:04:19.800 --> 00:04:21.800]  這種分類的方法的好處是什麼呢?
[00:04:21.800 --> 00:04:24.800]  就是凸顯耶穌的福音是很獨特的
[00:04:24.800 --> 00:04:27.800]  耶穌的福音是完全正確的
[00:04:27.800 --> 00:04:31.800]  不過這種分類方法的背後是說什麼呢?
[00:04:31.800 --> 00:04:35.800]  有一個很嚴重的神觀錯誤
[00:04:35.800 --> 00:04:38.800]  我們的神是一時一樣的
[00:04:38.800 --> 00:04:41.800]  所以我今天是刻意要說出這個問題
[00:04:41.800 --> 00:04:45.800]  就是說有很多人說的都是錯的
[00:04:45.800 --> 00:04:49.800]  希伯來書13章8節說
[00:04:49.800 --> 00:04:54.800]  耶穌基督昨日、今日、一直到永遠是一樣的
[00:04:54.800 --> 00:04:57.800]  有經文根據的,不是我說的
[00:04:57.800 --> 00:05:01.800]  同樣的,我們的上帝聖父也是永遠的神
[00:05:01.800 --> 00:05:04.800]  不會隨時改變自己的本性
[00:05:04.800 --> 00:05:07.800]  這是很重要的信念
[00:05:07.800 --> 00:05:11.800]  因為我們的神是昨日、今日、直到永遠的神
[00:05:11.800 --> 00:05:14.800]  所以舊約時代的神是公義的神
[00:05:14.800 --> 00:05:17.800]  新約時代的神是慈愛的神
[00:05:17.800 --> 00:05:19.800]  這個說法是絕對錯誤的
[00:05:19.800 --> 00:05:22.800]  我肯定是錯誤的
[00:05:22.800 --> 00:05:27.800]  這種錯誤的神觀有什麼後果呢?
[00:05:27.800 --> 00:05:30.800]  引致一個錯誤的倫理觀
[00:05:30.800 --> 00:05:34.800]  就以為聖經是高舉愛而貶低公義
[00:05:34.800 --> 00:05:37.800]  我講一個我自己的經驗
[00:05:37.800 --> 00:05:39.800]  我神學畢業之後
[00:05:39.800 --> 00:05:43.800]  我去了一個警察會
[00:05:43.800 --> 00:05:46.800]  派我去一間中學教聖經
[00:05:46.800 --> 00:05:51.800]  你知道教聖經的學校的同學比較活躍
[00:05:51.800 --> 00:05:54.800]  用這個字眼,不要有任何偏見
[00:05:54.800 --> 00:05:58.800]  我教聖經,你可以想像那些同學會不會專心聽我說聖經
[00:05:58.800 --> 00:06:00.800]  當然不會
[00:06:00.800 --> 00:06:06.800]  你做老師,同學會不會吵你,你會去跟他聊天
[00:06:06.800 --> 00:06:08.800]  勸喻他
[00:06:08.800 --> 00:06:11.800]  勸喻不聽,你會不會給他一些處罰呢?
[00:06:11.800 --> 00:06:15.800]  會吧,如果你做老師,你都會,正常吧
[00:06:15.800 --> 00:06:18.800]  但這個同學很有智慧
[00:06:18.800 --> 00:06:22.800]  Sir,你說耶穌愛我們,赦免我們的罪
[00:06:22.800 --> 00:06:24.800]  你為什麼要罰我?
[00:06:24.800 --> 00:06:28.800]  你有沒有想過這是一個很嚴肅的神學問題?
[00:06:28.800 --> 00:06:32.800]  你講愛,你罰我,你不就不對了嗎?
[00:06:32.800 --> 00:06:34.800]  你自己自相矛盾
[00:06:34.800 --> 00:06:39.800]  我突然想,愛是不是錯都不用罰?
[00:06:39.800 --> 00:06:41.800]  你明不明白我的意思?
[00:06:41.800 --> 00:06:45.800]  其實各位弟兄姊妹
[00:06:45.800 --> 00:06:49.800]  我們每一個人都拿著愛的宗旨做人
[00:06:49.800 --> 00:06:53.800]  但你會在你的生活環境中調色
[00:06:53.800 --> 00:06:56.800]  你會自動調色
[00:06:56.800 --> 00:07:02.800]  所以我們沒有想過我們在用其他標準
[00:07:02.800 --> 00:07:04.800]  幫助我們實踐愛
[00:07:04.800 --> 00:07:07.800]  我只不過把這個問題帶出來
[00:07:07.800 --> 00:07:11.800]  你可能會說,你想那麼多幹嘛呢?
[00:07:11.800 --> 00:07:13.800]  這個問題為什麼要想呢?
[00:07:13.800 --> 00:07:18.800]  就是基督教倫理的基礎在哪裡的問題
[00:07:18.800 --> 00:07:22.800]  大家很自然地回答,基督教倫理的基礎是愛
[00:07:22.800 --> 00:07:25.800]  當然是對的,但你自己操作也不是這樣
[00:07:25.800 --> 00:07:27.800]  那你就要想深層
[00:07:27.800 --> 00:07:33.800]  基督教倫理的基礎不只是愛,還有公義
[00:07:33.800 --> 00:07:36.800]  所以這個很重要,很多人都錯
[00:07:36.800 --> 00:07:39.800]  究竟聖經是不是高舉愛而貶低公義呢?
[00:07:39.800 --> 00:07:43.800]  又或者反過來說,究竟聖經是不是高舉公義而貶低愛呢?
[00:07:43.800 --> 00:07:47.800]  這個才是我們今天要去處理的問題
[00:07:47.800 --> 00:07:50.800]  究竟聖經是怎麼說呢?
[00:07:50.800 --> 00:07:57.800]  我就可以告訴大家,在我盡我的能力去仔細研讀聖經之後
[00:07:57.800 --> 00:08:03.800]  我發現聖經是同時重視愛,同時重視公義
[00:08:03.800 --> 00:08:08.800]  那為什麼有些基督徒會高舉愛而貶低公義呢?
[00:08:08.800 --> 00:08:12.800]  本來,這是聖經很清楚的教導
[00:08:12.800 --> 00:08:15.800]  但近年,我真的覺得很可惜
[00:08:15.800 --> 00:08:19.800]  有些人是扭曲,甚至歪曲聖經的教導
[00:08:19.800 --> 00:08:25.800]  宣揚一種所謂愛與公義矛盾對立的信息,誤導信徒
[00:08:25.800 --> 00:08:27.800]  我看到其實很扎心
[00:08:27.800 --> 00:08:31.800]  在聖靈的催促下,我提到的題目就是愛與公義
[00:08:31.800 --> 00:08:33.800]  內容有三部分
[00:08:33.800 --> 00:08:37.800]  第一部分就是愛與公義是同時並存的
