
[00:00:00.000 --> 00:00:04.800]  接著有本堂顧問牧師陳一華牧師有一個正道
[00:00:04.800 --> 00:00:07.920]  他的講題是誰掌管明天
[00:00:07.920 --> 00:00:10.440]  在正道之前會有一段經文
[00:00:10.440 --> 00:00:15.000]  就是舊約聖經約書亞記三章一至六節
[00:00:15.000 --> 00:00:19.080]  在手上的聖經是293頁
[00:00:19.080 --> 00:00:20.280]  找到的時候
[00:00:20.280 --> 00:00:21.480]  PowerPoint也有
[00:00:21.480 --> 00:00:24.000]  找到的時候請大家聽我讀出
[00:00:24.000 --> 00:00:25.680]  三章一節
[00:00:25.680 --> 00:00:27.680]  約書亞七早起來
[00:00:27.680 --> 00:00:33.080]  和以色列眾人起行離開什廷來到約旦河
[00:00:33.080 --> 00:00:35.880]  過河以前住在那裡
[00:00:35.880 --> 00:00:37.360]  過了三天
[00:00:37.360 --> 00:00:39.680]  官長走遍營中
[00:00:39.680 --> 00:00:41.680]  吩咐百姓說
[00:00:41.680 --> 00:00:44.920]  當你們看見利未加的祭司
[00:00:44.920 --> 00:00:46.560]  抬著耶和華
[00:00:46.560 --> 00:00:49.320]  你們神的約櫃的時候
[00:00:49.320 --> 00:00:53.080]  你們就要起行離開所住的地方
[00:00:53.080 --> 00:00:55.480]  跟著約櫃走
[00:00:55.480 --> 00:00:58.480]  使你們知道所當走的路
[00:00:58.480 --> 00:01:02.480]  因為這條路是你們從來沒有走過的
[00:01:02.480 --> 00:01:06.680]  只是你們要與約櫃相隔約二千找
[00:01:06.680 --> 00:01:09.280]  不可太靠近約櫃
[00:01:09.280 --> 00:01:11.480]  約書亞吩咐百姓說
[00:01:11.480 --> 00:01:14.680]  你們要使自己分別為聖
[00:01:14.680 --> 00:01:19.480]  因為明天耶和華必在你們中間行祈祀
[00:01:19.480 --> 00:01:21.480]  約書亞對祭司說
[00:01:21.480 --> 00:01:23.280]  你們抬起約櫃
[00:01:23.280 --> 00:01:25.880]  在百姓的前面過去
[00:01:25.880 --> 00:01:28.280]  於是他們抬起約櫃
[00:01:28.280 --> 00:01:30.280]  走在百姓前面
[00:01:30.280 --> 00:01:32.280]  恭請陳教授
[00:01:32.280 --> 00:01:38.280]  (掌聲)
[00:01:38.680 --> 00:01:40.280]  各位姐妹晚安
[00:01:40.280 --> 00:01:42.280]  各位朋友晚安
[00:01:42.280 --> 00:01:45.680]  剛才關教授講的見證
[00:01:45.680 --> 00:01:47.680]  說他死過翻山
[00:01:47.680 --> 00:01:49.680]  驚不驚險?
[00:01:49.680 --> 00:01:51.280]  很驚心動魄
[00:01:51.280 --> 00:01:53.680]  不過他講得很幽默很風趣
[00:01:53.680 --> 00:01:56.680]  所以大家聽起來好像都沒有什麼
[00:01:56.680 --> 00:02:01.280]  但實證其實關教授的經歷是很不簡單的
[00:02:01.280 --> 00:02:03.280]  我們為關教授
[00:02:03.280 --> 00:02:11.280]  能夠將他這種有盼望和喜樂
[00:02:11.280 --> 00:02:13.280]  有平安的人生
[00:02:13.280 --> 00:02:15.280]  我們用掌聲來感謝
[00:02:15.280 --> 00:02:16.280]  (掌聲)
[00:02:16.280 --> 00:02:17.280]  感謝主
[00:02:17.280 --> 00:02:18.280]  謝謝
[00:02:18.280 --> 00:02:21.280]  實證我認識關教授都一定很長時間
[00:02:21.280 --> 00:02:25.280]  我都可以證實他剛才講的說話是很真
[00:02:25.280 --> 00:02:26.280]  為什麼呢
[00:02:26.280 --> 00:02:27.280]  因為他退休之後
[00:02:27.280 --> 00:02:29.280]  比沒退休還忙
[00:02:29.280 --> 00:02:33.280]  原因是我和他一起在華人基教聯會
[00:02:33.280 --> 00:02:36.280]  大家一起有機會共事的時候
[00:02:36.280 --> 00:02:39.280]  就真的看到關教授除了他教書之外
[00:02:39.280 --> 00:02:43.280]  他用了很多時間來侍奉
[00:02:43.280 --> 00:02:44.280]  去講見證
[00:02:44.280 --> 00:02:45.280]  去分享
[00:02:45.280 --> 00:02:46.280]  去開會
[00:02:46.280 --> 00:02:48.280]  給很多很寶貴的意見
[00:02:48.280 --> 00:02:50.280]  到他退休之後
[00:02:50.280 --> 00:02:53.280]  他就真的忙過不可加關
[00:02:53.280 --> 00:02:55.280]  還做了很多功夫
[00:02:55.280 --> 00:02:57.280]  所以我們今天見到關教授
[00:02:57.280 --> 00:02:59.280]  他這麼精神
[00:02:59.280 --> 00:03:00.280]  這麼有喜樂的心
[00:03:00.280 --> 00:03:06.280]  又能夠分享他的死過翻山
[00:03:06.280 --> 00:03:08.280]  這麼刺激的經歷的時候
[00:03:08.280 --> 00:03:12.280]  我們為關教授獻上一個感恩的心
[00:03:12.280 --> 00:03:15.280]  我其實和關教授是沒有合得來的
[00:03:15.280 --> 00:03:16.280]  為什麼呢
[00:03:16.280 --> 00:03:19.280]  因為他有他講見證
[00:03:19.280 --> 00:03:21.280]  我有我講到
[00:03:21.280 --> 00:03:23.280]  但是我剛才聽的時候
[00:03:23.280 --> 00:03:26.280]  我發覺關教授講了兩次一句說話
[00:03:26.280 --> 00:03:29.280]  和我今晚的講題是很吻合的
[00:03:29.280 --> 00:03:30.280]  是什麼呢
[00:03:30.280 --> 00:03:35.280]  關教授說我自己從來沒有猜到
[00:03:35.280 --> 00:03:37.280]  我會發生這樣的事情
[00:03:37.280 --> 00:03:38.280]  大家有沒有聽到
[00:03:38.280 --> 00:03:40.280]  他說我這一生人裡面
[00:03:40.280 --> 00:03:44.280]  從來沒有想過會有這樣的事情發生
[00:03:44.280 --> 00:03:46.280]  因為你知道他健康一直都很好
[00:03:46.280 --> 00:03:48.280]  打球也很厲害
[00:03:48.280 --> 00:03:50.280]  怎麼會有這樣的事情發生呢
[00:03:50.280 --> 00:03:51.280]  真的
[00:03:51.280 --> 00:03:53.280]  原來我們人生裡面
[00:03:53.280 --> 00:03:57.280]  有些事情是我們從來沒有想過的
[00:03:57.280 --> 00:03:59.280]  或者是做夢的
[00:03:59.280 --> 00:04:00.280]  沒有做過的
[00:04:00.280 --> 00:04:02.280]  想都沒有想過的
[00:04:02.280 --> 00:04:05.280]  但是這些事情偏偏就出現了
[00:04:05.280 --> 00:04:08.280]  正如鄭華我們讀的聖經
[00:04:08.280 --> 00:04:09.280]  你有沒有看到
[00:04:09.280 --> 00:04:11.280]  原來約書
[00:04:11.280 --> 00:04:14.280]  這個講在以色列人的故事
[00:04:14.280 --> 00:04:15.280]  很早之前
[00:04:15.280 --> 00:04:16.280]  講摩西
[00:04:16.280 --> 00:04:19.280]  差不多全人類都聽過摩西
[00:04:19.280 --> 00:04:20.280]  但講約書
[00:04:20.280 --> 00:04:23.280]  他的徒弟就不是那麼多人聽到
[00:04:23.280 --> 00:04:28.280]  但約書是一個很重要的任務
[00:04:28.280 --> 00:04:30.280]  他接棒之後
[00:04:30.280 --> 00:04:34.280]  就要將以色列人從這個曠野地方
