
[00:00:00.000 --> 00:00:04.920]  今天很開心,我們是教會的感恩崇拜
[00:00:04.920 --> 00:00:07.800]  所以教會特別千叮萬囑
[00:00:07.800 --> 00:00:11.320]  今天我們要講一篇感恩的講道
[00:00:11.320 --> 00:00:15.080]  大家感不感恩?
[00:00:15.080 --> 00:00:20.520]  我想大家都說謝謝,都是必然的
[00:00:20.520 --> 00:00:24.280]  小時候我們爸爸媽媽,或者現在你也教小朋友
[00:00:24.280 --> 00:00:27.840]  有人幫你做事,你要說謝謝,說麻煩
[00:00:27.840 --> 00:00:31.600]  我想這也是一種禮貌,沒什麼人不會的
[00:00:31.600 --> 00:00:37.600]  你去餐廳,人家給你一碟飯,你也會說謝謝
[00:00:37.600 --> 00:00:41.480]  不過我想面對著我們香港這一兩年
[00:00:41.480 --> 00:00:50.120]  我們能夠為這個世界,為這個社會說聲謝謝
[00:00:50.120 --> 00:00:52.760]  或者感恩,其實也不容易
[00:00:52.760 --> 00:00:56.480]  當大家在這兩年裡,經歷了這麼多事情的時候
[00:00:56.480 --> 00:01:01.880]  仍然能夠懷著一個感恩的心來影響這個世界
[00:01:01.880 --> 00:01:03.480]  是不容易的
[00:01:03.480 --> 00:01:07.240]  這也是我們基督徒很重要的特質
[00:01:07.240 --> 00:01:10.120]  也是我們感恩宣誓裡面很重要的傳統
[00:01:10.120 --> 00:01:13.520]  我們每年年中有一個感恩祈禱會
[00:01:13.520 --> 00:01:16.600]  大家都會一起數算主因
[00:01:16.600 --> 00:01:18.920]  這也是我們很多年的習慣
[00:01:18.920 --> 00:01:22.800]  所以我想感受堂這個星期裡我們有感恩崇拜
[00:01:22.800 --> 00:01:26.800]  正正是感恩節,也讓大家能夠反省
[00:01:26.800 --> 00:01:32.320]  學習如何用感恩來面向這個世界
[00:01:32.320 --> 00:01:37.400]  我們一起祈禱吧,我們一起開始感謝天父上帝
[00:01:37.400 --> 00:01:40.000]  最感謝你,因為你很愛我們
[00:01:40.000 --> 00:01:42.360]  你給我們有生命的起色
[00:01:42.360 --> 00:01:45.520]  你更加呼召我們
[00:01:45.520 --> 00:01:48.600]  能夠從罪人身份裡得到新生命
[00:01:48.600 --> 00:01:51.400]  我們經常再次感謝你
[00:01:51.400 --> 00:01:56.520]  更加感謝你,讓我們能夠在今天早上一起來敬拜你
[00:01:56.520 --> 00:01:58.320]  藉著敬拜隊的預備
[00:01:58.320 --> 00:02:01.080]  藉著很多弟兄姊妹的預備
[00:02:01.080 --> 00:02:03.880]  我們能夠今天來到去崇拜當中
[00:02:03.880 --> 00:02:08.200]  讓我們能夠學習更加去明白、體會感恩的意義
[00:02:08.200 --> 00:02:11.400]  幫助孩子,能夠藉著我的口
[00:02:11.400 --> 00:02:13.480]  你自己的來對我們說話
[00:02:13.480 --> 00:02:15.680]  逢春命求,阿門
[00:02:15.680 --> 00:02:19.880]  因為我們會說一段保羅迴轉經文
[00:02:19.880 --> 00:02:25.880]  不過我想今天我們會用感恩的眼光去重讀這段經文
[00:02:25.880 --> 00:02:31.480]  如果我們說保羅的迴轉是一個上帝去顯明
[00:02:31.480 --> 00:02:34.080]  去因典在保羅身上的故事的時候
[00:02:34.080 --> 00:02:39.280]  其實保羅正正是一個去面向上帝因典的人
[00:02:39.280 --> 00:02:41.680]  他如何能夠發現上帝因典
[00:02:41.680 --> 00:02:43.680]  是一個很值得我們去思考的課題
[00:02:43.680 --> 00:02:44.680]  所以不如聽我再說一次
[00:02:44.680 --> 00:02:48.880]  我們今天就用一種感恩的角度
[00:02:48.880 --> 00:02:50.880]  來聽一次這個故事
[00:02:50.880 --> 00:02:53.280]  想想聽聽
[00:02:53.280 --> 00:02:56.680]  究竟在當中有什麼是因典
[00:02:56.680 --> 00:03:00.280]  是感恩的角度去聽這個故事呢?
[00:03:00.280 --> 00:03:03.280]  《索蘭傳》第九章
[00:03:03.280 --> 00:03:07.280]  「蘇羅仍然向主的門徒口吐威嚇、兇殺的話
[00:03:07.280 --> 00:03:08.280]  去見大祭司
[00:03:08.280 --> 00:03:10.680]  求聞書及大馬士革的國會堂
[00:03:10.680 --> 00:03:13.280]  若是找著奉信者道的人
[00:03:13.280 --> 00:03:16.280]  無論男女都准他捆綁帶到耶路撒冷
[00:03:16.280 --> 00:03:18.480]  蘇羅行走將到大馬士革
[00:03:18.480 --> 00:03:20.480]  忽然從天上發光
[00:03:20.480 --> 00:03:22.880]  四面照著他他就撲倒在地
[00:03:22.880 --> 00:03:24.080]  聽見有聲音對他說
[00:03:24.080 --> 00:03:26.080]  蘇羅!蘇羅!你為什麼逼迫我?
[00:03:26.080 --> 00:03:27.680]  他說主啊你是誰?
[00:03:27.680 --> 00:03:30.080]  主說:我就是你所逼迫的耶穌
[00:03:30.080 --> 00:03:31.680]  起來進城去
[00:03:31.680 --> 00:03:34.280]  你所當做的事有人必告訴你
[00:03:34.280 --> 00:03:36.880]  同的人站在那裡說不出話來
[00:03:36.880 --> 00:03:39.080]  聽見聲音卻看不見人
[00:03:39.080 --> 00:03:40.680]  蘇羅從地上起來
[00:03:40.680 --> 00:03:43.080]  睜開眼睛竟不能看見什麼
[00:03:43.080 --> 00:03:45.680]  有人拉他的手領他進了大馬士革
[00:03:45.680 --> 00:03:47.280]  三日不能看見
[00:03:47.280 --> 00:03:48.680]  也不吃也不喝
[00:03:48.680 --> 00:03:51.680]  當下在大馬士革有一個門徒名叫阿拿尼亞
[00:03:51.680 --> 00:03:54.280]  主在義進中對他說:阿拿尼亞
[00:03:54.280 --> 00:03:56.280]  他說主我在這裡
[00:03:56.280 --> 00:03:58.880]  主對他說:起來往直街去
[00:03:58.880 --> 00:04:02.880]  在猶大的家裡訪問一個大素人名叫蘇羅
[00:04:02.880 --> 00:04:04.280]  他正禱告
[00:04:04.280 --> 00:04:06.880]  又看見一個人名叫阿拿尼亞
[00:04:06.880 --> 00:04:08.880]  進來按手在他身上
[00:04:08.880 --> 00:04:10.880]  叫他能看見
[00:04:10.880 --> 00:04:13.480]  阿拿尼亞回答說:主啊我聽見許多人說
[00:04:13.480 --> 00:04:16.680]  這人怎樣在耶路撒冷多多苦害你的聖徒
[00:04:16.680 --> 00:04:20.880]  並且他在這裡有眾從祭司長來的權兵
[00:04:20.880 --> 00:04:22.880]  捆綁一切求告你名的人
[00:04:22.880 --> 00:04:26.080]  主對阿拿尼亞說:只管去
[00:04:26.080 --> 00:04:28.680]  指他是你所揀選的器皿
[00:04:28.680 --> 00:04:30.680]  要在外幫人和君王
[00:04:30.680 --> 00:04:32.680]  並在人面前宣揚我的名
[00:04:32.680 --> 00:04:36.080]  也要指示他為我的名必須受許多苦難
[00:04:36.080 --> 00:04:37.480]  阿拿尼亞就去了
[00:04:37.480 --> 00:04:41.680]  進入那間把手按在蘇羅身上說:
[00:04:41.680 --> 00:04:44.480]  兄弟蘇羅在你來的路上
[00:04:44.480 --> 00:04:47.080]  向你顯著的主就是那耶穌
[00:04:47.080 --> 00:04:48.080]  打發我來
[00:04:48.080 --> 00:04:52.080]  叫你能看見有被聖靈充滿
[00:04:52.080 --> 00:04:55.680]  蘇羅的眼睛上好像有輪立刻掉下來
[00:04:55.680 --> 00:04:56.880]  他就能看見
[00:04:56.880 --> 00:04:58.480]  於是起來受洗
[00:04:58.480 --> 00:05:00.280]  吃過飯來就見了
[00:05:00.280 --> 00:05:02.280]  這段大家很熟悉的經文
[00:05:02.280 --> 00:05:04.480]  今天我們從經文裡邊
[00:05:04.480 --> 00:05:08.080]  我們一起來思考感恩這個課題
[00:05:08.080 --> 00:05:10.080]  蘇羅
[00:05:10.080 --> 00:05:13.880]  這是一個保羅歸主前的名字
[00:05:13.880 --> 00:05:15.480]  一個猶太的名字
[00:05:15.480 --> 00:05:16.480]  希伯來的名字
[00:05:16.480 --> 00:05:18.680]  這是他在信主前
[00:05:18.680 --> 00:05:21.680]  用一個猶太法利塞人的身份
[00:05:21.680 --> 00:05:23.280]  來自稱的名字
[00:05:23.280 --> 00:05:26.080]  當保羅經歷了上帝恩典之後
[00:05:26.080 --> 00:05:30.880]  他就重新用一個新的名字來行事
[00:05:30.880 --> 00:05:33.080]  放下他希伯來的名字蘇羅
[00:05:33.080 --> 00:05:35.080]  用保羅來自稱
[00:05:35.080 --> 00:05:38.680]  保羅是一個羅馬公文裡的名字
[00:05:38.680 --> 00:05:41.080]  所以他能夠用這個名字
[00:05:41.080 --> 00:05:45.080]  方便他在整個歐洲傳福音
[00:05:45.080 --> 00:05:49.080]  更加是代表著他重新得救
[00:05:49.080 --> 00:05:54.280]  更加是重新面向他所身處的世界
[00:05:54.280 --> 00:05:58.080]  經文基本上是第九章才開始
[00:05:58.080 --> 00:06:00.480]  正式提到保羅這個人
[00:06:00.480 --> 00:06:02.480]  雖然轉頭那幾章
[00:06:02.480 --> 00:06:05.680]  是說到早期教會的誕生和發展
[00:06:05.680 --> 00:06:07.280]  門徒被聖靈充滿
[00:06:07.280 --> 00:06:09.480]  彼得約翰在外面殉道
[00:06:09.480 --> 00:06:12.280]  教會開始從耶路撒冷分散
[00:06:12.280 --> 00:06:15.080]  流散到不同的地方
[00:06:15.080 --> 00:06:16.080]  在這個時候
[00:06:16.080 --> 00:06:20.080]  第九章才出現了保羅的故事
[00:06:20.080 --> 00:06:22.680]  保羅和上帝的相遇是突然的
[00:06:22.680 --> 00:06:24.480]  保羅在大馬士革的路上
[00:06:24.480 --> 00:06:27.480]  忽然間有一道光照下來
[00:06:27.480 --> 00:06:28.880]  有聲音跟他說
[00:06:28.880 --> 00:06:31.480]  蘇羅 蘇羅 你為甚麼迫迫我
[00:06:31.480 --> 00:06:34.480]  之後保羅那句話就很有意思了
[00:06:34.480 --> 00:06:36.280]  保羅說
[00:06:36.280 --> 00:06:39.280]  主啊 你是誰
[00:06:39.280 --> 00:06:41.280]  主啊 你是誰
[00:06:41.280 --> 00:06:44.880]  其實是一個很特別的說話
[00:06:44.880 --> 00:06:48.280]  甚至乎是一個很矛盾的說話
[00:06:48.280 --> 00:06:49.280]  很奇怪吧
[00:06:49.280 --> 00:06:51.680]  保羅他懂得叫主
[00:06:51.680 --> 00:06:54.080]  但卻又問主你是誰
[00:06:54.080 --> 00:06:56.480]  其實這句話前後是矛盾的
[00:06:56.480 --> 00:06:59.080]  保羅認得出這個是主
[00:06:59.080 --> 00:07:01.480]  但卻又很奇怪問他是誰
[00:07:01.480 --> 00:07:02.680]  明白嗎
[00:07:02.680 --> 00:07:07.480]  故意去給出一個非常無伶兩可的回應
[00:07:07.480 --> 00:07:11.080]  突然間撞了一下
[00:07:11.080 --> 00:07:12.280]  躺下來後保羅就說
[00:07:12.280 --> 00:07:14.480]  主啊 你是誰
[00:07:14.480 --> 00:07:19.080]  保羅大概知道這個是主
[00:07:19.080 --> 00:07:21.680]  不過他發現自己有很多不知道
[00:07:21.680 --> 00:07:23.880]  對這位的主要身份
[00:07:23.880 --> 00:07:25.880]  他看見這位是主
[00:07:25.880 --> 00:07:30.280]  但他看不見這個主究竟是誰
[00:07:30.280 --> 00:07:34.880]  我的女兒其實出生不久
[00:07:34.880 --> 00:07:39.280]  原來她的眼睛是有問題的
[00:07:39.280 --> 00:07:40.880]  當然這是我們不知道的
[00:07:40.880 --> 00:07:45.280]  小時候都是一般小朋友長大
[00:07:45.280 --> 00:07:49.280]  一至三歲的時候都是很普通的
[00:07:49.280 --> 00:07:53.880]  來到嬰兒生活 吃東西 看書
[00:07:53.880 --> 00:07:58.080]  但當她四歲時驗眼的時候
[00:07:58.080 --> 00:08:01.280]  我們才發現原來她有七八度阮氏
[00:08:01.280 --> 00:08:03.080]  這個我們都不知道
[00:08:03.080 --> 00:08:04.280]  一驗就有七八度
[00:08:04.280 --> 00:08:06.680]  所以她的眼睛是很大
[00:08:06.680 --> 00:08:10.280]  很好效果 而且放得很大
[00:08:10.280 --> 00:08:14.080]  原來她平時看故事書
[00:08:14.080 --> 00:08:15.280]  其實都看得到的
[00:08:15.280 --> 00:08:16.680]  她不會看不到的
[00:08:16.680 --> 00:08:19.880]  但其實又不是很反應的
[00:08:19.880 --> 00:08:23.080]  有時會很慢 讀得不好
[00:08:23.080 --> 00:08:25.480]  所以對她來說其實不是不行的
[00:08:25.480 --> 00:08:28.280]  七八度阮氏其實是可以生活的
[00:08:28.280 --> 00:08:30.680]  基本上都是遠在那裡
[00:08:30.680 --> 00:08:32.480]  近的才有些模糊感
[00:08:32.480 --> 00:08:34.280]  基本上都不是不行的
[00:08:34.280 --> 00:08:37.480]  但這種看得到看不到之間
[00:08:37.480 --> 00:08:39.280]  其實正正就是這種矛盾
[00:08:39.280 --> 00:08:43.080]  她又不一定不是瞎了
[00:08:43.080 --> 00:08:47.080]  但其實她有很多東西看得不太清楚
[00:08:47.080 --> 00:08:48.880]  保羅正正是這樣
[00:08:48.880 --> 00:08:51.880]  漢見漢不見之間
[00:08:51.880 --> 00:08:55.280]  其實正正成為了她很重要的
[00:08:55.280 --> 00:08:58.680]  屬靈的一個象徵
[00:08:58.680 --> 00:09:01.480]  因此當她問這個問題
[00:09:01.480 --> 00:09:03.280]  主啊 你是誰?
[00:09:03.280 --> 00:09:05.480]  耶穌基督就跟她說
[00:09:05.480 --> 00:09:07.680]  我是你所逼迫的耶穌
[00:09:07.680 --> 00:09:11.080]  然後就開始吩咐保羅去做一件事
[00:09:11.080 --> 00:09:14.680]  這正正是整個故事裡一個很重要的難題
[00:09:14.680 --> 00:09:18.680]  耶穌基督叫保羅去到大馬士革
[00:09:18.680 --> 00:09:21.880]  並且出現一個非常大的考驗
[00:09:21.880 --> 00:09:22.880]  是什麼?
[00:09:22.880 --> 00:09:26.880]  就是他三天三夜都不能夠看得見
[00:09:26.880 --> 00:09:30.080]  其實我想說這個難題是有一點
[00:09:30.080 --> 00:09:33.080]  你可以說是extra的
[00:09:33.080 --> 00:09:35.080]  甚至乎你可以說是多餘的
[00:09:35.080 --> 00:09:37.080]  保羅已經悔改
