
[00:00:00.000 --> 00:00:04.000]  各位電影姊妹早晨,主佬們平安
[00:00:04.000 --> 00:00:11.000]  預備這次港島的時候我才發現原來這一季我只說這一次
[00:00:11.000 --> 00:00:15.000]  有三個月裡面只說一次,要休息很久了
[00:00:15.000 --> 00:00:19.000]  所以很珍惜這次機會和大家港島
[00:00:19.000 --> 00:00:24.000]  當然原因是因為我們有很多不同的港元,粒粒巨星
[00:00:24.000 --> 00:00:27.000]  聽他們說當然比聽我說好
[00:00:27.000 --> 00:00:32.000]  所以大家不用擔心,一定會有很好的屬靈的餵養
[00:00:32.000 --> 00:00:36.000]  於是我就想,這次港島的內容
[00:00:36.000 --> 00:00:40.000]  我要說一樣我都挺重視的東西,就是家庭問題
[00:00:40.000 --> 00:00:45.000]  可能有些人心想,你又說這些東西,又拿這句經文出來回答
[00:00:45.000 --> 00:00:54.000]  先聽我說,再慢慢思考這段經文背後原來有些屬靈的很重要的教導在裡面
[00:00:54.000 --> 00:00:58.000]  事實上家庭問題這件事,我想每一個人都要面對
[00:00:58.000 --> 00:01:00.000]  一定要面對家庭的問題
[00:01:00.000 --> 00:01:05.000]  無論你什麼年紀,你小時候也好,到你長大成家立室也好
[00:01:05.000 --> 00:01:08.000]  你總會有不同的家庭問題要面對
[00:01:08.000 --> 00:01:11.000]  這個是一定的,你有你自己的原生家庭
[00:01:11.000 --> 00:01:16.000]  結婚之後,分分鐘你要面對自己的家庭和兩邊的原生家庭
[00:01:16.000 --> 00:01:18.000]  一個人要處理三個家庭的問題
[00:01:18.000 --> 00:01:23.000]  希望今天的教導對大家會有少少的幫助
[00:01:23.000 --> 00:01:25.000]  其實這是一個很大的題目
[00:01:25.000 --> 00:01:31.000]  我想說,貢獻自己一輩子去研究都搞不定的題目
[00:01:31.000 --> 00:01:36.000]  我一個小傳道,說一堂道,其實只是一個小小的開始,小小的建議
[00:01:36.000 --> 00:01:38.000]  希望對大家有些幫助
[00:01:38.000 --> 00:01:45.000]  今天第一點,其實傾向對做人子女說的
[00:01:45.000 --> 00:01:48.000]  不過做人子女的不只是年輕人
[00:01:48.000 --> 00:01:52.000]  你要知道什麼年紀,包括我四十幾歲做人爸爸
[00:01:52.000 --> 00:01:54.000]  我一樣是別人的兒子
[00:01:54.000 --> 00:02:01.000]  這些原則其實去到什麼年紀都有機會是適切的
[00:02:01.000 --> 00:02:06.000]  而且我稍後說的內容,去到說父母那一點的時候
[00:02:06.000 --> 00:02:10.000]  都是有相關的,所以大家要留心聽
[00:02:10.000 --> 00:02:15.000]  聽從父母這個要求,其實我想大家覺得很合理
[00:02:15.000 --> 00:02:19.000]  無論什麼文化底下,這是一個很基本的要求
[00:02:19.000 --> 00:02:24.000]  聽父母的話,從小就會聽爸爸媽媽的話
[00:02:24.000 --> 00:02:26.000]  洗腦式的跟你說
[00:02:26.000 --> 00:02:31.000]  一般的家庭來說,父母是比較有權位的
[00:02:31.000 --> 00:02:34.000]  子女在父母的照顧底下成長
[00:02:34.000 --> 00:02:40.000]  父母在子女心目中有一個無可取代的地位
[00:02:40.000 --> 00:02:45.000]  就算長大成人,都一樣是有一些影響力帶了下去
[00:02:45.000 --> 00:02:48.000]  譬如我爸爸,他以前是修理電器的
[00:02:48.000 --> 00:02:52.000]  於是我小時候,我就是碰到螺絲起子的
[00:02:52.000 --> 00:02:55.000]  我小時候已經把家裡的東西拆了
[00:02:55.000 --> 00:02:58.000]  不讓我家人發現,拆開電視看完
[00:02:58.000 --> 00:03:01.000]  然後把螺絲收起來,可以穿回家裡
[00:03:01.000 --> 00:03:03.000]  感謝主,那就沒事了
[00:03:03.000 --> 00:03:06.000]  但是我會去模仿我爸爸做的一些事情
[00:03:06.000 --> 00:03:11.000]  我到了現在,我家裡有整個櫃子都擺滿了工具
[00:03:11.000 --> 00:03:15.000]  電鑽那些東西,我放假都會去鴨條街走走
[00:03:15.000 --> 00:03:18.000]  這些東西已經和我的工作沒有關係了
[00:03:18.000 --> 00:03:22.000]  就好像我兒子,我幫他剪頭髮
[00:03:22.000 --> 00:03:25.000]  他經常都說我要剪得像爸爸一樣
[00:03:25.000 --> 00:03:30.000]  上星期跟他配眼鏡,他又說要配一副跟爸爸差不多的眼鏡
[00:03:30.000 --> 00:03:33.000]  他都試過跟我說,長大後要做傳導
[00:03:33.000 --> 00:03:36.000]  不過我說,這麼辛苦的事你不要做了
[00:03:36.000 --> 00:03:41.000]  父母一定會對子女構成一些影響
[00:03:41.000 --> 00:03:43.000]  性格上會有很大的影響
[00:03:43.000 --> 00:03:46.000]  不只是遺傳的性格
[00:03:46.000 --> 00:03:49.000]  不是說生了他出來,他像爸爸還是像媽媽
[00:03:49.000 --> 00:03:54.000]  實際上,有一些東西是他成長過程帶給他的影響
[00:03:54.000 --> 00:03:57.000]  例如他在成長階段,你給他多一點肯定
[00:03:57.000 --> 00:03:59.000]  你給他多一點關懷
[00:03:59.000 --> 00:04:02.000]  他的自我形象就會得到建立
[00:04:02.000 --> 00:04:04.000]  相反,你經常都否定他
[00:04:04.000 --> 00:04:08.000]  你破壞他的時候,很容易就會毀了他的自我形象
[00:04:08.000 --> 00:04:13.000]  所以這些東西,其實是你做父母的
[00:04:13.000 --> 00:04:15.000]  一直在影響著小孩
[00:04:15.000 --> 00:04:17.000]  當然,這不是我專長
[00:04:17.000 --> 00:04:21.000]  所以我知道大家,可能有些人比我更加專門
[00:04:21.000 --> 00:04:26.000]  或者這些知識,其實在網上很容易搜尋到
[00:04:26.000 --> 00:04:29.000]  但是,按經驗,有時候都看到
[00:04:29.000 --> 00:04:31.000]  有一些極端一點的例子
[00:04:31.000 --> 00:04:35.000]  反過來,小孩會控制大人
[00:04:35.000 --> 00:04:36.000]  比大人還要兇
[00:04:36.000 --> 00:04:37.000]  要什麼就有什麼
[00:04:37.000 --> 00:04:41.000]  我見過有一個小朋友,可以在街上呼喝他的媽媽
[00:04:41.000 --> 00:04:45.000]  命令他媽媽做事,而他媽媽又垂頭喪氣地去做
[00:04:45.000 --> 00:04:47.000]  有這樣的情況
[00:04:47.000 --> 00:04:51.000]  這樣,反過來,其實一樣
[00:04:51.000 --> 00:04:57.000]  就算你這種情況,都是家長造成的影響力
[00:04:57.000 --> 00:04:59.000]  因為家長放縱了小孩
[00:04:59.000 --> 00:05:03.000]  他放縱了小孩,於是他變成了不懂得尊重別人
[00:05:03.000 --> 00:05:10.000]  或者他不懂得去對自己有一些控制自己情緒的能力
[00:05:10.000 --> 00:05:13.000]  這個都是一種影響
[00:05:13.000 --> 00:05:15.000]  家家有本難唸的經
[00:05:15.000 --> 00:05:18.000]  我不能逐個逐個的例子去講
[00:05:18.000 --> 00:05:21.000]  想讓大家知道,一般的情況下
[00:05:21.000 --> 00:05:26.000]  成長階段,父母在子女心目中是有權威的
[00:05:26.000 --> 00:05:28.000]  是一個仿效的對象
[00:05:28.000 --> 00:05:31.000]  父母對子女是有非常巨大的影響
[00:05:31.000 --> 00:05:34.000]  這個影響力是一直存在
[00:05:34.000 --> 00:05:40.000]  甚至影響你對你的子女,你的下一代的教育方針
[00:05:40.000 --> 00:05:43.000]  這些影響是一代一代地傳下去
[00:05:43.000 --> 00:05:46.000]  但是,既然是這樣
[00:05:46.000 --> 00:05:51.000]  子女聽父母講這件事,是否變得成為一個無條件的事呢?
[00:05:51.000 --> 00:05:54.000]  因為父母有權威,因為父母有大影響力
[00:05:54.000 --> 00:05:57.000]  於是子女自然而會聽話
[00:05:57.000 --> 00:05:59.000]  是不是呢?
[00:05:59.000 --> 00:06:02.000]  也不是的,不會自然而然聽話
[00:06:02.000 --> 00:06:06.000]  其實,在很普遍的家庭裏面
[00:06:06.000 --> 00:06:09.000]  我發覺父母和子女相處的問題
[00:06:09.000 --> 00:06:11.000]  每個家庭都差不多有
[00:06:11.000 --> 00:06:16.000]  永遠上網去討論區,這個都是熱門話題
[00:06:16.000 --> 00:06:20.000]  僅次於情侶之間的問題
[00:06:20.000 --> 00:06:22.000]  情侶的問題,夫婦的問題
[00:06:22.000 --> 00:06:25.000]  接著就是父母的問題
[00:06:25.000 --> 00:06:28.000]  這些問題好像永遠都會發生
[00:06:28.000 --> 00:06:31.000]  永遠都會發生,由幼稚園寫生字
[00:06:31.000 --> 00:06:34.000]  去到讀大學選什麼科,畢業出來做什麼
[00:06:34.000 --> 00:06:37.000]  選過什麼男朋友女朋友,和什麼人結婚
[00:06:37.000 --> 00:06:40.000]  甚至生了個兒子之後怎麼教
[00:06:40.000 --> 00:06:44.000]  你會發覺這些東西全部都會產生衝突
[00:06:44.000 --> 00:06:47.000]  你結了婚還多一個婆媳衝突
[00:06:47.000 --> 00:06:49.000]  很複雜的這件事
[00:06:49.000 --> 00:06:52.000]  發生這些問題可以有很多原因
[00:06:52.000 --> 00:06:55.000]  我們要留意,有時候我們很容易先入為主
[00:06:55.000 --> 00:06:59.000]  覺得一個衝突,總是有方不對
[00:06:59.000 --> 00:07:01.000]  一個衝突,但是否這麼簡單呢?
[00:07:01.000 --> 00:07:04.000]  總之一個衝突裏面,要不兒子不對
[00:07:04.000 --> 00:07:07.000]  要不爸爸不對,或者媽媽不對,女兒不對
[00:07:07.000 --> 00:07:09.000]  是不是呢?
[00:07:09.000 --> 00:07:12.000]  其實這個世界如果非黑即白
[00:07:12.000 --> 00:07:16.000]  即是對或不對,我們解決了很多問題
[00:07:16.000 --> 00:07:19.000]  最慘的就是,其實很多問題不是這樣的
[00:07:19.000 --> 00:07:22.000]  有時候可能是雙方都有錯
[00:07:22.000 --> 00:07:25.000]  亦都有種情況是雙方都沒有錯
[00:07:25.000 --> 00:07:28.000]  雙方都沒有錯都可以有衝突
[00:07:28.000 --> 00:07:31.000]  可以是溝通問題,可以是誤會
[00:07:31.000 --> 00:07:33.000]  甚至可以只不過是價值觀不同
[00:07:33.000 --> 00:07:35.000]  有時候價值觀不同呢
[00:07:35.000 --> 00:07:39.000]  是很難去到說對錯這件事
[00:07:39.000 --> 00:07:41.000]  《耳不所書》一章一字說
[00:07:41.000 --> 00:07:46.000]  作兒女,你們要在主裡聽從父母,這是理所當然的
[00:07:46.000 --> 00:07:52.000]  很多時候,我們做傳道的,總會被人問到這些問題
[00:07:52.000 --> 00:07:56.000]  怎樣去,聖經怎樣看,甚麼事聖經怎樣看
[00:07:56.000 --> 00:07:58.000]  甚麼事都要先問聖經怎樣看
[00:07:58.000 --> 00:08:01.000]  所以教養孩童都會走來問我聖經怎樣看
[00:08:01.000 --> 00:08:05.000]  很多時候都會有人拿這句出來
[00:08:05.000 --> 00:08:09.000]  作兒女,你要在主裡聽從父母,這是理所當然的
[00:08:09.000 --> 00:08:13.000]  說完的,好像這是一句咒語一樣
[00:08:13.000 --> 00:08:17.000]  說完之後,你相信耶穌的子女就一定要聽從父母
[00:08:17.000 --> 00:08:19.000]  但是不是真的這樣呢
[00:08:19.000 --> 00:08:22.000]  其實是不行的,你會發覺在現實的情況下
[00:08:22.000 --> 00:08:25.000]  你會覺得好像是用經文來回答你
[00:08:25.000 --> 00:08:29.000]  好像是用經文來說,你相信耶穌就要這樣
[00:08:29.000 --> 00:08:32.000]  理所當然的,不做不行的
[00:08:32.000 --> 00:08:35.000]  但是我作為一個爸爸
[00:08:35.000 --> 00:08:38.000]  我作為一個爸爸,我看這句經文的時候
[00:08:38.000 --> 00:08:41.000]  我當然覺得,好啊,我跟兒子說
[00:08:41.000 --> 00:08:44.000]  聖經也是這樣教的,要聽話理所當然
[00:08:44.000 --> 00:08:46.000]  我很歡迎的,我作為爸爸
[00:08:46.000 --> 00:08:48.000]  但反過來,我作為一個兒子的時候
[00:08:48.000 --> 00:08:51.000]  我就想,這句話有點矛盾
[00:08:51.000 --> 00:08:55.000]  我父母對於我,即是跟我的信念
[00:08:55.000 --> 00:08:57.000]  其實都挺多衝突的
[00:08:57.000 --> 00:09:00.000]  甚至我媽媽應該對於我做傳道
[00:09:00.000 --> 00:09:03.000]  信耶穌這件事是挺不喜歡的
