
[00:00:00.000 --> 00:00:03.000]  各位聽眾晚安
[00:00:03.000 --> 00:00:05.000]  我們很感謝主兵
[00:00:05.000 --> 00:00:07.000]  我們今天能夠一齊來到
[00:00:07.000 --> 00:00:09.000]  一齊來到敬拜
[00:00:09.000 --> 00:00:12.000]  我相信我們能夠在實體的禮拜堂裏面
[00:00:12.000 --> 00:00:13.000]  一齊敬拜
[00:00:13.000 --> 00:00:15.000]  和一齊來唱詩
[00:00:15.000 --> 00:00:16.000]  感謝集美上帝
[00:00:16.000 --> 00:00:18.000]  是一件很快樂的事
[00:00:18.000 --> 00:00:22.000]  我們今天晚上所選讀的這段聖經
[00:00:22.000 --> 00:00:28.000]  是記載施洗約翰被殺的這件事
[00:00:28.000 --> 00:00:33.000]  我給他的題目是人欲橫流
[00:00:33.000 --> 00:00:36.000]  為什麼會用這樣的題目呢
[00:00:36.000 --> 00:00:40.000]  原因是在這段聖經的下半段
[00:00:40.000 --> 00:00:42.000]  由22節開始
[00:00:42.000 --> 00:00:46.000]  凡是出現到一句「想」、「求」
[00:00:46.000 --> 00:00:51.000]  那些字在原來的文字裏是「wish」的意思
[00:00:51.000 --> 00:00:54.000]  即是說你想要什麼
[00:00:54.000 --> 00:00:55.000]  我就給你了
[00:00:55.000 --> 00:00:56.000]  你想吧
[00:00:56.000 --> 00:00:57.000]  你想吧
[00:00:57.000 --> 00:00:59.000]  只要你想就行了
[00:00:59.000 --> 00:01:02.000]  所以我給他的題目是人欲橫流
[00:01:02.000 --> 00:01:05.000]  但是我們如果明白這段聖經的話
[00:01:05.000 --> 00:01:08.000]  我們不能夠不從馬呼音第一章
[00:01:08.000 --> 00:01:11.000]  當施洗約翰出來傳道的時候
[00:01:11.000 --> 00:01:13.000]  聖經怎樣介紹他
[00:01:13.000 --> 00:01:15.000]  馬呼音怎樣介紹他
[00:01:15.000 --> 00:01:19.000]  我們要將一些歷史的片段
[00:01:19.000 --> 00:01:21.000]  或者歷史裏面所發生的事
[00:01:21.000 --> 00:01:22.000]  放在我們的腦海裏面
[00:01:22.000 --> 00:01:24.000]  當我們來讀這段聖經的時候
[00:01:24.000 --> 00:01:26.000]  我們就會明白很多
[00:01:26.000 --> 00:01:29.000]  這段經文裏面的確有些地方
[00:01:29.000 --> 00:01:32.000]  讓我們要動一下腦筋
[00:01:32.000 --> 00:01:36.000]  或者使我們對著經文要想久一點
[00:01:36.000 --> 00:01:37.000]  我們要坐久一點
[00:01:37.000 --> 00:01:40.000]  要想多一點才行
[00:01:40.000 --> 00:01:42.000]  比方說這個經文裏面
[00:01:42.000 --> 00:01:45.000]  在第六章
[00:01:45.000 --> 00:01:49.000]  有人告訴他
[00:01:49.000 --> 00:01:52.000]  有一個施洗約翰從死人中復活
[00:01:52.000 --> 00:01:54.000]  才有這些異能在裏面
[00:01:54.000 --> 00:01:56.000]  有些人說他是以利亞
[00:01:56.000 --> 00:01:57.000]  有人說他是先知
[00:01:57.000 --> 00:02:00.000]  正如先知中有一位希律聽見
[00:02:00.000 --> 00:02:03.000]  是我所斬的約翰
[00:02:03.000 --> 00:02:06.000]  當這句話出現的時候
[00:02:06.000 --> 00:02:07.000]  你會發覺到
[00:02:07.000 --> 00:02:09.000]  為什麼他說所斬的約翰呢
[00:02:09.000 --> 00:02:12.000]  原來約翰是在經
[00:02:12.000 --> 00:02:14.000]  在馬呼音寫第六章
[00:02:14.000 --> 00:02:17.000]  約翰已經死了
[00:02:17.000 --> 00:02:21.000]  不過將這件事提起來
[00:02:21.000 --> 00:02:25.000]  有人懷疑有很多奇異的事出現
[00:02:25.000 --> 00:02:26.000]  是不是那位約翰呢
[00:02:26.000 --> 00:02:28.000]  是不是先知裏面的一位呢
[00:02:28.000 --> 00:02:30.000]  那個殺約翰的希律
[00:02:30.000 --> 00:02:32.000]  知道是他殺的
[00:02:32.000 --> 00:02:36.000]  所以他說難道是我殺的約翰
[00:02:36.000 --> 00:02:38.000]  但實際上他後面所發生的事
[00:02:38.000 --> 00:02:40.000]  他是倒罪法
[00:02:40.000 --> 00:02:44.000]  將這件事再講一遍
[00:02:44.000 --> 00:02:47.000]  但裏面也有另外一件事
[00:02:47.000 --> 00:02:49.000]  我們需要留心的
[00:02:49.000 --> 00:02:51.000]  第22節
[00:02:51.000 --> 00:02:53.000]  他的女兒希羅底進來跳舞
[00:02:53.000 --> 00:02:58.000]  到底這個希羅底是希律的嫂子
[00:02:58.000 --> 00:03:05.000]  還是希羅底的女兒呢
[00:03:05.000 --> 00:03:11.000]  這裏是在我們所謂的手抄卷裏面
[00:03:11.000 --> 00:03:14.000]  有很多不同的手抄卷的版本
[00:03:14.000 --> 00:03:18.000]  我們手上如果用和盤修訂版的話
[00:03:18.000 --> 00:03:20.000]  我們會看到兩張有不同的譯文
[00:03:20.000 --> 00:03:23.000]  有些古卷說是希羅底自己的女兒
[00:03:23.000 --> 00:03:26.000]  有些說是希羅底的女兒
[00:03:26.000 --> 00:03:28.000]  無論怎樣也好
[00:03:28.000 --> 00:03:30.000]  我們知道這件事的進程就是
[00:03:30.000 --> 00:03:32.000]  有一天希律生日
[00:03:32.000 --> 00:03:37.000]  大排筵席請了很多城裏有地位的人
[00:03:37.000 --> 00:03:39.000]  或者請了一些大臣一起來飲宴坐席
[00:03:39.000 --> 00:03:41.000]  有一個女孩出來跳舞
[00:03:41.000 --> 00:03:45.000]  希律覺得這個舞非常之好
[00:03:45.000 --> 00:03:47.000]  對她說無論你要什麼
[00:03:47.000 --> 00:03:49.000]  什麼都給你
[00:03:49.000 --> 00:03:51.000]  那個女孩回去問她媽媽
