
[00:00:00.000 --> 00:00:02.000]  各位領事會平安
[00:00:02.000 --> 00:00:10.000]  感恩疫情高峰,但我們知道有些人中招
[00:00:10.000 --> 00:00:14.000]  相對來說病症不算很強
[00:00:14.000 --> 00:00:16.000]  當然少部分很難說
[00:00:16.000 --> 00:00:19.000]  但能夠在實體境擺放感恩
[00:00:19.000 --> 00:00:21.000]  這是一個充滿艱難的時代
[00:00:21.000 --> 00:00:24.000]  所以我做的題目是在艱難時代
[00:00:24.000 --> 00:00:26.000]  作感承擔的僕人
[00:00:26.000 --> 00:00:32.000]  艱難的特徵是很多人比較保留自己
[00:00:32.000 --> 00:00:34.000]  這是正常的
[00:00:34.000 --> 00:00:38.000]  但如果每個人都不做不錯
[00:00:38.000 --> 00:00:41.000]  只顧自己
[00:00:41.000 --> 00:00:43.000]  可能有需要的人沒人關心
[00:00:43.000 --> 00:00:48.000]  教會的士工有需要證的聖工可能都被忽略
[00:00:48.000 --> 00:00:56.000]  所以這個時代有很多灰心艱難的環境
[00:00:56.000 --> 00:01:02.000]  我今天來想想今天大方向
[00:01:02.000 --> 00:01:04.000]  今天是911
[00:01:04.000 --> 00:01:10.000]  21年前911炸了紐約其他
[00:01:10.000 --> 00:01:14.000]  其實每個大時代都會將很多事物演變
[00:01:14.000 --> 00:01:16.000]  如果大家有一定年紀
[00:01:16.000 --> 00:01:18.000]  很多年前都可以坐飛機
[00:01:18.000 --> 00:01:22.000]  以前坐飛機不用檢查太多電腦
[00:01:22.000 --> 00:01:25.000]  拔掉男士的皮帶
[00:01:25.000 --> 00:01:27.000]  有些過關有些地方染
[00:01:27.000 --> 00:01:29.000]  連你的鞋子都脫下來
[00:01:29.000 --> 00:01:32.000]  911之後因為怕恐怖襲擊
[00:01:32.000 --> 00:01:34.000]  改變了很多制度
[00:01:34.000 --> 00:01:37.000]  所以自此之後坐飛機都久了很多
[00:01:37.000 --> 00:01:44.000]  現在數回武漢爆發肺炎是1月23日
[00:01:44.000 --> 00:01:47.000]  現在都差不多兩年多三年
[00:01:47.000 --> 00:01:54.000]  本來這一陣子個人期望比較平常化
[00:01:54.000 --> 00:01:57.000]  大家記得3月爆發我全家中招
[00:01:57.000 --> 00:02:00.000]  中招我反而不太悲慘覺得好事
[00:02:00.000 --> 00:02:03.000]  因為牧師中招港島都有力
[00:02:03.000 --> 00:02:05.000]  過敏感多些
[00:02:05.000 --> 00:02:07.000]  只是不舒服幾天
[00:02:07.000 --> 00:02:09.000]  都打了針
[00:02:09.000 --> 00:02:11.000]  我兒子在英國讀書中了兩次
[00:02:11.000 --> 00:02:13.000]  Omicron做一次Delta做一次
[00:02:13.000 --> 00:02:16.000]  Delta那次比較重
[00:02:16.000 --> 00:02:19.000]  試過短期吃東西沒甚麼味道
[00:02:19.000 --> 00:02:21.000]  Omicron就比較輕
[00:02:21.000 --> 00:02:29.000]  所以見到高峰期被迫很多學生不能住宿
[00:02:29.000 --> 00:02:32.000]  後來到5月左右開始慢慢開服
[00:02:32.000 --> 00:02:35.000]  暑假剛好去英國探望兒子
[00:02:35.000 --> 00:02:37.000]  兒子大學畢業
[00:02:37.000 --> 00:02:41.000]  我們下飛機就決定戴不戴口罩
[00:02:41.000 --> 00:02:43.000]  戴了一陣子但英國很熱
[00:02:43.000 --> 00:02:45.000]  最後就不戴了
[00:02:45.000 --> 00:02:47.000]  一不戴就沒戴一個月
[00:02:47.000 --> 00:02:49.000]  所以香港戴回有點不習慣
[00:02:49.000 --> 00:02:55.000]  所以發覺兩個地的共存和非共存是兩個世界
[00:02:55.000 --> 00:02:58.000]  去到那邊差不多九成多人都不戴
[00:02:58.000 --> 00:03:00.000]  中間有幾天我去了意大利
[00:03:00.000 --> 00:03:05.000]  意大利還有少量要求人們戴
[00:03:05.000 --> 00:03:10.000]  坐火車、地鐵、巴士原則上是戴的
[00:03:10.000 --> 00:03:13.000]  但人們出街時不戴
[00:03:13.000 --> 00:03:15.000]  臨時搶巴士戴
[00:03:15.000 --> 00:03:19.000]  人們隨便在袋裡掩一個髒髒的口罩
[00:03:19.000 --> 00:03:21.000]  遮住一下
[00:03:21.000 --> 00:03:23.000]  戴口罩的效益沒用
[00:03:23.000 --> 00:03:25.000]  因為口罩隨時用了五六次
[00:03:25.000 --> 00:03:27.000]  純粹是為了法例
[00:03:27.000 --> 00:03:29.000]  後來警察都不理會
[00:03:29.000 --> 00:03:31.000]  坐巴士都不戴
[00:03:31.000 --> 00:03:35.000]  所以世界有很多不同的規矩在發生
[00:03:35.000 --> 00:03:37.000]  在這個規矩發生中
[00:03:37.000 --> 00:03:39.000]  香港面對疫情
[00:03:39.000 --> 00:03:42.000]  國安法時代移民潮時代
[00:03:42.000 --> 00:03:45.000]  動盪都很深
[00:03:45.000 --> 00:03:46.000]  舉個例子
[00:03:46.000 --> 00:03:50.000]  最近開學聽到不同工去探望不同教會
[00:03:50.000 --> 00:03:52.000]  有什麼觀察
[00:03:52.000 --> 00:03:56.000]  其中一個觀察是部分幼稚園收生很少
[00:03:56.000 --> 00:04:00.000]  最近有些幼稚園,特別不是最高級的幼稚園
[00:04:00.000 --> 00:04:03.000]  收生很少就影響營運經濟
[00:04:03.000 --> 00:04:11.000]  有些教會因為移民潮最多人是40歲中產的家庭
[00:04:11.000 --> 00:04:13.000]  連同小朋友一起走
[00:04:13.000 --> 00:04:15.000]  所以影響至少兩批
[00:04:15.000 --> 00:04:19.000]  小朋友那班主學又倒
[00:04:19.000 --> 00:04:23.000]  家庭部、夫婦部又倒
[00:04:23.000 --> 00:04:28.000]  第三群體是老人家留在香港
[00:04:28.000 --> 00:04:30.000]  如果老人家家裡親友不多
[00:04:30.000 --> 00:04:34.000]  老人家照顧有些事情比較困難
[00:04:34.000 --> 00:04:37.000]  所以移民潮都產生很多動盪
[00:04:37.000 --> 00:04:40.000]  但今次世界性
[00:04:40.000 --> 00:04:43.000]  世界動盪超過我們想像
[00:04:43.000 --> 00:04:44.000]  看新聞
[00:04:44.000 --> 00:04:48.000]  歐洲經歷500年來的旱災
[00:04:48.000 --> 00:04:49.000]  不是50年
[00:04:49.000 --> 00:04:51.000]  是500年
[00:04:51.000 --> 00:04:53.000]  500年真是恐怖
[00:04:53.000 --> 00:04:56.000]  連以前打仗沉船的船都看到
[00:04:56.000 --> 00:05:04.000]  中國的旱災和封城都很嚴峻
[00:05:04.000 --> 00:05:07.000]  其實這張照片我都很深刻
[00:05:07.000 --> 00:05:10.000]  那裡是四川
[00:05:10.000 --> 00:05:12.000]  後面是山火
[00:05:12.000 --> 00:05:16.000]  但山火下面的地方一樣要檢疫
[00:05:16.000 --> 00:05:17.000]  有時很難想像
[00:05:17.000 --> 00:05:20.000]  好像最近新聞地震都要檢疫
[00:05:20.000 --> 00:05:24.000]  艱難度很深
[00:05:24.000 --> 00:05:30.000]  我聽到很多基層大陸人失業都很嚴峻
[00:05:30.000 --> 00:05:31.000]  大山失業
[00:05:31.000 --> 00:05:35.000]  有些地區的公務員要減薪四成等等故事
