
[00:00:00.000 --> 00:00:02.000]  一段時間沒有回來教會
[00:00:02.000 --> 00:00:04.000]  我發現突然間多了很多人
[00:00:04.000 --> 00:00:06.000]  感謝耶穌
[00:00:06.000 --> 00:00:09.000]  剛才當敬拜到第三首歌的時候
[00:00:09.000 --> 00:00:11.000]  我突然間有一個很深的感受
[00:00:11.000 --> 00:00:13.000]  上帝好像似乎跟我們說
[00:00:13.000 --> 00:00:17.000]  這是一個不單止是一個醫治的時間
[00:00:17.000 --> 00:00:22.000]  同時間這是一個我們作為耶穌基督門徒群體的一份子
[00:00:22.000 --> 00:00:25.000]  這是一個我們起來發揮影響力的時候
[00:00:25.000 --> 00:00:26.000]  可不可以說Amen
[00:00:26.000 --> 00:00:29.000]  的確上帝是這樣來呼召我們
[00:00:29.000 --> 00:00:31.000]  在開始分享之前我們有一個禱告
[00:00:31.000 --> 00:00:33.000]  天父我們感謝祢
[00:00:33.000 --> 00:00:36.000]  今天我們回來教會敬拜祢
[00:00:36.000 --> 00:00:38.000]  我們來領受祢的話語
[00:00:38.000 --> 00:00:40.000]  神父求祢幫助我們
[00:00:40.000 --> 00:00:42.000]  我們今天不是來聽人的說話
[00:00:42.000 --> 00:00:45.000]  因為影響力對我們不會有太大的幫助
[00:00:45.000 --> 00:00:48.000]  但主唯有祢的聖靈吸引我們
[00:00:48.000 --> 00:00:50.000]  來聽祢的話
[00:00:50.000 --> 00:00:52.000]  祢的聖靈在我們生命當中
[00:00:52.000 --> 00:00:53.000]  在我們每一個的電影節目裡
[00:00:53.000 --> 00:00:56.000]  個別來跟我們的心說話
[00:00:56.000 --> 00:01:01.000]  以致到主我們知道祢對我們生命的吩咐
[00:01:01.000 --> 00:01:02.000]  祢對我們的呼召
[00:01:02.000 --> 00:01:04.000]  祢對我們的心意
[00:01:04.000 --> 00:01:05.000]  主我們感謝祢
[00:01:05.000 --> 00:01:07.000]  求祢就這樣來祝福這個時間的聖靈
[00:01:07.000 --> 00:01:09.000]  讓我們同在充滿我們每一個
[00:01:09.000 --> 00:01:11.000]  聽我們祈禱奉耶穌的名字
[00:01:11.000 --> 00:01:13.000]  Amen
[00:01:13.000 --> 00:01:15.000]  電影節目開始說到之前
[00:01:15.000 --> 00:01:17.000]  我都自我介紹一下
[00:01:17.000 --> 00:01:20.000]  因為可能如果你是近這一兩個月才回來
[00:01:20.000 --> 00:01:22.000]  返回元朗的電影節目
[00:01:22.000 --> 00:01:24.000]  可能就不是很認識我
[00:01:24.000 --> 00:01:25.000]  我叫做Terry
[00:01:25.000 --> 00:01:27.000]  我以往十幾年的時間
[00:01:27.000 --> 00:01:30.000]  都在教會當中做木工的工作
[00:01:30.000 --> 00:01:32.000]  疫情之後我就進入了
[00:01:32.000 --> 00:01:34.000]  我現在服務的機構
[00:01:34.000 --> 00:01:37.000]  叫做香港福音武術事工
[00:01:37.000 --> 00:01:39.000]  聽到武術就覺得很奇怪
[00:01:39.000 --> 00:01:41.000]  為什麼武術和福音可以連在一起
[00:01:41.000 --> 00:01:43.000]  因為我自己服務的機構
[00:01:43.000 --> 00:01:47.000]  是以武術和運動作為主題的福音機構
[00:01:47.000 --> 00:01:49.000]  變了很多時候
[00:01:49.000 --> 00:01:51.000]  在當中我自己的工作
[00:01:51.000 --> 00:01:53.000]  除了有時候星期天要代表機構
[00:01:53.000 --> 00:01:55.000]  去不同的教會做分享
[00:01:55.000 --> 00:01:57.000]  或者去學校分享之外
[00:01:57.000 --> 00:01:59.000]  其實大部分的情況
[00:01:59.000 --> 00:02:01.000]  我都是像一個運動教練
[00:02:01.000 --> 00:02:03.000]  星期一至五的工作
[00:02:03.000 --> 00:02:07.000]  我包括是一個功夫的教練
[00:02:07.000 --> 00:02:11.000]  我教一些武術的課程
[00:02:11.000 --> 00:02:13.000]  同時間是一個伸展治療師
[00:02:13.000 --> 00:02:15.000]  會幫人處理一些痛症的問題
[00:02:15.000 --> 00:02:17.000]  也會在不同的教會
[00:02:17.000 --> 00:02:20.000]  去教一些痛症的伸展班等等
[00:02:20.000 --> 00:02:22.000]  待會在我分享當中
[00:02:22.000 --> 00:02:24.000]  我會再多說一些這部分
[00:02:24.000 --> 00:02:26.000]  今天想和大家分享的題目
[00:02:26.000 --> 00:02:30.000]  就是要在職場當主的門徒
[00:02:30.000 --> 00:02:34.000]  我相信大家都是在職場當中
[00:02:34.000 --> 00:02:36.000]  大家都是在職場當中
[00:02:36.000 --> 00:02:38.000]  是有工作的
[00:02:38.000 --> 00:02:40.000]  你想不想在你的工作場所
[00:02:40.000 --> 00:02:42.000]  或者在你自己生活的環境當中
[00:02:42.000 --> 00:02:44.000]  更能夠為主發揮影響力
[00:02:44.000 --> 00:02:46.000]  想是吧
[00:02:46.000 --> 00:02:49.000]  所以這一課是關你事的
[00:02:49.000 --> 00:02:51.000]  和你旁邊的人說這一課是關你事的
[00:02:51.000 --> 00:02:58.000]  頂姐妹當我們說到
[00:02:58.000 --> 00:03:00.000]  要來作門徒的時候
[00:03:00.000 --> 00:03:03.000]  我相信對於不少的頂姐妹來說
[00:03:03.000 --> 00:03:05.000]  你都經常在教會
[00:03:05.000 --> 00:03:07.000]  或者無論是在Divine
[00:03:07.000 --> 00:03:09.000]  或者以往你回過的教會當中
[00:03:09.000 --> 00:03:12.000]  你都會聽過關於作門徒這件事情
[00:03:12.000 --> 00:03:15.000]  也都不同的教會
[00:03:15.000 --> 00:03:18.000]  很多時候都會有不同的課程
[00:03:18.000 --> 00:03:21.000]  或者一些門徒訓練的program
[00:03:21.000 --> 00:03:25.000]  去幫助頂姐妹更加好地成為一個耶穌的門徒
[00:03:25.000 --> 00:03:29.000]  但很多時候當我們來參與這些訓練的時候
[00:03:29.000 --> 00:03:31.000]  往往我們都會有一個誤解
[00:03:31.000 --> 00:03:33.000]  我們經常都覺得作主門徒
[00:03:33.000 --> 00:03:35.000]  為什麼教會經常想我們作主門徒
[00:03:35.000 --> 00:03:39.000]  是因為教會需要有義工
[00:03:39.000 --> 00:03:43.000]  因為教會需要有侍奉人員
