
[00:00:00.000 --> 00:00:04.600]  最後一個星期我們會講一個新的遇見
[00:00:04.600 --> 00:00:07.600]  一個跟神相遇的時候
[00:00:07.600 --> 00:00:11.000]  在開始之前,突然間彈起一些東西
[00:00:11.000 --> 00:00:14.000]  又記得了,順便先講一下,不然我會忘記的
[00:00:14.000 --> 00:00:18.600]  剛才,出文提到我們有很漂亮的佈置
[00:00:18.600 --> 00:00:22.600]  其實真的很漂亮,簡單而有氣氛又優雅
[00:00:22.600 --> 00:00:26.600]  好像我們當中一樣,很樸素,但又很優雅
[00:00:26.600 --> 00:00:33.600]  很有質素,都是頂姐妹幫忙去佈置
[00:00:33.600 --> 00:00:40.600]  但你會看到,送完牌後,那張桌子後面有些揮春
[00:00:40.600 --> 00:00:45.600]  亦都是頂姐妹很有心地寫了一些揮春
[00:00:45.600 --> 00:00:48.600]  你會看到那邊,將這個祝福
[00:00:48.600 --> 00:00:53.600]  過年都可以臨在我們和身邊的人那裡
[00:00:53.600 --> 00:00:58.600]  你們可以隨便去那裡有一個愛心奉獻,然後拿走
[00:00:58.600 --> 00:01:01.600]  講起金融,想起這件事
[00:01:01.600 --> 00:01:06.600]  奉獻的事從來不作難,不需要覺得勉強
[00:01:06.600 --> 00:01:10.600]  雖然我經常說叫大家奉獻,這純粹是一個鼓勵
[00:01:10.600 --> 00:01:12.600]  希望大家都有一個很愉快的節日
[00:01:12.600 --> 00:01:16.600]  我們可以一起去,都可以貢獻在神的國度
[00:01:16.600 --> 00:01:18.600]  好了,回到這裡
[00:01:18.600 --> 00:01:23.600]  今天我們的主題是神的話語
[00:01:23.600 --> 00:01:27.600]  說到話語,好像在說language,令我想起什麼呢
[00:01:27.600 --> 00:01:32.600]  令我想起元朗葡萄神教會是一個相語的教會
[00:01:32.600 --> 00:01:37.600]  相語教會,所以大家都這麼好相語
[00:01:37.600 --> 00:01:39.600]  偶爾會有這些事,不好意思
[00:01:39.600 --> 00:01:42.600]  忍不住,我沒有在裡面,但真的忍不住
[00:01:42.600 --> 00:01:44.600]  因為大家好好相語
[00:01:44.600 --> 00:01:50.600]  相語教會,但你知道,其實Define Church是一間英文教會
[00:01:50.600 --> 00:01:54.600]  過去二十多年在灣仔是一間英文教會
[00:01:54.600 --> 00:01:57.600]  我還沒有在這裡之前,其實我已經是那間教會的一個教師
[00:01:57.600 --> 00:02:02.600]  我想說,我能夠在Define成為一個教師
[00:02:02.600 --> 00:02:04.600]  其實對我來說是一個神蹟
[00:02:04.600 --> 00:02:07.600]  為什麼說是一個神蹟呢?因為其實從小到大
[00:02:07.600 --> 00:02:09.600]  其實我的英文都很差
[00:02:09.600 --> 00:02:11.600]  是的,真的很差
[00:02:11.600 --> 00:02:16.600]  差到由我小學二年級到我會考repeat
[00:02:16.600 --> 00:02:18.600]  我的英文都是不合格的
[00:02:18.600 --> 00:02:20.600]  有沒有聽過trypick
[00:02:20.600 --> 00:02:25.600]  那些我不是在讀中五,但我再考會考
[00:02:25.600 --> 00:02:28.600]  不然搞不定,我好像前路茫茫
[00:02:28.600 --> 00:02:31.600]  第三年考會考就FFEE
[00:02:31.600 --> 00:02:33.600]  有多少人是需要考會考的?
[00:02:33.600 --> 00:02:36.600]  小時候不要舉手了,免得表露年齡
[00:02:36.600 --> 00:02:38.600]  會考的師兄在那裡
[00:02:38.600 --> 00:02:43.600]  FFEE四個paper,拉到合格
[00:02:43.600 --> 00:02:47.600]  因為小學的時候除了英文之外
[00:02:47.600 --> 00:02:49.600]  其他成績都很好
[00:02:49.600 --> 00:02:56.600]  當時大家都會爭先考入英文中學
[00:02:56.600 --> 00:02:59.600]  入了一間英文中學,終於很開心
[00:02:59.600 --> 00:03:04.600]  但是你要知道初中的時候
[00:03:04.600 --> 00:03:08.600]  我不知道大家讀初中的時候要讀多少科
[00:03:08.600 --> 00:03:10.600]  我要讀13科
[00:03:10.600 --> 00:03:14.600]  13科裡面有10科都要用英文
[00:03:14.600 --> 00:03:15.600]  那就糟糕了
[00:03:15.600 --> 00:03:20.600]  基本上我的青春期都是在充滿挫折、挫敗
[00:03:20.600 --> 00:03:24.600]  和自信心的自我質疑當中去成長
[00:03:24.600 --> 00:03:26.600]  回想起幼稚園的時候
[00:03:26.600 --> 00:03:29.600]  這裡有很多幼稚園的小朋友
[00:03:29.600 --> 00:03:31.600]  我記得很深刻
[00:03:31.600 --> 00:03:34.600]  印象是上課
[00:03:34.600 --> 00:03:38.600]  老師不是那些happy school
[00:03:38.600 --> 00:03:39.600]  那時候沒有happy school
[00:03:39.600 --> 00:03:44.600]  要對著黑板捉人去問那些什麼字
[00:03:44.600 --> 00:03:47.600]  我很害怕,因為我真的不懂那些字
[00:03:47.600 --> 00:03:50.600]  老師很厲害,他知道我不懂,就捉我
[00:03:50.600 --> 00:03:52.600]  在我當時小時候
[00:03:52.600 --> 00:03:56.600]  他的表達方式好像令我被羞辱
[00:03:56.600 --> 00:03:58.600]  在那班裡面
[00:03:58.600 --> 00:04:01.600]  他是不是被老師羞辱
[00:04:01.600 --> 00:04:03.600]  應該不是
[00:04:03.600 --> 00:04:06.600]  我們這裡的老師很有愛心
[00:04:06.600 --> 00:04:08.600]  但是那個老師所做的事
[00:04:08.600 --> 00:04:10.600]  他幫了我一件事
[00:04:10.600 --> 00:04:11.600]  我記得那個字
[00:04:11.600 --> 00:04:12.600]  到今天都記得
[00:04:12.600 --> 00:04:14.600]  是一個blackboard
[00:04:14.600 --> 00:04:16.600]  黑板
[00:04:16.600 --> 00:04:17.600]  現在我們已經沒有黑板了
[00:04:17.600 --> 00:04:19.600]  那時候都不知道教來做什麼
[00:04:19.600 --> 00:04:21.600]  當然不知道幾十年後沒有黑板
[00:04:21.600 --> 00:04:24.600]  但是原來這個是他的方法讓我記得
[00:04:24.600 --> 00:04:26.600]  但是讓我又怎樣呢
[00:04:26.600 --> 00:04:28.600]  原來我對英文可能就是由那時候開始
[00:04:28.600 --> 00:04:30.600]  產生了一個恐懼
[00:04:30.600 --> 00:04:32.600]  我很怕,我很怕別人問我英文
[00:04:32.600 --> 00:04:34.600]  我很怕英文
[00:04:34.600 --> 00:04:35.600]  簡單來說
[00:04:35.600 --> 00:04:40.600]  英文已經成為了我人生中最大的污點
[00:04:40.600 --> 00:04:42.600]  還有最大的恐懼
[00:04:42.600 --> 00:04:45.600]  但是十幾年前
[00:04:45.600 --> 00:04:48.600]  我去了一間幾十人的family church
[00:04:48.600 --> 00:04:50.600]  那些什麼叫family church呢
[00:04:50.600 --> 00:04:51.600]  就是只有幾個family的church
[00:04:51.600 --> 00:04:53.600]  那些真的是family church
[00:04:53.600 --> 00:04:55.600]  那裡缺志信主
[00:04:55.600 --> 00:04:57.600]  信了主之後
[00:04:57.600 --> 00:04:59.600]  如果早幾個禮拜
[00:04:59.600 --> 00:05:01.600]  大家有在崇拜裡面聽到我說的
[00:05:01.600 --> 00:05:03.600]  我經歷了人生的一個低潮
[00:05:03.600 --> 00:05:05.600]  就是很多事情發生在自己的生命上
[00:05:05.600 --> 00:05:07.600]  掉到谷底
[00:05:07.600 --> 00:05:09.600]  那些所謂人又老
[00:05:09.600 --> 00:05:10.600]  錢又沒有
[00:05:10.600 --> 00:05:12.600]  老婆又走老那些呢
[00:05:12.600 --> 00:05:14.600]  雖然我那時候二十多歲
[00:05:14.600 --> 00:05:15.600]  還沒有結婚
[00:05:15.600 --> 00:05:17.600]  但是感覺就是好像沒有希望
[00:05:17.600 --> 00:05:19.600]  但是神很奇妙的
[00:05:19.600 --> 00:05:21.600]  他帶了我回divine church
[00:05:21.600 --> 00:05:23.600]  那什麼叫做做夢都沒有想過
[00:05:23.600 --> 00:05:25.600]  這些就是做夢都沒有想過
[00:05:25.600 --> 00:05:27.600]  無端端信了主還回到英文教會
[00:05:27.600 --> 00:05:32.600]  在一間英文教會裡面崇拜
[00:05:32.600 --> 00:05:33.600]  如果大家上個禮拜在這裡
[00:05:33.600 --> 00:05:35.600]  你有聽Pastor Andrew的講道
[00:05:35.600 --> 00:05:39.600]  當年哪有Pastor Chapman的翻譯這麼幸福
[00:05:39.600 --> 00:05:40.600]  是不是
[00:05:40.600 --> 00:05:43.600]  我聽得明Andrew大概三成
[00:05:43.600 --> 00:05:46.600]  不知道大家聽得明會不會多過我
[00:05:46.600 --> 00:05:49.600]  大家有沒有聽過Pastor John's logo的講道
[00:05:49.600 --> 00:05:50.600]  有吧
[00:05:50.600 --> 00:05:52.600]  就是剛剛上年十二月三十一日
[00:05:52.600 --> 00:05:54.600]  他為我們講道
[00:05:54.600 --> 00:05:56.600]  我聽得明一成左右
[00:05:56.600 --> 00:05:57.600]  一成左右
[00:05:57.600 --> 00:06:02.600]  另外那時候還有一位外籍西人牧師
[00:06:02.600 --> 00:06:04.600]  他也會恆常講道
[00:06:04.600 --> 00:06:05.600]  我坐在這裡
[00:06:05.600 --> 00:06:07.600]  我在這裡聽
[00:06:07.600 --> 00:06:08.600]  講完
[00:06:08.600 --> 00:06:10.600]  我只有一個問題
[00:06:10.600 --> 00:06:12.600]  他說什麼
[00:06:12.600 --> 00:06:13.600]  他說什麼
[00:06:13.600 --> 00:06:15.600]  當然了
[00:06:15.600 --> 00:06:16.600]  可能對你們來說
[00:06:16.600 --> 00:06:18.600]  母語都會問這個問題
[00:06:18.600 --> 00:06:20.600]  你聽完之後會問他說什麼
[00:06:20.600 --> 00:06:22.600]  希望不會這樣
[00:06:22.600 --> 00:06:24.600]  聖靈幫助大家
[00:06:24.600 --> 00:06:26.600]  希望聖靈
[00:06:26.600 --> 00:06:27.600]  Debra很開心
[00:06:27.600 --> 00:06:30.600]  作為一個過去的傳道人有很多這些經歷
[00:06:30.600 --> 00:06:34.600]  但很奇妙的一件事
[00:06:34.600 --> 00:06:38.600]  我每一次都有一個很重要的訊息拿走
[00:06:38.600 --> 00:06:41.600]  不管我是明三成還是一成
[00:06:41.600 --> 00:06:43.600]  明一點點不會完全不明白
[00:06:43.600 --> 00:06:45.600]  但其實每一次都有一個訊息拿走
[00:06:45.600 --> 00:06:47.600]  很奇妙
[00:06:47.600 --> 00:06:48.600]  不用多
[00:06:48.600 --> 00:06:49.600]  一個就夠了
[00:06:49.600 --> 00:06:50.600]  這個訊息
[00:06:50.600 --> 00:06:51.600]  這個得著
[00:06:51.600 --> 00:06:53.600]  其實一直吸引著我
[00:06:53.600 --> 00:06:55.600]  吸引著我繼續崇拜
[00:06:55.600 --> 00:06:56.600]  英文崇拜
[00:06:56.600 --> 00:06:58.600]  繼續自己去查經
[00:06:58.600 --> 00:07:00.600]  去查英文聖經
[00:07:00.600 --> 00:07:02.600]  去參與一些小組
[00:07:02.600 --> 00:07:03.600]  英文小組
[00:07:03.600 --> 00:07:04.600]  就是這樣
[00:07:04.600 --> 00:07:07.600]  我就浸在一個英語的環境裡面
[00:07:07.600 --> 00:07:09.600]  但其實
[00:07:09.600 --> 00:07:11.600]  雖然我一直是越聽越多
[00:07:11.600 --> 00:07:13.600]  其實我越聽越明白
[00:07:13.600 --> 00:07:15.600]  不過總有些地方就是
[00:07:15.600 --> 00:07:16.600]  我說不出來
[00:07:16.600 --> 00:07:21.600]  我不能夠用英文跟人流暢舒暢地溝通
[00:07:21.600 --> 00:07:26.600]  我知道其實很多人對語言上的外語都是這樣
[00:07:26.600 --> 00:07:27.600]  究竟是
[00:07:27.600 --> 00:07:28.600]  為什麼呢
[00:07:28.600 --> 00:07:29.600]  究竟是什麼原因呢
[00:07:29.600 --> 00:07:31.600]  我發覺
[00:07:31.600 --> 00:07:35.600]  原來有一樣東西是幫助到我明白這件事
[00:07:35.600 --> 00:07:38.600]  因為我在當年有一個突破
[00:07:38.600 --> 00:07:41.600]  那個突破就是我開始服事
[00:07:41.600 --> 00:07:43.600]  當我開始服事的時候
[00:07:43.600 --> 00:07:45.600]  例如我去做歡迎團隊
[00:07:45.600 --> 00:07:46.600]  當時用英文
[00:07:46.600 --> 00:07:48.600]  那時候有一個正義會議
[00:07:48.600 --> 00:07:49.600]  我幫人去登記
[00:07:49.600 --> 00:07:50.600]  一些
[00:07:50.600 --> 00:07:52.600]  其實可能是小小的服事
[00:07:52.600 --> 00:07:54.600]  我去行程
[00:07:54.600 --> 00:07:56.600]  去菲律賓
[00:07:56.600 --> 00:07:59.600]  然後用英文去為人祈禱
[00:07:59.600 --> 00:08:01.600]  或者為一些英文人祈禱
[00:08:01.600 --> 00:08:03.600]  為一些外籍人士祈禱
[00:08:03.600 --> 00:08:06.600]  原來這些行動幫我衝破了一個心理關口
[00:08:06.600 --> 00:08:08.600]  我不再害怕
[00:08:08.600 --> 00:08:11.600]  我不再怕被人取笑
[00:08:11.600 --> 00:08:14.600]  我也不再怕說得不好
[00:08:14.600 --> 00:08:15.600]  原因是
[00:08:15.600 --> 00:08:17.600]  其實我只有一個目的
[00:08:17.600 --> 00:08:20.600]  我的目的就是透過我的溝通
[00:08:20.600 --> 00:08:23.600]  去跟人相處
[00:08:23.600 --> 00:08:25.600]  我能夠衝破這一切
[00:08:25.600 --> 00:08:26.600]  因為我知道
[00:08:26.600 --> 00:08:28.600]  我最終的目的是去服事
[00:08:28.600 --> 00:08:30.600]  言語怎樣說都不重要
[00:08:30.600 --> 00:08:32.600]  最重要的是我能夠溝通
[00:08:32.600 --> 00:08:35.600]  最重要的是我能夠去服事
[00:08:35.600 --> 00:08:39.600]  這個衍生到今天的題目是很重要
[00:08:39.600 --> 00:08:43.600]  原來語言最重要是說我們的心態
[00:08:43.600 --> 00:08:48.600]  今天不是跟大家說如何學習英語
[00:08:48.600 --> 00:08:51.600]  也希望大家完成崇拜之後
[00:08:51.600 --> 00:08:54.600]  不要只回到11點半的英文崇拜
[00:08:54.600 --> 00:08:58.600]  9點半的廣東話崇拜需要大家
[00:08:58.600 --> 00:09:02.600]  但我發現我跟英文的新碰撞
