
[00:00:00.000 --> 00:00:02.000]   Good morning, everybody.
[00:00:02.000 --> 00:00:05.000]   You guys are a little asleep, but that's okay.
[00:00:05.000 --> 00:00:07.000]   Okay, so I have a question for you.
[00:00:07.000 --> 00:00:12.000]   You know those people, those people with kids,
[00:00:12.000 --> 00:00:19.000]   those people with kids who can do the smallest, most insignificant thing,
[00:00:19.000 --> 00:00:23.000]   and they'll freak out about how their kid's a genius.
[00:00:23.000 --> 00:00:26.000]   Like their kid could pick their nose and show it to mom and dad,
[00:00:26.000 --> 00:00:29.000]   and mom and dad will be like, "Oh my God, he's going to Harvard!"
[00:00:29.000 --> 00:00:31.000]   You guys know those people?
[00:00:31.000 --> 00:00:32.000]   Ugh.
[00:00:32.000 --> 00:00:35.000]   I've become one of those people.
[00:00:35.000 --> 00:00:40.000]   My son, Elias James Armstrong, is one year, three months.
[00:00:40.000 --> 00:00:42.000]   I want to clarify, he's not 15 months.
[00:00:42.000 --> 00:00:46.000]   When you hit the one-year mark, we start saying one year in certain months.
[00:00:46.000 --> 00:00:48.000]   He's not 15 months. He's one year and three months.
[00:00:48.000 --> 00:00:53.000]   And actually, recently, I've become convinced that little Elias is also a genius.
[00:00:53.000 --> 00:00:55.000]   And I post about it all over my social media,
[00:00:55.000 --> 00:00:57.000]   so I'm sorry if you feel like I'm spamming you.
[00:00:57.000 --> 00:00:59.000]   But this is what he's done recently.
[00:00:59.000 --> 00:01:03.000]   I've asked him, I said, "You can literally ask him any question in the world."
[00:01:03.000 --> 00:01:04.000]   Kind of.
[00:01:04.000 --> 00:01:10.000]   "You can ask him any question that has to do with animals and what sounds they'll make."
[00:01:10.000 --> 00:01:11.000]   And he'll give you the right answer.
[00:01:11.000 --> 00:01:17.000]   So you can go up to Elias and you'll say, "Elias, what sound does a lion make?"
[00:01:17.000 --> 00:01:20.000]   And Elias will like, kind of curl up a little bit,
[00:01:20.000 --> 00:01:22.000]   he'll put his arms up and he'll go, "Ahh!"
[00:01:22.000 --> 00:01:25.000]   And it's pretty cute.
[00:01:25.000 --> 00:01:28.000]   Second one, you can ask him, "Elias, what sound does a puppy make?"
[00:01:28.000 --> 00:01:30.000]   Now, not a dog, what sound does a puppy make?
[00:01:30.000 --> 00:01:32.000]   And he won't, kind of like, bark, bark.
[00:01:32.000 --> 00:01:35.000]   He'll put his hands up and go, "Arf, arf!"
[00:01:35.000 --> 00:01:38.000]   And he literally sounds like a puppy. It's absolutely adorable.
[00:01:38.000 --> 00:01:41.000]   And there's one animal that he just hasn't gotten quite down yet.
[00:01:41.000 --> 00:01:44.000]   You can ask him, "Elias, what sound does a cow make?"
[00:01:44.000 --> 00:01:48.000]   Now, we read all these books about cows and cows jumping over the moon,
[00:01:48.000 --> 00:01:50.000]   and we even say the moon word, "moon."
[00:01:50.000 --> 00:01:51.000]   He doesn't get it.
[00:01:51.000 --> 00:01:52.000]   If you ask him, "What sound does a cow make?"
[00:01:52.000 --> 00:01:56.000]   Elias will look at you and he'll make a sound that I like to describe
[00:01:56.000 --> 00:02:01.000]   as a vacuum cleaner crossed over with helium.
[00:02:01.000 --> 00:02:04.000]   And it sounds a little bit like, "Ahh!"
[00:02:04.000 --> 00:02:07.000]   And the crazy thing is that he does it every single sound.
[00:02:07.000 --> 00:02:12.000]   Like, he's committed to that sound being what sound a cow makes.
[00:02:12.000 --> 00:02:14.000]   Recently, I decided to push my luck a little bit.
[00:02:14.000 --> 00:02:17.000]   I said, "I want to see if Elias knew what Daddy said."
[00:02:17.000 --> 00:02:20.000]   So I asked him the question, "Elias, what does Dada say?"
[00:02:20.000 --> 00:02:25.000]   Now, clarification, my wife did carry this baby for nine months,
[00:02:25.000 --> 00:02:28.000]   and she wakes up in the middle of the night, and she feeds him,
[00:02:28.000 --> 00:02:31.000]   and she prays for him, and does all the great things.
[00:02:31.000 --> 00:02:33.000]   But I'm the fun parent at home.
[00:02:33.000 --> 00:02:36.000]   I'm the one doing all the crazy things, breaking all the rules,
[00:02:36.000 --> 00:02:39.000]   doing the things you shouldn't do, feeding him cake when he shouldn't have cake,
[00:02:39.000 --> 00:02:40.000]   all the fun things.
[00:02:40.000 --> 00:02:43.000]   So, you know, we dance together, we listen to BTS together,
[00:02:43.000 --> 00:02:46.000]   we do hand motions together, we do all of it.
[00:02:46.000 --> 00:02:51.000]   For that reason, I expected him to give a very fun, lively,
[00:02:51.000 --> 00:02:53.000]   something that reflected me kind of answer.
[00:02:53.000 --> 00:02:56.000]   So we asked Elias, "Elias, what does Dada say?"
[00:02:56.000 --> 00:03:04.000]   He looks at me, and he goes, "Ffff, ffff, ffff, ffff, ffff."
[00:03:04.000 --> 00:03:06.000]   Not really the sound I was going for.
[00:03:06.000 --> 00:03:10.000]   So fun fact, I have the worst allergies in the world.
[00:03:10.000 --> 00:03:13.000]   Every morning when I wake up, I go straight to the bathroom,
[00:03:13.000 --> 00:03:18.000]   and I blow my nose, and I make that horrible, terrible sound,
[00:03:18.000 --> 00:03:20.000]   trying to get all the nastiness out.
[00:03:20.000 --> 00:03:25.000]   And my son has somehow attributed that to what sound Daddy makes.
[00:03:25.000 --> 00:03:28.000]   I've somehow become an influencer, y'all.
[00:03:28.000 --> 00:03:30.000]   My kid gets it. Daddy makes the ffff sound.
[00:03:30.000 --> 00:03:34.000]   I'm pretty frustrated by that. I don't like it. I don't like it at all.
[00:03:34.000 --> 00:03:41.000]   But it has shown me that in like the small, simple ways,
[00:03:41.000 --> 00:03:43.000]   I've been able to influence him.
[00:03:43.000 --> 00:03:45.000]   I've been able to have some kind of impact on his life.
[00:03:45.000 --> 00:03:48.000]   Not the impact I want. Hopefully I'll have better impact in the future.
[00:03:48.000 --> 00:03:52.000]   But my silly little nose-blowing moment every single morning
[00:03:52.000 --> 00:03:58.000]   has somehow influenced him, and it's taught me a little bit about the power of influence.
[00:03:58.000 --> 00:04:01.000]   It wasn't something grand that I did. It's something subtle.
[00:04:01.000 --> 00:04:04.000]   It wasn't even for him. It was in the bathroom away from him.
[00:04:04.000 --> 00:04:06.000]   But somehow he's been influenced.
[00:04:06.000 --> 00:04:11.000]   He's been impacted by just that little small thing.
[00:04:11.000 --> 00:04:15.000]   I've learned that influence is very similar to that.
[00:04:15.000 --> 00:04:19.000]   It's not about status in society or even your social media followers.
[00:04:19.000 --> 00:04:21.000]   We feel a little blue tick.
[00:04:21.000 --> 00:04:23.000]   Does anyone here have a blue tick, by the way?
[00:04:23.000 --> 00:04:25.000]   Influencers? Okay, cool.
[00:04:25.000 --> 00:04:28.000]   Influence is measured differently than the way that we might think.
[00:04:28.000 --> 00:04:32.000]   It's actually about the impact that can take place
[00:04:32.000 --> 00:04:36.000]   in the small ways that we engage with one another.
[00:04:36.000 --> 00:04:41.000]   Our little decisions, what we stand for, what we do or perhaps what we don't do.
[00:04:41.000 --> 00:04:44.000]   It's our little decisions and how we interact.
[00:04:44.000 --> 00:04:50.000]   That's the kind of stuff that will affect people indirectly and in tangible ways.
[00:04:50.000 --> 00:04:53.000]   Without being forceful, without commanding it,
[00:04:53.000 --> 00:04:56.000]   we can produce an effect on others all around us.
[00:04:56.000 --> 00:04:58.000]   This is influence.
[00:04:58.000 --> 00:05:00.000]   It's something simple.
[00:05:00.000 --> 00:05:03.000]   It happens every single day of your life and we're just not aware of it.
[00:05:03.000 --> 00:05:05.000]   Look at it this way.
[00:05:05.000 --> 00:05:09.000]   Our impact is a direct byproduct of our influence.
[00:05:09.000 --> 00:05:11.000]   I'll say that again.
[00:05:11.000 --> 00:05:16.000]   The impact that you're making is a direct byproduct of our influence.
[00:05:16.000 --> 00:05:18.000]   Let me tell you something else about influence.
[00:05:18.000 --> 00:05:20.000]   There's more.
[00:05:20.000 --> 00:05:24.000]   Influence is potentially bigger than we might recognize for something so small.
[00:05:24.000 --> 00:05:28.000]   The word that's most commonly used when you ask the top leadership gurus
[00:05:28.000 --> 00:05:32.000]   define leadership, they'll break it down to one word.
[00:05:32.000 --> 00:05:35.000]   That word is influence.
[00:05:35.000 --> 00:05:40.000]   See, what we see as small moments of impact is influence.
[00:05:40.000 --> 00:05:42.000]   And influence is leadership.
[00:05:42.000 --> 00:05:45.000]   So in these small moments every day, the things that we do,
[00:05:45.000 --> 00:05:47.000]   actually it's leadership.
[00:05:47.000 --> 00:05:53.000]   Leadership is not just for chief executives or presidents on some geopolitical level.
[00:05:53.000 --> 00:06:00.000]   Leadership happens here in this room, in our homes, on the grassroot levels.
[00:06:00.000 --> 00:06:02.000]   Leadership is in the little stuff.
[00:06:02.000 --> 00:06:05.000]   Now I do understand, everybody is not a leader.
[00:06:05.000 --> 00:06:08.000]   As I was writing this I was like, I could think of a few people that came to mind
[00:06:08.000 --> 00:06:10.000]   that would say, but everyone's not a leader.
[00:06:10.000 --> 00:06:12.000]   I get it, everyone is not a leader.
[00:06:12.000 --> 00:06:17.000]   But everyone does impact, does make an impact on others in small ways.
[00:06:17.000 --> 00:06:27.000]   If me blowing my nose can impact my son, something tells me that in the spaces that you live and work
[00:06:27.000 --> 00:06:33.000]   and do what you do, your life probably has an impact that you might be unaware of.
[00:06:33.000 --> 00:06:37.000]   And the thing about great leaders is this, they use their influence,
[00:06:37.000 --> 00:06:45.000]   they use their impact to better those who are around them for their good.
[00:06:45.000 --> 00:06:55.000]   Leadership, when done wrong or actually we examine it, it affects our relationships with one another.
[00:06:55.000 --> 00:07:03.000]   Think about it this way, in Hong Kong we do live in a society where sometimes our leadership looks like racing to the top.
[00:07:03.000 --> 00:07:10.000]   And it can be a challenge to genuinely, authentically celebrate the success of someone else
[00:07:10.000 --> 00:07:14.000]   because we oftentimes view our neighbor as our competition.
[00:07:14.000 --> 00:07:21.000]   We focus on our growth and on our own progression and we can lose sight that the reality of me first sends a message.
[00:07:21.000 --> 00:07:24.000]   It feeds a cycle.
[00:07:24.000 --> 00:07:30.000]   It can propagate a culture that's actually incompatible with the faith we hold,
[00:07:30.000 --> 00:07:38.000]   unless we decide to stick to a deep compartmentalization of our faith in our life.
[00:07:38.000 --> 00:07:46.000]   There's a broken system in leadership when individual gain is the motivation.
[00:07:46.000 --> 00:07:52.000]   Where leadership can become transactional, our relationships feel like we just use one another,
[00:07:52.000 --> 00:07:55.000]   what can this person do for me and once they're done doing that for me,
[00:07:55.000 --> 00:08:02.000]   or once I've gotten whatever advantage I need, I discard or no longer really care about them and their well-being.
[00:08:02.000 --> 00:08:10.000]   That's not really the model that our scriptures show us about relationships or about leadership.
[00:08:10.000 --> 00:08:14.000]   It's not the Jesus way.
[00:08:14.000 --> 00:08:21.000]   Leadership done according to Jesus' model will allow us to impact those in our world and our lives for their own good.
[00:08:21.000 --> 00:08:28.000]   So whether you're leading in your schools or in your workplace or in your communities or in your families or wherever,
[00:08:28.000 --> 00:08:32.000]   I believe that as we examine Jesus' model of leadership,
[00:08:32.000 --> 00:08:36.000]   there's some things we can take away that will impact the way that we impact others.
[00:08:36.000 --> 00:08:42.000]   So how does it work? How do we position ourselves to follow this Jesus' model of leadership?
[00:08:42.000 --> 00:08:45.000]   And what is Jesus' model of leadership?
[00:08:45.000 --> 00:08:47.000]   The gospel of Mark is a fun gospel.
[00:08:47.000 --> 00:08:51.000]   Across two chapters, and actually it's also in Luke and Matthew,
[00:08:51.000 --> 00:08:54.000]   but specifically in Mark, across chapters 9 and 10,
[00:08:54.000 --> 00:08:58.000]   we have this overall examination of greatness.
[00:08:58.000 --> 00:09:00.000]   So what's happening, let's look at starting with Mark 9.
[00:09:00.000 --> 00:09:03.000]   You've got the disciples and you're sitting with Jesus and they're asking the question,
[00:09:03.000 --> 00:09:06.000]   "Who will be the greatest?"
[00:09:06.000 --> 00:09:10.000]   And greatness is good. No one really wants to be mediocre. I get that. It's a genuine question.
[00:09:10.000 --> 00:09:13.000]   How do you define the greatness? Who is the greatest?
