
[00:00:00.000 --> 00:00:02.480]  剛才Inna為我們開始的時候
[00:00:02.480 --> 00:00:06.800]  展示的照片就是我們前天
[00:00:06.800 --> 00:00:11.480]  我們去參與支持我們叫做
[00:00:11.480 --> 00:00:13.480]  Homeman Away的足球賽事
[00:00:13.480 --> 00:00:16.480]  其實是很開心的一件事
[00:00:16.480 --> 00:00:19.000]  透過一個運動
[00:00:19.000 --> 00:00:22.480]  我們教會當中無論中英文崇拜
[00:00:22.480 --> 00:00:24.000]  突然之間一起去
[00:00:24.000 --> 00:00:26.000]  除了我們踢的去參與
[00:00:26.000 --> 00:00:30.480]  但見到大家一起去參與真的很感恩
[00:00:30.480 --> 00:00:33.000]  那個畫面是很美很開心的
[00:00:33.000 --> 00:00:34.000]  謝謝
[00:00:34.000 --> 00:00:37.480]  不只是我們十多人
[00:00:37.480 --> 00:00:42.000]  而在場邊見到無論是我們的家人
[00:00:42.000 --> 00:00:46.480]  家人即是真的家人
[00:00:46.480 --> 00:00:49.000]  但見到有些可能沒有參加
[00:00:49.000 --> 00:00:52.480]  即是你沒有親人去參加
[00:00:52.480 --> 00:00:55.000]  但我們真的視為一個家
[00:00:55.000 --> 00:00:56.000]  一起來支持
[00:00:56.000 --> 00:00:58.000]  我覺得很感動
[00:00:58.000 --> 00:01:01.000]  我替其他團隊不好意思
[00:01:01.000 --> 00:01:03.000]  他們很孤單你明白嗎
[00:01:03.000 --> 00:01:08.000]  我們在這裡很支持
[00:01:08.000 --> 00:01:09.000]  謝謝大家
[00:01:09.000 --> 00:01:12.000]  無論是我們都是做運動
[00:01:12.000 --> 00:01:14.000]  希望可以幫助到BOH
[00:01:14.000 --> 00:01:18.000]  但怎知原來當我們想去幫助一個機構的時候
[00:01:18.000 --> 00:01:21.000]  神養到我們在裏面有更多的喜樂
[00:01:21.000 --> 00:01:23.000]  和一起一個大家庭
[00:01:23.000 --> 00:01:24.000]  所以很開心
[00:01:24.000 --> 00:01:26.000]  謝謝Ino和我們分享
[00:01:26.000 --> 00:01:27.000]  除了這張相片
[00:01:27.000 --> 00:01:30.000]  我想給大家看一張相片
[00:01:30.000 --> 00:01:32.000]  如果上星期大家在場
[00:01:32.000 --> 00:01:34.000]  見到兩張相片是不同的
[00:01:34.000 --> 00:01:36.000]  我想告訴你
[00:01:36.000 --> 00:01:38.000]  兩張相片的人有部份一樣
[00:01:38.000 --> 00:01:39.000]  大部份都不同
[00:01:39.000 --> 00:01:42.000]  哪一張是我們廣東話崇拜
[00:01:42.000 --> 00:01:43.000]  能否找到自己
[00:01:43.000 --> 00:01:44.000]  那邊那張
[00:01:44.000 --> 00:01:48.000]  我們上星期一起慶祝教會一周年
[00:01:48.000 --> 00:01:50.000]  在廣東話崇拜
[00:01:50.000 --> 00:01:51.000]  英文崇拜
[00:01:51.000 --> 00:01:57.000]  我們一起很開心去慶祝教會成立一周年
[00:01:57.000 --> 00:02:00.000]  我們在慶祝的同時
[00:02:00.000 --> 00:02:01.000]  可能你們
[00:02:01.000 --> 00:02:02.000]  因為我們在說上年十月一日
[00:02:02.000 --> 00:02:05.000]  到今天大約一年
[00:02:05.000 --> 00:02:07.000]  可能你們當中有些人未必知道
[00:02:07.000 --> 00:02:11.000]  其實在我們上年十月一日之前
[00:02:11.000 --> 00:02:13.000]  兩個星期我們已經移師到這裡
[00:02:13.000 --> 00:02:14.000]  在幼稚園
[00:02:14.000 --> 00:02:17.000]  移師到這裡有兩堂
[00:02:17.000 --> 00:02:20.000]  叫做一個熱身的崇拜
[00:02:20.000 --> 00:02:22.000]  崇拜之前
[00:02:22.000 --> 00:02:23.000]  那兩次崇拜之前
[00:02:23.000 --> 00:02:25.000]  我們有一個叫做祈禱
[00:02:25.000 --> 00:02:26.000]  步行祈禱
[00:02:26.000 --> 00:02:27.000]  Prayer Walk
[00:02:27.000 --> 00:02:29.000]  我們全部人一起出去
[00:02:29.000 --> 00:02:30.000]  在元朗這裡周圍
[00:02:30.000 --> 00:02:32.000]  分散了不同的團隊
[00:02:32.000 --> 00:02:34.000]  去圍著附近去祈禱
[00:02:34.000 --> 00:02:36.000]  當我和其中一組人員
[00:02:36.000 --> 00:02:39.000]  回到教會門口圍著
[00:02:39.000 --> 00:02:40.000]  在這裡樓下大門口
[00:02:40.000 --> 00:02:43.000]  望著門口去祈禱的時候
[00:02:43.000 --> 00:02:46.000]  我見到那三個字
[00:02:46.000 --> 00:02:48.000]  那三個字令到我有很大的感動
[00:02:48.000 --> 00:02:50.000]  聲靈給了我一個很大的領袖
[00:02:50.000 --> 00:02:52.000]  很順利
[00:02:52.000 --> 00:02:53.000]  大家知道我們現在這裡叫做
[00:02:53.000 --> 00:02:54.000]  很順利商場
[00:02:54.000 --> 00:02:57.000]  很順利這三個字
[00:02:57.000 --> 00:02:58.000]  我望著這三個字
[00:02:58.000 --> 00:03:02.000]  聲靈給了我一些啟示
[00:03:02.000 --> 00:03:06.000]  其實在Grand Opening之前那星期
[00:03:06.000 --> 00:03:08.000]  講到最後的部分
[00:03:08.000 --> 00:03:10.000]  我都有分享過這個體健
[00:03:10.000 --> 00:03:12.000]  有沒有人有印象
[00:03:12.000 --> 00:03:15.000]  沒有就對了
[00:03:15.000 --> 00:03:18.000]  沒有就代表我今天可以認真
[00:03:18.000 --> 00:03:21.000]  再去很詳細和大家講
[00:03:21.000 --> 00:03:22.000]  我相信講完之後
[00:03:22.000 --> 00:03:24.000]  大家應該會記得
[00:03:24.000 --> 00:03:25.000]  很順利三個字
[00:03:25.000 --> 00:03:26.000]  大家見到這三個字
[00:03:26.000 --> 00:03:28.000]  其實是由兩部分組成的
[00:03:28.000 --> 00:03:31.000]  左有兩部分
[00:03:31.000 --> 00:03:34.000]  好一個女一個子
[00:03:34.000 --> 00:03:37.000]  川葉和都
[00:03:37.000 --> 00:03:38.000]  當我在這裡看的時候
[00:03:38.000 --> 00:03:41.000]  聲靈幫我拆散了這幾個字
[00:03:41.000 --> 00:03:42.000]  然後將它融入在一起
[00:03:42.000 --> 00:03:45.000]  子女寓意著神的兒女
[00:03:45.000 --> 00:03:48.000]  川流的義將
[00:03:48.000 --> 00:03:49.000]  我們With a Model
[00:03:49.000 --> 00:03:50.000]  葉新的一葉
[00:03:50.000 --> 00:03:53.000]  和和祥都修葛
[00:03:53.000 --> 00:03:56.000]  得出來的整句句子
[00:03:56.000 --> 00:03:58.000]  我們重組句子
[00:03:58.000 --> 00:04:05.000]  我們作為神的兒女
[00:04:05.000 --> 00:04:07.000]  藉著川流的義將
[00:04:07.000 --> 00:04:09.000]  直堂展開了新的一葉
[00:04:09.000 --> 00:04:10.000]  在元朗這個地方
[00:04:10.000 --> 00:04:13.000]  和祥為主修葛
[00:04:13.000 --> 00:04:15.000]  我們要給掌聲
[00:04:15.000 --> 00:04:21.000]  其實是一件令人很毛骨悚然的事
[00:04:21.000 --> 00:04:24.000]  這個不是爛笑話
[00:04:24.000 --> 00:04:26.000]  這個真是一個
[00:04:26.000 --> 00:04:27.000]  我也不知道自己
[00:04:27.000 --> 00:04:28.000]  為什麼會見到這樣的事
[00:04:28.000 --> 00:04:30.000]  所以我相信是聖靈
[00:04:30.000 --> 00:04:31.000]  讓我見到
[00:04:31.000 --> 00:04:32.000]  祂要告訴我們
[00:04:32.000 --> 00:04:34.000]  究竟我們教會
[00:04:34.000 --> 00:04:36.000]  究竟上帝帶我們來這個地方
[00:04:36.000 --> 00:04:39.000]  究竟上帝想我們成為一個怎樣的教會
[00:04:39.000 --> 00:04:41.000]  這一句話
[00:04:41.000 --> 00:04:43.000]  這三個字很順利
[00:04:43.000 --> 00:04:46.000]  其實也是給我們這個教會
[00:04:46.000 --> 00:04:47.000]  儀仗的方向
[00:04:47.000 --> 00:04:50.000]  這個教會究竟怎樣去實踐
[00:04:50.000 --> 00:04:52.000]  上帝給我們的使命
[00:04:52.000 --> 00:04:55.000]  今天我們就來看看這三個字
[00:04:55.000 --> 00:04:57.000]  究竟怎樣去解拆這三個字
[00:04:57.000 --> 00:04:59.000]  第一個字好
[00:04:59.000 --> 00:05:01.000]  神的子女
[00:05:01.000 --> 00:05:03.000]  神的兒女
[00:05:03.000 --> 00:05:04.000]  我相信大家都知道
[00:05:04.000 --> 00:05:06.000]  我們其實不斷去強調
[00:05:06.000 --> 00:05:08.000]  神的兒女
[00:05:08.000 --> 00:05:10.000]  神的兒女這個身份
[00:05:10.000 --> 00:05:12.000]  不單止是說
[00:05:12.000 --> 00:05:14.000]  很多時候很多教會都說
[00:05:14.000 --> 00:05:15.000]  神的兒女
[00:05:15.000 --> 00:05:17.000]  但是這個是很真實的
[00:05:17.000 --> 00:05:18.000]  在我們當中去發生的
[00:05:18.000 --> 00:05:20.000]  不知道你們第一次
[00:05:20.000 --> 00:05:21.000]  進來這間教會的時候
[00:05:21.000 --> 00:05:22.000]  你記不記得
[00:05:22.000 --> 00:05:25.000]  你第一個感覺是怎樣呢
[00:05:25.000 --> 00:05:26.000]  很多人
[00:05:26.000 --> 00:05:29.000]  我想十個有九個的朋友
[00:05:29.000 --> 00:05:30.000]  第一次來到
[00:05:30.000 --> 00:05:31.000]  他跟我說
[00:05:31.000 --> 00:05:34.000]  這間教會感覺好像一個家
[00:05:34.000 --> 00:05:35.000]  沒錯
[00:05:35.000 --> 00:05:37.000]  這個是一個神的家
[00:05:37.000 --> 00:05:39.000]  因為這裡所有的
[00:05:39.000 --> 00:05:42.000]  全部都是神的兒女
[00:05:42.000 --> 00:05:43.000]  這個神的家
[00:05:43.000 --> 00:05:44.000]  是由神的兒女
[00:05:44.000 --> 00:05:46.000]  你們各人一起去建立
[00:05:46.000 --> 00:05:47.000]  建造出來
[00:05:47.000 --> 00:05:51.000]  你們就是教會的一部分
[00:05:51.000 --> 00:05:52.000]  神的兒女這個身份
[00:05:52.000 --> 00:05:55.000]  代表著我們和天父的關係
[00:05:55.000 --> 00:05:57.000]  可以得以復和
[00:05:57.000 --> 00:05:59.000]  而這個復和使我們能夠成為一個
[00:05:59.000 --> 00:06:01.000]  有愛和關懷的群體
[00:06:01.000 --> 00:06:04.000]  讓我們可以在世界上的角色
[00:06:04.000 --> 00:06:05.000]  變得不一樣
[00:06:05.000 --> 00:06:06.000]  因為我們神的兒女的角色
[00:06:06.000 --> 00:06:07.000]  變得不一樣
[00:06:07.000 --> 00:06:08.000]  讓我們的生活
[00:06:08.000 --> 00:06:10.000]  都可以活得不一樣
[00:06:10.000 --> 00:06:11.000]  但除此之外
[00:06:11.000 --> 00:06:12.000]  有一樣很重要的是
[00:06:12.000 --> 00:06:14.000]  我們能夠藉著
[00:06:14.000 --> 00:06:15.000]  神的兒女這個角色
[00:06:15.000 --> 00:06:16.000]  這個身份
[00:06:16.000 --> 00:06:18.000]  得著聖靈的幫助
[00:06:18.000 --> 00:06:20.000]  我們能夠去體察到
[00:06:20.000 --> 00:06:21.000]  神的心意
[00:06:21.000 --> 00:06:23.000]  因此我們才能夠見到
[00:06:23.000 --> 00:06:26.000]  神想我們見到的異象
[00:06:26.000 --> 00:06:27.000]  也都因著神的兒女
[00:06:27.000 --> 00:06:28.000]  這個身份
[00:06:28.000 --> 00:06:30.000]  我們能夠藉著聖靈
[00:06:30.000 --> 00:06:31.000]  給我們的能力
[00:06:31.000 --> 00:06:33.000]  天父給我們的幫助
[00:06:33.000 --> 00:06:35.000]  我們能夠去作出一個
[00:06:35.000 --> 00:06:37.000]  識切和識時的回應
[00:06:37.000 --> 00:06:38.000]  使上帝的異象
[00:06:38.000 --> 00:06:42.000]  得以成就在這個地上
[00:06:42.000 --> 00:06:44.000]  2019年3月
[00:06:44.000 --> 00:06:47.000]  其實已經是五年前
[00:06:47.000 --> 00:06:48.000]  3月的時候
[00:06:48.000 --> 00:06:49.000]  在灣仔葡萄園教會
[00:06:49.000 --> 00:06:50.000]  Pastor Andrew
[00:06:50.000 --> 00:06:51.000]  他分享了
[00:06:51.000 --> 00:06:55.000]  他一個Vision的異象
[00:06:55.000 --> 00:06:56.000]  我不能夠將整個異象
[00:06:56.000 --> 00:06:57.000]  很詳細地說
[00:06:57.000 --> 00:06:58.000]  我將它濃縮了
[00:06:58.000 --> 00:06:59.000]  告訴大家
[00:06:59.000 --> 00:07:00.000]  究竟這個異象
[00:07:00.000 --> 00:07:03.000]  那時候和現在是在說什麼呢
[00:07:03.000 --> 00:07:05.000]  River Vision其實是在說
[00:07:05.000 --> 00:07:07.000]  Andrew他領受到
[00:07:07.000 --> 00:07:09.000]  有一道活水
[00:07:09.000 --> 00:07:10.000]  從上帝而來
[00:07:10.000 --> 00:07:11.000]  而這道活水
[00:07:11.000 --> 00:07:13.000]  從灣仔葡萄園教會
[00:07:13.000 --> 00:07:15.000]  成為他的主流
[00:07:15.000 --> 00:07:16.000]  這樣去伸延出來
[00:07:16.000 --> 00:07:17.000]  一路伸延出來的時候
[00:07:17.000 --> 00:07:19.000]  其實現在我們
[00:07:19.000 --> 00:07:20.000]  元朗葡萄園教會
[00:07:20.000 --> 00:07:22.000]  正正是Secondary River
[00:07:22.000 --> 00:07:24.000]  第二支流的呈現
[00:07:24.000 --> 00:07:26.000]  他還會有第三支流呈現
[00:07:26.000 --> 00:07:28.000]  可能是家庭教會
[00:07:28.000 --> 00:07:29.000]  可能是學校教會
[00:07:29.000 --> 00:07:31.000]  可能是職場教會
[00:07:31.000 --> 00:07:32.000]  我們還不知道是怎樣
[00:07:32.000 --> 00:07:33.000]  也不知道怎樣去呈現
[00:07:33.000 --> 00:07:35.000]  但我絕對相信
[00:07:35.000 --> 00:07:37.000]  也很希望看到
[00:07:37.000 --> 00:07:38.000]  這些支流
[00:07:38.000 --> 00:07:39.000]  第三支流
[00:07:39.000 --> 00:07:41.000]  怎樣直掌我們元朗葡萄園教會
[00:07:41.000 --> 00:07:43.000]  一路這樣伸延開去
[00:07:43.000 --> 00:07:45.000]  這個是當時
[00:07:45.000 --> 00:07:46.000]  五年前
[00:07:46.000 --> 00:07:50.000]  我們得著的一個異象
[00:07:50.000 --> 00:07:52.000]  去說回我們第二支流
[00:07:52.000 --> 00:07:54.000]  元朗葡萄園教會這裡
[00:07:54.000 --> 00:07:56.000]  我們由2022年3月
[00:07:56.000 --> 00:07:57.000]  兩年多前
[00:07:57.000 --> 00:07:59.000]  因著這個灣仔
[00:07:59.000 --> 00:08:01.000]  去宣佈直堂這個異象
[00:08:01.000 --> 00:08:03.000]  在主日當中
