
[00:00:00.000 --> 00:00:01.720]   In Jesus name.
[00:00:01.720 --> 00:00:03.120]   Everyone says?
[00:00:03.120 --> 00:00:04.120]   Amen.
[00:00:04.120 --> 00:00:06.920]   Hey, can we thank our worship team as always?
[00:00:06.920 --> 00:00:10.960]   So good.
[00:00:10.960 --> 00:00:11.960]   Have a seat.
[00:00:11.960 --> 00:00:15.320]   I want to say particularly a warm welcome to everybody at the two o'clock service.
[00:00:15.320 --> 00:00:16.960]   It's great to have you here together.
[00:00:16.960 --> 00:00:18.920]   I'm sorry that I'm not with you in person today.
[00:00:18.920 --> 00:00:23.120]   I'm currently on a plane flying to Singapore where I'm going to be teaching at a conference
[00:00:23.120 --> 00:00:24.120]   there all week.
[00:00:24.120 --> 00:00:28.560]   So I couldn't actually physically be with you, but you're tuning into this and we're
[00:00:28.560 --> 00:00:31.880]   so glad that you're with us and I pray that even though you're watching this on a screen
[00:00:31.880 --> 00:00:36.280]   right now, that God will speak to you and that you'll hear the Holy Spirit challenging
[00:00:36.280 --> 00:00:40.080]   you in the areas that he has for you today.
[00:00:40.080 --> 00:00:43.560]   So it's great that you're with us and welcome everybody who's here for the first time.
[00:00:43.560 --> 00:00:45.120]   If you've never been to the Vine before, my name's Andrew.
[00:00:45.120 --> 00:00:48.160]   I'm one of the pastors and it's grateful.
[00:00:48.160 --> 00:00:49.160]   We're so grateful.
[00:00:49.160 --> 00:00:51.160]   Even on a rainy day, a rainy day.
[00:00:51.160 --> 00:00:52.640]   I am flying off to Singapore this afternoon.
[00:00:52.640 --> 00:00:53.640]   It's so funny.
[00:00:53.640 --> 00:00:57.400]   I like checked the weather because I'm like, I need to get away from this crazy rain.
[00:00:57.400 --> 00:00:58.760]   Like I'm so tired of it.
[00:00:58.760 --> 00:00:59.760]   I want to go somewhere.
[00:00:59.760 --> 00:01:01.040]   I'm going to see some sun.
[00:01:01.040 --> 00:01:04.800]   And I looked at the weather, the place that I'm going to be doing this conference in and
[00:01:04.800 --> 00:01:06.680]   it's raining there.
[00:01:06.680 --> 00:01:09.080]   So praise the Lord Jesus.
[00:01:09.080 --> 00:01:14.120]   So we continue our series in Ephesus today in Ephesians, the book.
[00:01:14.120 --> 00:01:19.400]   And we come to a passage that is very, very important to us as a church, very important
[00:01:19.400 --> 00:01:21.560]   to me as your pastor here.
[00:01:21.560 --> 00:01:27.000]   We come to what really is the central passage to I think Paul's whole book.
[00:01:27.000 --> 00:01:31.800]   It's pretty much in the center of his book, but it's also the central passage to us and
[00:01:31.800 --> 00:01:34.200]   our vision here at the Vine.
[00:01:34.200 --> 00:01:36.400]   And if you've been coming to the Vine, and there's people in this room that have been
[00:01:36.400 --> 00:01:40.120]   coming to the Vine for 10, 20, 20 plus years.
[00:01:40.120 --> 00:01:44.840]   My prayer today is that you'll hear something fresh out of the passage that perhaps you've
[00:01:44.840 --> 00:01:47.480]   heard us teach on a few times before.
[00:01:47.480 --> 00:01:50.800]   But if you're relatively new here at the Vine, and to be honest with you, we've just done
[00:01:50.800 --> 00:01:54.680]   a survey in the last month or so to ask about who you are.
[00:01:54.680 --> 00:01:58.960]   And we know that many of you here have only been a part of this church for say one year,
[00:01:58.960 --> 00:02:00.720]   two years, or even less than that.
[00:02:00.720 --> 00:02:02.440]   So we know that there's a lot of relatively new people.
[00:02:02.440 --> 00:02:08.560]   You may not have heard us speak about what is the central sort of heartbeat of our vision,
[00:02:08.560 --> 00:02:11.000]   why we do what we do as a church.
[00:02:11.000 --> 00:02:13.600]   And more than that, what our heart is for you.
[00:02:13.600 --> 00:02:20.200]   If you align to the Vine Church, and if you say that the Vine Church is your home church,
[00:02:20.200 --> 00:02:24.080]   then everything I'm going to speak about over the next 30 minutes is specifically about
[00:02:24.080 --> 00:02:25.080]   you.
[00:02:25.080 --> 00:02:28.520]   It's about you, it's about your life, it's about what the Holy Spirit wants for you,
[00:02:28.520 --> 00:02:31.920]   because if this is your home church, what I'm sharing is the heart of everything that
[00:02:31.920 --> 00:02:34.560]   we do here as a church.
[00:02:34.560 --> 00:02:40.180]   And the catalyst to this heart started back in around about March of 2013.
[00:02:40.180 --> 00:02:46.160]   It was about nine months or so before I took over here as senior pastor in November of
[00:02:46.160 --> 00:02:47.160]   2013.
[00:02:47.160 --> 00:02:51.240]   In March 2013, I was praying, and if I'm honest with you, I was feeling very overwhelmed,
[00:02:51.240 --> 00:02:52.960]   I was feeling very nervous.
[00:02:52.960 --> 00:02:54.800]   I had imposter syndrome.
[00:02:54.800 --> 00:02:59.160]   We had two phenomenal founding pastors here at the Vine, John and Tony, that had done
[00:02:59.160 --> 00:03:03.280]   such an incredible job of birthing and growing a church.
[00:03:03.280 --> 00:03:08.240]   And I was feeling, if I'm honest, the weight of picking up at a relatively young age at
[00:03:08.240 --> 00:03:13.920]   the time, I was relatively younger at the time, picking up a large church and trying
[00:03:13.920 --> 00:03:18.000]   to lead it off the back of two gentlemen that had led it so beautifully and so wonderfully.
[00:03:18.000 --> 00:03:22.000]   So in all of those insecurities and that kind of sense of pressure, I went to God and I
[00:03:22.000 --> 00:03:26.440]   was just praying, I was like, "God, look, I just want to understand your heart for these
[00:03:26.440 --> 00:03:28.600]   people in the season that's ahead.
[00:03:28.600 --> 00:03:32.920]   Because if I can understand your heart for them, then I think I can kind of get over
[00:03:32.920 --> 00:03:39.280]   myself and my inadequacies that I'm sensing and lean into what your heart is for these
[00:03:39.280 --> 00:03:40.280]   people."
[00:03:40.280 --> 00:03:44.600]   And as I was praying that, I heard God speak and He spoke, perhaps what I would say is
[00:03:44.600 --> 00:03:46.940]   the clearest He's ever spoken to me.
[00:03:46.940 --> 00:03:49.680]   It would probably be a lie to tell you that I've heard the audible voice of God.
[00:03:49.680 --> 00:03:52.040]   I don't know what the audible voice of God is.
[00:03:52.040 --> 00:03:55.160]   But this was probably one of the times in my life where I've heard Him speak into my
[00:03:55.160 --> 00:03:56.700]   soul.
[00:03:56.700 --> 00:03:59.480]   His Word just kind of hit me deeply in who I am.
[00:03:59.480 --> 00:04:00.480]   Here's what He said, it was very simple.
[00:04:00.480 --> 00:04:06.200]   He said, "Andrew, I don't want you to grow a big church, I want you to grow big people."
[00:04:06.200 --> 00:04:08.940]   And that shift changed everything for me.
[00:04:08.940 --> 00:04:14.520]   Because I was so anxious about taking on a large institution, a large church, and having
[00:04:14.520 --> 00:04:17.600]   to maybe grow that church even bigger.
[00:04:17.600 --> 00:04:22.560]   And God shifted it and He said, "Andrew, forget about the size of things, forget about the
[00:04:22.560 --> 00:04:24.360]   institution of it.
[00:04:24.360 --> 00:04:30.020]   What I want you to focus on is every single individual and my desire for them to grow
[00:04:30.020 --> 00:04:32.120]   in their relationship with me.
[00:04:32.120 --> 00:04:35.280]   I want you not to grow a big church, not that there's anything wrong with large churches,
[00:04:35.280 --> 00:04:38.400]   again, the vine over our three services is a relatively large church.
[00:04:38.400 --> 00:04:43.840]   But I don't want you to focus on trying to grow an institution, I want you to grow people."
[00:04:43.840 --> 00:04:48.800]   And I have to tell you, that resonated so deeply in me because I sense that that's my
[00:04:48.800 --> 00:04:50.320]   passion.
[00:04:50.320 --> 00:04:52.600]   That's everything that I want.
[00:04:52.600 --> 00:04:56.680]   I want you, and you've heard us say this at the Vine, if you've been coming for any period
[00:04:56.680 --> 00:04:58.160]   of time, you've probably heard this before.
[00:04:58.160 --> 00:05:03.720]   Whether you're here for two weeks, for two months, for two years, for two decades, I
[00:05:03.720 --> 00:05:04.880]   want you to grow in Christ Jesus.
[00:05:04.880 --> 00:05:09.360]   I want you to get to the end of a week and feel like because of your connection to the
[00:05:09.360 --> 00:05:13.760]   people in this room, because you feel like you're a part of a gathered community in Hong
[00:05:13.760 --> 00:05:18.480]   Kong, that you feel like you know Jesus more, you're deeper in connection with Him, you're
[00:05:18.480 --> 00:05:22.560]   walking more faithfully, you have a boldness to share the gospel like you've never had
[00:05:22.560 --> 00:05:27.080]   before, you have a mindset to understand justice and the vulnerable and the marginalized and
[00:05:27.080 --> 00:05:31.120]   wanting to make a difference, that you're looking at your workplace and the sphere of
[00:05:31.120 --> 00:05:35.480]   influence that Christ has planted you in, and you're saying, "How can I use the gifts
[00:05:35.480 --> 00:05:40.640]   and the talents and the spiritual things that God has given me to work out in the very place
[00:05:40.640 --> 00:05:41.640]   that I am?"
[00:05:41.640 --> 00:05:46.200]   Because you've heard this before, church is not 90 minutes on a Sunday, church is the
[00:05:46.200 --> 00:05:49.360]   gathered group of people wherever that might happen.
[00:05:49.360 --> 00:05:50.840]   That happens in the workplace.
[00:05:50.840 --> 00:05:53.880]   It happens in schools and universities.
[00:05:53.880 --> 00:05:56.000]   It happens with entrepreneurs.
[00:05:56.000 --> 00:05:58.180]   It happens in families.
[00:05:58.180 --> 00:06:04.680]   It happens in any place that someone who professes the name of Jesus is rooted and present.
[00:06:04.680 --> 00:06:09.120]   Jesus is there and they can bring heaven to earth in that place.
[00:06:09.120 --> 00:06:14.260]   And if there's anything that drives the heartbeat of the vine, it is that.
[00:06:14.260 --> 00:06:20.440]   We love gathering together in these 90 minutes on a Sunday, but this is not the fullness
[00:06:20.440 --> 00:06:22.480]   of what church is about.
[00:06:22.480 --> 00:06:27.520]   Church actually comes more alive when you wake up on a Monday and you get dressed and
[00:06:27.520 --> 00:06:32.280]   you go into your workplace and you spend the majority of your time with people who don't
[00:06:32.280 --> 00:06:35.200]   know Jesus.
[00:06:35.200 --> 00:06:36.800]   I envy you.
[00:06:36.800 --> 00:06:41.480]   I spend most of my time with Christians.
[00:06:41.480 --> 00:06:44.600]   And I have to tell you, no, I won't go there.
[00:06:44.600 --> 00:06:49.000]   You get to spend most of your time with people who don't believe and what a beautiful, wonderful
[00:06:49.000 --> 00:06:50.000]   thing that is.
[00:06:50.000 --> 00:06:55.440]   So our vision here at the Vine is simply this, growing big people.
[00:06:55.440 --> 00:06:57.240]   Three words, that's it.
[00:06:57.240 --> 00:07:01.400]   Very easy for everybody to remember, growing big people.
[00:07:01.400 --> 00:07:07.720]   That's our desire, is that you would mature in your faith and that you would be so infused
[00:07:07.720 --> 00:07:12.160]   with the gospel, with understanding what that means through the life, death and resurrection
[00:07:12.160 --> 00:07:17.200]   of Jesus, through the birthing of the church and through the wonder of what it is to live
[00:07:17.200 --> 00:07:22.440]   reconciled with him, but also then to be in the ministry of reconciliation for others
[00:07:22.440 --> 00:07:28.160]   in the world that you're longing to grow and mature and deepen that relationship more and
[00:07:28.160 --> 00:07:30.600]   more as you go through life.
[00:07:30.600 --> 00:07:34.280]   For me, that's what this is all about.
[00:07:34.280 --> 00:07:39.160]   And I want you to hear this, we honestly believe here at the Vine that the local church is
[00:07:39.160 --> 00:07:42.520]   the hope of the world, the local church.
[00:07:42.520 --> 00:07:47.440]   And again, by that, I don't mean a building or an institution or an organization.
[00:07:47.440 --> 00:07:49.080]   I don't even mean services.
[00:07:49.080 --> 00:07:51.280]   I mean you and me.
[00:07:51.280 --> 00:07:52.840]   I mean our relationships.
[00:07:52.840 --> 00:07:54.280]   I mean community.
[00:07:54.280 --> 00:07:57.920]   I mean the gathered group of God's people together.
[00:07:57.920 --> 00:08:00.060]   That is the hope of the world.
[00:08:00.060 --> 00:08:04.060]   It's the hope of the world because God has always chosen in redemptive history right
[00:08:04.060 --> 00:08:08.400]   from the beginning of all things, from Genesis chapter four and then the calling of Abraham
[00:08:08.400 --> 00:08:12.140]   and the formation of Israel from Genesis chapter 12.
[00:08:12.140 --> 00:08:17.360]   What it's all been about is that God has said, "I'm going to reveal my character, my nature,
[00:08:17.360 --> 00:08:21.640]   my truth, my heart, my love through my gathered people."
[00:08:21.640 --> 00:08:24.560]   I mean that's what Israel was all about in the Old Testament.
[00:08:24.560 --> 00:08:28.480]   And that's why God gathers them at Mount Sinai and pours out his heart to them in the law
[00:08:28.480 --> 00:08:32.760]   because he wants them to be this physical representation of his character.
[00:08:32.760 --> 00:08:34.560]   That's what the gathered church is about.
[00:08:34.560 --> 00:08:38.920]   It's why Jesus told them to stay in the upper room until he pours out his spirit so that
[00:08:38.920 --> 00:08:42.600]   they could be filled with that law that is no longer on a tablet of stone but is now
[00:08:42.600 --> 00:08:46.880]   written on the softness of their hearts by the spirit of Christ, the same spirit that
[00:08:46.880 --> 00:08:52.100]   raised Jesus from the dead, now given to them the birthing of the church so that they could
[00:08:52.100 --> 00:08:57.080]   then go out and represent the character and the heart and the passion and the saving grace
[00:08:57.080 --> 00:08:59.280]   of Christ Jesus to the world.
[00:08:59.280 --> 00:09:01.200]   That's what it's always been about.
[00:09:01.200 --> 00:09:04.960]   So if you want to know what the answer is to some of the greatest challenges that we're
[00:09:04.960 --> 00:09:12.840]   seeing in the world today, it is you and it is me, it is us, the church, the people of
[00:09:12.840 --> 00:09:14.680]   Christ.
[00:09:14.680 --> 00:09:16.840]   And see this is really important.
[00:09:16.840 --> 00:09:20.680]   The reason why our vision of growing big people is really important is because 91% of people
[00:09:20.680 --> 00:09:23.040]   in Hong Kong do not know Jesus.
[00:09:23.040 --> 00:09:24.040]   You know that?
[00:09:24.040 --> 00:09:26.280]   That's the latest statistic.
[00:09:26.280 --> 00:09:34.840]   91% of people in our city do not know Jesus, which means we have an awesome responsibility
[00:09:34.840 --> 00:09:38.760]   and an incredibly exciting...
[00:09:38.760 --> 00:09:41.800]   What other city would you want to live in than that?
[00:09:41.800 --> 00:09:47.520]   A city that desperately needs the very thing that sits in your heart, the very thing that
[00:09:47.520 --> 00:09:52.680]   has captured your life, the very thing that has transformed you and saved you and sets
[00:09:52.680 --> 00:09:56.240]   you free, the very thing that wakes you up in the morning with your heart beating faster
[00:09:56.240 --> 00:09:58.320]   to say, "I'm so grateful that I know Christ."
[00:09:58.320 --> 00:10:04.960]   91% of the people in our city do not have that experience, but they could through the
[00:10:04.960 --> 00:10:06.720]   church.
[00:10:06.720 --> 00:10:14.280]   Not by trying to get everybody in here, but by trying to release all of us out there.
[00:10:14.280 --> 00:10:15.920]   That's the river model vision here at The Vine.
[00:10:15.920 --> 00:10:19.640]   That's why we're growing big people, but we have this idea of the river model where all
[00:10:19.640 --> 00:10:24.800]   of us has a spirit influence that we're rooted in, where we get to live out the beauty and
[00:10:24.800 --> 00:10:27.320]   the wonder of the things that we talk about here on a Sunday.
[00:10:27.320 --> 00:10:31.400]   And that's important because what Christ wants for His church is that it would be His hands
[00:10:31.400 --> 00:10:36.000]   and feet in every aspect of society, in every part.
[00:10:36.000 --> 00:10:43.280]   And in this room right now and over our three services, even in the two o'clock, you represent
[00:10:43.280 --> 00:10:47.480]   the beauty and the wonder of some aspect of Hong Kong society.
[00:10:47.480 --> 00:10:52.080]   And what a powerful thing it is to think that the church is in the law firms, that the church
[00:10:52.080 --> 00:10:56.440]   is in the government, in the corridors of power, that the church is in the police force,
[00:10:56.440 --> 00:11:00.040]   that the church is in our universities and education institutions, that the church is
