
[00:00:00.000 --> 00:00:02.500]  是我沒有去,原來如此
[00:00:02.500 --> 00:00:05.000]  話說呢,咦,還沒回來
[00:00:05.000 --> 00:00:09.500]  Rosslyn,我太太今天下午要去上班
[00:00:09.500 --> 00:00:13.500]  代表她的機構去一間學校演講
[00:00:13.500 --> 00:00:18.500]  當然她要去演講,她也會來給我看稿子
[00:00:18.500 --> 00:00:21.500]  因為我也是從事這行的
[00:00:21.500 --> 00:00:28.000]  我就按照我一般會做的事,幫她整理一下
[00:00:28.000 --> 00:00:31.000]  特別是覺得開頭好像比較平淡
[00:00:31.000 --> 00:00:35.000]  不如就spice it up,整色整水
[00:00:35.000 --> 00:00:39.500]  然後她就要把這份稿子發給她的上司
[00:00:39.500 --> 00:00:43.000]  她的上司是一個認識了我十五六年
[00:00:43.000 --> 00:00:48.500]  認識了我十幾年,曾經在灣仔和我一起服侍過的同工
[00:00:48.500 --> 00:00:51.000]  當她的上司收到這份稿子的時候,第一句就是
[00:00:51.000 --> 00:00:54.000]  Chapman is so dramatic
[00:00:54.000 --> 00:00:56.500]  就是說我這個人太浮誇
[00:00:56.500 --> 00:00:59.500]  也是的,我的開頭通常都很浮誇
[00:00:59.500 --> 00:01:01.500]  現在這樣又浮誇了
[00:01:01.500 --> 00:01:05.500]  所以我今天想踏實一點,我們不說那麼多浮誇的故事了
[00:01:05.500 --> 00:01:11.500]  實情是因為我被安排了要講六節的經文
[00:01:11.500 --> 00:01:14.500]  我做完我的study之後,我發現每一節
[00:01:14.500 --> 00:01:17.500]  我隨便拿一節出來,我都可以講半個小時以上
[00:01:17.500 --> 00:01:22.500]  Ivan還很緊張地看著我,所以我們立刻進來戲肉
[00:01:22.500 --> 00:01:27.500]  好,都是一個浮誇的引言
[00:01:27.500 --> 00:01:33.500]  今天的經文是接續我們上星期Ivan所講到的
[00:01:33.500 --> 00:01:35.500]  馬太福音第四章
[00:01:35.500 --> 00:01:41.500]  馬太福音第四章的結尾是在說耶穌的事公剛剛開始起步
[00:01:41.500 --> 00:01:45.500]  祂宣告了祂的使命宣言,天國近了
[00:01:45.500 --> 00:01:48.500]  還有一個call to action,所以大家快點來悔改
[00:01:48.500 --> 00:01:52.500]  祂呼召了祂第一批的門徒,祂醫治了很多人
[00:01:52.500 --> 00:01:54.500]  我們看到耶穌一開始的時候做了這些事
[00:01:54.500 --> 00:01:57.500]  結果就是馬太福音第四章最後一句
[00:01:57.500 --> 00:02:01.500]  那裡說到有一大群人跟隨著耶穌
[00:02:01.500 --> 00:02:05.500]  由很多不同的地方跟隨著祂
[00:02:05.500 --> 00:02:11.500]  我們現在來看馬太福音第五章,第一至第六節
[00:02:11.500 --> 00:02:13.500]  我們先來看第一和第二節
[00:02:13.500 --> 00:02:19.500]  耶穌看見許多人上了山,羈以坐下
[00:02:19.500 --> 00:02:23.500]  門徒到祂的根前,祂開口教訓他們
[00:02:23.500 --> 00:02:29.500]  看到很多人的地方,我們再看第四章最後那裡
[00:02:29.500 --> 00:02:32.500]  就是那些因為耶穌醫治的病,趕走的鬼
[00:02:32.500 --> 00:02:36.500]  祂行過神跡之後,有一大群人跟隨著祂
[00:02:36.500 --> 00:02:40.500]  那群群眾,耶穌就是看到這群群眾
[00:02:40.500 --> 00:02:42.500]  那這群群眾究竟是什麼人呢?
[00:02:42.500 --> 00:02:45.500]  在馬太福音裡面,或者其他福音書裡面
[00:02:45.500 --> 00:02:49.500]  通常都會用群眾,英文叫做crowd
[00:02:49.500 --> 00:02:52.500]  就是一大群人,一個群眾這個字來形容
[00:02:52.500 --> 00:02:56.500]  當然群眾首先的意思,無論在希臘的原文裡面
[00:02:56.500 --> 00:02:58.500]  跟我們在日常的用語都是一樣
[00:02:58.500 --> 00:03:01.500]  群這個字群眾的意思本來就是很多人
[00:03:01.500 --> 00:03:03.500]  就像我們現在這樣,很多人坐在這裡
[00:03:03.500 --> 00:03:04.500]  就是很多人
[00:03:04.500 --> 00:03:08.500]  但是在希臘文裡面,馬太選了一個
[00:03:08.500 --> 00:03:12.500]  賦予群眾這個字,也有其他的意思
[00:03:12.500 --> 00:03:15.500]  例如這個字本身除了是說很多人之外
[00:03:15.500 --> 00:03:19.500]  還是說一般的平民百姓,說一些普通人
[00:03:19.500 --> 00:03:21.500]  特別是那些無權無勢
[00:03:21.500 --> 00:03:25.500]  將他們跟領袖,跟有錢有權勢的人
[00:03:25.500 --> 00:03:27.500]  比較要分別出來
[00:03:27.500 --> 00:03:30.500]  那些是很普通的人
[00:03:30.500 --> 00:03:32.500]  是一群你平時都不會聽過他們的名字
[00:03:32.500 --> 00:03:35.500]  不知道他們是什麼人
[00:03:35.500 --> 00:03:38.500]  馬太說故事是非常有心機的
[00:03:38.500 --> 00:03:40.500]  耶穌當然是主角
[00:03:40.500 --> 00:03:45.500]  但是如果耶穌是主角,是好人
[00:03:45.500 --> 00:03:47.500]  那誰是反派呢?
[00:03:47.500 --> 00:03:49.500]  在故事裡面,在馬太福音裡面
[00:03:49.500 --> 00:03:53.500]  那群反派就是一直拒絕耶穌的訊息
[00:03:53.500 --> 00:03:55.500]  去質疑祂的權威
[00:03:55.500 --> 00:03:58.500]  而且一次又一次被耶穌公開去責備他們
[00:03:58.500 --> 00:04:03.500]  甚至一直在背後暗中策劃去剷除和謀害他們
[00:04:03.500 --> 00:04:07.500]  最後他們成功把他們釘在十字架上的那群人
[00:04:07.500 --> 00:04:10.500]  這群人是那群宗教領袖
[00:04:10.500 --> 00:04:15.500]  我們常常聽的文士、祭司、法利賽人那群領袖
[00:04:15.500 --> 00:04:20.500]  所以在馬太福音裡面,那群反派本身是領袖
[00:04:20.500 --> 00:04:22.500]  然後馬太安排了一群角色
[00:04:22.500 --> 00:04:26.500]  不是老人甲乙丙丁,而是群眾
[00:04:26.500 --> 00:04:30.500]  群眾不是領袖,而是一群普通的人
[00:04:30.500 --> 00:04:35.500]  而這群普通的人,當然我們還有知道馬太福音裡面
[00:04:35.500 --> 00:04:37.500]  另一個角色就是我們上星期提到
[00:04:37.500 --> 00:04:39.500]  耶穌呼召了他們第一群門徒
[00:04:39.500 --> 00:04:42.500]  門徒是那群真心相信耶穌的說話
[00:04:42.500 --> 00:04:45.500]  願意去毀身跟隨祂的人
[00:04:45.500 --> 00:04:47.500]  所以整個圖畫格局出來
[00:04:47.500 --> 00:04:50.500]  我們看到有耶穌和他的門徒
[00:04:50.500 --> 00:04:55.500]  但另一邊廂在反派裡面有一群宗教領袖
[00:04:55.500 --> 00:04:58.500]  而這群平民正正就是那群中立的
[00:04:58.500 --> 00:05:02.500]  用我們香港人的術語就是花生友
[00:05:02.500 --> 00:05:04.500]  充滿著好奇心的一群人
[00:05:04.500 --> 00:05:08.500]  好奇就是吃花生丁,因為好奇
[00:05:08.500 --> 00:05:10.500]  充滿著好奇心的一群人
[00:05:10.500 --> 00:05:13.500]  他們很想來看看耶穌走什麼神跡
[00:05:13.500 --> 00:05:15.500]  說什麼有趣的,很骨子
[00:05:15.500 --> 00:05:17.500]  他們很想來看看
[00:05:17.500 --> 00:05:19.500]  在馬太福音的筆下
[00:05:19.500 --> 00:05:23.500]  他寫的時候,這群平民群眾
[00:05:23.500 --> 00:05:26.500]  就是那群一直跟隨著耶穌的人
[00:05:26.500 --> 00:05:28.500]  在馬太福音第四章最後說
[00:05:28.500 --> 00:05:34.500]  這群群眾是因為耶穌的疾病的緣故
[00:05:34.500 --> 00:05:36.500]  他們是跟隨著祂
[00:05:36.500 --> 00:05:39.500]  就是說除了那群門徒之外
[00:05:39.500 --> 00:05:43.500]  還有一群群眾也在跟從耶穌
[00:05:43.500 --> 00:05:46.500]  我們上個星期特別說跟從這個字
[00:05:46.500 --> 00:05:52.500]  這群是耶穌一直很想在他的事工發展的時候
[00:05:52.500 --> 00:05:55.500]  很想邀請他們來跟從我
[00:05:55.500 --> 00:05:58.500]  但另一方面,這群反派和宗教領袖
[00:05:58.500 --> 00:06:01.500]  不斷告訴你不要走近他們
[00:06:01.500 --> 00:06:05.500]  這個人是壞人,是假教師,是假先知
[00:06:05.500 --> 00:06:08.500]  靠鬼王講鬼,你不要跟他
[00:06:08.500 --> 00:06:10.500]  最後還想把他叮死
[00:06:10.500 --> 00:06:13.500]  最後我們知道結果是
[00:06:13.500 --> 00:06:16.500]  本來這群百姓在故事裡
[00:06:16.500 --> 00:06:19.500]  一直說這人說話這麼正
[00:06:19.500 --> 00:06:21.500]  說話這麼有權柄
[00:06:21.500 --> 00:06:23.500]  好像一直都是很好的反應
[00:06:23.500 --> 00:06:25.500]  直到最後竟然鏡頭一轉
[00:06:25.500 --> 00:06:28.500]  他們變成了那群叮死他,叮死他
[00:06:28.500 --> 00:06:32.500]  去反對耶穌,把耶穌叮在十字架上的人
[00:06:32.500 --> 00:06:34.500]  很多時候,這群人
[00:06:34.500 --> 00:06:37.500]  當然我們還沒去到最後的時刻
[00:06:37.500 --> 00:06:39.500]  在《馬太福音》裡
[00:06:39.500 --> 00:06:41.500]  這群人一直被我們看到的
[00:06:41.500 --> 00:06:43.500]  他們都是出現在耶穌的左近
[00:06:43.500 --> 00:06:44.500]  出現在附近
[00:06:44.500 --> 00:06:46.500]  他們在耶穌的近距離
[00:06:46.500 --> 00:06:49.500]  在耶穌保持著一個很近的距離
[00:06:49.500 --> 00:06:51.500]  跟耶穌在一起
[00:06:51.500 --> 00:06:53.500]  但是,這節經文
[00:06:53.500 --> 00:06:55.500]  如果我們去看第一節《馬太福音》第五章
[00:06:55.500 --> 00:06:59.500]  我們會看到這是一節很有意思的經文
[00:06:59.500 --> 00:07:01.500]  那裡說耶穌看到群眾的那群
[00:07:01.500 --> 00:07:03.500]  Oclos,希臘文叫
[00:07:03.500 --> 00:07:05.500]  他就上了山
[00:07:05.500 --> 00:07:07.500]  然後他就坐下了
[00:07:07.500 --> 00:07:10.500]  既然已經坐下了,他的門徒就來到他面前
[00:07:10.500 --> 00:07:12.500]  這是第一節的經文
[00:07:12.500 --> 00:07:15.500]  我相信我們在座中間有很多語言的老師
[00:07:15.500 --> 00:07:18.500]  或者是一些我們精通語言學的人
[00:07:18.500 --> 00:07:20.500]  不能在大家面前班門弄斧
[00:07:20.500 --> 00:07:23.500]  不過,如果我們去看第一節的經文
[00:07:23.500 --> 00:07:26.500]  你會看到這節經文是由兩組的句子
[00:07:26.500 --> 00:07:29.500]  兩組的句子
[00:07:29.500 --> 00:07:31.500]  兩組,我都不懂得怎樣形容
[00:07:31.500 --> 00:07:34.500]  兩組的字句,四句分成兩組
[00:07:34.500 --> 00:07:36.500]  這樣排列的
[00:07:36.500 --> 00:07:40.500]  每一句,我直接跳過了語言學的專有名詞
[00:07:40.500 --> 00:07:43.500]  每一句句子裡面,你會看到橙色的
[00:07:43.500 --> 00:07:45.500]  是形容一個場合
[00:07:45.500 --> 00:07:47.500]  然後藍色是說一個行動
[00:07:47.500 --> 00:07:49.500]  一個場合設定一個行動
[00:07:49.500 --> 00:07:52.500]  耶穌看到那群群眾的時候
[00:07:52.500 --> 00:07:54.500]  他就上了山
[00:07:54.500 --> 00:07:56.500]  所以當馬太告訴你
[00:07:56.500 --> 00:07:58.500]  在說橙色,在說耶穌看到
[00:07:58.500 --> 00:08:00.500]  他是想告訴你主要的行動是什麼
[00:08:00.500 --> 00:08:02.500]  主要的行動是什麼
[00:08:02.500 --> 00:08:04.500]  就是耶穌上了山
[00:08:04.500 --> 00:08:06.500]  他想解釋給你聽,耶穌為什麼上了山
[00:08:06.500 --> 00:08:08.500]  或者在耶穌上了山的時候
[00:08:08.500 --> 00:08:10.500]  那個場景發生了什麼事
[00:08:10.500 --> 00:08:12.500]  他就告訴你,耶穌因為看到那群人上了山
[00:08:12.500 --> 00:08:15.500]  這個是,明白了
[00:08:15.500 --> 00:08:18.500]  第二節就是說,耶穌坐下的時候
[00:08:18.500 --> 00:08:22.500]  然後那群門徒就來到他的面前
[00:08:22.500 --> 00:08:25.500]  就這樣看,可能不太覺得有什麼關係
[00:08:25.500 --> 00:08:27.500]  不過在原文裡面的語言
[00:08:27.500 --> 00:08:29.500]  的確是想告訴我們
[00:08:29.500 --> 00:08:32.500]  這兩組的東西是各自都有他們的一些關聯
[00:08:32.500 --> 00:08:34.500]  有連接在這裡
[00:08:34.500 --> 00:08:36.500]  那裡說到耶穌坐下的時候
[00:08:36.500 --> 00:08:38.500]  這群人就來到這裡
[00:08:38.500 --> 00:08:40.500]  我們要問的問題就是
[00:08:40.500 --> 00:08:42.500]  耶穌坐下,有什麼奇怪
[00:08:42.500 --> 00:08:44.500]  累了就坐吧
[00:08:44.500 --> 00:08:46.500]  今天說話沒得坐
[00:08:46.500 --> 00:08:48.500]  我說完我都來,都坐吧
[00:08:48.500 --> 00:08:50.500]  人坐下是很正常的,需要休息
[00:08:50.500 --> 00:08:52.500]  不是這麼簡單
[00:08:52.500 --> 00:08:55.500]  原來耶穌坐下這個動作
[00:08:55.500 --> 00:08:57.500]  在猶太人的文化裡面
[00:08:57.500 --> 00:09:00.500]  尤其是第一世紀,在一個拉比的猶太人文化裡面
[00:09:00.500 --> 00:09:03.500]  是充滿著重要性的一個動作
[00:09:03.500 --> 00:09:05.500]  當一個拉比,一個老師
[00:09:05.500 --> 00:09:07.500]  他朗讀經文的時候
[00:09:07.500 --> 00:09:09.500]  他會站在那裡誦道
[00:09:09.500 --> 00:09:12.500]  但是當他要開始來教導他的門徒
[00:09:12.500 --> 00:09:15.500]  當他要開始來講他的信息的時候
[00:09:15.500 --> 00:09:17.500]  猶太的拉比都會坐下
[00:09:17.500 --> 00:09:19.500]  但是我現在坐不了了
[00:09:19.500 --> 00:09:21.500]  他們是會坐下來
[00:09:21.500 --> 00:09:23.500]  當馬太在這裡說
[00:09:23.500 --> 00:09:25.500]  耶穌坐下來的時候
[00:09:25.500 --> 00:09:27.500]  就是在說耶穌準備好
[00:09:27.500 --> 00:09:29.500]  他要來講他的信息
[00:09:29.500 --> 00:09:31.500]  他準備好要發出他的宣告
[00:09:31.500 --> 00:09:33.500]  這個是馬太在這裡
[00:09:33.500 --> 00:09:35.500]  除了一開始的mission statement
[00:09:35.500 --> 00:09:37.500]  天國近日之外
[00:09:37.500 --> 00:09:39.500]  這是耶穌第一篇在馬太福音裡面
[00:09:39.500 --> 00:09:41.500]  記載耶穌所說的
[00:09:41.500 --> 00:09:43.500]  馬太說,耶穌要說話了
[00:09:43.500 --> 00:09:46.500]  但是耶穌要說話的時候
[00:09:46.500 --> 00:09:50.500]  他坐下了,這不是這句句子裡面的主要行動
[00:09:50.500 --> 00:09:53.500]  這只是場合,告訴你耶穌要說話
[00:09:53.500 --> 00:09:55.500]  主要的行動在哪裡呢?
[00:09:55.500 --> 00:09:57.500]  在藍色那句,他說
[00:09:57.500 --> 00:09:59.500]  那群門徒就走過來
[00:09:59.500 --> 00:10:03.500]  耶穌要說話的時候
[00:10:03.500 --> 00:10:05.500]  這群門徒
[00:10:05.500 --> 00:10:07.500]  他們就走過來
[00:10:07.500 --> 00:10:09.500]  走上前,他們來到那裡
[00:10:09.500 --> 00:10:11.500]  當耶穌將要宣講
[00:10:11.500 --> 00:10:14.500]  他充滿權柄的姿態的時候
[00:10:14.500 --> 00:10:16.500]  這群門徒就來到回應
[00:10:16.500 --> 00:10:20.500]  所以如果我們將這兩句句子
[00:10:20.500 --> 00:10:22.500]  放在一起對看
[00:10:22.500 --> 00:10:24.500]  我們所看到的就是
[00:10:24.500 --> 00:10:26.500]  這群門徒
[00:10:26.500 --> 00:10:28.500]  他們認得出,他們辨別得出
[00:10:28.500 --> 00:10:30.500]  他們知道這個時間
[00:10:30.500 --> 00:10:32.500]  是耶穌要說話的時間
[00:10:32.500 --> 00:10:34.500]  是神要說話的時間
[00:10:34.500 --> 00:10:36.500]  他們就來到他的面前
[00:10:36.500 --> 00:10:38.500]  來到他的根前
[00:10:38.500 --> 00:10:40.500]  在原文裡面要說
[00:10:40.500 --> 00:10:42.500]  一個人來到另一個人面前
[00:10:42.500 --> 00:10:44.500]  有很多字可以選擇
[00:10:44.500 --> 00:10:46.500]  馬太在原文裡面選了一個字
[00:10:46.500 --> 00:10:48.500]  叫做Pros Echomai
[00:10:48.500 --> 00:10:50.500]  這個字是非常特別
[00:10:50.500 --> 00:10:52.500]  也不是很多人用的字
[00:10:52.500 --> 00:10:56.500]  這個字本身是由兩個部分組成
[00:10:56.500 --> 00:10:58.500]  不在這裡讀那麼多
[00:10:58.500 --> 00:11:00.500]  總之一個Pros是指一個方向
[00:11:00.500 --> 00:11:02.500]  指向著一個方向走
[00:11:02.500 --> 00:11:06.500]  Echomai就是指我本身在走一個動作
[00:11:06.500 --> 00:11:08.500]  所以他不只是在走動
[00:11:08.500 --> 00:11:10.500]  他是向著某一個方向
[00:11:10.500 --> 00:11:12.500]  向著某一個人
[00:11:12.500 --> 00:11:14.500]  或向著某一個地方走
[00:11:14.500 --> 00:11:16.500]  通常在這個字背後都隱含了
[00:11:16.500 --> 00:11:19.500]  他走過來是有一個目的
[00:11:19.500 --> 00:11:21.500]  是想有一個互動
[00:11:21.500 --> 00:11:23.500]  是有一個互動
[00:11:23.500 --> 00:11:25.500]  這個字每次用的時候
[00:11:25.500 --> 00:11:28.500]  都已經隱含了這樣的意思
[00:11:28.500 --> 00:11:30.500]  就是說這群門徒
[00:11:30.500 --> 00:11:32.500]  他不是純粹耶穌要說話
[00:11:32.500 --> 00:11:33.500]  我走過來
[00:11:33.500 --> 00:11:35.500]  他走過來的時候
[00:11:35.500 --> 00:11:37.500]  是有一個目的
[00:11:37.500 --> 00:11:39.500]  他走過來的時候
[00:11:39.500 --> 00:11:41.500]  是很有目的
[00:11:41.500 --> 00:11:43.500]  我已經帶著一個心態
[00:11:43.500 --> 00:11:45.500]  就是我要來聽耶穌說話
[00:11:45.500 --> 00:11:47.500]  我要來到
[00:11:47.500 --> 00:11:49.500]  而且這個字如果我們一直看
[00:11:49.500 --> 00:11:51.500]  在希臘文
[00:11:51.500 --> 00:11:53.500]  在新約裡面其實不是出現很多次
[00:11:53.500 --> 00:11:55.500]  除了說我要來到
[00:11:55.500 --> 00:11:57.500]  想要有一些行動之外
[00:11:57.500 --> 00:11:59.500]  這個字也有時候用法是
[00:11:59.500 --> 00:12:01.500]  我想加入去
[00:12:01.500 --> 00:12:07.500]  有一次在保羅在提摩太前書第六章裡面
[00:12:07.500 --> 00:12:09.500]  那篇經文你看到
[00:12:09.500 --> 00:12:11.500]  在摩尼拉間那裡說
[00:12:11.500 --> 00:12:13.500]  聽了我們的道
[00:12:13.500 --> 00:12:15.500]  不同意我們的人
[00:12:15.500 --> 00:12:17.500]  或不信服的人
[00:12:17.500 --> 00:12:19.500]  信服這個字
[00:12:19.500 --> 00:12:21.500]  在提摩太前書裡面
[00:12:21.500 --> 00:12:23.500]  就是用這個我走過來的字
[00:12:23.500 --> 00:12:25.500]  所以這個字走過來
