
[00:00:00.000 --> 00:00:03.800]  所以如果你們想有更多的疑問或想參與的話
[00:00:03.800 --> 00:00:06.600]  歡迎去找Ed或他太太的電話
[00:00:06.600 --> 00:00:07.800]  懂廣東話的他太太
[00:00:07.800 --> 00:00:09.800]  也可以在當中跟她聯絡
[00:00:09.800 --> 00:00:11.800]  其實他也懂的
[00:00:11.800 --> 00:00:13.800]  一點點
[00:00:13.800 --> 00:00:16.800]  就是這樣,我們鼓勵給點掌聲
[00:00:16.800 --> 00:00:18.800]  (掌聲)
[00:00:18.800 --> 00:00:20.800]  謝謝Ed和June
[00:00:20.800 --> 00:00:24.800]  接下來我們還有兩個很簡單的報告
[00:00:24.800 --> 00:00:27.800]  我要很小心地說
[00:00:27.800 --> 00:00:29.800]  接下來我們會想跟大家分享
[00:00:29.800 --> 00:00:32.800]  下星期日會在教會發生什麼事
[00:00:32.800 --> 00:00:34.800]  首先第一個就是我們會有
[00:00:34.800 --> 00:00:37.800]  我們的亞洲公義特會
[00:00:37.800 --> 00:00:39.800]  資訊站我們的JCA
[00:00:39.800 --> 00:00:42.800]  我要拯救自己
[00:00:42.800 --> 00:00:45.800]  是Justice Conference
[00:00:45.800 --> 00:00:52.800]  我們會有主理JCA的一個同工
[00:00:52.800 --> 00:00:55.800]  會在下星期日來到我們教會
[00:00:55.800 --> 00:00:57.800]  他們有一個Booth
[00:00:57.800 --> 00:00:59.800]  讓大家認識更多
[00:00:59.800 --> 00:01:01.800]  亞洲公義特會會做什麼
[00:01:01.800 --> 00:01:05.800]  他們會在當中跟大家認識
[00:01:05.800 --> 00:01:06.800]  看看大家有沒有興趣
[00:01:06.800 --> 00:01:08.800]  可以當天去買門票參與
[00:01:08.800 --> 00:01:14.800]  在九月中連續幾天的一個特會
[00:01:14.800 --> 00:01:16.800]  歡迎大家下星期
[00:01:16.800 --> 00:01:19.800]  中文崇拜或英文崇拜都可以留下來
[00:01:19.800 --> 00:01:21.800]  跟他們聊天,了解更多
[00:01:21.800 --> 00:01:22.800]  認識更多
[00:01:22.800 --> 00:01:24.800]  最後一個報告
[00:01:24.800 --> 00:01:26.800]  我們接下來也會有
[00:01:26.800 --> 00:01:28.800]  下星期日
[00:01:28.800 --> 00:01:31.800]  同一時間我們會有這個特會
[00:01:31.800 --> 00:01:35.800]  之前我們有一群弟兄姊妹去了宿霧
[00:01:35.800 --> 00:01:37.800]  他們有一個短宣
[00:01:37.800 --> 00:01:40.800]  他們下星期日會在五時至六時
[00:01:40.800 --> 00:01:42.800]  在教會有一個分享會
[00:01:42.800 --> 00:01:44.800]  讓大家認識更多
[00:01:44.800 --> 00:01:45.800]  我很想跟大家說
[00:01:45.800 --> 00:01:49.800]  上次我參加了巴黎的一個短宣分享會
[00:01:49.800 --> 00:01:54.800]  我去參加聽的時候
[00:01:54.800 --> 00:01:56.800]  真的很被鼓勵
[00:01:56.800 --> 00:01:57.800]  很大的得著
[00:01:57.800 --> 00:01:59.800]  所以很鼓勵大家弟兄姊妹
[00:01:59.800 --> 00:02:00.800]  留下一點時間
[00:02:00.800 --> 00:02:02.800]  一起參與這個分享會
[00:02:02.800 --> 00:02:04.800]  看看他們一家大社
[00:02:04.800 --> 00:02:07.800]  在宿霧中經歷了什麼
[00:02:07.800 --> 00:02:09.800]  最後一個報告
[00:02:09.800 --> 00:02:12.800]  我們接下來有行常祈禱會
[00:02:12.800 --> 00:02:14.800]  8月19日星期二
[00:02:14.800 --> 00:02:16.800]  晚上八時至九時半
[00:02:16.800 --> 00:02:18.800]  會在教會進行
[00:02:18.800 --> 00:02:23.800]  我們這個祈禱會的主題是
[00:02:23.800 --> 00:02:25.800]  「作生命管家」
[00:02:25.800 --> 00:02:27.800]  歡迎大家弟兄姊妹
[00:02:27.800 --> 00:02:29.800]  參與我們的祈禱會
[00:02:29.800 --> 00:02:31.800]  一起去慰道教會禱告
[00:02:31.800 --> 00:02:32.800]  亦去被禱告
[00:02:32.800 --> 00:02:34.800]  互相去服侍大家
[00:02:34.800 --> 00:02:35.800]  好不好?
[00:02:35.800 --> 00:02:38.800]  好!報告到此為止
[00:02:38.800 --> 00:02:43.800]  我們現在會有繼續去敬拜的時間
[00:02:43.800 --> 00:02:46.800]  我們會有奉獻的時間
[00:02:46.800 --> 00:02:48.800]  麻煩弟兄姊妹
[00:02:48.800 --> 00:02:53.800]  奉獻是我們跟隨耶穌
[00:02:53.800 --> 00:02:54.800]  作為基督徒
[00:02:54.800 --> 00:02:57.800]  回應上帝愛的表達
[00:02:57.800 --> 00:02:58.800]  愛的方式
[00:02:58.800 --> 00:03:01.800]  也是一個敬拜的方法
[00:03:01.800 --> 00:03:02.800]  若然你第一次來
[00:03:02.800 --> 00:03:04.800]  或是你未明白奉獻的意義
[00:03:04.800 --> 00:03:07.800]  沒問題的
[00:03:07.800 --> 00:03:09.800]  你可以把痛輕輕傳開就可以
[00:03:09.800 --> 00:03:11.800]  我們螢幕上也有不同的
[00:03:11.800 --> 00:03:13.800]  數位方法
[00:03:13.800 --> 00:03:15.800]  讓大家去作奉獻
[00:03:15.800 --> 00:03:17.800]  也感謝大家一直在
[00:03:17.800 --> 00:03:20.800]  我們元朗普通人教會的支持
[00:03:20.800 --> 00:03:21.800]  帶來信心
[00:03:21.800 --> 00:03:23.800]  讓我們能夠展出很多的事工
[00:03:23.800 --> 00:03:26.800]  就像我們剛才跟YYM Shanti
[00:03:26.800 --> 00:03:29.800]  我們有在不同的合作夥伴
[00:03:29.800 --> 00:03:34.800]  有很多不同服務不同階層的人的事工
[00:03:34.800 --> 00:03:37.800]  等痛傳開完後我們一起禱告
[00:03:37.800 --> 00:03:42.800]  我們一起為奉獻禱告
[00:03:42.800 --> 00:03:43.800]  天父我們感謝你
[00:03:43.800 --> 00:03:44.800]  感謝你的信實
[00:03:44.800 --> 00:03:47.800]  感謝你的公認
[00:03:47.800 --> 00:03:50.800]  感謝你在我們每個人的生命
[00:03:50.800 --> 00:03:52.800]  我們的教會的公認
[00:03:52.800 --> 00:03:57.800]  將我們將一切的奉獻都交給你
[00:03:57.800 --> 00:03:58.800]  求你閲立
[00:03:58.800 --> 00:03:59.800]  也求你讓我們有智慧
[00:03:59.800 --> 00:04:01.800]  如何去使用這些金錢
[00:04:01.800 --> 00:04:05.800]  去造就更多的生命
[00:04:05.800 --> 00:04:07.800]  可以在不同的事工上
[00:04:07.800 --> 00:04:10.800]  繼續發展繼續興旺
[00:04:10.800 --> 00:04:11.800]  再次感謝你
[00:04:11.800 --> 00:04:13.800]  我們將以上禱告奉主命求
[00:04:13.800 --> 00:04:14.800]  Amen
[00:04:14.800 --> 00:04:17.800]  好,現在我們有請我們今天的講員
[00:04:17.800 --> 00:04:18.800]  就是Pastor Ivan
[00:04:18.800 --> 00:04:20.800]  我們先給他掌聲
[00:04:20.800 --> 00:04:24.800]  我們一起為Ivan禱告
[00:04:24.800 --> 00:04:28.800]  是想多謝你
[00:04:28.800 --> 00:04:30.800]  多謝你讓我們有一個
[00:04:30.800 --> 00:04:34.800]  這麼好的牧者在我們當中
[00:04:34.800 --> 00:04:35.800]  他一直帶領著我們
[00:04:35.800 --> 00:04:41.800]  還有你讓他有從你而來的追求
[00:04:41.800 --> 00:04:44.800]  還有那份講道的恩賜
[00:04:44.800 --> 00:04:46.800]  還要求你加能、設力給他
[00:04:46.800 --> 00:04:49.800]  你讓他現在在台上所說的每一句說話
[00:04:49.800 --> 00:04:51.800]  都是由聖靈親自帶領他去說
[00:04:51.800 --> 00:04:53.800]  你也讓他所說的每一句說話
[00:04:53.800 --> 00:04:55.800]  讓我們會眾聽的時候
[00:04:55.800 --> 00:04:57.800]  你讓我們的心打開
[00:04:57.800 --> 00:04:58.800]  耳朵打開
[00:04:58.800 --> 00:04:59.800]  讓我們去領受
[00:04:59.800 --> 00:05:02.800]  你今天要跟我們每一個人說的話語
[00:05:02.800 --> 00:05:03.800]  多謝你
[00:05:03.800 --> 00:05:05.800]  我們將以上禱告奉主命求
[00:05:05.800 --> 00:05:06.800]  Amen
[00:05:06.800 --> 00:05:07.800]  Amen,多謝Francesca
[00:05:07.800 --> 00:05:09.800]  我們給Francesca掌聲
[00:05:09.800 --> 00:05:10.800]  多謝
[00:05:10.800 --> 00:05:13.800]  剛才她說到她叔母一家大小
[00:05:13.800 --> 00:05:15.800]  其實是四家大小
[00:05:15.800 --> 00:05:17.800]  四家人連同小朋友一起去
[00:05:17.800 --> 00:05:19.800]  希望下星期可以和大家分享多一點
[00:05:19.800 --> 00:05:23.800]  我從小到大都很喜歡駕車
[00:05:23.800 --> 00:05:25.800]  有沒有喜歡駕車的朋友
[00:05:25.800 --> 00:05:26.800]  第一時間舉手
[00:05:26.800 --> 00:05:29.800]  不一定是男性女性都喜歡駕車
[00:05:29.800 --> 00:05:31.800]  我成為了一個爸爸之後
[00:05:31.800 --> 00:05:36.800]  我更加喜歡載著兩個兒子到處去
[00:05:36.800 --> 00:05:37.800]  一來方便
[00:05:37.800 --> 00:05:38.800]  不用一抽二兩去坐車
[00:05:38.800 --> 00:05:41.800]  二來我真的挺享受駕車的樂趣
[00:05:41.800 --> 00:05:44.800]  但是作為一個幾歲大的小朋友
[00:05:44.800 --> 00:05:46.800]  未必這樣覺得
[00:05:46.800 --> 00:05:49.800]  如果你有載小朋友的經驗
[00:05:49.800 --> 00:05:52.800]  你有幾句說話你應該不會覺得陌生
[00:05:52.800 --> 00:05:54.800]  到未呀
[00:05:54.800 --> 00:05:55.800]  為什麼這麼久
[00:05:55.800 --> 00:05:57.800]  DiDi呀,到未呀
[00:05:57.800 --> 00:06:01.800]  對於一個小朋友來說
[00:06:01.800 --> 00:06:03.800]  坐在車上
[00:06:03.800 --> 00:06:06.800]  其實是在等
[00:06:06.800 --> 00:06:12.800]  在等待他們將要去的地方
[00:06:12.800 --> 00:06:14.800]  縱使你剛開車沒多久
[00:06:14.800 --> 00:06:16.800]  或者你剛轉上高速公路
[00:06:16.800 --> 00:06:18.800]  他都會說到未呀
[00:06:18.800 --> 00:06:20.800]  為什麼這麼久
[00:06:20.800 --> 00:06:22.800]  當然小朋友比較心急
[00:06:22.800 --> 00:06:25.800]  又或者他對時間這個觀念
[00:06:25.800 --> 00:06:28.800]  未掌握得這麼好
[00:06:28.800 --> 00:06:30.800]  不過有趣的是
[00:06:30.800 --> 00:06:32.800]  原來不止小朋友
