
[00:00:00.000 --> 00:00:04.000]  沒錯,對不起,是我不好
[00:00:04.000 --> 00:00:07.000]  是時候了嗎?
[00:00:07.000 --> 00:00:08.000]  OK,很好
[00:00:08.000 --> 00:00:12.000]  剛剛想說,大家沒有去跑馬拉松
[00:00:12.000 --> 00:00:16.000]  或者,因為當時我們在灣仔
[00:00:16.000 --> 00:00:19.000]  馬拉松那天就不見了很多人
[00:00:19.000 --> 00:00:21.000]  其實不是大家去跑
[00:00:21.000 --> 00:00:24.000]  而是大家可能回不去,封了路
[00:00:24.000 --> 00:00:27.000]  元朗有一個好處,不用擔心封了一條橋
[00:00:27.000 --> 00:00:31.000]  不過可能住在香港就辛苦一點
[00:00:31.000 --> 00:00:34.000]  Anyway,我想問大家一個問題
[00:00:34.000 --> 00:00:39.000]  你覺得自己是不是一個幸運的人?
[00:00:39.000 --> 00:00:42.000]  你覺得自己是不是一個幸運的人?
[00:00:42.000 --> 00:00:46.000]  可能有些人說,是呀,我也覺得自己是很幸運的
[00:00:46.000 --> 00:00:50.000]  可能有些朋友覺得,幸運這兩個字
[00:00:50.000 --> 00:00:52.000]  不是在我的字典裡面
[00:00:52.000 --> 00:00:55.000]  幸運從來都不是屬於我的
[00:00:55.000 --> 00:00:57.000]  這個問題其實是很重要的
[00:00:57.000 --> 00:01:00.000]  原來你覺得自己是不是幸運
[00:01:00.000 --> 00:01:04.000]  是會改變了你自己一生
[00:01:04.000 --> 00:01:06.000]  你是不是覺得自己是幸運呢?
[00:01:06.000 --> 00:01:09.000]  可以改變你的一生
[00:01:09.000 --> 00:01:14.000]  美國一位知名的人類科學的暢銷書作者
[00:01:14.000 --> 00:01:16.000]  叫做Vanessa Vang
[00:01:16.000 --> 00:01:19.000]  她的YouTube和TikTok超過六千萬人看
[00:01:19.000 --> 00:01:21.000]  她現在在哈佛任教
[00:01:21.000 --> 00:01:24.000]  她提出了一個很有趣的理論
[00:01:24.000 --> 00:01:28.000]  就是一個人覺得自己是不是幸運
[00:01:28.000 --> 00:01:33.000]  會反映出這個人的自我歷史
[00:01:33.000 --> 00:01:37.000]  他會自己怎樣去說自己的生命故事
[00:01:37.000 --> 00:01:41.000]  他會自己怎樣去看自己是一個怎樣的人
[00:01:41.000 --> 00:01:46.000]  覺得自己是幸運會傾向是英雄
[00:01:46.000 --> 00:01:49.000]  就是英雄型和治癒者型
[00:01:49.000 --> 00:01:51.000]  或者叫醫治者型的人
[00:01:51.000 --> 00:01:54.000]  覺得自己經常都很不幸
[00:01:54.000 --> 00:01:56.000]  是一個非常不幸的人
[00:01:56.000 --> 00:01:59.000]  他傾向是一個Victim type
[00:01:59.000 --> 00:02:02.000]  很多時候這類人都會覺得自己是一個Victim
[00:02:02.000 --> 00:02:04.000]  覺得自己天生就是一個錯誤
[00:02:04.000 --> 00:02:07.000]  一個不幸的受害者
[00:02:07.000 --> 00:02:11.000]  這三類人他們的自我敘述
[00:02:11.000 --> 00:02:12.000]  那個Self-narrative
[00:02:12.000 --> 00:02:15.000]  我們會看到他們有不同的特質
[00:02:15.000 --> 00:02:19.000]  英雄型的人他認為自己遇到很多的障礙
[00:02:19.000 --> 00:02:22.000]  但是透過腦力和智慧可以克服這些困難
[00:02:22.000 --> 00:02:28.000]  展現出一個很強的人性
[00:02:28.000 --> 00:02:30.000]  治癒者或者醫治者型的人
[00:02:30.000 --> 00:02:33.000]  他會自力在服務其他人的生活裏面
[00:02:33.000 --> 00:02:38.000]  傾向選擇和自我敘述相符的相關職業
[00:02:38.000 --> 00:02:40.000]  例如護士各樣服務的行業
[00:02:40.000 --> 00:02:44.000]  受害者型的人會覺得自己遇到很多挑戰
[00:02:44.000 --> 00:02:45.000]  但是沒有辦法克服
[00:02:45.000 --> 00:02:49.000]  總是不斷重複相同的錯誤
[00:02:49.000 --> 00:02:57.000]  你會是哪一類型的人呢
[00:02:57.000 --> 00:02:58.000]  當我思考這個問題的時候
[00:02:58.000 --> 00:03:02.000]  其實我覺得真的很有趣
[00:03:02.000 --> 00:03:06.000]  當你去想你自己怎樣去
[00:03:06.000 --> 00:03:08.000]  或者你覺得你自己的敘事是怎樣的時候
[00:03:08.000 --> 00:03:11.000]  不單止是說你怎樣去看你自己遭遇
[00:03:11.000 --> 00:03:12.000]  你過去的遭遇
[00:03:12.000 --> 00:03:15.000]  更加是說你視自己是一個怎樣的人
[00:03:15.000 --> 00:03:21.000]  這個想法會影響到你對事情作出怎樣的回應
[00:03:21.000 --> 00:03:23.000]  你對每件事所作的每一個回應
[00:03:23.000 --> 00:03:26.000]  也都會直接影響你下一個遭遇
[00:03:26.000 --> 00:03:32.000]  也都會直接影響你人生的際遇
[00:03:32.000 --> 00:03:33.000]  你不需要是一位英雄
[00:03:33.000 --> 00:03:35.000]  沒有人天生會是一個英雄
[00:03:35.000 --> 00:03:39.000]  但是每當你遇到困難挑戰障礙的時候
[00:03:39.000 --> 00:03:41.000]  你覺得自己是一個幸運的人
[00:03:41.000 --> 00:03:46.000]  你會擁有那種相信自己透過努力和智慧
[00:03:46.000 --> 00:03:50.000]  能夠克服一切困難的那種人性
[00:03:50.000 --> 00:03:54.000]  你自然而然會成為你自己生命的英雄
[00:03:54.000 --> 00:03:58.000]  你甚至可以為別人成為了其他人的治癒者
[00:03:58.000 --> 00:04:01.000]  去服侍人去幫助人
[00:04:01.000 --> 00:04:05.000]  但是相反如果你覺得自己是非常不幸的
[00:04:05.000 --> 00:04:06.000]  經常去抱怨
[00:04:06.000 --> 00:04:10.000]  經常覺得自己是一個受害者的心態的時候
[00:04:10.000 --> 00:04:16.000]  你將會一生都會覺得很苦獨和失敗
[00:04:16.000 --> 00:04:17.000]  同樣的道理
[00:04:17.000 --> 00:04:22.000]  如果引用在我們的信仰當中會是怎樣呢
[00:04:22.000 --> 00:04:24.000]  我可以告訴大家
[00:04:24.000 --> 00:04:28.000]  超級Amazing 超級Powerful
[00:04:28.000 --> 00:04:31.000]  是一件很厲害的事
[00:04:31.000 --> 00:04:37.000]  當大家都是英雄型和治癒者型的基督徒的時候
[00:04:37.000 --> 00:04:42.000]  而不是那些經常去懷著受害者心態的人
[00:04:42.000 --> 00:04:44.000]  不單止你的生命會轉化
[00:04:44.000 --> 00:04:46.000]  會不再一樣
[00:04:46.000 --> 00:04:51.000]  上帝的救恩也會藉著你滿有人性的生命
[00:04:51.000 --> 00:04:56.000]  和你滿有熱心去服侍人的心
[00:04:56.000 --> 00:05:03.000]  那個救恩就會帶到那些千千萬萬破碎的生命當中
[00:05:03.000 --> 00:05:06.000]  我們的信仰去解讀這件事
[00:05:06.000 --> 00:05:11.000]  和世間的學問所不同的地方是什麼
[00:05:11.000 --> 00:05:14.000]  當我們說放在信仰角度的時候
[00:05:14.000 --> 00:05:16.000]  其實只有一個分別
[00:05:16.000 --> 00:05:19.000]  就是你每一個想法每一個決定
[00:05:19.000 --> 00:05:23.000]  每做的一切事物有沒有上帝在當中
[00:05:23.000 --> 00:05:25.000]  同樣的理論同樣的理念
[00:05:25.000 --> 00:05:30.000]  分別在於有沒有上帝在裡面
[00:05:30.000 --> 00:05:32.000]  一開始的時候我問大家一個問題
[00:05:32.000 --> 00:05:35.000]  你覺得自己是一個幸運的人
[00:05:35.000 --> 00:05:39.000]  其實這個問題不應該在教會上問
[00:05:39.000 --> 00:05:43.000]  嚴格來說這是一個錯誤的問題
[00:05:43.000 --> 00:05:48.000]  我們所靠的不是幸運不是by luck
[00:05:48.000 --> 00:05:52.000]  在掌管萬有的主上帝當中
[00:05:52.000 --> 00:05:56.000]  僥倖這兩個字不存在
[00:05:56.000 --> 00:06:00.000]  我們不是去靠僥倖這兩個字
[00:06:00.000 --> 00:06:03.000]  我們不是去靠好彩這兩個字
[00:06:03.000 --> 00:06:05.000]  當我要再一次問這個問題的時候
[00:06:05.000 --> 00:06:08.000]  而我絕對希望你們去say yes的
[00:06:08.000 --> 00:06:10.000]  應該是這樣問
[00:06:10.000 --> 00:06:16.000]  你覺得自己是不是一個被上帝眷顧的人
[00:06:16.000 --> 00:06:20.000]  你覺得自己是不是真心覺得
[00:06:20.000 --> 00:06:25.000]  你是被上帝眷顧著
[00:06:25.000 --> 00:06:26.000]  由今個星期開始
[00:06:26.000 --> 00:06:29.000]  我們會進入一個新的講道系列
[00:06:29.000 --> 00:06:32.000]  我們會進入舊約裡面一起看看
[00:06:32.000 --> 00:06:34.000]  在上帝對人類救贖的工作裡面
