
[00:00:00.000 --> 00:00:04.840]  一生一世地建造神的王國
[00:00:04.840 --> 00:00:08.240]  這座教堂的核心是
[00:00:08.240 --> 00:00:12.800]  耶穌基督的悲傷故事
[00:00:12.800 --> 00:00:15.240]  這座教堂的悲傷故事
[00:00:15.240 --> 00:00:18.240]  是以自由和榮耀為主題
[00:00:18.240 --> 00:00:22.040]  這座教堂並不被建築的牆壁
[00:00:22.040 --> 00:00:25.840]  而是被建築在這座教堂的社區中
[00:00:25.840 --> 00:00:30.800]  希望神的王國能在地球上生長
[00:00:30.800 --> 00:00:36.400]  這座教堂認為救贖是一種合理的事實
[00:00:36.400 --> 00:00:39.200]  以神的工作為人類而改變
[00:00:39.200 --> 00:00:42.200]  以神的心為代表的一代
[00:00:42.200 --> 00:00:48.000]  對於負責和迫害的人們來說
[00:00:48.000 --> 00:00:49.400]  這座教堂的目標是
[00:00:49.400 --> 00:00:52.000]  讓家庭能夠成為
[00:00:52.000 --> 00:00:55.280]  它所要的一切
[00:00:55.280 --> 00:00:57.680]  包括意識的 專業的
[00:00:57.680 --> 00:00:59.200]  和真正的關係
[00:00:59.200 --> 00:01:02.400]  在每個層次之中
[00:01:02.400 --> 00:01:03.600]  這座教堂是
[00:01:03.600 --> 00:01:05.240]  為年輕人和老年人
[00:01:05.240 --> 00:01:06.600]  所需要的一種地方
[00:01:06.600 --> 00:01:08.840]  支持和訓練
[00:01:08.840 --> 00:01:12.200]  這座教堂的背景和傳統
[00:01:12.200 --> 00:01:13.880]  都能感覺到是家
[00:01:13.880 --> 00:01:15.480]  是文化的牆壁
[00:01:15.480 --> 00:01:19.080]  以寬容與富裕為榮耀
[00:01:19.080 --> 00:01:22.480]  以耶穌基督為主的教堂
[00:01:22.480 --> 00:01:23.840]  這座教堂是
[00:01:23.840 --> 00:01:25.680]  為人類和家庭的傳統
[00:01:25.680 --> 00:01:27.280]  而建立的
[00:01:27.280 --> 00:01:29.080]  以耶穌基督為主的
[00:01:29.080 --> 00:01:30.680]  一種建議和信仰
[00:01:30.680 --> 00:01:32.280]  以耶穌基督為主的
[00:01:32.280 --> 00:01:33.280]  一種信仰
[00:01:33.280 --> 00:01:34.280]  這座教堂是
[00:01:34.280 --> 00:01:35.680]  為人類和家庭的
[00:01:35.680 --> 00:01:36.880]  傳統
[00:01:36.880 --> 00:01:38.480]  以耶穌基督為主的
[00:01:38.480 --> 00:01:39.480]  一種信仰
[00:01:39.480 --> 00:01:40.880]  以耶穌基督為主的
[00:01:40.880 --> 00:01:41.880]  一種信仰
[00:01:41.880 --> 00:01:43.280]  以耶穌基督為主的
[00:01:43.280 --> 00:01:44.280]  一種信仰
[00:01:44.280 --> 00:01:45.680]  以耶穌基督為主的
[00:01:45.680 --> 00:01:46.680]  一種信仰
[00:01:46.680 --> 00:01:48.080]  以耶穌基督為主的
[00:01:48.080 --> 00:01:49.080]  一種信仰
[00:01:49.080 --> 00:01:50.480]  以耶穌基督為主的
[00:01:50.480 --> 00:01:51.480]  一種信仰
[00:01:51.480 --> 00:01:52.880]  以耶穌基督為主的
[00:01:52.880 --> 00:01:53.880]  一種信仰
[00:01:53.880 --> 00:01:55.320]  以耶穌基督為主的
[00:01:55.320 --> 00:01:56.320]  一種信仰
[00:01:56.320 --> 00:01:57.720]  以耶穌基督為主的
[00:01:57.720 --> 00:01:58.720]  一種信仰
[00:01:58.720 --> 00:02:00.120]  以耶穌基督為主的
[00:02:00.120 --> 00:02:01.120]  一種信仰
[00:02:01.120 --> 00:02:02.520]  以耶穌基督為主的
[00:02:02.520 --> 00:02:03.520]  一種信仰
[00:02:03.520 --> 00:02:04.920]  以耶穌基督為主的
[00:02:04.920 --> 00:02:05.920]  一種信仰
[00:02:05.920 --> 00:02:07.320]  以耶穌基督為主的
[00:02:07.320 --> 00:02:08.320]  一種信仰
[00:02:08.320 --> 00:02:09.720]  以耶穌基督為主的
[00:02:09.720 --> 00:02:10.720]  一種信仰
[00:02:10.720 --> 00:02:12.120]  以耶穌基督為主的
[00:02:12.120 --> 00:02:13.120]  一種信仰
[00:02:13.120 --> 00:02:14.520]  以耶穌基督為主的
[00:02:14.520 --> 00:02:15.520]  一種信仰
[00:02:15.520 --> 00:02:16.920]  以耶穌基督為主的
[00:02:16.920 --> 00:02:17.920]  一種信仰
[00:02:17.920 --> 00:02:19.320]  以耶穌基督為主的
[00:02:19.320 --> 00:02:20.320]  一種信仰
[00:02:20.320 --> 00:02:21.560]  以耶穌基督為主的
[00:02:21.560 --> 00:02:22.560]  一種信仰
[00:02:22.560 --> 00:02:23.560]  以耶穌基督為主的
[00:02:23.560 --> 00:02:24.560]  一種信仰
[00:02:24.560 --> 00:02:25.560]  以耶穌基督為主的
[00:02:25.560 --> 00:02:26.560]  一種信仰
[00:02:26.560 --> 00:02:27.560]  以耶穌基督為主的
[00:02:27.560 --> 00:02:28.560]  一種信仰
[00:02:28.560 --> 00:02:29.560]  以耶穌基督為主的
[00:02:29.560 --> 00:02:30.560]  一種信仰
[00:02:30.560 --> 00:02:31.560]  以耶穌基督為主的
[00:02:31.560 --> 00:02:32.560]  一種信仰
[00:02:32.560 --> 00:02:33.560]  以耶穌基督為主的
[00:02:33.560 --> 00:02:34.560]  一種信仰
[00:02:34.560 --> 00:02:35.560]  以耶穌基督為主的
[00:02:35.560 --> 00:02:36.560]  一種信仰
[00:02:36.560 --> 00:02:37.560]  以耶穌基督為主的
[00:02:37.560 --> 00:02:38.560]  一種信仰
[00:02:38.560 --> 00:02:39.560]  以耶穌基督為主的
[00:02:39.560 --> 00:02:40.560]  一種信仰
[00:02:40.560 --> 00:02:41.560]  以耶穌基督為主的
[00:02:41.560 --> 00:02:42.560]  一種信仰
[00:02:42.560 --> 00:02:43.560]  以耶穌基督為主的
[00:02:43.560 --> 00:02:44.560]  一種信仰
[00:02:44.560 --> 00:02:45.560]  以耶穌基督為主的
[00:02:45.560 --> 00:02:46.560]  一種信仰
[00:02:46.560 --> 00:02:47.560]  以耶穌基督為主的
[00:02:47.560 --> 00:02:48.560]  一種信仰
[00:02:48.560 --> 00:02:49.560]  以耶穌基督為主的
[00:02:49.560 --> 00:02:50.560]  一種信仰
[00:02:50.560 --> 00:02:51.560]  以耶穌基督為主的
[00:02:51.560 --> 00:02:52.560]  一種信仰
[00:02:52.560 --> 00:02:53.560]  以耶穌基督為主的
[00:02:53.560 --> 00:02:54.560]  一種信仰
[00:02:54.560 --> 00:02:55.560]  以耶穌基督為主的
[00:02:55.560 --> 00:02:56.560]  一種信仰
[00:02:56.560 --> 00:02:57.560]  以耶穌基督為主的
[00:02:57.560 --> 00:02:58.560]  一種信仰
[00:02:58.560 --> 00:02:59.560]  以耶穌基督為主的
[00:02:59.560 --> 00:03:00.560]  一種信仰
[00:03:00.560 --> 00:03:01.560]  以耶穌基督為主的
[00:03:01.560 --> 00:03:02.560]  一種信仰
[00:03:02.560 --> 00:03:03.560]  以耶穌基督為主的
[00:03:03.560 --> 00:03:04.560]  一種信仰
[00:03:05.560 --> 00:03:07.560]  你們是為了什麼而來的呢
[00:03:07.560 --> 00:03:09.560]  為了邀請你的朋友而來呢
[00:03:09.560 --> 00:03:11.560]  還是為了小朋友而來呢
[00:03:11.560 --> 00:03:12.560]  當然是聖誕節
[00:03:12.560 --> 00:03:14.560]  我們當然是為了耶穌而來
[00:03:14.560 --> 00:03:17.560]  但是耶穌在這裡當中
[00:03:17.560 --> 00:03:19.560]  更加重要的是要我們一起
[00:03:19.560 --> 00:03:21.560]  我們教會
[00:03:21.560 --> 00:03:22.560]  大家走在一起
[00:03:22.560 --> 00:03:23.560]  這個就是教會
[00:03:23.560 --> 00:03:24.560]  這個建築不是叫教會
[00:03:24.560 --> 00:03:25.560]  我們走在一起
[00:03:25.560 --> 00:03:26.560]  這群人叫教會
[00:03:26.560 --> 00:03:28.560]  所以今天我們教會
[00:03:28.560 --> 00:03:30.560]  我們一起就是來慶祝
[00:03:30.560 --> 00:03:32.560]  耶穌基督的誕生
[00:03:32.560 --> 00:03:33.560]  聖誕節
[00:03:33.560 --> 00:03:35.560]  就是一個這麼重要的意義
[00:03:35.560 --> 00:03:36.560]  所以雖然這麼冷的天氣
[00:03:36.560 --> 00:03:38.560]  也很歡迎大家來到這裡當中
[00:03:38.560 --> 00:03:39.560]  有冷天氣
[00:03:39.560 --> 00:03:40.560]  更加有節日氣氛
[00:03:40.560 --> 00:03:42.560]  所以大家也可以穿一下
[00:03:42.560 --> 00:03:45.560]  一年只能穿一兩次的衣服
[00:03:45.560 --> 00:03:46.560]  可以找出來
[00:03:46.560 --> 00:03:48.560]  不如我也邀請大家起來
[00:03:48.560 --> 00:03:49.560]  我們有一個祈禱
[00:03:49.560 --> 00:03:52.560]  然後我們由我們的敬拜開始
[00:03:52.560 --> 00:03:54.560]  今天我們聖誕節的崇拜
[00:03:54.560 --> 00:03:55.560]  好不好
[00:03:55.560 --> 00:03:57.560]  我們一起同心祈禱
[00:03:57.560 --> 00:03:58.560]  親愛的天父
[00:03:58.560 --> 00:03:59.560]  我們感謝贊美你
[00:03:59.560 --> 00:04:01.560]  我們感謝耶穌的誕生
[00:04:01.560 --> 00:04:03.560]  多謝讓我們可以去紀念這一天
[00:04:03.560 --> 00:04:04.560]  因為我們知道
[00:04:04.560 --> 00:04:06.560]  這一天臨在我們這裡當中的時候
[00:04:06.560 --> 00:04:08.560]  值得我們一起去慶祝
[00:04:08.560 --> 00:04:11.560]  因為你的救恩臨在我們裡面
[00:04:11.560 --> 00:04:12.560]  因為你的歡欣
[00:04:12.560 --> 00:04:13.560]  你的喜樂
[00:04:13.560 --> 00:04:14.560]  你的平安
[00:04:14.560 --> 00:04:16.560]  同樣臨在我們當中
[00:04:16.560 --> 00:04:17.560]  求你帶領我們
[00:04:17.560 --> 00:04:19.560]  求你的靈在我們當中
[00:04:19.560 --> 00:04:20.560]  讓我們一起去敬拜
[00:04:20.560 --> 00:04:22.560]  讓我們用一個喜樂
[00:04:22.560 --> 00:04:23.560]  用一個慶祝的心情
[00:04:23.560 --> 00:04:26.560]  一起去敬拜耶穌基督
[00:04:26.560 --> 00:04:28.560]  我們今天可以和我們的小朋友
[00:04:28.560 --> 00:04:29.560]  一起去敬拜
[00:04:29.560 --> 00:04:31.560]  絕對是你的恩典
[00:04:31.560 --> 00:04:32.560]  我們同心敬拜
[00:04:32.560 --> 00:04:34.560]  奉主耶穌基督的名
[00:04:34.560 --> 00:04:35.560]  Amen
[00:04:36.560 --> 00:04:39.560]  《天地作》 詞:陳汝佳 曲:陳汝佳
[00:04:40.560 --> 00:04:43.560]  天地作 詞:陳汝佳 曲:陳汝佳
[00:04:43.560 --> 00:04:46.560]  天地作 詞:陳汝佳 曲:陳汝佳
[00:04:46.560 --> 00:04:55.560]  來聽天使的歌歌
[00:04:55.560 --> 00:04:59.560]  心心關注大榮耀
[00:04:59.560 --> 00:05:03.560]  來問遍地處事人
[00:05:03.560 --> 00:05:07.560]  天地作不得收報
[00:05:07.560 --> 00:05:11.560]  歡呼喜愛與萬壽
[00:05:11.560 --> 00:05:15.560]  一起歌頌放注天
[00:05:15.560 --> 00:05:19.560]  天官之名也中槍
[00:05:19.560 --> 00:05:23.560]  奇妙救主已降生
[00:05:23.560 --> 00:05:27.560]  青天骨靈中唱
[00:05:27.560 --> 00:05:33.560]  榮耀救主已降臨
[00:05:38.560 --> 00:05:42.560]  來聽天使全歌歌
[00:05:42.560 --> 00:05:46.560]  心心關注大榮耀
[00:05:46.560 --> 00:05:50.560]  來問遍地處事人
[00:05:50.560 --> 00:05:54.560]  天地作不得收報
[00:05:54.560 --> 00:05:58.560]  歡呼喜愛與萬壽
[00:05:58.560 --> 00:06:02.560]  一起歌頌放注天
[00:06:02.560 --> 00:06:05.560]  天官之名也中槍
[00:06:05.560 --> 00:06:09.560]  奇妙救主已降生
[00:06:09.560 --> 00:06:13.560]  青天骨靈中唱
[00:06:13.560 --> 00:06:20.560]  榮耀救主已降臨
[00:06:21.560 --> 00:06:24.560]  《青雲》 作詞:陳汝佳 作曲:陳汝佳
[00:06:25.560 --> 00:06:28.560]  《青雲》 作曲:陳汝佳
[00:06:29.560 --> 00:06:32.560]  《青雲》 作曲:陳汝佳
[00:06:55.560 --> 00:07:02.560]  聖誕來到主前
[00:07:02.560 --> 00:07:08.560]  快樂終身歡欣
[00:07:08.560 --> 00:07:12.560]  敬拜救贖
[00:07:12.560 --> 00:07:21.560]  萬世主於百里行乘
[00:07:21.560 --> 00:07:28.560]  天使降昌旺
[00:07:28.560 --> 00:07:33.560]  救主誕生萬壽
[00:07:33.560 --> 00:07:39.560]  敬拜忠贊主我亡
[00:07:39.560 --> 00:07:45.560]  敬拜忠贊主祈禱
