
[00:00:00.000 --> 00:00:04.080]  大家回來這教會應該
[00:00:04.080 --> 00:00:07.000]  頭幾次來的時候已經會在那裡看到
[00:00:07.000 --> 00:00:08.720]  那幾個大字
[00:00:08.720 --> 00:00:11.920]  I am the vine, you are the branches
[00:00:11.920 --> 00:00:14.320]  我是葡萄樹,你們是?
[00:00:14.320 --> 00:00:15.120]  (記者:草)
[00:00:15.120 --> 00:00:16.120]  是的
[00:00:16.120 --> 00:00:20.720]  可能我們已經來到這裡一段時間
[00:00:20.720 --> 00:00:21.720]  可能有些人
[00:00:21.720 --> 00:00:24.120]  我們當中在這裡兩年的時間
[00:00:24.120 --> 00:00:26.640]  可能有些人來了一兩個星期,幾個星期
[00:00:26.640 --> 00:00:28.760]  但我們已經很習慣這兩句話
[00:00:28.760 --> 00:00:32.200]  我們就放在那裡成為了我們教會裝飾的一部分
[00:00:32.200 --> 00:00:33.600]  就是我們裝修的時候
[00:00:33.600 --> 00:00:38.120]  就順手把英文字裝在牆上
[00:00:38.120 --> 00:00:39.960]  但這兩句話是
[00:00:39.960 --> 00:00:41.080]  耶穌親口所說
[00:00:41.080 --> 00:00:43.960]  剛才很感謝Yanis為我們點蠟燭的時候
[00:00:43.960 --> 00:00:45.920]  將這兩句話讀出來
[00:00:45.920 --> 00:00:50.560]  這句話正正構成了我們這間教會
[00:00:50.560 --> 00:00:52.280]  本身的身份是什麼
[00:00:52.280 --> 00:00:54.800]  是我們一個很核心的核心價值
[00:00:54.800 --> 00:00:57.200]  因為這句話就反映著
[00:00:57.200 --> 00:01:02.800]  我們如何去看待自己在耶穌裡面的身份是怎樣
[00:01:02.800 --> 00:01:07.040]  司徒約翰在他的福音書裡面記載了有七個
[00:01:07.040 --> 00:01:09.520]  耶穌這些叫做"I am" "我是"
[00:01:09.520 --> 00:01:12.440]  這樣的宣告
[00:01:12.440 --> 00:01:14.280]  這些宣告的重要性
[00:01:14.280 --> 00:01:16.680]  如果你有留意過舊約聖經的話
[00:01:16.680 --> 00:01:18.680]  這些宣告的重要性是來自
[00:01:18.680 --> 00:01:21.360]  他連繫回去在舊約聖經裡面
[00:01:21.360 --> 00:01:22.600]  特別在《出埃及記》
[00:01:22.600 --> 00:01:26.920]  當第一次摩西在那棵燃燒的荊棘裡面遇到神的時候
[00:01:26.920 --> 00:01:30.800]  祂問你是誰?你的名字是什麼?
[00:01:30.800 --> 00:01:32.720]  神就是用這句話
[00:01:32.720 --> 00:01:35.280]  在和合本的聖經裡面
[00:01:35.280 --> 00:01:37.560]  我們會翻譯成"我是自有永有的神"
[00:01:37.560 --> 00:01:38.360]  "I am"
[00:01:38.360 --> 00:01:40.360]  英文是"I am who I am"
[00:01:40.360 --> 00:01:41.600]  這句"I am"
[00:01:41.600 --> 00:01:47.520]  由舊約開始在聖經的歷史故事裡面
[00:01:47.520 --> 00:01:50.680]  一直就是神對祂自己的名字的稱呼
[00:01:50.680 --> 00:01:54.320]  所以當耶穌去說這些宣告
[00:01:54.320 --> 00:01:56.520]  當約翰去記載下來的時候
[00:01:56.520 --> 00:01:57.920]  這七個"I am"
[00:01:57.920 --> 00:01:59.240]  或者這個"I am"
[00:01:59.240 --> 00:02:02.240]  在福音書裡面記載的時候
[00:02:02.240 --> 00:02:06.440]  就是說到耶穌在宣告祂自己的身份
[00:02:06.440 --> 00:02:09.040]  在過去三個星期的章林期裡面
[00:02:09.040 --> 00:02:12.000]  我們看了有三句這些話
[00:02:12.000 --> 00:02:14.800]  我們看了耶穌說我是世界的光
[00:02:14.800 --> 00:02:16.720]  在一個黑暗的環境
[00:02:16.720 --> 00:02:18.160]  好像我們今天所面對
[00:02:18.160 --> 00:02:20.800]  或者好像在人類的歷史一直以來
[00:02:20.800 --> 00:02:22.200]  那個黑暗的環境裡面
[00:02:22.200 --> 00:02:24.400]  耶穌說我就是世界的光
[00:02:24.400 --> 00:02:27.480]  讓我們意識到我們有多麼的迫切
[00:02:27.480 --> 00:02:29.360]  在我們黑暗裡面有多麼的迫切
[00:02:29.360 --> 00:02:32.960]  需要耶穌去成為我們生命裡面
[00:02:32.960 --> 00:02:34.960]  成為我們這個世界上的光
[00:02:34.960 --> 00:02:36.240]  我們靠我們自己
[00:02:36.240 --> 00:02:38.560]  我們不能夠脫離黑暗
[00:02:38.560 --> 00:02:40.040]  耶穌來讓我們知道
[00:02:40.040 --> 00:02:42.680]  耶穌說我是好木人
[00:02:42.680 --> 00:02:45.680]  祂是那個會一直來指導我們
[00:02:45.680 --> 00:02:47.040]  來引導我們
[00:02:47.040 --> 00:02:49.400]  祂是那個會來保護我們的
[00:02:49.400 --> 00:02:51.720]  祂是那個永遠會和我們在一起
[00:02:51.720 --> 00:02:53.240]  也會和我們在一起
[00:02:53.240 --> 00:02:56.640]  也是不斷的來支持我們
[00:02:56.640 --> 00:02:58.760]  祂帶給我們一個真實的
[00:02:58.760 --> 00:03:01.160]  真正的平安這個shalom
[00:03:01.160 --> 00:03:03.720]  我們看了耶穌說我是生命的糧
[00:03:03.720 --> 00:03:04.920]  上個星期
[00:03:04.920 --> 00:03:06.440]  I am the bread of life
[00:03:06.440 --> 00:03:08.360]  這個生命的麵包
[00:03:08.360 --> 00:03:10.800]  祂是那個真正可以滿足
[00:03:10.800 --> 00:03:13.720]  我們靈魂裡面最深的
[00:03:13.720 --> 00:03:16.440]  那個需要最大的饑渴最大的渴慕
[00:03:16.440 --> 00:03:18.520]  耶穌是那個可以來滿足
[00:03:18.520 --> 00:03:20.720]  到以至祂可以在我們的生命裡面
[00:03:20.720 --> 00:03:23.520]  帶給我們一個真正的滿足
[00:03:23.520 --> 00:03:26.120]  和真正的喜樂
[00:03:26.120 --> 00:03:28.000]  但是你可能會留意到
[00:03:28.000 --> 00:03:31.480]  當每一次耶穌在發出宣告的時候
[00:03:31.480 --> 00:03:33.720]  約翰的福音裡面都有記載
[00:03:33.720 --> 00:03:36.920]  其實那些反應都可以是幾兩極
[00:03:36.920 --> 00:03:39.840]  有些人當然會很欣然的去接受
[00:03:39.840 --> 00:03:41.560]  非常的拜耶穌
[00:03:41.560 --> 00:03:42.440]  甚至他們會覺得
[00:03:42.440 --> 00:03:44.120]  哇!這個就是神的兒子
[00:03:44.120 --> 00:03:47.640]  這個就是我們等待的那個尼塞亞
[00:03:47.640 --> 00:03:48.680]  但是同一個時間
[00:03:48.680 --> 00:03:50.840]  在另一邊你會看到這樣的宣告
[00:03:50.840 --> 00:03:53.160]  會引來很多的反感
[00:03:53.160 --> 00:03:54.520]  引來很多的憎恨
[00:03:54.520 --> 00:03:56.680]  有人覺得你是否在褻瀆神
[00:03:56.680 --> 00:03:57.120]  為什麼?
[00:03:57.120 --> 00:03:58.680]  因為正正我剛才所說
[00:03:58.680 --> 00:04:00.000]  這個I am
[00:04:00.000 --> 00:04:01.200]  這個我是
[00:04:01.200 --> 00:04:03.600]  這個這樣的宣告
[00:04:03.600 --> 00:04:04.920]  當你這樣說的時候
[00:04:04.920 --> 00:04:08.880]  你用神的名字來套在自己身上的時候
[00:04:08.880 --> 00:04:11.000]  耶穌在宣告的就是
[00:04:11.000 --> 00:04:11.920]  祂就是神
[00:04:11.920 --> 00:04:15.360]  或者祂就是神的兒子來到這個世界上
[00:04:15.360 --> 00:04:18.720]  就逼我們要去面對一個事實
[00:04:18.720 --> 00:04:22.040]  或者逼我們去到一個地步裡面
[00:04:22.040 --> 00:04:25.000]  在歷史上有很多的偉人
[00:04:25.000 --> 00:04:27.640]  他們可能有很多很好的教導
[00:04:27.640 --> 00:04:29.200]  以至很多人我們會說
[00:04:29.200 --> 00:04:30.800]  他是萬世師表
[00:04:30.800 --> 00:04:33.120]  一代宗師等等等等
[00:04:33.120 --> 00:04:36.120]  有時候很容易我們都將耶穌放進去這個類別裡面
[00:04:36.120 --> 00:04:37.200]  哦!耶穌嘛
[00:04:37.200 --> 00:04:39.920]  他教的那些教導是很棒的
[00:04:39.920 --> 00:04:41.720]  那些道德的教導
[00:04:41.720 --> 00:04:42.600]  例如那些什麼
[00:04:42.600 --> 00:04:44.960]  哇!施比受更為有福
[00:04:44.960 --> 00:04:46.080]  大家聽過是吧
[00:04:46.080 --> 00:04:48.120]  就算我不做基督徒也好
[00:04:48.120 --> 00:04:50.520]  我學會怎樣來去施與的話
[00:04:50.520 --> 00:04:52.680]  其實我這個人本身都
[00:04:52.680 --> 00:04:54.440]  (施比受:我給你喝水)
[00:04:54.440 --> 00:04:55.440]  哦!OK
[00:04:55.440 --> 00:04:56.880]  媽媽幫你一下
[00:04:56.880 --> 00:04:58.200]  你的水在那裡
[00:04:58.200 --> 00:04:59.160]  是啊
[00:04:59.160 --> 00:05:00.960]  施比受是更為有福
[00:05:00.960 --> 00:05:02.200]  是啊
[00:05:02.200 --> 00:05:05.040]  給他水喝的那個應該也是很有福的
[00:05:05.040 --> 00:05:06.280]  啊
[00:05:06.280 --> 00:05:09.040]  我們很多時候會將這些的
[00:05:09.040 --> 00:05:10.040]  道德教導
[00:05:10.040 --> 00:05:11.440]  這些道德上面的教導
[00:05:11.440 --> 00:05:13.000]  我們覺得就算我們不是
[00:05:13.000 --> 00:05:14.200]  基督徒也好
[00:05:14.200 --> 00:05:16.600]  這些東西我學會的話
[00:05:16.600 --> 00:05:18.200]  我應用在我生命裡面
[00:05:18.200 --> 00:05:20.280]  我也可以對自己有些幫助
[00:05:20.280 --> 00:05:21.880]  就等於買一本書來看
[00:05:21.880 --> 00:05:23.880]  那些叫什麼心靈雞湯
[00:05:23.880 --> 00:05:26.760]  或者你去書店裡面有一堆的
[00:05:26.760 --> 00:05:27.680]  那些叫self-help
[00:05:27.680 --> 00:05:29.400]  你去幫自己的書
[00:05:29.400 --> 00:05:30.400]  我們有很多
[00:05:30.400 --> 00:05:32.680]  我們會將耶穌放在一個這樣的類別裡面
[00:05:32.680 --> 00:05:33.880]  哦!耶穌講的那些東西
[00:05:33.880 --> 00:05:34.680]  都不錯啊
[00:05:34.680 --> 00:05:36.520]  如果學一下兩句的話
[00:05:36.520 --> 00:05:38.160]  可能我人生都會精彩一點
[00:05:38.160 --> 00:05:39.840]  可能人生都會豐富一點
[00:05:39.840 --> 00:05:40.640]  順利一點
[00:05:40.640 --> 00:05:43.240]  我們會將耶穌放在一個這樣的位置裡面
[00:05:43.240 --> 00:05:45.240]  但是當耶穌宣告
[00:05:45.240 --> 00:05:47.440]  他說I am的時候
[00:05:47.440 --> 00:05:48.760]  他說我是
[00:05:48.760 --> 00:05:50.240]  當他用神的名字
[00:05:50.240 --> 00:05:52.680]  來自我宣告的時候
[00:05:52.680 --> 00:05:53.480]  他將我們
[00:05:53.480 --> 00:05:55.480]  逼我們去到一個位置裡面
[00:05:55.480 --> 00:05:56.280]  就是什麼
[00:05:56.280 --> 00:05:58.480]  他現在在宣稱
[00:05:58.480 --> 00:06:00.000]  他自己是神
[00:06:00.000 --> 00:06:02.280]  和二千年前他的聽眾一樣
[00:06:02.280 --> 00:06:04.920]  他們都去到一個很不舒服的位置裡面
[00:06:04.920 --> 00:06:06.960]  他們逼著要做一個選擇
[00:06:06.960 --> 00:06:09.400]  正如今天我們都要做一個這樣的選擇
[00:06:09.400 --> 00:06:12.040]  而這個選擇正正就是在聖誕節裡面
[00:06:12.040 --> 00:06:14.040]  每一個人都要做的一個選擇
[00:06:14.040 --> 00:06:16.040]  聖誕節的信息是說到有一個
[00:06:16.040 --> 00:06:17.240]  Savior of the world
[00:06:17.240 --> 00:06:19.920]  這個拯救世界的救主
[00:06:19.920 --> 00:06:21.240]  來到這個世界上
[00:06:21.240 --> 00:06:22.320]  是一個消息
[00:06:22.320 --> 00:06:24.720]  是一個宣告來告訴我們
[00:06:24.720 --> 00:06:26.720]  面對著這個宣告的時候
[00:06:26.720 --> 00:06:27.720]  我們都要歸邊
[00:06:27.720 --> 00:06:30.000]  我們都要去找回自己的定位
[00:06:30.000 --> 00:06:31.320]  看看自己怎麼站
[00:06:31.320 --> 00:06:32.520]  究竟我們是
[00:06:32.520 --> 00:06:33.720]  在這個位置
[00:06:33.720 --> 00:06:35.720]  當我們聽到這個宣告的時候
[00:06:35.720 --> 00:06:38.720]  我們相信耶穌就是這個世界
[00:06:38.720 --> 00:06:39.840]  世人的救主
[00:06:39.840 --> 00:06:42.240]  然後我們去相信祂 去回應祂
[00:06:42.240 --> 00:06:43.440]  去跟隨祂
[00:06:43.440 --> 00:06:45.240]  這個可以是第一個選擇
[00:06:45.240 --> 00:06:46.440]  第一個回應
[00:06:46.440 --> 00:06:47.440]  或者我們覺得
[00:06:47.440 --> 00:06:48.640]  這個人真的發瘋了
[00:06:48.640 --> 00:06:50.240]  這個人真的傻傻的
[00:06:50.240 --> 00:06:51.440]  耶穌是不是一個
[00:06:51.440 --> 00:06:53.040]  祂是不是有一點幻覺呢
[00:06:53.040 --> 00:06:54.840]  祂是不是自己有一點妄想症呢
[00:06:54.840 --> 00:06:56.240]  於是祂說這些話
[00:06:56.240 --> 00:06:57.840]  祂以為自己是神呢
[00:06:57.840 --> 00:06:59.840]  如果我們覺得祂是一個瘋子的話
[00:06:59.840 --> 00:07:01.840]  如果我們覺得祂是一個騙子
[00:07:01.840 --> 00:07:03.240]  祂都知道自己不是
[00:07:03.240 --> 00:07:04.440]  不過祂是脫了衣服
[00:07:04.440 --> 00:07:05.840]  如果我們知道祂是騙子
[00:07:05.840 --> 00:07:08.040]  或者覺得祂是一個瘋子的話
[00:07:08.040 --> 00:07:09.640]  我們應該把祂說的話
[00:07:09.640 --> 00:07:11.440]  全部當作是忿不自禍
[00:07:11.440 --> 00:07:14.240]  唯一我們不能做的就是站在這裡
[00:07:14.240 --> 00:07:17.440]  好像祂說這幾句話都很好
[00:07:17.440 --> 00:07:19.840]  那句話就不用聽
[00:07:19.840 --> 00:07:21.240]  我們不能站在一個
[00:07:21.240 --> 00:07:22.840]  這樣騎牆的狀態裡面
[00:07:22.840 --> 00:07:25.640]  聖誕節將我們放在一個位置
[00:07:25.640 --> 00:07:28.240]  聖誕節將我們放在一個
[00:07:28.240 --> 00:07:29.440]  這樣的位置裡面
[00:07:29.440 --> 00:07:32.440]  我們要去做一個很實際的選擇
[00:07:32.440 --> 00:07:34.040]  今天我們面對著耶穌
[00:07:34.040 --> 00:07:36.440]  祂這樣去稱呼祂自己的時候
[00:07:36.440 --> 00:07:39.240]  這樣去宣告祂的身份的時候
[00:07:39.240 --> 00:07:42.640]  究竟我們怎樣來回應
[00:07:42.640 --> 00:07:44.240]  我們不如來看看
[00:07:44.240 --> 00:07:46.240]  今天剛才我們讀的那段經文
[00:07:46.240 --> 00:07:48.440]  這句刻在我們牆上的
[00:07:48.440 --> 00:07:50.440]  這一節耶穌的說話
[00:07:50.440 --> 00:07:53.040]  在《約翰福音》第十五章第一節
[00:07:53.040 --> 00:07:56.040]  耶穌一開始說我是真葡萄樹
[00:07:56.040 --> 00:07:58.840]  我負我的天賦是那個栽培的人
[00:07:58.840 --> 00:08:00.040]  是那個Gardener
[00:08:00.040 --> 00:08:01.640]  是很有趣的
[00:08:01.640 --> 00:08:02.440]  耶穌說
[00:08:02.440 --> 00:08:04.040]  我們待會教會叫做Divine
[00:08:04.040 --> 00:08:05.840]  這裡說算了不說了
[00:08:05.840 --> 00:08:06.640]  沒有人懂得笑
[00:08:06.640 --> 00:08:07.440]  好
[00:08:07.440 --> 00:08:11.240]  我們在《約翰福音》第十五章第一句
[00:08:11.240 --> 00:08:13.640]  是栽培的人
[00:08:13.640 --> 00:08:16.040]  《約翰福音》第十五章第一句
[00:08:16.040 --> 00:08:19.440]  其實已經充滿著非常神學上
[00:08:19.440 --> 00:08:21.440]  歷史上在聖經的信息裡面
[00:08:21.440 --> 00:08:23.640]  含金量很高的一句話
[00:08:23.640 --> 00:08:25.240]  為什麼呢?我們一起來看看
[00:08:25.240 --> 00:08:27.240]  在舊約的聖經裡面
[00:08:27.240 --> 00:08:29.840]  其實有一個國家
[00:08:29.840 --> 00:08:31.840]  都是用葡萄樹來比喻
[00:08:31.840 --> 00:08:33.240]  或者稱呼他們
[00:08:33.240 --> 00:08:36.240]  沒錯那個國家就是以色列
[00:08:36.240 --> 00:08:37.640]  在舊約的聖經裡面
[00:08:37.640 --> 00:08:39.040]  有很多很多的
[00:08:39.040 --> 00:08:41.640]  不同的聖經經文都用了
[00:08:41.640 --> 00:08:44.640]  葡萄樹這個意象
