
[00:00:00.000 --> 00:00:03.560]  為什麼我能夠分享呢?
[00:00:03.560 --> 00:00:06.840]  因為好幾年前我在學校教書
[00:00:06.840 --> 00:00:10.200]  我都大大話話教了十幾年書
[00:00:10.200 --> 00:00:14.320]  但我第一間學校辭職的時候
[00:00:14.320 --> 00:00:16.040]  大概教了九年
[00:00:16.040 --> 00:00:17.480]  教了九年書之後
[00:00:17.480 --> 00:00:20.200]  我就做了一個自己都想不到的決定
[00:00:20.200 --> 00:00:21.200]  就是辭職
[00:00:21.200 --> 00:00:24.400]  離開一份很穩定的工作
[00:00:24.400 --> 00:00:26.200]  去澳洲讀書
[00:00:26.200 --> 00:00:28.200]  大家都在香港生活
[00:00:28.200 --> 00:00:32.080]  都感受得到在這裡生活的時間表安排
[00:00:32.080 --> 00:00:33.080]  真的很緊密
[00:00:33.080 --> 00:00:35.600]  不單是每天幾點起床
[00:00:35.600 --> 00:00:37.200]  幾點吃飯的時間表
[00:00:37.200 --> 00:00:38.800]  是你幾歲要畢業
[00:00:38.800 --> 00:00:41.760]  你幾歲就要踏入工場
[00:00:41.760 --> 00:00:43.640]  在工地工作
[00:00:43.640 --> 00:00:46.280]  你幾歲就要結婚生子買樓
[00:00:46.280 --> 00:00:49.080]  一件事都排得密密麻麻
[00:00:49.080 --> 00:00:52.760]  好像每一分鐘都已經被社會安排到
[00:00:52.760 --> 00:00:55.280]  所有的事情都要計算得很盡
[00:00:55.280 --> 00:00:57.640]  遲一年都不容有失
[00:00:57.640 --> 00:01:00.240]  所以當我去到澳洲的時候
[00:01:00.240 --> 00:01:04.160]  好像踏入了一個完全沒有地圖的新世界
[00:01:04.160 --> 00:01:07.280]  沒有人告訴我下一步應該怎麼走
[00:01:07.280 --> 00:01:09.760]  沒有人給我一份計劃書告訴我
[00:01:09.760 --> 00:01:11.800]  你去到澳洲才要這樣做
[00:01:11.800 --> 00:01:13.080]  然後這樣做
[00:01:13.080 --> 00:01:16.400]  我去了一個充滿可能性的空間裡面
[00:01:16.400 --> 00:01:20.480]  而這個改變不單是工作上的方向
[00:01:20.480 --> 00:01:24.120]  更加給我一個新的機會去認識自己
[00:01:24.120 --> 00:01:27.760]  讓我走出其他人對我的既定的框框
[00:01:27.760 --> 00:01:29.560]  可以嘗試不同的事情
[00:01:29.560 --> 00:01:31.800]  去探索一個新的自己
[00:01:31.800 --> 00:01:35.080]  第一樣探索的事情就是我的頭髮
[00:01:35.080 --> 00:01:37.880]  其實我已經夾直了很多年的頭髮
[00:01:37.880 --> 00:01:40.120]  但去到澳洲的時候我就發覺
[00:01:40.120 --> 00:01:42.120]  我可以有一個新的開始
[00:01:42.120 --> 00:01:44.800]  我可以接受自己自然的樣子
[00:01:44.800 --> 00:01:47.800]  原來我的頭髮也可以彎得挺好看的
[00:01:47.800 --> 00:01:49.880]  我都可以接受得到
[00:01:49.880 --> 00:01:51.120]  要拍手
[00:01:51.120 --> 00:01:54.520]  不要,不要,不要
[00:01:54.520 --> 00:01:57.560]  因為香港真的很少人有彎頭髮
[00:01:57.560 --> 00:02:00.040]  所以我一直都不懂得打理
[00:02:00.040 --> 00:02:01.640]  直到我去到澳洲的時候
[00:02:01.640 --> 00:02:03.120]  就開始有人告訴我
[00:02:03.120 --> 00:02:04.880]  其實你可以這樣做的
[00:02:04.880 --> 00:02:07.560]  我都沒有想過自己可以有一個
[00:02:07.560 --> 00:02:10.440]  有一個彎頭髮的發展
[00:02:10.440 --> 00:02:12.440]  事業當然重要
[00:02:12.440 --> 00:02:13.760]  彎頭髮也很重要
[00:02:13.760 --> 00:02:16.360]  但除了外表上的不同
[00:02:16.360 --> 00:02:19.120]  其實這段時間裡面
[00:02:19.120 --> 00:02:20.240]  什麼都不知道
[00:02:20.240 --> 00:02:22.040]  什麼都有可能
[00:02:22.040 --> 00:02:24.040]  什麼挑戰都有可能的時候
[00:02:24.040 --> 00:02:26.840]  內在上都有很多改變
[00:02:26.840 --> 00:02:29.120]  不只是裡面有一個改變
[00:02:29.120 --> 00:02:31.120]  我要學會放鬆一點
[00:02:31.120 --> 00:02:35.120]  我是一個很容易很緊張的人
[00:02:35.120 --> 00:02:36.520]  因為很多事情
[00:02:36.520 --> 00:02:38.120]  譬如我以前教書就是
[00:02:38.120 --> 00:02:41.920]  很多事情都要在35分鐘裡面安排得好
[00:02:41.920 --> 00:02:44.640]  學生有什麼反應都要在我計算裡面
[00:02:44.640 --> 00:02:48.240]  所以一切都覺得不能夠放鬆
[00:02:48.240 --> 00:02:49.720]  所以去到那裡的時候
[00:02:49.720 --> 00:02:51.120]  我第一樣要學會的
[00:02:51.120 --> 00:02:53.120]  就是要學會放鬆
[00:02:53.120 --> 00:02:54.720]  除了這個之外
[00:02:54.720 --> 00:02:57.320]  我都發覺在澳洲的生活當中
[00:02:57.320 --> 00:02:58.720]  有些聲音有點不順
[00:02:58.720 --> 00:03:00.720]  我的聲音有點不順
[00:03:00.720 --> 00:03:03.120]  是不是我調的麥克風有點不OK
[00:03:03.120 --> 00:03:06.920]  除了我的信心都很小
[00:03:06.920 --> 00:03:08.920]  有很多不肯定
[00:03:08.920 --> 00:03:10.920]  也有很多不安在裡面
[00:03:10.920 --> 00:03:12.920]  所以在澳洲那段時間
[00:03:12.920 --> 00:03:15.720]  我學會重新怎樣去建立信心
[00:03:15.720 --> 00:03:17.720]  學會就快要沉了
[00:03:17.720 --> 00:03:20.720]  我快要沒有信心的時候
[00:03:20.720 --> 00:03:23.720]  我要明白聖經裡面所說
[00:03:23.720 --> 00:03:25.720]  「定啲嚟,耶穌喺度」
[00:03:25.720 --> 00:03:28.720]  這種信心是什麼
[00:03:28.720 --> 00:03:32.320]  我那時候真的活在一個沒有地圖的季節裡面
[00:03:32.320 --> 00:03:34.120]  什麼都有可能發生
[00:03:34.120 --> 00:03:37.720]  什麼挑戰都有可能在我身上來到
[00:03:37.720 --> 00:03:41.720]  但我不是隨隨便便就踏入了這個
[00:03:41.720 --> 00:03:43.720]  沒有地圖的季節裡面
[00:03:43.720 --> 00:03:45.720]  我不是突然間走著走著
[00:03:45.720 --> 00:03:47.720]  就去澳洲試試
[00:03:47.720 --> 00:03:49.720]  而是我很有意識地
[00:03:49.720 --> 00:03:53.720]  很主動地進入這個未知的狀態裡面
[00:03:53.720 --> 00:03:57.720]  因為我一直都很想找出自己的可能性
[00:03:57.720 --> 00:04:00.720]  我想讓自己有不同的路去試試
[00:04:00.720 --> 00:04:03.720]  我想讓自己有一個空間
[00:04:03.720 --> 00:04:06.720]  可以靜靜地聽到上帝的聲音
[00:04:06.720 --> 00:04:10.720]  在愛祂的群體當中去成長
[00:04:10.720 --> 00:04:12.720]  今年我們教會的意象
[00:04:12.720 --> 00:04:14.720]  其實都是圍繞著未知的領域
[00:04:14.720 --> 00:04:16.720]  但我們想說清楚
[00:04:16.720 --> 00:04:20.720]  我們教會的意象不是告訴我們隨波逐流
[00:04:20.720 --> 00:04:23.720]  不是撞撞試試就沒事發生
[00:04:23.720 --> 00:04:25.720]  並不是這樣
[00:04:25.720 --> 00:04:30.720]  而是我們想刻意地將自己放在一個位置裡面
[00:04:30.720 --> 00:04:33.720]  讓上帝有空間去帶領我們
[00:04:33.720 --> 00:04:35.720]  告訴我們祂的新路向
[00:04:35.720 --> 00:04:37.720]  我們新的可能性
[00:04:37.720 --> 00:04:40.720]  我們可以希望在這段時間裡面
[00:04:40.720 --> 00:04:41.720]  我們一起去學習
[00:04:41.720 --> 00:04:44.720]  如何去聆聽上帝的聲音
[00:04:44.720 --> 00:04:46.720]  如何去信賴聖靈
[00:04:46.720 --> 00:04:49.720]  在我們生命裡面的指南針
[00:04:49.720 --> 00:04:51.720]  而不是靠世界告訴我們
[00:04:51.720 --> 00:04:53.720]  這個教會應該怎麼走
[00:04:53.720 --> 00:04:54.720]  這個世界告訴我們
[00:04:54.720 --> 00:04:56.720]  如何可以增加更多人數
[00:04:56.720 --> 00:04:57.720]  帶領更多人回教會
[00:04:57.720 --> 00:05:00.720]  這個世界告訴我們怎樣牧養
[00:05:00.720 --> 00:05:05.720]  我們很希望能夠主動地踏入一個空間
[00:05:05.720 --> 00:05:07.720]  去學習聆聽上帝的聲音
[00:05:07.720 --> 00:05:10.720]  讓聖靈成為我們的指南針
