
[00:00:00.000 --> 00:00:01.280]   Good morning, everyone.
[00:00:01.280 --> 00:00:05.240]   It is such a treat to be here
[00:00:05.240 --> 00:00:07.080]   and to share God's word with you
[00:00:07.080 --> 00:00:10.200]   and yeah, and just to worship together.
[00:00:10.200 --> 00:00:13.560]   As Andrew said, Marian and I delight
[00:00:13.560 --> 00:00:16.120]   in worshiping here every Sunday.
[00:00:16.120 --> 00:00:20.400]   And every Sunday, God says something, speaks to us.
[00:00:20.400 --> 00:00:23.800]   And we normally sit over kind of in this area over here
[00:00:23.800 --> 00:00:27.520]   where Sarah and Raul, a little bit this side of Carl.
[00:00:27.520 --> 00:00:30.200]   And it's not a special place, of course.
[00:00:30.200 --> 00:00:32.300]   He'll speak to us in any part of the room.
[00:00:32.300 --> 00:00:35.400]   But God speaks.
[00:00:35.400 --> 00:00:38.500]   And one of the things I believe he's saying this morning
[00:00:38.500 --> 00:00:41.700]   is just how much he loves you.
[00:00:41.700 --> 00:00:47.480]   And that when he looks at you, he sees something of beauty.
[00:00:47.480 --> 00:00:51.780]   So before we start in anything, know that.
[00:00:51.780 --> 00:00:55.840]   Know that God is here and he speaks.
[00:00:56.920 --> 00:01:01.480]   Now, when, I was gonna call you Father Andrew,
[00:01:01.480 --> 00:01:03.360]   but you're Pastor Andrew.
[00:01:03.360 --> 00:01:04.560]   Hello.
[00:01:04.560 --> 00:01:09.560]   When Pastor Andrew asked if I would preach last month,
[00:01:09.560 --> 00:01:12.480]   I had to really think about it for a little bit
[00:01:12.480 --> 00:01:16.120]   because I knew that February was gonna be a very tough time
[00:01:16.120 --> 00:01:18.640]   for the work at the university.
[00:01:18.640 --> 00:01:21.720]   And so I told him I'd go away and pray about it
[00:01:21.720 --> 00:01:22.560]   and think about it.
[00:01:22.560 --> 00:01:24.960]   So I went away, prayed about it and thought about it
[00:01:24.960 --> 00:01:26.680]   and thought about it some more.
[00:01:26.680 --> 00:01:30.440]   And, but you know, it's very difficult
[00:01:30.440 --> 00:01:32.840]   to say no to Pastor Andrew.
[00:01:32.840 --> 00:01:37.200]   And it's especially difficult to say no to Pastor Andrew
[00:01:37.200 --> 00:01:40.760]   when the Holy Spirit gives you a title of yes
[00:01:40.760 --> 00:01:41.600]   in your sermon.
[00:01:41.600 --> 00:01:44.920]   And that's what we're talking about today, getting to yes.
[00:01:44.920 --> 00:01:47.560]   Because as I prayed, I felt this was the topic,
[00:01:47.560 --> 00:01:50.920]   getting to and staying at yes.
[00:01:52.880 --> 00:01:57.880]   The, what that means exactly for each one of us,
[00:01:57.880 --> 00:01:59.320]   I'm not sure.
[00:01:59.320 --> 00:02:03.840]   I think as a community globally and here in Hong Kong,
[00:02:03.840 --> 00:02:07.920]   we're coming out of a period of no, a season of no,
[00:02:07.920 --> 00:02:10.120]   where it was no, lots of restrictions.
[00:02:10.120 --> 00:02:13.480]   And now we're emerging into this season of yes.
[00:02:13.480 --> 00:02:15.360]   But what does that look like?
[00:02:15.360 --> 00:02:17.440]   And what does it look like for you
[00:02:17.440 --> 00:02:20.600]   in your getting to yes with God?
[00:02:20.600 --> 00:02:23.120]   Because that's what we're focusing on.
[00:02:23.120 --> 00:02:24.960]   For some of us, it might mean this morning
[00:02:24.960 --> 00:02:29.040]   that that might be the big yes to follow Jesus Christ.
[00:02:29.040 --> 00:02:32.760]   Maybe you're here and you haven't yet said yes to Jesus.
[00:02:32.760 --> 00:02:34.960]   And my prayer is that you would,
[00:02:34.960 --> 00:02:37.640]   because there is so much joy
[00:02:37.640 --> 00:02:40.840]   and a beautiful journey awaiting you.
[00:02:40.840 --> 00:02:42.120]   It may be that you've said yes,
[00:02:42.120 --> 00:02:45.720]   and probably for most of us, it is we have said yes.
[00:02:45.720 --> 00:02:50.720]   But maybe there are pockets of our lives that are nos.
[00:02:50.720 --> 00:02:52.800]   And on this first Sunday of Lent,
[00:02:52.800 --> 00:02:54.720]   as we make our way to Easter,
[00:02:54.720 --> 00:02:56.880]   what would it look like to be all in,
[00:02:56.880 --> 00:02:59.480]   to be completely a yes?
[00:02:59.480 --> 00:03:01.720]   What would it look like for parts of your lives,
[00:03:01.720 --> 00:03:06.600]   which may be a no, to be positioned, repositioned as a yes?
[00:03:06.600 --> 00:03:08.520]   Or maybe it's a situation.
[00:03:08.520 --> 00:03:10.760]   Maybe it's in a relationship,
[00:03:10.760 --> 00:03:13.840]   and you're feeling God is leading you to a yes.
[00:03:14.760 --> 00:03:18.920]   Or maybe He's leading you to yes to wait on a relationship.
[00:03:18.920 --> 00:03:22.040]   Or maybe it's something at work.
[00:03:22.040 --> 00:03:26.240]   Last week, Pastor Andrew preached on courage.
[00:03:26.240 --> 00:03:29.240]   And maybe you feel God's leading you somewhere,
[00:03:29.240 --> 00:03:32.440]   but it's a bit scary, and you need that courage.
[00:03:32.440 --> 00:03:33.680]   I don't know what it is.
[00:03:33.680 --> 00:03:38.480]   But I do know this, that getting to yes,
[00:03:38.480 --> 00:03:41.240]   truly getting to yes, not just with our mind
[00:03:41.240 --> 00:03:44.600]   and with our word, but with our heart,
[00:03:44.600 --> 00:03:46.360]   is sometimes difficult.
[00:03:46.360 --> 00:03:47.800]   So that's what we're gonna talk about today,
[00:03:47.800 --> 00:03:52.320]   is how do we get to yes in those challenging areas?
[00:03:52.320 --> 00:03:55.240]   In the 1990s, Marian and I lived in London.
[00:03:55.240 --> 00:03:57.960]   We went to Alsos Church, and John Stott was there
[00:03:57.960 --> 00:04:00.800]   different times during that period.
[00:04:00.800 --> 00:04:05.280]   And one night, he just mentioned kinda casually offhand
[00:04:05.280 --> 00:04:09.880]   that Peter, three times, had said no to Jesus.
[00:04:09.880 --> 00:04:13.320]   Once on the road to Jerusalem,
[00:04:13.320 --> 00:04:16.760]   once in the upper room at Jerusalem,
[00:04:16.760 --> 00:04:20.000]   and once in a small town of Joppa.
[00:04:20.000 --> 00:04:23.360]   And at the time, it just kinda stuck away.
[00:04:23.360 --> 00:04:25.360]   I thought, that's kind of interesting.
[00:04:25.360 --> 00:04:29.160]   But in the last few months, as I've been going through
[00:04:29.160 --> 00:04:31.840]   a particular challenging part in my life,
[00:04:31.840 --> 00:04:36.840]   I have found these times to be encouraging and challenging
[00:04:36.840 --> 00:04:41.800]   to help me begin to shift, as Peter did,
[00:04:41.800 --> 00:04:44.080]   his no's to a yes.
[00:04:44.080 --> 00:04:47.200]   So what I'd like to do this morning is to do that,
[00:04:47.200 --> 00:04:51.320]   to look at the scripture, to look at how Peter said no,
[00:04:51.320 --> 00:04:54.360]   but then eventually was able to say yes,
[00:04:54.360 --> 00:04:57.640]   in the hopes that it might encourage you.
[00:04:57.640 --> 00:05:02.280]   And in the hopes that it might move us all to a yes
[00:05:02.280 --> 00:05:04.000]   as we get ready for Vision Sunday,
[00:05:04.000 --> 00:05:07.360]   as we go into this Easter Lenten journey.
[00:05:07.360 --> 00:05:08.400]   Does that sound okay?
[00:05:08.400 --> 00:05:11.120]   - Yes. - Yes.
[00:05:11.120 --> 00:05:11.960]   - Yes. - Good.
[00:05:11.960 --> 00:05:14.840]   It's kinda hard to say no, isn't it?
[00:05:14.840 --> 00:05:16.800]   All right, so I'll be, no.
[00:05:16.800 --> 00:05:18.240]   Okay, so we'll go to the scripture.
[00:05:18.240 --> 00:05:20.520]   But before we go to the scripture,
[00:05:20.520 --> 00:05:23.680]   as Andrew said, that I work with a group
[00:05:23.680 --> 00:05:25.760]   at University of Hong Kong, HKU,
[00:05:25.760 --> 00:05:27.280]   called Faith and Global Engagement.
[00:05:27.280 --> 00:05:28.840]   Work with Carl there.
[00:05:28.840 --> 00:05:30.520]   A couple of our other people were here
[00:05:30.520 --> 00:05:33.000]   earlier in the morning, but Faith and Global Engagement.
[00:05:33.000 --> 00:05:36.360]   And the area that I work on the most is,
[00:05:36.360 --> 00:05:39.640]   as Pastor Andrew said, character leadership.
[00:05:39.640 --> 00:05:42.520]   Now, a good part of character is reflection,
[00:05:42.520 --> 00:05:44.960]   that you have to reflect on your character
[00:05:44.960 --> 00:05:48.280]   as your character step-by-step strengthens.
[00:05:48.280 --> 00:05:50.200]   So what we're gonna do is,
[00:05:50.200 --> 00:05:52.920]   I thought I'd show you a little bit of
[00:05:52.920 --> 00:05:55.000]   what we are at Lead for Life as a program.
[00:05:55.000 --> 00:05:56.640]   So if we go to that slide.
[00:05:56.640 --> 00:06:00.520]   This is actually a photograph that was taken last weekend,
[00:06:00.520 --> 00:06:02.040]   just this last Saturday.
[00:06:02.040 --> 00:06:05.520]   Now, some of you may recognize your faces in there
[00:06:05.520 --> 00:06:08.200]   because there are a number of you from the Vine
[00:06:08.200 --> 00:06:12.240]   who are leaders, who are mentors in the program.
[00:06:12.240 --> 00:06:14.600]   And you'll see there right in the middle, our neon sign,
[00:06:14.600 --> 00:06:17.920]   and behind our neon sign, a Benedictine monk.
[00:06:17.920 --> 00:06:21.400]   Now, what is a Benedictine monk doing there at HKU?
[00:06:21.400 --> 00:06:26.400]   So the topic was meditation, wellness, and leadership.
[00:06:26.400 --> 00:06:30.120]   Because we don't often connect meditation and leadership,
[00:06:30.120 --> 00:06:33.080]   and yet the best leaders are reflective,
[00:06:33.080 --> 00:06:34.720]   they're contemplative.
[00:06:34.720 --> 00:06:39.680]   So we try to teach our students how to reflect well.
[00:06:39.680 --> 00:06:43.240]   And we use an iceberg metaphor.
[00:06:43.240 --> 00:06:46.240]   So as we look at this iceberg metaphor,
[00:06:46.240 --> 00:06:49.160]   then you'll see that there, there's your iceberg,
[00:06:49.160 --> 00:06:53.400]   and then the reflection reactions on the right.
[00:06:53.400 --> 00:06:57.640]   Now, our senior research director,
[00:06:57.640 --> 00:07:00.160]   our project manager at Faith and Global Engagement,
[00:07:00.160 --> 00:07:04.000]   Hualun, he does a great job at getting people to understand,
[00:07:04.000 --> 00:07:06.800]   getting students to understand how do you reflect on things.
[00:07:06.800 --> 00:07:08.600]   And the reason I'm saying this to you
[00:07:08.600 --> 00:07:10.280]   is because I want us to use this tool
[00:07:10.280 --> 00:07:13.200]   to reflect on Peter's nose,
[00:07:13.200 --> 00:07:15.920]   so that we can really reflect in our lives
[00:07:15.920 --> 00:07:18.280]   and see what they have to teach us.
[00:07:18.280 --> 00:07:21.080]   So basically, at the very top,
[00:07:21.080 --> 00:07:24.080]   and we all know that the iceberg metaphor
[00:07:24.080 --> 00:07:26.520]   is you only see the tip of the iceberg, right?
[00:07:26.520 --> 00:07:30.080]   The bulk of the iceberg is below the surface.
[00:07:30.080 --> 00:07:32.240]   And that's how it is with our lives too, right?
[00:07:32.240 --> 00:07:34.240]   People only see a tip of us,
[00:07:34.240 --> 00:07:37.160]   but the bulk of us is in our heart.
[00:07:37.160 --> 00:07:39.360]   And that's where the heart of the matter is.
[00:07:39.360 --> 00:07:41.600]   And that's where change happens, okay?
[00:07:41.600 --> 00:07:43.120]   But if you go through, first of all,
[00:07:43.120 --> 00:07:46.040]   you come across a topic and it looks interesting.
[00:07:46.040 --> 00:07:50.120]   So you say, hmm, that looks interesting.
[00:07:50.120 --> 00:07:54.800]   So hmm, three nose from Peter,
[00:07:54.800 --> 00:07:56.880]   that might be interesting, right?
[00:07:56.880 --> 00:08:00.520]   And then you go to the ah.
[00:08:00.520 --> 00:08:04.760]   And the ah is, that could be useful.
[00:08:04.760 --> 00:08:06.000]   That could be useful.
[00:08:06.000 --> 00:08:08.800]   So maybe when I look at the three nose of Peter,
[00:08:08.800 --> 00:08:11.480]   it might be useful for an area in my life
[00:08:11.480 --> 00:08:13.800]   where I have a no, right?
[00:08:13.800 --> 00:08:16.640]   Now, when Walloon does this with us,
[00:08:16.640 --> 00:08:18.480]   he makes us do the noises.
[00:08:18.480 --> 00:08:19.640]   He makes us do the sounds.
[00:08:19.640 --> 00:08:21.520]   Okay, so you guys ready for this?
[00:08:21.520 --> 00:08:23.760]   11 o'clock, you've already had your coffee.
[00:08:23.760 --> 00:08:24.920]   You're good to go, right?
[00:08:24.920 --> 00:08:27.320]   Okay, so when we see something might be interesting,
[00:08:27.320 --> 00:08:30.920]   we say, hmm, that's interesting.
[00:08:30.920 --> 00:08:35.000]   And then we go down to the ah.
[00:08:35.000 --> 00:08:36.440]   That might be useful.
[00:08:36.440 --> 00:08:39.920]   But now we gotta go below the water, right?
[00:08:39.920 --> 00:08:41.960]   And when we go below the water,
[00:08:41.960 --> 00:08:46.960]   we get to that moment that we all have heard of, aha.
[00:08:46.960 --> 00:08:52.120]   Okay, so it goes, hmm, ah.
[00:08:52.120 --> 00:08:56.120]   Aha, you guys are brilliant, you're real.
[00:08:56.120 --> 00:08:58.160]   Definite material for character leadership.
[00:08:58.160 --> 00:08:59.280]   We'll sign you up.
[00:08:59.280 --> 00:09:06.160]   And the aha is where we're going to be going today
[00:09:06.160 --> 00:09:09.280]   because we're gonna be going below the surface.
[00:09:09.280 --> 00:09:10.200]   We're gonna be going,
[00:09:10.200 --> 00:09:12.680]   we're gonna be looking at the surface scriptures.
[00:09:12.680 --> 00:09:15.760]   We're gonna be looking at hopefully something that's useful
[00:09:15.760 --> 00:09:20.080]   but where we want to go is into our hearts
[00:09:20.080 --> 00:09:22.800]   because that's where the Holy Spirit works
[00:09:22.800 --> 00:09:25.120]   and that's where true joy and beauty
[00:09:25.120 --> 00:09:27.960]   and fullness and flourishing and all that happens.
[00:09:27.960 --> 00:09:32.960]   So using this, let's go on now to the three times
[00:09:32.960 --> 00:09:34.200]   that Peter said no.
[00:09:34.200 --> 00:09:36.120]   So the first one we'll look at
[00:09:36.120 --> 00:09:41.120]   is found in Matthew 16, 21 to 23.
[00:09:41.120 --> 00:09:46.120]   And here, basically, Peter is saying no to the cross.
[00:09:46.120 --> 00:09:50.640]   And so as we read this, it says, from that time on.
[00:09:50.640 --> 00:09:53.040]   So you might wanna just keep that phrase in your mind,
[00:09:53.040 --> 00:09:55.080]   from that time on.
[00:09:55.080 --> 00:09:59.000]   From that time on, Jesus began to explain to his disciples
[00:09:59.000 --> 00:10:01.400]   that he must go to Jerusalem
[00:10:01.400 --> 00:10:04.920]   and suffer many things at the hands of the elders,
[00:10:04.920 --> 00:10:07.640]   the chief priests and the teachers of the law,
[00:10:07.640 --> 00:10:09.680]   and that he must be killed
[00:10:09.680 --> 00:10:13.200]   and on the third day be raised to life.
[00:10:13.200 --> 00:10:16.600]   Peter took him aside and began to rebuke him.
[00:10:16.600 --> 00:10:19.480]   Never, Lord, he said.
[00:10:19.480 --> 00:10:22.400]   This shall never happen to you.
[00:10:23.320 --> 00:10:28.160]   And Jesus turned and he said to Peter,
[00:10:28.160 --> 00:10:30.520]   get behind me, Satan.
[00:10:30.520 --> 00:10:35.520]   You are a stumbling block to me.
[00:10:35.520 --> 00:10:41.480]   You do not have in mind the concerns of God,
[00:10:41.480 --> 00:10:44.360]   but merely human concerns.
[00:10:44.360 --> 00:10:48.960]   Okay, never a good position
[00:10:48.960 --> 00:10:51.440]   when Jesus is calling you Satan, right?
[00:10:52.320 --> 00:10:55.720]   But what can we learn from this?
[00:10:55.720 --> 00:10:57.440]   Now, remember, these are friends,
[00:10:57.440 --> 00:10:59.000]   and friends have a beautiful way
[00:10:59.000 --> 00:11:00.880]   of talking directly to each other.
[00:11:00.880 --> 00:11:03.800]   And they are talking very directly to each other.
[00:11:03.800 --> 00:11:06.920]   And there is a direct exchange between the two.
[00:11:06.920 --> 00:11:07.960]   But what can we learn?
[00:11:07.960 --> 00:11:12.960]   I think to learn, we need to go back a few passages earlier.
[00:11:12.960 --> 00:11:15.600]   On the road to Jerusalem,
[00:11:15.600 --> 00:11:17.920]   this is leading up to the crucifixion.
[00:11:17.920 --> 00:11:20.880]   This is the last time Jesus is going to Jerusalem.
[00:11:20.880 --> 00:11:25.560]   On the road earlier, Jesus had turned to his disciples
[00:11:25.560 --> 00:11:29.480]   and he had asked the question, who do people say I am?
[00:11:29.480 --> 00:11:32.160]   He's something of a celebrity, crowds are coming,
[00:11:32.160 --> 00:11:36.400]   and he wants to know, who do people say that I am?
[00:11:36.400 --> 00:11:40.160]   And the disciples say, well, some say that you're Elijah,
[00:11:40.160 --> 00:11:41.960]   and others say you're a prophet.
[00:11:41.960 --> 00:11:46.760]   And then Jesus asks the core question for all of us.
[00:11:46.760 --> 00:11:51.000]   And he says, who do you say that I am?
[00:11:51.000 --> 00:11:55.480]   And Peter says, you're the Messiah.
[00:11:55.480 --> 00:11:58.440]   You're the son of God.
[00:11:58.440 --> 00:12:00.640]   You're our Messiah.
[00:12:00.640 --> 00:12:02.640]   And Jesus says, blessed are you, Peter,
[00:12:02.640 --> 00:12:04.880]   because that was revealed to you.
[00:12:04.880 --> 00:12:08.440]   Now, that's just a few passages earlier, right?
[00:12:08.440 --> 00:12:12.040]   And then we hit this moment, this big no.
[00:12:12.040 --> 00:12:14.400]   So what is Peter saying no to?
[00:12:14.400 --> 00:12:18.720]   I believe Peter is saying no to Jesus when he says,
[00:12:18.720 --> 00:12:22.680]   no, that's not how the Messiah works.
[00:12:22.680 --> 00:12:25.600]   You don't know how the Messiah works, Jesus.
[00:12:25.600 --> 00:12:28.840]   Yes, you're the Messiah, but this is not how it works
[00:12:28.840 --> 00:12:32.040]   with crucifixion, with the suffering,
[00:12:32.040 --> 00:12:33.440]   with people turning on you.
[00:12:33.440 --> 00:12:35.440]   This is not how it works.
[00:12:35.440 --> 00:12:38.520]   Basically, what Peter is saying no to
[00:12:38.520 --> 00:12:40.720]   is he's saying no to the way of the cross.
[00:12:41.720 --> 00:12:46.160]   He's actually saying no to the way that got all of us here.
[00:12:46.160 --> 00:12:50.880]   So he's saying no to a big thing.
[00:12:50.880 --> 00:12:54.160]   And he's saying no to the cross
[00:12:54.160 --> 00:12:56.280]   because he's saying no to the how.
[00:12:56.280 --> 00:13:01.280]   And I get this because I say no the same way.
[00:13:01.280 --> 00:13:06.360]   I often say no to the how of God is working.
[00:13:06.360 --> 00:13:09.800]   And often it's because it's the way of the cross.
[00:13:11.120 --> 00:13:16.120]   Sometimes I'm like the proverbial CEO or leader who says,
[00:13:16.120 --> 00:13:22.360]   he says, let's all work together and do it my way.
[00:13:22.360 --> 00:13:26.840]   And I kind of feel that sometimes with God, right?
[00:13:26.840 --> 00:13:29.000]   Maybe you've worked with one of those leaders,
[00:13:29.000 --> 00:13:31.880]   but I feel that way sometimes with God.
[00:13:31.880 --> 00:13:35.560]   It's like, okay, God, let's work together and do it my way.
[00:13:35.560 --> 00:13:39.280]   But that's not how God works, fortunately.
[00:13:40.120 --> 00:13:42.880]   And where do we go from there?
[00:13:42.880 --> 00:13:47.460]   I find this really challenging in a specific area of healing.
[00:13:47.460 --> 00:13:49.720]   In the area of healing.
[00:13:49.720 --> 00:13:53.200]   I grew up born, raised in Nigeria.
[00:13:53.200 --> 00:13:55.160]   My parents were medical missionaries.
[00:13:55.160 --> 00:13:58.160]   I believe in the power of healing
[00:13:58.160 --> 00:14:00.960]   through the medical practices and the gifts of healing
[00:14:00.960 --> 00:14:04.000]   that are given to our medical people.
[00:14:04.000 --> 00:14:07.760]   I believe also in the Bible and the stories that I see
[00:14:07.760 --> 00:14:11.560]   of people bringing people to Jesus to be healed.
[00:14:11.560 --> 00:14:13.300]   But whether you bring them to a hospital
[00:14:13.300 --> 00:14:16.440]   or you bring them directly to Jesus,
[00:14:16.440 --> 00:14:19.000]   you're bringing them ultimately to God.
[00:14:19.000 --> 00:14:22.640]   And this last year has been a tough one.
[00:14:22.640 --> 00:14:24.240]   My dad's 96.
[00:14:24.240 --> 00:14:25.720]   He's an amazing man.
[00:14:25.720 --> 00:14:28.160]   He's kind of like a Caleb
[00:14:28.160 --> 00:14:30.880]   and take the next mountain type man,
[00:14:30.880 --> 00:14:35.400]   but he's 96 and he's been going through some challenges.
[00:14:35.400 --> 00:14:37.420]   My brother also was in the hospital
[00:14:37.420 --> 00:14:39.300]   with some very tough times.
[00:14:39.300 --> 00:14:43.040]   Had other areas in our family and in our extended family
[00:14:43.040 --> 00:14:45.760]   where we've been crying out and saying,
[00:14:45.760 --> 00:14:49.640]   "God, this is not how it works.
[00:14:49.640 --> 00:14:51.680]   "God, this is how it works.
[00:14:51.680 --> 00:14:55.360]   "I'll quote you your word, God."
[00:14:55.360 --> 00:14:58.120]   And say, "Your family gets sick,
[00:14:58.120 --> 00:15:01.440]   "you bring them to God and they get healed."
[00:15:01.440 --> 00:15:03.320]   But it wasn't kind of working that way
[00:15:04.900 --> 00:15:08.100]   because God is God.
[00:15:08.100 --> 00:15:12.820]   And as I was looking and struggling this
[00:15:12.820 --> 00:15:15.760]   and Mary and I were going through some of this stuff,
[00:15:15.760 --> 00:15:18.140]   then I thought about when our kids were growing up.
[00:15:18.140 --> 00:15:21.000]   We were blessed to have three adult children.
[00:15:21.000 --> 00:15:25.980]   And when they were growing up, we prayed for them.
[00:15:25.980 --> 00:15:27.020]   Mary and I prayed for them
[00:15:27.020 --> 00:15:29.620]   that they would become people of character.
[00:15:29.620 --> 00:15:33.240]   We wanted them to be strong strength character,
[00:15:33.240 --> 00:15:35.160]   people of character.
[00:15:35.160 --> 00:15:38.140]   Kids being kids, they got into all types of trouble, right?
[00:15:38.140 --> 00:15:39.820]   And got into all types of situations.
[00:15:39.820 --> 00:15:42.080]   Some of them not of their own, it's just life, right?
[00:15:42.080 --> 00:15:44.660]   But they would get into challenging situations.
[00:15:44.660 --> 00:15:46.820]   And so when they would get in those challenging situations,
[00:15:46.820 --> 00:15:50.780]   we would pray, "God, get them out of that situation quickly."
[00:15:50.780 --> 00:15:53.060]   And we would pray for them,
[00:15:53.060 --> 00:15:56.060]   make them children of character.
[00:15:56.060 --> 00:15:58.220]   And at some point I felt like God was saying to me,
[00:15:58.220 --> 00:15:59.880]   "What do you want?
[00:15:59.880 --> 00:16:02.680]   "Do you want them to be children of character
[00:16:02.680 --> 00:16:04.800]   "or do you want me to take them out of the place
[00:16:04.800 --> 00:16:07.000]   "where they're gonna learn their character?"
[00:16:07.000 --> 00:16:13.560]   And so Marian is a much quicker learner than I am.
[00:16:13.560 --> 00:16:17.180]   And so together we begin to learn
[00:16:17.180 --> 00:16:19.980]   that maybe there's a different way to pray.
[00:16:19.980 --> 00:16:24.340]   Maybe we can pray a how prayer
[00:16:24.340 --> 00:16:27.200]   when we don't understand God's how,
[00:16:27.200 --> 00:16:28.760]   but maybe it's a different how.
[00:16:28.760 --> 00:16:32.260]   And so I wanted to offer you this prayer.
[00:16:32.260 --> 00:16:35.040]   It's a short one, but it goes like this,
[00:16:35.040 --> 00:16:39.020]   "Lord, how do you want me to pray?"
[00:16:39.020 --> 00:16:42.980]   And then that begins to shift things a bit.
[00:16:42.980 --> 00:16:46.440]   There's a beautiful 14th century classic
[00:16:46.440 --> 00:16:48.760]   called "The Cloud of Unknowing."
[00:16:48.760 --> 00:16:52.500]   And in there he says, "Short prayers pierce heaven."
[00:16:52.500 --> 00:16:55.640]   Short prayers pierce heaven.
[00:16:55.640 --> 00:16:57.440]   Can I hear an amen?
[00:16:57.440 --> 00:16:59.820]   I pray too long sometimes.
[00:16:59.820 --> 00:17:02.040]   But short prayers, particularly in these situations,
[00:17:02.040 --> 00:17:03.360]   there's a time for all prayers,
[00:17:03.360 --> 00:17:05.360]   but there's, particularly in this situation,
[00:17:05.360 --> 00:17:07.840]   this short prayer, "Lord, how do you want me to pray?"
[00:17:07.840 --> 00:17:09.520]   Because here's what it does.
[00:17:09.520 --> 00:17:13.080]   It begins to open up and shift things.
[00:17:13.080 --> 00:17:14.940]   Earlier when we were praying,
[00:17:14.940 --> 00:17:19.960]   Andrew had a picture of this car in a parking lot
[00:17:19.960 --> 00:17:22.820]   that was kind of trying to get out
[00:17:22.820 --> 00:17:24.860]   of a very narrow Hong Kong parking place,
