
[00:00:00.000 --> 00:00:02.600]  謝謝Eno,我們給Eno一點掌聲,好嗎
[00:00:02.600 --> 00:00:04.600]  太好了
[00:00:04.600 --> 00:00:09.600]  我經常覺得iPhone其中一個
[00:00:09.600 --> 00:00:11.600]  或者其他智能電話
[00:00:11.600 --> 00:00:13.600]  它最偉大或者最革命性的功能
[00:00:13.600 --> 00:00:17.600]  是它將一部挺好的、挺高質素的相機
[00:00:17.600 --> 00:00:20.600]  放進我們每一個人的衣袋或褲袋裏
[00:00:20.600 --> 00:00:23.600]  從來沒有一個世代在歷史上
[00:00:23.600 --> 00:00:25.600]  他們可以用這麼多的圖像或影像
[00:00:25.600 --> 00:00:29.600]  用這麼多的星畫來記錄他們每一天的生活
[00:00:29.600 --> 00:00:33.600]  如果我們現在立即拿出你的電話打開相簿
[00:00:33.600 --> 00:00:35.600]  我相信裏面會裝滿了很多
[00:00:35.600 --> 00:00:39.600]  你一些很美好的生活裏面的不同的片段或回憶,是嗎
[00:00:39.600 --> 00:00:42.600]  正正是因為我們的生命只能夠活一次
[00:00:42.600 --> 00:00:46.600]  現在經常有句詞語叫做YOLO
[00:00:46.600 --> 00:00:48.600]  You only live once
[00:00:48.600 --> 00:00:50.600]  因為我們的生命沒有第二次
[00:00:50.600 --> 00:00:52.600]  以前叫沒有第二次,我們那個年代
[00:00:52.600 --> 00:00:55.600]  因為我們的生命只能夠活一次
[00:00:55.600 --> 00:00:58.600]  人生很多的片段是不能再來過
[00:00:58.600 --> 00:01:02.600]  我不會再有機會去經歷多一次我的婚禮
[00:01:02.600 --> 00:01:04.600]  我不會再有機會親身去經歷到
[00:01:04.600 --> 00:01:06.600]  Megan和Mabel他們出生
[00:01:06.600 --> 00:01:09.600]  這些東西在我生命裏面只會發生一次
[00:01:09.600 --> 00:01:11.600]  過去了就不能回頭
[00:01:11.600 --> 00:01:15.600]  正正是因為生命是這麼少數的即逝
[00:01:15.600 --> 00:01:19.600]  令我們記錄下來的東西是特別珍貴,是嗎
[00:01:19.600 --> 00:01:21.600]  不過除非你是攝影大師
[00:01:21.600 --> 00:01:23.600]  或者起碼除非你是攝影師
[00:01:23.600 --> 00:01:25.600]  否則你拍的每一張像片
[00:01:25.600 --> 00:01:27.600]  在你的電話裏面的東西其實是賣不了錢的
[00:01:27.600 --> 00:01:31.600]  但是偏偏在你整部電話裏面
[00:01:31.600 --> 00:01:35.600]  這些賣不了錢的像片可能是最珍貴
[00:01:35.600 --> 00:01:39.600]  因為這些像片同時也是有錢也買不到的
[00:01:39.600 --> 00:01:41.600]  如果今時今日我們這麼方便
[00:01:41.600 --> 00:01:43.600]  可以隨手拿起一部電話
[00:01:43.600 --> 00:01:46.600]  拍出來的像片也這麼珍貴
[00:01:46.600 --> 00:01:49.600]  何況我們以前要特意拿一部相機
[00:01:49.600 --> 00:01:51.600]  要安裝底片進去
[00:01:51.600 --> 00:01:54.600]  (拍攝聲)
[00:01:54.600 --> 00:01:58.600]  這樣拍的像片是不是更加更加更加珍貴呢
[00:01:58.600 --> 00:02:00.600]  在我十多歲的時候
[00:02:00.600 --> 00:02:05.600]  我爸爸將一張我媽媽生前的像片交給我
[00:02:05.600 --> 00:02:08.600]  是一張證件像片
[00:02:08.600 --> 00:02:10.600]  大家都知道拍證件像片
[00:02:10.600 --> 00:02:12.600]  尤其是以前那個年代是沒有底片的
[00:02:12.600 --> 00:02:15.600]  他不會給你那張底片讓你以後可以用
[00:02:15.600 --> 00:02:19.600]  沒有的,你拍一張,用一張就少一張
[00:02:19.600 --> 00:02:21.600]  如果我沒有記錯
[00:02:21.600 --> 00:02:25.600]  那張像片可能是那一輯證件像片的最後一張
[00:02:25.600 --> 00:02:28.600]  我每天都將它放在我的錢包裏
[00:02:28.600 --> 00:02:31.600]  帶在我身邊,每天跟出跟入
[00:02:31.600 --> 00:02:34.600]  直至有一天
[00:02:34.600 --> 00:02:37.600]  那天我應該是剛剛去完九展
[00:02:37.600 --> 00:02:40.600]  不是WOWOW那裏,是九龍灣的九展
[00:02:40.600 --> 00:02:43.600]  那裏來看我朋友的演唱會
[00:02:43.600 --> 00:02:47.600]  會程的時候我和幾個人一起坐的士回到地鐵站
[00:02:47.600 --> 00:02:50.600]  如果有和我一起坐過車的朋友
[00:02:50.600 --> 00:02:53.600]  你應該會知道我隨時都有一個習慣
[00:02:53.600 --> 00:02:57.600]  每次下車的時候我會轉身看一看我的座椅
[00:02:57.600 --> 00:02:58.600]  這是我的習慣
[00:02:58.600 --> 00:03:01.600]  但我不知道是那天晚上很趕的緣故
[00:03:01.600 --> 00:03:04.600]  還是太黑,我轉身也看不到的緣故
[00:03:04.600 --> 00:03:07.600]  當我關了門,計程車離開的時候
[00:03:07.600 --> 00:03:08.600]  準備過馬路,摸一摸
[00:03:08.600 --> 00:03:11.600]  糟糕了,為甚麼?糟了
[00:03:11.600 --> 00:03:14.600]  我的錢包,我的錢包去了哪裡?糟糕了
[00:03:14.600 --> 00:03:18.600]  那一刻突然間,你很緊張,立刻冒冷汗的感覺
[00:03:18.600 --> 00:03:21.600]  就是這樣,錢包不見了
[00:03:21.600 --> 00:03:24.600]  OMG,糟糕了,怎麼辦?
[00:03:24.600 --> 00:03:26.600]  我立刻已經看看可不可以截回那部的士
[00:03:26.600 --> 00:03:29.600]  但如果你試過在一個演唱會散場的時間
[00:03:29.600 --> 00:03:31.600]  坐的士去附近的地鐵站
[00:03:31.600 --> 00:03:33.600]  你下車的時候會看到甚麼呢?
[00:03:33.600 --> 00:03:35.600]  就是看到有一堆的士在那裏
[00:03:35.600 --> 00:03:37.600]  我是忘記了那些車牌是甚麼
[00:03:37.600 --> 00:03:42.600]  而且那裏是車一走,一關門就立刻就走了
[00:03:42.600 --> 00:03:46.600]  我嘗試立刻到處找,但已經找不到的士
[00:03:46.600 --> 00:03:48.600]  那些車已經走了
[00:03:48.600 --> 00:03:50.600]  就在九龍灣地鐵站外面
[00:03:50.600 --> 00:03:55.600]  德福對出的空地,那輛等車的地方裏面
[00:03:55.600 --> 00:04:00.600]  那時候我整個人立刻有一種像崩潰的感覺
[00:04:00.600 --> 00:04:02.600]  沒有錢回家那一刻不是最大的問題
[00:04:02.600 --> 00:04:03.600]  有朋友在那裏,是嗎?
[00:04:03.600 --> 00:04:05.600]  沒有錢回家不是最大的問題
[00:04:05.600 --> 00:04:08.600]  立刻要打電話去銀行取信都不是最大的問題
[00:04:08.600 --> 00:04:10.600]  身分證、車牌,甚麼都拿走了
[00:04:10.600 --> 00:04:14.600]  不要緊,我整個錢包裏面最珍貴的
[00:04:14.600 --> 00:04:16.600]  不是那些錢,不是那些財物
[00:04:16.600 --> 00:04:19.600]  是我媽媽的那張照片
[00:04:19.600 --> 00:04:23.600]  我記得那幾天,我們說「折」都不會笑
[00:04:23.600 --> 00:04:26.600]  就好像身體被人割了一塊肉出來
[00:04:26.600 --> 00:04:29.600]  生命裏面有些東西好像沒有了就沒有了
[00:04:29.600 --> 00:04:32.600]  那份失落,那份沮喪
[00:04:32.600 --> 00:04:38.600]  好像頭上有一塊黑雲揮之不去
[00:04:38.600 --> 00:04:40.600]  過了幾天之後,在我工作的時候
[00:04:40.600 --> 00:04:42.600]  突然有個來歷不明的電話打來
[00:04:42.600 --> 00:04:44.600]  現在我基本上不會聽這些電話
[00:04:44.600 --> 00:04:46.600]  不過那時候是十多年前
[00:04:46.600 --> 00:04:48.600]  我就聽了「餵」
[00:04:48.600 --> 00:04:50.600]  「餵,是否傅生?」
[00:04:50.600 --> 00:04:52.600]  「是,我們是大眾書局打來」
[00:04:52.600 --> 00:04:54.600]  「大眾書局?」
[00:04:54.600 --> 00:04:56.600]  「是,你是不是掉了錢包?」
[00:04:56.600 --> 00:04:58.600]  「有人撿了拿去警署」
[00:04:58.600 --> 00:05:00.600]  「現在你的錢包在尖沙咀警署那裏」
[00:05:00.600 --> 00:05:02.600]  「你快點去拿吧」
[00:05:02.600 --> 00:05:04.600]  「真的嗎?」
[00:05:04.600 --> 00:05:05.600]  「有人撿到我的錢包」
[00:05:05.600 --> 00:05:08.600]  後來我知道原來我的錢包在九龍城那裏
[00:05:08.600 --> 00:05:10.600]  不知在哪裏被人撿到
