
[00:00:00.000 --> 00:00:01.000]   Amen.
[00:00:01.000 --> 00:00:07.500]   You know, when I stop for a moment and think about the incredible things, the blessings
[00:00:07.500 --> 00:00:12.560]   that have been brought into our lives because of Christ, I can't help but stop in my busy
[00:00:12.560 --> 00:00:16.680]   life and actually just worship Him like we were doing just a moment ago, just giving
[00:00:16.680 --> 00:00:19.480]   Him honor and giving Him praise.
[00:00:19.480 --> 00:00:24.800]   I mean, stop for a moment and think about what He has done in your life.
[00:00:24.800 --> 00:00:32.420]   You have been handpicked before the creation of this world, handpicked by God to be in
[00:00:32.420 --> 00:00:34.320]   relationship with Him.
[00:00:34.320 --> 00:00:36.580]   I mean, think about that for a moment.
[00:00:36.580 --> 00:00:43.040]   He has chosen you as an act of grace, chosen you not because you earned it, not because
[00:00:43.040 --> 00:00:48.160]   you deserve it, but because out of His great love, He wanted to be in relationship with
[00:00:48.160 --> 00:00:49.280]   you.
[00:00:49.280 --> 00:00:53.320]   I think of this a little bit like my wife and I and our daughter, Mia.
[00:00:53.320 --> 00:00:57.240]   God has adopted you into His family.
[00:00:57.240 --> 00:00:59.680]   You know, Mia, our daughter, she didn't choose Chris and I.
[00:00:59.680 --> 00:01:05.680]   Chris and I chose her, and in choosing her, she ended up coming into relationship with
[00:01:05.680 --> 00:01:07.160]   us and choosing us.
[00:01:07.160 --> 00:01:10.860]   And in the same way, you didn't choose God.
[00:01:10.860 --> 00:01:16.900]   God chose you, and in choosing you, you have now come into a relationship where you are
[00:01:16.900 --> 00:01:22.120]   now choosing Him and walking with Him, and that's a profound thing, not because you've
[00:01:22.120 --> 00:01:25.160]   earned it or deserved it, because He acted first.
[00:01:25.160 --> 00:01:28.280]   And here is how He chose you.
[00:01:28.280 --> 00:01:35.240]   He sent His only Son to die on a cross for all of your sin and all of your brokenness,
[00:01:35.240 --> 00:01:42.000]   to stand in the gap to create unity between you and reconciliation between you and God
[00:01:42.000 --> 00:01:43.000]   once again.
[00:01:43.000 --> 00:01:49.160]   He did that out of just a place of love and grace.
[00:01:49.160 --> 00:01:53.560]   And the reason why He's done that is He wants you to understand what His greater purpose,
[00:01:53.560 --> 00:01:56.360]   what His greater will is in this world.
[00:01:56.360 --> 00:02:01.920]   Here's His will, that everything on heaven and on earth would all come together under
[00:02:01.920 --> 00:02:06.080]   one person, that person being Jesus Christ.
[00:02:06.080 --> 00:02:10.760]   Again, think about that for a second, that everything in this world, everything that
[00:02:10.760 --> 00:02:17.880]   is being created would come under one authority, the person of Jesus Christ.
[00:02:17.880 --> 00:02:21.280]   I mean, that should just blow your mind.
[00:02:21.280 --> 00:02:24.560]   Think about all the things He has done personally for you.
[00:02:24.560 --> 00:02:30.680]   He has chosen you, He has adopted you, He has saved you, He has filled you with His
[00:02:30.680 --> 00:02:35.960]   power of His Spirit, and He sent you out to be His hands and feet in the world.
[00:02:35.960 --> 00:02:41.300]   That, my friends, is purely grace.
[00:02:41.300 --> 00:02:46.180]   And because of all of that, here's how I pray for you.
[00:02:46.180 --> 00:02:52.120]   I pray that you wouldn't just believe in God, but that you would actually live a life
[00:02:52.120 --> 00:02:56.000]   that would show the world what that belief truly means to you.
[00:02:56.000 --> 00:03:02.280]   I pray that you would come to a knowledge of God, or knowledge of all of these incredible
