
[00:00:00.000 --> 00:00:02.800]  早安,大家好,聖誕節快樂
[00:00:02.800 --> 00:00:07.200]  大家都應該收了很多聖誕節的禮物
[00:00:07.200 --> 00:00:09.200]  我也收了一個聖誕節的禮物
[00:00:09.200 --> 00:00:10.600]  就是…
[00:00:10.600 --> 00:00:12.600]  牌子沒有展示給大家看
[00:00:12.600 --> 00:00:17.000]  就是我太太很開心地買給我的
[00:00:17.000 --> 00:00:20.800]  當然她是用我給她的附屬信用卡
[00:00:20.800 --> 00:00:22.800]  (笑聲)
[00:00:22.800 --> 00:00:24.000]  那麼…
[00:00:24.000 --> 00:00:26.300]  對了,一年來到終結
[00:00:26.300 --> 00:00:30.800]  我們也明白今年是一個悲喜交集的一年
[00:00:30.800 --> 00:00:34.200]  讓我們來到這個季度的時候
[00:00:34.200 --> 00:00:36.200]  我們也像詩篇那樣說
[00:00:36.200 --> 00:00:39.300]  我們去數算我們的年日
[00:00:39.300 --> 00:00:41.300]  以致我們得到智慧的心
[00:00:41.300 --> 00:00:45.300]  那麼我今天想跟大家分享的題目
[00:00:45.300 --> 00:00:47.300]  叫做「界限」
[00:00:47.300 --> 00:00:49.300]  也是一個禮物
[00:00:49.300 --> 00:00:53.300]  我覺得這個課題對我自己來說也是很有趣的
[00:00:54.600 --> 00:00:56.600]  也是不斷地學習的
[00:00:56.600 --> 00:00:59.100]  其中一個學習就是說
[00:00:59.100 --> 00:01:01.600]  如何可以去擁抱我們的界限
[00:01:01.600 --> 00:01:05.300]  同時去想像如何可以超越這個界限
[00:01:05.300 --> 00:01:07.400]  有些研究是這樣做過的
[00:01:07.400 --> 00:01:09.600]  就是如果一群小朋友
[00:01:09.600 --> 00:01:11.600]  可能像我們K博士那群小朋友
[00:01:11.600 --> 00:01:13.600]  在一個開放的場地
[00:01:13.600 --> 00:01:18.300]  就是一片綠野的校園
[00:01:18.300 --> 00:01:21.600]  但是這個校園如果沒有邊界的話
[00:01:21.600 --> 00:01:25.600]  那些小朋友就會黏在校園
[00:01:25.600 --> 00:01:29.600]  就是那個建築物和很鄰近的
[00:01:29.600 --> 00:01:32.100]  就是中心的地方的遊戲設施玩
[00:01:32.100 --> 00:01:35.100]  他們不敢去探索和走得遠
[00:01:35.100 --> 00:01:37.600]  因為其實他們是有點擔心的
[00:01:37.600 --> 00:01:40.600]  相反如果這個校園
[00:01:40.600 --> 00:01:42.600]  就是一個田園的校園
[00:01:42.600 --> 00:01:44.600]  它有一個很清晰的界限
[00:01:44.600 --> 00:01:46.600]  就是圍著這個周邊
[00:01:47.600 --> 00:01:50.600]  那群小朋友就會很能夠
[00:01:50.600 --> 00:01:54.600]  可以跟他們的朋友一起去玩
[00:01:54.600 --> 00:01:56.600]  很能去探索
[00:01:56.600 --> 00:01:57.600]  很能去互動
[00:01:57.600 --> 00:02:00.600]  所以是一個很有趣的觀念
[00:02:00.600 --> 00:02:04.600]  就是說同時這個小朋友在一個界限裡面
[00:02:04.600 --> 00:02:06.600]  他感受到一份安全感
[00:02:06.600 --> 00:02:08.600]  好像一個避難所一樣
[00:02:08.600 --> 00:02:14.600]  同時他有足夠的膽量去探索去擴展
[00:02:14.600 --> 00:02:18.600]  一直到這個疆界容許他去探索的地方
[00:02:18.600 --> 00:02:21.600]  所以由這樣的向度
[00:02:21.600 --> 00:02:24.600]  界限可能對我來說是一件好事
[00:02:24.600 --> 00:02:26.600]  甚至是一個禮物
[00:02:26.600 --> 00:02:32.600]  其實聖經裡面也有很多討論到關於界限的經文
[00:02:32.600 --> 00:02:36.600]  有一段詩篇我是非常喜歡的
[00:02:36.600 --> 00:02:39.600]  詩篇就是第十六篇那裡這樣說
[00:02:39.600 --> 00:02:42.600]  神啊,求祢保佑我,因為我投靠祢
[00:02:42.600 --> 00:02:44.600]  一直跳到第五節
[00:02:44.600 --> 00:02:48.600]  耶和華是我的產業,是我杯中的福分
[00:02:48.600 --> 00:02:51.600]  我所得的,祢為我持手
[00:02:51.600 --> 00:02:54.600]  用繩梁鐸,給我的地界
[00:02:54.600 --> 00:02:57.600]  坐落在街尾之處
[00:02:57.600 --> 00:02:59.600]  我的產業實在美好
[00:02:59.600 --> 00:03:02.600]  產業的意思其實就是inheritance
[00:03:02.600 --> 00:03:05.600]  就是我們的所有的一切
[00:03:05.600 --> 00:03:07.600]  剛剛我的女兒從英國回來探望我
[00:03:07.600 --> 00:03:10.600]  我跟她說關於我的產業的問題
[00:03:10.600 --> 00:03:13.600]  她很樂意去聆聽,如何分辨到多少
[00:03:13.600 --> 00:03:16.600]  產業,地界
[00:03:16.600 --> 00:03:21.600]  很多年前,我還在新加坡工作和生活的時候
[00:03:21.600 --> 00:03:25.600]  發生了一件事
[00:03:25.600 --> 00:03:32.600]  有一個病人,他的病情一直在惡化
[00:03:32.600 --> 00:03:38.600]  我心裡面很盼望有機會跟他分享福音
[00:03:38.600 --> 00:03:44.600]  但這個盼望,我心裡面沒有付諸實行
[00:03:44.600 --> 00:03:49.600]  某一個星期六,他的情況突然惡化
[00:03:49.600 --> 00:03:51.600]  他在昏迷的狀態
[00:03:51.600 --> 00:03:55.600]  在這樣的處境下
[00:03:55.600 --> 00:04:00.600]  我們說是一個physical realm,現實的限制
[00:04:00.600 --> 00:04:05.600]  其實我專業上可以做的非常非常有限
[00:04:05.600 --> 00:04:11.600]  不過,我亦想像可能超乎我的想像
[00:04:11.600 --> 00:04:15.600]  在一個屬靈的層面,仍然有很多事情可以做
[00:04:15.600 --> 00:04:23.600]  我希望可以跟他的太太分享福音的訊息
[00:04:23.600 --> 00:04:26.600]  給她一些安慰
[00:04:26.600 --> 00:04:30.600]  但我們的限制是周末
[00:04:30.600 --> 00:04:31.600]  周末,大家也明白
[00:04:31.600 --> 00:04:35.600]  所有教會的牧師和童工都很忙
[00:04:35.600 --> 00:04:38.600]  而我們當時參與的都是一個英語的教會
[00:04:38.600 --> 00:04:42.600]  實在是說華語的童工非常少
[00:04:42.600 --> 00:04:47.600]  最終,教會的教務是鼓勵我和我太太
[00:04:47.600 --> 00:04:49.600]  我也是跟著我太太一起
[00:04:49.600 --> 00:04:56.600]  自己跟他們分享,去禱告,去鼓勵,去安慰
[00:04:56.600 --> 00:05:00.600]  對我來說,是一個界限,亦是一個突破
[00:05:00.600 --> 00:05:07.600]  因為我是第一次用普通話跟陌生人傳福音
[00:05:07.600 --> 00:05:09.600]  去分享訊息,去勸慰
[00:05:09.600 --> 00:05:13.600]  但我在這裡開始領受到
[00:05:13.600 --> 00:05:17.600]  原來有些時候,即使在限制之中
[00:05:17.600 --> 00:05:20.600]  神仍然幫助我們去突破和超越
[00:05:20.600 --> 00:05:23.600]  不代表我的國語立刻好了很多
[00:05:23.600 --> 00:05:26.600]  之後我們回到香港
[00:05:26.600 --> 00:05:33.600]  在18年參與葡萄臣教會的敬拜聚會中
[00:05:33.600 --> 00:05:36.600]  我都見證到神的工作
[00:05:36.600 --> 00:05:40.600]  特別是在本地華人的工作方面
[00:05:40.600 --> 00:05:43.600]  接下來我們會見到一張
[00:05:43.600 --> 00:05:47.600]  大概十年前我們在挪亞,方舟拍的照片
[00:05:47.600 --> 00:05:49.600]  大家細心地找找
[00:05:49.600 --> 00:05:53.600]  可能會找到Pastor Ivan
[00:05:53.600 --> 00:05:57.600]  是一個很好的開始
[00:05:57.600 --> 00:06:02.600]  當時葡萄臣教會的中文士工
[00:06:02.600 --> 00:06:04.600]  在挪亞方舟
[00:06:04.600 --> 00:06:10.600]  之後我們都肩負了中文團體的發展
[00:06:10.600 --> 00:06:14.600]  由一個家庭小組,十個人,二十個人
[00:06:14.600 --> 00:06:18.600]  一直擴展成我們之後的中文社群
[00:06:18.600 --> 00:06:20.600]  下一張
[00:06:20.600 --> 00:06:23.600]  在中間我們看到
[00:06:23.600 --> 00:06:27.600]  原來神都可以在國際教會
[00:06:27.600 --> 00:06:33.600]  本身都是講英文的教目
[00:06:33.600 --> 00:06:37.600]  仍然可以去想像
[00:06:37.600 --> 00:06:41.600]  向華人傳遞這個訊息
[00:06:41.600 --> 00:06:44.600]  大家都會聽過
[00:06:44.600 --> 00:06:48.600]  葡萄臣教會一直講的River Model
[00:06:48.600 --> 00:06:51.600]  或者河流的意象
[00:06:51.600 --> 00:06:55.600]  今天大家聚集在這裡
[00:06:55.600 --> 00:07:01.600]  直堂三年前到現在
[00:07:01.600 --> 00:07:04.600]  其實都可以見證到神在我們中間的工作
[00:07:04.600 --> 00:07:08.600]  但我又深信神在我們中間
[00:07:08.600 --> 00:07:10.600]  在香港和葡萄臣教會
[00:07:10.600 --> 00:07:16.600]  要做的比在灣仔或元朗要做的更多
[00:07:16.600 --> 00:07:19.600]  我兒子在星海波讀書的時候
[00:07:19.600 --> 00:07:24.600]  他讀的那間英華中學
[00:07:24.600 --> 00:07:26.600]  他們有一個座右銘
[00:07:26.600 --> 00:07:28.600]  我覺得很有意思
[00:07:28.600 --> 00:07:34.600]  The best is yet to be
[00:07:34.600 --> 00:07:36.600]  不過他有一個parallel
[00:07:36.600 --> 00:07:39.600]  All glory to God
[00:07:39.600 --> 00:07:44.600]  原來我們將來在神的命定框架裡
[00:07:44.600 --> 00:07:47.600]  最好的就會湧現
[00:07:47.600 --> 00:07:49.600]  更加多更加好
[00:07:49.600 --> 00:07:51.600]  可以是什麼呢?
[00:07:51.600 --> 00:07:54.600]  下一張
[00:07:54.600 --> 00:07:58.600]  在過去一年
[00:07:58.600 --> 00:08:02.600]  我和太太Vivian都有一個領袖
[00:08:02.600 --> 00:08:05.600]  我們相信這不是單單我和她之間
[00:08:05.600 --> 00:08:08.600]  只是限於我們兩個人的領袖
[00:08:08.600 --> 00:08:12.600]  我們都是和教牧、Andrew
[00:08:12.600 --> 00:08:15.600]  和其他長老的同工
[00:08:15.600 --> 00:08:18.600]  分享我們的領袖和異象
[00:08:18.600 --> 00:08:22.600]  我們其實都很盼望
[00:08:22.600 --> 00:08:24.600]  在可見的將來
[00:08:24.600 --> 00:08:28.600]  希望在2026年第一或第二季度
[00:08:28.600 --> 00:08:32.600]  就會開始一個北都直堂
[00:08:32.600 --> 00:08:36.600]  北都直堂
[00:08:36.600 --> 00:08:38.600]  為什麼呢?
[00:08:38.600 --> 00:08:43.600]  就像葡萄牙教會的座右銘說的
[00:08:43.600 --> 00:08:47.600]  凡是結果子的
[00:08:47.600 --> 00:08:49.600]  耶穌基督就會修剪
[00:08:49.600 --> 00:08:53.600]  使到職業結果子更加多
[00:08:53.600 --> 00:08:57.600]  如果我們都叫葡萄牙教會
[00:08:57.600 --> 00:08:59.600]  繼續去結果子
[00:08:59.600 --> 00:09:01.600]  自然就是我們領袖的
[00:09:01.600 --> 00:09:04.600]  上帝所託付給我們的使命
[00:09:04.600 --> 00:09:07.600]  大家會問為什麼要在北都直堂呢?
[00:09:07.600 --> 00:09:10.600]  因為元朗理論上是北都的一部分
[00:09:10.600 --> 00:09:12.600]  已經直了
[00:09:12.600 --> 00:09:15.600]  不過整個北都的概念
[00:09:15.600 --> 00:09:18.600]  由西元朗洪水橋
[00:09:18.600 --> 00:09:22.600]  一直向中部古洞、新田
[00:09:22.600 --> 00:09:26.600]  那些比較傳統的北區
[00:09:26.600 --> 00:09:28.600]  以至現在很流行的
[00:09:28.600 --> 00:09:32.600]  連堂口岸
[00:09:32.600 --> 00:09:34.600]  東部的旅遊區
[00:09:34.600 --> 00:09:36.600]  發展的綱領
[00:09:36.600 --> 00:09:41.600]  大概會有100萬新移民
[00:09:41.600 --> 00:09:44.600]  或者新的本地人
[00:09:44.600 --> 00:09:46.600]  移居到北部都會區
[00:09:46.600 --> 00:09:51.600]  開展科技、物流等各方面的發展
[00:09:51.600 --> 00:09:53.600]  新的家庭
[00:09:53.600 --> 00:09:55.600]  新的鄰舍
[00:09:55.600 --> 00:09:57.600]  新的工作
[00:09:57.600 --> 00:10:03.600]  也可能有很多新的來自北面
[00:10:03.600 --> 00:10:05.600]  或者來自香港
[00:10:05.600 --> 00:10:09.600]  當他們在新的環境中
[00:10:09.600 --> 00:10:12.600]  他們需要適應融入社群
[00:10:12.600 --> 00:10:16.600]  他們更加需要耶穌帶領他們
[00:10:16.600 --> 00:10:18.600]  去認識他的國度
[00:10:18.600 --> 00:10:21.600]  所以耶穌其實愛他們每一個人
[00:10:21.600 --> 00:10:24.600]  就好像他愛我們每一個人一樣
[00:10:30.600 --> 00:10:35.600]  我們在過去一段時間的服事
[00:10:35.600 --> 00:10:38.600]  主要在灣仔的埔羊教會
[00:10:38.600 --> 00:10:40.600]  我們都有很多體會
[00:10:40.600 --> 00:10:44.600]  我太太Vivian負責內在醫治事工
[00:10:44.600 --> 00:10:46.600]  很有趣的是
[00:10:46.600 --> 00:10:50.600]  我們原本的工作主要是英文、廣東話
[00:10:50.600 --> 00:10:54.600]  但你也可以說是因緣際遇
[00:10:54.600 --> 00:10:57.600]  也可以說是相信上帝開路
[00:10:57.600 --> 00:11:01.600]  我們有很多講普通話的弟兄姊妹參與我們的事工
[00:11:01.600 --> 00:11:05.600]  在這個過程中我們看到很奇妙的工作
[00:11:05.600 --> 00:11:09.600]  很多弟兄姊妹會邀請他們的朋友、家人
[00:11:09.600 --> 00:11:11.600]  去參與他們的聚會
[00:11:11.600 --> 00:11:14.600]  我們見證到很多生命的改變
[00:11:14.600 --> 00:11:20.600]  我們見證到很多廣東話人和普通話人之間的復和
[00:11:20.600 --> 00:11:26.600]  當我們準備這個分享的時候
[00:11:26.600 --> 00:11:28.600]  我們在上個月在新西蘭
[00:11:28.600 --> 00:11:33.600]  我們正在拍攝一個
[00:11:33.600 --> 00:11:38.600]  我們稱為修復創傷的錄影系列
[00:11:38.600 --> 00:11:40.600]  是一個課程
[00:11:40.600 --> 00:11:43.600]  我們重拍這個系列
[00:11:43.600 --> 00:11:45.600]  本身是英語
[00:11:45.600 --> 00:11:47.600]  我們的說話人是說英文的
[00:11:47.600 --> 00:11:49.600]  但我們想重新製作
[00:11:49.600 --> 00:11:53.600]  我們聘用了一群來自內地的弟兄姊妹
[00:11:53.600 --> 00:11:58.600]  幫我們重新製作攝錄和後期製作
[00:11:58.600 --> 00:11:59.600]  為什麼呢?
[00:11:59.600 --> 00:12:02.600]  因為我們很想將我們已經有的資源
[00:12:02.600 --> 00:12:05.600]  翻譯成中文和普通話
[00:12:05.600 --> 00:12:09.600]  讓更多的人可以受祝福
[00:12:09.600 --> 00:12:12.600]  這個也是一個很特別的工作
[00:12:12.600 --> 00:12:16.600]  不是一些石破天驚的事情
[00:12:16.600 --> 00:12:18.600]  但我們只是想參與
[00:12:18.600 --> 00:12:22.600]  讓我們有的可以跟其他人分享
[00:12:22.600 --> 00:12:26.600]  耶穌在加伯隆傳道
[00:12:26.600 --> 00:12:29.600]  我們稱為mini revival
[00:12:29.600 --> 00:12:31.600]  是一個復興
[00:12:31.600 --> 00:12:35.600]  當時有很多人因為耶穌基督醫病趕鬼
[00:12:35.600 --> 00:12:37.600]  和行神蹟
[00:12:37.600 --> 00:12:38.600]  他們歸順耶穌
[00:12:38.600 --> 00:12:41.600]  所以最合邏輯的方法就是
[00:12:41.600 --> 00:12:44.600]  繼續在加伯隆那裡駐紮和擴張
