
[00:00:00.000 --> 00:00:02.600]  各位大英姐妹早晨
[00:00:02.600 --> 00:00:04.800]  在這個未知領域當中
[00:00:04.800 --> 00:00:05.800]  原來真的很未知
[00:00:05.800 --> 00:00:07.100]  昨晚十點都未知
[00:00:07.100 --> 00:00:08.800]  其實是否會打爆風球
[00:00:08.800 --> 00:00:10.100]  (笑)
[00:00:10.100 --> 00:00:11.000]  但很感恩
[00:00:11.000 --> 00:00:15.400]  今天有機會可以跟大家一起分享這個訊息
[00:00:15.400 --> 00:00:18.000]  曾經聽過一個故事
[00:00:18.000 --> 00:00:21.000]  話說在南非一個森林裏面
[00:00:21.000 --> 00:00:23.800]  有一個土人在裏面走
[00:00:23.800 --> 00:00:24.700]  走著走著
[00:00:24.700 --> 00:00:28.400]  他突然間看到地上有一個奇形怪狀的
[00:00:28.400 --> 00:00:30.600]  好像手杖的東西
[00:00:30.600 --> 00:00:32.000]  他又不知道是甚麼
[00:00:32.000 --> 00:00:34.000]  都撿起來
[00:00:34.000 --> 00:00:35.000]  撿了回家
[00:00:35.000 --> 00:00:37.400]  放在他屋的前面
[00:00:37.400 --> 00:00:38.800]  幾個月之後
[00:00:38.800 --> 00:00:41.000]  他的朋友來探望他
[00:00:41.000 --> 00:00:44.300]  看到屋門前有一隻怪物
[00:00:44.300 --> 00:00:46.600]  問他是怎樣得來的
[00:00:46.600 --> 00:00:49.400]  於是這個朋友帶著這個土人
[00:00:49.400 --> 00:00:51.700]  一起去森林打獵
[00:00:51.700 --> 00:00:53.800]  看到獵物的時候
[00:00:53.800 --> 00:00:57.800]  這個朋友就用那支類似拐杖的物體
[00:00:57.800 --> 00:00:59.200]  啪一聲
[00:00:59.200 --> 00:01:01.200]  打中獵物
[00:01:01.200 --> 00:01:04.200]  這個土人就說
[00:01:04.200 --> 00:01:09.000]  嘩!原來我有這麼厲害的武器
[00:01:09.000 --> 00:01:11.400]  我從來都沒有使用過
[00:01:11.400 --> 00:01:16.200]  嘩!原來這支類似手杖的東西
[00:01:16.200 --> 00:01:19.400]  原來是一支來福槍
[00:01:19.400 --> 00:01:20.700]  很多時候
[00:01:20.700 --> 00:01:23.200]  基督徒說土告
[00:01:23.200 --> 00:01:26.400]  同樣我們其實都沒有使用過土告
[00:01:26.400 --> 00:01:28.000]  作為武器
[00:01:28.000 --> 00:01:31.400]  你有沒有覺得土告是一個武器
[00:01:31.400 --> 00:01:33.600]  其實教會說土告
[00:01:33.600 --> 00:01:35.400]  都是老生常談
[00:01:35.400 --> 00:01:38.000]  其實誰信徒不知道土告重要
[00:01:38.000 --> 00:01:39.800]  大家都知道
[00:01:39.800 --> 00:01:42.000]  你上來講也可以
[00:01:42.000 --> 00:01:43.600]  但是
[00:01:43.600 --> 00:01:46.000]  知道土告的重要
[00:01:46.000 --> 00:01:48.600]  但很多人都沒有去使用
[00:01:48.600 --> 00:01:49.600]  為甚麼
[00:01:49.600 --> 00:01:52.400]  因為你見土告會
[00:01:52.400 --> 00:01:53.800]  在教會的聚會
[00:01:53.800 --> 00:01:55.800]  土告會通常都是
[00:01:55.800 --> 00:01:57.400]  多少人來
[00:01:57.400 --> 00:01:59.200]  小貓三四隻
[00:01:59.200 --> 00:02:00.800]  寥寥可數
[00:02:00.800 --> 00:02:03.800]  我們就知道其實很多信徒
[00:02:03.800 --> 00:02:06.800]  是不理解土告的力量
[00:02:06.800 --> 00:02:09.200]  又或許他們雖然知道
[00:02:09.200 --> 00:02:11.800]  但是又沒有去使用
[00:02:11.800 --> 00:02:13.400]  過去七個星期
[00:02:13.400 --> 00:02:17.400]  我們都以《使徒行傳》第一章和第四章
[00:02:17.400 --> 00:02:21.600]  來探討未知領域的系列
[00:02:21.600 --> 00:02:23.200]  感謝主的恩典
[00:02:23.200 --> 00:02:25.400]  我有機會在英文課
[00:02:25.400 --> 00:02:28.000]  來分享這個系列的第一講
[00:02:28.000 --> 00:02:30.200]  今天就在中文課
