
[00:00:00.000 --> 00:00:02.880]  好 我們一起為你禱告
[00:00:02.880 --> 00:00:04.040]  我們一起禱告
[00:00:04.040 --> 00:00:07.960]  華佬天父 我們謝謝你
[00:00:07.960 --> 00:00:09.840]  你讓到
[00:00:09.840 --> 00:00:12.520]  你創造了Chapman
[00:00:12.520 --> 00:00:15.080]  你給了他很多很驚人的恩賜
[00:00:15.080 --> 00:00:18.800]  你讓他有那份很火熱的心
[00:00:18.800 --> 00:00:20.640]  去將你的話語
[00:00:20.640 --> 00:00:21.840]  你的福音
[00:00:21.840 --> 00:00:23.400]  去分享給大家
[00:00:23.400 --> 00:00:26.120]  最後求你 這一刻要加能、賜力給他
[00:00:26.120 --> 00:00:28.120]  你的靈要大大充滿他
[00:00:28.120 --> 00:00:31.520]  你要恭慰他的嘴唇
[00:00:31.520 --> 00:00:34.720]  讓他所說的一切都滿有能力
[00:00:34.720 --> 00:00:38.120]  最後也讓他身體有軟弱的地方
[00:00:38.120 --> 00:00:39.920]  或者他不夠力量
[00:00:39.920 --> 00:00:41.080]  最後我們求你
[00:00:41.080 --> 00:00:44.600]  去真的將他整個身體加油
[00:00:44.600 --> 00:00:48.360]  讓他可以充滿能量
[00:00:48.360 --> 00:00:50.760]  去將你的話語分享給我們
[00:00:50.760 --> 00:00:51.600]  最後謝謝你
[00:00:51.600 --> 00:00:53.400]  我們將以上禱告奉主命求
[00:00:53.400 --> 00:00:54.720]  Amen
[00:00:54.720 --> 00:00:55.920]  是不是立刻很有能量
[00:00:55.920 --> 00:00:56.360]  是
[00:00:56.360 --> 00:00:57.720]  好 非常好
[00:00:57.720 --> 00:00:59.240]  真的好 見到這麼多人
[00:00:59.240 --> 00:01:01.520]  因為我做了一個獨居
[00:01:01.520 --> 00:01:02.320]  又不是老人
[00:01:02.320 --> 00:01:04.680]  獨居青年一個星期
[00:01:04.680 --> 00:01:05.240]  中年
[00:01:05.240 --> 00:01:05.840]  中年
[00:01:05.840 --> 00:01:07.200]  哈哈
[00:01:07.200 --> 00:01:09.840]  不是60歲以下都是青年嗎
[00:01:09.840 --> 00:01:10.440]  OK
[00:01:10.440 --> 00:01:11.560]  (很飽)
[00:01:11.560 --> 00:01:13.280]  是的
[00:01:13.280 --> 00:01:15.440]  真的好 放暑假 是不是
[00:01:15.440 --> 00:01:18.240]  通常放暑假有兩種不同反應
[00:01:18.240 --> 00:01:20.360]  有得放暑假的就很開心
[00:01:20.360 --> 00:01:21.440]  家長就
[00:01:21.440 --> 00:01:22.960]  是的 放暑假
[00:01:22.960 --> 00:01:24.120]  我現在都很明白
[00:01:24.120 --> 00:01:24.720]  不過這麼巧
[00:01:24.720 --> 00:01:27.160]  因為這個星期我全家人都在新加坡
[00:01:27.160 --> 00:01:27.920]  我自己一個
[00:01:27.920 --> 00:01:29.440]  我就感受不到那種
[00:01:29.440 --> 00:01:29.960]  哎呀
[00:01:29.960 --> 00:01:30.520]  真的很忙
[00:01:30.520 --> 00:01:32.040]  那種辛苦的感覺
[00:01:32.040 --> 00:01:34.360]  不過暑假的開始的時候
[00:01:34.360 --> 00:01:37.640]  讓我講一下我五年級的暑假給你聽
[00:01:37.640 --> 00:01:41.000]  話說在我五年級的那一年暑假
[00:01:41.000 --> 00:01:43.640]  正常這些時間準備放暑假
[00:01:43.640 --> 00:01:44.360]  考完試
[00:01:44.360 --> 00:01:45.440]  我們通常有叫什麼
[00:01:45.440 --> 00:01:46.920]  事後活動的時間
[00:01:46.920 --> 00:01:49.200]  不知道大家還有沒有這樣的依稀的印象
[00:01:49.200 --> 00:01:49.640]  不是
[00:01:49.640 --> 00:01:52.000]  對你來說應該是不久之前的事情
[00:01:52.000 --> 00:01:52.920]  大家可能有些印象
[00:01:52.920 --> 00:01:54.640]  有些叫事後活動的時間
[00:01:54.640 --> 00:01:55.880]  事後活動是什麼
[00:01:55.880 --> 00:01:57.720]  你上完學 考完試
[00:01:57.720 --> 00:01:58.560]  上完課
[00:01:58.560 --> 00:01:59.680]  什麼都不用做
[00:01:59.680 --> 00:02:01.160]  上學只是玩
[00:02:01.160 --> 00:02:02.760]  每天上學就是
[00:02:02.760 --> 00:02:04.600]  捉完波子棋就捉鬥獸棋
[00:02:04.600 --> 00:02:06.560]  捉完鬥獸棋就捉象棋
[00:02:06.560 --> 00:02:08.120]  捉完象棋還可以玩UNO
[00:02:08.120 --> 00:02:10.040]  捉完UNO之後又回去玩層層疊
[00:02:10.040 --> 00:02:11.040]  就是這樣
[00:02:11.040 --> 00:02:12.240]  玩到放學為止
[00:02:12.240 --> 00:02:13.200]  上學就等放學
[00:02:13.200 --> 00:02:16.120]  一個非常歡樂的歡樂天地的時間
[00:02:16.120 --> 00:02:17.960]  歡樂天地應該
[00:02:17.960 --> 00:02:19.360]  應該大家是那個年代
[00:02:19.360 --> 00:02:20.080]  是不是
[00:02:20.080 --> 00:02:23.800]  總之我們今天下午這個Youth Group有多精彩
[00:02:23.800 --> 00:02:25.560]  就是我事後活動的時間
[00:02:25.560 --> 00:02:26.880]  賣完廣告
[00:02:26.880 --> 00:02:29.320]  直到有一天早上
[00:02:29.320 --> 00:02:32.080]  老師捧著一大疊東西走進課室
[00:02:32.080 --> 00:02:33.760]  然後叫大家傳開去
[00:02:33.760 --> 00:02:35.640]  大家知道那些是什麼嗎
[00:02:35.640 --> 00:02:37.200]  暑期作業
[00:02:37.200 --> 00:02:39.120]  大家都是香港人
[00:02:39.120 --> 00:02:39.960]  一人一本
[00:02:39.960 --> 00:02:40.760]  人人有份
[00:02:40.760 --> 00:02:41.680]  永不落空
[00:02:41.680 --> 00:02:42.520]  老實說
[00:02:42.520 --> 00:02:43.760]  我不是那些
[00:02:43.760 --> 00:02:45.320]  讀書是我本分的學生
[00:02:45.320 --> 00:02:47.120]  我讀小學的時候
[00:02:47.120 --> 00:02:49.000]  我一定不是這樣的
[00:02:49.000 --> 00:02:51.720]  對我來說這麼情操高尚的
[00:02:51.720 --> 00:02:53.520]  我當然做不到
