
[00:00:00.000 --> 00:00:02.000]  謝謝大家
[00:00:02.000 --> 00:00:04.000]  所以大英姐妹
[00:00:04.000 --> 00:00:06.000]  元朗普羅頓教會
[00:00:06.000 --> 00:00:08.000]  或者是葡萄臣教會
[00:00:08.000 --> 00:00:10.000]  我們需要
[00:00:10.000 --> 00:00:12.000]  揚起風帆
[00:00:12.000 --> 00:00:14.000]  因為聖靈風已經在吹動
[00:00:14.000 --> 00:00:16.000]  我們需要揚起的帆
[00:00:16.000 --> 00:00:18.000]  因為我們要成為神
[00:00:18.000 --> 00:00:20.000]  呼召我們成為一教會
[00:00:20.000 --> 00:00:22.000]  我們需要揚帆
[00:00:22.000 --> 00:00:24.000]  因為我們渴望去被聖靈帶領
[00:00:24.000 --> 00:00:26.000]  成為被聖靈帶領的子民
[00:00:26.000 --> 00:00:28.000]  我們需要揚帆
[00:00:28.000 --> 00:00:30.000]  因為我們希望去參與
[00:00:30.000 --> 00:00:32.000]  上帝在這個城市當中
[00:00:32.000 --> 00:00:34.000]  復興
[00:00:34.000 --> 00:00:36.000]  醫治和更新的工作
[00:00:36.000 --> 00:00:38.000]  在元朗這個地方
[00:00:38.000 --> 00:00:40.000]  揚起這四個帆
[00:00:40.000 --> 00:00:42.000]  對於我們來說是代表什麼呢
[00:00:42.000 --> 00:00:44.000]  這個是說
[00:00:44.000 --> 00:00:46.000]  不只是現在這個月
[00:00:46.000 --> 00:00:48.000]  而是說五年甚至更遠的
[00:00:48.000 --> 00:00:50.000]  一個計劃
[00:00:50.000 --> 00:00:52.000]  讓上帝的靈在我們當中
[00:00:52.000 --> 00:00:54.000]  讓這些帆的四個元素可以實現
[00:00:54.000 --> 00:00:56.000]  所以在今年的開始
[00:00:56.000 --> 00:00:58.000]  我們會有四個發展的方向
[00:00:58.000 --> 00:01:00.000]  首先第一個
[00:01:00.000 --> 00:01:02.000]  剛剛教會主席Andrew最後所說的
[00:01:02.000 --> 00:01:04.000]  教會直堂
[00:01:04.000 --> 00:01:06.000]  大家都知道
[00:01:06.000 --> 00:01:08.000]  剛才教會主席Tim也有分享
[00:01:08.000 --> 00:01:10.000]  元朗葡萄牙教會是從直堂而生
[00:01:10.000 --> 00:01:12.000]  所以直堂的DNA本身就在我們當中
[00:01:12.000 --> 00:01:14.000]  這個直堂運動
[00:01:14.000 --> 00:01:16.000]  不應該只是在灣仔
[00:01:16.000 --> 00:01:18.000]  而是一樣在我們元朗葡萄牙教會當中
[00:01:18.000 --> 00:01:20.000]  當我們以來
[00:01:20.000 --> 00:01:22.000]  在教會當中
[00:01:22.000 --> 00:01:24.000]  我們都會有一個
[00:01:24.000 --> 00:01:26.000]  一個原型
[00:01:26.000 --> 00:01:28.000]  當我們2022年
[00:01:28.000 --> 00:01:30.000]  我們第一次宣告我們會去直堂的時候
[00:01:30.000 --> 00:01:32.000]  當時我和Pastor Tim和Andrew
[00:01:32.000 --> 00:01:34.000]  我們分享了
[00:01:34.000 --> 00:01:36.000]  元朗葡萄牙教會
[00:01:36.000 --> 00:01:38.000]  五年之後會見到的原型
[00:01:38.000 --> 00:01:40.000]  其中一個是我們要
[00:01:40.000 --> 00:01:42.000]  差遣五十天
[00:01:42.000 --> 00:01:44.000]  我們要差遣五十天
[00:01:44.000 --> 00:01:46.000]  去直另一個教會的群體
