
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:00:02.420 --> 00:00:14.480]   The Father would remind you this morning
[00:00:14.480 --> 00:00:16.480]   that His mighty right arm,
[00:00:16.480 --> 00:00:22.580]   His mighty right arm is stretched out towards you.
[00:00:22.580 --> 00:00:28.360]   Always is a symbol of strength, of victory.
[00:00:28.360 --> 00:00:33.360]   It's the arm that a warrior would have the sword in.
[00:00:33.360 --> 00:00:36.720]   And the Lord is saying,
[00:00:36.720 --> 00:00:39.580]   "I see the need that you have at this time."
[00:00:39.580 --> 00:00:42.880]   And I feel like for many of us in this room,
[00:00:42.880 --> 00:00:44.400]   it's an emotional need.
[00:00:44.400 --> 00:00:47.240]   And the Father would say,
[00:00:47.240 --> 00:00:50.920]   "My mighty right arm is extended towards you now."
[00:00:50.920 --> 00:00:56.680]   And there's this beautiful moment in Nehemiah
[00:00:56.680 --> 00:00:57.900]   as he's rebuilding the wall
[00:00:57.900 --> 00:01:01.640]   and he's come under such attack from those
[00:01:01.640 --> 00:01:04.200]   that were trying to resist the rebuilding
[00:01:04.200 --> 00:01:05.500]   of the walls of Jerusalem.
[00:01:05.500 --> 00:01:10.560]   In chapter six, Nehemiah turns to the Father
[00:01:10.560 --> 00:01:13.280]   and he says, "Lord, strengthen my hands."
[00:01:13.280 --> 00:01:18.920]   And I feel just in the power of the Holy Spirit
[00:01:18.920 --> 00:01:22.140]   for you here this morning, that that's a prayer for you.
[00:01:22.140 --> 00:01:24.920]   And so if your hands are open
[00:01:24.920 --> 00:01:29.500]   and if you're in need of the mighty right arm of God
[00:01:29.500 --> 00:01:32.540]   to do battle for you,
[00:01:32.540 --> 00:01:34.180]   I wonder whether you would just pray that prayer
[00:01:34.180 --> 00:01:35.680]   in your heart now.
[00:01:35.680 --> 00:01:39.540]   Lord, strengthen my hands, strengthen my heart,
[00:01:39.540 --> 00:01:43.900]   strengthen my mind, strengthen my emotions,
[00:01:43.900 --> 00:01:48.660]   strengthen my relationships, strengthen my business,
[00:01:48.660 --> 00:01:52.220]   strengthen the things that I don't have the ability
[00:01:52.220 --> 00:01:54.680]   to strengthen, Father, would you strengthen me?
[00:01:54.680 --> 00:01:57.640]   Father, you've put a task,
[00:01:57.640 --> 00:02:00.520]   you've put something before each one of us,
[00:02:00.520 --> 00:02:03.280]   just like you put before Nehemiah a noble task.
[00:02:03.280 --> 00:02:06.600]   And Lord, I wanna pray for anybody in this room
[00:02:06.600 --> 00:02:08.960]   that's wanting to shrink back,
[00:02:08.960 --> 00:02:11.800]   that perhaps opposition or perhaps word spoken
[00:02:11.800 --> 00:02:15.040]   or perhaps resistance is causing people in this room
[00:02:15.040 --> 00:02:16.560]   to wanna put the tools down
[00:02:16.560 --> 00:02:19.920]   and to give up on the building that God has called you to do.
[00:02:19.920 --> 00:02:22.480]   We just say in the name of Jesus over you,
[00:02:22.480 --> 00:02:25.780]   that the Father's mighty right arm is here to save,
[00:02:25.780 --> 00:02:28.720]   it's here to move on your behalf,
[00:02:28.720 --> 00:02:32.880]   and he will strengthen you for the resilience
[00:02:32.880 --> 00:02:37.880]   and the hope and the life that he wants to fill you in.
[00:02:37.880 --> 00:02:41.960]   The Lord would say, I see you.
[00:02:41.960 --> 00:02:49.200]   I see you, the wholeness of you.
[00:02:49.520 --> 00:02:53.260]   I see your coming and your going.
[00:02:53.260 --> 00:03:00.220]   You have nothing to fear, for you are in my gaze.
[00:03:00.220 --> 00:03:03.920]   My light shines upon you.
[00:03:03.920 --> 00:03:05.300]   You have nothing to fear.
[00:03:05.300 --> 00:03:08.640]   So as I called to Joshua, so I called you,
[00:03:08.640 --> 00:03:10.200]   be strong and courageous.
[00:03:10.200 --> 00:03:13.880]   Be strong and courageous.
[00:03:15.820 --> 00:03:20.060]   Allow my spirit to fill you, to strengthen your hands.
[00:03:20.060 --> 00:03:23.800]   Do not give up, for it is your time to rise.
[00:03:23.800 --> 00:03:26.660]   It is your time to wake.
[00:03:26.660 --> 00:03:29.100]   It is your time to move.
[00:03:29.100 --> 00:03:31.560]   Don't hold back.
