
[00:00:00.000 --> 00:00:02.600]  再次感謝你,我們將以上禱告奉主命求
[00:00:02.600 --> 00:00:04.600]  Amen
[00:00:04.600 --> 00:00:06.600]  Thank you,也謝謝你 Francesca
[00:00:06.600 --> 00:00:11.600]  謝謝你「海歸」回來
[00:00:11.600 --> 00:00:15.600]  剛才Fran也提及到
[00:00:15.600 --> 00:00:17.600]  我們原來…
[00:00:17.600 --> 00:00:20.600]  說說時間,除了一年
[00:00:20.600 --> 00:00:22.600]  還有五個星期,即是12月
[00:00:22.600 --> 00:00:25.600]  12月是我們的章林期
[00:00:25.600 --> 00:00:28.600]  這次的講道系列將會是我們…
[00:00:28.600 --> 00:00:31.600]  章林期之前最後一個的講道系列
[00:00:31.600 --> 00:00:35.600]  我們的主題叫做「主流」
[00:00:35.600 --> 00:00:41.600]  主流是一種廣泛被散佈的思想
[00:00:41.600 --> 00:00:43.600]  當我們說主流,mainstream
[00:00:43.600 --> 00:00:45.600]  大家會想起甚麼?
[00:00:45.600 --> 00:00:51.600]  主流教育、主流學校、主流媒體
[00:00:51.600 --> 00:00:53.600]  主流思想等等
[00:00:53.600 --> 00:00:57.600]  簡單來說,主流是在我們的社會上
[00:00:57.600 --> 00:01:00.600]  多數人所持有的生活態度
[00:01:00.600 --> 00:01:02.600]  所持續的生活方式
[00:01:02.600 --> 00:01:05.600]  和所持守的生活價值
[00:01:05.600 --> 00:01:09.600]  跟隨主流一般來說相對比較容易
[00:01:09.600 --> 00:01:11.600]  因為我們說「隨波逐流」
[00:01:11.600 --> 00:01:13.600]  主流隨波逐流
[00:01:13.600 --> 00:01:16.600]  一般來說都不需要額外花太多力氣
[00:01:16.600 --> 00:01:20.600]  但很有趣的是,作為基督徒的大家
[00:01:20.600 --> 00:01:22.600]  我們作為主的門徒
[00:01:22.600 --> 00:01:24.600]  往往我們的信仰是…
[00:01:24.600 --> 00:01:26.600]  主耶穌在叫我們要活得不一樣
[00:01:26.600 --> 00:01:29.600]  跟主流是不一樣的
[00:01:29.600 --> 00:01:31.600]  主流講道系列
[00:01:31.600 --> 00:01:35.600]  是要透過耶穌教導門徒所作的比喻當中
[00:01:35.600 --> 00:01:38.600]  去學習另一種的生命價值
[00:01:38.600 --> 00:01:41.600]  天國的生命價值
[00:01:41.600 --> 00:01:43.600]  它一樣是主流
[00:01:43.600 --> 00:01:45.600]  我指的是天國的生命價值
[00:01:45.600 --> 00:01:47.600]  我們一樣叫它主流
[00:01:47.600 --> 00:01:49.600]  不過這個「主」是主耶穌的主
[00:01:49.600 --> 00:01:51.600]  又玩一下食字
[00:01:51.600 --> 00:01:54.600]  上星期說得太順利,說得太開心了
[00:01:54.600 --> 00:01:57.600]  主流的「主」是主耶穌的主
[00:01:57.600 --> 00:02:00.600]  這個主流跟世界的主流的主流
[00:02:00.600 --> 00:02:03.600]  是有著一個很強大的張力
[00:02:03.600 --> 00:02:06.600]  甚至是杯倒而馳的事
[00:02:06.600 --> 00:02:10.600]  主流的流,都是stream
[00:02:10.600 --> 00:02:11.600]  流嘛,stream
[00:02:11.600 --> 00:02:14.600]  但這個是stream of life
[00:02:14.600 --> 00:02:15.600]  生命之泉
[00:02:15.600 --> 00:02:18.600]  我們說的是stream of praise
[00:02:18.600 --> 00:02:19.600]  讚美之泉
[00:02:19.600 --> 00:02:21.600]  下星期多唱一些讚美之泉的歌
[00:02:21.600 --> 00:02:22.600]  我們可能要
[00:02:22.600 --> 00:02:24.600]  接下來的五個星期
[00:02:24.600 --> 00:02:28.600]  我們會一起在主耶穌的主流當中逆流而上
[00:02:28.600 --> 00:02:33.600]  去學習怎樣在耶穌叫我們跟隨的時候
[00:02:33.600 --> 00:02:36.600]  我們活出一個不一樣的天國價值
[00:02:36.600 --> 00:02:38.600]  大家是不是真的ready了
[00:02:38.600 --> 00:02:40.600]  不如我們再祈禱一次
[00:02:40.600 --> 00:02:41.600]  我們才開始,好嗎
[00:02:41.600 --> 00:02:42.600]  我們一起祈禱
[00:02:42.600 --> 00:02:44.600]  主耶穌,我們多謝你教導我們
[00:02:44.600 --> 00:02:46.600]  什麼是你的天國
[00:02:46.600 --> 00:02:48.600]  願你的天國光臨
[00:02:48.600 --> 00:02:52.600]  讓你真摯地臨在教導我們
[00:02:52.600 --> 00:02:55.600]  告訴我們什麼是你國度的價值
[00:02:55.600 --> 00:02:57.600]  你也說,好像你教我們禱告一樣
[00:02:57.600 --> 00:02:59.600]  你願這個呈現在地上
[00:02:59.600 --> 00:03:01.600]  如同在天上
[00:03:01.600 --> 00:03:02.600]  我們所學的不是
[00:03:02.600 --> 00:03:04.600]  只是在天上跟我們接觸不到
[00:03:04.600 --> 00:03:06.600]  而是你要降臨
[00:03:06.600 --> 00:03:08.600]  讓你的天國價值降臨在我們當中
[00:03:08.600 --> 00:03:09.600]  活在我們生命裡面
[00:03:09.600 --> 00:03:11.600]  我們禱告奉靠主耶穌基督的名
[00:03:11.600 --> 00:03:13.600]  Amen
[00:03:13.600 --> 00:03:14.600]  上個星期二
[00:03:14.600 --> 00:03:17.600]  我有機會和我們一班義工
[00:03:17.600 --> 00:03:22.600]  去天水圍一間青年會小學
[00:03:22.600 --> 00:03:26.600]  和一班小五的學生去上聖經班
[00:03:26.600 --> 00:03:28.600]  我發覺真的很棒
[00:03:28.600 --> 00:03:30.600]  所以如果大家有興趣了解多一點
[00:03:30.600 --> 00:03:31.600]  想去做義工
[00:03:31.600 --> 00:03:32.600]  想一起服侍
[00:03:32.600 --> 00:03:33.600]  完成崇拜之後
[00:03:33.600 --> 00:03:34.600]  記得來找我
[00:03:34.600 --> 00:03:37.600]  或者和你已經知道一起服侍的弟兄姊妹
[00:03:37.600 --> 00:03:39.600]  我們有十多個弟兄姊妹
[00:03:39.600 --> 00:03:43.600]  逢星期一、二早上會進去學校
[00:03:43.600 --> 00:03:44.600]  陪小朋友一年
[00:03:44.600 --> 00:03:46.600]  有一年時間讓我們陪著小朋友
[00:03:46.600 --> 00:03:48.600]  還保證了我們如果可以
[00:03:48.600 --> 00:03:49.600]  可以跟著他
[00:03:49.600 --> 00:03:51.600]  六年班有兩年時間
[00:03:51.600 --> 00:03:53.600]  讓我們去接觸生命
[00:03:53.600 --> 00:03:55.600]  改變生命甚至家庭
[00:03:55.600 --> 00:03:56.600]  所以是很好的事
[00:03:56.600 --> 00:03:58.600]  上星期二
[00:03:58.600 --> 00:04:03.600]  我上課之前有機會和學校的福音幹事聊了兩句
[00:04:03.600 --> 00:04:06.600]  他說其實我們這些有小朋友的
[00:04:06.600 --> 00:04:08.600]  其實是有一個好處的
[00:04:08.600 --> 00:04:12.600]  就是我們更加容易去明白天父的愛
[00:04:12.600 --> 00:04:14.600]  我這個是絕對認同的
[00:04:14.600 --> 00:04:22.600]  我除了認同我們能夠去體驗做父母對孩子那份無私的愛
[00:04:22.600 --> 00:04:24.600]  無條件的愛之餘
[00:04:24.600 --> 00:04:28.600]  更加能夠體會到做父母都真的幾不容易
[00:04:28.600 --> 00:04:30.600]  大家同不同意嗎?
[00:04:30.600 --> 00:04:32.600]  有沒有做父母覺得都幾容易
[00:04:32.600 --> 00:04:33.600]  幾好玩
[00:04:33.600 --> 00:04:35.600]  生多十個八個
[00:04:35.600 --> 00:04:37.600]  一點都不容易
[00:04:37.600 --> 00:04:41.600]  但對我來說我又多一種益處
[00:04:41.600 --> 00:04:47.600]  就是在我去港島的時候多了很多港島例子
[00:04:47.600 --> 00:04:49.600]  你看到我們都經常說的「囝囝女女」
[00:04:49.600 --> 00:04:51.600]  因為都幾多生活的例子可以拿來說
[00:04:51.600 --> 00:04:53.600]  今天又說多一個
[00:04:53.600 --> 00:04:56.600]  大家有沒有留意到小朋友
[00:04:56.600 --> 00:05:00.600]  很多時候如果男生的兄弟就會穿兄弟裝
[00:05:00.600 --> 00:05:02.600]  姐妹的就會穿姐妹裝
[00:05:02.600 --> 00:05:04.600]  我給大家看一下例子
[00:05:04.600 --> 00:05:08.600]  兄弟裝
[00:05:09.600 --> 00:05:11.600]  姐妹裝這個不得了
[00:05:11.600 --> 00:05:13.600]  如果大家在英文崇拜
[00:05:13.600 --> 00:05:17.600]  你應該不會看不到這三個姐妹裝每個星期行常出現
[00:05:17.600 --> 00:05:18.600]  我問了他們父母的
[00:05:18.600 --> 00:05:20.600]  拿了他們的批准
[00:05:20.600 --> 00:05:22.600]  大家可能覺得很可愛
[00:05:22.600 --> 00:05:24.600]  很sweet
[00:05:24.600 --> 00:05:27.600]  但大家有沒有想過其實背後的原因是什麼
[00:05:27.600 --> 00:05:29.600]  聽到了
[00:05:29.600 --> 00:05:30.600]  我都寫下了
[00:05:30.600 --> 00:05:32.600]  但不是因為怕他走失
[00:05:32.600 --> 00:05:34.600]  是因為什麼
[00:05:34.600 --> 00:05:36.600]  是因為在他們的心目中
[00:05:36.600 --> 00:05:38.600]  很多東西都是不公平的
[00:05:38.600 --> 00:05:40.600]  這個世界是不公平的
[00:05:40.600 --> 00:05:43.600]  我可以肯定
[00:05:43.600 --> 00:05:45.600]  亦都可以promise和大家說
[00:05:45.600 --> 00:05:47.600]  我絕對沒有教過他們
[00:05:47.600 --> 00:05:49.600]  但這件事是他們與生俱來的
[00:05:49.600 --> 00:05:51.600]  你不需要教他們
[00:05:51.600 --> 00:05:53.600]  他們兩三歲已經懂得不斷叫不公平
[00:05:53.600 --> 00:05:55.600]  是不是
[00:05:55.600 --> 00:05:56.600]  應該這樣說
[00:05:56.600 --> 00:05:59.600]  當他們不知道什麼叫真正公平的時候
[00:05:59.600 --> 00:06:01.600]  他已經不斷地叫不公平
[00:06:01.600 --> 00:06:02.600]  是不是
[00:06:02.600 --> 00:06:04.600]  我見到父母都笑
[00:06:04.600 --> 00:06:05.600]  很可愛
[00:06:05.600 --> 00:06:06.600]  很奇妙
[00:06:06.600 --> 00:06:07.600]  試幻想一下
[00:06:07.600 --> 00:06:09.600]  有兩個小朋友
[00:06:09.600 --> 00:06:11.600]  你一個給他喝五顆糖
[00:06:11.600 --> 00:06:13.600]  另一個你給他一顆糖
[00:06:13.600 --> 00:06:15.600]  大家相安無事
[00:06:15.600 --> 00:06:18.600]  我相信你過一日
[00:06:18.600 --> 00:06:20.600]  如果這樣的話,一餐飯都不用吃了
[00:06:20.600 --> 00:06:23.600]  如果只有一顆糖那個
[00:06:23.600 --> 00:06:24.600]  他會說
[00:06:24.600 --> 00:06:26.600]  哎呀,真是好,他喝五顆糖,我喝一顆
[00:06:26.600 --> 00:06:27.600]  真是很開心
[00:06:27.600 --> 00:06:29.600]  大家先不要開心
[00:06:29.600 --> 00:06:31.600]  我建議你先帶他去看醫生
[00:06:31.600 --> 00:06:33.600]  沒可能這樣發生的
[00:06:33.600 --> 00:06:34.600]  當他們在這裡成長的時候
[00:06:34.600 --> 00:06:38.600]  他們會越來越懂得去爭取所謂的公平
[00:06:38.600 --> 00:06:42.600]  世界的主流也會不斷灌輸他
[00:06:42.600 --> 00:06:45.600]  什麼是世人眼中的公平
[00:06:45.600 --> 00:06:49.600]  但正如我們上一個講道系列所說
[00:06:49.600 --> 00:06:51.600]  本身帶有罪性的人
[00:06:51.600 --> 00:06:56.600]  如果不依照上帝神的準則去衡量公平的時候
[00:06:56.600 --> 00:07:00.600]  只會不斷地因為我們的自私、自利、自我
[00:07:00.600 --> 00:07:04.600]  導致很多不公平和不公義的情況產生
[00:07:04.600 --> 00:07:09.600]  今天的比喻我們要看的是耶穌向門徒所說
[00:07:09.600 --> 00:07:12.600]  這是世人眼中的不公平
[00:07:12.600 --> 00:07:16.600]  這個故事是在說世人眼中的不公平
[00:07:16.600 --> 00:07:20.600]  但卻在展示神國度的價值
[00:07:20.600 --> 00:07:22.600]  我們來看經文
[00:07:22.600 --> 00:07:24.600]  《馬太福音》20章
[00:07:24.600 --> 00:07:26.600]  一到八節開始
[00:07:26.600 --> 00:07:29.600]  第一節已經說到天國好比
[00:07:29.600 --> 00:07:36.600]  因為天國好比一家主人清早去僱人進到葡萄園做工
[00:07:36.600 --> 00:07:42.600]  耶穌所說的這個比喻就是要門徒知道什麼是天國價值
[00:07:42.600 --> 00:07:48.600]  這個故事是說一個當時很典型的農奸社會的某一個清臣
[00:07:48.600 --> 00:07:54.600]  葡萄園的主人和第一批最早來到的那批在市場上的工人說好了
[00:07:54.600 --> 00:07:57.600]  他們一天的工資是一個銀幣
[00:07:57.600 --> 00:08:00.600]  請他們進去園裡工作
[00:08:00.600 --> 00:08:02.600]  第二批工人大概在九點鐘
[00:08:02.600 --> 00:08:04.600]  他說早上九點鐘就來到
[00:08:04.600 --> 00:08:08.600]  園主也出到去請他們進去葡萄園工作
[00:08:08.600 --> 00:08:12.600]  之後園主分別在十二點、三點都去到市場
[00:08:12.600 --> 00:08:16.600]  又將那些人請到葡萄園去開工
[00:08:16.600 --> 00:08:18.600]  到大概五點鐘的時候
[00:08:18.600 --> 00:08:20.600]  園主再出到市場
[00:08:20.600 --> 00:08:22.600]  他看到還有人站在那裡
[00:08:22.600 --> 00:08:24.600]  然後他問你們站在那裡做什麼
[00:08:24.600 --> 00:08:27.600]  他們站在那裡一整天好像無所事事
[00:08:27.600 --> 00:08:30.600]  然後那一班五點鐘來到的工人
