
[00:00:00.000 --> 00:00:04.720]  剛才也有提及到「正道」和「見證」這兩個字眼
[00:00:04.720 --> 00:00:07.440]  好像是很大的一件事
[00:00:07.440 --> 00:00:10.280]  剛才也提及到,我從小就開始教會
[00:00:10.280 --> 00:00:16.320]  我會與不同的新朋友或青少年分享自己的信仰經歷
[00:00:16.320 --> 00:00:20.720]  導師就叫我「June,不如你也說說你的見證」
[00:00:20.720 --> 00:00:23.640]  我首幾次聽的時候是很緊張的
[00:00:23.640 --> 00:00:26.360]  因為我不知道可以說些什麼
[00:00:26.360 --> 00:00:28.560]  生活相當平淡
[00:00:28.560 --> 00:00:30.360]  我是一個信義代
[00:00:30.360 --> 00:00:33.360]  即是我祖母那輩已經是基督徒
[00:00:33.360 --> 00:00:37.040]  我的信仰也非常平平無奇
[00:00:37.040 --> 00:00:39.040]  有什麼見證可以說呢?
[00:00:39.040 --> 00:00:41.440]  還有,我的生活也是很平淡
[00:00:41.440 --> 00:00:45.080]  我也好像特意找些東西出來說
[00:00:45.080 --> 00:00:47.840]  我一直不知道見證是什麼
[00:00:47.840 --> 00:00:51.040]  直至我媽媽開始做麵包
[00:00:51.040 --> 00:00:53.240]  她不是用麵包機做的
[00:00:53.240 --> 00:00:55.320]  她會自己養一些酵母
[00:00:55.320 --> 00:00:57.040]  然後用手搓
[00:00:57.040 --> 00:01:00.720]  她最喜歡做的是法包和沙瓦多
[00:01:00.720 --> 00:01:04.520]  每半小時就要養一養,搓一搓,再等
[00:01:04.520 --> 00:01:05.880]  又再養一養,搓一搓
[00:01:05.880 --> 00:01:07.600]  每半小時做的
[00:01:07.600 --> 00:01:10.920]  原來做這些麵包是要用全日去做的
[00:01:10.920 --> 00:01:13.240]  她喜歡在下午開始做
[00:01:13.240 --> 00:01:15.600]  做到深夜十一點
[00:01:15.600 --> 00:01:16.960]  就會叫我試吃
[00:01:16.960 --> 00:01:19.240]  我會說「媽媽,我很飽」
[00:01:19.240 --> 00:01:20.960]  「媽媽,我很飽,可以不吃嗎?」
[00:01:20.960 --> 00:01:22.560]  「試一口也不試?」
[00:01:22.560 --> 00:01:24.480]  於是我試吃
[00:01:24.480 --> 00:01:26.760]  她就問我「你覺得好吃嗎?」
[00:01:26.760 --> 00:01:28.040]  我說「好吃」
[00:01:28.040 --> 00:01:29.560]  她是不收貨的
[00:01:29.560 --> 00:01:30.960]  「為什麼好吃?」
[00:01:30.960 --> 00:01:32.200]  「有什麼好吃?」
[00:01:32.200 --> 00:01:33.440]  「你喜歡什麼?」
[00:01:33.440 --> 00:01:35.760]  「和外面買的有什麼不同?」
[00:01:35.760 --> 00:01:37.240]  久而久之
[00:01:37.240 --> 00:01:40.960]  我對於這種麵包的層次、味道、觸感
[00:01:40.960 --> 00:01:42.200]  都是狼狼上口
[00:01:42.200 --> 00:01:43.440]  我怎樣形容
[00:01:43.440 --> 00:01:45.680]  我都可以作篇文給你們
[00:01:45.680 --> 00:01:49.000]  我發現原來當我說出來的時候
[00:01:49.000 --> 00:01:51.960]  平時一些一閃即逝的感受
[00:01:51.960 --> 00:01:53.520]  就會被記起
[00:01:53.520 --> 00:01:56.960]  原來一些很微小的感覺
[00:01:56.960 --> 00:01:58.320]  或者一些回憶
[00:01:58.320 --> 00:02:00.600]  能夠被講解出來
[00:02:00.600 --> 00:02:02.800]  而且當我說的時候
[00:02:02.800 --> 00:02:05.280]  我媽媽就可以拿著我所說的話
[00:02:05.280 --> 00:02:07.600]  就說「我的女兒也說好吃」
[00:02:07.600 --> 00:02:09.480]  「我的女兒說這樣好吃」
[00:02:09.480 --> 00:02:10.880]  她可以拿出來
[00:02:10.880 --> 00:02:12.200]  和別人分享
[00:02:12.200 --> 00:02:15.160]  這就是她麵包好吃的一些證據
[00:02:15.160 --> 00:02:18.800]  見證原來就是在慶祝
[00:02:18.800 --> 00:02:20.280]  和向身邊的人
[00:02:20.280 --> 00:02:23.960]  分享神在我們生命中所做過的事情
[00:02:23.960 --> 00:02:27.000]  這個見證無論是你初次信主
[00:02:27.000 --> 00:02:30.440]  又或者是你每天生活中經歷的
[00:02:30.440 --> 00:02:32.240]  都是一些證據
[00:02:32.240 --> 00:02:33.440]  向別人分享
[00:02:33.440 --> 00:02:35.840]  我們的神是有真有活的
[00:02:35.840 --> 00:02:38.640]  不像剛才那一眨眼
[00:02:38.640 --> 00:02:41.240]  你覺得今年過得很快
[00:02:41.240 --> 00:02:42.960]  一眨眼就過去
[00:02:42.960 --> 00:02:45.560]  還是有點漫長呢?
[00:02:45.560 --> 00:02:47.800]  在一年裡
[00:02:47.800 --> 00:02:49.360]  你有沒有感受過
[00:02:49.360 --> 00:02:51.080]  在你的生活中
[00:02:51.080 --> 00:02:52.640]  或者生命中
[00:02:52.640 --> 00:02:54.480]  神在你裡面的工作
[00:02:54.480 --> 00:02:57.320]  如何介入在你的生命裡?
[00:02:57.320 --> 00:03:00.520]  我們今天會看詩篇第66篇
[00:03:00.520 --> 00:03:02.680]  我們一起看看以色列人
[00:03:02.680 --> 00:03:04.880]  如何見證和讚美神
[00:03:04.880 --> 00:03:06.360]  去啟發我們
[00:03:06.360 --> 00:03:09.400]  如何回顧我們的2024年
[00:03:09.400 --> 00:03:12.600]  我們一起看看詩篇第一至五子
[00:03:12.600 --> 00:03:14.440]  它是這樣說的
[00:03:14.440 --> 00:03:17.680]  「全地都當向神歡呼」
[00:03:17.680 --> 00:03:19.320]  「當歌頌祂的名」
[00:03:19.320 --> 00:03:22.200]  「使讚美祂的話大有榮耀」
[00:03:22.200 --> 00:03:23.560]  「當對神說」
[00:03:23.560 --> 00:03:25.760]  「祢的作為何等可畏」
[00:03:25.760 --> 00:03:27.160]  「因祢的大能」
[00:03:27.160 --> 00:03:29.520]  「受的要向祢投降」
[00:03:29.520 --> 00:03:31.600]  「全地要敬拜祢」
[00:03:31.600 --> 00:03:32.880]  「歌頌祢」
[00:03:32.880 --> 00:03:34.480]  「要歌頌祢的名」
[00:03:34.480 --> 00:03:36.640]  「你們來看神所做的」
[00:03:36.640 --> 00:03:40.200]  「祂向世人所做之事是可畏的」
[00:03:40.200 --> 00:03:41.480]  一開始
[00:03:41.480 --> 00:03:44.960]  先人對於讚美的方式和內容
[00:03:44.960 --> 00:03:47.640]  都有很清晰的要求和指引
[00:03:47.640 --> 00:03:49.280]  要怎樣讚美
[00:03:49.280 --> 00:03:51.120]  要歡呼、要歌頌
[00:03:51.120 --> 00:03:52.600]  是要說出來的
[00:03:52.600 --> 00:03:55.480]  讚美的內容是甚麼呢?
[00:03:55.480 --> 00:03:57.200]  就是神的作為
[00:03:57.200 --> 00:03:58.480]  作為即是甚麼?
[00:03:58.480 --> 00:04:00.800]  是我們生命中所做過的事
[00:04:00.800 --> 00:04:03.920]  祂的能力和祂的名字
[00:04:03.920 --> 00:04:05.840]  神的名字有很多
[00:04:05.840 --> 00:04:08.000]  祂的名字代表祂的屬性
[00:04:08.000 --> 00:04:09.560]  祂的性格是怎樣
[00:04:09.560 --> 00:04:10.760]  在聖經中提到
[00:04:10.760 --> 00:04:13.600]  神的性格是慷慨的
[00:04:13.600 --> 00:04:15.000]  祂是良善的
[00:04:15.000 --> 00:04:16.600]  祂是為人預備的
[00:04:16.600 --> 00:04:18.400]  在第五節
[00:04:18.400 --> 00:04:20.320]  詩人還很直接地說
[00:04:20.320 --> 00:04:23.040]  「你們來看神所做過的事」
[00:04:23.040 --> 00:04:26.000]  英文的翻譯更加準確
[00:04:26.000 --> 00:04:28.800]  就像希伯來文所說的一樣
[00:04:28.800 --> 00:04:30.680]  他跟她說
[00:04:30.680 --> 00:04:32.400]  「Come and see」
[00:04:32.400 --> 00:04:34.160]  這一連串的動詞
[00:04:34.160 --> 00:04:35.240]  去到開始
[00:04:35.240 --> 00:04:37.360]  去講解這件事的迫切性
[00:04:37.360 --> 00:04:39.480]  原來讚美不是在心中說
[00:04:39.480 --> 00:04:41.960]  不是說「上帝心照不宣」
[00:04:41.960 --> 00:04:42.960]  「你知道我的」
[00:04:42.960 --> 00:04:45.120]  原來不是在心中說就算
[00:04:45.120 --> 00:04:46.520]  是要說出口
[00:04:46.520 --> 00:04:48.640]  去告訴其他人知道
[00:04:48.640 --> 00:04:51.240]  上帝在我們生命中所做過的事
[00:04:51.240 --> 00:04:53.280]  當我們回顧
[00:04:53.280 --> 00:04:56.040]  神在我們生命中所做過的事時
[00:04:56.040 --> 00:04:58.520]  我們不其然就會讚美
[00:04:58.520 --> 00:05:02.640]  自然就很想身邊的人都感受得到
[00:05:02.640 --> 00:05:05.120]  我記得這個月初
[00:05:05.120 --> 00:05:07.080]  我發覺我家樓下
[00:05:07.080 --> 00:05:09.320]  有一間非常好吃的串燒
[00:05:09.320 --> 00:05:10.920]  於是這個月
[00:05:10.920 --> 00:05:13.160]  即是12月5日直至現在
[00:05:13.160 --> 00:05:15.760]  我在那間串燒店吃了五次
[00:05:15.760 --> 00:05:18.560]  我不停地跟身邊的家人
[00:05:18.560 --> 00:05:19.440]  跟我媽媽
[00:05:19.440 --> 00:05:20.560]  跟我教會的朋友
[00:05:20.560 --> 00:05:22.320]  跟自己的舊同事
[00:05:22.320 --> 00:05:23.160]  不停地說
[00:05:23.160 --> 00:05:25.560]  「這間串燒店真的很好吃」
[00:05:25.560 --> 00:05:28.800]  「我最喜歡吃的就是鰻魚串燒」
[00:05:28.800 --> 00:05:32.720]  鰻魚串燒的皮已經炸得非常香脆
[00:05:32.720 --> 00:05:35.840]  然後它的肉是噗啾噗啾地噴出汁
[00:05:35.840 --> 00:05:37.000]  在我口中彈出來
[00:05:37.000 --> 00:05:38.200]  真的很好吃
[00:05:38.200 --> 00:05:40.520]  然後我就吃了五次
[00:05:41.280 --> 00:05:42.880]  我其實不停地說
[00:05:42.880 --> 00:05:45.280]  「你快點來試過這間店」
[00:05:45.280 --> 00:05:46.880]  其實就讓我回想到
[00:05:46.880 --> 00:05:48.160]  我這一年
[00:05:48.160 --> 00:05:50.560]  我有沒有回憶過上帝
[00:05:50.560 --> 00:05:52.800]  在我生命裏所做過的事
[00:05:52.800 --> 00:05:54.760]  不單是回憶
[00:05:54.760 --> 00:05:56.800]  我有沒有細味過
[00:05:56.800 --> 00:05:57.880]  真實一點
[00:05:57.880 --> 00:06:02.160]  上帝今年在我生命裏所做過的事
[00:06:02.160 --> 00:06:05.440]  詩人在第五至七節
[00:06:05.440 --> 00:06:07.120]  和八至十二節
[00:06:07.120 --> 00:06:09.080]  他用了兩個角度
[00:06:09.080 --> 00:06:12.640]  去講述上帝在他們生命裏所做過的事
[00:06:12.640 --> 00:06:14.640]  第五至七節是這樣說的
[00:06:14.640 --> 00:06:17.240]  「你們來看神所做的事」
[00:06:17.240 --> 00:06:20.680]  「祂向世人所做的事是可畏的」
[00:06:20.680 --> 00:06:24.680]  「祂將海變成乾地使百姓步行過河」
[00:06:24.680 --> 00:06:27.680]  「我們在那裏要因祂歡喜」
[00:06:27.680 --> 00:06:30.920]  「祂用權能治理直到永遠」
[00:06:30.920 --> 00:06:33.600]  「祂的眼睛監察萬民」
[00:06:33.600 --> 00:06:35.920]  「活躍的人不可自告」
[00:06:37.400 --> 00:06:40.840]  這位詩人首先向神讚美
[00:06:40.840 --> 00:06:43.040]  他們得到民族的身份
