
[00:00:00.000 --> 00:00:04.800]  我太太是一個奇妙的女人
[00:00:04.800 --> 00:00:10.480]  因為她每天至少會問兩至三次
[00:00:10.480 --> 00:00:12.240]  "我好奇我的手機在哪兒"
[00:00:12.240 --> 00:00:14.760]  我的手機在哪兒呢?
[00:00:14.760 --> 00:00:18.560]  不過如果你認識我的話
[00:00:18.560 --> 00:00:20.720]  你會知道
[00:00:20.720 --> 00:00:24.320]  經常忘記的東西都是ADHD的特質
[00:00:24.320 --> 00:00:25.880]  就是經常忘記了東西
[00:00:25.880 --> 00:00:29.200]  再加上我本身也有這種亂
[00:00:29.200 --> 00:00:30.800]  所以又忘記了東西
[00:00:30.800 --> 00:00:35.000]  房間亂,桌子亂,四周亂
[00:00:35.000 --> 00:00:36.360]  放在一起的時候
[00:00:36.360 --> 00:00:38.440]  就會發生一件事
[00:00:38.440 --> 00:00:41.280]  就是我經常不知道東西放在哪裡
[00:00:41.280 --> 00:00:43.200]  如果你來過我家
[00:00:43.200 --> 00:00:45.280]  你會知道我家也有一點凌亂
[00:00:45.280 --> 00:00:46.200]  已經很好了
[00:00:46.200 --> 00:00:47.280]  認識了我太太之後
[00:00:47.280 --> 00:00:48.480]  因為她是一個很整齊的人
[00:00:48.480 --> 00:00:50.120]  但我經常會不見東西
[00:00:50.120 --> 00:00:51.640]  話說在我結婚之前
[00:00:51.640 --> 00:00:55.240]  以前經常要在家裡翻箱
[00:00:55.240 --> 00:00:57.000]  想著東西放在哪裡
[00:00:57.000 --> 00:00:59.040]  我自己也是這樣的人
[00:00:59.040 --> 00:01:03.640]  但在我還沒結婚,還沒搬家之前
[00:01:03.640 --> 00:01:06.400]  有一段時間我經常找不到東西
[00:01:06.400 --> 00:01:08.600]  但只要我祈禱的話
[00:01:08.600 --> 00:01:12.400]  那東西就會回到我記憶中
[00:01:12.400 --> 00:01:14.560]  所以我就有這樣的習慣
[00:01:14.560 --> 00:01:15.560]  有一天
[00:01:15.560 --> 00:01:17.320]  又發生了一件這樣的事
[00:01:17.320 --> 00:01:18.560]  我又有東西找不到
[00:01:18.560 --> 00:01:20.120]  我已經忘記了那東西在哪裡
[00:01:20.120 --> 00:01:22.920]  我實在經常都忘記東西放在哪裡
[00:01:22.920 --> 00:01:24.440]  我又找不到東西
[00:01:24.440 --> 00:01:27.160]  我就開始在找
[00:01:27.160 --> 00:01:29.160]  會不會在抽屜裡
[00:01:29.160 --> 00:01:30.360]  會不會在箱子裡
[00:01:30.360 --> 00:01:31.480]  會不會在袋子裡
[00:01:31.480 --> 00:01:32.520]  袋子裡有很多東西
[00:01:32.520 --> 00:01:33.520]  東西很亂
[00:01:33.520 --> 00:01:35.320]  這時候有一把聲音
[00:01:35.320 --> 00:01:37.120]  在我的腦海裡跟我說
[00:01:37.120 --> 00:01:40.160]  其實你是不是祈禱過就行了
[00:01:40.160 --> 00:01:42.600]  你會不會試試祈禱
[00:01:42.600 --> 00:01:44.600]  但與此同時
[00:01:44.600 --> 00:01:47.160]  我是福爾摩斯上身
[00:01:47.160 --> 00:01:50.960]  我非常享受做偵探的過程
[00:01:50.960 --> 00:01:52.960]  甚至有時候我覺得我對問題解決
[00:01:52.960 --> 00:01:55.280]  我對解決問題是上癮了
[00:01:55.280 --> 00:01:56.280]  不要搞了
[00:01:56.280 --> 00:01:59.080]  我要用自己的力量去找回那東西
[00:01:59.080 --> 00:02:01.080]  我就有一種這樣的傾向
[00:02:01.080 --> 00:02:02.280]  先不要
[00:02:02.280 --> 00:02:04.280]  先不祈禱
[00:02:04.280 --> 00:02:05.280]  先不問神
[00:02:05.280 --> 00:02:07.560]  我要自己憑我的力量去找出來
[00:02:07.560 --> 00:02:10.120]  於是我就到處翻箱倒籠
[00:02:10.120 --> 00:02:12.120]  在整個家裡到處找
[00:02:12.120 --> 00:02:14.120]  結果找了很久
[00:02:14.120 --> 00:02:15.320]  我已經累到
[00:02:15.320 --> 00:02:17.840]  不只是力氣那種
[00:02:17.840 --> 00:02:19.160]  就是身體那種累
[00:02:19.160 --> 00:02:21.160]  是心很累的那種累
[00:02:21.160 --> 00:02:21.760]  唉
[00:02:21.760 --> 00:02:22.960]  到處找都找不到
[00:02:22.960 --> 00:02:23.960]  我的腦已經很累了
[00:02:23.960 --> 00:02:25.360]  已經不想再想事情了
[00:02:25.360 --> 00:02:27.560]  這個時候我就慢慢走回房間
[00:02:27.560 --> 00:02:29.560]  準備躺在床上
[00:02:29.560 --> 00:02:30.760]  唉 要休息一下
[00:02:30.760 --> 00:02:32.360]  我躺下去的時候
[00:02:32.360 --> 00:02:33.960]  我就非常隨便
[00:02:33.960 --> 00:02:35.440]  很隨意地
[00:02:35.440 --> 00:02:37.240]  就騎著我的肚子說了一句
[00:02:37.240 --> 00:02:38.640]  唉 好啊主
[00:02:38.640 --> 00:02:40.760]  你知道的話就告訴我吧
[00:02:40.760 --> 00:02:43.760]  我就開始踏在床上
[00:02:43.760 --> 00:02:44.960]  然後在我
[00:02:44.960 --> 00:02:48.160]  人還沒有真的碰到床的時候
[00:02:48.160 --> 00:02:49.760]  就是在一秒之內
[00:02:49.760 --> 00:02:51.960]  突然間有一個畫面進入了
[00:02:51.960 --> 00:02:53.960]  我腦裡的腦子裡
[00:02:53.960 --> 00:02:56.960]  會不會在某一袋子前面的那格子裡
[00:02:56.960 --> 00:02:58.960]  我明明還在躺下去的時候
[00:02:58.960 --> 00:03:00.960]  一躺下 整個人立刻彈起來
[00:03:00.960 --> 00:03:02.960]  然後立刻走到那個袋子裡
[00:03:02.960 --> 00:03:04.960]  打開前面那格子
[00:03:04.960 --> 00:03:05.960]  把手放進去
[00:03:05.960 --> 00:03:07.960]  噔噔 我要找的東西就在那裡了
[00:03:07.960 --> 00:03:11.960]  你會不會先試試騎騎肚子
[00:03:11.960 --> 00:03:13.960]  不是吧 我想靠我自己
[00:03:13.960 --> 00:03:15.960]  每一次去到
[00:03:15.960 --> 00:03:17.960]  不見了東西要找東西的時候
[00:03:17.960 --> 00:03:18.960]  我發覺
[00:03:18.960 --> 00:03:20.960]  我都會有一種傾向
[00:03:20.960 --> 00:03:22.960]  我都會將祈禱變成
[00:03:22.960 --> 00:03:24.960]  我最後的辦法
[00:03:24.960 --> 00:03:26.960]  是我最後最後的手段
[00:03:26.960 --> 00:03:28.960]  如果不是去到最後一分鐘的話
[00:03:28.960 --> 00:03:30.960]  我都不會祈禱
[00:03:30.960 --> 00:03:32.960]  有時候在我女兒的身上
[00:03:32.960 --> 00:03:34.960]  我都看到幫她扣鈕
[00:03:34.960 --> 00:03:35.960]  有時候幫她拿
[00:03:35.960 --> 00:03:36.960]  打開水瓶
[00:03:36.960 --> 00:03:38.960]  有時候幫她拿一些很高的東西
[00:03:38.960 --> 00:03:40.960]  不去到最後的時刻
[00:03:40.960 --> 00:03:41.960]  她做不到
[00:03:41.960 --> 00:03:42.960]  她不會上來幫她
[00:03:42.960 --> 00:03:43.960]  我要自己來
[00:03:43.960 --> 00:03:44.960]  我要自己試
[00:03:44.960 --> 00:03:46.960]  爸爸永遠都是那個最後的辦法
[00:03:46.960 --> 00:03:48.960]  最後求助的一個對象
[00:03:48.960 --> 00:03:50.960]  如果我們將這種感受
[00:03:50.960 --> 00:03:52.960]  或者將這個心態放大
[00:03:52.960 --> 00:03:53.960]  來看的話
[00:03:53.960 --> 00:03:56.960]  我們會看到背後那種驅使我的力量
[00:03:56.960 --> 00:03:58.960]  或者驅使很多人的力量
[00:03:58.960 --> 00:04:00.960]  就是這種我做得到的
[00:04:00.960 --> 00:04:01.960]  我可以的
[00:04:01.960 --> 00:04:04.960]  這種我們稱之為能力感的一件事
[00:04:04.960 --> 00:04:07.960]  這種能力感其實本身不是一件壞事
[00:04:07.960 --> 00:04:09.960]  因為我們有很多人
[00:04:09.960 --> 00:04:11.960]  如果我們想去學習更多新的東西
[00:04:11.960 --> 00:04:14.960]  如果我們想去學講話
[00:04:14.960 --> 00:04:15.960]  小時候學講話
[00:04:15.960 --> 00:04:17.960]  或者我們要學走路
[00:04:17.960 --> 00:04:19.960]  要學習不同的解難的問題
[00:04:19.960 --> 00:04:20.960]  這種能力感
[00:04:20.960 --> 00:04:22.960]  這種驅使我們想靠自己
[00:04:22.960 --> 00:04:24.960]  來走多一步
[00:04:24.960 --> 00:04:25.960]  來做多一點
[00:04:25.960 --> 00:04:27.960]  這種能力感是很重要的
[00:04:27.960 --> 00:04:30.960]  這件事會幫我們來學到新的東西
[00:04:30.960 --> 00:04:32.960]  幫我們面對到身邊的挑戰
[00:04:32.960 --> 00:04:35.960]  幫助我們去帶來一些成長
[00:04:35.960 --> 00:04:38.960]  但是如果這一份渴望
[00:04:38.960 --> 00:04:40.960]  這種想靠自己的渴望
[00:04:40.960 --> 00:04:43.960]  變成了一個生命裡的偶像
[00:04:43.960 --> 00:04:46.960]  我所有東西都要靠我自己的時候
[00:04:46.960 --> 00:04:50.960]  甚至這件事開始成為了我們的自我價值
[00:04:50.960 --> 00:04:53.960]  我是一個解決問題很厲害的人
[00:04:53.960 --> 00:04:54.960]  我一定要靠我自己
[00:04:54.960 --> 00:04:57.960]  如果我們慢慢走向了這個極端的時候
[00:04:57.960 --> 00:04:58.960]  我們就會不知不覺
[00:04:58.960 --> 00:05:03.960]  很不經意地將神推到我們生命一個很邊緣化的位置裡
[00:05:03.960 --> 00:05:05.960]  我們會開始去相信
[00:05:05.960 --> 00:05:08.960]  我自己的價值和我的安全感
[00:05:08.960 --> 00:05:11.960]  完全都是連繫在或者建基在
[00:05:11.960 --> 00:05:12.960]  我的成就
[00:05:12.960 --> 00:05:13.960]  我能夠做到什麼
[00:05:13.960 --> 00:05:15.960]  我的能力上
[00:05:15.960 --> 00:05:17.960]  這種我能夠做到的
[00:05:17.960 --> 00:05:20.960]  這種心態或者這種感受
[00:05:20.960 --> 00:05:24.960]  可能我們有很多人都活在一種文化裡
[00:05:24.960 --> 00:05:27.960]  我們活在一個崇尚我們的能力
[00:05:27.960 --> 00:05:31.960]  多於去依靠一個這樣的文化和世界裡
[00:05:31.960 --> 00:05:33.960]  我們都很想靠著我們自己
[00:05:33.960 --> 00:05:35.960]  我自己能夠做到的
[00:05:35.960 --> 00:05:36.960]  不用那麼煩
[00:05:36.960 --> 00:05:37.960]  不用找人幫忙
[00:05:37.960 --> 00:05:40.960]  可能剛才我說的這個小小的我自己的遭遇
[00:05:40.960 --> 00:05:42.960]  可能和我們中間很多人
[00:05:42.960 --> 00:05:45.960]  生命裡面會面對的掙扎都有點相似
[00:05:45.960 --> 00:05:47.960]  我們都活在一個
[00:05:47.960 --> 00:05:49.960]  我們好像是一個能力的
[00:05:49.960 --> 00:05:51.960]  向著一個能力的祭壇來獻祭
[00:05:51.960 --> 00:05:52.960]  我們去敬拜
[00:05:52.960 --> 00:05:53.960]  我們去worship
[00:05:53.960 --> 00:05:54.960]  我們的能力
[00:05:54.960 --> 00:05:56.960]  或者我們敬拜人能夠擁有的能力
[00:05:56.960 --> 00:05:58.960]  在一個這樣的文化裡
[00:05:58.960 --> 00:06:02.960]  我們大哥女美根現在讀K3了
[00:06:02.960 --> 00:06:04.960]  即是代表什麼呢
[00:06:04.960 --> 00:06:06.960]  即是這幾個月我們又要現在
[00:06:06.960 --> 00:06:07.960]  我們要做一件事
[00:06:07.960 --> 00:06:08.960]  就是要報小學
[00:06:08.960 --> 00:06:09.960]  要報小學的時候
[00:06:09.960 --> 00:06:10.960]  即是代表什麼呢
[00:06:10.960 --> 00:06:12.960]  即是代表要填很多表
[00:06:12.960 --> 00:06:14.960]  然後有很多面試等等等等
[00:06:14.960 --> 00:06:15.960]  做了很多這段時間
[00:06:15.960 --> 00:06:17.960]  這些東西
[00:06:17.960 --> 00:06:20.960]  就令我回想起我們中間在這個城市裡
[00:06:20.960 --> 00:06:21.960]  在這個文化裡
[00:06:21.960 --> 00:06:23.960]  我們很多人都會面對那些掙扎
[00:06:23.960 --> 00:06:25.960]  或者那些兩難
[00:06:25.960 --> 00:06:30.960]  我們這一代很多人都喜歡送小朋友去一些壓力不太大的地方
[00:06:30.960 --> 00:06:32.960]  希望沒有那麼大壓力
[00:06:32.960 --> 00:06:35.960]  不想他們每天做功課要做到十點多十一點
[00:06:35.960 --> 00:06:37.960]  我自己都聽很多這樣的故事
[00:06:37.960 --> 00:06:39.960]  不想他們受那麼多的苦
[00:06:39.960 --> 00:06:41.960]  但是
[00:06:41.960 --> 00:06:45.960]  或者我們有時候都對這種競爭的環境感到很厭倦
[00:06:45.960 --> 00:06:47.960]  甚至我們自己成長的時候
[00:06:47.960 --> 00:06:49.960]  都是這些競爭裡的受害者
[00:06:49.960 --> 00:06:53.960]  我們經常都被人將我們和其他人去比較
[00:06:53.960 --> 00:06:55.960]  我們在競爭裡受了很多的苦
[00:06:55.960 --> 00:06:57.960]  受了很多的傷
[00:06:57.960 --> 00:06:58.960]  我們很想將我們的小朋友
[00:06:58.960 --> 00:07:00.960]  或者我可能只是我
[00:07:00.960 --> 00:07:01.960]  很想將我的下一代
[00:07:01.960 --> 00:07:04.960]  去從這種競爭的環境裡帶出來
[00:07:04.960 --> 00:07:06.960]  但是接著就會想
[00:07:06.960 --> 00:07:07.960]  糟了
[00:07:07.960 --> 00:07:09.960]  如果我不是在競爭裡的話
[00:07:09.960 --> 00:07:10.960]  行不行的
[00:07:10.960 --> 00:07:11.960]  會不會沒有別人那麼厲害
[00:07:11.960 --> 00:07:13.960]  會不會沒有別人那麼厲害
[00:07:13.960 --> 00:07:14.960]  會不會會輸的
[00:07:14.960 --> 00:07:16.960]  會不會將來別人做到什麼什麼都沒有他份的
[00:07:16.960 --> 00:07:20.960]  有很多很多這些內心的掙扎在裡面
[00:07:20.960 --> 00:07:22.960]  有一句話
[00:07:22.960 --> 00:07:24.960]  就是這麼說
[00:07:24.960 --> 00:07:26.960]  You can take someone out of competition
[00:07:26.960 --> 00:07:28.960]  But you can't take competition out of them
[00:07:28.960 --> 00:07:31.960]  就是你可以將一些人從競爭裡拿出來
[00:07:31.960 --> 00:07:34.960]  但是你不能將那份競爭從他的心裡完全拿走
[00:07:34.960 --> 00:07:36.960]  完全去除去那份競爭
[00:07:36.960 --> 00:07:39.960]  有些時候我看著我們的下一代
[00:07:39.960 --> 00:07:41.960]  我又不想他競爭
[00:07:41.960 --> 00:07:44.960]  但是我又很怕如果他不跟別人競爭的話
[00:07:44.960 --> 00:07:46.960]  行不行的呢
[00:07:46.960 --> 00:07:49.960]  背後的心態就是
[00:07:49.960 --> 00:07:50.960]  在這個城市
[00:07:50.960 --> 00:07:51.960]  在我們的文化裡
[00:07:51.960 --> 00:07:56.960]  很多時候我們相信競爭是通往能力的唯一途徑
[00:07:56.960 --> 00:08:00.960]  而能力又是通往成功的唯一途徑
[00:08:00.960 --> 00:08:01.960]  有得爭又慘
[00:08:01.960 --> 00:08:03.960]  沒得爭更慘
[00:08:05.960 --> 00:08:09.960]  這是我這一年要報讀學校的時候
[00:08:09.960 --> 00:08:12.960]  我心裡的一個很大的掙扎
[00:08:12.960 --> 00:08:17.960]  還有一個很大的啟示
[00:08:17.960 --> 00:08:19.960]  在我們香港裡面是這樣的
[00:08:19.960 --> 00:08:20.960]  在亞洲的文化裡面
[00:08:20.960 --> 00:08:22.960]  甚至在很多專業的文化裡面
[00:08:22.960 --> 00:08:23.960]  都是這樣的
[00:08:23.960 --> 00:08:25.960]  成功往往是被定義了
[00:08:25.960 --> 00:08:27.960]  就是我們憑我們自己的技能
[00:08:27.960 --> 00:08:28.960]  我們的智慧
[00:08:28.960 --> 00:08:29.960]  我們的努力
[00:08:29.960 --> 00:08:31.960]  可以達成的成果
[00:08:31.960 --> 00:08:32.960]  我們是被教導
[00:08:32.960 --> 00:08:33.960]  被鼓勵
[00:08:33.960 --> 00:08:36.960]  去展示我們很有能力的一面
[00:08:36.960 --> 00:08:38.960]  我們能做到的一面
[00:08:38.960 --> 00:08:42.960]  而不是我們需要依靠別人的狀態
[00:08:42.960 --> 00:08:43.960]  那個姿態
[00:08:43.960 --> 00:08:49.960]  而這個就是所謂的巴比倫式的成功觀
[00:08:49.960 --> 00:08:51.960]  在巴比倫的文化裡
[00:08:51.960 --> 00:08:53.960]  成功就是這樣
[00:08:53.960 --> 00:08:54.960]  聖經裡的巴比倫
[00:08:54.960 --> 00:08:56.960]  其實不只是說一座城市
[00:08:56.960 --> 00:08:58.960]  不只是說一個統治了
[00:08:58.960 --> 00:09:00.960]  或者侵略了以色列的國家
[00:09:00.960 --> 00:09:01.960]  聖經裡的巴比倫
[00:09:01.960 --> 00:09:03.960]  你會看到到新約的時候
[00:09:03.960 --> 00:09:04.960]  仍然出現這個名字
[00:09:04.960 --> 00:09:05.960]  這個巴比倫這個名字
[00:09:05.960 --> 00:09:07.960]  作為一個非常powerful
[00:09:07.960 --> 00:09:08.960]  很強大的象徵
[00:09:08.960 --> 00:09:11.960]  來代表著整個世界的體系
[00:09:11.960 --> 00:09:13.960]  和中間的價值
[00:09:13.960 --> 00:09:15.960]  一個可以自給自足
[00:09:15.960 --> 00:09:16.960]  一個以人類的成就
[00:09:16.960 --> 00:09:20.960]  和以拒絕神權為特徵的一個體系
[00:09:20.960 --> 00:09:22.960]  就是巴比倫式的成功
[00:09:22.960 --> 00:09:24.960]  由創世紀到啟示錄
[00:09:24.960 --> 00:09:25.960]  巴比倫都代表著一種
[00:09:25.960 --> 00:09:28.960]  我們很體重自身的智慧
[00:09:28.960 --> 00:09:29.960]  我們體重自己有的權力
[00:09:29.960 --> 00:09:31.960]  我們的權勢
[00:09:31.960 --> 00:09:34.960]  和體重自己的榮耀的文化
[00:09:34.960 --> 00:09:37.960]  這種文化經常和神的道背道而馳
[00:09:37.960 --> 00:09:41.960]  他體現了人永遠傾向自己的能力
[00:09:41.960 --> 00:09:42.960]  自己的財富
[00:09:42.960 --> 00:09:43.960]  自己的影響力
[00:09:43.960 --> 00:09:44.960]  要去建立一個國度
[00:09:44.960 --> 00:09:48.960]  要建立一個地頭
[00:09:48.960 --> 00:09:51.960]  要建立自己一盤的事業
[00:09:51.960 --> 00:09:52.960]  生意
[00:09:52.960 --> 00:09:53.960]  我的價值
[00:09:53.960 --> 00:09:55.960]  而不是我們靠謙卑
[00:09:55.960 --> 00:09:58.960]  去倚靠創造的神
[00:09:58.960 --> 00:10:00.960]  去作為我們的根基
[00:10:00.960 --> 00:10:03.960]  巴比倫的文化價值就是這樣
[00:10:03.960 --> 00:10:06.960]  這種巴比倫的成功觀
[00:10:06.960 --> 00:10:07.960]  有時都會滲透在
[00:10:07.960 --> 00:10:09.960]  我們屬靈的生命裏面
[00:10:09.960 --> 00:10:11.960]  不是說我們每天上班的生命
[00:10:11.960 --> 00:10:14.960]  我想說有時連我們的屬靈生命
[00:10:14.960 --> 00:10:18.960]  都有這種巴比倫的成功模式滲透了
