
[00:00:00.000 --> 00:00:02.640]  謝謝
[00:00:02.640 --> 00:00:05.680]  大家好,歡迎大家來到Divine元朗
[00:00:05.680 --> 00:00:09.200]  先自我介紹,我是June,是這裡其中一位的同工
[00:00:09.200 --> 00:00:13.440]  負責K4C,即兒童崇拜的區域比較多
[00:00:13.440 --> 00:00:17.680]  今天真的很榮幸能夠在這裡跟大家分享我的故事
[00:00:17.680 --> 00:00:20.800]  其實我是一個很少過生日派對的人
[00:00:20.800 --> 00:00:22.560]  很少開生日派對的人
[00:00:22.560 --> 00:00:24.800]  因為其中一個原因是
[00:00:24.800 --> 00:00:27.280]  我在一個節日出生
[00:00:27.280 --> 00:00:29.760]  這個節日大家本身都會約出來吃飯
[00:00:29.760 --> 00:00:33.120]  所以我會很喜歡約人出來吃飯
[00:00:33.120 --> 00:00:35.840]  慶祝自己的生日,就不用自己辦了
[00:00:35.840 --> 00:00:37.200]  也有另一個原因
[00:00:37.200 --> 00:00:40.160]  就是因為可能是童年的故事
[00:00:40.160 --> 00:00:43.920]  令我不太想辦自己的生日派對
[00:00:43.920 --> 00:00:47.280]  我小時候是一個人緣不是太好的人
[00:00:47.280 --> 00:00:48.720]  也沒有太多朋友
[00:00:48.720 --> 00:00:50.800]  在我三年級的時候
[00:00:50.800 --> 00:00:53.680]  我就說不如也為自己開個生日派對
[00:00:53.680 --> 00:00:56.800]  第一次,邀請了班裡的同學
[00:00:56.800 --> 00:01:00.000]  堂哥、堂姐姐和身邊不同的人
[00:01:00.000 --> 00:01:02.480]  去我的家開個生日派對
[00:01:02.480 --> 00:01:04.080]  很開心
[00:01:04.080 --> 00:01:06.960]  他們應該是不認識對方的
[00:01:06.960 --> 00:01:11.440]  學校的人和家裡的同學是不認識的
[00:01:11.440 --> 00:01:14.000]  但在生日派對那天
[00:01:14.000 --> 00:01:17.680]  一個一個說不好意思,我來不了
[00:01:17.680 --> 00:01:20.720]  好像是全部人一起不出現
[00:01:20.720 --> 00:01:23.120]  我就裝作沒事,回房間睡覺
[00:01:23.120 --> 00:01:26.240]  但那時候知道自己情緒不好
[00:01:26.240 --> 00:01:28.400]  長大後才知道
[00:01:28.400 --> 00:01:33.680]  原來被人「食冷板凳」,被人拒絕了
[00:01:33.680 --> 00:01:35.600]  但其實一直長大的時候
[00:01:35.600 --> 00:01:37.280]  我就知道拒絕
[00:01:37.280 --> 00:01:39.440]  無論你是幾個月大的嬰兒
[00:01:39.440 --> 00:01:41.920]  甚至你是900歲的老人家
[00:01:41.920 --> 00:01:44.960]  你都要處理這個課題
[00:01:44.960 --> 00:01:46.400]  可能你嬰兒的時候
[00:01:46.400 --> 00:01:48.240]  你想在某個時間睡覺
[00:01:48.240 --> 00:01:49.680]  爸爸媽媽說不准
[00:01:49.680 --> 00:01:50.800]  你去到中學的時候
[00:01:50.800 --> 00:01:52.720]  說我想和那個人一起做群組項目
[00:01:52.720 --> 00:01:55.040]  那些人說我不想和你做群組項目
[00:01:55.040 --> 00:01:56.800]  你愛的人不愛你
[00:01:56.800 --> 00:01:58.800]  你想見的也不想見你
[00:01:58.800 --> 00:02:02.640]  甚至可能到你的婚姻出現問題
[00:02:02.640 --> 00:02:04.800]  又或者是你申請簽證的時候
[00:02:04.800 --> 00:02:06.000]  他不批准你
[00:02:06.000 --> 00:02:08.320]  每一個人在不同的階段
[00:02:08.320 --> 00:02:11.360]  他都要處理被拒絕的情況
[00:02:11.360 --> 00:02:13.680]  有些事情是很容易、很簡單的
[00:02:13.680 --> 00:02:16.800]  放開心懷,自己走下去就可以了
[00:02:16.800 --> 00:02:18.880]  但有一些拒絕
[00:02:18.880 --> 00:02:20.960]  是你日復一日要接受的
[00:02:20.960 --> 00:02:23.680]  日復一日要面對的事情
[00:02:23.680 --> 00:02:26.960]  有時可能只是一些很小的事情
[00:02:26.960 --> 00:02:30.960]  你覺得自己不應該為這件事繼續執著下去
[00:02:30.960 --> 00:02:34.960]  但原來到頭來被拒絕的不是這件事本身
[00:02:34.960 --> 00:02:37.600]  而我發覺當我被拒絕的時候
[00:02:37.600 --> 00:02:39.840]  是他拒絕我這個人
[00:02:39.840 --> 00:02:41.360]  我這個價值
[00:02:41.360 --> 00:02:45.120]  我在這個地方的存在感
[00:02:45.120 --> 00:02:46.480]  我們今天看的經文
[00:02:46.480 --> 00:02:49.280]  其實是耶穌降生的這段經文
[00:02:49.280 --> 00:02:52.640]  究竟耶穌出生和我們被拒絕
[00:02:52.640 --> 00:02:54.720]  有什麼關係呢?
[00:02:54.720 --> 00:02:58.080]  祂出生是世界的救主
[00:02:58.080 --> 00:03:00.480]  有天君、天使唱歌讚美祂
[00:03:00.480 --> 00:03:02.240]  歡迎祂出生
[00:03:02.240 --> 00:03:04.400]  那麼和醫治我被拒絕
[00:03:04.400 --> 00:03:06.640]  讓我的生命有轉化
[00:03:06.640 --> 00:03:09.520]  有什麼關聯呢?
[00:03:09.520 --> 00:03:12.560]  可能今天你們未必會遇到這個情況
[00:03:12.560 --> 00:03:15.040]  但我很想藉著今天跟大家的分享
[00:03:15.040 --> 00:03:17.120]  我們一起去探索一下
[00:03:17.120 --> 00:03:21.680]  認識到一些聖誕節背後隱藏的訊息
[00:03:21.680 --> 00:03:23.440]  我們不如看看今天的經文
[00:03:23.440 --> 00:03:25.920]  在《路加福音》二章一至五節
[00:03:25.920 --> 00:03:27.360]  是這麼說的
[00:03:27.360 --> 00:03:29.200]  「就在那些日子
[00:03:29.200 --> 00:03:31.360]  凱撒·奧古斯都降旨
[00:03:31.360 --> 00:03:34.400]  叫全國人民都登記戶籍」
[00:03:34.400 --> 00:03:36.400]  這是第一次登記戶籍
[00:03:36.400 --> 00:03:40.240]  是在居利紐作敘利亞總督的時候行的
[00:03:40.240 --> 00:03:43.200]  「眾人各歸各城辦理登記
