
[00:00:00.000 --> 00:00:01.480]  我怕聲音也夠大
[00:00:01.480 --> 00:00:03.000]  不好意思
[00:00:03.000 --> 00:00:04.400]  嚇到大家
[00:00:04.400 --> 00:00:06.400]  又好像太大聲了
[00:00:06.400 --> 00:00:07.400]  Hello
[00:00:07.400 --> 00:00:08.840]  不要緊,我們先調一下
[00:00:08.840 --> 00:00:09.840]  Hello
[00:00:09.840 --> 00:00:11.840]  調一下大家的耳朵和心靈
[00:00:11.840 --> 00:00:13.840]  大家馬上都醒了
[00:00:13.840 --> 00:00:17.840]  我想問大家有沒有以前用中文名字
[00:00:17.840 --> 00:00:21.440]  但是來到這個教會之後
[00:00:21.440 --> 00:00:24.040]  就經常都要叫英文名字
[00:00:24.040 --> 00:00:25.040]  有沒有以前
[00:00:25.040 --> 00:00:27.040]  通常可能舊教會也好
[00:00:27.040 --> 00:00:28.640]  或者平時以前生活也好
[00:00:28.640 --> 00:00:30.240]  都是叫中文名字
[00:00:30.240 --> 00:00:31.840]  但是來到這裡被迫用英文名字
[00:00:31.840 --> 00:00:33.240]  有沒有
[00:00:33.240 --> 00:00:35.640]  有,有不少
[00:00:35.640 --> 00:00:37.240]  這個也是剛才Ina說了很多
[00:00:37.240 --> 00:00:38.240]  我們教會的傳統
[00:00:38.240 --> 00:00:40.440]  這個其中一個是
[00:00:40.440 --> 00:00:41.840]  雖然我們教會只有一年
[00:00:41.840 --> 00:00:43.640]  我們在創造一個傳統
[00:00:43.640 --> 00:00:46.840]  這個是我們元朗葡萄神教會
[00:00:46.840 --> 00:00:49.040]  一個中英雙語教會
[00:00:49.040 --> 00:00:50.840]  一個挺特別的
[00:00:50.840 --> 00:00:54.040]  挺有趣的情況
[00:00:54.040 --> 00:00:56.040]  近來我聽到有些弟兄姊妹
[00:00:56.040 --> 00:00:58.440]  就特意叫對方的中文名字
[00:00:58.440 --> 00:00:59.640]  尤其是
[00:00:59.640 --> 00:01:01.840]  不要說了,等一下說我取笑別人
[00:01:01.840 --> 00:01:04.640]  就是比較
[00:01:04.640 --> 00:01:05.640]  我又想說
[00:01:05.640 --> 00:01:07.640]  譬如有
[00:01:07.640 --> 00:01:08.840]  什麼魚啊
[00:01:08.840 --> 00:01:11.640]  什麼美魚啊那些,是不是
[00:01:11.640 --> 00:01:12.840]  譬如有些叫啊諷那些
[00:01:12.840 --> 00:01:15.240]  不知道為什麼總是覺得比較特別
[00:01:15.240 --> 00:01:17.040]  總是大家喜歡拿出來說一下
[00:01:17.040 --> 00:01:18.840]  但是又好像不太習慣
[00:01:18.840 --> 00:01:21.240]  不過又很有親切感,是不是
[00:01:21.240 --> 00:01:23.040]  挺好玩的
[00:01:23.040 --> 00:01:24.240]  作為一個香港人
[00:01:24.240 --> 00:01:26.440]  有部分人可能
[00:01:26.440 --> 00:01:27.240]  當你出生的時候
[00:01:27.240 --> 00:01:27.840]  英文名字
[00:01:27.840 --> 00:01:29.640]  其實你父母已經幫你改了
[00:01:29.640 --> 00:01:33.040]  放在身份證上面,是不是
[00:01:33.040 --> 00:01:35.240]  但是有更多人可能像我這樣
[00:01:35.240 --> 00:01:37.240]  當我長大之後
[00:01:37.240 --> 00:01:39.640]  我可以自己改我的英文名字
[00:01:39.640 --> 00:01:41.640]  甚至有些朋友
[00:01:41.640 --> 00:01:42.840]  會喜歡是偶爾
[00:01:42.840 --> 00:01:43.640]  或者去到某個時段
[00:01:43.640 --> 00:01:45.240]  就改另一個英文名字
[00:01:45.240 --> 00:01:46.240]  又或者
[00:01:46.240 --> 00:01:47.840]  在不同場景裡面
[00:01:47.840 --> 00:01:49.640]  就用不同的英文名字
[00:01:49.640 --> 00:01:52.640]  當年我出去玩的時候
[00:01:52.640 --> 00:01:55.440]  都有不少不同的英文名字
[00:01:55.440 --> 00:01:57.640]  不過作為一個
[00:01:57.640 --> 00:01:59.640]  中國人用中文名字的時候
[00:01:59.640 --> 00:02:00.840]  其實這個名字
[00:02:00.840 --> 00:02:03.440]  對大家來說是一個身份的象徵
[00:02:03.440 --> 00:02:04.440]  有句話叫做
[00:02:04.440 --> 00:02:06.640]  「行不改名,坐不改姓」,是不是
[00:02:06.640 --> 00:02:08.040]  我們的名字
[00:02:08.040 --> 00:02:09.040]  其實代表著我們
[00:02:09.040 --> 00:02:11.040]  也都可能會跟著我們一輩子
[00:02:11.040 --> 00:02:13.040]  當然有些人可能會改名字
[00:02:13.040 --> 00:02:16.440]  但是其實中文名字改名不是那麼常見
[00:02:16.440 --> 00:02:19.040]  對於大部分人來說
[00:02:19.040 --> 00:02:20.440]  這個中文名字其實
[00:02:20.440 --> 00:02:22.640]  代表著一個意思
[00:02:22.640 --> 00:02:24.640]  也都可能代表著你自己的身份
[00:02:24.640 --> 00:02:27.240]  而這個意思,這個身份
[00:02:27.240 --> 00:02:30.240]  其實是你父母在你出生的時候
[00:02:30.240 --> 00:02:32.640]  已經給了你
[00:02:32.640 --> 00:02:34.440]  我的大兒子叫Adriel
[00:02:34.440 --> 00:02:35.440]  進去了
[00:02:35.440 --> 00:02:38.840]  Adriel他的中文名字是林二號
[00:02:38.840 --> 00:02:40.840]  林二號
[00:02:40.840 --> 00:02:41.840]  對,我就說一下
[00:02:41.840 --> 00:02:44.040]  這麼深的一個字,究竟是怎樣來的
[00:02:44.040 --> 00:02:46.840]  反而當時是相反的
[00:02:46.840 --> 00:02:48.040]  是,Mitchie
[00:02:48.040 --> 00:02:50.640]  他找到Adriel這個名字
[00:02:50.640 --> 00:02:51.640]  英文名Adriel
[00:02:51.640 --> 00:02:53.240]  其實是《希伯來文》裡面
[00:02:53.240 --> 00:02:55.440]  一個聖經的人物
[00:02:55.440 --> 00:02:58.040]  他本身Adriel的意思是
[00:02:58.040 --> 00:02:59.640]  Flood of God
[00:02:59.640 --> 00:03:01.840]  是神的羊群
[00:03:01.840 --> 00:03:03.240]  神的子民
[00:03:03.240 --> 00:03:05.240]  神的跟隨者
[00:03:05.240 --> 00:03:07.640]  我藉著Adriel這個音
[00:03:07.640 --> 00:03:10.640]  我就連繫到一個號字
[00:03:10.640 --> 00:03:12.640]  究竟用什麼號字呢
[00:03:12.640 --> 00:03:14.640]  我就去找,上網找
[00:03:14.640 --> 00:03:15.840]  查字典
